"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
6663,9118,5,3,"","","","<uniqueitem>{Delve Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6664,9119,3,3,"","","","<whiteitem>{Mortal Fragment}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6665,9120,4,3,"","","","<magicitem>{Sceptre of Celebration}\r\n<default>{Shaper Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6666,9121,9,3,"","","","<uniqueitem>{Tabula Rasa}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6667,9122,22,3,"","","","<whiteitem>{Six-Link Imperial Bow}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6668,9123,6,3,"","","","<uniqueitem>{Xoph's Blood}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6669,9124,5,3,"","","","<uniqueitem>{Jewel}\r\n<magicitem>{Primordial}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6670,9125,3,3,"","","","<uniqueitem>{Fidelitas' Spike}\r\n <corrupted>{Two-Implicit}\r\n <corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6671,9126,5,3,"","","","<uniqueitem>{Gluttony}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6672,9127,7,3,"","","","<currencyitem>{10x Exalted Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6673,9128,4,3,"","","","<currencyitem>{20x Orb of Chance}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6674,9129,7,3,"","","","<uniqueitem>{Farrul's Fur}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6675,9130,5,3,"","","","<uniqueitem>{Tidebreaker}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6676,9131,7,3,"","","","<magicitem>{Glyphic Prophecy Wand}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6677,9132,4,3,"","","","<rareitem>{Bone Helmet}\r\n<default>{Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6678,9133,3,3,"","","","<whiteitem>{Sulphite Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6679,9134,7,3,"","","","<currencyitem>{Orb of Annulment}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6680,9135,12,3,"","","","<rareitem>{Fishing Rod}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6681,9136,4,3,"","","","<rareitem>{Bone Helmet}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6682,9137,5,3,"","","","<currencyitem>{20x Scouting Report}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6683,9138,4,3,"","","","<uniqueitem>{Skin of the Loyal}\r\n<size:26>{<default>{Item Level:} <normal>{25}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6684,9139,1,3,"","","","<currencyitem>{17x Chromatic Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6685,9140,8,3,"","","","<uniqueitem>{Precursor's Emblem}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6686,9141,7,3,"","","","<whiteitem>{Gilded Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6687,9142,5,3,"","","","<uniqueitem>{Doomfletch}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6688,9143,5,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6689,9144,9,3,"","","","<uniqueitem>{Prismatic Jewel}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6690,9145,6,3,"","","","<gemitem>{Level 1 Summon Skeletons}\r\n<default>{Quality:} <augmented>{+23%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6691,9146,8,3,"","","","<whiteitem>{Chayula's Flawless Breachstone}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6692,9147,10,3,"","","","<uniqueitem>{Headhunter}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6693,9148,3,3,"","","","<uniqueitem>{Elegant Round Shield}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6694,9149,6,3,"","","","<uniqueitem>{Soul Ripper}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6695,9150,3,3,"","","","<magicitem>{Overpowering Opal Ring}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6696,9151,5,3,"","","","<whiteitem>{Cartography Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6697,9152,4,3,"","","","<uniqueitem>{Vaults of Atziri}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6698,9153,8,3,"","","","<uniqueitem>{Fishing Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6699,9154,6,3,"","","","<uniqueitem>{Bottled Faith}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6700,9155,4,3,"","","","<currencyitem>{10x Awakened Sextant}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6701,9156,5,3,"","","","<uniqueitem>{Seven-League Step}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6702,9157,7,3,"","","","<gemitem>{Level 21 Trap Gem}\r\n<default>{Quality:} <augmented>{+23%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6703,9158,5,3,"","","","<uniqueitem>{Skin of the Lords}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6704,9159,2,3,"","","","<whiteitem>{Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6705,9160,1,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6706,9161,4,3,"","","","<whiteitem>{Albino Rhoa Feather}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6707,9162,6,3,"","","","<gemitem>{Level 21 Vaal Summon Skeletons}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6708,9163,3,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6709,9164,4,3,"","","","<uniqueitem>{Unending Hunger}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6710,9165,9,3,"","","","<uniqueitem>{Rigwald's Quills}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6711,9166,5,3,"","","","<uniqueitem>{Perandus Manor}\r\n<default>{Voidstone Count:} <normal>{4}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6712,9167,6,3,"","","","<uniqueitem>{Inspired Learning}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6713,9168,3,3,"","","","<size:30>{<gemitem>{Level 6 Awakened Support Gem}}\r\n<default>{Quality:} <augmented>{+20%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6714,9169,5,3,"","","","<currencyitem>{5x Fossil}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6715,9170,2,3,"","","","<rareitem>{Map}\r\n<default>{Map Tier:} <normal>{15}\r\n<default>{Modifiers:} <normal>{8}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6716,9171,2,3,"","","","<uniqueitem>{Dying Sun}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6717,9172,4,3,"","","","<whiteitem>{Uber Elder Fragment}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6718,9173,4,3,"","","","<uniqueitem>{Farrul Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6719,9174,2,3,"","","","<size:30>{<magicitem>{Diamond Ring of Redemption}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Redeemer Item}}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6720,9175,6,3,"","","","<uniqueitem>{Machina Mitts}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6721,9176,5,3,"","","","<uniqueitem>{Asenath's Gentle Touch}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6722,9177,4,3,"","","","<uniqueitem>{Asenath's Mark}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6723,9178,10,3,"","","","<uniqueitem>{The Saviour}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6724,9179,8,3,"","","","<whiteitem>{Six-Link Astral Plate}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Crusader Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6725,9180,6,3,"","","","<rareitem>{One-Hand Weapon}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6726,9181,3,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6727,9182,5,3,"","","","<uniqueitem>{Timeless Jewel}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6728,9183,6,3,"","","","<rareitem>{Jewellery}\r\n<default>{Item Level:} <normal>{86}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6729,9184,3,3,"","","","<magicitem>{Jewellery of Farrul}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Shaper + Hunter Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6730,9185,4,3,"","","","<currencyitem>{Elderslayer's Exalted Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6731,9186,5,3,"","","","<uniqueitem>{Thread of Hope}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6732,9187,3,3,"","","","<gemitem>{Level 21 Chaos Gem}\r\n<default>{Quality:} <augmented>{+23%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6733,9188,13,3,"","","","<size:26>{<rareitem>{Map}}\r\n<size:26>{<default>{Map Tier:} <normal>{13}\r\n<default>{Quality:} <augmented>{+13%}\r\n<default>{Delirium:} <normal>{100%}\r\n<default>{Modifiers:} <normal>{8}\r\n<corrupted>{Corrupted}}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6734,9189,16,3,"","","","<currencyitem>{19x Mirror Shard}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6735,9190,6,3,"","","","<uniqueitem>{Jewellery}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6736,9191,8,3,"","","","<uniqueitem>{Inspired Learning}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6737,9192,9,3,"","","","<size:29>{<gemitem>{Level 6 Awakened Support Gem}}\r\n<default>{Quality:} <augmented>{+23%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6738,9193,1,3,"","","","<currencyitem>{5x Exalted Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6739,9194,4,3,"","","","<uniqueitem>{Facebreaker}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6740,9195,2,3,"","","","<size:29>{<uniqueitem>{Attribute Transforming Jewel}}\r\n<size:29>{<corrupted>{Corrupted}}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6741,9196,13,3,"","","","<uniqueitem>{Maw of Mischief}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6742,9197,10,3,"","","","<rareitem>{Helmet}\r\n<default>{Double-Veiled Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6743,9198,4,3,"","","","<uniqueitem>{Metamorph Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6744,9199,2,3,"","","","<currencyitem>{20x Orb of Alteration}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6745,9200,8,3,"","","","<uniqueitem>{Cospri's Malice}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6746,9201,1,3,"","","","<currencyitem>{10x Orb of Alteration}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6747,9202,10,3,"","","","<rareitem>{Diamond Ring}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Shaper + Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6748,9203,9,3,"","","","<uniqueitem>{League-Specific Item}\r\n<default>{Double-Influenced Item}\r\n<default>{Item Level:} <normal>{97}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6749,9204,7,3,"","","","<size:27>{<uniqueitem>{The Eternity Shroud}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6750,9205,7,3,"","","","<magicitem>{Eldritch Bone Helmet (Concentrated Effect)}\r\n<default>{Item Level:} <normal>{89}\r\n<default>{Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6751,9206,6,3,"","","","<uniqueitem>{Omeyocan}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6752,9207,4,3,"","","","<uniqueitem>{Unnatural Instinct}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6753,9208,5,3,"","","","<whiteitem>{Six-Link Astral Plate}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6754,9209,8,3,"","","","<divination>{The Nurse}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6755,9210,3,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6756,9211,6,3,"","","","<magicitem>{Fecund Ursine Pelt}\r\n<default>{Warlord Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6757,9212,5,3,"","","","<uniqueitem>{One With Nothing}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6758,9213,2,3,"","","","<uniqueitem>{Circle of Fear}\r\n<enchanted>{Three-Implicit}\r\n<enchanted>{Synthesised}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6759,9214,3,3,"","","","<uniqueitem>{Armour}\r\n<default>{Quality:} <augmented>{+30%}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6760,9215,3,3,"","","","<uniqueitem>{Victario's Influence}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6761,9216,2,3,"","","","<whiteitem>{Diamond Ring}\r\n<default>{Item Level:} <normal>{87}\r\n<enchanted>{Two-Implicit}\r\n<enchanted>{Synthesised}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6762,9217,5,3,"","","","<divination>{The Artist}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6763,9218,6,3,"","","","<uniqueitem>{Torrent's Reclamation}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6764,9219,6,3,"","","","<uniqueitem>{Victario's Influence}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6765,9220,4,3,"","","","<uniqueitem>{Timeless Jewel}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6766,9221,7,3,"","","","<uniqueitem>{Item}\r\n<default>{Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6767,9222,1,3,"","","","<magicitem>{Quicksilver Flask of the Cheetah}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6768,9223,4,3,"","","","<whiteitem>{Divination Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6769,9224,3,3,"","","","<uniqueitem>{Megalomaniac}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6770,9225,7,3,"","","","<uniqueitem>{Voices}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6771,9226,8,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6772,9227,6,3,"","","","<uniqueitem>{Bino's Kitchen Knife}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6773,9228,6,3,"","","","<gemitem>{Vaal Breach}\r\n<default>{Quality:} <augmented>{+6%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6774,9229,3,3,"","","","<currencyitem>{13x Orb of Alteration}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6775,9230,9,3,"","","","<uniqueitem>{Ryslatha's Coil}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6776,9231,5,3,"","","","<rareitem>{Vaal Temple Map}\r\n<default>{Map Tier:} <normal>{16}\r\n<default>{Delirium:} <normal>{100%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6777,9232,7,3,"","","","<uniqueitem>{Astral Projector}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6778,9233,8,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6779,9234,4,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6780,9235,6,3,"","","","<uniqueitem>{Item}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6781,9236,3,3,"","","","<rareitem>{Jewel}\r\n<enchanted>{Implicit Modifier:} \r\n<magicitem>{Corrupted Blood cannot be inflicted on you}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6782,9237,11,3,"","","","<currencyitem>{10x Delirium Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6783,9238,4,3,"","","","<currencyitem>{Skittering Delirium Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6784,9239,3,3,"","","","<uniqueitem>{Prism Guardian}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6785,9240,5,3,"","","","<uniqueitem>{Jewel}\r\n<magicitem>{Primordial}\r\n<corrupted>{1-2 Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6786,9241,12,3,"","","","<uniqueitem>{Vaal Jewel}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6787,9242,8,3,"","","","<currencyitem>{10x Incursion Vial}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6788,9243,4,3,"","","","<uniqueitem>{Synthesis Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6789,9244,6,3,"","","","<uniqueitem>{Elegant Hubris}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6790,9245,18,3,"","","","<whiteitem>{Fishing Rod}\r\n<enchanted>{Incubated}\r\n<default>{Item Level:} <normal>{99}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6791,9246,4,3,"","","","<uniqueitem>{Replica Cortex}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6792,9247,5,3,"","","","<currencyitem>{Delirium Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6793,9248,8,3,"","","","<currencyitem>{7x Exalted Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6794,9249,4,3,"","","","<whiteitem>{Shaper Guardian Map}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6795,9250,6,3,"","","","<uniqueitem>{Leather Belt}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6796,9251,7,3,"","","","<uniqueitem>{Bramblejack}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6797,9252,5,3,"","","","<magicitem>{Item}\r\n<default>{Elevated Item}\r\n<default>{Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6798,9253,9,3,"","","","<uniqueitem>{Forbidden Shako}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6799,9254,3,3,"","","","<rareitem>{Cluster Jewel}\r\n<default>{Item Level:} <normal>{84}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6800,9255,7,3,"","","","<uniqueitem>{The Pandemonius}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6801,9256,6,3,"","","","<uniqueitem>{Shroud of the Lightless}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6802,9257,8,3,"","","","<currencyitem>{10x Oil}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6803,9258,5,3,"","","","<uniqueitem>{Synthesis Map}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6804,9259,8,3,"","","","<currencyitem>{10x Incubator}\r\n<default>{Item Level:} <normal>{84}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6805,9260,2,3,"","","","<whiteitem>{Body Armour}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6806,9261,7,3,"","","","<uniqueitem>{Replica Bated Breath}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6807,9262,5,3,"","","","<currencyitem>{Tainted Mythic Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6808,9263,5,3,"","","","<whiteitem>{Item}\r\n<default>{Item Level:} <normal>{100}\r\n<enchanted>{Three-Implicit}\r\n<enchanted>{Synthesised}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6809,9264,5,3,"","","","<rareitem>{Jewellery}\r\n<default>{Item Level:} <normal>{100}\r\n<enchanted>{Three-Implicit}\r\n<enchanted>{Synthesised}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6810,9265,6,3,"","","","<gemitem>{Level 21 Vaal Molten Shell}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6811,9266,3,3,"","","","<currencyitem>{Simulacrum}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6812,9267,4,3,"","","","<magicitem>{Helmet}\r\n<default>{Double-Influenced Item}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6813,9268,5,3,"","","","<magicitem>{Merciless Tornado Wand}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6814,9269,4,3,"","","","<uniqueitem>{Cortex}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6815,9270,9,3,"","","","<uniqueitem>{Watcher's Eye}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6816,9271,4,3,"","","","<currencyitem>{Winged Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6817,9272,6,3,"","","","<uniqueitem>{Replica Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6818,9273,5,3,"","","","<uniqueitem>{Mageblood}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6819,9274,3,3,"","","","<gemitem>{Exceptional Gem}\r\n<default>{Quality:} <augmented>{+1-20%}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6820,9275,7,3,"","","","<uniqueitem>{Belt}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6821,9276,8,3,"","","","<uniqueitem>{Ngamahu's Flame}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6822,9277,3,3,"","","","<currencyitem>{5x Eldritch Chaos Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6823,9278,5,3,"","","","<uniqueitem>{Cold Iron Point}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6824,9279,3,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6825,9280,7,3,"","","","<uniqueitem>{Maloney's Mechanism}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
