"rownum","Id","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","i32","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]"
1783,"synthesis-guest-pack-kaomgroup1","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",1,[],[],37,100,[],0,"",0,"",[],1,"","",1,[]
1784,"synthesis-guest-pack-kaomgroup2","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",1,[],[],37,100,[],0,"",0,"",[],1,"","",1,[]
1785,"synthesis-guest-pack-kaomgroup4","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,"","",1,[]
1786,"synthesis-guest-pack-hounds","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,"","",1,[]
1787,"synthesis-guest-pack-arena1","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",1,[],[],37,100,[],0,"",0,"",[],1,"","",1,[]
1788,"synthesis-guest-pack-arena2","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",1,[],[],37,100,[],0,"",0,"",[],1,"","",1,[]
1789,"synthesis-guest-pack-arena4","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,"","",1,[]
1790,"synthesis-guest-pack-arena5","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,"","",1,[]
1791,"synthesis-guest-pack-belly2-abomination","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",2,3,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,"","",1,[]
1792,"synthesis-guest-pack-belly3-abomination","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,"","",1,[]
1793,"synthesis-guest-pack-belly4-abomination","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",1,[],[],39,100,[],0,"",0,"",[],1,"","",1,[]
1794,"synthesis-guest-pack-belly5-abomination","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",1,[],[],39,100,[],0,"",0,"",[],1,"","",1,[]
1795,"synthesis-guest-pack-belly6-abomination","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,7,0,0,[],"",1,[],[],40,100,[],0,"",0,"",[],1,"","",1,[]
1796,"synthesis-guest-pack-belly7-abomination","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,6,100,1,"[1026,1027,1028,1029,1031,1032]","",1,[],[],40,100,[],0,"",0,"",[],1,"","",1,[]
1797,"synthesis-guest-pack-cultists3","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1798,"synthesis-guest-pack-cultists4","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1799,"synthesis-guest-pack-cultists5","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1800,"synthesis-guest-pack-cultists6","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,4,0,0,[],"",1,[],[],45,100,[],0,"",0,"",[],1,"","",1,[]
1801,"synthesis-guest-pack-ghostcivilians1","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1802,"synthesis-guest-pack-templar1","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",2,5,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,"","",1,[]
1803,"synthesis-guest-pack-templar5","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,"","",1,[]
1804,"synthesis-guest-pack-templar6","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",3,5,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,"","",1,[]
1805,"synthesis-guest-pack-templar7","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,6,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,"","",1,[]
1806,"synthesis-guest-pack-templar8","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,7,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,"","",1,[]
1807,"synthesis-guest-pack-farmerskeletons1","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,6,0,0,[],"",1,[],[],15,100,[],0,"",0,"",[],1,"","",1,[]
1808,"synthesis-guest-pack-slavecatcherkitava","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,8,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1809,"synthesis-guest-pack-undeadmother","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",6,7,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1810,"synthesis-guest-pack-ossuaryskeleton1","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",5,6,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1811,"synthesis-guest-pack-ossuaryskeleton2","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,6,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1812,"synthesis-guest-pack-reliquaryskeleton1","[434,435,436,437,438,439,440,441,442,443,444,445,422,423,424,425,426,427,428,429,430,431,432,433]",4,6,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,"","",1,[]
1813,"sextant-vaal-pack1",[0],4,8,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1814,"shaperinfluence-citystalkers3",[0],5,8,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1815,"atlasexileinfluence-crusader1",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1816,"atlasexileinfluence-crusader2",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1817,"atlasexileinfluence-crusader3",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1818,"atlasexileinfluence-crusader4",[0],3,7,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1819,"atlasexileinfluence-eyrie1",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1820,"atlasexileinfluence-eyrie2",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1821,"atlasexileinfluence-eyrie3",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1822,"atlasexileinfluence-eyrie4",[0],2,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1823,"atlasexileinfluence-eyrie5",[0],2,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1824,"atlasexileinfluence-basilisk1",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1825,"atlasexileinfluence-basilisk2",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1826,"atlasexileinfluence-basilisk3",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1827,"atlasexileinfluence-basilisk4",[0],3,6,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1828,"atlasexileinfluence-basilisk5",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1829,"atlasexileinfluence-adjudicator1",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1830,"atlasexileinfluence-adjudicator2",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1831,"atlasexileinfluence-adjudicator3",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,"","",1,[]
1832,"atlasexileinfluence-crusader-daemons1",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"","","",1,[]
1833,"atlasexileinfluence-eyrie-daemons1",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"","","",1,[]
1834,"atlasexileinfluence-basilisk-daemons1",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"","","",1,[]
1835,"atlasexileinfluence-adjudicator-daemons1",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"","","",1,[]
1836,"atlasexileinfluence-eyrie1-skyambush",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"","","",1,[]
1837,"atlasexileinfluence-basilisk1-viperambush",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"","","",1,[]
1838,"atlasexileinfluence-adjudicator1-portalambush",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"","","",1,[]
1839,"afflictiondemonpack1-bigclaws",[0],2,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1840,"afflictiondemonpack2-bigranged",[0],2,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1841,"afflictiondemonpack3-tankspikes",[0],2,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1842,"heist-patrol-test1",[0],8,8,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,"","",1,[]
1843,"heist-patrol-test2",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,"","",1,[]
1844,"heist-patrol-military-basic1",[0],8,8,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,"","",1,[]
1845,"heist-patrol-military-basic2",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,"","",1,[]
1846,"heist-patrol-military-elite1",[0],8,8,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,"","",1,[]
1847,"heist-patrol-military-elite2",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,"","",1,[]
1848,"heist-patrol-military-elite3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,"","",1,[]
1849,"heist-patrol-military-miniboss1",[0],8,8,100,1,[8387],1,0,[],[],42,100,[],0,0,0,"",[],1,"","",1,[]
1850,"heist-patrol-military-miniboss2",[0],6,6,100,1,[8388],1,0,[],[],22,100,[],0,0,0,"",[],1,"","",1,[]
1851,"heist-patrol-military-miniboss3",[0],8,8,100,1,[8387],1,0,[],[],42,100,[],0,0,0,"",[],1,"","",1,[]
1852,"heist-patrol-military-miniboss4",[0],6,6,100,1,[8388],1,0,[],[],22,100,[],0,0,0,"",[],1,"","",1,[]
1853,"heist-patrol-thug-basic1",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,"","",1,[]
1854,"heist-patrol-thug-basic2",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,"","",1,[]
1855,"heist-patrol-thug-basic3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,"","",1,[]
1856,"heist-patrol-thug-elite1",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,"","",1,[]
1857,"heist-patrol-thug-elite2",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,"","",1,[]
1858,"heist-patrol-thug-elite3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,"","",1,[]
1859,"heist-patrol-thug-elite4",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,"","",1,[]
1860,"heist-patrol-thug-miniboss1",[0],0,0,100,1,[8465],1,0,[],[],22,100,[],0,4,0,"",[],1,"","",1,[]
1861,"heist-patrol-thug-miniboss2",[0],0,0,100,1,[8466],1,0,[],[],42,100,[],0,4,0,"",[],1,"","",1,[]
1862,"heist-patrol-thug-miniboss3",[0],0,0,100,1,[8465],1,0,[],[],22,100,[],0,4,0,"",[],1,"","",1,[]
1863,"heist-patrol-thug-miniboss4",[0],0,0,100,1,[8466],1,0,[],[],42,100,[],0,4,0,"",[],1,"","",1,[]
1864,"heist-patrol-robot-basic1",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,5,0,"",[],1,"","",1,[]
1865,"heist-patrol-robot-basic2",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,6,0,"",[],1,"","",1,[]
1866,"heist-patrol-robot-basic3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,5,0,"",[],"","","",1,[]
1867,"heist-patrol-robot-miniboss1",[0],0,0,0,0,[],"",0,[],[],42,100,[],0,7,0,"",[],"","","",1,[]
1868,"heist-patrol-robot-miniboss2",[0],0,0,0,0,[],"",0,[],[],22,100,[],0,7,0,"",[],"","","",1,[]
1869,"heist-patrol-science-unarmeddog1",[0],6,6,100,1,[8395],"",0,[],[],0,100,[],0,3,0,"",[],1,"","",1,[]
1870,"heist-patrol-science-undead1",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,3,0,"",[],1,"","",1,[]
1871,"heist-patrol-science-undead2",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,3,0,"",[],1,"","",1,[]
1872,"heist-patrol-science-miniboss1",[0],6,6,100,1,[8391],1,0,[],[],42,100,[],0,3,0,"",[],1,"","",1,[]
1873,"heist-patrol-science-miniboss2",[0],6,6,100,1,[8392],1,0,[],[],22,100,[],0,3,0,"",[],1,"","",1,[]
1874,"heist-danai-thug-pack1",[0],5,9,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1875,"heist-danai-thug-pack2",[0],5,9,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1876,"atlas-tree-harbinger-pack",[0],2,2,100,1,"[5586,5587,5588,5589,5590,5591,5592,5593,5594]","",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1877,"sulphite-guardians",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1878,"expedition-act1-pack1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1879,"expedition-act1-pack2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1880,"expedition-act1-pack3",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1881,"expedition-act2-pack1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1882,"expedition-act2-pack2a",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1883,"expedition-act2-pack2b",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1884,"expedition-act2-pack2c",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1885,"expedition-act2-pack3",[0],1,2,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1886,"expedition-act3-pack1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1887,"expedition-act3-pack2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1888,"expedition-act4-pack1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1889,"expedition-act4-pack2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1890,"expedition-act4-pack3",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1891,"expedition-act5-pack1",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1892,"expedition-act5-pack2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1893,"expedition-fodder1",[0],2,4,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1894,"expedition-fodder2",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1895,"expedition-fodder2low",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1896,"expedition-fodder3",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1897,"expedition-fodder3low1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1898,"expedition-fodder3low2",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1899,"expedition-fodder4",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1900,"expedition-fodder5",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,"","",1,[]
1901,"expedition-faction1-elite1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"","","",1,[]
1902,"expedition-faction1-elite2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"","","",1,[]
1903,"expedition-faction2-elite1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"","","",1,[]
1904,"expedition-faction2-elite2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"","","",1,[]
1905,"expedition-faction3-elite1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"","","",1,[]
1906,"expedition-faction3-elite2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"","","",1,[]
1907,"expedition-faction4-elite1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"","","",1,[]
1908,"expedition-faction4-elite2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"","","",1,[]
1909,"expedition-ghost-pirates",[0],5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1910,"expedition-vaal-golems",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1911,"expedition-subarea-fodder1",[0],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1912,"expedition-subarea-fodder2",[0],6,9,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1913,"expedition-subarea-fodder3",[0],7,10,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1914,"expedition-subarea-fodder4",[0],6,9,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1915,"expedition-subarea-faction1-elite1",[0],6,8,100,1,[8790],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1916,"expedition-subarea-faction1-elite2",[0],5,8,100,1,[8793],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1917,"expedition-subarea-faction2-elite1",[0],6,8,100,1,[8780],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1918,"expedition-subarea-faction2-elite2",[0],7,9,100,1,[8797],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1919,"expedition-subarea-faction3-elite1",[0],7,9,100,1,[8787],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1920,"expedition-subarea-faction3-elite2",[0],6,8,100,1,[8799],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1921,"expedition-subarea-faction4-elite1",[0],5,8,100,1,[8783],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1922,"expedition-subarea-faction4-elite2",[0],6,10,100,1,[8785],"",1,[],[],0,100,[],0,"",0,1,[],1,"","",1,[]
1923,"hellscape-demon-fodder1",[0],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1924,"hellscape-demon-fodder2",[0],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1925,"hellscape-demon-fodder3",[0],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1926,"hellscape-demon-elite1",[0],2,4,100,1,[8866],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1927,"hellscape-demon-elite2",[0],2,4,100,1,[8869],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1928,"hellscape-demon-elite1-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1929,"hellscape-demon-elite2-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1930,"hellscape-flesh-fodder1",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1931,"hellscape-flesh-fodder2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1932,"hellscape-flesh-fodder3",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1933,"hellscape-flesh-elite1",[0],1,3,100,1,[8882],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1934,"hellscape-flesh-elite2",[0],1,3,100,1,[8884],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1935,"hellscape-flesh-elite1-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1936,"hellscape-flesh-elite2-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1937,"hellscape-pale-fodder1",[0],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1938,"hellscape-pale-fodder2",[0],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1939,"hellscape-pale-fodder3",[0],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1940,"hellscape-pale-elite1",[0],4,6,100,1,[8893],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1941,"hellscape-pale-elite2",[0],4,6,100,1,[8895],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1942,"hellscape-pale-elite1-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1943,"hellscape-pale-elite2-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1944,"hellscape-demon-donutpack1-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1945,"hellscape-demon-donutpack1",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1946,"hellscape-demon-donutpack1-elite",[0],3,4,100,1,[8866],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1947,"hellscape-demon-donutpack2-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1948,"hellscape-demon-donutpack2",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1949,"hellscape-demon-donutpack2-elite",[0],3,4,100,1,[8869],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1950,"hellscape-flesh-donutpack1-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1951,"hellscape-flesh-donutpack1",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1952,"hellscape-flesh-donutpack1-elite",[0],3,4,100,1,[8882],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1953,"hellscape-flesh-donutpack2-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1954,"hellscape-flesh-donutpack2",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1955,"hellscape-flesh-donutpack2-elite",[0],3,4,100,1,[8884],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1956,"hellscape-pale-donutpack1-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1957,"hellscape-pale-donutpack1",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1958,"hellscape-pale-donutpack1-elite",[0],3,4,100,1,[8893],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1959,"hellscape-pale-donutpack2-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1960,"hellscape-pale-donutpack2",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1961,"hellscape-pale-donutpack2-elite",[0],3,4,100,1,[8895],"",1,[],[],0,100,[],100,"",0,"",[],1,"","",1,[]
1962,"delve-insect-pack1",[0],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1963,"delve-insect-pack2",[0],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1964,"delve-insect-pack3",[0],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1965,"delve-insect-pack4",[0],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1966,"hellscape-genericpack-zombies1",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1967,"hellscape-genericpack-skeletons1",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1968,"hellscape-genericpack-firemonsters1",[0],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1969,"hellscape-genericpack-skeletalbeasts1",[0],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
