"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","i32","i32","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","[rid]","bool"
2782,2146,3,920,[],[],8518,115,[],[],0,922,[],0,"","","",[],26444,0,0,[],0,0,[],[],[],[],[],""
2783,2146,4,933,[],[],8575,116,[],[],0,934,[],0,"","","",[],26464,0,122,[],0,0,[],[],[],[],[],""
2784,1354,0,1716,[],[],8452,"",[641],[-50],0,"",[],0,"","","",[],65760,0,0,[],0,0,[],[],[],[],[],""
2785,1354,1,1716,[],[],8453,"","[641,173]","[-50,2]",0,"",[],0,"","","",[],65760,0,0,[],0,0,[],[],[],[],[],""
2786,1354,2,5220,[],[],8454,"",[641],[-60],0,"",[],0,"","","",[],65786,0,0,[],0,0,[],[],[],[],[],""
2787,1354,3,5220,[],[],8455,"",[641],[-60],0,"",[],0,"","","",[],65786,0,0,[],0,0,[],[],[],[],[],""
2788,1354,4,2941,[],[],8612,"",[],[],0,"",[],0,"","","",[],65818,0,97,[],0,0,[],[],[],[],[],""
2789,3705,0,3152,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2790,3705,1,4170,[],[],8453,"",[],[],0,"",[],0,"","","",[],43006,0,0,[],0,0,[],[],[],[],[],""
2791,3705,2,101,[],[],101,"",[],[],0,"",[],0,"","","",[],43032,0,0,[],0,0,[],[],[],[],[],""
2792,3705,3,4267,[],[],8499,"",[],[],0,4268,[],0,"","","",[],43060,0,58,[],0,0,[],[],[],[],[],""
2793,3705,4,4267,[],[],8500,"",[],[],0,4268,[],0,"","","",[],43060,0,98,[],0,0,[],[],[],[],[],""
2794,5362,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2795,5362,1,5401,[],[],8516,"",[],[],0,"",[],0,"","","",[],288,0,0,[],0,0,[],[],[],[],[],""
2796,5362,2,5401,[],[],8517,"",[],[],0,"",[],0,"","","",[],288,0,0,[],0,0,[],[],[],[],[],""
2797,5362,3,5401,[],[],8518,"",[],[],0,"",[8544],0,"","","on_event_contact_for_MeleeThrustAttack = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],288,0,0,[],0,0,"[5,3,0]","[887,2163,4793]",[],[],[],""
2798,5362,4,5401,[],[],8519,"",[],[],0,"",[8544],0,"","","on_event_contact_for_MeleeThrustAttack = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],288,0,0,[],0,0,"[5,3,0]","[887,2163,4793]",[],[],[],""
2799,5050,0,5536,[],[],8443,"",[],[],0,"",[],0,"","","",[20064],112576,0,0,[5047],0,0,[],[],[],[],[],""
2800,5050,1,5518,[],[],8457,"",[],[],0,"",[],0,"","","",[20064],94960,0,0,[5047],0,0,[],[],[],[],[],""
2801,5050,2,5518,[],[],8458,"",[],[],0,"",[],0,"","","",[20064],94960,0,0,[5047],0,0,[],[],[],[],[],""
2802,5050,3,5536,[],[],8459,"",[],[],0,"",[],0,"","","",[20064],112576,0,0,[5047],0,0,[],[],[],[],[],""
2803,5050,4,5554,[],[],8460,"",[],[],0,"",[],0,"","","",[20064],95060,0,0,[5047],0,0,[],[],[],[],[],""
2804,5055,0,5518,[],[],8452,"",[],[],0,"",[],0,"","","",[20064],94960,0,0,[],0,0,[],[],[],[],[],""
2805,5055,1,5518,[],[],8457,"",[],[],0,"",[],0,"","","",[20064],94960,0,0,[],0,0,[],[],[],[],[],""
2806,5055,2,5518,[],[],8458,"",[],[],0,"",[],0,"","","",[20064],94960,0,0,[],0,0,[],[],[],[],[],""
2807,5055,3,5520,[],[],8561,32,[],[],0,8560,[],0,"","","",[20064],95004,0,135,[],0,0,[],[],[],[],[],""
2808,5055,4,5563,[],[],8460,"",[],[],0,"",[],0,"","","",[20064],95060,0,0,[],0,0,[],[],[],[],[],""
2809,4187,0,4237,[],[],8452,"",[],[],0,"",[],0,"","","",[],112814,0,0,[],-30,0,[],[],[],[],[],""
2810,4187,1,4237,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],112814,0,0,[],-30,0,[],[],[],[],[],""
2811,4187,2,4638,[],[],8454,"",[],[],0,"",[],0,"","","",[],112860,0,0,[],0,0,[],[],[],[],[],""
2812,4187,3,4638,[],[],8455,"",[],[],0,"",[],0,"","","",[],112860,0,0,[],0,0,[],[],[],[],[],""
2813,4187,4,4622,[],[],8538,"",[],[],0,"",[],0,"","","",[],112900,0,82,[],0,0,[],[],[],[],[],""
2814,4191,0,4237,[],[],8452,"",[],[],0,"",[],0,"","","",[],112814,0,0,[],-30,0,[],[],[],[],[],""
2815,4191,1,4237,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],112814,0,0,[],-30,0,[],[],[],[],[],""
2816,4191,2,4638,[],[],8454,"",[],[],0,"",[],0,"","","",[],112860,0,0,[],0,0,[],[],[],[],[],""
2817,4191,3,4638,[],[],8455,"",[],[],0,"",[],0,"","","",[],112860,0,0,[],0,0,[],[],[],[],[],""
2818,4191,4,4622,[],[],8538,"",[],[],0,"",[],0,"","","",[],112900,0,82,[],0,0,[],[],[],[],[],""
2819,3895,0,3282,[],[],8452,"",[],[],0,"",[],0,"","","",[],112954,0,0,[],50,0,[],[],[],[],[],""
2820,3895,1,3282,[],[],8453,"","[173,640]","[2,200]",0,"",[],0,"","","",[],112954,0,0,[],0,0,[],[],[],[],[],""
2821,3895,2,3282,[],[],8481,20,[],[],0,"",[],0,"","","",[],112954,0,56,[],50,0,[],[],[],[],[],""
2822,3895,3,4902,[],[],8455,20,[],[],0,"",[],0,"","","",[],113014,0,0,[],-50,0,[],[],[],[],[],""
2823,3895,4,4902,[],[],8612,20,[],[],0,"",[],0,"","","",[],113014,0,97,[],-50,0,[],[],[],[],[],""
2824,3757,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2825,3757,1,657,[],[],8507,"",[],[],0,"",[],0,"","","",[],3198,0,0,[],0,0,[],[],[],[],[],""
2826,3757,2,657,[],[],8508,"",[],[],0,"",[],0,"","","",[],3198,0,0,[],0,0,[],[],[],[],[],""
2827,3757,3,657,[],[],8509,"",[],[],0,"",[],0,"","","",[],3198,0,0,[],0,0,[],[],[],[],[],""
2828,3757,4,657,[],[],8510,"",[],[],0,"",[],0,"","","",[],3198,0,0,[],0,0,[],[],[],[],[],""
2829,3751,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2830,3751,1,3607,[],[],8507,"",[],[],0,"",[],0,"","","",[],43542,0,0,[],0,0,[],[],[],[],[],""
2831,3751,2,3607,[],[],8508,"",[],[],0,"",[],0,"","","",[],43542,0,0,[],0,0,[],[],[],[],[],""
2832,3751,3,113,[],[],8518,"",[],[],0,"",[],0,"","","",[],113036,0,0,[],0,0,[],[],[],[],[],""
2833,3751,4,113,[],[],8519,"",[],[],0,"",[],0,"","","",[],113036,0,0,[],0,0,[],[],[],[],[],""
2834,3743,0,168,[],[],8515,"",[],[],0,"",[],0,"","","",[],14574,0,0,[],0,0,[],[],[],[],[],""
2835,3743,1,3957,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],44502,0,0,[],0,0,[],[],[],[],[],""
2836,3743,2,3957,[],[],8481,22,[],[],0,"",[],0,"","","",[],44502,0,56,[],0,0,[],[],[],[],[],""
2837,3743,3,3957,[],[],8576,"",[173],[2],0,"",[],0,"","","",[],44502,0,123,[],0,0,[],[],[],[],[],""
2838,3743,4,3957,[],[],8488,"",[173],[2],0,"",[],0,"","","",[],44502,0,93,[],0,0,[],[],[],[],[],""
2839,3828,0,4373,[],[],8515,"",[],[],0,374,[],0,3823,"","",[],12,0,0,[3823],-20,0,[],[],[],[],[],""
2840,3828,1,4156,[],[],8453,"",[],[],0,4271,[],0,3823,"","",[],48204,0,0,[3823],0,0,[],[],[],[],[],""
2841,3828,2,1774,[],[],8517,"",[],[],0,4288,[],0,3823,"","",[],48240,0,0,[3823],0,0,[],[],[],[],[],""
2842,3828,3,4153,[],[],8455,"",[],[],0,"",[],0,"","","",[],48274,0,0,[3823],0,0,[],[],[],[],[],""
2843,3828,4,4153,[],[],8465,"",[],[],0,"",[],0,"","","",[],48274,0,0,[3823],0,0,[],[],[],[],[],""
2844,3825,0,4373,[],[],8515,"",[],[],0,"",[],0,"","","",[],113200,0,0,[],0,0,[],[],[],[],[],""
2845,3825,1,4325,[],[],8453,"",[],[],0,"",[],0,"","","",[],113234,0,0,[],0,0,[],[],[],[],[],""
2846,3825,2,4154,[],[],8508,"",[],[],0,"",[],0,"","","",[],113276,0,0,[],0,0,[],[],[],[],[],""
2847,3825,3,4153,[],[],8455,"",[],[],0,"",[],0,"","","",[],48274,0,0,[],0,0,[],[],[],[],[],""
2848,3825,4,4153,[],[],8465,"",[],[],0,"",[],0,"","","",[],48274,0,0,[],0,0,[],[],[],[],[],""
2849,5003,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2850,5003,1,5361,[],[],8516,"","[485,641]","[50,-50]",0,"",[],0,"","","",[],70900,0,0,[],0,0,[],[],[],[],[],""
2851,5003,2,5365,[],[],8454,"",[485],[50],0,"",[],0,"","","",[],70928,0,0,[],0,0,[],[],[],[],[],""
2852,5003,3,5358,[],[],8509,"",[],[],0,"",[],0,"","","",[],70968,0,0,[],0,0,[],[],[],[],[],""
2853,5003,4,5358,[],[],8510,"",[],[],0,"",[],0,"","","",[],70968,0,0,[],0,0,[],[],[],[],[],""
2854,3802,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2855,3802,1,1881,[],[],8453,"",[],[],0,"",[],0,"","","",[],47900,0,0,[],0,0,[],[],[],[],[],""
2856,3802,2,1881,[],[],8454,"",[],[],0,"",[],0,"","","",[],47900,0,0,[],0,0,[],[],[],[],[],""
2857,3802,3,1776,[],[],8459,"",[],[],0,"",[],0,"","","","[6736,6414]",47950,0,0,[],0,0,[],[],[],[],[],""
2858,3802,4,1776,[],[],8460,"",[],[],0,"",[],0,"","","","[6736,6414]",47950,0,0,[],0,0,[],[],[],[],[],""
2859,5411,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2860,5411,1,5696,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],93582,0,0,[],0,0,[],[],[],[],[],""
2861,5411,2,5358,[],[],8508,"",[],[],0,"",[],0,"","","",[],70968,0,0,[],0,0,[],[],[],[],[],""
2862,5411,3,5363,[],[],8518,"","[485,641]","[50,-50]",0,"",[],0,"","","",[],70900,0,0,[],0,0,[],[],[],[],[],""
2863,5411,4,6622,[],[],8460,"",[],[],0,"",[1233],0,"","","",[],71154,0,0,[],0,0,[],[],[],[],[],""
2864,3592,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[3587],0,0,[],[],[],[],[],""
2865,3592,1,1395,[],[],8453,"",[],[],0,"",[],0,"","","",[],91154,0,0,[3587],0,0,[],[],[],[],[],""
2866,3592,2,4389,[],[],8454,"",[],[],0,"",[],0,"","","",[],113524,0,0,[3587],0,0,[],[],[],[],[],""
2867,3592,3,4389,[],[],8455,"",[],[],0,"",[],0,"","","",[],113524,0,0,[3587],0,0,[],[],[],[],[],""
2868,3592,4,4389,[],[],8465,"",[],[],0,"",[],0,"","","",[],113524,0,0,[3587],0,0,[],[],[],[],[],""
2869,3600,0,3565,[],[],8515,"",[],[],0,"",[],0,"","","",[],40698,0,0,[],0,0,[],[],[],[],[],""
2870,3600,1,3565,[],[],8516,"",[],[],0,"",[],0,"","","",[],40698,0,0,[],0,0,[],[],[],[],[],""
2871,3600,2,2779,[],[],8517,"",[357],[-1500],0,"",[],0,"","","",[],40732,0,0,[],0,0,[],[],[],[],[],""
2872,3600,3,2779,[],[],8518,"",[357],[-1500],0,"",[],0,"","","",[],40732,0,0,[],0,0,[],[],[],[],[],""
2873,3600,4,3424,[],[],8460,"",[],[],0,"",[],0,"","","",[],113642,0,0,[],0,0,[],[],[],[],[],""
2874,3633,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2875,3633,1,2476,[],[],8453,"",[1795],[20],0,"",[],0,"","","",[],40846,0,0,[],0,0,[],[],[],[],[],""
2876,3633,2,2479,[],[],8454,"","[1795,1927,214]","[40,100,1]",0,"",[],0,"","","",[],40846,0,0,[],0,0,[],[],[],[],[],""
2877,3633,3,2463,[],[],8455,"",[1795],[60],0,"",[],0,"","","",[],40846,0,0,[],0,0,[],[],[],[],[],""
2878,3633,4,2463,[],[],8465,"",[1795],[60],0,"",[],0,"","","",[],40846,0,0,[],0,0,[],[],[],[],[],""
2879,3611,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2880,3611,1,3928,[],[],8453,"",[],[],0,"",[],0,"","","",[],40180,0,0,[],0,0,[],[],[],[],[],""
2881,3611,2,3928,[],[],8454,"",[],[],0,"",[],0,"","","",[],40180,0,0,[],0,0,[],[],[],[],[],""
2882,3611,3,3928,[],[],8455,"",[],[],0,"",[],0,"","","",[],40180,0,0,[],0,0,[],[],[],[],[],""
2883,3611,4,4344,[],[],8460,"","[3903,2486]","[50,4]",0,"",[],0,"","","",[],40208,0,0,[],0,0,[],[],[],[],[],""
2884,3626,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2885,3626,1,3626,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],40262,0,0,[],0,0,[],[],[],[],[],""
2886,3626,2,3626,[],[],8535,"","[173,2513]","[4,10]",0,"",[],0,"","","",[],636,0,81,[],-50,0,[],[],[],[],[],""
2887,3626,3,3626,[],[],8537,"","[3223,5782]","[20,-33]",0,"",[],0,"","","",[],716,0,82,[],-40,0,[],[],[],[],[],""
2888,3626,4,3626,[],[],8477,"","[173,2513]","[0,5]",0,"",[],0,"","","",[],796,0,51,[],0,0,[],[],[],[],[],""
2889,3641,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2890,3641,1,3932,[],[],8516,"",[],[],0,"",[],0,"","","",[],34302,0,0,[],0,0,[],[],[],[],[],""
2891,3641,2,3932,[],[],8517,"",[],[],0,"",[],0,"","","",[],34302,0,0,[],0,0,[],[],[],[],[],""
2892,3641,3,3996,[],[],8455,"",[1795],[50],0,"",[],0,"","","",[],40596,0,0,[],0,0,[],[],[],[],[],""
2893,3641,4,3996,[],[],8465,"",[1795],[50],0,"",[],0,"","","",[],40596,0,0,[],0,0,[],[],[],[],[],""
2894,2044,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2895,2044,1,285,[],[],8507,"",[],[],0,"",[],0,"","","",[],12576,0,0,[],0,0,[],[],[],[],[],""
2896,2044,2,285,[],[],8508,"",[],[],0,"",[],0,"","","",[],12576,0,0,[],0,0,[],[],[],[],[],""
2897,2044,3,3287,[],[],8499,13,"[887,2163,4793]","[6,1,0]",0,8544,[8550],0,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],12848,0,58,[],0,0,[],[],[],[],[],""
2898,2044,4,3287,[],[],8532,13,"[887,2163,4793]","[6,1,0]",0,8544,[8550],0,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],12848,0,78,[],0,0,[],[],[],[],[],""
2899,2073,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2900,2073,1,4987,[],[],8453,"",[],[],0,"",[],0,"","","",[],76820,0,0,[],0,0,[],[],[],[],[],""
2901,2073,2,4987,[],[],8454,"",[],[],0,"",[],0,"","","",[],76820,0,0,[],0,0,[],[],[],[],[],""
2902,2073,3,1069,[],[],8455,"",[],[],0,"",[],0,"","","",[],114094,0,0,[],0,0,[],[],[],[],[],""
2903,2073,4,1069,[],[],8465,"",[],[],0,"",[],0,"","","",[],114094,0,0,[],0,0,[],[],[],[],[],""
2904,4446,0,1266,[],[],8515,"",[484],[30],0,"",[],0,"","","",[],18912,0,0,[],0,0,[],[],[],[],[],""
2905,4446,1,3896,[],[],8516,"",[],[],0,"",[],0,"","","",[],92654,0,0,[],-30,0,[],[],[],[],[],""
2906,4446,2,3896,[],[],8517,"",[],[],0,"",[],0,"","","",[],92654,0,0,[],-30,0,[],[],[],[],[],""
2907,4446,3,4483,[],[],8459,"",[434],[100],0,"",[],0,"","","",[],114158,0,0,[],0,0,[],[],[],[],[],""
2908,4446,4,4483,[],[],8460,"",[434],[100],0,"",[],0,"","","",[],114158,0,0,[],0,0,[],[],[],[],[],""
2909,4451,0,267,[],[],8515,"",[1927],[-40],0,"",[],0,"","","",[],43404,0,0,[],0,0,[],[],[],[],[],""
2910,4451,1,4300,[],[],8453,"",[],[],0,"",[],0,"","","",[],114220,0,0,[],0,0,[],[],[],[],[],""
2911,4451,2,1778,[],[],8454,"",[],[],0,"",[],0,"","","",[],114242,0,0,[],0,0,[],[],[],[],[],""
2912,4451,3,1778,[],[],8455,"",[],[],0,"",[],0,"","","",[],114242,0,0,[],0,0,[],[],[],[],[],""
2913,4451,4,1778,[],[],8465,"",[],[],0,"",[],0,"","","",[],114242,0,0,[],0,0,[],[],[],[],[],""
2914,4456,0,4602,[],[],8452,"",[],[],0,"",[],0,"","","",[],114266,0,0,[],0,0,[],[],[],[],[],""
2915,4456,1,4602,[],[],8453,"",[],[],0,"",[],0,"","","",[],114266,0,0,[],0,0,[],[],[],[],[],""
2916,4456,2,4602,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],114266,0,0,[],0,0,[],[],[],[],[],""
2917,4456,3,980,[],[],8511,"",[1215],[-50],0,"",[8544],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],6130,0,0,[],0,0,"[5,3,0]","[887,2163,4793]",[],[],[],""
2918,4456,4,980,[],[],8511,"",[1215],[-50],0,"",[8544],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],6130,0,0,[],0,0,"[5,3,0]","[887,2163,4793]",[],[],[],""
2919,4465,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2920,4465,1,2450,[],[],8453,"",[1795],[30],0,"",[],0,"","","",[],66326,0,0,[],0,0,[],[],[],[],[],""
2921,4465,2,2450,[],[],8454,"",[1795],[30],0,"",[],0,"","","",[],66326,0,0,[],0,0,[],[],[],[],[],""
2922,4465,3,1058,[],[],8455,"",[],[],0,"",[],0,"","","",[],45406,0,0,[],0,0,[],[],[],[],[],""
2923,4465,4,1058,[],[],8465,"",[],[],0,"",[],0,"","","",[],45406,0,0,[],0,0,[],[],[],[],[],""
2924,4470,0,2760,[],[],8515,"",[],[],0,"",[],0,"","","",[],114504,0,0,[],50,0,[],[],[],[],[],""
2925,4470,1,2760,[],[],8516,"",[],[],0,"",[],0,"","","",[],114504,0,0,[],50,0,[],[],[],[],[],""
2926,4470,2,3258,[],[],8517,"",[],[],0,"",[],0,"","","",[],114528,0,0,[],0,0,[],[],[],[],[],""
2927,4470,3,3258,[],[],8518,"",[],[],0,"",[],0,"","","",[],114528,0,0,[],0,0,[],[],[],[],[],""
2928,4470,4,2191,[],[],8460,"",[],[],0,"",[],0,"","","",[],31692,0,0,[],0,0,[],[],[],[],[],""
2929,4475,0,2451,[],[],8452,"",[1795],[30],0,"",[],0,"","","",[],66326,0,0,[],0,0,[],[],[],[],[],""
2930,4475,1,2451,[],[],8453,"",[1795],[30],0,"",[],0,"","","",[],66326,0,0,[],0,0,[],[],[],[],[],""
2931,4475,2,4418,[],[],8454,"",[],[],0,"",[],0,"","","",[],114584,0,0,[],0,0,[],[],[],[],[],""
2932,4475,3,4418,[],[],8465,"",[],[],0,"",[],0,"","","",[],114584,0,0,[],0,0,[],[],[],[],[],""
2933,4475,4,3546,[],[],8460,"",[3903],[100],0,"",[],0,"","","",[],114626,0,0,[],50,0,[],[],[],[],[],""
2934,3712,0,270,[],[],8515,"",[],[],0,"",[],0,"","","",[],43404,0,0,[],0,0,[],[],[],[],[],""
2935,3712,1,270,[],[],8516,"",[],[],0,"",[],0,"","","",[],43404,0,0,[],0,0,[],[],[],[],[],""
2936,3712,2,3606,[],[],8508,"",[],[],0,"",[],0,"","","",[],43542,0,0,[],0,0,[],[],[],[],[],""
2937,3712,3,3606,[],[],8509,"",[],[],0,"",[],0,"","","",[],43542,0,0,[],0,0,[],[],[],[],[],""
2938,3712,4,3606,[],[],8510,"",[],[],0,"",[],0,"","","",[],43542,0,0,[],0,0,[],[],[],[],[],""
2939,3723,0,338,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
2940,3723,1,558,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],44088,0,0,[],0,0,[],[],[],[],[],""
2941,3723,2,1287,[],[],8454,"",[],[],0,"",[],0,"","","",[],68606,0,0,[],0,0,[],[],[],[],[],""
2942,3723,3,1102,[],[],8455,"",[],[],0,"",[],0,"","","",[],114668,0,0,[],0,0,[],[],[],[],[],""
2943,3723,4,1102,[],[],8465,"",[],[],0,"",[],0,"","","",[],114668,0,0,[],0,0,[],[],[],[],[],""
2944,1410,0,2257,[],[],8452,20,[],[],0,8564,[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],114710,0,0,[],0,0,[],[],[],[],[3742],""
2945,1410,1,2257,[],[],8516,"",[434],[-20],0,"",[],0,"","","",[],38230,0,0,[],0,0,[],[],[],[],[],""
2946,1410,2,2257,[],[],8517,"",[],[],0,"",[],0,"","","",[],38230,0,0,[],0,0,[],[],[],[],[],""
2947,1410,3,2255,[],[],8455,"",[],[],0,"",[],0,"","","",[],38258,0,0,[],0,0,[],[],[],[],[],""
2948,1410,4,2254,[],[],8460,"",[871],[5],0,"",[],0,"","","",[],114770,0,0,[],0,0,[],[],[],[],[],""
2949,1420,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[1414],0,0,[],[],[],[],[],""
2950,1420,1,2290,[],[],8516,"",[],[],0,"",[],0,"","","",[],38192,0,0,[1414],0,0,[],[],[],[],[],""
2951,1420,2,2290,[],[],8517,"",[],[],0,2257,[],0,1409,"","",[],38230,0,0,[1414],0,0,[],[],[],[],[],""
2952,1420,3,2294,[],[],8455,"",[],[],0,2255,[],0,1409,"","",[],38258,0,0,[1414],-20,0,[],[],[],[],[],""
2953,1420,4,2419,[],[],8464,"",[],[],0,"",[],0,"","","",[],38290,0,0,[1414],0,0,[],[],[],[],[],""
2954,6605,0,1387,[],[],8515,"",[],[],0,"",[],0,"","","",[],114880,0,0,[],0,0,[],[],[],[],[],""
2955,6605,1,1387,[],[],8453,"",[],[],0,"",[],0,"","","",[],114880,0,0,[],0,0,[],[],[],[],[],""
2956,6605,2,7925,[],[],8454,"",[],[],0,"",[],0,"","","",[],114912,0,0,[],0,0,[],[],[],[],[],""
2957,6605,3,6353,[],[],8455,"",[],[],0,"","[7770,7734,5820]",0,"","","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( ProtoVaalMapBossGeyser, TargetObject );\""\r\non_event_end_face_for_EmptyActionSpell = \""TriggerSkill( ProtoVaalMapBossGeyserTransition );\""",[],115364,0,0,[],0,0,[],[],[],[],[],""
2958,6605,4,2982,[],[],8500,"",[2163],[-2],0,"",[],0,"","","",[],115410,0,98,[],0,0,[],[],[],[],[],""
2959,5027,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2960,5027,1,3939,[],[],8453,"",[],[],0,"",[],0,"","","",[],72170,0,0,[],0,0,[],[],[],[],[],""
2961,5027,2,3939,[],[],8454,"",[],[],0,"",[],0,"","","",[],72170,0,0,[],0,0,[],[],[],[],[],""
2962,5027,3,4694,[],[],8455,"",[],[],0,"",[],0,"","","",[],72184,0,0,[],-30,0,[],[],[],[],[],""
2963,5027,4,4694,[],[],8465,"",[],[],0,"",[],0,"","","",[],72184,0,0,[],-30,0,[],[],[],[],[],""
2964,4074,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2965,4074,1,4308,[],[],8453,"",[],[],0,"",[],0,"","","",[],46908,0,0,[],0,0,[],[],[],[],[],""
2966,4074,2,4308,[],[],8454,"",[],[],0,"",[],0,"","","",[],46908,0,0,[],0,0,[],[],[],[],[],""
2967,4074,3,3432,[],[],8455,"",[],[],0,"",[],0,"","","",[],115446,0,0,[],0,0,[],[],[],[],[],""
2968,4074,4,3432,[],[],8465,"",[],[],0,"",[],0,"","","",[],115446,0,0,[],0,0,[],[],[],[],[],""
2969,2041,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2970,2041,1,199,[],[],8507,"",[],[],0,"",[],0,"","","",[],78330,0,0,[],0,0,[],[],[],[],[],""
2971,2041,2,199,[],[],8508,"",[70],[-20],0,"","[5875,5887]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],78330,0,0,[],0,0,[],[],[],[],[],""
2972,2041,3,199,[],[],8509,"",[70],[-40],0,"",[7429],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],115556,0,0,[],0,0,[],[],[],[],[],""
2973,2041,4,199,[],[],8510,"",[70],[-40],0,"",[7429],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],115556,0,0,[],0,0,[],[],[],[],[],""
2974,2165,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2975,2165,1,199,[],[],8507,"",[],[],0,"",[],0,"","","",[],78330,0,0,[],0,0,[],[],[],[],[],""
2976,2165,2,199,[],[],8508,"",[70],[-20],0,"","[5875,5887]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],78330,0,0,[],0,0,[],[],[],[],[],""
2977,2165,4,199,[],[],8509,"",[70],[-40],0,"",[7429],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],115556,0,0,[],0,0,[],[],[],[],[],""
2978,2165,3,199,[],[],8510,"",[70],[-40],0,"",[7429],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],115556,0,0,[],0,0,[],[],[],[],[],""
2979,4143,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2980,4143,1,287,[],[],8507,"",[],[],0,"",[],0,"","","",[],12576,0,0,[],0,0,[],[],[],[],[],""
2981,4143,2,287,[],[],8508,"",[],[],0,"",[],0,"","","",[],12576,0,0,[],0,0,[],[],[],[],[],""
2982,4143,3,3367,[],[],8455,"",[],[],0,"",[],0,"","","",[],115734,0,0,[],0,0,[],[],[],[],[],""
