"rownum","Id","Text","XBoxText","i32","string"
4675,"ItemErrorCannotSplitEnchantedItem","Cannot split an Item with an Enchant or Catalyst Quality.","",-472260177,""
4676,"ItemErrorCannotSplitSpecialItems","Cannot split Influenced, Fractured, Synthesised Items.","",1213670915,""
4677,"ReminderTextLingers","(The effects of the ground still apply to you, allies or enemies after leaving its area)","",-913745846,""
4678,"ConsoleCannotAutoLogInLastCharacterInWrongLeague","You were not automatically logged in to your invited game session because the previous character you logged in with is not in the <bold>{{{0}}} league.\nPlease select an existing character in the <bold>{{{0}}} league, or create a new character in the <bold>{{{0}}} league.","",-1283310694,""
4679,"ConsoleCannotAutoLogInNoCharacterInLeague","You were not automatically logged in to your invited game session because you have no characters in the <bold>{{{0}}} league.\nPlease create a new character in the <bold>{{{0}}} league.","",-1613214401,""
4680,"ConsoleCannotAutoLogInTitle","Cannot Automatically Join Game Session","",2116608184,""
4681,"ConsoleCannotAutoLogInOnMainMenu","You were not automatically logged in to your invited game session because the other members of the group are not yet in-game.","",981097741,""
4682,"ConsoleCannotAutoLogInHostNoCharacters","Please create your first character in order to proceed with Play Together.","",957467457,""
4683,"SynthesisGlobalModInitiatorTitle","Memory Modifier","",1005507323,""
4684,"SynthesisGlobalModInitiatorText","Interact to select a Memory, applying a Modifier to it and all Memories placed next to it","",601586736,""
4685,"ConsoleCannotAutoLogInSSF","You were not automatically logged in to your invited game session because the inviter is in a Solo Self-Found league that does not support multiplayer.","",1555608242,""
4686,"ConsoleSendInvitesFromSSF","Play Together cannot be started from a Solo Self-Found league because it does not support multiplayer.","",1717661468,""
4687,"ReminderTextIfItemCorrupted","(This Modifier only applies if this Item is Corrupted)","",-481539462,""
4688,"ConsoleToggleFocus","Toggle Focus","",467540493,""
4689,"ConsoleExpandMapQueue","Expand Map Queue","",1083919833,""
4690,"SynthesisGlobalModUpdate","Modifier applied:\n{0}","",1513078733,""
4691,"ConsoleSearchFilter","Filter","",1742011055,""
4692,"ObjectDisplayTextBodySynthesisBridgeEndLoot","Interact to cause this Memory to rapidly Decay\r\nItems collected by Decay will be moved here","",-923305380,""
4693,"ObjectDisplayTextBodySynthesisBridgeMap","Interact to open Memory Map or return to Nexus","",1443911099,""
4694,"SynthesisMapSearchInfo","Highlights blocks within the map and queue that match the keywords you specify. Mods of those blocks are also searched. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Search for block level by typing lvl:X\n- You can press <b>{CTRL + F} as a shortcut}","",-1150466249,""
4695,"SynthesisToggleToMemoryQueue","Memory Queue","",329582514,""
4696,"SynthesisToggleToMemoryMap","Explore Map","",803438873,""
4697,"SynthesisSelectMemory","Select Memory","",113384285,""
4698,"SynthesisPlaceMemory","Place Memory","",-1776692382,""
4699,"SynthesisRemoveMemory","Remove Memory","",896544789,""
4700,"ReminderTextReoccurringSpell","(Spell cast time is 10% longer for each time the Spell Reoccurs)","",-855046774,""
4701,"FracturedItemSubDescription","Combine this item with two Rare Fractured items of the same item class\nat the Synthesiser in the Memory Nexus","",-956093853,""
4702,"SynthesisObjectiveDisplayStablisersDecayed","Objective Failed\n{0} Stabilisers have Decayed","",-1234278103,""
4703,"SynthesisMaxQueuedMemories","You now have the maximum number of unplaced Memory Fragments. Visit the Memory Nexus to place some.","",1218180269,""
4704,"SynthesisObjectiveDisplayStablisersDecayedSingular","Objective Failed\n1 Stabiliser has Decayed","",517876367,""
4705,"SynthesisObjectDecayWarning","Decay starts on Interaction","",-1006967080,""
4706,"SynthesisMemoryOneChargeLeft","This memory has only one charge left and will start to decay upon being entered.","",470728545,""
4707,"SynthesisMapLegend","Note:\nRight click to erase memories from the map","",1126376834,""
4708,"SynthesisReturnToHubButton","Return to Nexus","",1409733956,""
4709,"SynthesisAccelerateDecayText","Speed the Collapse","",-1632844300,""
4710,"OptionsPanelConsoleGatewayOptionTitle","Gateway","",-1179900358,""
4711,"OptionsPanelConsoleGatewayOptionHover","","",-980323964,""
4712,"OptionsPanelConsoleGatewayOptionAuto","Auto","",1989337462,""
4713,"UnifiedCraftingCategoryVeiled","Veiled","",1008373859,""
4714,"BetrayalReleasePopupText","Release the Target. You will gain no Intelligence and there will be no change to the Syndicate.","",153861470,""
4715,"BetrayalReleaseConfirmationText","Are you sure you want to release the target? You will gain no Intelligence and there will be no change to the Syndicate.","",-1598204235,""
4716,"SynthesisDistantMemoryCount","Distant Memories","",-1031611931,""
4717,"SynthesisPlacedMemoryCount","Placed Memories<default>{<size:20>{<i>{\nRight click to erase memories from the map or queue}}}","Placed Memories",1872514512,""
4718,"SynthesisBossMemoryCount","Distant Boss Memories","",1156530471,""
4719,"SynthesisQueueMemoryCount","Memories in Queue","",1923580305,""
4720,"SynthesisAmplifierMemoryCount","Memory Amplifiers","",-1021912921,""
4721,"SynthesisModiferMemoryCount","Memory Modifiers","",-1949924003,""
4722,"SynthesisMapInfoLegend","Synthesis Map Info","",-913845406,""
4723,"ConsoleToggleMapInfo","Map legend","",1688941325,""
4724,"SynthesisInfoMove","You can select a valid placed Memory to move it next to your current location.","",-1331304469,""
4725,"SynthesisDistantMemoryRewardFound","Reward Location Found","",-205360087,""
4726,"SynthesisDistantMemoryCheckpointSet","Checkpoint Set","",-2109335505,""
4727,"SynthesisInfoReturnToQueue","Select a placed Memory then select the highlighted location in your queue to return the Memory to the queue.","",-905501914,""
4728,"SynthesisApplyGlobalMod","Select a placed Memory to apply the following Modifier to it and all Memories next to it\n{0}","",-1010999892,""
4729,"SynthesisReturnToQueueConfirmation","Returning this placed Memory to the queue will result in all Memory Modifiers and Memory Amplifiers at its location being removed.","",249432490,""
4730,"SynthesisMapInfo","While placing a Memory, you may select a previously placed Memory with valid connections to move it next to your current location.\nAt any time, you may select a placed Memory and then select a highlighted slot in your queue to return that Memory to the queue.","",944835575,""
4731,"SynthesisRewardIslandTeleport1","Memory Entrance","",-11214870,""
4732,"SynthesisRewardIslandTeleport2","Memory Rewards","",202122617,""
4733,"SynthesisRequeueMemoryText","Reclaim Memory","",-2077736503,""
4734,"SynthesisPlaceGlobalModText","Place Global Mod","",-1932460954,""
4735,"SynthesisMemoryQueueFullWarningText","You cannot reclaim this Memory as your Memory Queue is full","",1061093985,""
4736,"ConsoleSkillBarAlternativeBehaviour","Use Alt Behaviour","",-1751446185,""
4737,"ConsoleSkillBarAlwaysMaxRangeLegend","Cycle Behaviour","",-50282599,""
4738,"LeagueStandardLegion","Journey to the Domain of Timeless Conflict to defeat historic Legions and their generals.\n\n<colour:yellow>{This is the default Path of Exile league.}","",523917032,""
4739,"LeagueHardcoreLegion","Journey to the Domain of Timeless Conflict to defeat historic Legions and their generals.\n\n<colour:red>{A character killed in Hardcore Legion becomes a Standard character.}","",-555011448,""
4740,"LeagueStandardSSFLegion","SSF Legion","",1094108578,""
4741,"LeagueHardcoreSSFLegion","SSF HC Legion","",-926171193,""
4742,"MapDeviceWarningDailyWithIncursion","Alva will not appear in this Map because the Temple of Atzoatl is ready to be explored.","",-911816911,""
4743,"MapDeviceWarningNoShaperInfluence","Shaper influence will not apply.  ","",-798956359,""
4744,"MapDeviceWarningNoElderInfluence","Elder influence will not apply.  ","",-1770210764,""
4745,"MapDeviceWarningNoElderSpawn","The Elder will not appear.  ","",1397470052,""
4746,"MapDeviceWarningNoGuardianSpawn","The Elder's Guardian will not appear.  ","",-1909205572,""
4747,"MapDeviceWarningMapTierMismatch","The tier of this Map does not match its tier on your Atlas.  ","",1129088105,""
4748,"MapDeviceWarningAtlasLevelTooLowToSpawnAtlasExile","The Watchstone Level of this Atlas Region is too low for any Conqueror to occupy the region.","",443434114,""
4749,"MapDeviceWarningAtlasLevelTooLowToProgressAtlasExile","The Watchstone Level of this Atlas Region is too low to progress the Conqueror track.","",-1131473596,""
4750,"MapDeviceWarningMapTierTooLowToSpawnAtlasExile","The tier of this Map is too low for any Conqueror to occupy the region.","",1200636745,""
4751,"MapDeviceWarningMapTierTooLowToProgressAtlasExile","The tier of this Map is too low to progress the Conqueror track.","",-1077364962,""
4752,"MapDeviceWarningQuestStateInvalid","You do not have the required Quest State to access this area.","",1233540811,""
4753,"MapDeviceWarningNotEnoughCollectedMapsForMaven","The Maven has not witnessed enough Map Boss Encounters from {0}. {1}","",-1769110154,""
4754,"AltasNodePopupAreaContainsText","Area Contains {0}","",-55886965,""
4755,"AddMavenErrorMapAlreadyCollected","The Maven has already witnessed this Map's boss encounter","",-1771648578,""
4756,"AddMavenErrorInvalidArea","The Maven has no interest in this area","",1213445134,""
4757,"AddMavenErrorInvalidUniqueMap","The Maven cannot be called to this Unique Map","",1912983059,""
4758,"AddMavenErrorInvalidQuestState","The Maven is not yet interested in this Region","",870222046,""
4759,"AddMavenErrorMapTooLowLevel","This map is too low level to hold the Maven's attention","",1685682043,""
4760,"AddMavenErrorCitadelNotUnlocked","Unlock this Region's Citadel to gain the Maven's attention","",-1544313545,""
4761,"MasterNameNavali","Navali","",23018153,""
4762,"MasterNameEinhar","Einhar","",183897800,""
4763,"MasterNameAlva","Alva","",-1610940056,""
4764,"MasterNameHelena","Helena","",1276670626,""
4765,"MasterNameNiko","Niko","",207489541,""
4766,"MasterNameJun","Jun","",1196370211,""
4767,"MasterNameZana","Zana","",-1342952003,""
4768,"LoginStateKakaoAPIError","Failed to get Kakao login authorisation","",-248731075,""
4769,"TutorialPanelHidePopups","Hide Popups","",-205515379,""
4770,"ExportHideoutSuccess","Saved Hideout to: {0}","",1297902323,""
4771,"ExportHideoutFailed","Failed to save Hideout: {0}","",-1868683631,""
4772,"ExportHideoutFailedWrite","Failed to write file.","",1124208048,""
4773,"ImportHideoutTotalMissingDoodadsCost","Total favour cost of missing doodads: {0}","",594038764,""
4774,"ImportHideoutAutoPurchaseDoodadsTitle","Auto-Purchase Available","",-1620553060,""
4775,"ImportHideoutAutoPurchaseDoodadsText","Spend {0} Master Favour to automatically purchase all missing Hideout doodads?\n\nCurrent Master Favour: {1}","",363870693,""
4776,"ImportHideoutAutoPurchaseDoodadsNoteOtherHideouts","Note: some doodads are in use in other Hideouts.","",-1264780593,""
4777,"ImportHideoutAutoPurchaseDoodadsNoteMTX","Note: Microtransaction Hideout Doodads will not be purchased","",-1379293656,""
4778,"ImportHideoutTotalMissingDoodadsTitle","Missing Hideout Doodads","",-939598536,""
4779,"ImportHideoutTotalMissingDoodadsText","You do not currently own some Hideout Doodads listed in this .hideout file. Proceed with partial import?","",-1132360855,""
4780,"ImportHideoutTotalMissingDoodadsNoteMasterLevel","Note: some doodads require a higher Decoration Level of their corresponding Master before they can be purchased","",-1681231391,""
4781,"ImportHideoutTotalMissingDoodadsNoteFavourCost","Note: you do not have enough Master Favour to automatically purchase all missing doodads","",-148395383,""
4782,"ImportHideoutTotalMissingDoodadsNoteMTX","Note: some doodads are Microtransactions and must be purchased from the Shop","",2018073256,""
4783,"CreateKakaoAccountWindowMessage","If you have previously played Path of Exile on a different platform, you can link your old account to your KakaoGames account so that you can continue to play with the same characters.","",-482184911,""
4784,"KakaoLoginScreenLogInButtonTip","Log in with Kakao","",1776298127,""
4785,"HideMapOverlayModsTitle","Hide Map Overlay Mods","",680436031,""
4786,"HideMapOverlayModsDescription","Hide the map mods in the screen overlay","",1814619781,""
4787,"ObjectTextDisplayGraveyardMapAltar","Interact to begin the encounter","",-897662243,""
4788,"ConvertMapsButtonText","Convert Maps","",1636674753,""
4789,"ConvertMapsTooltip","Converts all Maps in this tab into equivalent ones from the most-recent series.","",-1367756187,""
4790,"ConvertMapsConfirmation","This will convert all Maps that are stored in this tab. You should remove any you want to keep first. Proceed with conversion?","",635280368,""
4791,"LegionObeliskWorldDescriptionTitle","Timeless Monolith","",-2054672308,""
4792,"LegionObeliskWorldDescriptionBody","Interact to begin Legion encounter","",-1945966158,""
4793,"RecieveText","Receive","",-103418709,""
4794,"PreviousSupporterPackContentText","All content from previous supporter packs in this series","",-574105567,""
4795,"PointsPackContentText","Contains {0} Points","",-1906984840,""
4796,"TutorialPanelAtlasObjectives","Atlas Objectives","",1768262842,""
4797,"TutorialPanelVeiledItems","Veiled Items","",1857836929,""
4798,"TutorialPanelAtlasObjectivesTitle","Atlas Objectives","",-225310109,""
4799,"TutorialPanelAtlasObjectivesContent1","When viewing your Atlas you may notice that some maps have large symbols around them. These are Atlas Objectives. Each objective signifies that opening and entering that map will guarantee an encounter with one of the masters.\r\n\r\nEach symbol represents the presence of a specific master:","",-1656062720,""
4800,"TutorialPanelAtlasObjectivesContent2","This special property is unique to your Atlas -- a party member can't benefit from the objectives on your Atlas.\r\n\r\nThe objectives are consumed as soon as you open the associated map. New objectives are guaranteed to appear once a day, but you also have a chance to generate a new objective whenever you complete a map.\r\n\r\nNew objectives select maps based on the tier of your last completed map, within two tiers. In other words, if you complete a tier 10 map, a new objective may appear on a tier 9, 10 or 11 map. The exceptions are tier 1 maps (which can cause objectives to appear on tiers 1, 2 or 3) and tier 16 maps (which can cause objectives to appear on tiers 14, 15, and 16). They favour maps you have previously completed but may appear on maps not yet revealed.\r\n\r\nSo if you're looking to find more Voltaxic Sulphite or just want to hunt beasts with Einhar, check your Atlas. You may have a friend waiting for you!","",-533024568,""
4801,"TutorialPanelVeiledItemsTitle","Veiled Items","",609294821,""
4802,"TutorialPanelVeiledItemsContent1","Once you have met Jun Ortoi, you will begin encountering the Immortal Syndicate. If you manage to defeat an Immortal Syndicate member, they may drop a Veiled Item. Veiled Items are special rare items with Veiled Modifiers - modifiers masked by ancient magic that only Jun Ortoi can reveal.\r\n\r\nWhen Jun unveils the modifier, you'll be presented with three different options for what that modifier will ultimately be. Not only are many of these modifiers very powerful, but unveiling them allows you to craft those modifiers using your Crafting Bench in your Hideout! So your choice is very important, even if you have no plans to use the item it appears on.","",2015807759,""
4803,"TutorialPanelVeiledItemsContent2","Veiled modifiers often have multiple tiers, which can only be learned for crafting by unveiling the same modifier several times, and some can only appear on items from specific Immortal Syndicate members. You can check whether a Veiled modifier is from a certain member before you unveil it by looking at the advanced modifier description (enabled in Settings).\r\n\r\nOnce you have unlocked a Veiled modifier for crafting, it will be available for all of the characters you create in that league. \r\n\r\nVeiled modifiers are considered crafted mods, even if you didn't craft them. That means that, under ordinary circumstances, you won't be able to craft additional modifiers onto an item you have unveiled.\r\n\r\nOne final thing to consider: even if you have unlocked all the Veiled modifiers you want, Veiled items still have value -- to other players! Some players may pay a premium for items that have not yet been unveiled, so that they can rapidly learn the recipes! Consider selling Veiled items to other players!","Veiled modifiers often have multiple tiers, which can only be learned for crafting by unveiling the same modifier several times, and some can only appear on items from specific Immortal Syndicate members. You can check whether a Veiled modifier is from a certain member before you unveil it by looking at the advanced modifier description (enabled in Settings).\r\n\r\nOnce you have unlocked a Veiled modifier for crafting, it will be available for all of the characters you create in that league. \r\n\r\nVeiled modifiers are considered crafted mods, even if you didn't craft them. That means that, under ordinary circumstances, you won't be able to craft additional modifiers onto an item you have unveiled.\r\n\r\nOne final thing to consider: even if you have unlocked all the Veiled modifiers you want, Veiled items still have value -- to other players! Some players may pay a premium for items that have not yet been unveiled, so that they can rapidly learn the recipes! Consider selling Veiled items to other players!",7384794,""
4804,"ItemDisplaySkillGemAttackSpeedMultiplier","Attack Speed","",1004243229,""
4805,"ItemDisplaySkillGemAttackTimeOverride","Attack Time","",538309192,""
4806,"ReminderTextKeystoneInnerConviction","(3% more Spell Damage per Power Charge. Gain Power Charges instead of Frenzy Charges)","",-996924622,""
4807,"IncubationItemInformation","Incubating {0}","",302106280,""
4808,"IncubationKillCount","{0}/{1} <default>{{Level {2}+ Monster Kills}} ","",391255177,""
4809,"PassiveResetWebText","Passive Reset Web","",-534502973,""
4810,"ReminderTextLifeFlasksStillRemovedOnFullLife","(Life flask effects are still removed when unreserved life is filled)","",1917801463,""
4811,"ReminderTextKeystoneWickedWard","(Energy Shield Recharge is not interrupted by Damage if Recharge began Recently\n50% less Energy Shield Regeneration Rate\n50% less Maximum total Energy Shield Recovery per Second from Leech)","",1294740453,""
4812,"ReminderTextConqueredPassives","(Conquered Passive Skills cannot be modified by other Jewels)","",687048985,""
4813,"MapStashTierPopupMaster","Contains A Master","",-1016140576,""
4814,"MapStashTierPopupElder","Contains Elder-influenced Maps","",2046254195,""
4815,"MapStashTierPopupShaper","Contains Shaper-influenced Maps","",1619470144,""
4816,"MapStashTierPopupBoth","Contains both Shaper-influenced and Elder-influenced Maps","",-1215064938,""
4817,"MapStashTierPopupTitle","Tier: {0}","",-2036859461,""
4818,"KakaoTimePlayedWarning","<rgb(99,157,211)>{{{0} hours have passed since you where connected.\nExcessive game use can interfere with normal daily life.}}","",1831385082,""
4819,"ReminderTextKeystoneMortalConviction","(You can only have one Permanent Non-Banner Aura on you from your Skills. Your Non-Banner Skills that create Permanent Auras on you do not Reserve Life.)","",-1000331624,""
4820,"PercentageOfBase","{0}% of base","",-650232760,""
4821,"ReminderTextWeaponCritChanceOverride","(This is used instead of the Critical Strike Chance of the Weapon)","",-332139484,""
4822,"MarketSearchIncubators","Incubators","",-1740564886,""
4823,"GenericEventDescription","Please check the Event Forums for more details.","",691238510,""
4824,"PCBangEntitlementText","This microtransaction is a PC Bang entitlement","",2014146443,""
4825,"QuestRewardWindowPreviewTitle","Next Quest Reward","",-1080187209,""
4826,"QuestRewardWindowPreviewText","Complete \""{0}\"" to obtain this reward:","",2057657325,""
4827,"QuestRewardWindowPreviewTextDifferentAct","Complete \""{0}\"" in Act {1} to obtain this reward:","",2029564046,""
4828,"QuestRewardWindowPreviewClosePopup","Close","",-2026623846,""
4829,"ReminderTextFireExposure","(Fire Exposure applies -10% to Fire Resistance for 4 seconds)","",2042226872,""
4830,"ReminderTextColdExposure","(Cold Exposure applies -10% to Cold Resistance for 4 seconds)","",1443172924,""
4831,"ReminderTextLightningExposure","(Lightning Exposure applies -10% to Lightning Resistance for 4 seconds)","",550291077,""
4832,"ReminderTextBlitzChargeDuration","(Blitz Charges have a base Duration of 5 seconds)","",-1093094249,""
4833,"ReminderTextBloodStanceDefault","(You are in Blood Stance by default)","",785478906,""
4834,"IncubationItemWarning","You are about to apply an Incubator to an item that is already incubating an item. This will overwrite the current Incubator. \nAre you sure you want to proceed?","",657976105,""
4835,"CowardsTrialNextWave","The darkness looms forebodingly...","",-146840620,""
4836,"CowardsTrialRoomClear","The room grows still and quiet...","",770081860,""
4837,"CowardsTrialLevelClear","The oppressive atmosphere slowly dissipates...","",-990308984,""
4838,"NewLeagueDisplayTop","Try the New","",-1388673755,""
4839,"NewLeagueDisplayBottom","League","",-678323764,""
4840,"AchievementItemRewardNotification","Achievement Item Reward","",-2030537817,""
4841,"ChallengeRewardNotificationTitle","{0} Challenges Complete","",1796789809,""
4842,"HideoutMusicSelectButtonText","Select Music","",-1748907033,""
4843,"HideoutMusicWindowTitleText","Hideout Music","",-1898669734,""
4844,"HideoutLegendMove","Move","",2082742824,""
4845,"HideoutLegendRotate","Rotate","",539709783,""
4846,"HideoutLegendPlace","Place","",-1063178569,""
4847,"HideoutLegendDelete","Delete","",586753240,""
4848,"TencentPresetButton","Preset UI Button","",-1987584234,""
4849,"IncubatorUIPopup","{0}\n<default>{{{1}% Complete}}","",-1371845864,""
4850,"TencentAutoLootOptionsTitle","Pet Auto-Loot Options","",1167873090,""
4851,"CharacterNameTooShortError","The character name is too short.","",-857706525,""
4852,"ItemErrorItemHasCraftingMetaMod","You can't use this currency on items with a modifier that affects mod outcomes.","",89398580,""
4853,"HideoutEditControlMusic","Music","",-1262187584,""
4854,"ItemErrorItemUsableItemDoesNotExist","Using Item does not exist.","",1519409903,""
4855,"ItemErrorNoItemsOfTypeAreFound","No items are available to use.","",-685605748,""
4856,"LeagueInterfaceKeyBindText","League Interface","",-1195626359,""
4857,"TutorialPanelVeiledItemsImage1","Art/2DArt/UIImages/InGame/TutorialPictures/UnveiledMods","",-55594809,""
4858,"TutorialPanelVeiledItemsCaption1","Even if you don't want to use the Veiled item, each unveiling grants progress towards the ability to craft those mods on any item you want.","",1220353235,""
4859,"TutorialPanelAtlasObjectivesImage1","Art/2DArt/UIImages/InGame/TutorialPictures/AtlasObjectives","",-819459903,""
4860,"TutorialPanelAtlasObjectivesCaption1","Each Atlas Objective icon represents a different Master.","",-679549643,""
4861,"ReminderTextSpawnCorpse","(Killing an Enemy is not Spawning a corpse)","",-2050094898,""
4862,"ObjectDisplayTextEclipsedHideoutController","Eclipse Altar","",1002771617,""
4863,"ReminderTextElusive","(Elusive initially grants 15% chance to Dodge Spell or Attack Hits, and 30% increased Movement Speed. The buff reduces its effect over time, removing itself at 0% effect. If you already have an Elusive buff, you cannot gain Elusive)","",-1743634148,""
4864,"ConsoleHideoutFastTravel","Travel to Hideout","",-1311212488,""
4865,"ConsoleMapNavigatePrimaryAreas","Navigate Primary Areas","",-629983857,""
4866,"KakaoRefundPolicyText","Microtransaction cannot be refunded after it has been used","",115223189,""
4867,"BlightCoreWorldDescriptionTitle","Ichor Pump","",-209061092,""
4868,"BlightCoreWorldDescriptionBody","Interact to begin Blight encounter","",-82961211,""
4869,"ItemErrorItemTooBig","The resulting item will not fit in your inventory","",1145743557,""
4870,"ReminderTextDaggerRuneDagger","(Rune Daggers are considered Daggers)","",-2143243342,""
4871,"ReminderTextStaffWarstaff","(Warstaves are considered Staves)","",473782971,""
4872,"BlightMonsterDoesNotEngageNearbyEnemies","Doesn't engage nearby Enemies","",-1944875231,""
4873,"AtlasMissionPanelToolTipText","<white>{Atlas Missions\n}\n<default>{Atlas Missions can be attempted by talking to the corresponding Master in your Hideout.\n\nAtlas Missions accumulate randomly when completing Maps. Five Atlas Missions will accumulate daily based on the tier of the last Map you completed.}","",966574038,""
4874,"TradeBoardLoadHistoryText","Last Search","",860149538,""
4875,"ItemDisplaySkillGemPlusLevelFromGlobalStats","+{0} Level from Global Modifiers","",-744338406,""
4876,"ItemDisplaySkillGemPlusLevelsFromGlobalStats","+{0} Levels from Global Modifiers","",1800126194,""
4877,"TradeBoardFilterInfoLegendText","Filter Help","",136248179,""
4878,"SearchFilterItemLevel","item level|itemlevel|ilvl","",1573440619,""
4879,"SearchFilterMapTier","map tier|maptier|tier","",-1047102357,""
4880,"SearchFilterTalismanTier","talisman tier|talismantier|talisman","",933628174,""
4881,"SearchFilterLevel","level|lvl","",278080088,""
4882,"SearchFilterBlightedMap","blighted","",-141802393,""
4883,"EnemiesRemainingText","Enemies Remaining:","",-867974533,""
4884,"LeagueStandardBlight","Stop the spread of the deadly Blight by building towers to defend against monsters held in its thrall.\n\n<colour:yellow>{This is the default Path of Exile league.}","",1622490014,""
4885,"LeagueHardcoreBlight","Stop the spread of the deadly Blight by building towers to defend against monsters held in its thrall.\n\n<colour:red>{A character killed in Hardcore Blight becomes a Standard character.}","",-2107017238,""
4886,"LeagueStandardSSFBlight","SSF Blight","",2035651360,""
4887,"LeagueHardcoreSSFBlight","SSF HC Blight","",8693516,""
4888,"MasterFullNameNavali","Navali","",440593264,""
4889,"MasterFullNameEinhar","Einhar, Beastmaster","",1494997998,""
4890,"MasterFullNameAlva","Alva, Master Explorer","",234023205,""
4891,"MasterFullNameHelena","Helena","",325327429,""
4892,"MasterFullNameNiko","Niko, Master of the Depths","",-1330830554,""
4893,"MasterFullNameJun","Jun, Veiled Master","",389745498,""
4894,"MasterFullNameZana","Zana, Master Cartographer","",-490628917,""
4895,"ItemDisplaySkillGemLevelFromGem","{0} Level from Gem","",-1693773989,""
4896,"ItemDisplaySkillGemLevelsFromGem","{0} Levels from Gem","",1489412194,""
4897,"ItemDisplaySkillGemLevelFromGemMaxLevel","{0} Level from Gem (Max)","",-538017714,""
4898,"ItemDisplaySkillGemLevelsFromGemMaxLevel","{0} Levels from Gem (Max)","",656718697,""
4899,"LoginMigrateTitleNoName","Migrate to base League","",-1564937850,""
4900,"MigrationFailedTitle","Migration Failed","",-1350242446,""
4901,"MarketSearchMushrunes","Oils","",-1564307716,""
4902,"ReminderTextUnnerve","(Unnerved enemies take 10% increased Spell Damage)","",888472790,""
4903,"BlightCraftingTitle","Anointing","",471663942,""
4904,"BlightCraftingButton","Anoint","",210735972,""
4905,"ReminderTextFungalGround","(Allies on your Fungal Ground gain 10% of Non-Chaos Damage as extra Chaos Damage. Enemies on your Fungal Ground deal 10% less Damage.)","",878877021,""
4906,"ReminderTextMinionsOverMatter","(The damage they take will be divided evenly between them)","",511882962,""
4907,"BlightPumpDurabilityText","Pump Durability","",931972812,""
4908,"BetrayalMissionReceived","Complete the Immortal Syndicate encounter","",-269118374,""
4909,"BetrayalMissionReceivedN","Complete the Immortal Syndicate encounters ({0}/{1})","",1975728046,""
4910,"BetrayalMissionComplete","Mission complete. The Syndicate has been driven from the area.","",1226940974,""
4911,"BetrayalMissionFailed","Mission failed.","",2019240137,""
4912,"BetrayalMissionFortSeen","Defeat the Syndicate members guarding the Fortification.","",-2020535336,""
4913,"BetrayalMissionCartSeen","Defeat the Syndicate members before the Transport escapes.","",-533488809,""
4914,"BetrayalMissionLabSeen","Enter the Syndicate Laboratory\nDefeat the Syndicate members before they destroy the Research.","",758718706,""
4915,"BetrayalMissionGankSeen","Defeat the Syndicate member's Intervention without dying.","",1401762530,""
4916,"BetrayalMissionFortComplete","Fortification encounter complete.","",-1465128562,""
4917,"BetrayalMissionCartComplete","Transportation encounter complete.","",-54745851,""
4918,"BetrayalMissionLabComplete","Research encounter complete.","",1649971171,""
4919,"BetrayalMissionGankComplete","Intervention encounter complete.","",-646872366,""
4920,"BetrayalMissionFortAbandoned","Fortification encounter abandoned.","",-241399239,""
4921,"BetrayalMissionCartAbandoned","Transportation encounter abandoned.","",-1478696856,""
4922,"BetrayalMissionLabAbandoned","Research encounter abandoned.","",1491982276,""
4923,"BetrayalMissionGankAbandoned","Intervention encounter abandoned.","",1048541341,""
4924,"BetrayalMissionFortRetreated","Fortification Syndicate members have retreated to their Safehouse.","",1696978817,""
4925,"BetrayalMissionCartRetreated","Transportation Syndicate members have retreated to their Safehouse.","",-159089481,""
4926,"BetrayalMissionLabRetreated","Research Syndicate members have retreated to their Safehouse.","",980743030,""
4927,"BetrayalMissionGankRetreated","Intervention Syndicate members have retreated to their Safehouse.","",-233427326,""
4928,"BetrayalMissionCartFailed","Transportation encounter failed. The Transport escaped.","",2063766218,""
4929,"BetrayalMissionLabFailed","Research encounter failed. The evidence was destroyed.","",255106292,""
4930,"BetrayalMissionGankFailed","Intervention encounter failed. You were assassinated.","",-594344921,""
4931,"BetrayalMissionLabEntered","Defeat the Syndicate members before they destroy the Research.","",-184606304,""
4932,"BetrayalMissionFortDefeated","Question the defeated Syndicate members","",1348083560,""
4933,"BetrayalMissionLabDefeated","Question the defeated Syndicate members","",-455100487,""
4934,"BetrayalMissionCartDefeated","Question the defeated Syndicate members","",449214780,""
4935,"BetrayalMissionGankDefeated","Question the defeated Syndicate members","",62896017,""
4936,"BetrayalSafehouseCompleted","Mission Complete. The Safehouse reward rooms are now unlocked.","",-812958936,""
4937,"BetrayalSafehouseDefeated","Interrogate the Leader","",335049660,""
4938,"BetrayalSafehouseBoss","Defeat the Syndicate Members","",775942156,""
4939,"BetrayalSafehouseAbandoned","The Safehouse has been abandoned","",232093179,""
4940,"BetrayalSafehouseEntered","Raid the Syndicate Safehouse","",-91544334,""
4941,"BetrayalCatarinaCompleted","Mission Complete. Catarina's reward rooms are now unlocked.","",1126395031,""
4942,"BetrayalCatarinaDefeated2","Interrogate Catarina","",-1712671838,""
4943,"BetrayalCatarinaSeen2","Defeat Catarina, the Syndicate Mastermind","",-1600217972,""
4944,"BetrayalCatarinaDefeated1","Follow Catarina and defeat her","",1572617929,""
4945,"BetrayalCatarinaSeen1","Defeat Catarina, the Syndicate Mastermind","",-1296948575,""
4946,"BetrayalCatarinaEntered","Find and defeat the Syndicate Mastermind","",-1819771331,""
