"rownum","Id","PanelImage","HeaderImage","Screenshots","Description","League","bool","ItemImages","HoverImages","TrailerVideoLink","BackgroundImage","bool","bool"
104,"Heist14","Art/2DArt/UIImages/Login/LeagueInfo/Heist/Panel13","Art/2DArt/UIImages/Login/LeagueInfo/Heist/Heading13","[""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Panel13/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Panel13/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Panel13/Screenshot3""]","Alongside the introduction of six new spells, we've reworked Discharge and Glacial Cascade. A goal with these new spells is that while they are powerful in a variety of character builds, they have additional benefits when self-cast.","Heist","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Heist/textbackground","",""
105,"Heist15","Art/2DArt/UIImages/Login/LeagueInfo/Heist/Panel14","Art/2DArt/UIImages/Login/LeagueInfo/Heist/Heading14",[],"<italic>{Path of Exile: Heist} also introduces over 25 new Unique Items, 12 new Divination Cards, a visual revamp to some skill effects and much more.","Heist",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Items/Corpsewalker"",""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Items/ChainsofEmancipation"",""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Items/Triskaidekaphobia""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Items/CorpsewalkerHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Items/ChainsofEmancipationHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Heist/Items/TriskaidekaphobiaHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/Heist/textbackground","",""
106,"Heist16","Art/2DArt/UIImages/Login/LeagueInfo/Heist/Panel15","Art/2DArt/UIImages/Login/LeagueInfo/Heist/Heading15",[],"We're releasing Path of Exile for macOS alongside the Heist expansion! This version of Path of Exile is fully integrated into the main worldwide PC realm so you can access your existing accounts and microtransactions.","Heist","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Heist/textbackground","",""
107,"Heist17","Art/2DArt/UIImages/Login/LeagueInfo/Heist/Panel16","Art/2DArt/UIImages/Login/LeagueInfo/Heist/Heading16",[],"We're also launching two sets of Supporter Packs alongside Heist - the Spellblade and Eagle Packs. There are two price points available for each and they feature masses of points, several exclusive microtransactions and a new type of character effect that charges up as you slay monsters.\n\n<italic>{Path of Exile: Heist} will launch on September 18 (PDT) on PC, and September 23 on Xbox One and PlayStation 4.","Heist",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Heist/textbackground",1,""
108,"EchoesTrailer","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/ThumbnailTrailer","",[],"","Echoes","",[],[],"http://web.poecdn.com/public/videos/EchoesTrailer_En.bk2","","",""
109,"Echoes1","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel1","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading1",[],"In <italic>{Path of Exile: Echoes of the Atlas}, you'll gain even more control over your end-game Path of Exile experience by specialising each region of your Atlas with its own passive tree, crafting Watchstones to refine your rewards, selecting up to ten map bosses to face simultaneously and challenging the Atlas' new pinnacle boss: The Maven.\n\nAlongside this endgame content, you'll perform dangerous and rewarding Rituals in the action-packed Ritual League, explore nineteen improved Ascendancy classes, discover powerful new items and much more.","Echoes","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
110,"Echoes2","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel2","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading2",[],"<italic>{When the Elder was sealed, entities far beyond the borders of the Atlas of Worlds took note and turned their attention in our direction. The first such visitor is an entity called The Maven. She is hungry to witness your fight for survival against the Atlas' most dangerous foes. Accept her challenge to put your talents and mortality to the test. Should you prove worthy, she will offer you a taste of her vast power.}","Echoes",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
111,"Echoes3","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel3","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading3","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel3/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel3/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel3/Screenshot3""]","By slaying three map bosses in the Maven's presence, you'll earn an invitation to her realm where she will request that you defeat these bosses simultaneously. Having demonstrated your strength, she challenges you to defeat four bosses, then five, then six and finally ten at the same time. Only then can you take on the new pinnacle boss of the Atlas: the Maven herself.","Echoes","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
112,"Echoes4","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel4","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading4","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel4/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel4/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel4/Screenshot3""]","Take control of your Atlas by unlocking regional passive trees which augment the content you encounter and rewards you receive while exploring those regions.","Echoes",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
113,"Echoes5","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel5","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading5",[],"Echoes of the Atlas introduces three types of Craftable Watchstones. These valuable endgame items allow you to upgrade your Atlas and boost what types of rewards you find from maps. Players who are able to earn these powerful rewards will find that they are strictly better than regular Watchstones: they can be traded, don't expire with use, and their benefits can stack.\n\nAnother new endgame reward, The Maven's Orb, affects items that have two or more influence modifiers. When used on such an item, it randomly upgrades one of these influence modifiers and removes the others. If the modifier that's being upgraded is already at the highest tier, it'll upgrade to a new elevated tier.","Echoes","","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/AukunasPlatinumNewVastirWatchstoneofTreacherousRealms"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/PackedTitaniumLexProximaWatchstoneofGeomancy"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/EssentialChromiumLexProximaWatchstoneofVersatility"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/MavensOrb"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/BrambleWard""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/AukunasPlatinumNewVastirWatchstoneHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/PackedTitaniumLexProximaWatchstoneHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/EssentialChromiumLexProximaWatchstoneHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/MavenOrbHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/BrambleWardBodyHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
114,"Echoes6","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel6","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading6","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel6/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel6/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel6/Screenshot3""]","Eleven new maps and challenging boss encounters have been added to the Atlas. These include unforgiving new locations such as the <italic>{Dry Sea, Forking River, Frozen Cabins} and <italic>{Grave Trough}.","Echoes",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
115,"Echoes7","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel7","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading7","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel7/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel7/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel7/Screenshot3""]","<italic>{Twisted spires of flesh, blood and sinew now stand scattered across Wraeclast's landscape. Their origins and purposes unknown, they seemingly have a hunger for blood and death and are willing to richly reward those who can sate it.}\n\nRitual is a combat league that pits you against both the arcane powers of the Ritual Altar and escalating waves of monsters, enclosed within a Ritual Circle. Each successive Ritual in an area is harder and offers better rewards.","Echoes","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
116,"Echoes8","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel8","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading8",[],"As you slay monsters during a Ritual, you'll earn Tribute which can be spent on a variety of seductive items and rewards. Among these rewards, you may be offered new Ritual Base Types which pair very powerful implicit mods with challenging drawbacks. You can consume some Tribute to reroll the rewards offered or to defer selected ones until later.","Echoes",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/StormriderBoots"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/PenitentMask"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/NexusGloves""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/StormriderHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/PenitentHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/NexusHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
117,"Echoes9","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel9","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading9","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel9/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel9/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel9/Screenshot3""]","In the end game, you can obtain tradeable Ritual vessels, which allow you to itemise the monsters from a ritual. You can place up to four vessels in the map device alongside a map to add their monsters to the rituals present in that map, substantially increasing both the difficulty and rewards of those Rituals.\n\nVessels also substantially increase monster density which can be very rewarding in maxed-out maps that have mechanics like Beyond and Delirium present.","Echoes","","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/RitualVessel"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/BloodfilledVessel""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/RitualVesselHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/BloodfilledVesselHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
118,"Echoes10","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel10","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading10","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel10/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel10/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel10/Screenshot3""]","In addition to numerically rebalancing every Ascendancy class, we've substantially reworked the Deadeye, Inquisitor and Elementalist. The aim of these reworks has been to redistribute power within each Ascendancy passive tree so that there are plenty of new ways to build powerful Path of Exile characters.","Echoes",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
119,"Echoes11","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel11","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading11",[],"One of the hallmarks of a Path of Exile expansion is its items! In addition to new craftable Watchstones, the Maven's Orb and plenty of Ritual Base Types, we've also introduced the Hydrosphere Skill Gem, Trinity Support Gem, 13 new unique items and a slew of Divination Cards which have been designed by our supporters.","Echoes","","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/Blackflame"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/LegacyofFury"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/HandoftheFervent"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/FatefulMeeting"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/Acclimatisation"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/Hydrosphere"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/TrinitySupport""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/BlackflameRingHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/LegacyofFuryHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/HandoftheFerventHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/FatefulMeetingHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/AcclimatisationHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/HydrosphereHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Echoes/item hovers/TrinitySupportHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
120,"Echoes12","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel12","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading12",[],"Harvest has returned. Instead of having to plant and manage your own Sacred Grove, you will discover portals to established gardens with multiple sets of harvests ready to go. From each pair of options, carefully weigh the encounter difficulty against the crafting outcomes before making a choice. If you can slay the monsters that spawn, you'll be rewarded with Lifeforce that can be used to greatly improve your items.","Echoes",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
121,"Echoes13","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel13","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading13",[],"In <italic>{Echoes of the Atlas}, Heist contracts drop from Act Six onwards. Rogues level up their skills faster, markers drop with higher stack sizes and quest contracts are now dropped for you at the next smuggler's cache as soon as that quest is available.","Echoes","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground","",""
122,"Echoes14","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Panel14","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/Heading14",[],"In addition to the recently-released Core Packs, we're also launching two new sets of Supporter Packs to celebrate the release of Echoes of the Atlas and the Ritual League: the Renegade and Faithsworn Packs. There are two price points available for each and they feature masses of points and several exclusive microtransactions like armour sets and character effects.\n\n<italic>{Path of Exile: Echoes of the Atlas} will launch on January 15 (PST) on PC, and on January 20 on Xbox and PlayStation.","Echoes",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/Echoes/textbackground",1,""
123,"UltimatumTrailer","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ThumbnailTrailer","",[],"","Ultimatum","",[],[],"http://web.poecdn.com/public/videos/UltimatumTrailer_En.bk2","","",""
124,"Ultimatum1","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel1","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading1",[],"In <italic>{Path of Exile: Ultimatum}, you must undertake the trials of Chaos and choose whether to risk it all for ultimate power.\n\nOur April expansion contains the Ultimatum challenge league, eight new Skill and Support Gems, improvements to Vaal Skills, an overhaul to past league reward systems, dozens of new items, and much more. We've also just released a new trailer and gameplay showcase for Path of Exile 2.","Ultimatum","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
125,"Ultimatum2","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel2","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading2",[],"The ancient civilisation of the Vaal was built on sacrifice. They understood that in order to attain great power, great risks must be taken. On behalf of a Vaal entity known only as Chaos, the Trialmaster seeks to discover challengers who are willing to make immense sacrifices in the pursuit of power. As you survive each of his challenges, will you risk it all and accept his next Ultimatum?","Ultimatum",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
126,"Ultimatum3","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel3","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading3","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel3/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel3/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel3/Screenshot3""]","The Trialmaster offers you a reward and a challenge with three difficulty modifiers to choose from. If you succeed in his trial, you may claim your reward. However, you'll be presented with an Ultimatum: leave with your spoils, or attempt more challenging encounters for more valuable rewards. But be careful how many trials you undertake - if you fail, you'll lose everything you've earned so far.","Ultimatum","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
127,"Ultimatum4","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel4","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading4","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel4/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel4/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel4/Screenshot3""]","In the endgame, Inscribed Ultimatums indicate an offering you must bring to the Trialmaster's Domain. If you're able to succeed at the inscribed challenge, the Trialmaster will reward you with an item of roughly double value. But if you fail, you forfeit the offering that you put on the line. Inscribed Ultimatums come with a challenging assortment of Ultimatum difficulty modifiers and can be traded to other players.","Ultimatum",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/InscribedUltimatum"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/InscribedUltimatum1"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/InscribedUltimatum2""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/InscribedUltimatumHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/InscribedUltimatum1Hover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/InscribedUltimatum2Hover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
128,"Ultimatum5","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel5","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading5",[],"As the difficulty of the Trialmaster's encounters escalates, so too do the rewards. In addition to some of Path of Exile's most valuable items, you might be offered new Ultimatum-exclusive Unique items. We've designed this league to be very compatible with party play - each player gets their own rewards, can vote on difficulty modifiers and can choose whether they want to risk the next round or not.","Ultimatum","","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/MahuxotlsMachination"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/GlimpseofChaos""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/MahuxotlsMachinationHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/GlimpseofChaosHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
129,"Ultimatum6","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel6","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading6",[],"The Vaal Reliquary Key can drop from anywhere in Path of Exile and opens a portal to the Vaal Reliquary. This ancient vault contains a chest with a special foil version of a Vaal-themed Unique item, dropped with equal weighting. Due to the value and power level of the items contained within, this is the rarest Reliquary Key ever added to Path of Exile.","Ultimatum",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/VaalReliquaryKey"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/AtzirisReflection"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/DoryanisDelusion"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/ZerphisHeart""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/VaalReliquaryKeyHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/AtzirisReflectionHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/DoryanisDelusionHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/ZerphisHeartHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
130,"Ultimatum7","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel7","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading7","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel7/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel7/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel7/Screenshot3"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel7/Screenshot4"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel7/Screenshot5"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel7/Screenshot6""]","We've introduced eight new Skill and Support gems that are themed around the concept of blood: sacrificing life for power. These gems open up even more possibilities for characters built around staying on low life, the threshold for which has been increased to 50%. We've also rebalanced Vaal Skills and increased the number of souls gained from damaging Unique enemies.","Ultimatum","","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/AtzirisReign""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/AtzirisReignHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
131,"Ultimatum8","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel8","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading8",[],"In Ultimatum we've buffed the core drop pool with more valuable items to find from any content in Path of Exile. We've bolstered the core drop pool with new currency items, secret vendor recipes, a selection of powerful league-specific uniques (including Headhunter!), new Atlas base types, and have made Act bosses worth farming again. But that's just the start. Almost every other reward system in Path of Exile has been improved as well.","Ultimatum",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/OrbofBinding"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/IoliteRing"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/VeiledChaosOrb""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/OrbofBindingHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/IoliteRingHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/VeiledChaosOrbHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
132,"Ultimatum9","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel9","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading9",[],"We've made several improvements to the rewards in The Lord's Labyrinth. You can now see enchantment outcomes before you pick them and a choice of three specific helmet enchantments are offered in the Eternal Labyrinth. The Emperors' jewels that used to be awarded for fastest daily Labyrinth runs can now drop rarely from the Labyrinth's reward chests. We have introduced two new Labyrinth-specific Unique items. You can now consume an Offering to the Goddess in the map device to open portals directly to a random trial.","Ultimatum","","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/TheScalesofJustice""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/TheScalesofJusticeHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
133,"Ultimatum10","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel10","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading10",[],"When you slay Betrayal's Mastermind, her Immortal Syndicate Members now drop their rewards at one tier higher than their current tier. A valuable fourth tier of rewards has been added to allow this, and a few of the best existing rewards have been moved to that tier. Veiled Modifier crafting now unlocks faster and modifiers that are unveiled on items are now more powerful than their crafted counterparts. A new Betrayal-specific unique item can now drop from the Mastermind.","Ultimatum",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/CaneofKulemak""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/CaneofKulemakHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
134,"Ultimatum11","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel11","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading11",[],"Perandus Coin drops have been rebalanced and can now be used to purchase a wider range of items from Cadiro. We've rebalanced Essences so that they are generally stronger and have allowed Screaming Essences to reroll rare items. There are four new unique Abyss Jewels, which alongside other rebalanced Abyss jewels are now best found from Abyss chests. We've also introduced Abyss Scarabs.","Ultimatum","","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/GrimMark"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/TecrodsGaze"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/GildedAbyssScarab"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/EssenceofHorror""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/GrimMarkHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/TecrodsGazeHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/GildedAbyssScarabHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/EssenceofHorrorHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
135,"Ultimatum12","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel12","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading12",[],"We have added new Beastcrafts, such as ones that can add mods to maps or influenced items. It's no longer possible to imprint items that have been split (a process which is now limited to once per item). Incursion has received many improvements to its rewards, including the ability to turn your Temple of Atzoatl into an item that can be traded to other players.","Ultimatum",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/ChronicleofAtzoatl""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/ChronicleofAtzoatlHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
