"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","[i32]","[i32]","[i32]","[i32]","[rid]","rid","i32","bool","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid","bool"
5607,"Metadata/Items/Maps/Map2Tier9_1",35,1,1,"Underground Sea Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[61,64,155,33]",5,0,"",-341865354,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5608,"Metadata/Items/Maps/Map2Tier9_2",35,1,1,"Arid Lake Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[66,155,33]",5,0,"",1901642130,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5609,"Metadata/Items/Maps/Map2Tier9_3",35,1,1,"Glacier Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[67,155,33,64]",5,0,"",1603008076,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5610,"Metadata/Items/Maps/Map2Tier9_4",35,1,1,"Residence Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[61,63,68,69,155,33]",5,0,"",-1445890478,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5611,"Metadata/Items/Maps/Map2Tier9_5",35,1,1,"Malformation Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[64,67,155,33]",5,0,"",-1512697724,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5612,"Metadata/Items/Maps/Map2Tier10_1",35,1,1,"Necropolis Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[61,63,155,33]",5,0,"",183932992,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5613,"Metadata/Items/Maps/Map2Tier10_2",35,1,1,"Plateau Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[67,155,33]",5,0,"",-674837440,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5614,"Metadata/Items/Maps/Map2Tier10_3",35,1,1,"Bazaar Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[69,155,33]",5,0,"",859275141,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5615,"Metadata/Items/Maps/Map2Tier10_4",35,1,1,"Volcano Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[64,67,155,33]",5,0,"",1367776935,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5616,"Metadata/Items/Maps/Map2Tier10_5",35,1,1,"Chateau Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[69,63,68,155,33]",5,0,"",-1890517973,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5617,"Metadata/Items/Maps/Map2Tier11_1",35,1,1,"Lava Chamber Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[61,63,155,33]",5,0,"",1586837505,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5618,"Metadata/Items/Maps/Map2Tier11_2",35,1,1,"Precinct Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[69,66,155,33]",5,0,"",-1890087715,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5619,"Metadata/Items/Maps/Map2Tier11_3",35,1,1,"Academy Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[61,63,68,69,155,33]",5,0,"",-1106803562,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5620,"Metadata/Items/Maps/Map2Tier11_4",35,1,1,"Fungal Hollow Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[65,155,33]",5,0,"",-946362377,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5621,"Metadata/Items/Maps/Map2Tier12_1",35,1,1,"Shipyard Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[69,61,156,33]",5,0,"",-1606352758,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5622,"Metadata/Items/Maps/Map2Tier12_2",35,1,1,"Overgrown Ruin Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[61,68,156,33,160]",5,0,"",273720914,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5623,"Metadata/Items/Maps/Map2Tier12_3",35,1,1,"Castle Ruins Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[65,156,33]",5,0,"",1312214393,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5624,"Metadata/Items/Maps/Map2Tier12_4",35,1,1,"Arsenal Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[69,63,156,33]",5,0,"",194301195,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5625,"Metadata/Items/Maps/Map2Tier13_1",35,1,1,"Wasteland Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[64,67,156,33]",5,0,"",322204649,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5626,"Metadata/Items/Maps/Map2Tier13_2",35,1,1,"Courtyard Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[65,66,69,156,33]",5,0,"",1105461196,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5627,"Metadata/Items/Maps/Map2Tier13_3",35,1,1,"Excavation Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[64,67,156,33]",5,0,"",313686517,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5628,"Metadata/Items/Maps/Map2Tier13_4",35,1,1,"Waterways Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[69,156,33]",5,0,"",-790002455,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5629,"Metadata/Items/Maps/Map2Tier14_1",35,1,1,"Palace Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[61,63,68,69,156,33]",5,0,"",-1539920652,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5630,"Metadata/Items/Maps/Map2Tier14_2",35,1,1,"Shrine Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[68,63,61,156,33]",5,0,"",-1473098603,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5631,"Metadata/Items/Maps/Map2Tier14_3",35,1,1,"Maze Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[61,63,68,156,33]",5,0,"",508181852,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5632,"Metadata/Items/Maps/Map2Tier14_4",35,1,1,"Vaal Temple Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[61,63,68,156,33,160]",5,0,"",-788055957,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5633,"Metadata/Items/Maps/Map2Tier14_5",35,1,1,"Plaza Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[65,68,66,156,33]",5,0,"",-1196087563,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5634,"Metadata/Items/Maps/Map2Tier15_1",35,1,1,"Core Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[64,67,156,33]",5,0,"",1977100346,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5635,"Metadata/Items/Maps/Map2Tier15_2",35,1,1,"Caldera Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[64,67,156,33]",5,0,"",1563131434,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5636,"Metadata/Items/Maps/Map2Tier15_3",35,1,1,"Colosseum Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[69,156,33]",5,0,"",79283974,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5637,"Metadata/Items/Maps/MapAtlasArcade",35,1,1,"Arcade Map","Metadata/Items/Maps/AbstractMap",58,"",[],1,"",[7],[1],[7],[2],"[154,69]",5,0,"",417269621,[],[7],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5638,"Metadata/Items/Maps/MapAtlasArcadeShaped",35,1,1,"Shaped Arcade Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[],[],[],[],"[155,69,33,191]",5,0,"",2088283539,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5639,"Metadata/Items/Maps/MapAtlasCrystalOre",35,1,1,"Crystal Ore Map","Metadata/Items/Maps/AbstractMap",58,"",[],1,"",[7],[1],[7],[2],"[154,61,64]",5,0,"",528575912,[],[7],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5640,"Metadata/Items/Maps/MapAtlasCrystalOreShaped",35,1,1,"Shaped Crystal Ore Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[],[],[],[],"[155,61,64,33,191]",5,0,"",1489895896,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5641,"Metadata/Items/Maps/MapAtlasDesert",35,1,1,"Desert Map","Metadata/Items/Maps/AbstractMap",58,"",[],1,"",[7],[1],[7],[2],"[154,64,67]",5,0,"",-537114960,[],[7],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5642,"Metadata/Items/Maps/MapAtlasDesertShaped",35,1,1,"Shaped Desert Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[],[],[],[],"[155,64,67,33,191]",5,0,"",-1404647595,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5643,"Metadata/Items/Maps/MapAtlasJungleValley",35,1,1,"Jungle Valley Map","Metadata/Items/Maps/AbstractMap",58,"",[],1,"",[7],[1],[7],[2],"[154,65]",5,0,"",-823658008,[],[7],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5644,"Metadata/Items/Maps/MapAtlasJungleValleyShaped",35,1,1,"Shaped Jungle Valley Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[],[],[],[],"[155,65,33,191]",5,0,"",-2119150125,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5645,"Metadata/Items/Maps/MapAtlasBeach",35,1,1,"Beach Map","Metadata/Items/Maps/AbstractMap",69,"",[],1,"",[7],[1],[7],[2],"[154,62]",5,0,"",355044429,[],[7],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5646,"Metadata/Items/Maps/MapAtlasBeachShaped",35,1,1,"Shaped Beach Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[],[],[],[],"[155,62,33,191]",5,0,"",292494822,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5647,"Metadata/Items/Maps/MapAtlasFactory",35,1,1,"Factory Map","Metadata/Items/Maps/AbstractMap",69,"",[],1,"",[7],[1],[7],[2],"[154,69]",5,0,"",-1638773117,[],[7],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5648,"Metadata/Items/Maps/MapAtlasFactoryShaped",35,1,1,"Shaped Factory Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[],[],[],[],"[155,69,33,191]",5,0,"",1737373319,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5649,"Metadata/Items/Maps/MapAtlasGhetto",35,1,1,"Ghetto Map","Metadata/Items/Maps/AbstractMap",69,"",[],1,"",[7],[1],[7],[2],"[154,69,66]",5,0,"",-1213748702,[],[7],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5650,"Metadata/Items/Maps/MapAtlasGhettoShaped",35,1,1,"Shaped Ghetto Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[],[],[],[],"[155,69,66,33,191]",5,0,"",817761118,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5651,"Metadata/Items/Maps/MapAtlasOasis",35,1,1,"Desert Spring Map","Metadata/Items/Maps/AbstractMap",69,"",[],1,"",[7],[1],[7],[2],"[154,62,65,160]",5,0,"",-343708699,[],[7],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5652,"Metadata/Items/Maps/MapAtlasOasisShaped",35,1,1,"Shaped Desert Spring Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[],[],[],[],"[155,62,65,33,191,160]",5,0,"",-1455741765,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5653,"Metadata/Items/Maps/MapAtlasAridLake",35,1,1,"Arid Lake Map","Metadata/Items/Maps/AbstractMap",70,"",[],1,"",[7],[2],[7],[3],"[154,66]",5,0,"",17145992,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5654,"Metadata/Items/Maps/MapAtlasAridLakeShaped",35,1,1,"Shaped Arid Lake Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[],[],[],[],"[155,66,33,191]",5,0,"",-1900272947,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5655,"Metadata/Items/Maps/MapAtlasCavern",35,1,1,"Flooded Mine Map","Metadata/Items/Maps/AbstractMap",70,"",[],1,"",[7],[2],[7],[3],"[154,61,64]",5,0,"",-662543192,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5656,"Metadata/Items/Maps/MapAtlasCavernShaped",35,1,1,"Shaped Flooded Mine Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[],[],[],[],"[155,61,64,33,191]",5,0,"",28595217,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5657,"Metadata/Items/Maps/MapAtlasChannel",35,1,1,"Channel Map","Metadata/Items/Maps/AbstractMap",70,"",[],1,"",[7],[2],[7],[3],"[154,69]",5,0,"",1006840266,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5658,"Metadata/Items/Maps/MapAtlasChannelShaped",35,1,1,"Shaped Channel Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[],[],[],[],"[155,69,33,191]",5,0,"",-1582707412,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5659,"Metadata/Items/Maps/MapAtlasGrotto",35,1,1,"Grotto Map","Metadata/Items/Maps/AbstractMap",70,"",[],1,"",[7],[2],[7],[3],"[154,61,64]",5,0,"",-1650008316,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5660,"Metadata/Items/Maps/MapAtlasGrottoShaped",35,1,1,"Shaped Grotto Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[],[],[],[],"[155,61,64,33,191]",5,0,"",-1135594305,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5661,"Metadata/Items/Maps/MapAtlasMarshes",35,1,1,"Marshes Map","Metadata/Items/Maps/AbstractMap",70,"",[],1,"",[7],[2],[7],[3],"[154,66]",5,0,"",1077470405,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5662,"Metadata/Items/Maps/MapAtlasMarshesShaped",35,1,1,"Shaped Marshes Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[],[],[],[],"[155,66,33,191]",5,0,"",-1389838396,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5663,"Metadata/Items/Maps/MapAtlasSewer",35,1,1,"Toxic Sewer Map","Metadata/Items/Maps/AbstractMap",70,"",[],1,"",[7],[2],[7],[3],"[154,61,63,66]",5,0,"",1604126059,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5664,"Metadata/Items/Maps/MapAtlasSewerShaped",35,1,1,"Shaped Toxic Sewer Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[],[],[],[],"[155,61,63,66,33,191]",5,0,"",380883243,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5665,"Metadata/Items/Maps/MapAtlasVaalPyramid",35,1,1,"Vaal Pyramid Map","Metadata/Items/Maps/AbstractMap",70,"",[],1,"",[7],[2],[7],[3],"[154,61,63]",5,0,"",-941642758,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5666,"Metadata/Items/Maps/MapAtlasVaalPyramidShaped",35,1,1,"Shaped Vaal Pyramid Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[],[],[],[],"[155,61,63,33,191]",5,0,"",1143878146,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5667,"Metadata/Items/Maps/MapAtlasAcademy",35,1,1,"Academy Map","Metadata/Items/Maps/AbstractMap",71,"",[],1,"",[7],[2],[7],[3],"[154,61,63,68,69]",5,0,"",2125042920,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5668,"Metadata/Items/Maps/MapAtlasAcademyShaped",35,1,1,"Shaped Academy Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[],[],[],[],"[155,61,63,68,69,33,191]",5,0,"",-763786737,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5669,"Metadata/Items/Maps/MapAtlasAcidLakes",35,1,1,"Acid Caverns Map","Metadata/Items/Maps/AbstractMap",71,"",[],1,"",[7],[2],[7],[3],"[154,66,67,61,64]",5,0,"",1766168352,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5670,"Metadata/Items/Maps/MapAtlasAcidLakesShaped",35,1,1,"Shaped Acid Caverns Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[],[],[],[],"[155,66,67,33,191,61,64]",5,0,"",534162988,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5671,"Metadata/Items/Maps/MapAtlasDungeon",35,1,1,"Dungeon Map","Metadata/Items/Maps/AbstractMap",71,"",[],1,"",[7],[2],[7],[3],"[154,61,63]",5,0,"",1290017803,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5672,"Metadata/Items/Maps/MapAtlasDungeonShaped",35,1,1,"Shaped Dungeon Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[],[],[],[],"[155,61,63,33,191]",5,0,"",286137980,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5673,"Metadata/Items/Maps/MapAtlasGraveyard",35,1,1,"Graveyard Map","Metadata/Items/Maps/AbstractMap",71,"",[],1,"",[7],[2],[7],[3],"[154,66,68]",5,0,"",-105443998,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5674,"Metadata/Items/Maps/MapAtlasGraveyardShaped",35,1,1,"Shaped Graveyard Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[],[],[],[],"[155,66,68,33,191]",5,0,"",1393898656,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5675,"Metadata/Items/Maps/MapAtlasPhantasmagoria",35,1,1,"Phantasmagoria Map","Metadata/Items/Maps/AbstractMap",71,"",[],1,"",[7],[2],[7],[3],"[154,64,67]",5,0,"",-1153828130,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5676,"Metadata/Items/Maps/MapAtlasPhantasmagoriaShaped",35,1,1,"Shaped Phantasmagoria Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[],[],[],[],"[155,64,67,33,191]",5,0,"",-1138183533,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5677,"Metadata/Items/Maps/MapAtlasVilla",35,1,1,"Villa Map","Metadata/Items/Maps/AbstractMap",71,"",[],1,"",[7],[2],[7],[3],"[154,61,63,68,69]",5,0,"",-1971245069,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5678,"Metadata/Items/Maps/MapAtlasVillaShaped",35,1,1,"Shaped Villa Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[],[],[],[],"[155,61,63,68,69,33,191]",5,0,"",464878487,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5679,"Metadata/Items/Maps/MapAtlasWastePool",35,1,1,"Waste Pool Map","Metadata/Items/Maps/AbstractMap",71,"",[],1,"",[7],[2],[7],[3],"[154,61,63,66,160]",5,0,"",-710882451,[],[7],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5680,"Metadata/Items/Maps/MapAtlasWastePoolShaped",35,1,1,"Shaped Waste Pool Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[],[],[],[],"[155,61,63,66,33,191,160]",5,0,"",-284291272,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5681,"Metadata/Items/Maps/MapAtlasBurialChambers",35,1,1,"Burial Chambers Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[7],[3],[7],[4],"[154,63,66,65,64]",5,0,"",-1114389656,[],[7],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5682,"Metadata/Items/Maps/MapAtlasBurialChambersShaped",35,1,1,"Shaped Burial Chambers Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[155,63,66,65,64,33,191]",5,0,"",-2116492565,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5683,"Metadata/Items/Maps/MapAtlasDryPeninsula",35,1,1,"Peninsula Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[7],[3],[7],[4],"[154,65]",5,0,"",903575164,[],[7],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5684,"Metadata/Items/Maps/MapAtlasDryPeninsulaShaped",35,1,1,"Shaped Peninsula Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[155,65,33,191]",5,0,"",1228395456,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5685,"Metadata/Items/Maps/MapAtlasDunes",35,1,1,"Dunes Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[7],[3],[7],[4],"[154,62]",5,0,"",-55411007,[],[7],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5686,"Metadata/Items/Maps/MapAtlasDunesShaped",35,1,1,"Shaped Dunes Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[155,62,33,191]",5,0,"",880236255,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5687,"Metadata/Items/Maps/MapAtlasMesa",35,1,1,"Mesa Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[7],[3],[7],[4],"[154,67,64]",5,0,"",112256516,[],[7],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5688,"Metadata/Items/Maps/MapAtlasMesaShaped",35,1,1,"Shaped Mesa Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[155,67,64,33,191]",5,0,"",-225991913,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5689,"Metadata/Items/Maps/MapAtlasPit",35,1,1,"Pit Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[7],[3],[7],[4],"[154,69]",5,0,"",1715908367,[],[7],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5690,"Metadata/Items/Maps/MapAtlasPitShaped",35,1,1,"Shaped Pit Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[155,69,33,191]",5,0,"",-1838847080,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5691,"Metadata/Items/Maps/MapAtlasPrimordialPool",35,1,1,"Primordial Pool Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[7],[3],[7],[4],"[154,66]",5,0,"",-89756604,[],[7],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5692,"Metadata/Items/Maps/MapAtlasPrimordialPoolShaped",35,1,1,"Shaped Primordial Pool Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[155,66,33,191]",5,0,"",-1768257463,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5693,"Metadata/Items/Maps/MapAtlasSpiderLair",35,1,1,"Spider Lair Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[7],[3],[7],[4],"[154,61,64,65]",5,0,"",-1834517636,[],[7],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5694,"Metadata/Items/Maps/MapAtlasSpiderLairShaped",35,1,1,"Shaped Spider Lair Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[155,61,64,65,33,191]",5,0,"",1865844548,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5695,"Metadata/Items/Maps/MapAtlasTower",35,1,1,"Tower Map","Metadata/Items/Maps/AbstractMap",72,"",[],1,"",[7],[3],[7],[4],"[154,69,61,160]",5,0,"",-341605050,[],[7],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5696,"Metadata/Items/Maps/MapAtlasTowerShaped",35,1,1,"Shaped Tower Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[],[],[],[],"[155,69,61,33,191,160]",5,0,"",-172275336,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5697,"Metadata/Items/Maps/MapAtlasCanyon",35,1,1,"Canyon Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,67]",5,0,"",651466297,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5698,"Metadata/Items/Maps/MapAtlasCanyonShaped",35,1,1,"Shaped Canyon Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,67,33,191]",5,0,"",1908572034,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5699,"Metadata/Items/Maps/MapAtlasQuarry",35,1,1,"Geode Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,64,67]",5,0,"",-1749539875,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5700,"Metadata/Items/Maps/MapAtlasQuarryShaped",35,1,1,"Shaped Geode Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,64,67,33,191]",5,0,"",-1389345534,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
