"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","Tags","i32","i32","i32","i32","i32","i32","bool","rid","rid","rid","rid"
451,5,76,15294,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,21,4,2,"[0,2]",[],0,0,44526,0,1155,1155,"",16153,"",2,6026
452,5,77,15295,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,21,6,2,"[0,2]",[],0,0,44606,0,1155,1155,"",16153,"",2,6026
453,5,78,15296,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,21,2,2,[1],[],0,0,44654,0,1155,1155,"",16154,"",2,6027
454,5,79,15297,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,21,4,2,[1],[],0,0,44702,0,1155,1155,"",16154,"",2,6027
455,5,80,15298,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,21,6,2,[1],[],0,0,44750,0,1155,1155,"",16154,"",2,6027
456,5,81,15299,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,21,2,2,"[0,2]",[],0,0,44830,0,1155,1155,"",16155,"",2,6027
457,5,82,15300,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,21,4,2,"[0,2]",[],0,0,44910,0,1155,1155,"",16155,"",2,6027
458,5,83,15301,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,21,6,2,"[0,2]",[],0,0,44990,0,1155,1155,"",16155,"",2,6027
459,5,84,15187,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3,0,2]",0,39,2,2,[],[],0,0,45070,0,1155,1155,"",16117,"",1,5809
460,5,85,15188,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3,0,2]",0,39,4,2,[],[],0,0,45150,0,1155,1155,"",16117,"",1,5809
461,5,86,15189,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3,0,2]",0,39,6,2,[],[],0,0,45230,0,1155,1155,"",16117,"",1,5809
462,5,87,15190,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3,0,2]",0,18,2,2,[],[],0,0,45310,0,1155,1155,"",16118,"",1,6097
463,5,88,15191,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3,0,2]",0,18,4,2,[],[],0,0,45390,0,1155,1155,"",16118,"",1,6097
464,5,89,15192,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3,0,2]",0,18,6,2,[],[],0,0,45470,0,1155,1155,"",16118,"",1,6097
465,5,90,15193,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,36,2,2,"[1,3]",[],0,0,45550,0,1155,1155,"",16119,"",2,5373
466,5,91,15194,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,36,4,2,"[1,3]",[],0,0,45630,0,1155,1155,"",16119,"",2,5373
467,5,92,15195,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,36,2,2,"[0,2,4]",[],0,0,45742,0,1155,1155,"",16120,"",2,5373
468,5,93,15196,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,36,4,2,"[0,2,4]",[],0,0,45854,0,1155,1155,"",16120,"",2,5373
469,5,94,15302,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,2,2,[],[],0,0,45902,0,1155,1155,"",16156,"",1,66
470,5,95,15303,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,4,2,[],[],0,0,45950,0,1155,1155,"",16156,"",1,66
471,5,96,15304,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,6,2,[],[],0,0,45998,0,1155,1155,"",16156,"",1,66
472,5,97,15305,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,2,2,[],[],0,0,46046,0,1155,1155,"",16157,"",1,67
473,5,98,15306,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,4,2,[],[],0,0,46094,0,1155,1155,"",16157,"",1,67
474,5,99,15307,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,6,2,[],[],0,0,46142,0,1155,1155,"",16157,"",1,67
475,5,100,15308,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,2,2,[],[],0,0,46190,0,1155,1155,"",16158,"",1,68
476,5,101,15309,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,4,2,[],[],0,0,46238,0,1155,1155,"",16158,"",1,68
477,5,102,15310,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,6,2,[],[],0,0,46286,0,1155,1155,"",16158,"",1,68
478,5,103,15311,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,2,2,[],[],0,0,46334,0,1155,1155,"",16159,"",1,69
479,5,104,15312,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,4,2,[],[],0,0,46382,0,1155,1155,"",16159,"",1,69
480,5,105,15313,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,6,2,[],[],0,0,46430,0,1155,1155,"",16159,"",1,69
481,5,106,15314,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,2,2,[],[],0,0,46478,0,1155,1155,"",16160,"",1,70
482,5,107,15315,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,4,2,[],[],0,0,46526,0,1155,1155,"",16160,"",1,70
483,5,108,15316,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,6,2,[],[],0,0,46574,0,1155,1155,"",16160,"",1,70
484,5,109,15317,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,2,2,[],[],0,0,46622,0,1155,1155,"",16161,"",1,71
485,5,110,15318,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,4,2,[],[],0,0,46670,0,1155,1155,"",16161,"",1,71
486,5,111,15319,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,6,2,[],[],0,0,46718,0,1155,1155,"",16161,"",1,71
487,5,112,15320,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,2,2,[],[],0,0,46766,0,1155,1155,"",16162,"",1,72
488,5,113,15321,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,4,2,[],[],0,0,46814,0,1155,1155,"",16162,"",1,72
489,5,114,15322,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,6,2,[],[],0,0,46862,0,1155,1155,"",16162,"",1,72
490,5,115,15323,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,2,2,[],[],0,0,46910,0,1155,1155,"",16163,"",1,66
491,5,116,15324,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,4,2,[],[],0,0,46958,0,1155,1155,"",16163,"",1,66
492,5,117,15325,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,6,2,[],[],0,0,47006,0,1155,1155,"",16163,"",1,66
493,5,118,15326,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,2,2,[],[],0,0,47054,0,1155,1155,"",16164,"",1,67
494,5,119,15327,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,4,2,[],[],0,0,47102,0,1155,1155,"",16164,"",1,67
495,5,120,15328,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,6,2,[],[],0,0,47150,0,1155,1155,"",16164,"",1,67
496,5,121,15329,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,2,2,[],[],0,0,47198,0,1155,1155,"",16165,"",1,68
497,5,122,15330,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,4,2,[],[],0,0,47246,0,1155,1155,"",16165,"",1,68
498,5,123,15331,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,6,2,[],[],0,0,47294,0,1155,1155,"",16165,"",1,68
499,5,124,15332,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,2,2,[],[],0,0,47342,0,1155,1155,"",16166,"",1,69
500,5,125,15333,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,4,2,[],[],0,0,47390,0,1155,1155,"",16166,"",1,69
501,5,126,15334,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,6,2,[],[],0,0,47438,0,1155,1155,"",16166,"",1,69
502,5,127,15335,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,2,2,[],[],0,0,47486,0,1155,1155,"",16167,"",1,70
503,5,128,15336,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,4,2,[],[],0,0,47534,0,1155,1155,"",16167,"",1,70
504,5,129,15337,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,6,2,[],[],0,0,47582,0,1155,1155,"",16167,"",1,70
505,5,130,15338,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,2,2,[],[],0,0,47630,0,1155,1155,"",16168,"",1,71
506,5,131,15339,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,4,2,[],[],0,0,47678,0,1155,1155,"",16168,"",1,71
507,5,132,15340,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,6,2,[],[],0,0,47726,0,1155,1155,"",16168,"",1,71
508,5,133,15341,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,2,2,[],[],0,0,47774,0,1155,1155,"",16169,"",1,72
509,5,134,15342,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,4,2,[],[],0,0,47822,0,1155,1155,"",16169,"",1,72
510,5,135,15343,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,6,2,[],[],0,0,47870,0,1155,1155,"",16169,"",1,72
511,5,136,15344,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,2,2,[],[],0,0,47902,0,1155,1155,"",16170,"",1,66
512,5,137,15345,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,4,2,[],[],0,0,47934,0,1155,1155,"",16170,"",1,66
513,5,138,15346,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,6,2,[],[],0,0,47966,0,1155,1155,"",16170,"",1,66
514,5,139,15347,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,2,2,[],[],0,0,47998,0,1155,1155,"",16171,"",1,67
515,5,140,15348,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,4,2,[],[],0,0,48030,0,1155,1155,"",16171,"",1,67
516,5,141,15349,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,6,2,[],[],0,0,48062,0,1155,1155,"",16171,"",1,67
517,5,142,15350,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,2,2,[],[],0,0,48094,0,1155,1155,"",16172,"",1,68
518,5,143,15351,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,4,2,[],[],0,0,48126,0,1155,1155,"",16172,"",1,68
519,5,144,15352,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,6,2,[],[],0,0,48158,0,1155,1155,"",16172,"",1,68
520,5,145,15353,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,2,2,[],[],0,0,48190,0,1155,1155,"",16173,"",1,69
521,5,146,15354,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,4,2,[],[],0,0,48222,0,1155,1155,"",16173,"",1,69
522,5,147,15355,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,6,2,[],[],0,0,48254,0,1155,1155,"",16173,"",1,69
523,5,148,15356,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,2,2,[],[],0,0,48286,0,1155,1155,"",16174,"",1,70
524,5,149,15357,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,4,2,[],[],0,0,48318,0,1155,1155,"",16174,"",1,70
525,5,150,15358,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,6,2,[],[],0,0,48350,0,1155,1155,"",16174,"",1,70
526,5,151,15359,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,2,2,[],[],0,0,48382,0,1155,1155,"",16175,"",1,71
527,5,152,15360,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,4,2,[],[],0,0,48414,0,1155,1155,"",16175,"",1,71
528,5,153,15361,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,6,2,[],[],0,0,48446,0,1155,1155,"",16175,"",1,71
529,5,154,15362,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,2,2,[],[],0,0,48478,0,1155,1155,"",16176,"",1,72
530,5,155,15363,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,4,2,[],[],0,0,48510,0,1155,1155,"",16176,"",1,72
531,5,156,15364,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,6,2,[],[],0,0,48542,0,1155,1155,"",16176,"",1,72
532,5,157,15365,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,106,2,2,[],"[742,743]",0,0,48734,0,1155,1155,"",16177,"",2,5948
533,5,158,15366,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,106,4,2,[],"[742,743]",0,0,48926,0,1155,1155,"",16177,"",2,5948
534,5,159,15367,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,106,6,2,[],"[742,743]",0,0,49118,0,1155,1155,"",16177,"",2,5948
535,5,160,15368,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,34,2,2,[],"[744,743]",0,0,49310,0,1155,1155,"",16178,"",2,5950
536,5,161,15369,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,34,4,2,[],"[744,743]",0,0,49502,0,1155,1155,"",16178,"",2,5950
537,5,162,15370,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,34,6,2,[],"[744,743]",0,0,49694,0,1155,1155,"",16178,"",2,5950
538,5,163,15371,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,107,2,2,[],"[742,744]",0,0,49886,0,1155,1155,"",16179,"",2,5949
539,5,164,15372,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,107,4,2,[],"[742,744]",0,0,50078,0,1155,1155,"",16179,"",2,5949
540,5,165,15373,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,107,6,2,[],"[742,744]",0,0,50270,0,1155,1155,"",16179,"",2,5949
541,5,166,15374,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,79,2,1,[],[],0,0,50318,0,1155,1155,"",16180,"",2,6012
542,5,167,15375,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,81,2,1,[],[],0,0,50366,0,1155,1155,"",16181,"",2,6013
543,5,168,15376,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,80,2,1,[],[],0,0,50414,0,1155,1155,"",16182,"",2,6014
544,5,169,15377,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,53,2,2,[],[],0,0,50462,0,1155,1155,"",16183,"",1,183
545,5,170,15378,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,53,4,2,[],[],0,0,50510,0,1155,1155,"",16183,"",1,183
546,5,171,15379,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,53,6,2,[],[],0,0,50558,0,1155,1155,"",16183,"",1,183
547,5,172,15380,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,73,2,2,[],[],0,0,50606,0,1155,1155,"",16184,"",1,6019
548,5,173,15381,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,73,4,2,[],[],0,0,50654,0,1155,1155,"",16184,"",1,6019
549,5,174,15382,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,73,6,2,[],[],0,0,50702,0,1155,1155,"",16184,"",1,6019
550,5,175,15383,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,72,2,2,[],[],0,0,50750,0,1155,1155,"",16185,"",1,6020
551,5,176,15384,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,72,4,2,[],[],0,0,50798,0,1155,1155,"",16185,"",1,6020
552,5,177,15385,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,72,6,2,[],[],0,0,50846,0,1155,1155,"",16185,"",1,6020
553,5,178,15386,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,13]",0,7,2,2,[],[],0,0,50894,0,1155,1155,"",16186,"",2,3522
554,5,179,15387,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,13]",0,7,4,2,[],[],0,0,50942,0,1155,1155,"",16186,"",2,3522
555,5,180,15388,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,13]",0,7,6,2,[],[],0,0,50990,0,1155,1155,"",16186,"",2,3522
556,5,181,15389,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,86,2,2,[],[],0,0,51022,0,1155,1155,"",16187,"",1,5931
557,5,182,15390,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,86,4,2,[],[],0,0,51054,0,1155,1155,"",16187,"",1,5931
558,5,183,15391,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,86,6,2,[],[],0,0,51086,0,1155,1155,"",16187,"",1,5931
559,5,184,15392,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,87,2,2,[],[],0,0,51118,0,1155,1155,"",16188,"",1,5932
560,5,185,15393,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,87,4,2,[],[],0,0,51150,0,1155,1155,"",16188,"",1,5932
561,5,186,15394,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,87,6,2,[],[],0,0,51182,0,1155,1155,"",16188,"",1,5932
562,5,187,15395,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,85,2,2,[],[],0,0,51214,0,1155,1155,"",16189,"",1,5933
563,5,188,15396,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,85,4,2,[],[],0,0,51246,0,1155,1155,"",16189,"",1,5933
564,5,189,15397,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,85,6,2,[],[],0,0,51278,0,1155,1155,"",16189,"",1,5933
565,5,190,15398,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[11,13]",0,6,2,2,[],[],0,0,51326,0,1155,1155,"",16190,"",1,3830
566,5,191,15399,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[11,13]",0,6,4,2,[],[],0,0,51374,0,1155,1155,"",16190,"",1,3830
567,5,192,15400,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[11,13]",0,6,6,2,[],[],0,0,51422,0,1155,1155,"",16190,"",1,3830
568,5,193,15401,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,5,2,2,[],[],0,0,51454,0,1155,1155,"",16191,"",1,6021
569,5,194,15402,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,5,4,2,[],[],0,0,51486,0,1155,1155,"",16191,"",1,6021
570,5,195,15403,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[11],0,5,6,2,[],[],0,0,51518,0,1155,1155,"",16191,"",1,6021
571,5,196,15404,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[11,13]",0,41,2,2,[],[],0,0,51566,0,1155,1155,"",16192,"",1,6022
572,5,197,15405,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[11,13]",0,41,4,2,[],[],0,0,51614,0,1155,1155,"",16192,"",1,6022
573,5,198,15406,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[11,13]",0,41,6,2,[],[],0,0,51662,0,1155,1155,"",16192,"",1,6022
574,5,199,15407,[17],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,43,2,2,[],[],0,0,51694,0,1155,1155,"",16193,"",1,2376
575,5,200,15408,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,43,4,2,[],[],0,0,51726,0,1155,1155,"",16193,"",1,2376
576,5,201,15409,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[11],0,43,6,2,[],[],0,0,51758,0,1155,1155,"",16193,"",1,2376
577,5,202,15410,[17],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,15,2,2,[],[],0,0,51790,0,1155,1155,"",16194,"",1,5059
578,5,203,15411,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,15,4,2,[],[],0,0,51822,0,1155,1155,"",16194,"",1,5059
579,5,204,15412,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,44,2,2,[],[],0,0,51854,0,1155,1155,"",16195,"",1,6023
580,5,205,15413,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,44,4,2,[],[],0,0,51886,0,1155,1155,"",16195,"",1,6023
581,5,206,15414,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,48,2,2,[],[],0,0,51918,0,1155,1155,"",16196,"",2,4526
582,5,207,15415,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,48,4,2,[],[],0,0,51950,0,1155,1155,"",16196,"",2,4526
583,5,208,15417,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,28,2,1,"[1,3]",[],0,0,52030,0,1155,1155,"",16198,"",2,5724
584,5,209,15416,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,28,2,1,"[0,2]",[],0,0,52110,0,1155,1155,"",16197,"",2,5724
585,5,210,15419,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,29,2,1,"[1,3]",[],0,0,52190,0,1155,1155,"",16200,"",2,5725
586,5,211,15418,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,29,2,1,"[0,2]",[],0,0,52270,0,1155,1155,"",16199,"",2,5725
587,5,212,15421,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,30,2,1,"[1,3]",[],0,0,52350,0,1155,1155,"",16202,"",2,4450
588,5,213,15420,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,30,2,1,"[0,2]",[],0,0,52430,0,1155,1155,"",16201,"",2,4450
589,5,214,15422,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,91,2,1,[],[416],0,0,52478,0,1155,1155,"",16203,"",1,413
590,5,215,15423,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,90,2,1,[],[416],0,0,52526,0,1155,1155,"",16204,"",1,472
591,5,216,15424,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,92,2,1,[],[416],0,0,52574,0,1155,1155,"",16205,"",1,2415
592,5,217,15425,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[5],0,76,2,1,[],[],0,0,52606,0,1155,1155,"",16206,"",1,876
593,5,218,15426,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,10]",0,38,2,2,[],[],0,0,52654,0,1155,1155,"",16207,"",2,5576
594,5,219,15427,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,10]",0,38,4,2,[],[],0,0,52702,0,1155,1155,"",16207,"",2,5576
595,5,220,15429,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[4],0,26,2,2,[],[],0,0,52734,0,1155,1155,"",16209,"",2,2166
596,5,221,15430,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[4],0,26,4,2,[],[],0,0,52766,0,1155,1155,"",16209,"",2,2166
597,5,222,15431,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,4]",0,57,2,2,[],[],0,0,52814,0,1155,1155,"",16210,"",2,292
598,5,223,15432,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,4]",0,57,4,2,[],[],0,0,52862,0,1155,1155,"",16210,"",2,292
599,5,224,15433,[32],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,5]",0,10,2,2,[],[],0,0,52910,0,1155,1155,"",16211,"",2,5934
600,5,225,15434,[32],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,5]",0,10,4,2,[],[],0,0,52958,0,1155,1155,"",16211,"",2,5934
601,5,226,15435,[32],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,94,2,2,[],[],0,0,53006,0,1155,1155,"",16212,"",1,5935
602,5,227,15436,[32],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,94,4,2,[],[],0,0,53054,0,1155,1155,"",16212,"",1,5935
603,5,228,15437,[32],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,94,6,2,[],[],0,0,53102,0,1155,1155,"",16212,"",1,5935
604,5,229,15438,[32],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[8,7]",0,46,2,1,[],[],0,0,53150,0,1155,1155,"",16213,"",2,5936
605,5,230,15439,[32],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,31,2,2,[],[],0,0,53198,0,1155,1155,"",16214,"",2,5937
606,5,231,15440,[32],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,31,4,2,[],[],0,0,53246,0,1155,1155,"",16214,"",2,5937
607,5,232,15441,[32],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,31,6,2,[],[],0,0,53294,0,1155,1155,"",16214,"",2,5937
608,5,233,15442,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[5,7]",0,100,2,2,[],[],0,0,53342,0,1155,1155,"",16215,"",1,5938
