"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]"
959,"Metadata/Projectiles/HeistThugTrapperLightningGridMine","[""Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/trapper_miniboss/static_mine_mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
960,"Metadata/Projectiles/BallLightningAutomaton","[""Metadata/Effects/Microtransactions/Spells/automaton_ball_lightning/ball.ao""]","[""ball""]","[""end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
961,"Metadata/Projectiles/LancingSteelNewProjectileTemple","[""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj01.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj02.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj03.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj04.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj05.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj06.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj07.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj08.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj09.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj010.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj012.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj013.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj014.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj015.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj016.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj018.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj019.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj020.ao"",""Metadata/Effects/Spells/LancingSteelTemple/projectiles/shardproj021.ao""]",[],[],2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,30,0,"","",30,0,100,100,0,[],"",[]
962,"Metadata/Projectiles/ShatteringSteelProjectileTemple","[""Metadata/Effects/Spells/shattering_steel_Temple/shattering_steel_proj.ao""]",[],[],3500,"",2,"","","Metadata/Projectiles/Projectile",1,4816,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
963,"Metadata/Projectiles/HeistRobotTotemFire","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/totem/fire_projectile.ao""]","[""loop""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
964,"Metadata/Projectiles/HeistRobotTotemCold","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/totem/ice_projectile.ao""]","[""loop""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
965,"Metadata/Projectiles/HeistNenetArrow","[""Metadata/NPC/League/Heist/Nenet/attachments/NenetArrowHeld.ao""]",[],[],3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",50,80,0,20,"","",0,100,100,100,0,[],"",[]
966,"Metadata/Projectiles/HeistIslaMortar","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Isla/sulphur_bomb.ao""]","[""mortar""]",[],700,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
967,"Metadata/Projectiles/HeistScienceCanisterDetonationBall","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/detonate_proj.ao""]","[""loop""]","[""end""]",600,1,1,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
968,"Metadata/Projectiles/HeistGiannaBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Niles/b_projectile/b_projectile.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
969,"Metadata/Projectiles/HeistThugTrapperEnsnaringTotemMortar","[""Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/trapper_miniboss/totem_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
970,"Metadata/Projectiles/HeistNilesBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Gianna/projectile.ao""]","[""loop""]","[""end""]",5000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
971,"Metadata/Projectiles/HeistRobotStormcallerShockRifleBall","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/stormcaller_golem/shock_rifle_proj.ao""]","[""projectile""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
972,"Metadata/Projectiles/HeistNenetArrowGlow","[""Metadata/NPC/League/Heist/Nenet/attachments/NenetArrowFlight.ao""]",[],[],3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","Metadata/NPC/League/Heist/Nenet/attachments/NenetArrowHeld.ao","",50,80,0,20,"","",0,100,100,100,0,[],"",[]
973,"Metadata/Projectiles/HeistTurretDamageMortarMilitary","[""Metadata/Effects/Spells/monsters_effects/League_Heist/turret/mortar/projectile_Military.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
974,"Metadata/Projectiles/HeistTurretDamageMortarRobot","[""Metadata/Effects/Spells/monsters_effects/League_Heist/turret/mortar/projectile_Robot.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
975,"Metadata/Projectiles/HeistTurretDamageMortarCultist","[""Metadata/Effects/Spells/monsters_effects/League_Heist/turret/mortar/projectile_Science.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
976,"Metadata/Projectiles/HeistTurretDamageMortarThug","[""Metadata/Effects/Spells/monsters_effects/League_Heist/turret/mortar/projectile_Thugs.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
977,"Metadata/Projectiles/HeistTurretNetMortar","[""Metadata/Effects/Spells/monsters_effects/League_Heist/turret/net/net_Military.ao""]","[""throw""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
978,"Metadata/Projectiles/HeistTurretNetMortarRobot","[""Metadata/Effects/Spells/monsters_effects/League_Heist/turret/net/net_Robot.ao""]","[""throw""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
979,"Metadata/Projectiles/HeistTurretTarMortarThug","[""Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/torch/oil_mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
980,"Metadata/Projectiles/HeistTurretTarMortarCultist","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/canister_yellow.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
981,"Metadata/Projectiles/HeistRobotAutomatonBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/robot_automaton/proj.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
982,"Metadata/Projectiles/HeistRobotAutomatonDoomProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/robot_automaton/doomprojectile.ao""]",[],"[""impact""]",400,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
983,"Metadata/Projectiles/HeistRobotClockworkGolemBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/clockwork_golem/ice_proj.ao""]","[""loop""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
984,"Metadata/Projectiles/HeistRobotClockworkGolemMortarProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/clockwork_golem/ice_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
985,"Metadata/Projectiles/HeistCultistStaffProjectileRed","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/staff_proj/staff_proj_red.ao""]","[""proj""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
986,"Metadata/Projectiles/HeistCultistStaffProjectileGreen","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/staff_proj/staff_proj_green.ao""]","[""proj""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
987,"Metadata/Projectiles/HeistCultistStaffProjectileYellow","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/staff_proj/staff_proj_yellow.ao""]","[""proj""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
988,"Metadata/Projectiles/HeistThugEnsnaringTotemArrow","[""Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/trapper_miniboss/harpoon_flying.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/trapper_miniboss/harpoon_stuck.ao","Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/trapper_miniboss/harpoon_bounce.ao",0,80,0,20,"","",0,100,100,100,0,[],"",[]
989,"Metadata/Projectiles/HiddenBlade","[""Metadata/Effects/Spells/secret_blade/secret_blade.ao""]","[""rotate""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
990,"Metadata/Projectiles/HeistTwinsVicBasicShot","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/projectiles/FireBolt.ao""]",[],[],2500,"",2,"","","Metadata/Projectiles/Projectile",1,4910,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
991,"Metadata/Projectiles/HeistTwinsVinBasicShot","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/projectiles/IceBolt.ao""]",[],[],2500,"",2,"","","Metadata/Projectiles/Projectile",1,4911,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
992,"Metadata/Projectiles/HeistTwinsVicSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vic/fire_snipe.ao""]","[""snipe_01""]","[""slam_01""]",4000,"",2,"","","Metadata/Projectiles/Projectile",1,4793,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
993,"Metadata/Projectiles/HeistTwinsVinSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vin/ice_snipe.ao""]","[""snipe_01""]","[""slam_01""]",4000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
994,"Metadata/Projectiles/HeistTwinsTotemFire","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/ballistas/fire_proj.ao""]","[""proj1""]",[],2000,1,2,"","","Metadata/Projectiles/Projectile",1,4787,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
995,"Metadata/Projectiles/HeistTwinsTotemIce","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/ballistas/cold_proj.ao""]","[""proj1""]",[],2000,1,2,"","","Metadata/Projectiles/Projectile",1,4788,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
996,"Metadata/Projectiles/HeistAdmiralDashMortars","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/admiralDarnaw/dash_mortar.ao""]","[""mortar""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
997,"Metadata/Projectiles/HeistAdmiralCannonball","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/admiralDarnaw/cannonball.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
998,"Metadata/Projectiles/HeistFreidrichGroundMortar","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_01.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
999,"Metadata/Projectiles/HeistFreidrichGroundMortar2","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_02.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1000,"Metadata/Projectiles/HeistFreidrichGroundMortar3","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_03.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1001,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",100,0,0,0,"","",0,0,70,80,0,[],"",[]
1002,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage2","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",100,0,0,0,"","",0,0,80,90,0,[],"",[]
1003,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage3","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",100,0,0,0,"","",0,0,90,100,0,[],"",[]
1004,"Metadata/Projectiles/OilArrow","[""Metadata/Effects/Spells/oil_arrow/arrow_oil.ao""]",[],[],3260,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",100,100,100,100,0,[],"",[]
1005,"Metadata/Projectiles/SpikerBullFireball","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SpikerBull/mortar.ao""]","[""animate""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1006,"Metadata/Projectiles/IceSaplingIcePrisonSpike","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal01.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal02.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal03.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal04.ao""]",[],"[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1007,"Metadata/Projectiles/IceSaplingOrbMortar","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_orb_iceMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,2,[],"",[]
1008,"Metadata/Projectiles/IceSaplingOrbMortarBlood","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_orb_bloodMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,2,[],"",[]
1009,"Metadata/Projectiles/SwampBehemothMortar","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_mortar_spam.ao""]","[""mortar_01"",""mortar_02"",""mortar_03"",""mortar_04""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1010,"Metadata/Projectiles/Tree","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_boulder.ao""]",[],"[""end""]",2500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1011,"Metadata/Projectiles/SpikerBullSpike","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SpikerBull/spike_proj.ao""]","[""loop""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1012,"Metadata/Projectiles/BrutalPirateLordSpellProjectile","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/soul_bolt.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",1,4986,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1013,"Metadata/Projectiles/DominusBloodBall","[""Metadata/Effects/Spells/monsters_effects/act1/birdman/bird_bloodball_mortar_with_impact.ao""]","[""animate""]",[],750,1,0,1,"","Metadata/Projectiles/Projectile",5,"",0,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1014,"Metadata/Projectiles/MortarMoltenGroundLava","[""Metadata/Effects/Spells/monsters_effects/molten_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1015,"Metadata/Projectiles/RitualMiniMeteor","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/fire_ritual/ritual_fire_meteor_mortar.ao""]","[""mortar_01"",""mortar_02"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1016,"Metadata/Projectiles/RitualChaosProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/chaos_ritual/ritual_chaos_projectile.ao""]","[""chaos_projectile_01""]","[""impact_01""]",600,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1017,"Metadata/Projectiles/IceSaplingIcePrisonSpikeOrb","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal01.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal02.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal03.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal04.ao""]",[],"[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1018,"Metadata/Projectiles/HeraldOfAgonyMinionMortarDespair","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony_spider_mortar.ao""]","[""animate""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1019,"Metadata/Projectiles/HeraldOfAgonyMinionSpineDespair","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony_spider_projectile.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1020,"Metadata/Projectiles/VilentaGasMortarFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/oil_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1021,"Metadata/Projectiles/VilentaXMortarFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/barrage_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,3,[],"",[]
1022,"Metadata/Projectiles/WaterDjinnWave","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/water_wave.ao""]","[""animate""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1023,"Metadata/Projectiles/BrutalPirateLordSpellProjectileStandalone","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/soul_bolt.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",1,4986,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1024,"Metadata/Projectiles/ThaumaturgistBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/projectile.ao""]","[""loop""]","[""impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1025,"Metadata/Projectiles/MavenBrainProjectileBlast","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/sml_projectile.ao""]","[""projectile""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1026,"Metadata/Projectiles/MavenBrainLargeProjectileBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectile2/big_projectile.ao""]","[""projectile""]","[""impact""]",300,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,"[""end""]","",[]
1027,"Metadata/Projectiles/MavenBrainSmallProjectileBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/sml_projectile.ao""]","[""projectile""]","[""impact""]",750,"",3,"","","Metadata/Projectiles/Projectile",1,5195,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1028,"Metadata/Projectiles/MavenCannonColdProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/cold_projectiles/c_projectile.ao""]","[""projectile""]","[""impact""]",1500,"",4,"","","Metadata/Projectiles/Projectile",1,5154,4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1029,"Metadata/Projectiles/MavenSuperFireProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/fire_projectiles/f_projectile.ao""]","[""projectile""]","[""impact""]",750,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1030,"Metadata/Projectiles/MavenProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/basic_projectile2/b_projectile2.ao""]","[""projectile""]","[""impact""]",2250,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1031,"Metadata/Projectiles/BoneMortarStandalonePhysBreachBoss","[""Metadata/Effects/Spells/monsters_effects/SkeletonOssuary/bone_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1032,"Metadata/Projectiles/ThaumaturgyVatProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/cauldron_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1033,"Metadata/Projectiles/AutomatonSpark","[""Metadata/Effects/Microtransactions/Spells/spark/Automaton/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",560,1,2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1034,"Metadata/Projectiles/CelestialSpark","[""Metadata/Effects/Microtransactions/Spells/spark/Celestial/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",560,1,2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1035,"Metadata/Projectiles/MavenBrainDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1036,"Metadata/Projectiles/MavenBrainDeceleratingProjectile2","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1037,"Metadata/Projectiles/MavenBrainDeceleratingProjectile3","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1038,"Metadata/Projectiles/UltimatumGuardDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_proj.ao""]","[""projectile_01""]","[""projectile_charge_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",0,"","","","",0,0,0,0,"","",100,100,100,100,0,[],"",[0]
