"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","QuestStateCalcuationKey","i32","i32","i32","i32","rid"
1368,144,4,"[2193,2259,1893]",[],"","","Place the Poisoned Lockpick Before Lockdown",[],0,"[""Place the Poisoned Lockpick where Karst's rival will find it before Lockdown""]",[],[],"",[],0,0,302620,0,8,""
1369,144,5,"[2193,2259,1891]",[],"","","Place the Poisoned Lockpick",[],0,"[""Place the Poisoned Lockpick where Karst's rival will find it""]",[],[],"",[],0,0,302822,0,8,""
1370,144,6,"[2193,2259,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,302892,0,8,""
1371,144,7,"[2193,2259,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,302958,0,8,""
1372,144,8,"[2226,2259]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[835],0,0,303060,0,8,""
1373,144,9,[2226],[],"","","",[],0,"[""Take the Poisoned Lockpicks from Karst""]",[],[],"",[835],0,0,303156,0,8,""
1374,144,10,[2226],[],"","","Talk to Karst",[],0,"[""Talk to Karst in the Rogue Harbour""]",[],[],"",[],0,0,303240,0,8,""
1375,145,0,[],[],"",1,"",[],0,[],[],[],"",[803],0,0,303244,0,8,""
1376,145,1,[2260],[2194],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs""]",[],[],"",[],0,0,303320,0,8,""
1377,145,2,[2260],[],"","","Escape the Facility",[],0,"[""Escape with the Census Records""]",[],[],"",[],0,0,303396,0,8,""
1378,145,3,"[2194,1892]",[],"","","Take the Census Records and Escape",[],0,"[""Take the Census Records and Escape""]",[],[],"",[],0,0,303556,0,8,""
1379,145,4,"[2194,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,303712,0,8,""
1380,145,5,"[2194,1893]",[],"","","Steal the Census Records Before Lockdown",[],0,"[""Steal the Census Records before Lockdown""]",[],[],"",[],0,0,303896,0,8,""
1381,145,6,"[2194,1891]",[],"","","Steal the Census Records",[],0,"[""Steal the Census Records""]",[],[],"",[],0,0,304016,0,8,""
1382,145,7,"[2194,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,304082,0,8,""
1383,145,8,"[2194,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,304144,0,8,""
1384,145,9,[2227],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[836],0,0,304242,0,8,""
1385,145,10,[2227],[],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs in the Rogue Harbour""]",[],[],"",[],0,0,304326,0,8,""
1386,146,0,[],[],"",1,"",[],0,[],[],[],"",[870],0,0,304330,0,8,""
1387,146,1,[],[2195],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs""]",[],[],"",[804],0,0,304376,0,8,""
1388,146,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility\nTalk to Tibbs""]",[],[],"",[804],0,0,304458,0,8,""
1389,146,3,"[2195,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,304614,0,8,""
1390,146,4,"[2195,2261,1893]",[],"","","Place Tibbs' Wealth in the Vault Before Lockdown",[],0,"[""Place Tibbs' Wealth in the Vault before Lockdown""]",[],[],"",[],0,0,304834,0,8,""
1391,146,5,"[2195,2261,1891]",[],"","","Place Tibbs' Wealth in the Vault",[],0,"[""Place Tibbs' Wealth in the Vault""]",[],[],"",[],0,0,304990,0,8,""
1392,146,6,"[2195,2261,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,305060,0,8,""
1393,146,7,"[2195,2261,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,305126,0,8,""
1394,146,8,"[2228,2261]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[837],0,0,305228,0,8,""
1395,146,9,[2228],[],"","","",[],0,"[""Take Tibbs' Wealth from Tibbs""]",[],[],"",[837],0,0,305306,0,8,""
1396,146,10,[2228],[],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs in the Rogue Harbour""]",[],[],"",[],0,0,305390,0,8,""
1397,147,0,[],[],"",1,"",[],0,[],[],[],"",[805],0,0,305394,0,8,""
1398,147,1,[2262],[2196],"","","Talk to Huck",[],0,"[""Talk to Huck""]",[],[],"",[],0,0,305466,0,8,""
1399,147,2,[2262],[],"","","Escape the Facility",[],0,"[""Escape with the Blackguard Personnel Files""]",[],[],"",[],0,0,305566,0,8,""
1400,147,3,"[2196,1892]",[],"","","Take the Blackguard Personnel Files and Escape",[],0,"[""Take the Blackguard Personnel Files and Escape""]",[],[],"",[],0,0,305774,0,8,""
1401,147,4,"[2196,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,305930,0,8,""
1402,147,5,"[2196,1893]",[],"","","Steal the Blackguard Personnel Files Before Lockdown",[],0,"[""Steal the Blackguard Personnel Files before Lockdown""]",[],[],"",[],0,0,306162,0,8,""
1403,147,6,"[2196,1891]",[],"","","Steal the Blackguard Personnel Files",[],0,"[""Steal the Blackguard Personnel Files""]",[],[],"",[],0,0,306330,0,8,""
1404,147,7,"[2196,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,306396,0,8,""
1405,147,8,"[2196,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,306458,0,8,""
1406,147,9,[2229],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[838],0,0,306556,0,8,""
1407,147,10,[2229],[],"","","Talk to Huck",[],0,"[""Talk to Huck in the Rogue Harbour""]",[],[],"",[],0,0,306638,0,8,""
1408,148,0,[],[],"",1,"",[],0,[],[],[],"",[806],0,0,306642,0,8,""
1409,148,1,[2263],[2197],"","","Talk to Huck",[],0,"[""Talk to Huck""]",[],[],"",[],0,0,306686,0,8,""
1410,148,2,[2263],[],"","","Escape the Facility",[],0,"[""Escape with Enoch's Tags""]",[],[],"",[],0,0,306750,0,8,""
1411,148,3,"[2197,1892]",[],"","","Take Enoch's Tags and Escape",[],0,"[""Take Enoch's Tags and Escape""]",[],[],"",[],0,0,306886,0,8,""
1412,148,4,"[2197,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,307042,0,8,""
1413,148,5,"[2197,1893]",[],"","","Find Enoch's Remains Before Lockdown",[],0,"[""Find Enoch's Remains before Lockdown""]",[],[],"",[],0,0,307210,0,8,""
1414,148,6,"[2197,1891]",[],"","","Find Enoch's Remains",[],0,"[""Find Enoch's Remains""]",[],[],"",[],0,0,307314,0,8,""
1415,148,7,"[2197,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,307380,0,8,""
1416,148,8,"[2197,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,307442,0,8,""
1417,148,9,[2230],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[839],0,0,307540,0,8,""
1418,148,10,[2230],[],"","","Talk to Huck",[],0,"[""Talk to Huck in the Rogue Harbour""]",[],[],"",[],0,0,307622,0,8,""
1419,149,0,[],[],"",1,"",[],0,[],[],[],"",[807],0,0,307626,0,8,""
1420,149,1,[2264],[2198],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi""]",[],[],"",[],0,0,307710,0,8,""
1421,149,2,[2264],[],"","","Escape the Facility",[],0,"[""Escape with the Alchemy Supplies""]",[],[],"",[],0,0,307790,0,8,""
1422,149,3,"[2198,1892]",[],"","","Take the Alchemy Supplies and Escape",[],0,"[""Take the Alchemy Supplies and Escape""]",[],[],"",[],0,0,307958,0,8,""
1423,149,4,"[2198,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,308114,0,8,""
1424,149,5,"[2198,1893]",[],"","","Steal the Alchemy Supplies Before Lockdown",[],0,"[""Steal the Alchemy Supplies before Lockdown""]",[],[],"",[],0,0,308306,0,8,""
1425,149,6,"[2198,1891]",[],"","","Steal the Alchemy Supplies",[],0,"[""Steal the Alchemy Supplies""]",[],[],"",[],0,0,308434,0,8,""
1426,149,7,"[2198,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,308500,0,8,""
1427,149,8,"[2198,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,308562,0,8,""
1428,149,9,[2231],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[840],0,0,308660,0,8,""
1429,149,10,[2231],[],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi in the Rogue Harbour""]",[],[],"",[],0,0,308748,0,8,""
1430,150,0,[],[],"",1,"",[],0,[],[],[],"",[808],0,0,308752,0,8,""
1431,150,1,[2265],[2199],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi""]",[],[],"",[],0,0,308802,0,8,""
1432,150,2,[2265],[],"","","Escape the Facility",[],0,"[""Escape with the  Fumarole Tar""]",[],[],"",[],0,0,308876,0,8,""
1433,150,3,"[2199,1892]",[],"","","Take the Fumarole Tar and Escape",[],0,"[""Take the  Fumarole Tar and Escape""]",[],[],"",[],0,0,309030,0,8,""
1434,150,4,"[2199,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,309186,0,8,""
1435,150,5,"[2199,1893]",[],"","","Steal the Fumarole Tar Before Lockdown",[],0,"[""Steal the  Fumarole Tar before Lockdown""]",[],[],"",[],0,0,309364,0,8,""
1436,150,6,"[2199,1891]",[],"","","Steal the Fumarole Tar",[],0,"[""Steal the Fumarole Tar""]",[],[],"",[],0,0,309476,0,8,""
1437,150,7,"[2199,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,309542,0,8,""
1438,150,8,"[2199,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,309604,0,8,""
1439,150,9,[2232],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[841],0,0,309702,0,8,""
1440,150,10,[2232],[],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi in the Rogue Harbour""]",[],[],"",[],0,0,309790,0,8,""
1441,151,0,[],[],"",1,"",[],0,[],[],[],"",[809],0,0,309794,0,8,""
1442,151,1,[2266],[2200],"","","Talk to Gianna",[],0,"[""Talk to Gianna""]",[],[],"",[],0,0,309874,0,8,""
1443,151,2,[2266],[],"","","Escape the Facility",[],0,"[""Escape with the Nameless Play Script""]",[],[],"",[],0,0,309962,0,8,""
1444,151,3,"[2200,1892]",[],"","","Take the Nameless Play Script and Escape",[],0,"[""Take the Nameless Play Script and Escape""]",[],[],"",[],0,0,310146,0,8,""
1445,151,4,"[2200,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,310302,0,8,""
1446,151,5,"[2200,1893]",[],"","","Steal the Nameless Play Script Before Lockdown",[],0,"[""Steal the Nameless Play Script before Lockdown""]",[],[],"",[],0,0,310510,0,8,""
1447,151,6,"[2200,1891]",[],"","","Steal the Nameless Play Script",[],0,"[""Steal the Nameless Play Script""]",[],[],"",[],0,0,310654,0,8,""
1448,151,7,"[2200,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,310720,0,8,""
1449,151,8,"[2200,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,310782,0,8,""
1450,151,9,[2233],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[842],0,0,310880,0,8,""
1451,151,10,[2233],[],"","","Talk to Gianna",[],0,"[""Talk to Gianna in the Rogue Harbour""]",[],[],"",[],0,0,310966,0,8,""
1452,152,0,[],[],"",1,"",[],0,[],[],[],"",[810],0,0,310970,0,8,""
1453,152,1,[2267],[2201],"","","Talk to Gianna",[],0,"[""Talk to Gianna""]",[],[],"",[],0,0,311018,0,8,""
1454,152,2,[2267],[],"","","Escape the Facility",[],0,"[""Escape with the Templar Uniforms""]",[],[],"",[],0,0,311098,0,8,""
1455,152,3,"[2201,1892]",[],"","","Take the Templar Uniforms and Escape",[],0,"[""Take the Templar Uniforms and Escape""]",[],[],"",[],0,0,311266,0,8,""
1456,152,4,"[2201,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,311422,0,8,""
1457,152,5,"[2201,1893]",[],"","","Steal the Templar Uniforms Before Lockdown",[],0,"[""Steal the Templar Uniforms before Lockdown""]",[],[],"",[],0,0,311614,0,8,""
1458,152,6,"[2201,1891]",[],"","","Steal the Templar Uniforms",[],0,"[""Steal the Templar Uniforms""]",[],[],"",[],0,0,311742,0,8,""
1459,152,7,"[2201,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,311808,0,8,""
1460,152,8,"[2201,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,311870,0,8,""
1461,152,9,[2234],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[843],0,0,311968,0,8,""
1462,152,10,[2234],[],"","","Talk to Gianna",[],0,"[""Talk to Gianna in the Rogue Harbour""]",[],[],"",[],0,0,312054,0,8,""
1463,153,0,[],[],"",1,"",[],0,[],[],[],"",[811],0,0,312058,0,8,""
1464,153,1,[2268],[2202],"","","Talk to Tullina",[],0,"[""Talk to Tullina""]",[],[],"",[],0,0,312142,0,8,""
1465,153,2,[2268],[],"","","Escape the Facility",[],0,"[""Escape with Merveil's Wedding Dress""]",[],[],"",[],0,0,312228,0,8,""
1466,153,3,"[2202,1892]",[],"","","Take Merveil's Wedding Dress and Escape",[],0,"[""Take Merveil's Wedding Dress and Escape""]",[],[],"",[],0,0,312408,0,8,""
1467,153,4,"[2202,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,312564,0,8,""
1468,153,5,"[2202,1893]",[],"","","Steal Merveil's Wedding Dress Before Lockdown",[],0,"[""Steal Merveil's Wedding Dress before Lockdown""]",[],[],"",[],0,0,312768,0,8,""
1469,153,6,"[2202,1891]",[],"","","Steal Merveil's Wedding Dress",[],0,"[""Steal Merveil's Wedding Dress""]",[],[],"",[],0,0,312908,0,8,""
1470,153,7,"[2202,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,312974,0,8,""
1471,153,8,"[2202,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,313036,0,8,""
1472,153,9,[2235],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[844],0,0,313134,0,8,""
1473,153,10,[2235],[],"","","Talk to Tullina",[],0,"[""Talk to Tullina in the Rogue Harbour""]",[],[],"",[],0,0,313222,0,8,""
1474,154,0,[],[],"",1,"",[],0,[],[],[],"",[879],0,0,313226,0,8,""
1475,154,1,[],[2203],"","","Talk to Tullina",[],0,"[""Talk to Tullina""]",[],[],"",[812],0,0,313276,0,8,""
1476,154,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility\nTalk to Tullina""]",[],[],"",[812],0,0,313362,0,8,""
1477,154,3,"[2203,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,313518,0,8,""
1478,154,4,"[2203,2269,1893]",[],"","","Return the Engagement Ring before Lockdown",[],0,"[""Return the Engagement Ring before Lockdown""]",[],[],"",[],0,0,313714,0,8,""
1479,154,5,"[2203,2269,1891]",[],"","","Return the Engagement Ring",[],0,"[""Return the Engagement Ring""]",[],[],"",[],0,0,313846,0,8,""
1480,154,6,"[2203,2269,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,313916,0,8,""
1481,154,7,"[2203,2269,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,313982,0,8,""
1482,154,8,"[2236,2269]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[845],0,0,314084,0,8,""
1483,154,9,[2236],[],"","","",[],0,"[""Take the Engagement Ring from Tullina""]",[],[],"",[845],0,0,314178,0,8,""
1484,154,10,[2236],[],"","","Talk to Tullina",[],0,"[""Talk to Tullina in the Rogue Harbour""]",[],[],"",[],0,0,314266,0,8,""
1485,155,0,[],[],"",1,"",[],0,[],[],[],"",[813],0,0,314270,0,8,""
1486,155,1,[2270],[2204],"","","Talk to Niles",[],0,"[""Talk to Niles""]",[],[],"",[],0,0,314346,0,8,""
1487,155,2,[2270],[],"","","Escape the Facility",[],0,"[""Escape with the Thought Extractor""]",[],[],"",[],0,0,314428,0,8,""
1488,155,3,"[2204,1892]",[],"","","Take the Thought Extractor and Escape",[],0,"[""Take the Thought Extractor and Escape""]",[],[],"",[],0,0,314600,0,8,""
1489,155,4,"[2204,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,314756,0,8,""
1490,155,5,"[2204,1893]",[],"","","Steal the Thought Extractor Before Lockdown",[],0,"[""Steal the Thought Extractor before Lockdown""]",[],[],"",[],0,0,314952,0,8,""
1491,155,6,"[2204,1891]",[],"","","Steal the Thought Extractor",[],0,"[""Steal the Thought Extractor""]",[],[],"",[],0,0,315084,0,8,""
1492,155,7,"[2204,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,315150,0,8,""
1493,155,8,"[2204,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,315212,0,8,""
1494,155,9,[2237],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[846],0,0,315310,0,8,""
1495,155,10,[2237],[],"","","Talk to Niles",[],0,"[""Talk to Niles in the Rogue Harbour""]",[],[],"",[],0,0,315394,0,8,""
1496,156,0,[],[],"",1,"",[],0,[],[],[],"",[814],0,0,315398,0,8,""
1497,156,1,[2271],[2205],"","","Talk to Niles",[],0,"[""Talk to Niles""]",[],[],"",[],0,0,315444,0,8,""
1498,156,2,[2271],[],"","","Escape the Facility",[],0,"[""Escape with Viridi's Finger""]",[],[],"",[],0,0,315514,0,8,""
1499,156,3,"[2205,1892]",[],"","","Take Viridi's Finger and Escape",[],0,"[""Take Viridi's Finger and Escape""]",[],[],"",[],0,0,315662,0,8,""
1500,156,4,"[2205,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,315818,0,8,""
1501,156,5,"[2205,1893]",[],"","","Steal Viridi's Finger Before Lockdown",[],0,"[""Steal Viridi's Finger before Lockdown""]",[],[],"",[],0,0,315990,0,8,""
1502,156,6,"[2205,1891]",[],"","","Steal Viridi's Finger",[],0,"[""Steal Viridi's Finger""]",[],[],"",[],0,0,316098,0,8,""
1503,156,7,"[2205,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,316164,0,8,""
1504,156,8,"[2205,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,316226,0,8,""
1505,156,9,[2238],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[847],0,0,316324,0,8,""
1506,156,10,[2238],[],"","","Talk to Niles",[],0,"[""Talk to Niles in the Rogue Harbour""]",[],[],"",[],0,0,316408,0,8,""
1507,157,0,[],[],"",1,"",[],0,[],[],[],"",[815],0,0,316412,0,8,""
1508,157,1,[2272],[2206],"","","Talk to Nenet",[],0,"[""Talk to Nenet""]",[],[],"",[],0,0,316488,0,8,""
1509,157,2,[2272],[],"","","Escape the Facility",[],0,"[""Escape with the Book of Jamanra""]",[],[],"",[],0,0,316566,0,8,""
1510,157,3,"[2206,1892]",[],"","","Take the Book of Jamanra and Escape",[],0,"[""Take the Book of Jamanra and Escape""]",[],[],"",[],0,0,316730,0,8,""
1511,157,4,"[2206,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,316886,0,8,""
1512,157,5,"[2206,1893]",[],"","","Steal the Book of Jamanra Before Lockdown",[],0,"[""Steal the Book of Jamanra Before Lockdown""]",[],[],"",[],0,0,317074,0,8,""
1513,157,6,"[2206,1891]",[],"","","Steal the Book of Jamanra",[],0,"[""Steal the Book of Jamanra""]",[],[],"",[],0,0,317198,0,8,""
1514,157,7,"[2206,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,317264,0,8,""
1515,157,8,"[2206,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,317326,0,8,""
1516,157,9,[2239],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[848],0,0,317424,0,8,""
1517,157,10,[2239],[],"","","Talk to Nenet",[],0,"[""Talk to Nenet in the Rogue Harbour""]",[],[],"",[],0,0,317508,0,8,""
1518,158,0,[],[],"",1,"",[],0,[],[],[],"",[883],0,0,317512,0,8,""
1519,158,1,[],[],"","","Talk to Nenet",[],0,"[""Talk to Nenet""]",[],[],"",[816],0,0,317554,0,8,""
1520,158,2,"[2207,2289]",[],"","","Defeat Jamanra the Great",[],0,"[""Defeat Jamanra the Great""]",[],[],"",[],0,0,317674,0,8,""
1521,158,3,"[2207,1891]",[],"","","Find and Defeat Jamanra the Great",[],0,"[""Find and Defeat Jamanra the Great""]",[],[],"",[],0,0,317830,0,8,""
1522,158,4,"[2207,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,317896,0,8,""
1523,158,5,"[2207,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,317958,0,8,""
1524,158,6,[2240],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[849],0,0,318056,0,8,""
1525,158,7,[2240],[],"","","Talk to Nenet",[],0,"[""Talk to Nenet in the Rogue Harbour""]",[],[],"",[],0,0,318140,0,8,""
1526,159,0,[],[],"",1,"",[],0,[],[],[],"",[817],0,0,318144,0,8,""
1527,159,1,[2274],[2208],"","","Talk to Isla",[],0,"[""Talk to Isla""]",[],[],"",[],0,0,318216,0,8,""
1528,159,2,[2274],[],"","","Escape the Facility",[],0,"[""Escape with the Pile of Inexplicable Junk""]",[],[],"",[],0,0,318314,0,8,""
1529,159,3,"[2208,1892]",[],"","","Take the Pile of Inexplicable Junk and Escape",[],0,"[""Take the Pile of Inexplicable Junk and Escape""]",[],[],"",[],0,0,318518,0,8,""
1530,159,4,"[2208,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,318674,0,8,""
1531,159,5,"[2208,1893]",[],"","","Steal the Pile of Inexplicable Junk Before Lockdown",[],0,"[""Steal the Pile of Inexplicable Junk Before Lockdown""]",[],[],"",[],0,0,318902,0,8,""
1532,159,6,"[2208,1891]",[],"","","Steal the Pile of Inexplicable Junk",[],0,"[""Steal the Pile of Inexplicable Junk""]",[],[],"",[],0,0,319066,0,8,""
1533,159,7,"[2208,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,319132,0,8,""
1534,159,8,"[2208,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,319194,0,8,""
1535,159,9,[2241],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[850],0,0,319292,0,8,""
1536,159,10,[2241],[],"","","Talk to Isla",[],0,"[""Talk to Isla in the Rogue Harbour""]",[],[],"",[],0,0,319374,0,8,""
1537,160,0,[],[],"",1,"",[],0,[],[],[],"",[818],0,0,319378,0,8,""
1538,160,1,[2275],[2209],"","","Talk to Isla",[],0,"[""Talk to Isla""]",[],[],"",[],0,0,319422,0,8,""
1539,160,2,[2275],[],"","","Escape the Facility",[],0,"[""Escape with the Baffling Blueprints""]",[],[],"",[],0,0,319508,0,8,""
1540,160,3,"[2209,1892]",[],"","","Take the Baffling Blueprints and Escape",[],0,"[""Take the Baffling Blueprints and Escape""]",[],[],"",[],0,0,319688,0,8,""
1541,160,4,"[2209,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,319844,0,8,""
1542,160,5,"[2209,1893]",[],"","","Steal the Baffling Blueprints Before Lockdown",[],0,"[""Steal the Baffling Blueprints before Lockdown""]",[],[],"",[],0,0,320048,0,8,""
1543,160,6,"[2209,1891]",[],"","","Steal the Baffling Blueprints",[],0,"[""Steal the Baffling Blueprints""]",[],[],"",[],0,0,320188,0,8,""
1544,160,7,"[2209,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,320254,0,8,""
1545,160,8,"[2209,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,320316,0,8,""
1546,160,9,[2242],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[851],0,0,320414,0,8,""
1547,160,10,[2242],[],"","","Talk to Isla",[],0,"[""Talk to Isla in the Rogue Harbour""]",[],[],"",[],0,0,320496,0,8,""
1548,161,0,[],[],"",1,"",[],0,[],[],[],"",[886],0,0,320500,0,8,""
1549,161,1,[],[],"","","Talk to Isla",[],0,"[""Talk to Isla""]",[],[],"",[819],0,0,320540,0,8,""
1550,161,2,"[2210,2289]",[],"","","Defeat The Unbreakable",[],0,"[""Defeat The Unbreakable""]",[],[],"",[],0,0,320652,0,8,""
1551,161,3,"[2210,1891]",[],"","","Find and defeat The Unbreakable",[],0,"[""Find and defeat The Unbreakable""]",[],[],"",[],0,0,320800,0,8,""
1552,161,4,"[2210,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,320866,0,8,""
1553,161,5,"[2210,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,320928,0,8,""
1554,161,6,[2243],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[852],0,0,321026,0,8,""
1555,161,7,[2243],[],"","","Talk to Isla",[],0,"[""Talk to Isla in the Rogue Harbour""]",[],[],"",[],0,0,321108,0,8,""
1556,162,0,[],[],"",1,"",[],0,[],[],[],"",[820],0,0,321112,0,8,""
