"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","i32","BelongsActiveSkillsKey","rid","bool","bool","IsScalable","ContextFlags"
13368,"map_sulphite_+_on_defeating_map_boss_yellow","","","",3,"","","","","","","",-2085163426,[],"","","",1,[]
13369,"map_sulphite_+_on_defeating_map_boss_red","","","",3,"","","","","","","",1762838526,[],"","","",1,[]
13370,"map_always_gain_master_id_instead_of_others","","","",3,"","","","","","","",1313860799,[],"","","",1,[]
13371,"map_chance_for_area_%_to_contain_breach","","","",1,"","","","","","","",-2126791842,[],"","","",1,[]
13372,"map_breach_bosses_drop_double_splinters","","","",4,"","","","","","","",1323042530,[],"","","",1,[]
13373,"map_chance_for_breaches_to_contain_boss_+%","","","",1,"","","","","","","",-1079731675,[],"","","",1,[]
13374,"map_chance_for_breaches_to_be_chayula_+%","","","",1,"","","","","","","",-912111715,[],"","","",1,[]
13375,"map_chance_for_breach_bosses_to_drop_breachstone_%","","","",1,"","","","","","","",1657613298,[],"","","",1,[]
13376,"map_breach_monster_granted_experience_+%","","","",1,"","","","","","","",1134797539,[],"","","",1,[]
13377,"map_breach_size_+%","","","",1,"","","","","","","",1906210454,[],"","","",1,[]
13378,"map_breaches_contains_additional_large_chest_%","","","",1,"","","","","","","",-1834116306,[],"","","",1,[]
13379,"map_breaches_num_additional_chests_to_spawn","","","",3,"","","","","","","",49221182,[],"","","",1,[]
13380,"map_chance_for_breachstone_from_boss_to_be_pure_%","","","",1,"","","","","","","",-398434612,[],"","","",1,[]
13381,"map_chance_for_breachstone_from_boss_to_be_enriched_%","","","",1,"","","","","","","",-679422376,[],"","","",1,[]
13382,"map_chance_for_breachstone_from_boss_to_be_charged_%","","","",1,"","","","","","","",-1302165395,[],"","","",1,[]
13383,"map_chance_for_area_%_to_contain_harvest","","","",1,"","","","","","","",-1229200291,[],"","","",1,[]
13384,"map_harvest_num_additional_plots","","","",3,"","","","","","","",-1403844158,[],"","","",1,[]
13385,"map_harvest_seeds_%_chance_to_spawn_additional_monster","","","",1,"","","","","","","",1731703547,[],"","","",1,[]
13386,"map_harvest_monster_granted_experience_+%","","","",1,"","","","","","","",444339689,[],"","","",1,[]
13387,"map_harvest_plots_%_chance_to_spawn_tier4_seed","","","",1,"","","","","","","",696083697,[],"","","",1,[]
13388,"map_harvest_seeds_%_chance_to_grant_additional_craft","","","",1,"","","","","","","",-1713278383,[],"","","",1,[]
13389,"map_harvest_double_item_quant_and_rarity_bonuses_for_seeds","","","",4,"","","","","","","",312076654,[],"","","",1,[]
13390,"map_harvest_chance_for_oshabi_+%","","","",1,"","","","","","","",-1049347222,[],"","","",1,[]
13391,"map_harvest_chance_for_other_plot_to_not_wither_%","","","",1,"","","","","","","",1680950803,[],"","","",1,[]
13392,"mark_skills_curse_effect_+%","","","",1,"","","","","","","",-2009767951,[],"","","",1,[]
13393,"damage_taken_+%_final_from_enemies_near_marked_enemy","","","",1,"","","","","","","",178626631,[],"","","",1,[]
13394,"combined_conditional_damage_taken_+%_final","","","",1,"","","","","","","",-813453118,[],"","","",1,[]
13395,"marks_you_inflict_remain_after_death","","","",4,"","","","","","","",-1449170058,[],"","","",1,[]
13396,"maximum_fanaticism_charges","","","",3,"","","","","","",1,290596295,[],"","","",1,[]
13397,"current_fanaticism_charges","","","",3,"","",1,"","","",1,588542150,[],"","","",1,[]
13398,"fanaticism_hand_cast_area_of_effect_+%","","","",1,"","",1,"","","",1,-482696975,[],"","","",1,[]
13399,"fanaticism_hand_cast_speed_+%_final","","","",1,"","",1,"","","",1,-902399455,[],"","","",1,[]
13400,"track_have_attacked_recently","","","",4,"","","",1,"","","",1102554192,[],"","","",1,[36]
13401,"have_attacked_recently","","","",4,"","","","","","","",1149994812,[],"","","",1,[]
13402,"gain_x_fanatic_charges_every_second_if_have_attacked_in_past_second","","","",3,"","","","","","","",-1598619099,[],"","","",1,[]
13403,"attack_minimum_added_lightning_damage_per_200_accuracy_rating","","","",3,"","","","","","","",2079206930,[],"","","",1,[]
13404,"attack_maximum_added_lightning_damage_per_200_accuracy_rating","","","",3,"","","","","","","",2021872281,[],"","","",1,[]
13405,"ignite_damage_+%_final_if_hit_highest_fire","","","",1,"","","","","","","",1307344787,[],"","","",1,[]
13406,"blood_stance_ailment_damage_+%","","","",1,"","","","","","","",-1601529237,[],"","","",1,[]
13407,"melee_cold_damage_+%_per_frenzy_charge","","","",1,"","","","","","","",1714983134,[],"","","",1,[]
13408,"attack_speed_+%_for_non_minions","","","",1,"","","","","","","",-357665905,[],"",1,"",1,[]
13409,"damage_+%_if_enemy_shattered_recently","","","",1,"","","","","","","",1698652113,[],"","","",1,[]
13410,"attack_damage_+%_for_non_minions","","","",1,"","","","","","","",1969957302,[],"",1,"",1,[]
13411,"stable_combined_all_damage_+%","","","",1,"","","",1,"","","",-611628232,[],"","","",1,[10]
13412,"stable_combined_all_damage_+%_final","","","",1,"","","",1,"","","",1150216405,[],"","","",1,[11]
13413,"stable_combined_critical_strike_chance_+%","","","",1,"","","",1,"","","",1625416014,[],"","","",1,"[2,3,4]"
13414,"stable_virtual_critical_strike_multiplier_+","","","",3,"","","",1,"","","",2003104837,[],"","","",1,"[2,3,4]"
13415,"stable_combined_attack_speed_+%","","","",1,"","","",1,"","","",-154900432,[],"","","",1,[21]
13416,"stable_skill_area_of_effect_+%","","","",1,"","","",1,"","","",1326953129,[],"","","",1,[31]
13417,"stable_combined_attack_and_cast_speed_+%","","","",1,"","","",1,"","","",-44347670,[],"","","",1,[25]
13418,"gale_force_stacks","","","",3,"","","","","","","",27086392,[],"","","",1,[]
13419,"virtual_tailwind_effect_on_self_+%",1,"","",1,"","","",1,"","","",-613188142,[],"","","",1,[]
13420,"damage_taken_+%_final_per_gale_force","","","",1,"","","","","","","",1292967479,[],"","","",1,[]
13421,"lose_all_gale_force_when_hit","","","",4,"","","","","","","",-1557929582,[],"","","",1,[]
13422,"hidden_monster_disallow_daemon_ai","","","",4,"","","","","","","",-125510971,[],"","","",1,[]
13423,"elemental_penetration_%_from_resonance","","","",1,"","","",1,"","",1,961045256,[],"","","",1,[]
13424,"firewall_team","","","",3,"","","","","","","",-2033820768,[],"","","",1,[]
13425,"firewall_minimum_added_fire_damage","","","",3,"","","","","","","",1147604739,[],"","","",1,[]
13426,"firewall_maximum_added_fire_damage","","","",3,"","","","","","","",1785278720,[],"","","",1,[]
13427,"left_ring_is_magic_item","","","",4,"","","","","","","",1657347286,[],"","","",1,[]
13428,"right_ring_is_magic_item","","","",4,"","","","","","","",-1978968578,[],"","","",1,[]
13429,"virtual_hexproof",1,"","",4,"","",1,1,"","",1,-897804913,[],"","","",1,[]
13430,"hexproof_if_right_ring_is_magic_item","","","",4,"","","","","","","",-1750974958,[],"","","",1,[]
13431,"self_take_no_extra_damage_from_critical_strikes_if_left_ring_is_magic_item","","","",4,"","","","","","","",256692111,[],"","","",1,[]
13432,"gain_sacrificial_zeal_on_skill_use_%_cost_as_damage_per_minute","","","",1,"","","","","","","",1705024407,[],"","","",1,[]
13433,"overwhelm_phys_reduction_%_while_have_sacrificial_zeal","","","",1,"","","","","","","",-1121419170,[],"","","",1,[]
13434,"has_sacrificial_zeal","","","",4,"","","","","","","",-1502792593,[],"","","",1,[]
13435,"base_physical_damage_taken_per_minute_unaffected_by_level_scaling","","","",3,"","","","","","","",632443427,[],"","","",1,[]
13436,"fanaticism_hand_cast_mana_cost_+%","","","",1,"","",1,"","","",1,-1343174522,[],"","","",1,[]
13437,"gain_fanaticism_for_4_seconds_on_reaching_maximum_fanatic_charges","","","",4,"","","","","","","",294195946,[],"","","",1,[]
13438,"lose_all_fanatic_charges_on_reaching_maximum_fanatic_charges","","","",4,"","","","","","","",-1580383485,[],"","","",1,[]
13439,"boots_implicit_accuracy_rating_+%_final","","","",1,"","","","","","","",1620235729,[],"","","",1,[]
13440,"rupture_debuff_bleeding_damage_taken_+%_final","","","",1,"","","","","","","",665869378,[],"","","",1,[]
13441,"rupture_debuff_bleeding_time_passed_+%_final",1,"","",1,"","",1,"","","",1,-527207664,[],"","","",1,[]
13442,"critical_strikes_that_inflict_bleeding_also_rupture","","","",4,"","","","","","","",630728353,[],"","","",1,[]
13443,"architect_blood_beam_rotation_%_per_second","","","",1,"","",1,"","","",1,333711222,[],"","","",1,[]
13444,"local_display_socketed_gems_exposure_on_hit","",1,"",4,"","","","","","","",1792100864,[],"","","","",[]
13445,"is_unhinged","","","",4,"","",1,"","","",1,-2050008539,[],"","","",1,[]
13446,"physical_and_chaos_damage_taken_+%_final_while_not_unhinged","","","",1,"","","","","","","",325339704,[],"","","",1,[]
13447,"regenerate_%_life_over_1_second_when_hit_while_not_unhinged","","","",1,"","","","","","","",432266446,[],"","","",1,[]
13448,"enemies_explode_on_kill_while_unhinged","","","",4,"","","","","","","",-2068867115,[],"","","",1,[]
13449,"virtual_enemies_explode_on_kill","","","",4,"","","",1,"","","",-951805275,[],"","","",1,[]
13450,"local_display_grants_skill_unhinge_level","",1,"",3,"","","","","","","",-1794757037,[],"","","","",[]
13451,"is_water_sphere_owner_id","","","",3,"","",1,"","","",1,-1382674407,[],"","","",1,[]
13452,"base_off_hand_damage_+%","","","",3,"","","","","","","",-626885866,[],"","","",1,[]
13453,"chance_to_gain_skill_cost_as_mana_when_paid_%","","","",1,"","","","","","","",-757735544,[],"","","",1,[]
13454,"warcry_cooldown_modifier_ms",1,"","",3,"","","","","","",1,1125390959,[],"","","",1,[]
13455,"local_display_self_crushed","",1,"",4,"","","","","","","",649547234,[],"","","","",[]
13456,"active_skill_knockback_speed_+%_final",1,"","",1,"","",1,"","","",1,-1115203932,[],"","","",1,[]
13457,"knockback_speed_+%",1,"","",1,"","",1,1,"","",1,1695063228,[],"","","",1,[]
13458,"additional_block_%_against_frontal_attacks","","","",1,"","",1,"","","",1,115521185,[],"","","",1,[]
13459,"inquisitor_attack_damage_+%_final_per_non_instant_spell_cast_in_8_seconds_max_30%","","","",1,"","","","","","","",-2115844401,[],"","","",1,[]
13460,"inquisitor_attack_damage_+%_final_from_casting_spells","","","",1,"","","",1,"","","",681510655,[],"","","",1,[]
13461,"track_number_of_non_instant_spells_cast_in_past_8_seconds","","","",4,"","","",1,"","","",357654253,[],"","","",1,[]
13462,"number_of_non_instant_spells_cast_in_past_8_seconds","","","",3,"","","","","","","",734316274,[],"","","",1,[]
13463,"spells_you_cast_gain_%_of_base_main_hand_weapon_damage_as_added_spell_damage","","","",1,"","","","","","","",-1879998157,[],1,"","",1,[]
13464,"map_strongbox_item_quantity_+%",1,"","",1,"","","","","","","",-857816881,[],"","","",1,[]
13465,"map_beyond_boss_item_quantity_+%_final",1,"","",1,"","","","","","","",-28079992,[],"","","","",[]
13466,"map_beyond_monsters_damage_taken_+%_final",1,"","",1,"","","","","","","",-634830879,[],"","","",1,[]
13467,"use_unique_blackflame_ignite_effect","","","",4,"","","","","","","",795043326,[],"","","",1,[]
13468,"virtual_ignite_visual_override","","","",3,"","","",1,"","","",-1698847727,[],"","","",1,[]
13469,"curse_auras_also_affect_you",1,"","",4,"","","","","","","",-899975890,[],"","","",1,[]
13470,"local_display_socketed_gems_curse_auras_also_affect_you","",1,"",4,"","","","","","","",-225757457,[],"","","",1,[]
13471,"architect_blood_beam_count","","","",3,"","",1,"","","",1,1613824331,[],"","","",1,[]
13472,"is_ritual_respawned_monster","","","",4,"","",1,"","","",1,-1272332578,[],"","","",1,[]
13473,"recover_es_as_well_as_life_from_life_regeneration","","","",4,"","","","","","","",1611353259,[],"","","",1,[]
13474,"shocked_chilled_effect_on_self_+%","","","",1,"","","","","","","",-325560715,[],2,"","",1,[]
13475,"virtual_chilled_effect_on_self_+%",1,"","",1,"","","",1,"","","",1472256194,[],"","","",1,[]
13476,"virtual_shocked_effect_on_self_+%",1,"","",1,"","","",1,"","","",346343381,[],"","","",1,[]
13477,"combined_life_regeneration_rate_+%","","","",1,"","","",1,"","","",393066716,[],"","","",1,[]
13478,"consecrated_ground_allies_recover_es_as_well_as_life_from_life_regeneration","","","",4,"","","","","","","",2123748246,[],"","","",1,[]
13479,"scorched_earth_ground_scorch_duration_ms",1,"","",3,"","","","","","",1,660415666,[],"","","",1,[]
13480,"elementalist_chill_maximum_magnitude_override","","","",1,"","","","","","","",27152224,[],"","","",1,[]
13481,"scorched_enemies_explode_on_death_for_8%_life_as_fire_degen_chance","","","",1,"","","","","","","",1474467669,[],"","","",1,[]
13482,"map_disable_rare_monsters","","","",4,"","","","","","","",-823560723,[],"","","",1,[]
13483,"attack_speed_+%_if_not_gained_frenzy_charge_recently","","","",1,"","","","","","","",85085713,[],"","","",1,[]
13484,"critical_strike_chance_+%_if_not_gained_power_charge_recently","","","",1,"","","","","","","",-1983758267,[],"","","",1,[]
13485,"frenzy_and_power_charge_add_duration_ms_on_cull","","","",3,"","","","","","","",-1813450311,[],"","","",1,[]
13486,"life_gained_on_cull","","","",3,"","","","","","","",758334688,[],"","","",1,[]
13487,"mana_gained_on_cull","","","",3,"","","","","","","",697278661,[],"","","",1,[]
13488,"have_gained_frenzy_charge_recently","","","",4,"","","","","","","",2009281780,[],"","","",1,[]
13489,"recover_%_maximum_life_on_flask_use","","","",1,"","","","","","","",-1405066526,[],17,"","",1,[]
13490,"local_display_item_found_rarity_+%_for_you_and_nearby_allies","",1,"",1,"","","","","","","",1453283601,[],"","","","",[]
13491,"curse_triggered_by_hextouch","","","",4,"","","","","","","",846866114,[],"","","",1,[]
13492,"current_brutal_charges","","","",3,"","","","","","",1,442722556,[],"","","",1,[]
13493,"maximum_brutal_charges","","","",3,"","","","","","","",294433319,[],"","","",1,[]
13494,"virtual_maximum_brutal_charges",1,"","",3,"","","",1,"","",1,-1951801279,[],"","","",1,[0]
13495,"minimum_brutal_charges",1,"","",3,"","","",1,"","","",1622259306,[],"","","",1,[0]
13496,"current_affliction_charges","","","",3,"","","","","","",1,68431214,[],"","","",1,[]
13497,"maximum_affliction_charges","","","",3,"","","","","","","",1159099989,[],"","","",1,[]
13498,"virtual_maximum_affliction_charges",1,"","",3,"","","",1,"","",1,-1024673990,[],"","","",1,[0]
13499,"minimum_affliction_charges",1,"","",3,"","","",1,"","","",681968576,[],"","","",1,[0]
13500,"current_absorption_charges","","","",3,"","","","","","",1,290640087,[],"","","",1,[]
13501,"maximum_absorption_charges","","","",3,"","","","","","","",-1730782694,[],"","","",1,[]
13502,"virtual_maximum_absorption_charges",1,"","",3,"","","",1,"","",1,1018179997,[],"","","",1,[0]
13503,"minimum_absorption_charges",1,"","",3,"","","",1,"","","",-2039315040,[],"","","",1,[0]
13504,"gain_brutal_charges_instead_of_endurance_charges","","","",4,"","","","","","","",1020875198,[],"","","",1,[]
13505,"gain_affliction_charges_instead_of_frenzy_charges","","","",4,"","","","","","","",100410983,[],"","","",1,[]
13506,"gain_absorption_charges_instead_of_power_charges","","","",4,"","","","","","","",1811354352,[],"","","",1,[]
13507,"modifiers_to_minimum_endurance_charges_instead_apply_to_brutal_charges","","","",4,"","","","","","","",259456494,[],"","","",1,[]
13508,"modifiers_to_minimum_frenzy_charges_instead_apply_to_affliction_charges","","","",4,"","","","","","","",606293306,[],"","","",1,[]
13509,"modifiers_to_minimum_power_charges_instead_apply_to_absorption_charges","","","",4,"","","","","","","",-764913384,[],"","","",1,[]
13510,"maximum_brutal_charges_is_equal_to_maximum_endurance_charges","","","",4,"","","","","","","",-1590447440,[],"","","",1,[]
13511,"maximum_affliction_charges_is_equal_to_maximum_frenzy_charges","","","",4,"","","","","","","",-1936400464,[],"","","",1,[]
13512,"maximum_absorption_charges_is_equal_to_maximum_power_charges","","","",4,"","","","","","","",-207138269,[],"","","",1,[]
13513,"intermediary_minimum_endurance_charges","","","",3,"","","",1,"","","",736447744,[],"","","",1,[0]
13514,"intermediary_minimum_frenzy_charges","","","",3,"","","",1,"","","",-553543179,[],"","","",1,[0]
13515,"intermediary_minimum_power_charges","","","",3,"","","",1,"","","",-2106859335,[],"","","",1,[0]
13516,"chance_to_deal_triple_damage_%_per_brutal_charge","","","",1,"","","","","","",1,1329893319,[],"","","",1,[]
13517,"stun_threshold_+%_per_brutal_charge","","","",1,"","","","","","",1,-508203625,[],"","","",1,[]
13518,"ailment_damage_+%_final_per_affliction_charge","","","",1,"","","","","","",1,1269515578,[],"","","",1,[]
13519,"non_damaging_ailment_effect_+%_final_per_affliction_charge","","","",1,"","","","","","",1,-223328486,[],"","","",1,[]
13520,"elemental_damage_taken_goes_to_energy_shield_over_4_seconds_%_per_absorption_charge","","","",1,"","","","","","",1,927434528,[],"","","",1,[]
13521,"virtual_stun_threshold_+%","","","",1,"","","",1,"","","",-426081422,[],"","","",1,[0]
13522,"virtual_non_damaging_ailment_effect_+%_final","","","",1,"","","",1,"","","",79282587,[],"","","",1,[20]
13523,"base_energy_shield_recovery_per_minute","","","",3,"","","","","","","",-17185478,[],"","","",1,[]
13524,"freeze_ailment_threshold_+%_final","","","",1,"","","","","","","",-1792628237,[],"","","",1,[]
13525,"shock_ailment_threshold_+%_final","","","",1,"","","","","","","",373228935,[],"","","",1,[]
13526,"brittle_ailment_threshold_+%_final","","","",1,"","","","","","","",1064897731,[],"","","",1,[]
13527,"sap_ailment_threshold_+%_final","","","",1,"","","","","","","",-1846760211,[],"","","",1,[]
13528,"combined_conditional_damage_+%_final","","","",1,"","","","","","","",1641862500,[],"","","",1,[]
13529,"hydro_sphere_pulse_frequency_ms","","","",3,"","","",1,"","",1,2026968638,[],"","","",1,[]
13530,"water_sphere_cold_lightning_exposure_%","","","",1,"","","","","","",1,-420151075,[],"","","",1,[]
13531,"water_sphere_does_weird_conversion_stuff","","","",4,"","","","","","",1,-675517181,[],"","","",1,[]
13532,"active_skill_display_suppress_physical_to_cold_damage_conversion","","","",4,"","","","","","",1,808029239,[],"","","",1,[]
13533,"map_league_allow_duplicate_selection_of_league_items","","","",4,"","","","","","","",1643282266,[],"","","",1,[]
13534,"fire_damage_taken_goes_to_life_over_4_seconds_%","","","",1,"","","","","","","",557659374,[],"","","",1,[]
13535,"cold_damage_taken_goes_to_life_over_4_seconds_%","","","",1,"","","","","","","",2017234337,[],"","","",1,[]
13536,"lightning_damage_taken_goes_to_life_over_4_seconds_%","","","",1,"","","","","","","",1608201714,[],"","","",1,[]
13537,"life_recovery_rate_+%_if_havent_killed_recently","","","",1,"","","","","","","",1259148153,[],"","","",1,[]
13538,"mana_recovery_rate_+%_if_havent_killed_recently","","","",1,"","","","","","","",-1902800352,[],"","","",1,[]
13539,"energy_shield_recovery_rate_+%_if_havent_killed_recently","","","",1,"","","","","","","",-1110697868,[],"","","",1,[]
13540,"spell_critical_strike_chance_+%_if_removed_maximum_number_of_seals","","","",1,"","","","","","","",-1385089702,[],"","","",1,[]
13541,"attack_and_cast_speed_+%_if_havent_been_hit_recently","","","",1,"","","","","","","",1114724962,[],"","","",1,[]
13542,"attack_speed_+%_while_not_on_low_mana","","","",1,"","","","","","","",-584929928,[],"","","",1,[]
13543,"unaffected_by_chill",1,"","",4,"","","","","","","",2063078313,[],"","","",1,[]
13544,"area_of_effect_+%_if_culled_recently","","","",1,"","","","","","","",-196205649,[],"","","",1,[]
13545,"track_have_culled_recently","","","",4,"","","",1,"","","",-959535454,[],"","","",1,[36]
13546,"have_culled_recently","","","",4,"","","","","","","",597695846,[],"","","",1,[]
13547,"damage_+%_if_have_been_ignited_recently","","","",1,"","","","","","","",1448597366,[],"","","",1,[]
13548,"damage_taken_+%_if_have_been_frozen_recently","","","",1,"","","","","","","",906486701,[],"","","",1,[]
13549,"critical_strike_chance_+%_if_have_been_shocked_recently","","","",1,"","","","","","","",-1368242786,[],"","","",1,[]
13550,"critical_strike_chance_+%_per_10_strength","","","",1,"","","","","","","",656323575,[],"","","",1,[]
13551,"avoid_projectiles_%_chance_if_taken_projectile_damage_recently","","","",1,"","","","","","","",-2103381350,[],"","","",1,[]
13552,"have_taken_projectile_damage_recently","","","",4,"","","","","","","",476524085,[],"","","",1,[]
13553,"track_have_taken_projectile_damage_recently","","","",4,"","","",1,"","","",-799692339,[],"","","",1,[36]
13554,"local_display_avoid_interruption_%_while_using_socketed_attack_skills","",1,"",1,"","","","","","","",529693862,[],"","","",1,[]
13555,"helmet_mod_shock_as_though_damage_+%_final","","","",1,"","","","","","","",1534415548,[],"","","",1,[]
13556,"helmet_mod_freeze_as_though_damage_+%_final","","","",1,"","","","","","","",391011890,[],"","","",1,[]
13557,"minions_go_crazy_on_crit_ms",1,"","",3,"","","","","","","",912976179,[],"","","",1,[]
13558,"go_crazy_on_crit_ms","","","",3,"","","","","","","",-1809904217,[],"","","",1,[]
13559,"is_crazy","","","",4,"","","","","","","",535176426,[],"","","",1,[]
13560,"minion_critical_strike_chance_+%_per_maximum_power_charge","","","",1,"","","","","","","",1487895350,[],"","","",1,[]
13561,"action_do_not_face_target","","","",4,"","",1,"","","",1,-1024662172,[],"","","",1,[]
13562,"display_projectiles_chain_when_impacting_ground","","","",4,"","","","","","",1,1078788261,[],"","","",1,[]
13563,"ritual_grasping_vine_movement_speed_+%_final","","","",1,"","",1,"","","",1,1831069652,[],"","","",1,[]
13564,"critical_strike_chance_+%_final_while_unhinged","","","",1,"","","","","","","",2030612670,[],"","","",1,[]
13565,"virtual_main_hand_weapon_damage_as_added_spell_damage_%","","","",1,"","","",1,"","","",-34810946,[],"","","",1,[]
13566,"keystone_battlemage","","","",4,"","","","","","","",2135394866,[],6,"","",1,[]
13567,"enemy_extra_damage_rolls_if_magic_ring_equipped","","","",4,"","","","","","","",1596482391,[],"","","",1,[]
13568,"local_display_grants_skill_vampiric_icon_level","",1,"",3,"","","","","","","",-2126401295,[],"","","","",[]
13569,"map_gain_additional_jun_mission_%_chance_on_map_completion","","","",1,"","","","","","","",1395168824,[],"","","",1,[]
13570,"map_beyond_portal_3_threshold_+","","","",3,"","","","","","","",-1355131441,[],"","","",1,[]
13571,"map_beyond_portal_search_radius_+%","","","",1,"","","","","","","",-42314282,[],"","","",1,[]
13572,"map_beyond_monster_experience_+%","","","",1,"","","","","","","",-1940808628,[],"","","",1,[]
13573,"map_legion_general_chance_+%","","","",1,"","","","","","","",634617313,[],"","","",1,[]
13574,"map_legion_generals_splinter_drop_amount_+%","","","",1,"","","","","","","",7169153,[],"","","",1,[]
13575,"map_legion_generals_spawn_both_generals","","","",4,"","","","","","","",-656530806,[],"","","",1,[]
13576,"map_legion_duration_+%","","","",1,"","","","","","","",-481282857,[],"","","",1,[]
13577,"map_legion_frozen_monsters_damage_taken_+%","","","",1,"","","","","","","",-230833497,[],"","","",1,[]
13578,"map_legion_monsters_chests_additional_splinter_chance_%","","","",1,"","","","","","","",-1719862874,[],"","","",1,[]
13579,"map_strongbox_close_after_opening_chance_%","","","",1,"","","","","","","",108506207,[],"","","",1,[]
13580,"map_strongboxes_are_rare","","","",4,"","","","","","","",-890959894,[],"","","",1,[]
13581,"map_x_rare_monsters_possessed_with_touched_minions","","","",3,"","","","","","","",272104538,[],"","","",1,[]
13582,"map_possessed_and_touched_monsters_item_quantity_+%","","","",1,"","","","","","","",1314929115,[],"","","",1,[]
13583,"map_strongboxes_additional_pack_chance_%","","","",1,"","","","","","","",-98082985,[],"","","",1,[]
13584,"map_legion_encounter_additional_chance_%","","","",1,"","","","","","","",1271499788,[],"","","",1,[]
13585,"display_unhinge_grant_insane","","","",4,"","","","","","",1,-1751848390,[],"","","",1,[]
13586,"influence_monster_chance_to_drop_rare_weapon_%",1,"","",1,"","","","","","","",-1438236801,[],"","","",1,[]
13587,"influence_monster_chance_to_drop_rare_armour_%",1,"","",1,"","","","","","","",1281417384,[],"","","",1,[]
13588,"influence_monster_chance_to_drop_rare_jewellery_%",1,"","",1,"","","","","","","",927498846,[],"","","",1,[]
13589,"influence_monster_chance_to_drop_currency_item_%",1,"","",1,"","","","","","","",296188903,[],"","","",1,[]
13590,"influence_monster_chance_to_drop_quality_gem_%",1,"","",1,"","","","","","","",-1616926658,[],"","","",1,[]
13591,"magic_monster_chance_to_drop_rare_weapon_permillage",1,"","",6,"","","","","","","",-664475030,[],"","","",1,[]
13592,"magic_monster_chance_to_drop_rare_armour_permillage",1,"","",6,"","","","","","","",-935790309,[],"","","",1,[]
13593,"magic_monster_chance_to_drop_rare_jewellery_permillage",1,"","",6,"","","","","","","",-1546321734,[],"","","",1,[]
13594,"magic_monster_chance_to_drop_currency_item_permillage",1,"","",6,"","","","","","","",1886869274,[],"","","",1,[]
13595,"magic_monster_chance_to_drop_quality_gem_permillage",1,"","",6,"","","","","","","",693275709,[],"","","",1,[]
13596,"rare_monster_chance_to_drop_rare_weapon_%",1,"","",1,"","","","","","","",-1874802888,[],"","","",1,[]
13597,"rare_monster_chance_to_drop_rare_armour_%",1,"","",1,"","","","","","","",-1558621967,[],"","","",1,[]
13598,"rare_monster_chance_to_drop_rare_jewellery_%",1,"","",1,"","","","","","","",1329023188,[],"","","",1,[]
13599,"rare_monster_chance_to_drop_currency_item_%",1,"","",1,"","","","","","","",1044690260,[],"","","",1,[]
13600,"rare_monster_chance_to_drop_quality_gem_%",1,"","",1,"","","","","","","",-838034636,[],"","","",1,[]
13601,"map_legion_monoliths_chance_for_karui_+%","","","",1,"","","","","","","",-1492048017,[],"","","",1,[]
13602,"map_legion_monoliths_chance_for_eternal_empire_+%","","","",1,"","","","","","","",1442712785,[],"","","",1,[]
13603,"map_legion_monoliths_chance_for_vaal_+%","","","",1,"","","","","","","",2038999093,[],"","","",1,[]
13604,"map_legion_monoliths_chance_for_templar_+%","","","",1,"","","","","","","",1706281840,[],"","","",1,[]
13605,"map_legion_monoliths_chance_for_maraketh_+%","","","",1,"","","","","","","",-289473484,[],"","","",1,[]
13606,"map_breach_chance_to_be_xoph_+%","","","",1,"","","","","","","",-140202978,[],"","","",1,[]
13607,"map_breach_chance_to_be_esh_+%","","","",1,"","","","","","","",-2047806271,[],"","","",1,[]
13608,"map_breach_chance_to_be_tul_+%","","","",1,"","","","","","","",1274596958,[],"","","",1,[]
13609,"map_breach_chance_to_be_uul_netol_+%","","","",1,"","","","","","","",477517813,[],"","","",1,[]
13610,"monster_affliction_reward_kills_+%","","","",1,"","","","","","","",-984556092,[],"","","",1,[]
13611,"track_player_has_item_replacement_modifiers","","","",4,"","","",1,"","","",1283997919,[],"","","",1,[36]
13612,"track_monster_has_item_replacement_modifiers","","","",4,"","","",1,"","","",-1699178550,[],"","","",1,[36]
13613,"track_chest_has_item_replacement_modifiers","","","",4,"","","",1,"","","",-1805741553,[],"","","",1,[36]
13614,"map_blight_oils_chance_to_drop_a_tier_higher_%","","","",1,"","","","","","","",-523884412,[],"","","",1,[]
13615,"map_breach_splinters_drop_as_stones_permyriad","","","",7,"","","","","","","",1791743996,[],"","","",1,[]
13616,"map_crimson_viridian_cobalt_jewels_drop_as_currency_%","","","",1,"","","","","","","",591082139,[],"","","",1,[]
13617,"map_dropped_map_as_random_unique_map_permilliage","","","",6,"","","","","","","",-1186343987,[],"","","",1,[]
13618,"map_influenced_item_drop_chance_+%","","","",1,"","","","","","","",197625767,[],"","","",1,[]
13619,"map_+1_item_level_drops_%_chance","","","",1,"","","","","","","",-477913426,[],"","","",1,[]
13620,"map_boss_chance_to_drop_additional_divination_card_permillage","","","",6,"","","","","","","",-691451527,[],"","","",1,[]
13621,"map_unique_area_level_+","","","",3,"","","","","","","",-1488565797,[],"","","",1,[]
13622,"map_boss_chance_to_drop_random_influenced_item_%","","","",1,"","","","","","","",-1330217413,[],"","","",1,[]
13623,"map_boss_item_rarity_+%","","","",1,"","","","","","","",1535960901,[],"","","",1,[]
13624,"map_currency_drops_full_stack_permillage_chance","","","",6,"","","","","","","",157752882,[],"","","",1,[]
