"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","i32","i32","i32","i32","rid"
9508,"MavenTier2TrioFightComment4","","Dark siblings?","Audio/Dialogue/NPC/Maven/Maven_56_02_A.ogg","","","","",1,0,1,1,0,3839848,0,""
9509,"MavenTier2TrioFightComment5","","Dark siblings...","Audio/Dialogue/NPC/Maven/Maven_56_02_B.ogg","","","","",1,0,1,1,0,3840046,0,""
9510,"MavenTier2TrioFightComment6","","Dark siblings...!","Audio/Dialogue/NPC/Maven/Maven_56_02_C.ogg","","","","",1,0,1,1,0,3840246,0,""
9511,"MavenTier2MerveilFightCommentRandom","","Joy. Song!","Audio/Dialogue/NPC/Maven/Maven_57_01_A.ogg","","","","",1,0,1,1,0,3840448,0,""
9512,"MavenTier2MerveilFightComment2","","Joy. Song...","Audio/Dialogue/NPC/Maven/Maven_57_01_B.ogg","","","","",1,0,1,1,0,3840644,0,""
9513,"MavenTier2MerveilFightComment3","","Joy! Song.","Audio/Dialogue/NPC/Maven/Maven_57_01_C.ogg","","","","",1,0,1,1,0,3840836,0,""
9514,"MavenTier2WitnessPhaseTransitionRandom","","More battle.","Audio/Dialogue/NPC/Maven/Maven_58_01_A.ogg","","","","",1,0,1,1,0,3841048,0,""
9515,"MavenTier2WitnessPhaseTransition2","","More battle!","Audio/Dialogue/NPC/Maven/Maven_58_01_B.ogg","","","","",1,0,1,1,0,3841250,0,""
9516,"MavenTier2WitnessPhaseTransition3","","More battle!","Audio/Dialogue/NPC/Maven/Maven_58_01_C.ogg","","","","",1,0,1,1,0,3841424,0,""
9517,"MavenTier2WitnessPhaseTransition4","","It shifts!","Audio/Dialogue/NPC/Maven/Maven_58_02_A.ogg","","","","",1,0,1,1,0,3841622,0,""
9518,"MavenTier2WitnessPhaseTransition5","","It shifts!","Audio/Dialogue/NPC/Maven/Maven_58_02_B.ogg","","","","",1,0,1,1,0,3841796,0,""
9519,"MavenTier2WitnessPhaseTransition6","","It shifts...!","Audio/Dialogue/NPC/Maven/Maven_58_02_C.ogg","","","","",1,0,1,1,0,3842000,0,""
9520,"MavenTier2WitnessPhaseTransition7","","Changing!","Audio/Dialogue/NPC/Maven/Maven_58_03_A.ogg","","","","",1,0,1,1,0,3842196,0,""
9521,"MavenTier2WitnessPhaseTransition8","","Changing.","Audio/Dialogue/NPC/Maven/Maven_58_03_B.ogg","","","","",1,0,1,1,0,3842392,0,""
9522,"MavenTier2WitnessPhaseTransition9","","Changing!","Audio/Dialogue/NPC/Maven/Maven_58_03_C.ogg","","","","",1,0,1,1,0,3842566,0,""
9523,"MavenTier2WitnessPhaseTransition10","","Suspense...!","Audio/Dialogue/NPC/Maven/Maven_58_04_A.ogg","","","","",1,0,1,1,0,3842770,0,""
9524,"MavenTier2WitnessPhaseTransition11","","Suspense...!","Audio/Dialogue/NPC/Maven/Maven_58_04_B.ogg","","","","",1,0,1,1,0,3842946,0,""
9525,"MavenTier2WitnessPhaseTransition12","","Suspense...!","Audio/Dialogue/NPC/Maven/Maven_58_04_C.ogg","","","","",1,0,1,1,0,3843122,0,""
9526,"MavenTier2ObservingCombatGaspRandom","","Ooh!","Audio/Dialogue/NPC/Maven/Maven_59_01_A.ogg","","","","",1,0,1,1,0,3843312,0,""
9527,"MavenTier2ObservingCombatGasp2","","Ooh!","Audio/Dialogue/NPC/Maven/Maven_59_01_B.ogg","","","","",1,0,1,1,0,3843480,0,""
9528,"MavenTier2ObservingCombatGasp3","","Ooh!","Audio/Dialogue/NPC/Maven/Maven_59_01_C.ogg","","","","",1,0,1,1,0,3843648,0,""
9529,"MavenTier2ObservingCombatGasp4","","Ah!","Audio/Dialogue/NPC/Maven/Maven_59_02_A.ogg","","","","",1,0,1,1,0,3843826,0,""
9530,"MavenTier2ObservingCombatGasp5","","Ah!","Audio/Dialogue/NPC/Maven/Maven_59_02_B.ogg","","","","",1,0,1,1,0,3843994,0,""
9531,"MavenTier2ObservingCombatGasp6","","Hahaha!","Audio/Dialogue/NPC/Maven/Maven_59_03_A.ogg","","","","",1,0,1,1,0,3844180,0,""
9532,"MavenTier2ObservingCombatGasp7","","Hah hah hah hahaha!","Audio/Dialogue/NPC/Maven/Maven_59_03_B.ogg","","","","",1,0,1,1,0,3844390,0,""
9533,"MavenTier2ObservingCombatGasp8","","Ah hahaha!","Audio/Dialogue/NPC/Maven/Maven_59_03_C.ogg","","","","",1,0,1,1,0,3844582,0,""
9534,"MavenTier2ObservingCombatGasp9","","Huh?","Audio/Dialogue/NPC/Maven/Maven_59_04_A.ogg","","","","",1,0,1,1,0,3844762,0,""
9535,"MavenTier2ObservingCombatGasp10","","Oh?","Audio/Dialogue/NPC/Maven/Maven_59_04_B.ogg","","","","",1,0,1,1,0,3844932,0,""
9536,"MavenTier2ObservingCombatGasp11","","Oh!","Audio/Dialogue/NPC/Maven/Maven_59_04_C.ogg","","","","",1,0,1,1,0,3845102,0,""
9537,"MavenTier2ObservingCombatGasp12","","Ah!","Audio/Dialogue/NPC/Maven/Maven_59_05_A.ogg","","","","",1,0,1,1,0,3845272,0,""
9538,"MavenTier2ObservingCombatGasp13","","Ah!","Audio/Dialogue/NPC/Maven/Maven_59_05_B.ogg","","","","",1,0,1,1,0,3845442,0,""
9539,"MavenTier2ObservingCombatGasp14","","Ah!","Audio/Dialogue/NPC/Maven/Maven_59_05_C.ogg","","","","",1,0,1,1,0,3845612,0,""
9540,"MavenTier2ObservingCombatGasp15","","Yes!","Audio/Dialogue/NPC/Maven/Maven_59_06_A.ogg","","","","",1,0,1,1,0,3845782,0,""
9541,"MavenTier2ObservingCombatGasp16","","Yes!","Audio/Dialogue/NPC/Maven/Maven_59_06_B.ogg","","","","",1,0,1,1,0,3845952,0,""
9542,"MavenTier2ObservingCombatGasp17","","Yes!","Audio/Dialogue/NPC/Maven/Maven_59_06_C.ogg","","","","",1,0,1,1,0,3846122,0,""
9543,"MavenTier2ObservingCombatGasp18","","Yes!","Audio/Dialogue/NPC/Maven/Maven_59_06_D.ogg","","","","",1,0,1,1,0,3846292,0,""
9544,"MavenTier2ObservingCombatGasp19","","Good!","Audio/Dialogue/NPC/Maven/Maven_59_07_A.ogg","","","","",1,0,1,1,0,3846476,0,""
9545,"MavenTier2ObservingCombatGasp20","","Good!","Audio/Dialogue/NPC/Maven/Maven_59_07_B.ogg","","","","",1,0,1,1,0,3846646,0,""
9546,"MavenTier2ObservingCombatGasp21","","Good.","Audio/Dialogue/NPC/Maven/Maven_59_07_C.ogg","","","","",1,0,1,1,0,3846816,0,""
9547,"MavenTier2ObservingCombatGasp22","","Good!","Audio/Dialogue/NPC/Maven/Maven_59_07_D.ogg","","","","",1,0,1,1,0,3846986,0,""
9548,"MavenTier2ObservingCombatGasp23","","Good!","Audio/Dialogue/NPC/Maven/Maven_59_07_E.ogg","","","","",1,0,1,1,0,3847156,0,""
9549,"MavenTier2ObservingCombatGasp24","","Not good...","Audio/Dialogue/NPC/Maven/Maven_59_08_A.ogg","","","","",1,0,1,1,0,3847352,0,""
9550,"MavenTier2ObservingCombatGasp25","","Not good!","Audio/Dialogue/NPC/Maven/Maven_59_08_B.ogg","","","","",1,0,1,1,0,3847544,0,""
9551,"MavenTier2ObservingCombatGasp26","","Not. Good.","Audio/Dialogue/NPC/Maven/Maven_59_08_C.ogg","","","","",1,0,1,1,0,3847738,0,""
9552,"MavenTier2ObservingCombatGasp27","","Not good.","Audio/Dialogue/NPC/Maven/Maven_59_08_D.ogg","","","","",1,0,1,1,0,3847930,0,""
9553,"MavenTier2IntroMultiBossArenaRandom","","Battles, now.","Audio/Dialogue/NPC/Maven/Maven_60_01_A.ogg","","","","",1,0,1,1,0,3848138,0,""
9554,"MavenTier2IntroMultiBossArena2","","Battles now!","Audio/Dialogue/NPC/Maven/Maven_60_01_B.ogg","","","","",1,0,1,1,0,3848334,0,""
9555,"MavenTier2IntroMultiBossArena3","","Battles now!","Audio/Dialogue/NPC/Maven/Maven_60_01_C.ogg","","","","",1,0,1,1,0,3848502,0,""
9556,"MavenTier2IntroMultiBossArena4","","Battles. Now.","Audio/Dialogue/NPC/Maven/Maven_60_01_D.ogg","","","","",1,0,1,1,0,3848700,0,""
9557,"MavenTier2IntroMultiBossArena5","","Test. Begins.","Audio/Dialogue/NPC/Maven/Maven_60_02_A.ogg","","","","",1,0,1,1,0,3848898,0,""
9558,"MavenTier2IntroMultiBossArena6","","Test begins!","Audio/Dialogue/NPC/Maven/Maven_60_02_B.ogg","","","","",1,0,1,1,0,3849094,0,""
9559,"MavenTier2IntroMultiBossArena7","","Test begins.","Audio/Dialogue/NPC/Maven/Maven_60_02_C.ogg","","","","",1,0,1,1,0,3849290,0,""
9560,"MavenTier2IntroMultiBossArena8","","Prove worth.","Audio/Dialogue/NPC/Maven/Maven_60_03_A.ogg","","","","",1,0,1,1,0,3849486,0,""
9561,"MavenTier2IntroMultiBossArena9","","Prove worth!","Audio/Dialogue/NPC/Maven/Maven_60_03_B.ogg","","","","",1,0,1,1,0,3849682,0,""
9562,"MavenTier2IntroMultiBossArena10","","Prove worth!","Audio/Dialogue/NPC/Maven/Maven_60_03_C.ogg","","","","",1,0,1,1,0,3849852,0,""
9563,"MavenTier2IntroMultiBossArena11","","Prove. Worth.","Audio/Dialogue/NPC/Maven/Maven_60_03_D.ogg","","","","",1,0,1,1,0,3850052,0,""
9564,"MavenTier2IntroMultiBossArena12","","Entertain.","Audio/Dialogue/NPC/Maven/Maven_60_04_A.ogg","","","","",1,0,1,1,0,3850246,0,""
9565,"MavenTier2IntroMultiBossArena13","","Entertain!","Audio/Dialogue/NPC/Maven/Maven_60_04_B.ogg","","","","",1,0,1,1,0,3850440,0,""
9566,"MavenTier2IntroMultiBossArena14","","En-ter-tain!","Audio/Dialogue/NPC/Maven/Maven_60_04_C.ogg","","","","",1,0,1,1,0,3850638,0,""
9567,"MavenTier2IntroMultiBossArena15","","Entertain...","Audio/Dialogue/NPC/Maven/Maven_60_04_D.ogg","","","","",1,0,1,1,0,3850836,0,""
9568,"MavenTier2OutroMultiBossArenaRandom","","Such death!","Audio/Dialogue/NPC/Maven/Maven_61_01_A.ogg","","","","",1,0,1,1,0,3851040,0,""
9569,"MavenTier2OutroMultiBossArena2","","Mmm, such death!","Audio/Dialogue/NPC/Maven/Maven_61_01_B.ogg","","","","",1,0,1,1,0,3851244,0,""
9570,"MavenTier2OutroMultiBossArena3","","Mm, such death!","Audio/Dialogue/NPC/Maven/Maven_61_01_C.ogg","","","","",1,0,1,1,0,3851446,0,""
9571,"MavenTier2OutroMultiBossArena4","","Glorious!","Audio/Dialogue/NPC/Maven/Maven_61_02_A.ogg","","","","",1,0,1,1,0,3851636,0,""
9572,"MavenTier2OutroMultiBossArena5","","Mm, glorious.","Audio/Dialogue/NPC/Maven/Maven_61_02_B.ogg","","","","",1,0,1,1,0,3851834,0,""
9573,"MavenTier2OutroMultiBossArena6","","Glorious.","Audio/Dialogue/NPC/Maven/Maven_61_02_C.ogg","","","","",1,0,1,1,0,3852024,0,""
9574,"MavenTier2OutroMultiBossArena7","","Vibrant!","Audio/Dialogue/NPC/Maven/Maven_61_03_A.ogg","","","","",1,0,1,1,0,3852212,0,""
9575,"MavenTier2OutroMultiBossArena8","","Mm, vibrant.","Audio/Dialogue/NPC/Maven/Maven_61_03_B.ogg","","","","",1,0,1,1,0,3852408,0,""
9576,"MavenTier2OutroMultiBossArena9","","Vibrant!","Audio/Dialogue/NPC/Maven/Maven_61_03_C.ogg","","","","",1,0,1,1,0,3852576,0,""
9577,"MavenTier2OutroMultiBossArena10","","Champion!","Audio/Dialogue/NPC/Maven/Maven_61_04_A.ogg","","","","",1,0,1,1,0,3852746,0,""
9578,"MavenTier2OutroMultiBossArena11","","Champion!","Audio/Dialogue/NPC/Maven/Maven_61_04_B.ogg","","","","",1,0,1,1,0,3852916,0,""
9579,"MavenTier2OutroMultiBossArena12","","Champion...","Audio/Dialogue/NPC/Maven/Maven_61_04_C.ogg","","","","",1,0,1,1,0,3853112,0,""
9580,"MavenTier2OutroMultiBossArena13","","Defiant!","Audio/Dialogue/NPC/Maven/Maven_61_05_A.ogg","","","","",1,0,1,1,0,3853302,0,""
9581,"MavenTier2OutroMultiBossArena14","","Defiant!","Audio/Dialogue/NPC/Maven/Maven_61_05_B.ogg","","","","",1,0,1,1,0,3853472,0,""
9582,"MavenTier2OutroMultiBossArena15","","Defiant...!","Audio/Dialogue/NPC/Maven/Maven_61_05_C.ogg","","","","",1,0,1,1,0,3853668,0,""
9583,"MavenTier2ReleaseBossIntoArenaRandom","","Go.","Audio/Dialogue/NPC/Maven/Maven_62_01_A.ogg","","","","",1,0,1,1,0,3853858,0,""
9584,"MavenTier2ReleaseBossIntoArena2","","Go!","Audio/Dialogue/NPC/Maven/Maven_62_01_B.ogg","","","","",1,0,1,1,0,3854028,0,""
9585,"MavenTier2ReleaseBossIntoArena3","","Go!","Audio/Dialogue/NPC/Maven/Maven_62_01_C.ogg","","","","",1,0,1,1,0,3854198,0,""
9586,"MavenTier2ReleaseBossIntoArena4","","Go!","Audio/Dialogue/NPC/Maven/Maven_62_01_D.ogg","","","","",1,0,1,1,0,3854368,0,""
9587,"MavenTier2ReleaseBossIntoArena5","","More fighters.","Audio/Dialogue/NPC/Maven/Maven_62_02_A.ogg","","","","",1,0,1,1,0,3854570,0,""
9588,"MavenTier2ReleaseBossIntoArena6","","More fighters.","Audio/Dialogue/NPC/Maven/Maven_62_02_B.ogg","","","","",1,0,1,1,0,3854740,0,""
9589,"MavenTier2ReleaseBossIntoArena7","","More fighters!","Audio/Dialogue/NPC/Maven/Maven_62_02_C.ogg","","","","",1,0,1,1,0,3854942,0,""
9590,"MavenTier2ReleaseBossIntoArena8","","More fighters!","Audio/Dialogue/NPC/Maven/Maven_62_02_D.ogg","","","","",1,0,1,1,0,3855112,0,""
9591,"MavenTier2ReleaseBossIntoArena9","","Hahaha!","Audio/Dialogue/NPC/Maven/Maven_62_03_A.ogg","","","","",1,0,1,1,0,3855282,0,""
9592,"MavenTier2ReleaseBossIntoArena10","","Hahaha!","Audio/Dialogue/NPC/Maven/Maven_62_03_B.ogg","","","","",1,0,1,1,0,3855454,0,""
9593,"MavenTier2ReleaseBossIntoArena11","","Ah, hah, hah, haaa!","Audio/Dialogue/NPC/Maven/Maven_62_03_C.ogg","","","","",1,0,1,1,0,3855668,0,""
9594,"MavenTier2ReleaseBossIntoArena12","","Another!","Audio/Dialogue/NPC/Maven/Maven_62_04_A.ogg","","","","",1,0,1,1,0,3855860,0,""
9595,"MavenTier2ReleaseBossIntoArena13","","Another! Another!","Audio/Dialogue/NPC/Maven/Maven_62_04_B.ogg","","","","",1,0,1,1,0,3856070,0,""
9596,"MavenTier2ReleaseBossIntoArena14","","Another!","Audio/Dialogue/NPC/Maven/Maven_62_04_C.ogg","","","","",1,0,1,1,0,3856242,0,""
9597,"MavenTier2ReleaseBossIntoArena15","","Flood!","Audio/Dialogue/NPC/Maven/Maven_62_05_A.ogg","","","","",1,0,1,1,0,3856430,0,""
9598,"MavenTier2ReleaseBossIntoArena16","","Flood!","Audio/Dialogue/NPC/Maven/Maven_62_05_B.ogg","","","","",1,0,1,1,0,3856602,0,""
9599,"MavenTier2ReleaseBossIntoArena17","","Flood.","Audio/Dialogue/NPC/Maven/Maven_62_05_C.ogg","","","","",1,0,1,1,0,3856790,0,""
9600,"MavenTier2ReleaseBossIntoArena18","","Flood...!","Audio/Dialogue/NPC/Maven/Maven_62_05_D.ogg","","","","",1,0,1,1,0,3856984,0,""
9601,"MavenTier2ReleaseBossIntoArena19","","Released!","Audio/Dialogue/NPC/Maven/Maven_62_06_A.ogg","","","","",1,0,1,1,0,3857178,0,""
9602,"MavenTier2ReleaseBossIntoArena20","","Released.","Audio/Dialogue/NPC/Maven/Maven_62_06_B.ogg","","","","",1,0,1,1,0,3857372,0,""
9603,"MavenTier2ReleaseBossIntoArena21","","Released!","Audio/Dialogue/NPC/Maven/Maven_62_06_C.ogg","","","","",1,0,1,1,0,3857544,0,""
9604,"MavenTier2ReleaseBossIntoArena22","","Released!","Audio/Dialogue/NPC/Maven/Maven_62_06_D.ogg","","","","",1,0,1,1,0,3857716,0,""
9605,"MavenTier2ReleaseBossIntoArena23","","Fight more!","Audio/Dialogue/NPC/Maven/Maven_62_07_A.ogg","","","","",1,0,1,1,0,3857914,0,""
9606,"MavenTier2ReleaseBossIntoArena24","","Fight more!","Audio/Dialogue/NPC/Maven/Maven_62_07_B.ogg","","","","",1,0,1,1,0,3858086,0,""
9607,"MavenTier2ReleaseBossIntoArena25","","Fight more!","Audio/Dialogue/NPC/Maven/Maven_62_07_C.ogg","","","","",1,0,1,1,0,3858258,0,""
9608,"MavenTier2ReleaseBossIntoArena26","","Not over...!","Audio/Dialogue/NPC/Maven/Maven_62_08_A.ogg","","","","",1,0,1,1,0,3858458,0,""
9609,"MavenTier2ReleaseBossIntoArena27","","Not over!","Audio/Dialogue/NPC/Maven/Maven_62_08_B.ogg","","","","",1,0,1,1,0,3858652,0,""
9610,"MavenTier2ReleaseBossIntoArena28","","Not over.","Audio/Dialogue/NPC/Maven/Maven_62_08_C.ogg","","","","",1,0,1,1,0,3858846,0,""
9611,"MavenTier2HealSkillRandom","","Live. Longer!","Audio/Dialogue/NPC/Maven/Maven_63_01_A.ogg","","","","",1,0,1,1,0,3859034,0,""
9612,"MavenTier2HealSkill2","","Live. Longer.","Audio/Dialogue/NPC/Maven/Maven_63_01_B.ogg","","","","",1,0,1,1,0,3859212,0,""
9613,"MavenTier2HealSkill3","","Live. Longer...","Audio/Dialogue/NPC/Maven/Maven_63_01_C.ogg","","","","",1,0,1,1,0,3859394,0,""
9614,"MavenTier2HealSkill4","","Health. More!","Audio/Dialogue/NPC/Maven/Maven_63_02_A.ogg","","","","",1,0,1,1,0,3859572,0,""
9615,"MavenTier2HealSkill5","","Health. More.","Audio/Dialogue/NPC/Maven/Maven_63_02_B.ogg","","","","",1,0,1,1,0,3859750,0,""
9616,"MavenTier2HealSkill6","","Health. More...","Audio/Dialogue/NPC/Maven/Maven_63_02_C.ogg","","","","",1,0,1,1,0,3859932,0,""
9617,"MavenTier2HealSkill7","","Not yet!","Audio/Dialogue/NPC/Maven/Maven_63_03_A.ogg","","","","",1,0,1,1,0,3860080,0,""
9618,"MavenTier2HealSkill8","","Not yet.","Audio/Dialogue/NPC/Maven/Maven_63_03_B.ogg","","","","",1,0,1,1,0,3860248,0,""
9619,"MavenTier2HealSkill9","","Not yet...","Audio/Dialogue/NPC/Maven/Maven_63_03_C.ogg","","","","",1,0,1,1,0,3860420,0,""
9620,"MavenTier2HealSkill10","","Not yet!","Audio/Dialogue/NPC/Maven/Maven_63_03_D.ogg","","","","",1,0,1,1,0,3860570,0,""
9621,"MavenTier2HealSkill11","","Struggle longer!","Audio/Dialogue/NPC/Maven/Maven_63_04_A.ogg","","","","",1,0,1,1,0,3860756,0,""
9622,"MavenTier2HealSkill12","","Struggle longer...","Audio/Dialogue/NPC/Maven/Maven_63_04_B.ogg","","","","",1,0,1,1,0,3860946,0,""
9623,"MavenTier2HealSkill13","","Struggle longer...","Audio/Dialogue/NPC/Maven/Maven_63_04_C.ogg","","","","",1,0,1,1,0,3861096,0,""
9624,"MavenTier2GuardSkillRandom","","Toughen!","Audio/Dialogue/NPC/Maven/Maven_64_01_A.ogg","","","","",1,0,1,1,0,3861256,0,""
9625,"MavenTier2GuardSkill2","","Toughen.","Audio/Dialogue/NPC/Maven/Maven_64_01_B.ogg","","","","",1,0,1,1,0,3861406,0,""
9626,"MavenTier2GuardSkill3","","Toughen...","Audio/Dialogue/NPC/Maven/Maven_64_01_C.ogg","","","","",1,0,1,1,0,3861580,0,""
9627,"MavenTier2GuardSkill4","","Absorb.","Audio/Dialogue/NPC/Maven/Maven_64_02_A.ogg","","","","",1,0,1,1,0,3861730,0,""
9628,"MavenTier2GuardSkill5","","Absorb.","Audio/Dialogue/NPC/Maven/Maven_64_02_B.ogg","","","","",1,0,1,1,0,3861880,0,""
9629,"MavenTier2GuardSkill6","","Absorb!","Audio/Dialogue/NPC/Maven/Maven_64_02_C.ogg","","","","",1,0,1,1,0,3862030,0,""
9630,"MavenTier2GuardSkill7","","Absorb...!","Audio/Dialogue/NPC/Maven/Maven_64_02_D.ogg","","","","",1,0,1,1,0,3862204,0,""
9631,"MavenTier2SpaceVinesRandom","","Grasping!","Audio/Dialogue/NPC/Maven/Maven_65_01_A.ogg","","","","",1,0,1,1,0,3862386,0,""
9632,"MavenTier2SpaceVines2","","Grasping!","Audio/Dialogue/NPC/Maven/Maven_65_01_B.ogg","","","","",1,0,1,1,0,3862536,0,""
9633,"MavenTier2SpaceVines3","","Grasping!","Audio/Dialogue/NPC/Maven/Maven_65_01_C.ogg","","","","",1,0,1,1,0,3862686,0,""
9634,"MavenTier2SpaceVines4","","Lashing!","Audio/Dialogue/NPC/Maven/Maven_65_02_A.ogg","","","","",1,0,1,1,0,3862856,0,""
9635,"MavenTier2SpaceVines5","","Lashing!","Audio/Dialogue/NPC/Maven/Maven_65_02_B.ogg","","","","",1,0,1,1,0,3863006,0,""
9636,"MavenTier2SpaceVines6","","Lashing...!","Audio/Dialogue/NPC/Maven/Maven_65_02_C.ogg","","","","",1,0,1,1,0,3863182,0,""
9637,"MavenTier2SpaceInfuseWeaponsRandom","","Void. Open.","Audio/Dialogue/NPC/Maven/Maven_66_01_A.ogg","","","","",1,0,1,1,0,3863384,0,""
9638,"MavenTier2SpaceInfuseWeapons2","","Void. Open!","Audio/Dialogue/NPC/Maven/Maven_66_01_B.ogg","","","","",1,0,1,1,0,3863576,0,""
9639,"MavenTier2SpaceInfuseWeapons3","","Void. Open!","Audio/Dialogue/NPC/Maven/Maven_66_01_C.ogg","","","","",1,0,1,1,0,3863742,0,""
9640,"MavenTier2SpaceInfuseWeapons4","","Atrophy!","Audio/Dialogue/NPC/Maven/Maven_66_02_A.ogg","","","","",1,0,1,1,0,3863928,0,""
9641,"MavenTier2SpaceInfuseWeapons5","","Atrophy!","Audio/Dialogue/NPC/Maven/Maven_66_02_B.ogg","","","","",1,0,1,1,0,3864094,0,""
9642,"MavenTier2SpaceInfuseWeapons6","","Atrophy!","Audio/Dialogue/NPC/Maven/Maven_66_02_C.ogg","","","","",1,0,1,1,0,3864260,0,""
9643,"MavenTier2DamageReductionOrbsRandom","","Be guarded!","Audio/Dialogue/NPC/Maven/Maven_67_01_A.ogg","","","","",1,0,1,1,0,3864464,0,""
9644,"MavenTier2DamageReductionOrbs2","","Be guarded.","Audio/Dialogue/NPC/Maven/Maven_67_01_B.ogg","","","","",1,0,1,1,0,3864658,0,""
9645,"MavenTier2DamageReductionOrbs3","","...be guarded.","Audio/Dialogue/NPC/Maven/Maven_67_01_C.ogg","","","","",1,0,1,1,0,3864858,0,""
9646,"MavenTier2DamageReductionOrbs4","","Be guarded.","Audio/Dialogue/NPC/Maven/Maven_67_01_D.ogg","","","","",1,0,1,1,0,3865026,0,""
9647,"MavenTier2DamageReductionOrbs5","","Be protected.","Audio/Dialogue/NPC/Maven/Maven_67_02_A.ogg","","","","",1,0,1,1,0,3865224,0,""
9648,"MavenTier2DamageReductionOrbs6","","Mm. Be protected.","Audio/Dialogue/NPC/Maven/Maven_67_02_B.ogg","","","","",1,0,1,1,0,3865430,0,""
9649,"MavenTier2DamageReductionOrbs7","","Be protected!","Audio/Dialogue/NPC/Maven/Maven_67_02_C.ogg","","","","",1,0,1,1,0,3865628,0,""
9650,"MavenTier2DamageReductionOrbs8","","Be! Protected!","Audio/Dialogue/NPC/Maven/Maven_67_02_D.ogg","","","","",1,0,1,1,0,3865828,0,""
9651,"MavenTier2SpaceFlameWallRandom","","Flames!","Audio/Dialogue/NPC/Maven/Maven_68_01_A.ogg","","","","",1,0,1,1,0,3866014,0,""
9652,"MavenTier2SpaceFlameWall2","","Flames!","Audio/Dialogue/NPC/Maven/Maven_68_01_B.ogg","","","","",1,0,1,1,0,3866172,0,""
9653,"MavenTier2SpaceFlameWall3","","Flames!","Audio/Dialogue/NPC/Maven/Maven_68_01_C.ogg","","","","",1,0,1,1,0,3866330,0,""
9654,"MavenTier2SpaceFlameWall4","","Rising fires!","Audio/Dialogue/NPC/Maven/Maven_68_02_A.ogg","","","","",1,0,1,1,0,3866518,0,""
9655,"MavenTier2SpaceFlameWall5","","Rising fires!","Audio/Dialogue/NPC/Maven/Maven_68_02_B.ogg","","","","",1,0,1,1,0,3866676,0,""
9656,"MavenTier2SpaceFlameWall6","","Rising fires!","Audio/Dialogue/NPC/Maven/Maven_68_02_C.ogg","","","","",1,0,1,1,0,3866834,0,""
9657,"MavenTier2SpaceFlameWall7","","Rising fires...!","Audio/Dialogue/NPC/Maven/Maven_68_02_D.ogg","","","","",1,0,1,1,0,3867028,0,""
9658,"MavenTier2ChasingOrbRandom","","Begin chase!","Audio/Dialogue/NPC/Maven/Maven_69_01_A.ogg","","","","",1,0,1,1,0,3867216,0,""
9659,"MavenTier2ChasingOrb2","","Begin chase!","Audio/Dialogue/NPC/Maven/Maven_69_01_B.ogg","","","","",1,0,1,1,0,3867366,0,""
9660,"MavenTier2ChasingOrb3","","Begin chase!","Audio/Dialogue/NPC/Maven/Maven_69_01_C.ogg","","","","",1,0,1,1,0,3867516,0,""
9661,"MavenTier2ChasingOrb4","","Outrun!","Audio/Dialogue/NPC/Maven/Maven_69_02_A.ogg","","","","",1,0,1,1,0,3867684,0,""
9662,"MavenTier2ChasingOrb5","","Outrun!","Audio/Dialogue/NPC/Maven/Maven_69_02_B.ogg","","","","",1,0,1,1,0,3867834,0,""
9663,"MavenTier2ChasingOrb6","","Outrun!","Audio/Dialogue/NPC/Maven/Maven_69_02_C.ogg","","","","",1,0,1,1,0,3867984,0,""
9664,"MavenTier2SpeedZonesRandom","","Move quicker!","Audio/Dialogue/NPC/Maven/Maven_70_01_A.ogg","","","","",1,0,1,1,0,3868174,0,""
9665,"MavenTier2SpeedZones2","","Move quicker!","Audio/Dialogue/NPC/Maven/Maven_70_01_B.ogg","","","","",1,0,1,1,0,3868324,0,""
9666,"MavenTier2SpeedZones3","","Move quicker!","Audio/Dialogue/NPC/Maven/Maven_70_01_C.ogg","","","","",1,0,1,1,0,3868474,0,""
9667,"MavenTier2SpeedZones4","","Speed up!","Audio/Dialogue/NPC/Maven/Maven_70_02_A.ogg","","","","",1,0,1,1,0,3868646,0,""
9668,"MavenTier2SpeedZones5","","Speed up!","Audio/Dialogue/NPC/Maven/Maven_70_02_B.ogg","","","","",1,0,1,1,0,3868796,0,""
9669,"MavenTier2SpeedZones6","","Speed up!","Audio/Dialogue/NPC/Maven/Maven_70_02_C.ogg","","","","",1,0,1,1,0,3868946,0,""
9670,"MavenTier2SpeedZones7","","Speed up!","Audio/Dialogue/NPC/Maven/Maven_70_02_D.ogg","","","","",1,0,1,1,0,3869096,0,""
9671,"MavenTier2BossCloneRandom","","Doubled!","Audio/Dialogue/NPC/Maven/Maven_71_01_A.ogg","","","","",1,0,1,1,0,3869274,0,""
9672,"MavenTier2BossClone2","","Doubled.","Audio/Dialogue/NPC/Maven/Maven_71_01_B.ogg","","","","",1,0,1,1,0,3869442,0,""
9673,"MavenTier2BossClone3","","Doubled!","Audio/Dialogue/NPC/Maven/Maven_71_01_C.ogg","","","","",1,0,1,1,0,3869590,0,""
9674,"MavenTier2BossClone4","","Doubled...!","Audio/Dialogue/NPC/Maven/Maven_71_01_D.ogg","","","","",1,0,1,1,0,3869764,0,""
9675,"MavenTier2BossClone5","","Twinned!","Audio/Dialogue/NPC/Maven/Maven_71_02_A.ogg","","","","",1,0,1,1,0,3869932,0,""
