"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]"
1423,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCurrencyThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,6,1,"",100,"[12,23]","","",[7920],[],53,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[258462,141538]"
1424,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCurrencyScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,6,1,"",100,"[12,23]","","",[7920],[],54,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[258462,141538]"
1425,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCurrencyRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,6,1,"",100,"[12,23]","","",[7920],[],55,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[258462,141538]"
1426,"Metadata/Chests/LeagueHeist/HeistChestSecondaryQualityCurrencyMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,6,1,"",100,[23],"","",[7920],[],52,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[141538]
1427,"Metadata/Chests/LeagueHeist/HeistChestSecondaryQualityCurrencyThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,6,1,"",100,[23],"","",[7920],[],53,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[141538]
1428,"Metadata/Chests/LeagueHeist/HeistChestSecondaryQualityCurrencyScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,6,1,"",100,[23],"","",[7920],[],54,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[141538]
1429,"Metadata/Chests/LeagueHeist/HeistChestSecondaryQualityCurrencyRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,6,1,"",100,[23],"","",[7920],[],55,0,"",100,"","",[7295],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[141538]
1430,"Metadata/Chests/LeagueHeist/HeistChestSecondaryArmourMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"[1,2,3,4,5]","","",[7266],[],52,0,"",100,"","",[7296],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[1122958,376224,437000,562000,499000]"
1431,"Metadata/Chests/LeagueHeist/HeistChestSecondaryArmourThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"[1,2,3,4,5]","","",[7266],[],53,0,"",100,"","",[7296],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[1122958,376224,437000,562000,499000]"
1432,"Metadata/Chests/LeagueHeist/HeistChestSecondaryArmourScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"[1,2,3,4,5]","","",[7266],[],54,0,"",100,"","",[7296],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[1122958,376224,437000,562000,499000]"
1433,"Metadata/Chests/LeagueHeist/HeistChestSecondaryArmourRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"[1,2,3,4,5]","","",[7266],[],55,0,"",100,"","",[7296],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[1122958,376224,437000,562000,499000]"
1434,"Metadata/Chests/LeagueHeist/HeistChestSecondaryWeaponsMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"[0,9]","","",[7266],[],52,0,"",100,"","",[7297],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000]"
1435,"Metadata/Chests/LeagueHeist/HeistChestSecondaryWeaponsThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"[0,9]","","",[7266],[],53,0,"",100,"","",[7297],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000]"
1436,"Metadata/Chests/LeagueHeist/HeistChestSecondaryWeaponsScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"[0,9]","","",[7266],[],54,0,"",100,"","",[7297],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000]"
1437,"Metadata/Chests/LeagueHeist/HeistChestSecondaryWeaponsRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"[0,9]","","",[7266],[],55,0,"",100,"","",[7297],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000]"
1438,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelleryMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"[7,6,8]","","","[7266,7218]",[],52,0,"",100,"","",[7298],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[62000,125000,125000]"
1439,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelleryThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"[7,6,8]","","","[7266,7218]",[],53,0,"",100,"","",[7298],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[62000,125000,125000]"
1440,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelleryScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"[7,6,8]","","","[7266,7218]",[],54,0,"",100,"","",[7298],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[62000,125000,125000]"
1441,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelleryRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"[7,6,8]","","","[7266,7218]",[],55,0,"",100,"","",[7298],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[62000,125000,125000]"
1442,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelsMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1443,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelsThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1444,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelsScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1445,"Metadata/Chests/LeagueHeist/HeistChestSecondaryJewelsRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1446,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1447,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1448,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1449,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1450,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1451,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1452,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1453,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1454,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1455,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1456,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1457,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1458,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"[15,16]","","",[7920],[],52,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[55919,19081]"
1459,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"[15,16]","","",[7920],[],53,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[55919,19081]"
1460,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"[15,16]","","",[7920],[],54,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[55919,19081]"
1461,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"[15,16]","","",[7920],[],55,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[55919,19081]"
1462,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,25,1,"",100,"[0,9,1,2,3,4,5,7,6,8]","","","[7266,7251,6723]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000,1122958,376224,437000,562000,499000,62000,125000,125000]"
1463,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,25,1,"",100,"[0,9,1,2,3,4,5,7,6,8]","","","[7266,7251,6723]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000,1122958,376224,437000,562000,499000,62000,125000,125000]"
1464,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,25,1,"",100,"[0,9,1,2,3,4,5,7,6,8]","","","[7266,7251,6723]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000,1122958,376224,437000,562000,499000,62000,125000,125000]"
1465,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,25,1,"",100,"[0,9,1,2,3,4,5,7,6,8]","","","[7266,7251,6723]",[],55,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,"[2825364,125000,1122958,376224,437000,562000,499000,62000,125000,125000]"
1466,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1467,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1468,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1469,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1470,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1471,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1472,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1473,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1474,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesMilitary",1,2,"<rgb(207, 177, 95)>{Secure Locker}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1475,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesThug",1,2,"<rgb(207, 177, 95)>{Ornate Crate}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1476,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesScience",1,2,"<rgb(207, 177, 95)>{Small Bronze Chest}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1477,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesRobot",1,2,"<rgb(207, 177, 95)>{Rusted Receptacle}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/HeistChestPath","",540,[]
1478,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericMilitary",1,4,"<rgb(207, 177, 95)>{Secure Coffer}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,[],"","","[7266,7230]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[]
1479,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericThug",1,4,"<rgb(207, 177, 95)>{Lacquered Chest}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,[],"","","[7266,7230]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[]
1480,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericScience",1,4,"<rgb(207, 177, 95)>{Liquid-Sealed Lockbox}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,[],"","","[7266,7230]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[]
1481,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericRobot",1,4,"<rgb(207, 177, 95)>{Clockwork Coffer}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,[],"","","[7266,7230]",[],55,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,[]
1482,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericMilitary",1,4,"<rgb(207, 177, 95)>{Secure Coffer}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,[],"","","[7266,7230]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,[]
1483,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericThug",1,4,"<rgb(207, 177, 95)>{Lacquered Chest}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,[],"","","[7266,7230]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,[]
1484,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericScience",1,4,"<rgb(207, 177, 95)>{Liquid-Sealed Lockbox}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,[],"","","[7266,7230]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,[]
1485,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericRobot",1,4,"<rgb(207, 177, 95)>{Clockwork Coffer}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,[],"","","[7266,7230]",[],55,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,[]
1486,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyMilitary",1,4,"<rgb(207, 177, 95)>{Secure Repository}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,[]
1487,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyThug",1,4,"<rgb(207, 177, 95)>{Antique Chest}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,[]
1488,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyScience",1,4,"<rgb(207, 177, 95)>{Pressurised Casket}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,[]
1489,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyRobot",1,4,"<rgb(207, 177, 95)>{Reinforced Hold}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,[]
1490,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsMilitary",1,4,"<rgb(207, 177, 95)>{Secure Repository}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,[]
1491,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsThug",1,4,"<rgb(207, 177, 95)>{Antique Chest}","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,[]
1492,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsScience",1,4,"<rgb(207, 177, 95)>{Pressurised Casket}","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,[]
1493,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsRobot",1,4,"<rgb(207, 177, 95)>{Reinforced Hold}","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],55,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,[]
1494,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingTrinketsMilitary",1,4,"<rgb(207, 177, 95)>{Secure Repository}","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,[],"","",[7266],[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",546,[]
