"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool"
1348,"necromancer_corpse_shock_chill_aura","",1,"","",[],"",3,"","","","",18,0,"","",15,"",1,1,"",0,1,"CorpseShockChillAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1349,"corrosive_shroud_buff","While Incubating, deal less Damage with Poison and add to the Plague Value when you inflict Poison.\nWhile Infecting, deplete the Plague Value and deal Chaos Damage over Time to surrounding Enemies.","",1,"Plague Bearer",[9997],1,2,1,"","","",18,1096,1,"",1,"",1,1,"",0,1,"CorrosiveShroudBuff","","","","","",4,"","",0,[],"","","","",[],[],[9997],[],0,""
1350,"bone_armour","A percentage of all Damage from Hits is taken from this buff before your Life or Energy Shield. You are Immune to Bleeding.","",1,"Bone Armour",[1038],1,3,1,"",9895,"",18,1028,1,"",1,"",1,1,"",0,"","BoneArmourBuff","","","","","",4,"","",0,[],"","","","",[10330],[2651],"[1038,10330]",[10007],0,""
1351,"puppet_master","Your Minions deal more Damage and have increased Attack, Cast and Movement Speed","","","Feeding Frenzy","[10013,617,2099,2100,10012]",1,2,"","","","",18,1100,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10013,617,2099,2100,10012]",[],0,""
1352,"have_impaled_recently","",1,"","",[10017],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[10017],[],0,""
1353,"elusive","You have increased Movement Speed, and additional chance to Dodge Attacks and Spells. This buff's effects are reduced over time.","","","Elusive","[10032,177,1938,1939,10385]",1,11,"","","","",18,1098,1,"",1,"",1,1,"",0,1,"ElusiveBuff","","","","","",4,"","",0,[],1,"","","",[],[],"[10032,177,1938,1939,10385]",[],16777216,""
1354,"gain_mana_flask_charges_every_3_seconds","",1,"","",[],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","ManaFlaskChargesEvery3Seconds","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1355,"minion_focussed_fire_target","You have been signalled to be prey, causing an enemy's predator minions to target you.","","","Signalled Prey",[7675],1,3,"","","",1,18,1108,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7675],[],0,""
1356,"mine_damage_and_damage_taken_aura","",1,"","","[10410,10411]",1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10410,10411]",[],0,""
1357,"righteous_charge","Your skills supported by Inspiration Support gain bonuses.","","","Inspiration Charge",[],1,4,1,10105,10100,1,18,45,1,"",3,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1358,"remove_righteous_charges_mana_spent","",1,"","",[],"",1,"","","","",18,0,1,"",15,"",1,1,"",0,"","RemoveRighteousChargesManaSpent","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1359,"lightning_explosion_mine_aura","Nearby Enemy Mines are increasing the Damage you take","","","Stormblast Mines",[10108],1,1,"","","","",18,1110,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[10108],[],0,""
1360,"corrosive_shroud_accumulating_damage","",1,"","","[10110,3436]",1,3,"","","","",18,1116,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10110,3436]",[],0,""
1361,"corrosive_shroud_aura","You are taking damage from an enemy Infecting with Plague Bearer","","","Plague Bearer",[453],1,3,"","","","",18,1117,"","",2,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[453],[],0,""
1362,"flask_bonus_life_leech_from_attacks","",1,"","",[2703],1,3,"","","","",18,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2703],[],0,""
1363,"flask_bonus_energy_shield_leech_from_spells","",1,"","",[8870],1,3,"","","","",18,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8870],[],0,""
1364,"flask_bonus_attack_speed","",1,"","",[70],1,3,"","","","",18,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[70],[],0,""
1365,"flask_bonus_cast_speed","",1,"","",[216],1,3,"","","","",18,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[216],[],0,""
1366,"flask_bonus_chance_to_freeze_shock_ignite","",1,"","",[1879],1,3,"","","","",18,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1879],[],0,""
1367,"flask_instant_mana_recovery_at_end_of_effect","",1,"","",[10140],1,3,"","","","",18,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[10140],[],0,""
1368,"flask_effect_mana_not_removed_when_full","",1,"","",[7729],1,3,"","","","",14,0,1,"",4,"",1,"",1,0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[7729],[],0,""
1369,"skitterbots_buff","Your Skitterbots are granting you more Trap and Mine Damage.","",1,"Skitterbots",[10141],1,3,"","","","",18,1111,1,"",1,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","","","",[],[],[10141],[],0,""
1370,"skitterbots_shock_chill_aura","",1,"","",[],1,3,"","","","",18,0,"","",15,"",1,1,"",0,"","CorpseShockChillAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1371,"blight_tower_aura_buff_players","You have increased Attack, Cast and Movement Speed.","","","Tower Imbuement","[1910,177,554,24,1755]",1,3,"","","","",18,1127,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[1910,177,554,24,1755]",[],0,""
1372,"blight_tower_aura_buff_players_buff1","You have increased Attack, Cast and Movement Speed, and increased Damage.","","","Tower Imbuement","[1910,177,554,24,1755]",1,3,"","","","",18,1127,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[1910,177,554,24,1755]",[],0,""
1373,"blight_tower_aura_buff_players_buff2","You have increased Attack, Cast and Movement Speed, increased Damage and increased Critical Strike Chance.","","","Tower Imbuement","[1910,177,554,24,1755]",1,3,"","","","",18,1127,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[1910,177,554,24,1755]",[],0,""
1374,"blight_tower_aura_buff_players_buff3","You have increased Attack, Cast and Movement Speed, increased Damage, increased Critical Strike Chance and increased Life Regeneration.","","","Tower Imbuement","[1910,177,554,24,451,1755]",1,3,"","","","",18,1127,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[1910,177,554,24,451,1755]",[],0,""
1375,"blight_tower_aura_debuff_enemies","",1,"","","[477,177,24,12232]",1,3,"","","","",18,1128,1,"",2,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[477,177,24,12232]",[],0,""
1376,"blight_tower_aura_debuff_enemies_buff1","",1,"","","[477,177,24,12232]",1,3,"","","","",18,1128,1,"",2,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[477,177,24,12232]",[],0,""
1377,"blight_tower_aura_debuff_enemies_buff2","",1,"","","[477,177,24,141,12232]",1,3,"","","","",18,1128,1,"",2,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[477,177,24,141,12232]",[],0,""
1378,"blight_tower_aura_debuff_enemies_buff3","",1,"","","[477,177,24,141,346,12232]",1,3,"","","","",18,1128,1,"",2,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[477,177,24,141,346,12232]",[],0,""
1379,"cold_projectile_mine_aura","Nearby Enemy Mines are increasing the Critical Strike Chance of Hits against you.","","","Icicle Mines",[10349],1,1,"","","","",18,1119,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[10349],[],0,""
1380,"mortar_barrage_mine_aura","Nearby Enemy Mines are adding Fire Damage to Hits against you.","","","Pyroclast Mines","[10345,10346]",1,1,"","","","",18,1120,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],"[10345,10346]",[],0,""
1381,"remote_mine_2_aura","Nearby Enemy Mines are giving Hits against you a chance to deal Double Damage.","","","High-Impact Mines",[10158],1,1,"","","","",18,1118,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[10158],[],0,""
1382,"minion_instability_support_aura_burn","","","","",[1984],1,3,"","","","",18,1124,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1984],[],0,""
1383,"minion_instability_support_self_burn","","","","",[10168],1,2,"","","","",18,1123,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[10168],[],0,""
1384,"lose_power_charges_if_not_detonated_mines_recently","",1,"","",[],1,2,"","","","",18,0,1,"",15,"","","","",0,"","LosePowerChargesIfNotDetonatedMines","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1385,"blight_tower_aura_buff_towers","",1,"","","[24,216,10436,5839]",1,3,"","","",1,18,1126,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","","",4,"",1,0,[],"","","","",[],[],"[24,216,10436,5839]",[],0,""
1386,"mamba_strike_initial_debuff","If you die under the effect of this buff, surrounding targets will take chaos damage over time based on the Poisons on you.","","","Pestilent Strike",[],1,2,"","","",1,18,1121,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1387,"mamba_strike_damage","You are taking chaos damage over time from Pestilent Strike.","","","Pestilent Strike Damage",[453],1,3,"","","","",18,1122,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[453],[],0,""
1388,"blight_wolf_ice_armour","",1,"","",[477],1,2,"","","","",18,1125,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
1389,"snapping_adder_projectile","You have Venom Gyre blades ready to be thrown with Whirling Blades","","","Venom Gyre Blades",[],1,4,1,"",10343,"",18,1129,1,"",6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1390,"mortar_barrage_mine_limit_aura","",1,"","","[10347,10348]",1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"",1,"","",[],[],"[10347,10348]",[],0,""
1391,"unnerved","You are Unnerved, increasing Spell Damage taken.","","","Unnerve",[10354],1,2,"","","","",18,1196,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[10354],[],0,""
1392,"fungal_ground","You deal less Damage due to enemy Fungal Ground.","","","Fungal Ground","[10367,10394]",1,3,"","","","",18,1137,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10367,10394]",[],0,""
1393,"fungal_ground_while_stationary","",1,"","",[],1,2,"","","",1,18,0,1,"",15,"","","","",0,"","FungalGroundWhileStationary","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1394,"fungal_ground_allies","You gain a percentage of Non-Chaos Damage as extra Chaos Damage while on allied Fungal Ground.","","","Fungal Ground","[10367,7156]",1,3,"","","","",18,1137,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10367,7156]",[],0,""
1395,"blight_npc_tower_buff","",1,"","",[24],1,3,"","","","",18,1138,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
1396,"corrosive_shroud_at_max_damage","",1,"","",[],1,2,"","","","",18,0,1,"",15,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1397,"corrosive_shroud_poison_dot_multiplier_when_aura_active","",1,"","",[10243],1,3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[10243],[],0,""
1398,"raider_enemy_accuracy_aura","",1,"","",[10455],"",3,"","","","",18,0,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[10455],[],0,""
1399,"have_hit_cursed_enemy_recently","",1,"","",[10459],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[10459],[],0,""
1400,"have_used_a_warcry_in_past_8_seconds","",1,"","",[10470],"",9,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[10470],[],0,""
1401,"blight_charged_skeleton_speed","",1,"","",[177],1,1,"","","","",18,1143,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,""
1402,"temporal_anomaly_allies","You are faster due to a temporal anomaly.","","","Temporal Anomaly","[346,702]",1,3,"","","","",18,788,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[346,702]",[],0,""
1403,"blight_water_elemental_geyser_buff","",1,"","","[718,24,177]","",1,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[718,24,177]",[],0,""
1404,"betrayal_target_safety_aura","",1,"","","[6950,6948,3207]",1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],"[6950,6948,3207]",[],0,""
1405,"blight_ice_elemental_tower_freeze","","","","",[12483],1,3,"","","",1,18,4,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12483],[14616],0,""
1406,"blight_ice_monster_absorb_buff","",1,"","","[718,24]",1,1,"","","",1,18,0,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[718,24]",[],0,""
1407,"blight_chieftain_rage_buff","",1,"","","[1910,434]",1,1,"","","",1,18,1144,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1910,434]",[],0,""
1408,"blight_tower_temporal_anomaly","You are being slowed by a temporal anomaly.","","","Temporal Anomaly",[346],1,3,"","","","",12,788,"","",2,"",1,1,"",0,"","TemporalAnomalyDebuff","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,""
1409,"metamorphosis_monster_visual","",1,"","Metamorphosis","[1901,5348]",1,3,"","","","",18,1167,1,"",15,"",1,1,"",0,"","MetamorphosisBuffVisual","","","","","",4,"","",0,[],"","","","",[],[],"[1901,5348]",[],0,""
1410,"tethered_debuff","You are slowed by an Ensnaring Arrow. Move away from the arrow to break the Snare.","","","Snared","[10576,10577,5225,10614,13093]",1,1,1,"","","",18,1168,1,"",2,"",1,1,"",3,"","TetheredDebuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[10576,10577,5225,10614,13093]",[],0,""
1411,"explosive_arrow","You're going to go boom","","","Hit by Explosive Arrow",[],1,3,1,"","",1,18,59,1,"",3,"",1,1,"",0,"","ExplosiveArrowDebuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1412,"combined_ascendancy_child_auras","",1,"","","[141,1910,24,150,1085,177]",1,3,"","","",1,18,0,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[141,1910,24,150,1085,177]",[],0,""
1413,"precise_commander_cluster_jewel_aura","",1,"","","[554,95]",1,3,"","","",1,18,0,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[554,95]",[],0,""
1414,"totem_damage_taken_aura","",1,"","",[477],1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
1415,"atlas_exile_crusader_aura","You are taking Lightning Damage and losing Mana.","","","Mana Rune","[1988,7841,1080]",1,3,"","","","",18,1158,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",78,"",[],[],"[1988,7841,1080]",[],0,""
1416,"atlas_exile_crusader_aura_influence","You are taking Lightning Damage and losing Mana.","","","Mana Rune","[1988,7841,1080]",1,3,"","","","",18,1158,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1988,7841,1080]",[],0,""
1417,"gain_spent_mana_as_lightning_damage","",1,"","",[58],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[58],[],0,""
1418,"atlas_crusader_cleric_aura","You are dealing a portion of Physical Damage as Extra Lightning Damage and have higher chance to Shock.","","","Baranite Cleric's Aura","[449,659]",1,3,"","","","",18,1159,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[449,659]",[],0,""
1419,"atlas_orion_death_zone","Your integral anatomical structure is being ripped apart until you die.","","","Outer Deatomization Storm","[354,1984,1988,453,346]",1,3,"","","","",18,1160,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","","",4,"","",0,[],"","","","",[],[],"[354,1984,1988,453,346]",[],0,""
1420,"atlas_orion_death_zone_core","Your integral anatomical structure is being ripped apart until you die.","","","Inner Deatomization Storm","[354,1984,1988,453,346]",1,3,"","","","",18,1161,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","","",4,"","",0,[],"","",80,"",[],[],"[354,1984,1988,453,346]",[],0,""
1421,"master_buff_kirac","You have additional Armour and Evasion, and increased Damage","",1,"Kirac's Boon","[116,119,24]",1,3,"","","","",18,792,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[116,119,24]",[],0,""
1422,"burning_arrow_additional_burn","You are taking fire damage over time.","","","Burning Arrow",[1984],1,1,1,"","",1,18,1164,1,"",2,"",1,1,"",5,"","BurningArrowDebuff","","","","","",4,"","",0,[],"","","","",[],[],[1984],[],0,""
1423,"metamorphosis_minion","",1,"","",[],"",3,"","","","",18,1157,1,"",15,1,1,1,"",0,"","MetamorphosisMinion","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1424,"metamorphosis_minion_emerge","",1,"","","[6399,6400,6401]","",3,"","","","",18,1166,1,"",15,"",1,1,"",0,"","MonsterDamageTakenLerp","","","","","",4,"","",0,[],"","","","",[],[],"[6399,6400,6401]",[],0,""
1425,"metamorphosis_teleport_slow","",1,"","",[7334],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7334],[],0,""
1426,"basilisk_acid_bbq_aura","You are taking Chaos Damage","","","Acid Pit",[453],1,3,"","","","",18,12,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[453],[],0,""
1427,"minion_movespeed_while_near_parent","",1,"","",[10731],"",2,"","","","",18,0,1,"",15,"","","","",0,"","MinionMovespeedWhileNearParent","","","","","",4,"","",0,[],"","","","",[],[],[10731],[],0,""
1428,"atlas_orion_meteor_ground","You are taking Fire Damage, Physical Damage, Chaos Damage, Lightning Damage, have reduced maximum Fire, Chaos, and Lightning Resistances, and cannot Recover Life or Energy Shield.","","","Desolation of the Awakener","[354,1984,1988,453,946,948,949,1897,10728]",1,3,"","","","",18,1169,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",81,"",[],[],"[354,1984,1988,453,946,948,949,1897,10728]",[],0,""
1429,"metamorphosis_boss_display","",1,"","",[],"",3,"","","","",18,1156,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1430,"skill_location_memory","",1,"","",[],1,10,"","","","",18,0,1,"",15,"",1,1,1,0,"","RecordSkillUseLocations","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1431,"atlas_basilisk_spider_debuff","You are taking increased Chaos Damage","","","Caustic Webbing",[3436],1,3,"","","","",18,12,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3436],[],0,""
1432,"metamorph_enrage_fire","","","","","[43,44,611,5014,477]",1,3,"","","","",18,1170,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[43,44,611,5014,477]",[],0,""
1433,"metamorph_enrage_cold","","","","","[50,51,7448,477]",1,3,"","","","",18,1171,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[50,51,7448,477]",[],0,""
1434,"metamorph_enrage_lightning","","","","","[57,58,7449,477,659]",1,3,"","","","",18,1172,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[57,58,7449,477,659]",[],0,""
1435,"metamorph_enrage_physical","","","","","[28,29,477,1910]",1,3,"","","","",18,1173,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[28,29,477,1910]",[],0,""
1436,"atlas_warlord_banner_aura","","","","","[140,398]",1,3,"","","","",18,1180,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,398]",[],0,""
1437,"atlas_warlord_banner_aura_influence","","","","",[477],1,3,"","","","",18,1180,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
1438,"eye_of_desire_increased_resistances","You have increased Fire and Cold Resistances","","","Eye of Malice","[10359,10360]",1,3,"","","","",18,1178,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10359,10360]",[],0,""
1439,"alternate_fortify","You have more Evasion Rating","","","Fortify",[10786],1,3,"","","","",13,389,1,"",1,"",1,1,"",0,"","","","","","",1,4,"","",0,[],"","","","",[],[],[10786],[3050],0,""
1440,"metamorphosis_boss_teleport","",1,"","","[702,398,982,10788,10789]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[702,398,982,10788,10789]",[],0,""
1441,"single_conflux_cooldown","",1,"","Influence Mod (Invisible)",[],1,3,"","","",1,18,0,1,"",15,"","","","",0,"","SingleConfluxBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1442,"atlas_warlord_enrage","You have 20% increased Damage, Attack, Cast and Movement Speed.","","","Arena Master's Presence","[70,216,477,177,24]",1,3,"","","","",18,1175,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,216,477,177,24]",[],0,""
1443,"atlas_orion_immunity","You cannot be Damaged",1,"","Protective Shield",[140],1,3,"","","","",18,1176,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[140],[],0,""
1444,"ailments_types_grant_damage_taken_child_buff_scorch","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
1445,"ailments_types_grant_damage_taken_child_buff_frostburn","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
1446,"ailments_types_grant_damage_taken_child_buff_sap","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
1447,"atlas_orion_eyrie_hurricane","You are taking Cold Damage over Time","","","Redeemer's Storm",[1986],1,3,1,"","","",18,1177,1,1,2,"",1,1,"",50,"","GenericIncrementStacks","","","","","",4,"","",0,[],"","",85,"",[],[],[1986],[],0,""
1448,"phantasm_buff","Your spells deal additional physical damage.","","","Phantasmal Might","[1591,1592]",1,1,"","","","",18,1179,1,"",1,"",1,"","",0,"","","","","","","",3,"","",0,[],"","","","",[],[],"[1591,1592]",[],0,""
1449,"kingmaker_fortify_aura","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","GiveNearbyAlliesFortify","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1450,"atlas_exile_empowered","",1,"","",[24],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
1451,"adjudicator_banner_buff","",1,"","",[24],1,1,"","","","",18,1182,1,"",15,"",1,1,"",12,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
1452,"atlas_warlord_banner_aura_secondary","",1,"","",[],1,3,"","","","",18,1181,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1453,"atlas_orion_eyrie_hurricane_ally","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1454,"crusader_empowered_boss_buff","",1,"","","[5013,7449,659,563,124]",1,3,"","","","",18,1183,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[5013,7449,659,563,124]",[],0,""
1455,"eyrie_empowered_boss_buff","",1,"","","[5012,7008,7448,2928,124,3398,702]",1,3,"","","","",18,1184,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[5012,7008,7448,2928,124,3398,702]",[],0,""
1456,"basilisk_empowered_boss_buff","",1,"","","[6032,3380,1938,1939,124]",1,3,"","","","",18,1185,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[6032,3380,1938,1939,124]",[],0,""
1457,"adjudicator_empowered_boss_buff","",1,"","","[1910,6819,5440,177,124]",1,3,"","","","",18,1186,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1910,6819,5440,177,124]",[],0,""
1458,"atlas_orion_death_zone_minion","Your integral anatomical structure is being ripped apart until you die.","","","Outer Deatomization Storm","[354,1984,1988,453,346]",1,3,"","","","",18,1160,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","","",4,"","",0,[],"","","","",[],[],"[354,1984,1988,453,346]",[],0,""
1459,"atlas_orion_death_zone_core_minion","Your integral anatomical structure is being ripped apart until you die.","","","Inner Deatomization Storm","[354,1984,1988,453,346]",1,3,"","","","",18,1161,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","","",4,"","",0,[],"","",80,"",[],[],"[354,1984,1988,453,346]",[],0,""
1460,"arcane_cloak","Grants Added Lightning Damage, and a percentage of damage from hits will be taken from this buff before your Life or Energy Shield.","",1,"Arcane Cloak","[57,58,125,1077]",1,3,1,"",9895,"",18,1188,1,"",1,"",1,1,"",0,"","ArcaneCloakBuff","","","","","",4,"","",0,[],"","","","",[10916],[],"[57,58,125,1077,10916]",[10912],0,""
1461,"increased_lightning_damage_taken_in_chilling_areas","",1,"","",[3640],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3640],[],0,""
1462,"wand_trigger_support_skill_reservation","",1,"","",[],1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","","","",[],[],[],[],0,""
1463,"add_banner_stage_on_melee_hit_cooldown","",1,"","",[],1,1,"","","",1,18,0,1,"",15,"","","","",5,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1464,"affliction_split_buff","",1,"","",[],1,3,"","","","",18,1198,1,"",15,"",1,1,"",0,"","AfflictionSplitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1465,"consume_corpse_every_second_to_recover_life_and_mana","",1,"","",[4956],1,2,"","","","",18,0,1,"",15,"","","","",0,"","Ghoulish","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
