"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]_222","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","[rid]_440","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]_617","GameMode","[rid]_637"
25750,"SummonArbalistChanceToPoisonPercent",31818,9658,1,14392,"","","",1,"","","","","","","","","","",3,[4811],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",821185720,[],0,[]
25751,"SummonArbalistChanceToIgniteFreezeShockPercent",30632,9659,1,14393,"","","",1,"","","","","","","","","","",3,[4811],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1219444488,[],0,[]
25752,"MonsterTagExpedition",-19717,9660,1,"","","","",3,"","","","","","","","","","",3,[3402],0,0,0,0,0,0,0,0,[],[],[738],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1224866810,[],0,[]
25753,"FlaskMoreWardUnique1",-24230,9661,1,14522,"","","",1,"","","","","","","","","","",3,[4812],-85,-85,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",436648796,[],0,[]
25754,"FlaskFireColdLightningExposureOnNearbyEnemiesUnique1",-26834,9662,1,14523,"","","",1,"","","","","","","","","","",3,[4813],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1925965286,[],0,[]
25755,"FlaskNonDamagingAilmentIncreasedEffectUnique__1",17625,9663,1,14524,"","","",1,"","","","","","","","","","",3,[4814],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1839540605,[],0,[]
25756,"FlaskEnduranceChargePerSecondUnique1",17579,9664,1,14525,"","","",1,"","","","","","","","","","",3,[4815],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1987130075,[],0,[]
25757,"FlaskLoseAllEnduranceChargesGainLifePerLostChargeUnique1",-7384,9665,1,14526,"","","",1,"","","","","","","","","","",3,[4816],4,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1879872293,[],0,[]
25758,"FlaskCullingStrikeUnique1",2892,9666,1,14527,"","","",1,"","","","","","","","","","",3,[4817],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1115965897,[],0,[]
25759,"FlaskRemoveEffectWhenWardBreaksUnique1",15252,9667,1,14528,"","","",1,"","","","","","","","","","",3,[4818],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-510600700,[],0,[]
25760,"FlaskDebilitateNearbyEnemiesWhenEffectEndsUnique_1",-29603,9668,1,14529,"","","",1,"","","","","","","","","","",3,[4819],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-489722222,[],0,[]
25761,"ExpeditionNPCStealth_",6081,9669,1,12343,"","","",3,"","","","","","","","","","",3,[212],500,500,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",803813416,[],0,[]
25762,"MapExpeditionEliteMonsterQuantity",22847,9670,1,14575,"","","",5,"","","","","","","","","","",23,[4820],10,40,0,0,0,0,0,0,[0],[500],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",716403596,[],0,[]
25763,"MapExpeditionChestCount____",-2260,9671,1,14583,"","","",5,"","","","","","","","","","",23,[4821],8,16,0,0,0,0,0,0,[0],[500],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1275312943,[],0,[]
25764,"MapExpeditionEpicChestCount",31863,9672,1,14576,"","","",5,"","","","","","","","","","",23,[4822],4,12,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",97941921,[],0,[]
25765,"MapExpeditionUncommonChestCount_",-8233,9673,1,14577,"","","",5,"","","","","","","","","","",23,[4823],8,24,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1834922634,[],0,[]
25766,"MapExpeditionCommonChestCount",4428,9674,1,14578,"","","",5,"","","","","","","","","","",23,[4824],12,36,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2086432017,[],0,[]
25767,"MapExpeditionArtifactQuantity",-22237,9675,1,14579,"","","",5,"","","","","","","","","","",23,[4825],10,40,0,0,0,0,0,0,[0],[1000],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",507557731,[],0,[]
25768,"MapExpeditionVendorRerollCurrencyQuantity_",2805,9676,1,14580,"","","",5,"","","","","","","","","","",23,[4826],10,30,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1675323694,[],0,[]
25769,"HellscapeUpsideIncreasedLife1__",-11187,0,1,123,"","","",1,"","","","","","","","","","",24,[0],23,25,0,0,0,0,0,0,"[80,8,20,57,0]","[0,0,0,0,1000]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1353221349,[],0,[]
25770,"HellscapeUpsideIncreasedLife2_",-32018,0,45,123,"","","",1,"","","","","","","","","","",24,[0],28,30,0,0,0,0,0,0,"[80,8,20,57,0]","[0,0,0,0,1000]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-206671552,[],0,[]
25771,"HellscapeUpsideIncreasedLife3_",-11460,0,68,123,"","","",1,"","","","","","","","","","",24,[0],33,35,0,0,0,0,0,0,"[80,8,20,57,0]","[0,0,0,0,1000]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1348305761,[],0,[]
25772,"HellscapeUpsideIncreasedLife4",-26832,0,68,123,"","","",1,"","","","","","","","","","",24,[0],38,40,0,0,0,0,0,0,"[80,8,20,57,0]","[0,0,0,0,1000]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-326665289,[],0,[]
25773,"HellscapeUpsideLocalPhysicalDamageReductionRatingGlovesBoots1__",7525,50,1,362,"","","",1,"","","","","","","","","","",24,[2526],30,33,0,0,0,0,0,0,"[16,25,1,38,41,42,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1450396438,[],0,[]
25774,"HellscapeUpsideLocalPhysicalDamageReductionRatingGlovesBoots2",14942,50,45,362,"","","",1,"","","","","","","","","","",24,[2526],34,37,0,0,0,0,0,0,"[16,25,1,38,41,42,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1928153267,[],0,[]
25775,"HellscapeUpsideLocalPhysicalDamageReductionRatingGlovesBoots3",11956,50,68,362,"","","",1,"","","","","","","","","","",24,[2526],38,41,0,0,0,0,0,0,"[16,25,1,38,41,42,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1931828625,[],0,[]
25776,"HellscapeUpsideLocalPhysicalDamageReductionRatingGlovesBoots4_",-5785,50,68,362,"","","",1,"","","","","","","","","","",24,[2526],42,45,0,0,0,0,0,0,"[16,25,1,38,41,42,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1437973714,[],0,[]
25777,"HellscapeUpsideLocalPhysicalDamageReductionRatingHelmetShield1",8855,50,1,362,"","","",1,"","","","","","","","","","",24,[2526],33,39,0,0,0,0,0,0,"[16,22,4,38,41,42,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1443984519,[],0,[]
25778,"HellscapeUpsideLocalPhysicalDamageReductionRatingHelmetShield2__",-15788,50,45,362,"","","",1,"","","","","","","","","","",24,[2526],40,46,0,0,0,0,0,0,"[16,22,4,38,41,42,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-107004981,[],0,[]
25779,"HellscapeUpsideLocalPhysicalDamageReductionRatingHelmetShield3",11134,50,68,362,"","","",1,"","","","","","","","","","",24,[2526],47,53,0,0,0,0,0,0,"[16,22,4,38,41,42,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1243767132,[],0,[]
25780,"HellscapeUpsideLocalPhysicalDamageReductionRatingHelmetShield4_",-5657,50,68,362,"","","",1,"","","","","","","","","","",24,[2526],54,60,0,0,0,0,0,0,"[16,22,4,38,41,42,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-862182021,[],0,[]
25781,"HellscapeUpsideLocalPhysicalDamageReductionRatingBodyArmour1",-27473,50,1,362,"","","",1,"","","","","","","","","","",24,[2526],31,60,0,0,0,0,0,0,"[25,1,22,4,38,41,42,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",422153606,[],0,[]
25782,"HellscapeUpsideLocalPhysicalDamageReductionRatingBodyArmour2",22258,50,45,362,"","","",1,"","","","","","","","","","",24,[2526],61,90,0,0,0,0,0,0,"[25,1,22,4,38,41,42,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",681541229,[],0,[]
25783,"HellscapeUpsideLocalPhysicalDamageReductionRatingBodyArmour3",17683,50,68,362,"","","",1,"","","","","","","","","","",24,[2526],91,120,0,0,0,0,0,0,"[25,1,22,4,38,41,42,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1453462449,[],0,[]
25784,"HellscapeUpsideLocalPhysicalDamageReductionRatingBodyArmour4_",-12379,50,68,362,"","","",1,"","","","","","","","","","",24,[2526],121,150,0,0,0,0,0,0,"[25,1,22,4,38,41,42,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,7]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-833945106,[],0,[]
25785,"HellscapeUpsideLocalEvasionRatingGlovesBoots1",28395,48,1,361,"","","",1,"","","","","","","","","","",24,[2526],30,33,0,0,0,0,0,0,"[16,25,1,39,41,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2100958162,[],0,[]
25786,"HellscapeUpsideLocalEvasionRatingGlovesBoots2___",-28226,48,45,361,"","","",1,"","","","","","","","","","",24,[2526],34,37,0,0,0,0,0,0,"[16,25,1,39,41,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-960473218,[],0,[]
25787,"HellscapeUpsideLocalEvasionRatingGlovesBoots3_",-5444,48,68,361,"","","",1,"","","","","","","","","","",24,[2526],38,41,0,0,0,0,0,0,"[16,25,1,39,41,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1618381514,[],0,[]
25788,"HellscapeUpsideLocalEvasionRatingGlovesBoots4_",-12249,48,68,361,"","","",1,"","","","","","","","","","",24,[2526],42,45,0,0,0,0,0,0,"[16,25,1,39,41,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",401983442,[],0,[]
25789,"HellscapeUpsideLocalEvasionRatingHelmetShield1",30224,48,1,361,"","","",1,"","","","","","","","","","",24,[2526],33,39,0,0,0,0,0,0,"[16,22,4,39,41,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1041057822,[],0,[]
25790,"HellscapeUpsideLocalEvasionRatingHelmetShield2",20400,48,45,361,"","","",1,"","","","","","","","","","",24,[2526],40,46,0,0,0,0,0,0,"[16,22,4,39,41,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1904033486,[],0,[]
25791,"HellscapeUpsideLocalEvasionRatingHelmetShield3",-25821,48,68,361,"","","",1,"","","","","","","","","","",24,[2526],47,53,0,0,0,0,0,0,"[16,22,4,39,41,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1413402397,[],0,[]
25792,"HellscapeUpsideLocalEvasionRatingHelmetShield4",-15266,48,68,361,"","","",1,"","","","","","","","","","",24,[2526],54,60,0,0,0,0,0,0,"[16,22,4,39,41,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1161593187,[],0,[]
25793,"HellscapeUpsideLocalEvasionRatingBodyArmour1",-10667,48,1,361,"","","",1,"","","","","","","","","","",24,[2526],31,60,0,0,0,0,0,0,"[25,1,22,4,39,41,43,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1182830806,[],0,[]
25794,"HellscapeUpsideLocalEvasionRatingBodyArmour2",17665,48,45,361,"","","",1,"","","","","","","","","","",24,[2526],61,90,0,0,0,0,0,0,"[25,1,22,4,39,41,43,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1254625225,[],0,[]
25795,"HellscapeUpsideLocalEvasionRatingBodyArmour3",21095,48,68,361,"","","",1,"","","","","","","","","","",24,[2526],91,120,0,0,0,0,0,0,"[25,1,22,4,39,41,43,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-372327511,[],0,[]
25796,"HellscapeUpsideLocalEvasionRatingBodyArmour4_",-20732,48,68,361,"","","",1,"","","","","","","","","","",24,[2526],121,150,0,0,0,0,0,0,"[25,1,22,4,39,41,43,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1533670509,[],0,[]
25797,"HellscapeUpsideEnergyShieldGlovesBoots1_",14558,8,1,135,"","","",1,"","","","","","","","","","",24,[2526],8,9,0,0,0,0,0,0,"[16,25,1,40,42,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1778209059,[],0,[]
25798,"HellscapeUpsideEnergyShieldGlovesBoots2__",-1151,8,45,135,"","","",1,"","","","","","","","","","",24,[2526],10,11,0,0,0,0,0,0,"[16,25,1,40,42,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1000259615,[],0,[]
25799,"HellscapeUpsideEnergyShieldGlovesBoots3",-11634,8,68,135,"","","",1,"","","","","","","","","","",24,[2526],12,13,0,0,0,0,0,0,"[16,25,1,40,42,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2049747107,[],0,[]
25800,"HellscapeUpsideEnergyShieldGlovesBoots4",29956,8,68,135,"","","",1,"","","","","","","","","","",24,[2526],14,15,0,0,0,0,0,0,"[16,25,1,40,42,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2138835576,[],0,[]
25801,"HellscapeUpsideEnergyShieldHelmetShield1_",32410,8,1,135,"","","",1,"","","","","","","","","","",24,[2526],11,12,0,0,0,0,0,0,"[16,22,4,40,42,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1244083390,[],0,[]
25802,"HellscapeUpsideEnergyShieldHelmetShield2",26019,8,45,135,"","","",1,"","","","","","","","","","",24,[2526],13,14,0,0,0,0,0,0,"[16,22,4,40,42,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1402484284,[],0,[]
25803,"HellscapeUpsideEnergyShieldHelmetShield3",-12453,8,68,135,"","","",1,"","","","","","","","","","",24,[2526],15,16,0,0,0,0,0,0,"[16,22,4,40,42,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",400414854,[],0,[]
25804,"HellscapeUpsideEnergyShieldHelmetShield4",14479,8,68,135,"","","",1,"","","","","","","","","","",24,[2526],17,18,0,0,0,0,0,0,"[16,22,4,40,42,43,44,0]","[0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-722277251,[],0,[]
25805,"HellscapeUpsideEnergyShieldBodyArmour1",9338,8,1,135,"","","",1,"","","","","","","","","","",24,[2526],15,18,0,0,0,0,0,0,"[25,1,22,4,40,42,43,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1573419443,[],0,[]
25806,"HellscapeUpsideEnergyShieldBodyArmour2_",26140,8,45,135,"","","",1,"","","","","","","","","","",24,[2526],19,22,0,0,0,0,0,0,"[25,1,22,4,40,42,43,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1826294472,[],0,[]
25807,"HellscapeUpsideEnergyShieldBodyArmour3_",29832,8,68,135,"","","",1,"","","","","","","","","","",24,[2526],23,26,0,0,0,0,0,0,"[25,1,22,4,40,42,43,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1226456467,[],0,[]
25808,"HellscapeUpsideEnergyShieldBodyArmour4",-9300,8,68,135,"","","",1,"","","","","","","","","","",24,[2526],27,30,0,0,0,0,0,0,"[25,1,22,4,40,42,43,44,0]","[0,0,0,0,1000,500,500,300,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-585693509,[],0,[]
25809,"HellscapeUpsidePhysicalDamageTakenAsFirePercent3",11740,979,68,1047,"","","",1,"","","","","","","","","","",24,[2727],4,4,0,0,0,0,0,0,"[25,0]","[100,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[313,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1910004741,[],0,[]
