"rownum","Id","bool","i32","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode"
2080,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintPerceptionThugArmour",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2081,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintPerceptionScienceArmour",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2082,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintPerceptionRobotArmour",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2083,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDemolitionMilitaryArmour",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2084,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDemolitionThugArmour",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2085,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDemolitionScienceArmour",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2086,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDemolitionRobotArmour",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2087,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintCounterThaumaturgeMilitaryArmour",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2088,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintCounterThaumaturgeThugArmour",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2089,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintCounterThaumaturgeScienceArmour",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2090,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintCounterThaumaturgeRobotArmour",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomCounterThaumaturge","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2091,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintTrapDisarmamentMilitaryArmour",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomTrapDisarmament","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2092,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintTrapDisarmamentThugArmour",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomTrapDisarmament","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2093,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintTrapDisarmamentScienceArmour",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomTrapDisarmament","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2094,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintTrapDisarmamentRobotArmour",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomTrapDisarmament","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2095,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintAgilityMilitaryArmour",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2096,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintAgilityThugArmour",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2097,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintAgilityScienceArmour",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2098,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintAgilityRobotArmour",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2099,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDeceptionMilitaryArmour",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2100,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDeceptionThugArmour",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2101,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDeceptionScienceArmour",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2102,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDeceptionRobotArmour",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2103,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintEngineeringMilitaryArmour",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomEngineering","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2104,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintEngineeringThugArmour",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomEngineering","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2105,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintEngineeringScienceArmour",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomEngineering","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2106,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintEngineeringRobotArmour",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[1,4,2,3,5]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomEngineering","",547,"[1122958,562000,376224,437000,499000]","",0,0,"",5,"","","",[],1,[]
2107,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintLockPickingMilitaryWeapon",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2108,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintLockPickingThugWeapon",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2109,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintLockPickingScienceWeapon",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2110,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintLockPickingRobotWeapon",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2111,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintBruteForceMilitaryWeapon",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2112,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintBruteForceThugWeapon",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2113,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintBruteForceScienceWeapon",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2114,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintBruteForceRobotWeapon",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2115,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintPerceptionMilitaryWeapon",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2116,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintPerceptionThugWeapon",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2117,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintPerceptionScienceWeapon",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2118,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintPerceptionRobotWeapon",1,4,"Clockwork Coffer","Coffret mécanique","Uhrwerk-Truhe","機械仕掛けの金庫","태엽장치 궤짝","Cofre Mecânico","Механический сундук","Arcón mecánico","หีบจักรลาน","機械保險箱","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],54,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2119,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDemolitionMilitaryWeapon",1,4,"Secure Coffer","Coffre sécurisé","Gesicherte Truhe","堅牢な金庫","보안 궤짝","Cofre Seguro","Запирающийся ларь","Cofre asegurado","หีบนิรภัย","安全保險箱","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],51,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2120,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDemolitionThugWeapon",1,4,"Lacquered Chest","Malle laquée","Lackierte Truhe","漆塗りの箱","옻칠한 상자","Baú Envernizado","Лакированный сундук","Cofre barnizado","หีบเคลือบมัน","漆彩保險箱","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],52,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
2121,"Metadata/Chests/LeagueHeist/HardModeHeistChestBlueprintDemolitionScienceWeapon",1,4,"Liquid-Sealed Lockbox","Coffre hydraulique","Versiegeltes Schließfach","液封式ロックボックス","액체로 봉인된 자물통","Cofre Selado com Líquido","Ящик с жидкостным затвором","Caja fuerte sellada con líquido","กล่องล็อกกันน้ำ","液體密封箱","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,100,1,"",100,"[0,9]","","",[8138],[],53,0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomDemolition","",548,"[2825364,125000]","",0,0,"",5,"","","",[],1,[]
