"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
7853,"Dex4b_Wild_EngageElemental_02_01","Fell spirit! ","Esprit déchu !","Grausamer Geist!","邪悪な霊め！","몹쓸 혼백이구나!","Espírito caído!","Злой дух!","¡Espíritu del páramo!","วิญญาณสามานย์!","墮落的魂靈！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageElemental_02_01.ogg","",10000,300000
7854,"Dex4b_Wild_EngageElemental_02_02","Fell spirit! ","Esprit déchu !","Grausamer Geist!","邪悪な霊め！","몹쓸 혼백이구나!","Espírito caído!","Злой дух!","¡Espíritu del páramo!","วิญญาณสามานย์!","墮落的魂靈！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageElemental_02_02.ogg","",10000,300000
7855,"Dex4b_Wild_EngageElemental_03_01","Begone!","Disparaissez !","Fort mit dir!","退け！","사라져라!","Vai embora!","Изыди!","¡Largo de aquí!","ไปให้พ้น!","消失吧！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageElemental_03_01.ogg","",10000,300000
7856,"Dex4b_Wild_EngageElemental_03_02","Begone!","Disparaissez !","Fort mit dir!","退け！","사라져라!","Vai embora!","Изыди!","¡Largo de aquí!","ไปให้พ้น!","消失吧！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageElemental_03_02.ogg","",10000,300000
7857,"Dex4b_Wild_EngageElemental_04_01","Be dispelled! ","Soyez dissipés !","Sei vertrieben!","払われよ！","흩어져라!","Seja dissipado!","Рассейся!","¡Disípate!","คลายมนต์เสีย!","擊潰！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageElemental_04_01.ogg","",10000,300000
7858,"Dex4b_Wild_EngageGeneral_02_01","Take this! ","Prenez ça !","Nimm das!","喰らえ！","받아라!","Toma essa!","Получи!","¡Toma esto!","รับไปเสีย!","看招！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_02_01.ogg","",10000,300000
7859,"Dex4b_Wild_EngageGeneral_02_02","Take this! ","Prenez ça !","Nimm das!","喰らえ！","받아라!","Toma essa!","Получи!","¡Toma esto!","รับไปเสีย!","看招！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_02_02.ogg","",10000,300000
7860,"Dex4b_Wild_EngageGeneral_02_03","Take this! ","Prenez ça !","Nimm das!","喰らえ！","받아라!","Toma essa!","Получи!","¡Toma esto!","รับไปเสีย!","看招！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_02_03.ogg","",10000,300000
7861,"Dex4b_Wild_EngageGeneral_02_04","You're mine!","Vous êtes à moi !","Du gehörst mir!","あたしの獲物だ！","넌 내 거다!","Você é meu!","Ты мой!","¡Eres mío!","แกเสร็จข้า!","你是我的了！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_02_04.ogg","",10000,300000
7862,"Dex4b_Wild_EngageGeneral_02_05","You're mine!","Vous êtes à moi !","Du gehörst mir!","あたしの獲物だ！","넌 내 거다!","Você é meu!","Ты мой!","¡Eres mío!","แกเสร็จข้า!","你是我的了！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_02_05.ogg","",10000,300000
7863,"Dex4b_Wild_EngageGeneral_02_06","You're mine!","Vous êtes à moi !","Du gehörst mir!","あたしの獲物だ！","넌 내 거다!","Você é meu!","Ты мой!","¡Eres mío!","แกเสร็จข้า!","你是我的了！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_02_06.ogg","",10000,300000
7864,"Dex4b_Wild_EngageGeneral_03_01","Come on! ","Allez !","Komm schon!","来い！","덤벼라!","Cai dentro!","Вперёд!","¡Vamos!","เข้ามา!","來吧！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_03_01.ogg","",10000,300000
7865,"Dex4b_Wild_EngageGeneral_03_02","Come on! ","Allez !","Komm schon!","来い！","덤벼라!","Cai dentro!","Вперёд!","¡Vamos!","เข้ามา!","來吧！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_03_02.ogg","",10000,300000
7866,"Dex4b_Wild_EngageGeneral_03_03","Come on! ","Allez !","Komm schon!","来い！","덤벼라!","Cai dentro!","Вперёд!","¡Vamos!","เข้ามา!","來吧！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_03_03.ogg","",10000,300000
7867,"Dex4b_Wild_EngageGeneral_03_04","The thrill o' the hunt!","Le frisson de la chasse !","Der Nervenkitzel der Jagd!","狩りの高揚感！","사냥의 전율이여!","A emoção da caça!","Азарт охоты!","¡La emoción de la cacería!","ล่าได้สนุกนัก!","刺激的狩獵！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_03_04.ogg","",10000,300000
7868,"Dex4b_Wild_EngageGeneral_03_05","The thrill o' the hunt!","Le frisson de la chasse !","Der Nervenkitzel der Jagd!","狩りの高揚感！","사냥의 전율이여!","A emoção da caça!","Азарт охоты!","¡La emoción de la cacería!","ล่าได้สนุกนัก!","刺激的狩獵！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_03_05.ogg","",10000,300000
7869,"Dex4b_Wild_EngageGeneral_03_06","The thrill o' the hunt!","Le frisson de la chasse !","Der Nervenkitzel der Jagd!","狩りの高揚感！","사냥의 전율이여!","A emoção da caça!","Азарт охоты!","¡La emoción de la cacería!","ล่าได้สนุกนัก!","刺激的狩獵！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_03_06.ogg","",10000,300000
7870,"Dex4b_Wild_EngageGeneral_04_01","Bring it on! ","Allez-y !","Auf geht's!","勝負だ！","덤벼라!","Cai dentro!","Давай!","¡Empieza!","ก็เข้ามาเลย!","來吧！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_04_01.ogg","",10000,300000
7871,"Dex4b_Wild_EngageGeneral_04_02","Bring it on! ","Allez-y !","Auf geht's!","勝負だ！","덤벼라!","Cai dentro!","Давай!","¡Empieza!","ก็เข้ามาเลย!","來吧！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_04_02.ogg","",10000,300000
7872,"Dex4b_Wild_EngageGeneral_04_03","The hunt is on!","La chasse commence !","Die Jagd beginnt!","狩りの始まりだ！","사냥을 시작해볼까!","A caçada começou!","Охота началась!","¡La cacería ha empezado!","เริ่มล่าได้!","狩獵開始！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_04_03.ogg","",10000,300000
7873,"Dex4b_Wild_EngageGeneral_04_04","The hunt is on!","La chasse commence !","Die Jagd beginnt!","狩りの始まりだ！","사냥을 시작해볼까!","A caçada começou!","Охота началась!","¡La cacería ha empezado!","เริ่มล่าได้!","狩獵開始！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_04_04.ogg","",10000,300000
7874,"Dex4b_Wild_EngageGeneral_04_05","The hunt is on!","La chasse commence !","Die Jagd beginnt!","狩りの始まりだ！","사냥을 시작해볼까!","A caçada começou!","Охота началась!","¡La cacería ha empezado!","เริ่มล่าได้!","狩獵開始！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageGeneral_04_05.ogg","",10000,300000
7875,"Dex4b_Wild_EngageHuman_01_01","This ends now! ","Cela se termine maintenant !","Das endet hier und jetzt!","終わりだ！","이것도 이제 끝이다!","Isso acaba agora!","Сейчас всё кончится!","¡Esto termina ahora!","มันจักจบลงแล้ว!","一切到此為止了！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageHuman_01_01.ogg","",10000,300000
7876,"Dex4b_Wild_EngageHuman_01_02","This ends now! ","Cela se termine maintenant !","Das endet hier und jetzt!","終わりだ！","이것도 이제 끝이다!","Isso acaba agora!","Сейчас всё кончится!","¡Esto termina ahora!","มันจักจบลงแล้ว!","一切到此為止了！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageHuman_01_02.ogg","",10000,300000
7877,"Dex4b_Wild_EngageHuman_02_01","No quarter!","Pas de quartier !","Kein Fußbreit!","慈悲はない！","봐주지 않아!","Sem trégua!","Без пощады!","¡Sin cuartel!","สั่งตายเท่านั้น!","全力應戰！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageHuman_02_01.ogg","",10000,300000
7878,"Dex4b_Wild_EngageHuman_03_01","You don't stand a chance! ","Vous n'avez aucune chance !","Du hast keine Chance!","勝ち目はないぞ！","네겐 승산이 없다!","Você não tem chance!","У тебя нет шансов!","¡No tienes ninguna oportunidad!","แกไม่รอดแน่!","你毫無機會！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageHuman_03_01.ogg","",10000,300000
7879,"Dex4b_Wild_EngageHuman_03_03","You don't stand a chance! ","Vous n'avez aucune chance !","Du hast keine Chance!","勝ち目はないぞ！","네겐 승산이 없다!","Você não tem chance!","У тебя нет шансов!","¡No tienes ninguna oportunidad!","แกไม่รอดแน่!","你毫無機會！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageHuman_03_03.ogg","",10000,300000
7880,"Dex4b_Wild_EngageHuman_04_01","You're as good as dead! ","C'est comme si vous étiez déjà mort !","Du bist so gut wie tot!","死んだな！","넌 죽은 거나 다름없다!","Você não tem chance!","Ты всё равно что труп!","¡Estás muerto!","แกตายแน่!","這就是你的忌日！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageHuman_04_01.ogg","",10000,300000
7881,"Dex4b_Wild_EngageHuman_04_02","You're as good as dead! ","C'est comme si vous étiez déjà mort !","Du bist so gut wie tot!","死んだな！","넌 죽은 거나 다름없다!","Você já tá praticamente morto!","Ты всё равно что труп!","¡Estás muerto!","แกตายแน่!","這就是你的忌日！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageHuman_04_02.ogg","",10000,300000
7882,"Dex4b_Wild_EngageMonstrosity_01_01","Abomination!","Abomination !","Abscheulichkeit!","忌まわしい！","흉물 같으니!","Abominação!","Отродье!","¡Abominación!","อสุรกาย!","醜陋的怪物！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_01_01.ogg","",10000,300000
7883,"Dex4b_Wild_EngageMonstrosity_01_02","Abomination!","Abomination !","Abscheulichkeit!","忌まわしい！","흉물 같으니!","Abominação!","Отродье!","¡Abominación!","อสุรกาย!","醜陋的怪物！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_01_02.ogg","",10000,300000
7884,"Dex4b_Wild_EngageMonstrosity_01_03","Abomination!","Abomination !","Abscheulichkeit!","忌まわしい！","흉물 같으니!","Abominação!","Отродье!","¡Abominación!","อสุรกาย!","醜陋的怪物！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_01_03.ogg","",10000,300000
7885,"Dex4b_Wild_EngageMonstrosity_02_01","Better off dead!","Mieux vaut être mort !","Du bist im Tod besser dran!","お前は死んだほうがいい！","죽는 편이 나을 것이야!","A melhor coisa que você faz é morrer!","Лучше не оживай!","¡Estás mejor muerto!","ตายเสียยังดีกว่า!","受死吧！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_02_01.ogg","",10000,300000
7886,"Dex4b_Wild_EngageMonstrosity_02_02","Better off dead!","Mieux vaut être mort !","Du bist im Tod besser dran!","お前は死んだほうがいい！","죽는 편이 나을 것이야!","A melhor coisa que você faz é morrer!","Лучше не оживай!","¡Estás mejor muerto!","ตายเสียยังดีกว่า!","受死吧！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_02_02.ogg","",10000,300000
7887,"Dex4b_Wild_EngageMonstrosity_03_01","Foul thing! ","Chose immonde !","Widerliches Ding!","邪悪な存在め！","고약한 것!","Coisa nojenta!","Мерзкая тварь!","¡Criatura asquerosa!","ไอ้สิ่งโสโครก!","惡臭之物！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_03_01.ogg","",10000,300000
7888,"Dex4b_Wild_EngageMonstrosity_03_02","Foul thing! ","Chose immonde !","Widerliches Ding!","邪悪な存在め！","고약한 것!","Coisa nojenta!","Мерзкая тварь!","¡Criatura asquerosa!","ไอ้สิ่งโสโครก!","惡臭之物！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_03_02.ogg","",10000,300000
7889,"Dex4b_Wild_EngageMonstrosity_04_01","Unnatural filth!","Saleté contre nature !","Widernatürlicher Abschaum!","異常な化け物め！","비정상적인 오물이다!","Monstruosidade imunda!","Противоестественная мерзость!","¡Inmundicia antinatural!","โสโครกผิดธรรมชาตินัก!","不自然的髒東西！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_04_01.ogg","",10000,300000
7890,"Dex4b_Wild_EngageMonstrosity_05_01","Slimy bastard! ","Bâtard gluant !","Widernatürlicher Abschaum!","気持ち悪い怪物め！","물컹한 잡것!","Cretino viscoso!","Склизкая зараза!","¡Bastardo asqueroso!","ไอ้พวกเลวทราม!","令人作嘔的穢物！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageMonstrosity_05_01.ogg","",10000,300000
7891,"Dex4b_Wild_EngageSkeleton_01_01","Return to nothin'!","Retournez au néant !","Kehre ins Nichts zurück!","無に帰れ！","무로 돌아가라!","Volte ao nada!","Обращайся в ничто!","¡Vuelve a la nada!","กลับสู่ห้วงว่าง!","回歸虛無吧！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageSkeleton_01_01.ogg","",10000,300000
7892,"Dex4b_Wild_EngageSkeleton_01_02","Return to nothin'!","Retournez au néant !","Kehre ins Nichts zurück!","無に帰れ！","무로 돌아가라!","Volte ao nada!","Обращайся в ничто!","¡Vuelve a la nada!","กลับสู่ห้วงว่าง!","回歸虛無吧！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageSkeleton_01_02.ogg","",10000,300000
7893,"Dex4b_Wild_EngageSkeleton_02_01","You shoulda stayed buried! ","Vous auriez dû rester enterré !","Du hättest in deinem Grab bleiben sollen!","埋まったままでいるべきだった！","땅에 묻혀 있었어야지!","Você devia ter ficado debaixo da terra!","Надо было лежать в могиле!","¡Deberías haberte quedado enterrado!","แกควรอยู่ในหลุมต่อไป!","你應該在地底下好好長眠！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageSkeleton_02_01.ogg","",10000,300000
7894,"Dex4b_Wild_EngageSkeleton_02_02","You shoulda stayed buried! ","Vous auriez dû rester enterré !","Du hättest in deinem Grab bleiben sollen!","埋まったままでいるべきだった！","땅에 묻혀 있었어야지!","Você devia ter ficado debaixo da terra!","Надо было лежать в могиле!","¡Deberías haberte quedado enterrado!","แกควรอยู่ในหลุมต่อไป!","你應該在地底下好好長眠！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageSkeleton_02_02.ogg","",10000,300000
7895,"Dex4b_Wild_EngageSkeleton_03_01","I will break you! ","Je vais vous briser !","Ich werde dich brechen!","壊してやる！","부숴 주마!","Eu vou te quebrar!","Я тебя разломаю!","¡Te romperé!","ข้าจะทลายร่างแก!","我會粉碎你！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageSkeleton_03_01.ogg","",10000,300000
7896,"Dex4b_Wild_EngageSkeleton_04_01","Submit!","Soumettez-vous !","Ergib dich!","屈服しろ！","굴복해라!","Morra!","Покорись!","¡Sométete!","ยอมเสีย!","屈服吧！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageSkeleton_04_01.ogg","",10000,300000
7897,"Dex4b_Wild_EngageSkeleton_04_02","Submit!","Soumettez-vous !","Ergib dich!","屈服しろ！","굴복해라!","Morra!","Покорись!","¡Sométete!","ยอมเสีย!","屈服吧！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageSkeleton_04_02.ogg","",10000,300000
7898,"Dex4b_Wild_EngageUndead_01_01","Death take you! ","Que la mort vous emporte !","Der Tod soll dich holen!","死神に連れて行かれろ！","죽음이 널 거두리라!","Que a morte te leve!","Прими смерть!","¡Que la muerte te lleve!","ความตายพรากแก!","死亡會解決你！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageUndead_01_01.ogg","",10000,300000
7899,"Dex4b_Wild_EngageUndead_01_02","Death take you! ","Que la mort vous emporte !","Der Tod soll dich holen!","死神に連れて行かれろ！","죽음이 널 거두리라!","Que a morte te leve!","Прими смерть!","¡Que la muerte te lleve!","ความตายพรากแก!","死亡會解決你！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageUndead_01_02.ogg","",10000,300000
7900,"Dex4b_Wild_EngageUndead_02_01","Back to the dirt with ya!","Retournez dans la poussière !","Zurück in den Staub mit dir!","土へ戻れ！","다시 흙으로 돌아가라!","De volta pra terra!","Возвращайся в грязь!","¡Vuelta al polvo contigo!","กลับลงดินไปเสีย!","你！回歸塵土吧！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageUndead_02_01.ogg","",10000,300000
7901,"Dex4b_Wild_EngageUndead_02_02","Back to the dirt with ya!","Retournez dans la poussière !","Zurück in den Staub mit dir!","土へ戻れ！","다시 흙으로 돌아가라!","De volta pra terra!","Возвращайся в грязь!","¡Vuelta al polvo contigo!","กลับลงดินไปเสีย!","你！回歸塵土吧！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageUndead_02_02.ogg","",10000,300000
7902,"Dex4b_Wild_EngageUndead_03_01","Stay dead! ","Restez mort !","Bleibe tot!","そのまま死んでろ！","그대로 죽어 있어!","E fique morto!","И не вставай!","¡Quédate muerto!","ตายแล้วก็ตายลับ!","乖乖死去！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageUndead_03_01.ogg","",10000,300000
7903,"Dex4b_Wild_EngageUndead_03_02","Stay dead! ","Restez mort !","Bleibe tot!","そのまま死んでろ！","그대로 죽어 있어!","E fique morto!","И не вставай!","¡Quédate muerto!","ตายแล้วก็ตายลับ!","乖乖死去！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageUndead_03_02.ogg","",10000,300000
7904,"Dex4b_Wild_EngageVaal_01_01","Piece o' filth! ","Ordure !","Stück Dreck!","ゴミめ！","오물 따위가!","Coisa imunda!","Грязь подноготная!","¡Pedazo de basura!","อ้ายโสโครก!","骯髒的東西！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_01_01.ogg","",10000,300000
7905,"Dex4b_Wild_EngageVaal_01_02","Piece o' filth! ","Ordure !","Stück Dreck!","ゴミめ！","오물 따위가!","Coisa imunda!","Грязь подноготная!","¡Pedazo de basura!","อ้ายโสโครก!","骯髒的東西！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_01_02.ogg","",10000,300000
7906,"Dex4b_Wild_EngageVaal_01_03","Piece o' filth! ","Ordure !","Stück Dreck!","ゴミめ！","오물 따위가!","Coisa imunda!","Грязь подноготная!","¡Pedazo de basura!","อ้ายโสโครก!","骯髒的東西！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_01_03.ogg","",10000,300000
7907,"Dex4b_Wild_EngageVaal_02_01","Bloody fossil! ","Foutu fossile !","Verfluchtes Fossil!","この化石め！","화석 따위가!","Fóssil maldito!","Треклятое ископаемое!","¡Maldito fósil!","ฟอสซิลสามานย์!","早該作古的東西！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_02_01.ogg","",10000,300000
7908,"Dex4b_Wild_EngageVaal_02_02","Bloody fossil! ","Foutu fossile !","Verfluchtes Fossil!","この化石め！","화석 따위가!","Fóssil maldito!","Треклятое ископаемое!","¡Maldito fósil!","ฟอสซิลสามานย์!","早該作古的東西！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_02_02.ogg","",10000,300000
7909,"Dex4b_Wild_EngageVaal_02_03","Bloody fossil! ","Foutu fossile !","Verfluchtes Fossil!","この化石め！","화석 따위가!","Fóssil maldito!","Треклятое ископаемое!","¡Maldito fósil!","ฟอสซิลสามานย์!","早該作古的東西！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_02_03.ogg","",10000,300000
7910,"Dex4b_Wild_EngageVaal_03_01","Ancient ol' git! ","Vieux machin !","Uralter Sack!","古代の馬鹿が！","이 낡은 퇴물아!","Velho idiota!","Древние мерзавцы!","¡Anciano malnacido!","ไอ้แก่แต่โบราณ!","時代淘汰的古董！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_03_01.ogg","",10000,300000
7911,"Dex4b_Wild_EngageVaal_03_02","Ancient ol' git! ","Vieux machin !","Uralter Sack!","古代の馬鹿が！","이 낡은 퇴물아!","Velho idiota!","Древние мерзавцы!","¡Anciano malnacido!","ไอ้แก่แต่โบราณ!","時代淘汰的古董！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_03_02.ogg","",10000,300000
7912,"Dex4b_Wild_EngageVaal_04_01","Vile cur!","Sale bâtard !","Dämlicher Köter!","汚らわしい悪党め！","몹쓸 똥개 같으니!","Cachorro vil!","Злые псы!","¡Perro vil!","สารเลวสามานย์!","惡毒的野種！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_04_01.ogg","",10000,300000
7913,"Dex4b_Wild_EngageVaal_04_02","Vile cur!","Sale bâtard !","Dämlicher Köter!","汚らわしい悪党め！","몹쓸 똥개 같으니!","Cachorro vil!","Злые псы!","¡Perro vil!","สารเลวสามานย์!","惡毒的野種！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_04_02.ogg","",10000,300000
7914,"Dex4b_Wild_EngageVaal_05_01","Vaal scum!","Vermine vaal !","Vaalischer Abschaum!","ヴァールのクズめ！","바알 쓰레기야!","Escória Vaal!","Ваальское отребье!","¡Escoria vaal!","ไอ้วาล์ชาติชั่ว!","瓦爾的雜碎！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_05_01.ogg","",10000,300000
7915,"Dex4b_Wild_EngageVaal_05_02","Vaal scum!","Vermine vaal !","Vaalischer Abschaum!","ヴァールのクズめ！","바알 쓰레기야!","Escória Vaal!","Ваальское отребье!","¡Escoria vaal!","ไอ้วาล์ชาติชั่ว!","瓦爾的雜碎！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EngageVaal_05_02.ogg","",10000,300000
7916,"Dex4b_Wild_EnterReliquary_01_01","Time to go plunderin'. ","C'est l'heure du pillage.","Zeit, ein bisschen zu plündern.","略奪の時間だ。","약탈할 시간이다.","Hora de ir saquear.","Время разграблять.","Hora de saquear.","ได้เวลาปล้นแล้วละ","該去掠奪一番了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_01_01.ogg","",10000,300000
7917,"Dex4b_Wild_EnterReliquary_01_02","Time to go plunderin'. ","C'est l'heure du pillage.","Zeit, ein bisschen zu plündern.","略奪の時間だ。","약탈할 시간이다.","Hora de ir saquear.","Время разграблять.","Hora de saquear.","ได้เวลาปล้นแล้วละ","該去掠奪一番了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_01_02.ogg","",10000,300000
7918,"Dex4b_Wild_EnterReliquary_01_03","Time to go plunderin'. ","C'est l'heure du pillage.","Zeit, ein bisschen zu plündern.","略奪の時間だ。","약탈할 시간이다.","Hora de ir saquear.","Время разграблять.","Hora de saquear.","ได้เวลาปล้นแล้วละ","該去掠奪一番了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_01_03.ogg","",10000,300000
7919,"Dex4b_Wild_EnterReliquary_02_01","The Spirit provides. ","L'Esprit pourvoit.","Der Geist meint es gut.","精霊様の恵みだ。","혼백이 힘을 준다.","O Espírito provê.","Дар Духа.","El Espíritu provee.","พระวิญญาณทรงประทานพร","魂靈給予我溫飽。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_02_01.ogg","",10000,300000
7920,"Dex4b_Wild_EnterReliquary_02_02","The Spirit provides. ","L'Esprit pourvoit.","Der Geist meint es gut.","精霊様の恵みだ。","혼백이 힘을 준다.","O Espírito provê.","Дар Духа.","El Espíritu provee.","พระวิญญาณทรงประทานพร","魂靈給予我溫飽。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_02_02.ogg","",10000,300000
7921,"Dex4b_Wild_EnterReliquary_03_01","What's an 'unt without a trophy? ","Qu'est-ce qu'une chasse sans trophée ?","Was wäre schon eine Jagd ohne Trophäe?","トロフィーのない狩りなんて。","전리품 없는 사냥이 무슨 의미지?","Uma caçada sem um troféu não é uma caçada.","Что за охота без трофея?","¿Qué es una cacería sin un trofeo? ","การล่าจะขาดรางวัลไปได้เช่นไรเล่า?","如果沒有獲物，還算是什麼狩獵？ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_03_01.ogg","",10000,300000
