"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32","bool"
294,"C_G1_1",-16843010,-16843010,-16843010,-16843010,[147],"The Riverbank","Dregs and filth from the Manor gather in silence.",[2889],7,[2889],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRiverbank","","","","",4205,4205,""
295,"C_G1_1_BloatedMiller",-16843010,-16843010,-16843010,-16843010,[],"The Bloated Miller","...intermittent growls echo along the Riverbank, but there is a distant, rythmic sawing of wood underneath it all...",[2889],7,[72],[2934],"","WorldMapContentBoss",294,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBloatedMiller",0,"","","",4205,4205,""
296,"C_G1_1_BloatedMillerSlain",-16843010,-16843010,-16843010,-16843010,[],"The Bloated Miller","That gargantuan beast, could that have been human once? At least the encampment is safe for now.",[2934],7,[72],[],"","WorldMapContentBossDone",294,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBloatedMiller",0,"","","",4205,4205,1
297,"C_G1_town",146,0,0,0,[146],"Clearfell Encampment","Walls of wood strain against the tide as Death knocks thrice.",[2889],7,[2890],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTown","",3000,"With the Count dead, Ogham might finally be able to heal.","",4205,4205,""
298,"C_G1_2",148,0,0,0,[148],"Clearfell","A wounded land plays host to an infection.",[2890],7,[2891],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinClearfell","","","","",4205,4205,""
299,"C_G1_2_CarrionCrone",148,0,0,0,[],"Beira of the Rotten Pack","...a chanting that echoes through Clearfell preceding chilling howls...",[2890],7,[72],[3733],"","WorldMapContentBossUpgrade",298,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCarrionCrone",0,"","","",4205,4205,""
300,"C_G1_2_CarrionCroneSlain",148,0,0,0,[],"Beira of the Rotten Pack","This wolf head seems to hold power even after the Crone is dead.\r\n\r\n<white>{+10% to Cold Resistance}",[3733],7,[72],[],"","WorldMapContentBossUpgradeDone",298,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCarrionCrone",0,"","","",4205,4205,1
301,"C_G1_2_ClearfellChest",148,0,0,0,[],"Mysterious Campsite","...whispers of an Ogham scouting party slain by a rogue, their supplies left untouched...",[2890],7,[72],[4662],"","WorldMapContentChest",298,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinClearfellChest",0,"","","",4205,4205,""
302,"C_G1_2_ClearfellChestOpened",148,0,0,0,[],"Mysterious Campsite","Better a quick death to an arrow than to see your brothers become the undead.",[4662],7,[72],[],"","WorldMapContentChestDone",298,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinClearfellChest",0,"","","",4205,4205,1
303,"C_G1_3",-16843010,-16843010,-16843010,-16843010,[149],"Mud Burrow","Hungry jaws hide in dripping darkness.","[2891,2925]",7,[2892],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMudBurrow","",2931,"Nature begins to seep back in, reclaiming the spaces within.",1,4205,4205,""
304,"C_G1_3_Underground",-16843010,-16843010,-16843010,-16843010,[],"Mud Burrow","Hungry jaws hide in dripping darkness.","[2891,2925]",7,[72],[],"","",303,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMudBurrowUnderground","",2931,"Nature begins to seep back in, reclaiming the spaces within.",1,4205,4205,""
305,"C_G1_3_MudBurrower",-16843010,-16843010,-16843010,-16843010,[],"The Devourer","...dirt shifts and murmurs beneath your feet as your move through Clearfell...","[2892,2925]",7,[72],[2931],"","WorldMapContentBoss",303,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMudBurrower",0,"","","",4205,4205,""
306,"C_G1_3_MudBurrowerSlain",-16843010,-16843010,-16843010,-16843010,[],"The Devourer","It is a little easier for the townsfolk huddled between the walls of Clearfell Encampment to sleep now the ground beneath them is still.",[2931],7,[72],[],"","WorldMapContentBossDone",303,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMudBurrower",0,"","","",4205,4205,1
307,"C_G1_4",150,0,0,0,[150],"The Grelwood","A shadow waits and watches with mysterious intent.","[2891,2941]",7,[2893],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinOldForest","","","","",4205,4205,""
308,"C_G1_4_Brambleghast",150,0,0,0,[],"The Brambleghast","...some swear they have seen the purple bramble that grows throughout the wood move on its own...","[2893,2941]",7,[72],[4666],"","WorldMapContentBoss",307,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBrambleghast",0,"","","",4205,4205,""
309,"C_G1_4_BrambleghastSlain",150,0,0,0,[],"The Brambleghast","The bramble is still, but the stench of the corpses remains.",[4666],7,[72],[],"","WorldMapContentBossDone",307,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBrambleghast",0,"","","",4205,4205,1
310,"C_G1_4_TreeOfSouls",150,0,0,0,[],"The Tree of Souls","...Una mentioned a curious entity out in these woods...","[2893,2941]",7,[72],[4701],"","Act1/WorldMapContentTreeOfSouls",307,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTreeOfSouls",1,"","","",4205,4205,""
311,"C_G1_4_TreeOfSoulsDone",150,0,0,0,[],"The Tree of Souls","The Hooded One is free but corruption still lurks in these woods.",[4701],7,[72],[2899],"","Act1/WorldMapContentTreeOfSoulsDone",307,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTreeOfSouls",1,"","","",4205,4205,1
312,"C_G1_4_Cauldron",150,0,0,0,[],"Witch Hut","...the local witch has not been heard from in weeks...","[2893,2941]",7,[72],[4678],"","WorldMapContentChest",307,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinOldForestCauldron",0,"","","",4205,4205,""
313,"C_G1_4_CauldronOpened",150,0,0,0,[],"Witch Hut","...is there no one spared from this evil?...",[4678],7,[72],[],"","WorldMapContentChestDone",307,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinOldForestCauldron",0,"","","",4205,4205,1
314,"C_G1_4_OldHag",150,0,0,0,[],"Areagne, Forgotten Witch","...they haven't been seen in a long time...","[2893,2941]",7,[72],[4773],"","WorldMapContentRareMonster",307,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinOldForestHag",0,"","","",4205,4205,""
315,"C_G1_4_OldHagSlain",150,0,0,0,[],"Areagne, Forgotten Witch","Another mind lost to the corruption. Better dead than alive in that state.",[4773],7,[72],[],"","WorldMapContentRareMonsterDone",307,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinOldForestHag",0,"","","",4205,4205,1
316,"C_G1_5",151,0,0,0,[151],"The Red Vale","Men furiously killed each other in droves long before madness came.",[2893],7,[2894],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRedVale","",2944,"Though the Eternal Empire lies in ruins, the anger of the oppressed endures.","",4205,4205,""
317,"C_G1_5_RustKing",151,0,0,0,[],"The Rust King","...weapons and armour still twist and move sometimes. Rumours say a towering construct can form from them...","[2894,3456]",7,[72],[4720],"","WorldMapContentBoss",316,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRustKing",0,"","","",4205,4205,""
318,"C_G1_5_RustKingSlain",151,0,0,0,[],"The Rust King","The metal is silent now, maybe this battlefield can finally rest.",[4720],7,[72],[],"","WorldMapContentBossDone",316,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRustKing",0,"","","",4205,4205,1
319,"C_G1_6",152,0,0,0,[152],"The Grim Tangle","A simple ditch becomes a labyrinth when the mind twists upon itself.",[2893],7,[2895],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinGrimTangle","","","",1,4205,4205,""
320,"C_G1_6_Underground",152,0,0,0,[],"The Grim Tangle","A simple ditch becomes a labyrinth when the mind twists upon itself.",[2893],7,[72],[],"","",319,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinGrimTangleUnderground","","","","",4205,4205,""
321,"C_G1_6_FungusBehemoth",152,0,0,0,[],"Ervig, the Rotten Druid","...the fungus in the twisting vines has a master some say...","[2895,4701]",7,[72],[4664],"","WorldMapContentBoss",319,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinFungusBehemoth",0,"","","",4205,4205,""
322,"C_G1_6_FungusBehemothSlain",152,0,0,0,[],"Ervig, the Rotten Druid","The druid dead but the spores remain. It must be rooted deeper.",[4664],7,[72],[],"","WorldMapContentBossDone",319,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinFungusBehemoth",0,"","","",4205,4205,1
323,"C_G1_7",153,0,0,0,[153],"Cemetery of the Eternals","The bootprint of the Eternals upon the face of Ogham.",[4701],7,[2896],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinGraveyard","","","","",4205,4205,""
324,"C_G1_7_Lachlann",153,0,0,0,[],"Lachlann of Endless Lament","...driven by madness, twisted by sadness. A danger lurks in the Cemetery of the Eternals...",[3110],7,[72],[4661],"","WorldMapContentBoss",323,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinLachlann",0,"","","",4205,4205,""
325,"C_G1_7_LachlannSlain",153,0,0,0,[],"Lachlann of Endless Lament","Finally the family can all rest together.",[4661],7,[72],[],"","WorldMapContentBossDone",323,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinLachlann",0,"","","",4205,4205,1
326,"C_G1_7_RingChest",153,0,0,0,[],"Ancient Ruin","...someone in camp let it slip that there may be jewellery left in the graves here...","[2896,4701]",7,[72],[4775],"","WorldMapContentChest",323,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinGraveyardRingChest",0,"","","",4205,4205,""
327,"C_G1_7_RingChestDone",153,0,0,0,[],"Ancient Ruin","The dead won't miss their ring.",[4775],7,[72],[],"","WorldMapContentChestDone",323,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinGraveyardRingChest",0,"","","",4205,4205,1
328,"C_G1_8",154,0,0,0,[154],"Mausoleum of the Praetor","The wealthy wished to rest in opulence. They failed to take it with them.",[2896],7,[2897],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMausoleum","",2977,"With Draven's second death, the spirits of the rebel Ezomytes can finally rest.",1,4205,4205,""
329,"C_G1_8_Underground",154,0,0,0,[],"Mausoleum of the Praetor","The wealthy wished to rest in opulence. They failed to take it with them.",[2896],7,[72],[],"","",328,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMausoleumUnderground","",2977,"With Draven's second death, the spirits of the rebel Ezomytes can finally rest.","",4205,4205,""
330,"C_G1_8_Draven",154,0,0,0,[],"Draven, the Eternal Praetor","...a tyrant buried long ago. There is talk he doesn't sleep deeply...","[2897,2964]",7,[72],[2977],"","WorldMapContentBoss",328,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinDraven",0,"","","",4205,4205,""
331,"C_G1_8_DravenSlain",154,0,0,0,[],"Draven, the Eternal Praetor","His spirit has been banished, for now.",[2977],7,[72],[],"","WorldMapContentBossDone",328,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinDraven",0,"","","",4205,4205,1
332,"C_G1_8_GoldRoom",154,0,0,0,[],"Forgotten Riches","...someone let slip that the original plans for the Mausoleum had a hidden room. Although the plans themselves are long lost to time...","[2897,2964]",7,[72],[4774],"","WorldMapContentChest",328,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinMausoleumGoldRoom",0,"","","",4205,4205,""
333,"C_G1_8_GoldRoomDone",154,0,0,0,[],"Forgotten Riches","Even more treasure than the burial chamber. What a lucky find.",[4774],7,[72],[],"","WorldMapContentChestDone",328,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinMausoleumGoldRoom",0,"","","",4205,4205,1
334,"C_G1_9",155,0,0,0,[155],"Tomb of the Consort","A time of plague stacked bodies ten high. Now, they roam.",[2896],7,[2898],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTomb","",2972,"With Asinia's second death, the cycle of vengeance is finally ended.",1,4205,4205,""
335,"C_G1_9_Underground",155,0,0,0,[],"Tomb of the Consort","A time of plague stacked bodies ten high. Now, they roam.",[2896],7,[72],[],"","",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTombUnderground","",2972,"With Asinia's second death, the cycle of vengeance is finally ended.","",4205,4205,""
336,"C_G1_9_Asinia",155,0,0,0,[],"Asinia, the Praetor's Consort","...though tales of her are fewer than Draven, those you have heard sound just as deadly...","[2898,2964]",7,[72],[2972],"","WorldMapContentBoss",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinAsinia",0,"","","",4205,4205,""
337,"C_G1_9_AsiniaSlain",155,0,0,0,[],"Asinia, the Praetor's Consort","A grave destroyed and the owner expelled. Let's hope it stays that way.",[2972],7,[72],[],"","WorldMapContentBossDone",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinAsinia",0,"","","",4205,4205,1
338,"C_G1_9_TrappedChest",155,0,0,0,[],"Embattled Trove","...a spirit bound to a chest. You've been told it won't give up the contents so easily...","[2898,2964]",7,[72],[4788],"","WorldMapContentChest",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinTombTrappedChest",0,"","","",4205,4205,""
339,"C_G1_9_TrappedChestDone",155,0,0,0,[],"Embattled Trove","...another soul put to rest...",[4788],7,[72],[],"","WorldMapContentChestDone",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinTombTrappedChest",0,"","","",4205,4205,1
340,"C_G1_10",-16843010,-16843010,-16843010,-16843010,[156],"Root Hollow","[DNT] Tangled roots ensure souls lost in the forest are never found.",[2899],7,[2899],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTreeOfSouls","","","",1,4205,4205,""
341,"C_G1_10_Underground",-16843010,-16843010,-16843010,-16843010,[],"Root Hollow","[DNT] Tangled roots ensure souls lost in the forest are never found.",[2899],7,[72],[],"","",340,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRootHollowUnderground","","","","",4205,4205,""
342,"C_G1_10_RootHollowClear",-16843010,-16843010,-16843010,-16843010,[],"The Hooded One's Request","...a lurking boil, filled with evil, that needs lanced...",[2899],7,[72],[],"","WorldMapContentBoss",340,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRootHollowClear",0,"","","",4205,4205,""
343,"C_G1_10_RootHollowClearDone",-16843010,-16843010,-16843010,-16843010,[],"The Hooded One's Request","...the land will slowly begin to heal...",[72],7,[72],[],"","WorldMapContentBossDone",340,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRootHollowClear",0,"","","",4205,4205,1
344,"C_G1_11",157,0,0,0,[157],"Hunting Grounds","Meat wanders the land, ripe for the taking.","[2980,4710,2961]",7,[2900],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinHuntingGrounds","","","","",4205,4205,""
345,"C_G1_11_Crowbell",157,0,0,0,[],"The Crowbell","...human or beast? Those who fled the Hunting Grounds say there is something that blurs the lines there...","[2980,4710,2961]",7,[72],[3738],"","WorldMapContentBossUpgrade",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCrowbell",0,"","","",4205,4205,""
346,"C_G1_11_CrowbellSlain",157,0,0,0,[],"The Crowbell","The monstrosity is slain but this place is no quieter.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[3738],7,[72],[],"","WorldMapContentBossUpgradeDone",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCrowbell",0,"","","",4205,4205,1
347,"C_G1_11_Ritual",157,0,0,0,[],"Ritual Altar","...a strange altar of wood was spotted among the rolling green grass...","[2980,4710,2961]",7,[72],[4790],"","Act1/WorldMapContentRitual",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRitual",0,"","","",4205,4205,""
348,"C_G1_11_RitualDone",157,0,0,0,[],"Ritual Altar","A sign of what might be in the treetops above.",[4790],7,[72],[],"","Act1/WorldMapContentRitualDone",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRitual",0,"","","",4205,4205,1
349,"C_G1_11_Stonehenge",157,0,0,0,[],"Dryadic Ritual","...rumours speak of an ancient circle of stones in the Hunting Grounds...","[2980,4710,2961]",7,[72],[4784],"","WorldMapContentRareMonster",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinHuntingGroundsStonehenge",0,"","","",4205,4205,""
350,"C_G1_11_StonehengeDone",157,0,0,0,[],"Dryadic Ritual","An incomplete magic can never stand to true power.",[4784],7,[72],[],"","WorldMapContentRareMonsterDone",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinHuntingGroundsStonehenge",0,"","","",4205,4205,1
351,"C_G1_12",158,0,0,0,[158],"Freythorn","Insanity's roost welcomes new guests for dinner.","[2900,2987]",7,[2901],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCanopy","","","","",4205,4205,""
352,"C_G1_12_KingInTheMists",158,0,0,0,[],"The King in the Mists","...the whispering voices. Too many voices! They all lead here...","[2901,2987]",7,[72],[2991],"","WorldMapContentBoss",351,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinKingInTheMists",0,"","","",4205,4205,""
353,"C_G1_12_KingInTheMistsDone",158,0,0,0,[],"The King in the Mists","Was that a man? Insects? One of the trees? Either way its dead now.",[2991],7,[72],[],"","WorldMapContentBossDone",351,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinKingInTheMists",0,"","","",4205,4205,1
354,"C_G1_13_1",159,0,0,0,[159],"Ogham Farmlands","Those on the fringes were the first to draw the ire of the Count.","[2900,2961,4943,4710]",7,[2902],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinVillageRoad","",2902,"As madness spreads, the farmers become the harvest.","",4205,4205,""
355,"C_G1_13_1_UnaLute",159,0,0,0,[],"Una's Hut","...a treasured possession left behind. The same tale as too many others...","[2902,2961,4943,4710]",7,[72],[2940],"","Act1/WorldMapContentUnaLute",354,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinUnaLute",0,"","","",4205,4205,""
356,"C_G1_13_1_UnaLuteDone",159,0,0,0,[],"Una's Hut","Such beautiful music has been returned to the forest.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[2940],7,[72],[],"","Act1/WorldMapContentUnaLuteDone",354,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinUnaLute",0,"","","",4205,4205,1
357,"C_G1_13_1_CropCircle",159,0,0,0,[],"Crop Circle","...the farmers forced to leave their fields say a great evil had flattened the fields...","[2902,2961,4943,4710]",7,[72],[4771],"","WorldMapContentRareMonster",354,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinVillageRoadCropCircle",0,"","","",4205,4205,""
358,"C_G1_13_1_CropCircleDone",159,0,0,0,[],"Crop Circle","If only the entire field was flattened.",[4771],7,[72],[],"","WorldMapContentRareMonsterDone",354,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinVillageRoadCropCircle",0,"","","",4205,4205,1
359,"C_G1_13_2",160,0,0,0,[160],"Ogham Village","Madness boils over into fire and death.","[2902,4943,4710]",7,[2903],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinVillage","",2903,"Betrayed, trapped, and besieged, the Ezomytes fought to the last man... then rose again.","",4205,4205,""
360,"C_G1_13_2_BlacksmithChest",160,0,0,0,[],"Blacksmith Chest","Iron dreams beneath its lid, yearning for purpose once more.","[2903,4943,4710]",7,[72],[2772],"","WorldMapContentChest",359,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBlacksmithChest",0,"","","",4205,4205,""
361,"C_G1_13_2_BlacksmithChestDone",160,0,0,0,[],"Blacksmith Chest","The slumber ends. The burden of purpose begins anew.","[2903,4943,4710]",7,[72],[],2772,"WorldMapContentChestDone",359,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBlacksmithChest",0,"","","",4205,4205,1
362,"C_G1_13_Executioner",160,0,0,0,[],"The Executioner","...screams echo through the village. They come from the direction of the castle...","[2903,4943,4710]",7,[72],[4986],"","WorldMapContentBoss",359,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinExecutioner",0,"","","",4205,4205,""
363,"C_G1_13_ExecutionerSlain",160,0,0,0,[],"The Executioner","One life for another.",[4986],7,[72],[],"","WorldMapContentBossDone",359,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinExecutioner",0,"","","",4205,4205,1
364,"C_G1_14",161,0,0,0,[161],"The Manor Ramparts","Ancient walls only served to fester Corruption like a swelling boil.","[2903,2680]",7,[2904],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCourtyard","","","","",4205,4205,""
365,"C_G1_14_HangingBody",161,0,0,0,[],"The Gallows","...those who managed to reach Clearfell say not all were so lucky...","[2904,2680]",7,[72],[4787],"","WorldMapContentBag",364,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinCourtyardHangingBody",0,"","","",4205,4205,""
366,"C_G1_14_HangingBodyDone",161,0,0,0,[],"The Gallows","How can one follow the law when the land itself is fighting against you?",[4787],7,[72],[],"","WorldMapContentBagDone",364,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinCourtyardHangingBody",0,"","","",4205,4205,1
367,"C_G1_15",162,0,0,0,[162],"Ogham Manor","Paranoia and tyranny go hand in hand.","[2904,2680]",7,[2905],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinManor","",2905,"Flesh creeps and blood flows through the crimson heart of Ogham.",1,4205,4205,""
368,"C_G1_15_Underground",162,0,0,0,[],"Ogham Manor","Paranoia and tyranny go hand in hand.","[2904,2680]",7,[72],[],"","",367,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinManorUnderground","",2905,"Flesh creeps and blood flows through the crimson heart of Ogham.","",4205,4205,""
369,"C_G1_15_Candlemass",162,0,0,0,[],"Candlemass, the Living Rite","...servants who once worked in the manor tell of a statue in the church that would turn to look at you...","[2905,2680]",7,[72],[4851],"","WorldMapContentBossUpgrade",367,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCandlemass",0,"","","",4205,4205,""
370,"C_G1_15_CandlemassSlain",162,0,0,0,[],"Candlemass, the Living Rite","There is no safety in a church when such a beast lurks at the centre of it.\r\n\r\n<white>{8% increased maximum Life}",[4851],7,[72],[],"","WorldMapContentBossUpgradeDone",367,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCandlemass",0,"","","",4205,4205,1
371,"C_G1_15_IronCount",162,0,0,0,[],"Count Geonor","...behind all this terror. The stories told of his madness are uncountable...","[2905,2680]",7,[72],[3000],"","WorldMapContentActBoss",367,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinIronCount",1,"","","",4205,4205,""
372,"C_G1_15_IronCountSlain",162,0,0,0,[],"Count Geonor","The head of the manor may be dead but the corruption remains. Nowhere is safe.",[3000],7,[72],[],"","WorldMapContentActBossDone",367,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinIronCount",1,"","","",4205,4205,1
373,"C_G2_compassrose_visual",-16843010,-16843010,-16843010,-16843010,[],"","",[2906],8,[72],[],"","Act2/compassrose",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinCompass",8,"","","",4205,4205,""
374,"C_G2_compasstextbox_visual",-16843010,-16843010,-16843010,-16843010,[],"","",[2906],8,[72],[],"","Act2/MapBorderMaraketh",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLabel",9,"","","",4205,4205,""
375,"C_G2_compass_label",-16843010,-16843010,-16843010,-16843010,[],"The Land of Seven Waters\r\nkept in verdance eternal\r\nby the vigilant Maraketh\r\nas seen by the Ardura akhara\r\nof Sekhema Asala by 1619ic","",[2906],8,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLabel",10,"","","",4205,4205,""
376,"C_G2_MapBorder_Surface",-16843010,-16843010,-16843010,-16843010,[],"","",[2906],8,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBorderSurface",3,"","","",4205,4205,""
377,"C_G2_MapBorder_Underground",-16843010,-16843010,-16843010,-16843010,[],"","",[2906],8,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBorderUnderground",4,"","","",4205,4205,""
378,"C_G2_town_marker0",163,0,0,0,[],"Vastiri Outskirts","",[2906],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTown","","","","",4205,4205,""
379,"C_G2_town_marker1",-16843010,-16843010,-16843010,-16843010,[],"The Ardura Caravan","","[4531,2917,2918,3461]",8,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarker1","","","","",4205,4205,""
380,"C_G2_town_marker2",-16843010,-16843010,-16843010,-16843010,[],"The Ardura Caravan","","[1524,2908,2909]",8,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarker2","","","","",4205,4205,""
381,"C_G2_town_marker3",-16843010,-16843010,-16843010,-16843010,[],"The Ardura Caravan","","[2915,2920,4565]",8,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarker3","","","","",4205,4205,""
382,"C_G2_town_marker_quarry",163,0,0,0,[],"Mawdun Quarry","","[2917,2918,3461]",8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerQuarry","","","","",4205,4205,""
383,"C_G2_town_marker_lockedgates",163,0,0,0,[],"The Halani Gates","","[4531,3461]",8,[72],[1524],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerGates","","","","",4205,4205,""
384,"C_G2_town_marker_gates",163,0,0,0,[],"The Halani Gates","",[1524],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerGates","","","","",4205,4205,""
385,"C_G2_town_marker_oasis",163,0,0,0,[],"The Dreadnought's Wake","",[],8,[72],[],72,"",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerOasis","","","","",4205,4205,""
386,"C_G2_town_marker_keth",163,0,0,0,[],"Keth","",[1527],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerKeth","","","","",4205,4205,""
387,"C_G2_town_marker_badlands",163,0,0,0,[],"Mastodon Badlands","",[1527],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerBadlands","","","","",4205,4205,""
388,"C_G2_town_marker_titans",163,0,0,0,[],"Valley of the Titans","",[1527],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerTitans","","","","",4205,4205,""
389,"C_G2_town_marker_spires",163,0,0,0,[],"Deshar","",[4565],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerSpires","","","","",4205,4205,""
