"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","[rid]_117","bool_133","[rid]_134","bool_150","[rid]_151"
467,"TotemsSummoned","","","","","","","","","","",[8172],12,[],[],4,1,[],0,[],1,[],1,[]
468,"FishingRange","Fishing Range modifier","Modificateur de la Portée de pêche","Angeln: Modifikator für Reichweite","釣り可能距離モッド","낚시 거리 속성","Modificador do Alcance da Pesca","Модификатор радиуса рыбной ловли","Modificador del alcance de la pesca","ม็อดระยะ ของการตกปลา","釣魚距離加成",[1731],12,[],[],16,1,[],0,[],1,[],1,[]
469,"FishingLineStrength","Fishing Line Strength modifier","Modificateur de Force de la ligne de pêche","Angeln: Modifikator für Rutenstärke","釣り糸強度モッド","낚싯줄 강도 속성","Modificador da Força da Linha de Pesca","Модификатор силы лески","Modificador de la fuerza de la línea de pesca","ม็อดกำลังสายเบ็ด ของการตกปลา","魚線強度加成",[1732],12,[],[],16,1,[],0,[],1,[],1,[]
470,"IFQ","Quantity of Fish caught","Quantité des poisson pêchés","Menge gefangener Fische","捕まえた魚の数量","포획한 물고기 수","Quantidade de Peixes pescados","Количество пойманной рыбы","Cantidad de peces pescados","จำนวน ของปลาที่ตกได้","漁獲數量增加",[1733],12,[],[],16,1,[],0,[],1,[],1,[]
471,"IFR","Rarity of Fish caught","Rareté des poissons pêchés","Seltenheit gefangener Fische","捕まえた魚のレア度","포획한 물고기 희귀도","Raridade dos Peixes pescados","Качество пойманной рыбы","Rareza de los peces pescados","ระดับความหายาก ของปลาที่ตกได้","漁獲稀有度增加",[1734],12,[],[],16,1,[],0,[],1,[],1,[]
472,"FishingPoolConsumption","Fishing Pool Consumption modifier","Modificateur de consommation de Zone de pêche","Modifikator für Fischteichnutzung","釣り場消耗度モッド","어장 소비 속성","Modificador de Consumo do Poço de Pesca","Модификатор потребляемой рыбы","Modificador del consumo de la lista de pesca","ม็อดความสิ้นเปลือง บ่อตกปลา","魚池消耗修正",[1735],12,[],[],16,1,[],0,[],1,[],1,[]
473,"ExoticFish","Can catch Exotic Fish","Peut pêcher des Poissons exotiques","Kann exotische Fische fangen","外来の魚を捕まえられるか","특이한 물고기 포획 가능","Pode pescar Peixes Exóticos","Может поймать экзотическую рыбу","Puedes pescar peces exóticos","สามารถจับปลา Exotic","可以釣到外來魚",[2050],12,[],[],16,1,[],0,[],1,[],1,[]
474,"CorruptedFish","Can catch Corrupted Fish","Peut pêcher des Poissons corrompus","Kann verderbte Fische fangen","コラプト状態の魚を捕まえられるか","타락한 물고기 포획 가능","Pode pescar Peixes Corrompidos","Может поймать осквернённую рыбу","Puedes pescar peces corruptos","สามารถจับปลา Corrupted","可以釣到被汙染的魚",[2191],12,[],[],16,1,[],0,[],1,[],1,[]
475,"FlaskRecoveryToAllies","","","","","","","","","","",[20313],12,[],[],14,1,[],0,[],1,[],1,[]
476,"AlchemistsBoonFlaskCharges","","","","","","","","","","",[20649],12,[],[],14,1,[],0,[],1,[],1,[]
477,"RampingDamageInPresence","","","","","","","","","","","[20115,20116]",12,[],[],14,1,[],0,[],1,[],1,[]
478,"AttritionCull","","","","","","","","","","",[20117],12,[],[],14,1,[],0,[],1,[],1,[]
479,"CriticalStrikeAura","","","","","","","","","","",[19108],12,[],[],14,1,[],0,[],1,[],1,[]
480,"BlazingClusterMaximum","","","","","","","","","","",[19122],12,[],[],3,1,[],0,[],1,[],1,[]
481,"BoneSpearRadius","","","","","","","","","","",[20274],12,[],[],4,1,[],0,[],1,[],1,[]
482,"BoneSpearChargeAoE","","","","","","","","","","",[18958],12,[],[],4,1,[],0,[],1,[],1,[]
483,"ChannelledSlamShockwaveAoE","","","","","","","","","","",[18297],12,[],[],4,1,[],0,[],1,[],1,[]
484,"ChargeMasteryConsume","","","","","","","","","","",[20309],12,[],[],4,1,[],0,[],1,[],1,[]
485,"ChargeMasteryPower","","","","","","","","","","",[20564],12,[],[],14,1,[],0,[],1,[],1,[]
486,"ChargeMasteryFrenzy","","","","","","","","","","",[20563],12,[],[],14,1,[],0,[],1,[],1,[]
487,"ChargeMasteryEndurance","","","","","","","","","","",[20562],12,[],[],14,1,[],0,[],1,[],1,[]
488,"DefianceBannerDefences","","","","","","","","","","",[20062],12,[],[],14,1,[],0,[],1,[],1,[]
489,"DefianceBannerSpeed","","","","","","","","","","",[20195],12,[],[],14,1,[],0,[],1,[],1,[]
490,"DreadBannerFlaskCharges","","","","","","","","","","",[20206],12,[],[],14,1,[],0,[],1,[],1,[]
491,"DreadBannerThreshold","","","","","","","","","","",[20204],12,[],[],14,1,[],0,[],1,[],1,[]
492,"ElementalConfluxDamage","","","","","","","","","","",[20157],12,[],[],14,1,[],0,[],1,[],1,[]
493,"EmergencyReloadDamage","","","","","","","","","","",[20145],12,[],[],14,1,[],0,[],1,[],1,[]
494,"EnfeebleDamagePenalty","","","","","","","","","","",[636],12,[],[],14,1,[],0,[],1,[],1,[]
495,"EnfeebleDamagePenaltyUnique","","","","","","","","","","",[8653],12,[],[],14,1,[],0,[],1,[],1,[]
496,"GrenadeSkillFuseDuration","","","","","","","","","","",[20727],12,[],[],14,1,[],0,[],1,[],1,[]
497,"OilGroundSlow","","","","","","","","","","",[20128],12,[],[],14,1,[],0,[],1,[],1,[]
498,"OilGroundExposure","","","","","","","","","","",[18404],12,[],[],14,1,[],0,[],1,[],1,[]
499,"CoverInOilSlow","","","","","","","","","","",[18403],12,[],[],8,1,[],0,[],1,[],1,[]
500,"CoverInOilExposure","","","","","","","","","","",[18405],12,[],[],8,1,[],0,[],1,[],1,[]
501,"BloodHuntBloodLossDamage","","","","","","","","","","",[18171],12,[],[],1,1,[],0,[],1,[],1,[]
502,"BloodHuntBloodLossArea","","","","","","","","","","","[21750,21751]",12,[],[],4,1,[],0,[],1,[],1,[]
503,"FlameWallProjectileDamage","","","","","","","","","","",[12359],12,[],[],1,1,[],0,[],1,[],1,[]
504,"FlameWallIgniteDamage","","","","","","","","","","",[11742],12,[],[],1,1,[],0,[],1,[],1,[]
505,"FreezingMarkFreezeBuildup","","","","","","","","","","",[19874],12,[],"[1196,8225]",14,1,[],0,[],1,[],1,[]
506,"IceCrystalLife","","","","","","","","","","",[20956],12,[],[],14,1,[],0,[],1,[],1,[]
507,"ShieldWallLife","","","","","","","","","","",[21039],12,[],[],14,1,[],0,[],1,[],1,[]
508,"MetaEnergyRefund","","","","","","","","","","",[19427],12,[],[],14,1,[],0,[],1,[],1,[]
509,"GhostDanceShroudCap","","","","","","","","","","",[14127],12,[],[],14,1,[],0,[],1,[],1,[]
510,"GhostDanceRecovery","","","","","","","","","","",[8457],12,[],[],14,1,[],0,[],1,[],1,[]
511,"GlacialCascadeLength","","","","","","","","","","",[17923],12,[],[],14,1,[],0,[],1,[],1,[]
512,"GlacialCascadeSpikeCount","","","","","","","","","","",[2090],12,[],[],14,1,[],0,[],1,[],1,[]
513,"HeraldOfThunderBoltCount","","","","","","","","","","",[18137],12,[],[],14,1,[],0,[],1,[],1,[]
514,"ArmourBrokenStunDamage","","","","","","","","","","",[18427],12,[],[],8,1,[],0,[],1,[],1,[]
515,"LightningArrowExtraTargets","","","","","","","","","","",[806],12,[],[],14,1,[],0,[],1,[],1,[]
516,"ManaTempestDamage","","","","","","","","","","",[18233],12,[],[],14,1,[],0,[],1,[],1,[]
517,"ManaTempestChains","","","","","","","","","","",[20786],12,[],[],14,1,[],0,[],1,[],1,[]
518,"ManaTempestChainTargets","","","","","","","","","","",[17550],12,[],[],14,1,[],0,[],1,[],1,[]
519,"ManaTempestForks","","","","","","","","","","",[17549],12,[],[],14,1,[],0,[],1,[],1,[]
520,"ManaTempestCost","","","","","","","","","","",[17554],12,[],[],14,1,[],0,[],1,[],1,[]
521,"FallingThunderProjectiles","","","","","","","","","","",[17590],12,[],[],3,1,[],0,[],1,[],1,[]
522,"FallingThunderChargeDamage1","","","","","","","","","","",[19631],12,[],[],1,1,[],0,[],1,[],1,[]
523,"FallingThunderChargeDamage2","","","","","","","","","","",[17588],12,[],[],1,1,[],0,[],1,[],1,[]
524,"OrbOfStormsLimit","","","","","","","","","","",[18807],12,[],[],2,1,[],0,[],1,[],1,[]
525,"OverwhelmingPressureStunThreshold","","","","","","","","","","",[22608],12,[],[],14,1,[],0,[],1,[],1,[]
526,"OverwhelmingPressureAilmentThreshold","","","","","","","","","","",[22609],12,[],[],14,1,[],0,[],1,[],1,[]
527,"VineArrowStoredPoison","","","","","","","","","","",[18719],12,[],[],7,1,[],0,[],1,[],1,[]
528,"VineArrowSlow","","","","","","","","","","",[18757],12,[18758],[],14,"",[],0,[],1,[18758],1,[]
529,"RapidShotHeatGain","","","","","","","","","","",[20219],12,[],[],14,1,[],0,[],1,[],1,[]
530,"RapidShotChargeTime","","","","","","","","","","",[21095],12,[],[],2,1,[],0,[],1,[],1,[]
531,"RapidShotGrenadeDamage","","","","","","","","","","",[20221],12,[],[],14,1,[],0,[],1,[],1,[]
532,"IceShardMaximum","","","","","","","","","","",[18504],12,[],[],2,1,[],0,[],1,[],1,[]
533,"IceShardDelayedDamage","","","","","","","","","","",[18503],12,[],[],4,1,[],0,[],1,[],1,[]
534,"ShardDespoilerFrequency","","","","","","","","","","",[20283],12,[],[],14,1,[],0,[],1,[],1,[]
535,"CrossbowClipSize","","","","","","","","","","",[19274],12,[1196],[],2,1,[],0,[],1,[],1,[]
536,"CrossbowReloadTime","","","","","","","","","","",[20052],12,"[20687,1196]",[],2,1,[],0,[],1,[],1,[]
537,"StormblastBoltMaxBolts","","","","","","","","","","",[20884],12,[],[],14,1,[],0,[],1,[],1,[]
538,"CrossbowAmmoSaveChance","","","","","","","","","","",[20735],12,[],[20687],2,1,[],0,[],1,[],1,[]
539,"CrossbowReloadOnHeavyStun","","","","","","","","","","",[20278],12,"[20687,1196]",[],2,1,[],0,[],1,[],1,[]
540,"SnipersMarkCritMulti","","","","","","","","","","",[11722],12,[],[],14,1,[],0,[],1,[],1,[]
541,"SolarOrbLimit","","","","","","","","","","",[18805],12,[],[],2,1,[],0,[],1,[],1,[]
542,"VoltaicMarkShockChance","","","","","","","","","","",[19879],12,[],[],14,1,[],0,[],1,[],1,[]
543,"VoltaicMarkShockEffect","","","","","","","","","","",[19876],12,[],[],14,1,[],0,[],1,[],1,[]
544,"TimeOfNeedLifeGain","","","","","","","","","","",[20099],12,[],[],14,1,[],0,[],1,[],1,[]
545,"CursedGround","","","","","","","","","","",[11750],12,[],[],14,1,[],0,[],1,[],1,[]
546,"TornadoShotLimit","","","","","","","","","","",[20253],12,[],[],2,1,[],0,[],1,[],1,[]
547,"TornadoShotHitLimit","","","","","","","","","","",[20411],12,[],[],2,1,[],0,[],1,[],1,[]
548,"TornadoShotDamage","","","","","","","","","","",[20247],12,[],[],3,1,[],0,[],1,[],1,[]
549,"TornadoShotRange","","","","","","","","","","",[20246],12,[],[],3,1,[],0,[],1,[],1,[]
550,"WarBannerDamage","","","","","","","","","","",[20057],12,[],[],13,1,[],0,[],1,[],1,[]
551,"WarBannerAccuracy","","","","","","","","","","",[20193],12,[],[],13,1,[],0,[],1,[],1,[]
552,"ScavengedPlatingArmour","","","","","","","","","","",[19085],12,[],[],14,1,[],0,[],1,[],1,[]
553,"ScavengedPlatingThorns","","","","","","","","","","","[19086,19087]",12,[],[],14,1,[],0,[],1,[],1,[]
554,"ScavengedPlatingMaximum","","","","","","","","","","",[19088],12,[],[],14,1,[],0,[],1,[],1,[]
555,"MHArmourBreakOnHit","","","","","","","","","","",[19586],12,[7242],[19829],8,1,[],0,[],1,[],1,[]
556,"OHArmourBreakOnHit","","","","","","","","","","",[19587],12,[7243],[19829],8,1,[],0,[],1,[],1,[]
557,"CannotBreakArmour","","","","","","","","","","",[19829],12,[],[],8,1,[],0,[],1,[],1,[]
558,"BreakArmourOnHeavyStun","","","","","","","","","","",[18249],12,[],[19829],8,1,[],0,[],1,[],1,[]
559,"HeraldOfAshThreshold","","","","","","","","","","",[17954],12,[],[],14,1,[],0,[],1,[],1,[]
560,"HeraldOfAshDamage","","","","","","","","","","",[6165],12,[],[],14,1,[],0,[],1,[],1,[]
561,"WarcryEmpoweredAttacks","","","","","","","","","","",[13667],12,[],[],14,1,[],0,[],1,[],1,[]
562,"WarcryChargeConsumeEmpower","","","","","","","","","","",[18722],12,[],[],14,1,[],0,[],1,[],1,[]
563,"InfernalCryDamage","","","","","","","","","","","[17963,17964]",12,[],[],14,1,[],0,[],1,[],1,[]
564,"SuperchargedSlamDamagePerStage","","","","","","","","","","",[17960],12,[],[],1,1,[],0,[],1,[],1,[]
565,"SuperchargedSlamStages","","","","","","","","","","",[17966],12,[],[],2,1,[],0,[],1,[],1,[]
566,"TemporalChainsActionSpeed","","","","","","","","","","",[3140],12,[],[],13,1,[],0,[],1,[],1,[]
567,"TemporalChainsBuffExpiry","","","","","","","","","","",[522],12,[],[],13,1,[],0,[],1,[],1,[]
568,"FirestormFrequency","","","","","","","","","","",[599],12,[],[],14,1,[],0,[],1,[],1,[]
569,"FirestormLimit","","","","","","","","","","",[19057],12,[],[],2,1,[],0,[],1,[],1,[]
570,"ArcChainDamage","","","","","","","","","","",[7490],12,[],[],1,1,[],0,[],1,[],1,[]
571,"ArcticArmourStageGain","","","","","","","","","","","[19707,17573]",12,[],[],14,1,[],0,[],1,[],1,[]
572,"FlameblastRadius","","","","","","","","","","",[7586],12,[],[],4,1,[],0,[],1,[],1,[]
573,"FlameblastDamage","","","","","","","","","","",[1990],12,[],[],1,1,[],0,[],1,[],1,[]
574,"FlameblastMaxStages","","","","","","","","","","",[12331],12,[],[],2,1,[],0,[],1,[],1,[]
575,"OrbOfStormsBoltFrequency","","","","","","","","","","",[7516],12,[],[],2,1,[],0,[],1,[],1,[]
576,"OrbOfStormsMaximumBolts","","","","","","","","","","",[15083],12,[],[],2,1,[],0,[],1,[],1,[]
577,"LightningConduitShockDamage","","","","","","","","","","",[15791],12,[],[],1,1,[],0,[],1,[],1,[]
578,"SolarOrbPulseFrequency","","","","","","","","","","",[18608],12,[],[],2,1,[],0,[],1,[],1,[]
579,"ManaRemnantsRecovery","","","","","","","","","","",[21102],12,[],[],14,1,[],0,[],1,[],1,[]
580,"ManaRemnantsChance","","","","","","","","","","",[20824],12,[],[],14,1,[],0,[],1,[],1,[]
581,"ManaRemnantsInterval","","","","","","","","","","",[19076],12,[],[],14,1,[],0,[],1,[],1,[]
582,"EmberFusilladeDamage","","","","","","","","","","",[20249],12,[],[],1,1,[],0,[],1,[],1,[]
583,"DetonateDeadDamage","","","","","","","","","","",[18791],12,[],[],1,1,[],0,[],1,[],1,[]
584,"ContagionSpreadDamage","","","","","","","","","","","[18595,18919]",12,[],[],1,1,[],0,[],1,[],1,[]
585,"VulnerabilityArmourLoss","","","","","","","","","","",[18414],12,[],[],13,1,[],0,[],1,[],1,[]
586,"HexblastMaximumExplosions","","","","","","","","","","",[18592],12,[],[],2,1,[],0,[],1,[],1,[]
587,"PainOfferingSpeed","","","","","","","","","","",[18462],12,[],[],14,1,[],0,[],1,[],1,[]
588,"PainOfferingDamage","","","","","","","","","","",[18524],12,[],[],14,1,[],0,[],1,[],1,[]
589,"UnearthBoneConstructLimit","","","","","","","","","","",[19055],12,[],[],2,1,[],0,[],1,[],1,[]
590,"RitualofPowerLimit","","","","","","","","","","",[19060],12,[],[],2,1,[],0,[],1,[],1,[]
591,"GrimFeastRecovery","","","","","","","","","","",[21104],12,[],[],14,1,[],0,[],1,[],1,[]
592,"GrimFeastChance","","","","","","","","","","",[20816],12,[],[],14,1,[],0,[],1,[],1,[]
593,"FlickerStrikeRepeatCount","","","","","","","","","","",[17980],12,[],[],2,1,[],0,[],1,[],1,[]
594,"ChargedStaffDuration","","","","","","","","","","",[18547],12,[],[],4,1,[],0,[],1,[],1,[]
595,"ChargedStaffDamage","","","","","","","","","","","[18552,18553]",12,[],[],14,1,[],0,[],1,[],1,[]
596,"ComboRequirement","","","","","","","","","","",[19809],12,[],[],2,1,[],0,[],1,[],1,[]
597,"TempestBellLimit","","","","","","","","","","",[19041],12,[],[],2,1,[],0,[],1,[],1,[]
598,"RainOfArrowsFrenzyProjectiles1","","","","","","","","","","",[19830],12,[],[],3,1,[],0,[],1,[],1,[]
599,"RainOfArrowsFrenzyProjectiles2","","","","","","","","","","",[18609],12,[],[],3,1,[],0,[],1,[],1,[]
600,"RainOfArrowsLimit","","","","","","","","","","",[21003],12,[],[],2,1,[],0,[],1,[],1,[]
601,"RainOfArrowsDelay","","","","","","","","","","",[21968],12,[],[],1,1,[],0,[],1,[],1,[]
602,"ToxicGrowthDamageFromPoison","","","","","","","","","","",[18720],12,[],[],1,1,[],0,[],1,[],1,[]
603,"ToxicGrowthRadiusFromPoison","","","","","","","","","","",[18728],12,[],[],4,1,[],0,[],1,[],1,[]
604,"WindDancerStages","","","","","","","","","","",[18879],12,[],[],14,1,[],0,[],1,[],1,[]
605,"WindDancerStageGain","","","","","","","","","","",[18882],12,[],[],14,1,[],0,[],1,[],1,[]
606,"WindDancerEvasion","","","","","","","","","","",[18880],12,[],[],14,1,[],0,[],1,[],1,[]
607,"HarvesterResummonSpeed","","","","","","","","","","",[20319],12,[],[],14,1,[],0,[],1,[],1,[]
608,"LightningRodLimit","","","","","","","","","","",[18612],12,[],[],2,1,[],0,[],1,[],1,[]
609,"LightningRodHitLimit","","","","","","","","","","",[20412],12,[],[],2,1,[],0,[],1,[],1,[]
610,"FreezingSalvoMaxSeals","","","","","","","","","","",[20443],12,[],[],2,1,[],0,[],1,[],1,[]
611,"FreezingSalvoSealGeneration","","","","","","","","","","",[20445],12,[],[],2,1,[],0,[],1,[],1,[]
612,"CombatFrenzyInterval","","","","","","","","","","",[20438],12,[],[],14,1,[],0,[],1,[],1,[]
613,"HeraldOfAgony","","","","","","","","","","",[20441],12,[],[],14,1,[],0,[],1,[],1,[]
614,"HeraldOfAgonyHinder","","","","","","","","","","",[20442],12,[],[],14,1,[],0,[],1,[],1,[]
615,"BerserkRageEffect","","","","","","","","","","",[19541],12,[],[],14,1,[],0,[],1,[],1,[]
616,"BerserkLifeLeech","","","","","","","","","","",[20368],12,[],[],14,1,[],0,[],1,[],1,[]
617,"BerserkLifeLoss","","","","","","","","","","",[9156],12,[],[],14,1,[],0,[],1,[],1,[]
618,"WitheringPresenceFrequency","","","","","","","","","","",[20424],12,[],[],14,1,[],0,[],1,[],1,[]
619,"ArchmageCost","","","","","","","","","","",[20339],12,[],[],14,1,[],0,[],1,[],1,[]
620,"ArchmageDamage","","","","","","","","","","",[20328],12,[],[],14,1,[],0,[],1,[],1,[]
621,"EarthquakeLimit","","","","","","","","","","",[20531],12,[],[],2,1,[],0,[],1,[],1,[]
622,"IncinerateExposure","","","","","","","","","","","[19101,19100]",12,[],[],14,1,[],0,[],1,[],1,[]
623,"IncinerateMaxStages","","","","","","","","","","",[19102],12,[],[],2,1,[],0,[],1,[],1,[]
624,"IncinerateDamagePerStage","","","","","","","","","","",[20552],12,[],[],1,1,[],0,[],1,[],1,[]
625,"MarkLimit","","","","","","","","","","",[20627],12,[],[],2,1,[],0,[],1,[],1,[]
626,"BonestormMaxProjectiles","","","","","","","","","","",[20287],12,[],[],2,1,[],0,[],1,[],1,[]
627,"GatheringStormMaxShockwaves","","","","","","","","","","",[20769],12,[],[],2,1,[],0,[],1,[],1,[]
628,"LifeRemnantsRecovery","","","","","","","","","","",[21103],12,[],[],14,1,[],0,[],1,[],1,[]
629,"LifeRemnantsChance","","","","","","","","","","",[20826],12,[],[],14,1,[],0,[],1,[],1,[]
630,"LifeRemnantsInterval","","","","","","","","","","",[20827],12,[],[],14,1,[],0,[],1,[],1,[]
631,"SpiralVolleyFrenzyDamage1","","","","","","","","","","",[20255],12,[],[],1,1,[],0,[],1,[],1,[]
632,"SpiralVolleyFrenzyDamage2","","","","","","","","","","",[20254],12,[],[],1,1,[],0,[],1,[],1,[]
633,"SpiralVolleyChains","","","","","","","","","","",[20341],12,[],[],3,1,[],0,[],1,[],1,[]
634,"SupportChanceForExtraProjectilesInCircle","","","","","","","","","","",[20656],12,[],[],3,1,[],0,[],1,[],1,[]
635,"ManaDrainLeech","","","","","","","","","","",[19361],12,[],[],14,1,[],0,[],1,[],1,[]
636,"AdditionalChargeChance","","","","","","","","","","",[19067],12,[],[],14,1,[],0,[],1,[],1,[]
637,"LivingBombSeedLimit","","","","","","","","","","",[19119],12,[],[],2,1,[],0,[],1,[],1,[]
638,"DisciplineESGranted","","","","","","","","","","",[19104],12,[],[],13,"",[],0,[],1,[],1,[]
639,"DisciplineRechargeRateGranted","","","","","","","","","","",[19106],12,[],[],13,1,[],0,[],1,[],1,[]
640,"SigilOfPowerMaxStages","","","","","","","","","","",[11712],12,[],[],14,1,[],0,[],1,[],1,[]
641,"SigilOfPowerStageGain","","","","","","","","","","",[11711],12,[],[],14,1,[],0,[],1,[],1,[]
642,"SigilOfPowerBuff","","","","","","","","","","",[11713],12,[],[],14,1,[],0,[],1,[],1,[]
643,"TemporalRiftSnapshotInterval","","","","","","","","","","",[20878],12,[],[],14,1,[],0,[],1,[],1,[]
644,"TemporalRiftMaxSnapshots","","","","","","","","","","",[20879],12,[],[],14,1,[],0,[],1,[],1,[]
645,"AegisMaximumAmount","","","","","","","","","","",[12565],12,[],[],14,1,[],0,[],1,[],1,[]
646,"AegisRechargeDelay","","","","","","","","","","",[12580],12,[],[],14,1,[],0,[],1,[],1,[]
647,"ConcoctionChargeConsumption","","","","","","","","","","",[13659],12,[],[],14,1,[],0,[],1,[],1,[]
648,"ConcoctionFireExposure","","","","","","","","","","",[19899],12,[],[],8,1,[],0,[],1,[],1,[]
649,"ConcoctionColdExposure","","","","","","","","","","",[19900],12,[],[],8,1,[],0,[],1,[],1,[]
650,"ConcoctionLightningExposure","","","","","","","","","","",[19901],12,[],[],8,1,[],0,[],1,[],1,[]
651,"MeditateESRecharge","","","","","","","","","","",[20528],12,[],[],14,1,[],0,[],1,[],1,[]
652,"IntoTheBreachSpawnRate","","","","","","","","","","",[20522],12,[],[],14,1,[],0,[],1,[],1,[]
653,"IntoTheBreachDuration","","","","","","","","","","",[21100],12,[],[],14,1,[],0,[],1,[],1,[]
654,"EncaseInJadeAbsorption","","","","","","","","","","",[20093],12,[],[],14,1,[],0,[],1,[],1,[]
655,"TornadoHinder","","","","","","","","","","",[14705],12,[],[],14,1,[],0,[],1,[],1,[]
656,"TornadoHitInterval","","","","","","","","","","",[14075],12,[],[],1,1,[],0,[],1,[],1,[]
657,"DemonFormLifeLoss","","","","","","","","","","",[20071],12,[],[],14,1,[],0,[],1,[],1,[]
658,"DemonFormSpellDamage","","","","","","","","","","",[20072],12,[],[],14,1,[],0,[],1,[],1,[]
659,"DemonFormGemLevel","","","","","","","","","","",[20324],12,[],[],14,1,[],0,[],1,[],1,[]
660,"DemonFormCastSpeed","","","","","","","","","","",[20325],12,[],[],14,1,[],0,[],1,[],1,[]
661,"DemonFormMaxStacks","","","","","","","","","","",[20073],12,[],[],14,1,[],0,[],1,[],1,[]
662,"UnboundAvatarMaxCharges","","","","","","","","","","",[19888],12,[],[],14,1,[],0,[],1,[],1,[]
663,"UnboundAvatarChargeGainInterval","","","","","","","","","","",[19887],12,[],[],14,1,[],0,[],1,[],1,[]
664,"UnboundAvatarDamage","","","","","","","","","","",[19892],12,[],[],14,1,[],0,[],1,[],1,[]
665,"UnboundAvatarAilmentChance","","","","","","","","","","",[20225],12,[],[],14,1,[],0,[],1,[],1,[]
666,"UnboundAvatarAilmentBuildup","","","","","","","","","","",[20226],12,[],[],14,1,[],0,[],1,[],1,[]
667,"GrenadeDoubleExplodeChance","","","","","","","","","","",[19922],12,[20114],[20687],1,1,[],0,[],1,[],1,[]
668,"SupportBloodlustDamage","","","","","","","","","","",[2631],12,[1473],[1196],1,1,[],0,[],1,[],1,[]
669,"DamageGainedAsFireVsIgnited","","","","","","","","","","",[19039],12,[],[1196],1,1,[],0,[],1,[],1,[]
670,"SupportCloseCombatDamage","","","","","","","","","","",[19369],12,[],[1196],1,1,[],0,[],1,[],1,[]
671,"SupportBeheadModSteal","","","","","","","","","","",[13600],12,[],[],9,1,[],0,[],1,[],1,[]
672,"SupportRuthlessStun","","","","","","","","","","","[5904,16259]",12,[],[1196],8,1,[],0,[],1,[],1,[]
673,"SupportExecuteLowLifeDamage","","","","","","","","","","",[13599],12,[],[1196],1,1,[],0,[],1,[],1,[]
674,"SupportFistOfWarFrequency","","","","","","","","","","",[11247],12,[],[],2,1,[],0,[],1,[],1,[]
675,"SupportUnbreakableStunThreshold","","","","","","","","","","",[16265],12,[],[],2,1,[],0,[],1,[],1,[]
676,"SupportImpactShockwaveRadius","","","","","","","","","","",[16269],12,[],[],4,1,[],0,[],1,[],1,[]
677,"SupportExploitWeaknessDamage","","","","","","","","","","",[18246],12,[],[],1,1,[],0,[],1,[],1,[]
678,"SupportEnragedWarcryDamage","","","","","","","","","","","[18310,18311]",12,[],[],14,1,[],0,[],1,[],1,[]
679,"EnduranceChargeOnArmourBreakChance","","","","","","","","","","",[18973],12,[],[19829],8,1,[],0,[],1,[],1,[]
680,"SupportEmpoweredDamage","","","","","","","","","","",[19069],12,[],[],14,1,[],0,[],1,[],1,[]
681,"SupportEmpoweredCull","","","","","","","","","","",[19070],12,[],[],14,1,[],0,[],1,[],1,[]
682,"WarcryRagePerPower","","","","","","","","","","",[19556],12,[],[],14,1,[],0,[],1,[],1,[]
683,"SupportRuptureBleedAggravate","","","","","","","","","","",[19747],12,[],[],8,1,[],0,[],1,[],1,[]
684,"SupportRageforgedDamage","","","","","","","","","","","[19153,19154]",12,[],[],1,1,[],0,[],1,[],1,[]
685,"SupportArmourExplosionTrigger","","","","","","","","","","",[19199],12,[],[],8,1,[],0,[],1,[],1,[]
686,"SupportStompingGroundTrigger","","","","","","","","","","",[19216],12,[],[],14,1,[],0,[],1,[],1,[]
687,"SupportCorruptingCryDamage","","","","","","","","","","",[19320],12,[],[],1,1,[],0,[],1,[],1,[]
688,"SupportCorruptingCryDuration","","","","","","","","","","",[19322],12,[],[],4,1,[],0,[],1,[],1,[]
689,"SupportVitalityRegeneration","","","","","","","","","","",[19696],12,[],[],14,1,[],0,[],1,[],1,[]
690,"SupportHerbalismFlaskRecovery","","","","","","","","","","",[19697],12,[],[],14,1,[],0,[],1,[],1,[]
691,"SupportCannibalismLifeGain","","","","","","","","","","",[19698],12,[],[],14,1,[],0,[],1,[],1,[]
692,"SupportClarityRegeneration","","","","","","","","","","",[19695],12,[],[],14,1,[],0,[],1,[],1,[]
693,"SupportPrecisionAccuracy","","","","","","","","","","",[19694],12,[],[],14,1,[],0,[],1,[],1,[]
694,"SupportArmourBreakFromDamage","","","","","","","","","","",[19749],12,[],[],8,1,[],0,[],1,[],1,[]
695,"SupportEvasionBreakFromDamageVsBleeding","","","","","","","","","","",[21734],12,[],[],8,1,[],0,[],1,[],1,[]
696,"SupportDazeWarcryDuration","","","","","","","","","","",[19788],12,[],[],8,1,[],0,[],1,[],1,[]
697,"SupportLifeFont","","","","","","","","","","","[20178,20179]",12,[],[],14,1,[],0,[],1,[],1,[]
698,"SupportManaFont","","","","","","","","","","","[20180,20181]",12,[],[],14,1,[],0,[],1,[],1,[]
699,"SupportRageFont","","","","","","","","","","","[20182,20183]",12,[],[],14,1,[],0,[],1,[],1,[]
700,"SupportHolyDescentDuration","","","","","","","","","","",[20548],12,[],[],4,1,[],0,[],1,[],1,[]
701,"SupportFreshClipDamage","","","","","","","","","","",[20279],12,[],[],1,1,[],0,[],1,[],1,[]
