"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool_23","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_41","HASH32","BelongsActiveSkills","Category","bool_78","bool_79","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
21787,"active_skill_fire_damage_%_to_gain_as_cold","","","",1,"","","","","","","","","","","",1,"","","",2098703181,[],"","","",1,[],[],""
21788,"active_skill_fire_damage_%_to_gain_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",3560373150,[],"","","",1,[],[],""
21789,"active_skill_fire_damage_%_to_gain_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",927685479,[],"","","",1,[],[],""
21790,"active_skill_cold_damage_%_to_gain_as_physical","","","",1,"","","","","","","","","","","",1,"","","",148116247,[],"","","",1,[],[],""
21791,"active_skill_cold_damage_%_to_gain_as_fire","","","",1,"","","","","","","","","","","",1,"","","",1945227327,[],"","","",1,[],[],""
21792,"active_skill_cold_damage_%_to_gain_as_cold","","","",1,"","","","","","","","","","","",1,"","","",1442284889,[],"","","",1,[],[],""
21793,"active_skill_cold_damage_%_to_gain_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",2435656267,[],"","","",1,[],[],""
21794,"active_skill_cold_damage_%_to_gain_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",2961207925,[],"","","",1,[],[],""
21795,"active_skill_lightning_damage_%_to_gain_as_physical","","","",1,"","","","","","","","","","","",1,"","","",709514402,[],"","","",1,[],[],""
21796,"active_skill_lightning_damage_%_to_gain_as_fire","","","",1,"","","","","","","","","","","",1,"","","",1876275130,[],"","","",1,[],[],""
21797,"active_skill_lightning_damage_%_to_gain_as_cold","","","",1,"","","","","","","","","","","",1,"","","",4024097746,[],"","","",1,[],[],""
21798,"active_skill_lightning_damage_%_to_gain_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",1695288249,[],"","","",1,[],[],""
21799,"active_skill_lightning_damage_%_to_gain_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",1129842493,[],"","","",1,[],[],""
21800,"active_skill_chaos_damage_%_to_gain_as_physical","","","",1,"","","","","","","","","","","",1,"","","",409470324,[],"","","",1,[],[],""
21801,"active_skill_chaos_damage_%_to_gain_as_fire","","","",1,"","","","","","","","","","","",1,"","","",1788855304,[],"","","",1,[],[],""
21802,"active_skill_chaos_damage_%_to_gain_as_cold","","","",1,"","","","","","","","","","","",1,"","","",2009132587,[],"","","",1,[],[],""
21803,"active_skill_chaos_damage_%_to_gain_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",3940401630,[],"","","",1,[],[],""
21804,"active_skill_chaos_damage_%_to_gain_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",2376082224,[],"","","",1,[],[],""
21805,"active_skill_all_damage_%_to_gain_as_physical","","","",1,"","","","","","","","","","","",1,"","","",775315426,[],"","","",1,[],[],""
21806,"active_skill_all_damage_%_to_gain_as_fire","","","",1,"","","","","","","","","","","",1,"","","",4256908461,[],"","","",1,[],[],""
21807,"active_skill_all_damage_%_to_gain_as_cold","","","",1,"","","","","","","","","","","",1,"","","",3329662222,[],"","","",1,[],[],""
21808,"active_skill_all_damage_%_to_gain_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",2411309447,[],"","","",1,[],[],""
21809,"active_skill_all_damage_%_to_gain_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",4230112011,[],"","","",1,[],[],""
21810,"active_skill_base_all_damage_%_to_gain_as_physical","","","",1,"","","","","","","","","","","","","","",1,1433080149,[],"","","",1,[],[],""
21811,"active_skill_base_all_damage_%_to_gain_as_fire","","","",1,"","","","","","","","","","","","","","",1,2991656871,[],"","","",1,[],[],""
21812,"active_skill_base_all_damage_%_to_gain_as_cold","","","",1,"","","","","","","","","","","","","","",1,3576056141,[],"","","",1,[],[],""
21813,"active_skill_base_all_damage_%_to_gain_as_lightning","","","",1,"","","","","","","","","","","","","","",1,1453413903,[],"","","",1,[],[],""
21814,"active_skill_base_all_damage_%_to_gain_as_chaos","","","",1,"","","","","","","","","","","","","","",1,3971808332,[],"","","",1,[],[],""
21815,"active_skill_base_physical_damage_%_to_gain_as_fire","","","",1,"","","","","","","","","","","","","","",1,3350195328,[],"","","",1,[],[],""
21816,"active_skill_base_physical_damage_%_to_gain_as_cold","","","",1,"","","","","","","","","","","","","","",1,2065719359,[],"","","",1,[],[],""
21817,"active_skill_base_physical_damage_%_to_gain_as_lightning","","","",1,"","","","","","","","","","","","","","",1,897106849,[],"","","",1,[],[],""
21818,"active_skill_base_physical_damage_%_to_gain_as_chaos","","","",1,"","","","","","","","","","","","","","",1,4178302861,[],"","","",1,[],[],""
21819,"active_skill_physical_damage_%_as_fire","","","",1,"","","","","","","","","","","",1,"","","",3113690698,[],"","","",1,[],[],""
21820,"active_skill_physical_damage_%_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",2521689652,[],"","","",1,[],[],""
21821,"active_skill_physical_damage_%_as_cold","","","",1,"","","","","","","","","","","",1,"","","",1230296452,[],"","","",1,[],[],""
21822,"active_skill_physical_damage_%_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",570801708,[],"","","",1,[],[],""
21823,"active_skill_fire_damage_%_as_physical","","","",1,"","","","","","","","","","","",1,"","","",2268356233,[],"","","",1,[],[],""
21824,"active_skill_fire_damage_%_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",913721478,[],"","","",1,[],[],""
21825,"active_skill_fire_damage_%_as_cold","","","",1,"","","","","","","","","","","",1,"","","",4284599888,[],"","","",1,[],[],""
21826,"active_skill_fire_damage_%_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",84718856,[],"","","",1,[],[],""
21827,"active_skill_lightning_damage_%_as_physical","","","",1,"","","","","","","","","","","",1,"","","",1107438238,[],"","","",1,[],[],""
21828,"active_skill_lightning_damage_%_as_fire","","","",1,"","","","","","","","","","","",1,"","","",4214211428,[],"","","",1,[],[],""
21829,"active_skill_lightning_damage_%_as_cold","","","",1,"","","","","","","","","","","",1,"","","",343818330,[],"","","",1,[],[],""
21830,"active_skill_lightning_damage_%_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",2318258922,[],"","","",1,[],[],""
21831,"active_skill_cold_damage_%_as_physical","","","",1,"","","","","","","","","","","",1,"","","",1457589912,[],"","","",1,[],[],""
21832,"active_skill_cold_damage_%_as_fire","","","",1,"","","","","","","","","","","",1,"","","",3954472148,[],"","","",1,[],[],""
21833,"active_skill_cold_damage_%_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",2157661671,[],"","","",1,[],[],""
21834,"active_skill_cold_damage_%_as_chaos","","","",1,"","","","","","","","","","","",1,"","","",2176117230,[],"","","",1,[],[],""
21835,"active_skill_chaos_damage_%_as_physical","","","",1,"","","","","","","","","","","",1,"","","",767162905,[],"","","",1,[],[],""
21836,"active_skill_chaos_damage_%_as_fire","","","",1,"","","","","","","","","","","",1,"","","",1135565616,[],"","","",1,[],[],""
21837,"active_skill_chaos_damage_%_as_lightning","","","",1,"","","","","","","","","","","",1,"","","",3079250905,[],"","","",1,[],[],""
21838,"active_skill_chaos_damage_%_as_cold","","","",1,"","","","","","","","","","","",1,"","","",2554918008,[],"","","",1,[],[],""
21839,"elemental_penetration_can_go_down_to_override","","","",4,"","","","","","","","","","","","","","",1,771372977,[],"","","",1,[],[],""
21840,"allies_in_presence_have_explode_cursed_enemies_for_25%_life_as_chaos_on_kill_chance_%",1,"","",1,"","","","","","","","","","","","","","",1,1725200006,[],"","","",1,[],[],""
21841,"your_life_cannot_change_while_you_have_energy_shield","","","",4,"","","","","","","","","","",1,"","","",1,4069096396,[],"","","",1,[],[],""
21842,"base_es_cost_%","","","",1,"","","","","","","","","","","","","","",1,2413910173,[],"",1,"",1,[],[],""
21843,"spending_energy_shield_does_not_interrupt_recharge","","","",4,"","","","","","","","","","","","","","",1,1682681101,[],"","","",1,[],[],""
21844,"non_channelling_spells_cost_x%_of_your_energy_shield","","","",1,"","","","","","","","","","","","","","",1,4041639715,[],"","","",1,[],[],""
21845,"non_channelling_spells_deal_x%_more_damage","","","",1,"","","","","","","","","","","","","","",1,358695488,[],"","","",1,[],[],""
21846,"chance_to_be_triggered_by_amazon_infusion_%","","","",1,"","","","","","","","","","","","","","",1,1829006555,[],"","","",1,[],[],""
21847,"chance_to_not_consume_infusion_%","","","",1,"","","","","","","","","","",1,"","","",1,2352513080,[],6,"","",1,[],[],""
21848,"chance_to_be_triggered_by_chaos_spear_%","","","",1,"","","","","","","","","","","","","","",1,3542460814,[],"","","",1,[],[],""
21849,"mana_+_from_attribute_inherent_bonus","","","",3,"","","","","","","","","","","",1,"","","",1419731561,[],"","","",1,[],[],""
21850,"maximum_life_+_from_attribute_inherent_bonus","","","",3,"","","","","","","","","","","",1,"","","",1028160769,[],"","","",1,[],[],""
21851,"accuracy_+_from_attribute_inherent_bonus","","","",3,"","","","","","","","","","","",1,"","","",352742252,[],"","","",1,[],[],""
21852,"strength_inherently_grants_accuracy_instead_of_life","","","",4,"","","","","","","","","","","","","","",1,3868973296,[],"","","",1,[],[],""
21853,"dexterity_inherently_grants_mana_instead_of_accuracy","","","",4,"","","","","","","","","","","","","","",1,1357415560,[],"","","",1,[],[],""
21854,"intelligence_inherently_grants_life_instead_of_mana","","","",4,"","","","","","","","","","","","","","",1,1927371921,[],"","","",1,[],[],""
21855,"dodge_roll_timeline_variation","","","",3,"","","","","","","","","","",1,"","","",1,1454823430,[],"","","",1,[],[],""
21856,"non_channelling_spells_x%_chance_to_double_mana_cost_and_always_crit","","","",3,"","","","","","","","","","","","","","",1,1525770857,[],"","","",1,[],[],""
21857,"local_aggravating_bleeds_also_causes_you_to_aggravate_ignites","",1,1,4,"","","","","","","","","","","","",22207,22208,1,1090656842,[],"","","",1,[],[],""
21858,"curse_on_block_enfeeble_chance_%","","","",3,"","","","","","","","","","","","","","",1,1825244526,[],"","","",1,[],[],""
21859,"phylactery_jewel_mod_effect_+%","",1,"",1,"","","","","","","","","","","","","","",1,1546130726,[],"","","","",[],[],""
21860,"phylactery_can_only_contain_non_unique_jewel","",1,"",4,"","","","","","","","","","","","","","",1,135362591,[],"","","",1,[],[],""
21861,"gain_X_volatility_on_empowered_skill_use","","","",3,"","","","","","","","","","","","","","",1,2739682812,[],"","","",1,[],[],""
21862,"overcharged_spear_base_hit_delay_ms","","","",3,"","","","","","","","","","",1,"","","",1,1402132310,[],"","","",1,[],[],""
21863,"overcharged_spear_detonate_number_of_beams","","","",3,"","","","","","","","","","",1,"","","",1,1374277050,[],"","","",1,[],[],""
21864,"local_cannot_be_thrown","",1,1,4,"","","","","","","","","","","","",21865,21866,1,1884932270,[],"","","",1,[],[],""
21865,"main_hand_cannot_be_thrown",1,"","",4,"","","","","","","","","","",1,"","","",1,445439283,[],"","","",1,[],[],""
21866,"off_hand_cannot_be_thrown",1,"","",4,"","","","","","","","","","",1,"","","",1,784783363,[],"","","",1,[],[],""
21867,"local_aggravate_bleeding_on_hit_chance_%","","",1,1,"","","","","","","","","","","","",21868,21869,1,799481177,[],"","","",1,[],[],""
21868,"main_hand_aggravate_bleeding_on_hit_chance_%","","","",1,"","","","","","","","","","","","","","",1,369368175,[],"","","",1,[],[],""
21869,"off_hand_aggravate_bleeding_on_hit_chance_%","","","",1,"","","","","","","","","","","","","","",1,2458750078,[],"","","",1,[],[],""
21870,"actor_scale_+%_in_town_hideout",1,"","",1,"","","","","","","","","","",1,"","","",1,830280469,[],"","","",1,[],[],""
21871,"parry_skill_effect_duration_+%",1,"","",1,"","","","","","","","","","","","","","",1,1711763035,"[""parry""]",6,"","",1,[],[],""
21872,"parried_magnitude_+%","","","",1,"","","","","","","","","","","","","","",1,2419059827,[],6,"","",1,[],[],""
21873,"spell_damage_taken_+%_final_from_parried","","","",1,"","","","","","","","","","","","","","",1,3009219495,[],"","","",1,[],[],""
21874,"parry_applies_spell_damage_debuff_instead","","","",4,"","","","","","","","","","","","","","",1,4009953845,[],"","","",1,[],[],""
21875,"projectile_randomly_fork_chain_or_pierce","","","",4,"","","","","","","","","","","","","","",1,3522224628,[],"","","",1,[],[],""
21876,"blood_boil_explosion_delay_ms","","","",3,"","","","","","","","","","","","","","",1,3492933910,[],"","","",1,[],[],""
21877,"tame_beast_dont_transform_gem","","","",4,"","","","","","","","","","","","","","",1,147512080,[],"","","",1,[],[],""
21878,"is_hazard","","","",4,"","","","","","","","","","",1,"","","",1,585738889,[],"","","",1,[],[],""
21879,"unholy_might_granted_magnitude_+%","","","",1,"","","","","","","","","","","",1,"","","",3200454079,[],"","","",1,[],[],""
21880,"base_unholy_might_granted_magnitude_+%","","","",1,"","","","","","","","","","","","","","",1,1522916777,[],"","","",1,[],[],""
21881,"unholy_might_granted_magnitude_+%_per_100_maximum_mana","","","",1,"","","","","","","","","","","","","","",1,1054326308,[],"","","",1,[],[],""
21882,"allies_in_presence_have_unholy_might_while_you_not_on_low_mana","","","",4,"","","","","","","","","","","","","","",1,954752492,[],"","","",1,[],[],""
21883,"allies_in_presence_have_unholy_might_with_total_magnitude",1,"","",1,"","","","","","","","","","","",1,"","","",2003199286,[],"","","",1,[],[],""
21884,"mana_degeneration_%_per_minute_not_in_grace","","","",1,"","","","","","","","","","","","","","",1,1179284789,[],"","","",1,[],[],""
21885,"parry_damage_+%",1,"","",1,"","","","","","","","","","","","","","",1,4173700847,"[""parry""]",1,"","",1,[],[],""
21886,"support_discount_skill_cost_+%_final_if_empowered","","","",1,"","","","","","","","","","","","","","",1,1826430253,[],"",1,"",1,[],[],""
21887,"support_discount_accuracy_rating_+%_final_if_empowered","","","",1,"","","","","","","","","","","","","","",1,3065613305,[],"",1,"",1,[],[],""
21888,"withered_on_hit_for_4_seconds_%_chance","","","",1,"","","","","","","","","","","","","","",1,879626526,[],"","","",1,[],[],""
21889,"demigods_virtue","","","",4,"","","","","","","","","","","","","","",1,3678601305,[],"","","",1,[],[],""
21890,"demigods_duty","","","",4,"","","","","","","","","","","","","","",1,2935453139,[],"","","",1,[],[],""
21891,"demigods_loyalty","","","",4,"","","","","","","","","","","","","","",1,3796302353,[],"","","",1,[],[],""
21892,"demigods_valor","","","",4,"","","","","","","","","","","","","","",1,3121745380,[],"","","",1,[],[],""
21893,"demigods_fortitude","","","",4,"","","","","","","","","","","","","","",1,1289220464,[],"","","",1,[],[],""
21894,"demigods_judgement","","","",4,"","","","","","","","","","","","","","",1,3894467041,[],"","","",1,[],[],""
21895,"support_gambleshot_projectile_damage_+%_final","","","",1,"","","","","","","","","","","","","","",1,1640193531,[],"","","",1,[],[],""
21896,"hazard_damage_+%","","","",1,"","","","","","","","","","","","","","",1,4149332375,[],1,"","",1,[],[],""
21897,"hazard_duration_+%","","","",1,"","","","","","","","","","","","","","",1,2166524677,[],6,"","",1,[],[],""
21898,"damage_+%_per_recently_triggered_hazard_up_to_50%","","","",1,"","","","","","","","","","","","","","",1,2536784992,[],1,"","",1,[],[],""
21899,"enemies_affected_by_your_hazards_recently_have_+%_armour","","","",1,"","","","","","","","","","","","","","",1,4223197862,[],6,"","",1,[],[],""
21900,"enemies_affected_by_your_hazards_recently_have_+%_evasion_rating","","","",1,"","","","","","","","","","","","","","",1,3898824335,[],6,"","",1,[],[],""
21901,"rapid_assault_attached_spear_limit","","","",3,"","","","","","","","","","",1,"","","",1,2637456433,[],"","","",1,[],[],""
21902,"cast_lightning_spell_on_hit_gain_X_centienergy_per_monster_power_on_hit","","","",3,"","","","","","","","","","","","","","",1,284137334,[],"","","",1,[],[],""
21903,"caltrops_on_dodge_X_triggers","","","",3,"","","","","","","","","","","","","","",1,2970287156,[],"","","",1,[],[],""
21904,"caltrops_on_dodge_first_trigger_at_%_dodge","","","",1,"","","","","","","","","","","","","","",1,161605112,[],"","","",1,[],[],""
21905,"caltrops_on_dodge_trigger_interval_%_dodge","","","",1,"","","","","","","","","","","","","","",1,287469252,[],"","","",1,[],[],""
21906,"generic_ongoing_trigger_does_not_use_energy","","","",4,"","","","","","","","","","","","","","",1,2813235934,[],"","","",1,[],[],""
21907,"cast_fire_spell_on_hit_gain_X_centienergy_per_monster_power_on_hit","","","",3,"","","","","","","","","","","","","","",1,3774329491,[],"","","",1,[],[],""
21908,"active_skill_crossbow_ammo_pairing_index","","","",3,"","","","","","","","","","",1,"","","",1,1625739544,[],"","","",1,[],[],""
21909,"active_skill_ignores_crossbow_manager","","","",4,"","","","","","","","","","",1,"","","",1,1004396881,[],"","","",1,[],[],""
21910,"unscalable_secondary_minimum_base_physical_damage","","","",3,"","","","","","","","","","","","","","",1,2670446035,[],"","","",1,[],[],""
21911,"unscalable_secondary_maximum_base_physical_damage","","","",3,"","","","","","","","","","","","","","",1,3571957116,[],"","","",1,[],[],""
21912,"map_shrines_have_x%_chance_for_an_additional_effect","","","",1,"","","","","","","","","","","","","","",1,267107363,[],"","","",1,[],[],""
21913,"map_shrines_x%_chance_all_packs_are_magic","","","",1,"","","","","","","","","","","","","","",1,147097372,[],"","","",1,[],[],""
21914,"map_covetous_shrine_chance_+%","","","",1,"","","","","","","","","","","","","","",1,1442682815,[],"","","",1,[],[],""
21915,"map_covetous_shrine_effect_+%","","","",1,"","","","","","","","","","","","","","",1,4059577116,[],"","","",1,[],[],""
21916,"map_enlightening_shrine_chance_+%","","","",1,"","","","","","","","","","","","","","",1,4055868147,[],"","","",1,[],[],""
21917,"map_enlightening_shrine_effect_+%","","","",1,"","","","","","","","","","","","","","",1,2864985864,[],"","","",1,[],[],""
21918,"map_greed_shrine_chance_+%","","","",1,"","","","","","","","","","","","","","",1,1362630940,[],"","","",1,[],[],""
21919,"map_greed_shrine_effect_+%","","","",1,"","","","","","","","","","","","","","",1,2043656338,[],"","","",1,[],[],""
21920,"map_shrine_chance_+%","","","",1,"","","","","","","","","","","","","","",1,113718505,[],"","","",1,[],[],""
21921,"number_of_hazard_triggered_recently","","","",3,"","","","","","","","","","","","","","",1,1960783847,[],"","","",1,[],[],""
21922,"map_tempest_corruption_weight","","","",3,"","","","","","","","","","","","","","",1,4080173344,[],"","","",1,[],[],""
21923,"map_tempest_radiant_weight","","","",3,"","","","","","","","","","","","","","",1,4260958942,[],"","","",1,[],[],""
21924,"charm_grants_up_to_your_maximum_rage_when_used","",1,"",4,"","","","","","","","","","","","","","",1,298700941,[],"","","",1,[],[],""
21925,"charm_grants_power_charge_when_used","",1,"",4,"","","","","","","","","","","","","","",1,1464707791,[],"","","",1,[],[],""
21926,"charm_grants_frenzy_charge_when_used","",1,"",4,"","","","","","","","","","","","","","",1,1020204318,[],"","","",1,[],[],""
21927,"charm_defend_with_double_armour_during_effect","",1,"",4,"","","","","","","","","","","","","","",1,3360644617,[],"","","",1,[],[],""
21928,"charm_gain_onslaught_during_effect","",1,"",4,"","","","","","","","","","","","","","",1,3016071292,[],"","","",1,[],[],""
21929,"cannot_consume_impale","","","",4,"","","","","","","","","","","","","","",1,1760800385,[],"","","",1,[],[],""
21930,"hunters_mark_from_code_explosion_damage_+%_final","","","",1,"","","","","","","","","","","","","","",1,1122994345,[],"","","",1,[],[],""
21931,"map_breach_minimum_radius","","","",3,"","","","","","","","","","","","","","",1,740690070,[],"","","",1,[],[],""
21932,"map_breach_minimum_monster_power_to_not_close","","","",3,"","","","","","","","","","","","","","",1,428877975,[],"","","",1,[],[],""
21933,"map_expedition_monster_spawn_with_half_life","","","",4,"","","","","","","","","","","","","","",1,672986169,[],"","","",1,[],[],""
21934,"map_ritual_unlimited_reward_rerolls","","","",4,"","","","","","","","","","","","","","",1,3249574629,[],"","","",1,[],[],""
21935,"map_delirium_fog_never_dissipates","","","",4,"","","","","","","","","","","","","","",1,3193687235,[],"","","",1,[],[],""
21936,"cannot_impale","","","",4,"","","","","","","","","","","","","","",1,2066500479,[],"","","",1,[],[],""
21937,"impale_lasts_X_ms_instead","","","",3,"","","","","","","","","","","","","","",1,2680006877,[],"","","",1,[],[],""
21938,"critical_hits_always_apply_impale","","","",4,"","","","","","","","","","","","","","",1,2765592095,[],"","","",1,[],[],""
21939,"critical_hits_cannot_consume_impale","","","",4,"","","","","","","","","","","","","","",1,3295588449,[],"","","",1,[],[],""
21940,"can_have_2_companions","","","",4,"","","","","","","","","","","","","","",1,3608725798,[],"","","",1,[],[],""
21941,"virtual_max_companions_allowed",1,"","",3,"","","","","","","","","","","",1,"","",1,1486501217,[],"","","",1,[],[],""
21942,"keystone_2_companions","","","",4,"","","","","","","","","","","","","","",1,1226196854,[],"","","",1,[],[],""
21943,"twister_gain_%_elemental_damage_of_corresponding_type","","","",1,"","","","","","","","","","","","","","",1,3863965475,[],"","","",1,[],[],""
21944,"charm_energy_shield_recharge_starts_when_used","",1,"",4,"","","","","","","","","","","","","","",1,28972971,[],"","","",1,[],[],""
21945,"charm_create_consecrated_ground_when_used","",1,"",4,"","","","","","","","","","","","","","",1,4077104751,[],"","","",1,[],[],""
21946,"charm_create_consecrated_ground_when_used_radius","",1,"",3,"","","","","","","","","","","","","","",1,3136999915,[],"","","",1,[],[],""
21947,"charm_create_consecrated_ground_when_used_duration_ms","",1,"",3,"","","","","","","","","","","","","","",1,2956454754,[],"","","",1,[],[],""
21948,"charm_ignite_enemies_in_presence_as_though_dealing_fire_damage_equal_to_x%_of_your_maximum_life_when_used",1,1,"",1,"","","","","","","","","","",1,"","","",1,1646814699,[],"","","",1,[],[],""
21949,"charm_recover_life_equal_to_x%_of_mana_flask_recovery_amount","",1,"",1,"","","","","","","","","","","","","","",1,2783392070,[],"","","",1,[],[],""
21950,"charm_recover_mana_equal_to_x%_of_life_flask_recovery_amount","",1,"",1,"","","","","","","","","","","","","","",1,2774836267,[],"","","",1,[],[],""
21951,"map_monolith_chance_+%","","","",1,"","","","","","","","","","","","","","",1,1994952475,[],"","","",1,[],[],""
21952,"map_essence_greater_essence_+%","","","",1,"","","","","","","","","","","","","","",1,2606855243,[],"","","",1,[],[],""
21953,"map_mini_monolith_%_chance_monsters_are_magic",1,"","",1,"","","","","","","","","","",1,"","","",1,773287490,[],"","","","",[],[],""
21954,"map_essence_%_chance_double_corrupted","","","",1,"","","","","","","","","","","","","","",1,1626303432,[],"","","",1,[],[],""
21955,"map_essence_%_chance_rare_monster_modifiers_replaced_with_essences","","","",1,"","","","","","","","","","","","","","",1,1659991620,[],"","","",1,[],[],""
21956,"gain_X_perfection_on_successful_perfect_timing","","","",3,"","","","","","","","","","","","","","",1,1084221862,[],"","","",1,[],[],""
21957,"perfection_damage_+%_final","","","",1,"","","","","","","","","","","","","","",1,2773095278,[],"","","",1,[],[],""
21958,"virtual_impale_magnitude_+%_final","","","",1,"","","","","","","","","","","",1,"","",1,106593253,[],"","","",1,[18],[],""
21959,"active_skill_impale_magnitude_+%_final","","","",1,"","","","","","","","","","","","","","",1,3397571315,[],"","","",1,[],[],""
21960,"map_expedition_twinned_elites","","","",4,"","","","","","","","","","","","","","",1,1771546257,[],"","","",1,[],[],""
21961,"map_all_items_drop_as_gold","","","",4,"","","","","","","","","","","","","","",1,713615399,[],"","","",1,[],[],""
21962,"local_armour_break_damage_%_dealt_as_armour_break","",1,1,3,"","","","","","","","","","","","",21963,21964,1,4219548424,[],"","","",1,[],[],""
21963,"main_hand_armour_break_damage_%_dealt_as_armour_break","","","",3,"","","","","","","","","","","","","","",1,2872050354,[],"","","",1,[],[],""
21964,"off_hand_armour_break_damage_%_dealt_as_armour_break","","","",3,"","","","","","","","","","","","","","",1,894942765,[],"","","",1,[],[],""
21965,"infinite_parry_blocked_projectile_distance","","","",4,"","","","","","","","","","","","","","",1,3265875922,[],"","","",1,[],[],""
21966,"quality_display_base_number_of_remove_spear_mines_allowed_is_gem","","","",4,"","","","","","","","","","","","","","",1,840045353,[],"","","",1,[],[],""
21967,"map_ritual_offered_and_defer_rewards_tribute_cost_+%","","","",1,"","","","","","","","","","",1,"","","",1,1444671738,[],"","","",1,[],[],""
21968,"virtual_rain_of_arrows_delay_per_arrow_display_ms","","","",3,"","","","","","","","","","","",1,"","",1,1997089918,[],"","","",1,[],[],""
21969,"lich_mana_cost_+%_final_if_you_have_no_energy_shield","","","",1,"","","","","","","","","","","","","","",1,2481115630,[],"","","",1,[],[],""
21970,"explicit_mods_on_phylactery","","","",3,"","","","","","","","","","","","","","",1,857518649,[],"","","","",[],[],""
21971,"map_rogue_exile_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3581270173,[],"","","",1,[],[],""
21972,"map_rogue_exile_no_unique_weapons","","","",4,"","","","","","","","","","","","","","",1,97379547,[],"","","",1,[],[],""
21973,"map_rogue_exile_no_unique_armours","","","",4,"","","","","","","","","","","","","","",1,2489689269,[],"","","",1,[],[],""
21974,"map_rogue_exile_no_unique_jewellery","","","",4,"","","","","","","","","","","","","","",1,667955142,[],"","","",1,[],[],""
21975,"map_rogue_exile_unique_weapon_chance_+%","","","",1,"","","","","","","","","","","","","","",1,2499822729,[],"","","",1,[],[],""
21976,"map_rogue_exile_unique_armour_chance_+%","","","",1,"","","","","","","","","","","","","","",1,4101473,[],"","","",1,[],[],""
21977,"map_rogue_exile_unique_jewellery_chance_+%","","","",1,"","","","","","","","","","","","","","",1,2644137129,[],"","","",1,[],[],""
21978,"map_rogue_exile_corrupt_item_chance_+%","","","",1,"","","","","","","","","","","","","","",1,24804441,[],"","","",1,[],[],""
21979,"map_rogue_exile_maximum_natural_sockets_on_items_chance_%","","","",1,"","","","","","","","","","","","","","",1,690797575,[],"","","",1,[],[],""
21980,"map_rogue_exile_dexterity_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3228993123,[],"","","",1,[],[],""
21981,"map_rogue_exile_strength_chance_+%","","","",1,"","","","","","","","","","","","","","",1,944544380,[],"","","",1,[],[],""
21982,"map_rogue_exile_intelligence_chance_+%","","","",1,"","","","","","","","","","","","","","",1,1440158925,[],"","","",1,[],[],""
21983,"has_infusion_skill","","","",4,"","","","","","","","","","","","","","",1,3567460136,[],"","","","",[],[],""
21984,"skill_is_infusion_skill","","","",4,"","","","","","","","","","","","","","",1,2612382484,[],"","","","",[],[],""
21985,"map_monster_additional_sanctified_packs",1,"","",3,"","","","","","","","","","","","","","",1,1217441348,[],"","","",1,[],[],""
21986,"bleeding_effect_+%_when_consuming_incision","","","",1,"","","","","","","","","","","","","","",1,2235847482,[],2,"","",1,[],[],""
21987,"is_incisioned","","","",4,"","","","","","","","","","","","","","",1,3218546409,[],"","","",1,[],[],""
21988,"monster_no_life_es_scaling_from_rarity","","","",4,"","","","","","","","","","","","","","",1,2442631588,[],"","","",1,[],[],""
21989,"hit_damage_freeze_multiplier_+%_against_ignited_enemies","","","",1,"","","","","","","","","","","","","","",1,1830900087,[],"","","",1,[],[],""
21990,"ignite_effect_+%_against_frozen_enemies","","","",1,"","","","","","","","","","","","","","",1,2746725231,[],"","","",1,[],[],""
21991,"consume_bleed_to_create_X_haemocrystals","","","",3,"","","","","","","","","","","","","","",1,4228856285,[],"","","",1,[],[],""
21992,"shock_effect_+%_from_damaging_hits","","","",1,"","","","","","","","","","","","","","",1,3013325039,[],"","","",1,[],[],""
21993,"map_strongbox_chance_+%","","","",1,"","","","","","","","","","","","","","",1,2328029288,[],"","","",1,[],[],""
21994,"map_strongbox_monsters_chance_to_be_magic_+%","","","",1,"","","","","","","","","","","","","","",1,1746837890,[],"","","",1,[],[],""
21995,"map_strongbox_monsters_chance_to_be_rare_+%","","","",1,"","","","","","","","","","","","","","",1,2565082210,[],"","","",1,[],[],""
21996,"map_strongbox_monster_packs_+%","","","",1,"","","","","","","","","","","","","","",1,1663720820,[],"","","",1,[],[],""
