"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","rid_128","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid_256","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","AilmentThreshold","AilmentThreshold (French)","AilmentThreshold (German)","AilmentThreshold (Japanese)","AilmentThreshold (Korean)","AilmentThreshold (Portuguese)","AilmentThreshold (Russian)","AilmentThreshold (Spanish)","AilmentThreshold (Thai)","AilmentThreshold (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","i32_747","i32_751","i32_755"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32_759","i32_763","i32_767","BossHealthBar","rid_772","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","rid_810","f32_826","f32_830","bool_834","[string]_835","rid_851","i32_867","i32_871","f32_875","rid_879","bool_895","i32_896","bool_900","i32_901","rid_905"
1578,"Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterMeleeRitualWILDWOOD",232,28,2,5,7,"[""Metadata/Monsters/TwigMonsters/canopy/TwigMonster.act""]","[""Metadata/Monsters/TwigMonsters/canopy/SaplingMonster01.ao"",""Metadata/Monsters/TwigMonsters/canopy/SaplingMonster02.ao"",""Metadata/Monsters/TwigMonsters/canopy/SaplingMonster03.ao""]","Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual",[],1,"","",140,2,6,19,12,0,"[774,34,74,48,742,713,1041,30,714,753,768]",130,[],105,105,700,500,0,"[737,5508,5509,4030]","Metadata/Monsters/TwigMonsters/canopy/TwigMonsterWILDWOOD.ais",[],"",46,"Treant Spriggan","Spriggan tréant","Treant-Spriggan","トレント・スプリガン","나무인간 스프리건","Ente Spriggan","Спригган","Treant spriggan","Treant Spriggan","樹人保衛者",130,130,1335,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,26129,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-15,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,-10,5,-5,10,3,3,1,0,1008630,1009202,1012360,1000648,996282,1009422,1010038,1012614,1006018,993956,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,115,0.05,0,1,0,"",40,2
1579,"Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterCasterRitual_",232,28,2,5,7,"[""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual.act""]","[""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual01.ao""]","Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual",[],1,"","",140,2,6,19,12,0,"[774,34,74,48,742,713,1041,30,714,753,768]",130,[],105,105,700,500,0,"[737,5508,5509,4030,4537]","Metadata/Monsters/TwigMonsters/canopy/TwigMonster.ais",[],"stance2",46,"Treant Sage","Sage tréant","Treant-Weiser","トレント・セージ","나무인간 현자","Ente Sábio","Древень-мудрец","Treant sabio","Treant Sage","樹人賢者",130,130,1335,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,58231,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-15,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,-10,5,-5,10,3,3,1,0,1009418,1009990,1013152,1001430,997062,1010208,1010832,1013404,1006806,994730,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,115,0.05,0,1,0,"",40,2
1580,"Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterCasterRitualWILDWOOD",232,28,2,5,7,"[""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual.act""]","[""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual01.ao""]","Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual",[],1,"","",140,2,6,19,12,0,"[774,34,74,48,742,713,1041,30,714,753,768]",130,[],105,105,700,500,0,"[737,5508,5509,4030,4537]","Metadata/Monsters/TwigMonsters/canopy/TwigMonsterWILDWOOD.ais",[],"stance2",46,"Treant Sage","Sage tréant","Treant-Weiser","トレント・セージ","나무인간 현자","Ente Sábio","Древень-мудрец","Treant sabio","Treant Sage","樹人賢者",130,130,1335,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,4733,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-15,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,-10,5,-5,10,3,3,1,0,1009876,1010448,1013610,1001888,997520,1010666,1011290,1013862,1007264,995188,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,115,0.05,0,1,0,"",40,2
1581,"Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterCasterRitual2",232,28,2,5,7,"[""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual2.act""]","[""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual02.ao"",""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual03.ao""]","Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual",[],1,"","",140,2,6,19,12,0,"[774,34,74,48,742,713,1041,30,714,753,768]",130,[],105,105,700,500,0,"[737,5510,5509,4030]","Metadata/Monsters/TwigMonsters/canopy/TwigMonster.ais",[],"stance2",46,"Treant Mystic","Mystique tréant","Treant-Mystiker","トレント・ミスティック","나무인간 신비학자","Ente Místico","Древень-мистик","Treant místico","Treant Mystic","樹人秘巫",130,130,1335,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,52571,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-15,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,-10,5,-5,10,3,3,1,0,1010822,1011398,1014560,1002830,998458,1011610,1012238,1014810,1008210,996116,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,115,0.05,0,1,0,"",40,2
1582,"Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterCasterRitual2WILDWOOD",232,28,2,5,7,"[""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual2.act""]","[""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual02.ao"",""Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual03.ao""]","Metadata/Monsters/LeagueRitual/DryadFaction/RootMonster/TwigMonsterRitual",[],1,"","",140,2,6,19,12,0,"[774,34,74,48,742,713,1041,30,714,753,768]",130,[],105,105,700,500,0,"[737,5510,5509,4030]","Metadata/Monsters/TwigMonsters/canopy/TwigMonsterWILDWOOD.ais",[],"stance2",46,"Treant Mystic","Mystique tréant","Treant-Mystiker","トレント・ミスティック","나무인간 신비학자","Ente Místico","Древень-мистик","Treant místico","Treant Mystic","樹人秘巫",130,130,1335,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,14578,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-15,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,-10,5,-5,10,3,3,1,0,1011274,1011850,1015012,1003282,998910,1012062,1012690,1015262,1008662,996568,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,115,0.05,0,1,0,"",40,2
1583,"Metadata/Monsters/LeagueRitual/DryadFaction/DruidicFallenStag",633,42,3,5,18,"[""Metadata/Monsters/LeagueRitual/DryadFaction/StagMonster/FallenStag.act""]","[""Metadata/Monsters/LeagueAzmeri/FallenGods/FallenStag.ao""]","Metadata/Monsters/LeagueRitual/DryadFaction/StagMonster/FallenStag",[],1,"","",125,2,6,14,8,0,"[72,1034,56,755,30,31,118,51]",225,[],105,105,700,500,0,"[737,1921,2616,3024]","Metadata/Monsters/LeagueRitual/DryadFaction/StagMonster/FallenStag.ais",[],"",0,"Forgotten Stag","Cerf oublié","Vergessener Hirsch","忘れ去られたスタッグ","잊혀진 수사슴","Veado Esquecido","Забытый олень","Venado olvidado","Forgotten Stag","被遺忘的靈鹿",225,225,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,14236,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,2,1,0,0,0,0,0,0,1,0,1012154,1012730,1015892,1004162,999790,1012976,1013570,1016176,1009542,997448,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,163,0.05,0,1,0,"",40,1
1584,"Metadata/Monsters/LeagueRitual/DryadFaction/DruidicFallenStagWILDWOOD",633,42,3,5,18,"[""Metadata/Monsters/LeagueRitual/DryadFaction/StagMonster/FallenStag.act""]","[""Metadata/Monsters/LeagueAzmeri/FallenGods/FallenStag.ao""]","Metadata/Monsters/LeagueRitual/DryadFaction/StagMonster/FallenStag",[],1,"","",125,2,6,14,8,0,"[72,1034,56,755,30,31,118,51]",225,[],105,105,700,500,0,"[737,1921,2616,3024]","Metadata/Monsters/LeagueRitual/DryadFaction/StagMonster/FallenStagWILDWOOD.ais",[],"",0,"Forgotten Stag","Cerf oublié","Vergessener Hirsch","忘れ去られたスタッグ","잊혀진 수사슴","Veado Esquecido","Забытый олень","Venado olvidado","Forgotten Stag","被遺忘的靈鹿",225,225,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,49657,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,2,1,0,0,0,0,0,0,1,0,1012672,1013248,1016410,1004680,1000308,1013494,1014088,1016694,1010060,997966,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,163,0.05,0,1,0,"",40,1
1585,"Metadata/Monsters/LeagueRitual/DemonFaction/CaveDweller_",331,33,2,4,11,"[""Metadata/Monsters/LeagueRitual/DemonFaction/RitualDweller.act""]","[""Metadata/Monsters/LeagueRitual/DemonFaction/RitualDweller.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/RitualDweller",[],1,"","",125,2,6,14,1,0,"[724,72,1034,49,754,713,30,31,714,118]",170,[],105,105,700,500,0,"[737,4536,4249,3012,4158]","Metadata/Monsters/LeagueRitual/DemonFaction/RitualDweller.ais",[],"",0,"Nameless Dweller","Résident innommé","Namenloser Bewohner","名も無き住人","이름 없는 거주자","Habitante Inominado","Безымянный обитатель","Habitante sin nombre","Nameless Dweller","無名居者",170,170,1005,[],[],"","","","",0,[],[],[],1,1,4,125,0,0,135,15237,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,30,"","",1,3,1,0,0,0,0,0,0,1,0,1013582,1014158,1017326,1005570,1001204,1014410,1015006,1017612,1010970,998852,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],51,4,118,0.05,0,1,0,"",40,4
1586,"Metadata/Monsters/LeagueRitual/DemonFaction/CaveDwellerWILDWOOD",331,33,2,4,11,"[""Metadata/Monsters/LeagueRitual/DemonFaction/RitualDweller.act""]","[""Metadata/Monsters/LeagueRitual/DemonFaction/RitualDweller.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/RitualDweller",[],1,"","",125,2,6,14,1,0,"[724,72,1034,49,754,713,30,31,714,118]",170,[],105,105,700,500,0,"[737,4536,4249,3012,4158]","Metadata/Monsters/LeagueRitual/DemonFaction/RitualDwellerWILDWOOD.ais",[],"",0,"Nameless Dweller","Résident innommé","Namenloser Bewohner","名も無き住人","이름 없는 거주자","Habitante Inominado","Безымянный обитатель","Habitante sin nombre","Nameless Dweller","無名居者",170,170,1005,[],[],"","","","",0,[],[],[],1,1,4,125,0,0,135,6140,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,30,"","",1,3,1,0,0,0,0,0,0,1,0,1014118,1014694,1017862,1006106,1001740,1014946,1015542,1018148,1011506,999388,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],51,4,118,0.05,0,1,0,"",40,4
1587,"Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3_",617,44,3,4,16,"[""Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3.act""]","[""Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3",[],1,"","",110,2,6,4,1,0,"[72,1024,755,31,118]",100,[],105,105,700,500,0,"[737,3018,4745,2428]","Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3.ais","[5884,6055]","stance2",0,"Nameless Horror","Horreur innommée","Namenloser Schrecken","名も無き恐怖","이름 없는 공포","Horror Inominado","Безымянный ужас","Horror sin nombre","Nameless Horror","無名恐懼物",120,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,54207,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,10,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,1015016,1015594,1018770,1006986,1002624,1015846,1016440,1019050,1012404,1000266,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,4
1588,"Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3WILDWOOD",617,44,3,4,16,"[""Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3.act""]","[""Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3",[],1,"","",110,2,6,4,1,0,"[72,1024,755,31,118]",100,[],105,105,700,500,0,"[737,3018,4745,2428]","Metadata/Monsters/LeagueRitual/DemonFaction/PrimordialMonster3WILDWOOD.ais","[5884,6055]","stance2",0,"Nameless Horror","Horreur innommée","Namenloser Schrecken","名も無き恐怖","이름 없는 공포","Horror Inominado","Безымянный ужас","Horror sin nombre","Nameless Horror","無名恐懼",120,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,64077,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,10,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,1015512,1016090,1019266,1007482,1003120,1016342,1016936,1019546,1012900,1000774,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,4
1589,"Metadata/Monsters/LeagueRitual/DemonFaction/DemonRhoa",20,32,3,10,13,"[""Metadata/Monsters/StonebackRhoa/BrambleRhoa.act""]","[""Metadata/Monsters/StonebackRhoa/RitualRhoa.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/DemonicRhoa",[],1,"","",100,5,6,18,1,0,"[72,754,1040,31,29,118]",130,[],105,105,700,500,0,"[737,725,934,4245]","Metadata/Monsters/StonebackRhoa/BrambleRhoa.ais",[],"",0,"Nameless Lurker","Rôdeur innommé","Namenloser Kriecher","名も無き待ち伏せ","이름 없는 잠복자","Rastejador Inominado","Безымянный охотник","Acechador sin nombre","Nameless Lurker","無名潛伏者",130,130,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,19476,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,1016048,1016624,1019810,1008004,1003644,1016888,1017478,1020092,1013436,1001290,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],48,4,115,0.05,0,1,0,"",40,4
1590,"Metadata/Monsters/LeagueRitual/DemonFaction/DemonRhoaWILDWOOD",20,32,3,10,13,"[""Metadata/Monsters/StonebackRhoa/BrambleRhoa.act""]","[""Metadata/Monsters/StonebackRhoa/RitualRhoa.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/DemonicRhoa",[],1,"","",100,5,6,18,1,0,"[72,754,1040,31,29,118]",130,[],105,105,700,500,0,"[737,725,934,4245]","Metadata/Monsters/StonebackRhoa/BrambleRhoaWILDWOOD.ais",[],"",0,"Nameless Lurker","Rôdeur innommé","Namenloser Kriecher","名も無き待ち伏せ","이름 없는 잠복자","Rastejador Inominado","Безымянный охотник","Acechador sin nombre","Nameless Lurker","無名潛伏者",130,130,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,9696,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,1016472,1017048,1020234,1008428,1004068,1017312,1017902,1020516,1013860,1001714,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],48,4,115,0.05,0,1,0,"",40,4
1591,"Metadata/Monsters/LeagueRitual/Daemons/BloodBurstDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/BloodBurstDaemon",[],1,"","",100,3,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[5030],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,60573,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,1016782,1017358,1020544,1008738,1004378,1017622,1018212,1020826,1014170,1002024,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1592,"Metadata/Monsters/LeagueRitual/DemonFaction/DemonRat",422,38,2,4,10,"[""Metadata/Monsters/RatMonster/RatMonster.act""]","[""Metadata/Monsters/RitualDemonicRat/RitualDemonicRat.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/RitualRatMonster",[],1,"","",100,2,6,20,1,0,"[72,755,49,713,31,714,712,708,1042,73]",75,[],105,105,700,500,0,"[737,746]","Metadata/Monsters/RatMonster/RatMonster.ais",[],"",9,"Nameless Vermin","Vermine innommée","Namenloses Ungeziefer","名も無き害獣","이름 없는 역병동물","Verme Inominado","Безымянный грызун","Insecto sin nombre","Nameless Vermin","無名害蟲",75,75,1065,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,50275,"","","F","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-40,10,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,1,1,-10,10,-20,20,3,3,1,0,1017368,1017946,1021142,1009306,1004954,1018208,1018802,1021418,1014756,1002588,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,75,0.05,0,1,0,"",40,3
1593,"Metadata/Monsters/LeagueRitual/DemonFaction/DemonRatWILDWOOD",422,38,2,4,10,"[""Metadata/Monsters/RatMonster/RatMonster.act""]","[""Metadata/Monsters/RitualDemonicRat/RitualDemonicRat.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/RitualRatMonster",[],1,"","",100,2,6,20,1,0,"[72,755,49,713,31,714,712,708,1042,73]",75,[],105,105,700,500,0,"[737,746]","Metadata/Monsters/RatMonster/RatMonsterWILDWOOD.ais",[],"",9,"Nameless Vermin","Vermine innommée","Namenloses Ungeziefer","名も無き害獣","이름 없는 역병동물","Verme Inominado","Безымянный грызун","Insecto sin nombre","Nameless Vermin","無名害蟲",75,75,1065,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,58237,"","","F","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-40,10,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,1,1,-10,10,-20,20,3,3,1,0,1017814,1018392,1021588,1009752,1005400,1018654,1019248,1021864,1015202,1003034,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,75,0.05,0,1,0,"",40,3
1594,"Metadata/Monsters/LeagueRitual/DemonFaction/DemonBurrower",16,32,5,7,30,"[""Metadata/Monsters/MudBurrower/BrambleBurrower.act""]","[""Metadata/Monsters/RitualDemonicWorm/RitualDemonicWormHead.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/DemonicBurrower",[],1,"","",100,3,6,14,3,0,"[72,1034,175,770,127,759,126,163,742,754,30,31,714,32,118,76]",250,[],105,105,700,500,0,"[737,4246,1469,2652,3016,3017,4975]","Metadata/Monsters/MudBurrower/DemonBurrower.ais",[],"",0,"Nameless Burrower","Fouisseur innommé","Namenloser Wühler","名も無き穴掘り","이름 없는 굴착자","Escavador Inominado","Безымянный копатель","Tunelero sin nombre","Nameless Burrower","無名掘地獸",250,250,1500,[],[],"","","","",0,[],[6978],[],"",1,6,135,0,0,135,49550,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,1018722,1019300,1022496,1010640,1006292,1019566,1020160,1022776,1016110,1003918,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",6,175,0.05,0,1,0,"",0,4
1595,"Metadata/Monsters/LeagueRitual/DemonFaction/DemonBurrowerWILDWOOD",16,32,5,7,30,"[""Metadata/Monsters/MudBurrower/BrambleBurrower.act""]","[""Metadata/Monsters/RitualDemonicWorm/RitualDemonicWormHead.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/DemonicBurrower",[],1,"","",100,3,6,14,3,0,"[72,1034,175,770,127,759,126,163,742,754,30,31,714,32,118,76]",250,[],105,105,700,500,0,"[737,4246,1469,2652,3016,3017,4975]","Metadata/Monsters/MudBurrower/DemonBurrowerWILDWOOD.ais",[],"",0,"Nameless Burrower","Fouisseur innommé","Namenloser Wühler","名も無き穴掘り","이름 없는 굴착자","Escavador Inominado","Безымянный копатель","Tunelero sin nombre","Nameless Burrower","無名掘地者",250,250,1500,[],[],"","","","",0,[],[6978],[],"",1,6,135,0,0,135,19902,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,1019378,1019956,1023152,1011296,1006948,1020222,1020816,1023432,1016766,1004588,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",6,175,0.05,0,1,0,"",0,4
1596,"Metadata/Monsters/LeagueRitual/DemonFaction/DemonHulk_",132,32,5,7,13,"[""Metadata/Monsters/BrambleHulk/BrambleHulk.act""]","[""Metadata/Monsters/BrambleHulk/RitualDemonicHulk.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/DemonHulk",[],1,"","",100,3,6,18,1,0,"[72,75,754,1040,30,31,118]",200,[],105,105,700,500,0,"[737,5120,4167,5124,5122]","Metadata/Monsters/BrambleHulk/BrambleHulk.ais",[],"",0,"Nameless Hulk","Mastodonte innommé","Namenloser Riese","名も無き大男","이름 없는 거한","Brutamontes Inominado","Безымянный колосс","Gigantón sin nombre","Nameless Hulk","無名巨怪",200,200,1500,[],[],"","","","",0,[],[],[],"",1,3,135,0,0,111,30328,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,1019950,1020538,1023730,1011854,1007510,1020810,1021396,1024016,1017338,1005142,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",6,150,0.05,0,1,0,"",60,4
1597,"Metadata/Monsters/LeagueRitual/DemonFaction/DemonHulkWILDWOOD",132,32,5,7,13,"[""Metadata/Monsters/BrambleHulk/BrambleHulk.act""]","[""Metadata/Monsters/BrambleHulk/RitualDemonicHulk.ao""]","Metadata/Monsters/LeagueRitual/DemonFaction/DemonHulk",[],1,"","",100,3,6,18,1,0,"[72,75,754,1040,30,31,118]",200,[],105,105,700,500,0,"[737,5120,4167,5124,5122]","Metadata/Monsters/BrambleHulk/BrambleHulkWILDWOOD.ais",[],"",0,"Nameless Hulk","Mastodonte innommé","Namenloser Riese","名も無き大男","이름 없는 거한","Brutamontes Inominado","Безымянный колосс","Gigantón sin nombre","Nameless Hulk","無名巨怪",200,200,1500,[],[],"","","","",0,[],[],[],"",1,3,135,0,0,111,62185,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,1020402,1020990,1024182,1012306,1007962,1021262,1021848,1024468,1017790,1005594,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",6,150,0.05,0,1,0,"",60,4
