"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","FadeInVisual","AudioEvent","f32_234","f32_238","bool_242","bool_243","[rid]_244","bool_260","bool_261","bool_262","[i32]_263","FadeOutEffect","rid_295"
2267,"ailment_bearer_charge","Art/2DArt/SkillIcons/MonkInvokerUnboundAvatar.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2268,"ailment_bearer","Art/2DArt/SkillIcons/MonkInvokerUnboundAvatar.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/ascendancy_classes/invoker/unbound_avatar/epk/unbound_buff.epk","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2269,"doryani_solar_orb_degen","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Ignite.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Ignite.epk","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2270,"doryani_corrupted_lightning_dot","Art/2DArt/BuffIcons/DoryaniLightningDebuff.dds","[""Metadata/Effects/Spells/corrupted_blood_stream/buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2271,"vine_arrow","Art/2DArt/SkillIcons/RangerPoisonVineArrowSkill.dds","[""Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Poison.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Poison.epk","","",[],[],[],"","","","",0.2,0.5,1,"",[],"",1,"",[],"",""
2272,"vine_arrow_blight","Art/2DArt/SkillIcons/RangerPoisonVineArrowSkill.dds","[""Metadata/Effects/Microtransactions/Spells/Ranger/Blight/bow_poison_burst/epk/debuff_Blight.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Microtransactions/Spells/Ranger/Blight/bow_poison_burst/epk/debuff_Blight.epk","","",[],[],[],"","","","",0.2,0.5,1,"",[],"",1,"",[],"",""
2273,"vine_arrow_night_lotus","Art/2DArt/SkillIcons/RangerPoisonVineArrowSkill.dds","[""Metadata/Effects/Microtransactions/Spells/Ranger/NightLotus/epk/nightlotus_enemy.epk""]","[""Metadata/Effects/Microtransactions/Spells/Ranger/NightLotus/epk/nightlotus_enemy.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Microtransactions/Spells/Ranger/NightLotus/epk/nightlotus_enemy.epk","","",[],[],[],"","","","",0.2,0.5,1,"",[],"",1,"",[],"",""
2274,"mtx_zodiac_dragon_alt_power_charge","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[152],"","","","",0,0,"","",[],"",1,"",[],"",""
2275,"mtx_zodiac_dragon_alt_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[153],"","","","",0,0,"","",[],"",1,"",[],"",""
2276,"mtx_zodiac_dragon_alt_endurance_charge","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[154],"","","","",0,0,"","",[],"",1,"",[],"",""
2277,"mantra_of_destruction","Art/2DArt/SkillIcons/passives/blastradius.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2278,"time_stop_debuff","Art/2DArt/SkillIcons/SorceressTemporalistTimeStop.dds","[""Metadata/Effects/Spells/ascendancy_classes/sorceress/temporalist/monster_freeze.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0.2,0.5,1,"",[],"",1,"",[],"",""
2279,"chronomancer_slow","Art/2DArt/SkillIcons/SorceressTemporalistEnemyProjectileSlowed.dds","[""Metadata/Effects/Spells/ascendancy_classes/sorceress/temporalist/slow_debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0.6,0.5,1,"",[],"",1,"",[],"",""
2280,"chaos_god_owl_boss_tornado","Art/2DArt/BuffIcons/Sandstorm.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/epk/degen_player_sandstorm.epk","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2281,"chronomancer_cast_speed","Art/2DArt/SkillIcons/SorceressTemporalistGainCastSpeed.dds","[""Metadata/Effects/Spells/ascendancy_classes/sorceress/temporalist/cast_speed_buff_01.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2282,"purple_breach_flame","Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaBreachFlameDoubles.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2283,"trialmaster_slow_ground","Art/2DArt/BuffIcons/MutantBirdBloodVomit.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/EPKs/spearslam_debuff.epk""]",[],[],"","Unstable Ground","Sol instable","Instabiler Boden","不安定領域","불안정한 지대","Chão Instável","Нестабильная земля","Suelo inestable","พื้นไม่เสถียร","不穩定地面","","","Your movement speed is reduced while standing on Unstable Ground","Votre Vitesse de déplacement est réduite tant que vous vous trouvez sur un Sol instable","Eure Bewegungsgeschwindigkeit ist verringert, während Ihr auf instabilem Boden seid.","不安定領域に立っている間は移動スピードが減少","불안정한 지대 위에 서 있으면 이동 속도가 줄어듭니다.","Sua velocidade de movimento diminui por permanecer em chão instável.","Ваша скорость передвижения снижена, пока вы стоите на нестабильной земле","Tu velocidad de movimiento está reducida mientras estés sobre el suelo inestable","คุณมีความเร็วในการเคลื่อนที่ ลดลง ขณะที่ยืนอยู่บน พื้นไม่เสถียร","站在不穩定地面上時，你的移動速度降低","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2284,"elemental_conflux_fire","Art/2DArt/BuffIcons/ElementalConfluxFireBuffIcon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2285,"elemental_conflux_lightning","Art/2DArt/BuffIcons/ElementalConfluxLightningBuffIcon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2286,"elemental_conflux_cold","Art/2DArt/BuffIcons/ElementalConfluxColdBuffIcon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2287,"support_blood_fountain_aura","Art/2DArt/BuffIcons/LifeFountainBuff.dds","[""Metadata/Effects/Spells/aura_generic/EPKs/aura_affected.epk""]","[""Metadata/Effects/Spells/supports/object_auras/EPKs/aura_LifeRegeneration.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",1,1,"","",[],"",1,"",[],"",""
2288,"support_mana_fountain_aura","Art/2DArt/BuffIcons/ManaFountainBuff.dds","[""Metadata/Effects/Spells/aura_generic/EPKs/aura_affected.epk""]","[""Metadata/Effects/Spells/supports/object_auras/EPKs/aura_ManaRegeneration.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",1,1,"","",[],"",1,"",[],"",""
2289,"support_rage_fountain_aura","Art/2DArt/BuffIcons/RageFountainBuff.dds","[""Metadata/Effects/Spells/aura_generic/EPKs/aura_affected.epk""]","[""Metadata/Effects/Spells/supports/object_auras/EPKs/aura_PassiveRage.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",1,1,"","",[],"",1,"",[],"",""
2290,"time_of_need_buff_visual","Art/2DArt/SkillIcons/TimeOfNeedSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2291,"mtx_lightning_in_a_bottle_flask","","[""Metadata/Effects/Microtransactions/Flasks/LightningInABottle/EPKs/characterFX.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2292,"Sanctum_frozen","Art/2DArt/BuffIcons/SanctumTimeFrozen.dds","[""Metadata/Effects/Spells/monsters_effects/act9/StoneGaze/playerepk.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,1,[],"",1,"",[],"",""
2293,"demon_form_buff","Art/2DArt/SkillIcons/WitchTransformDemon.dds","[""Metadata/Effects/Spells/infernalist_demonform/EPKs/demonForm_Idle.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2294,"infernalist_all_damage_can_ignite","Art/2DArt/BuffIcons/InfernalistFireBloodBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2295,"infernalist_non_skill_base_all_damage_%_to_gain_as_fire","Art/2DArt/BuffIcons/InfernalistHeatBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2296,"skill_charge_mastery_endurance","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[158],"","","","",0,0,"","",[],"",1,"",[],"",""
2297,"skill_charge_mastery_frenzy","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[159],"","","","",0,0,"","",[],"",1,"",[],"",""
2298,"skill_charge_mastery_power","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[160],"","","","",0,0,"","",[],"",1,"",[],"",""
2299,"overwhelming_pressure","Art/2DArt/SkillIcons/OverwhelmingPressureSkill.dds","[""Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Debilitation.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2300,"demon_claw_boss_chill_sword","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2301,"demon_claw_boss_blackflame_sword","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2302,"proximal_intangibility","","[""Metadata/Effects/Spells/monsters_effects/monster_mods/proximity_tangibility/epk/PT_idle.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
2303,"ripwire_pinned","Art/2DArt/BuffIcons/PinnedDebuff.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2304,"ultimatum_fadeout_monster","","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/TrialsDissolve.epk""]",[],[55],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2305,"jade_stack","Art/2DArt/BuffIcons/EncasedInJadeBuffIcon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2306,"encased_in_jade","Art/2DArt/SkillIcons/BruteWarbringerEncasedJade.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2307,"cast_on_block_reserve","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2308,"power_offering_infusion","Art/2DArt/BuffIcons/InfusionBuffIcon.dds","[""Metadata/Effects/Spells/necromancer_offerings/EPKs/spellBuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2309,"sanctum_pickup_water","","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/SacredWaterDrop/epk/absorb.epk""]",[],[62],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2310,"ultimatum_holding_soul_core","Art/2DArt/BuffIcons/VaalSoulCoreDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/holding_soul_core.epk""]",[],[55],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2311,"zodiac_dragon_flask","","[""Metadata/Effects/Microtransactions/Misc/FlaskEffects/ZodiacDragon/ZodiacDragon_Flask.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2312,"rage_berserk_override","Art/2DArt/SkillIcons/passives/Berserker/CombatFrenzy.dds","[""Metadata/Effects/Spells/reservation_bloodrage/EPKs/rage_override.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2313,"jade_armour_visual","","[""Metadata/Effects/Spells/ascendancy_classes/warbringer/encased_jade/EPKs/jadeShield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",1,0,"","",[],"",1,"",[],"",""
2314,"breach_boss_spider_web","Art/2DArt/BuffIcons/SpiderDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/Breach/BreachOverseerBoss/epk/Spider_Slow.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2315,"ultimatum_blood_fog","","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/blood_fog.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2316,"ascendancy_tortoise_paua","Art/2DArt/BuffIcons/WarriorTurtleTotemBuff.dds","[""Metadata/Effects/Spells/ascendancy_classes/warbringer/totem_defenders/epk/turtle_buff.epk""]","[""Metadata/Effects/Spells/ascendancy_classes/warbringer/totem_defenders/epk/turtle_buff.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0.3,0.3,"","",[],"",1,"",[],"",""
2317,"ascendancy_warcaller_speed","Art/2DArt/BuffIcons/BuffHornTotemDefender.dds","[""Metadata/Effects/Spells/ascendancy_classes/warbringer/totem_defenders/epk/horn_speed_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2318,"ascendancy_spirit_caster_pin","Art/2DArt/SkillIcons/beartrap.dds","[""Metadata/Effects/Spells/ascendancy_classes/warbringer/totem_defenders/epk/jade_pin.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2319,"strongbox_monster_appear","","[""Metadata/Effects/Environment/Endgame/Strongboxes/epk/monster_spawn.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0.5,0.5,"","",[],"",1,"",[],"",""
2320,"ultimatum_heart_debuff","Art/2DArt/BuffIcons/TrialmasterTetherBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2321,"ghost_dance_reserve","Art/2DArt/SkillIcons/MonkGhostDance.dds","[""Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_eshield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2322,"ritual_wisp_buff","Art/2DArt/BuffIcons/TidalWave.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2323,"breach_waking_nightmare","Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaBreachFlameDoubles.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2324,"demon_claw_blackflame_ignite","Art/2DArt/BuffIcons/Decay.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/BreachClawBoss/epks/debuff_Ignite_Purple.epk""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/BreachClawBoss/epks/debuff_Ignite_Purple.epk""]",[],"","Blackflame Ground","Sol de Flamme noire","Boden der Schwarzflamme","黒き炎の領域","검은화염 지대","Chão de Chama Negra","Земля чёрного пламени","Suelo de llama negra","พื้นเพลิงดำ","暗焰地面","","","You have no Life or Energy Shield Recovery","Vous n'avez pas de Récupération de Vie ni de Bouclier d'énergie","Ihr habt weder Lebens- noch Energieschild-Wiederherstellung.","ライフおよびエナジーシールドの回復ができない。","생명력 또는 에너지 보호막 회복이 없습니다.","Você não tem recuperação de vida ou de escudo de energia.","Вы не восстанавливаете здоровье и энергетический щит","No tienes recuperación de vida ni de escudo de energía","คุณไม่มีการ เติมพลังชีวิตหรือโล่พลังงาน","你沒有生命或能量護盾恢復","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/BreachClawBoss/epks/debuff_Ignite_Purple.epk","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2325,"demon_claw_boss_beam","Art/2DArt/BuffIcons/buffonfire.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2326,"demon_claw_boss_blackflame_debuff","Art/2DArt/BuffIcons/Decay.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/BreachClawBoss/epks/debuff_Ignite_Purple.epk""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/BreachClawBoss/epks/debuff_Ignite_Purple.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/BreachClawBoss/epks/debuff_Ignite_Purple.epk","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2327,"proximity_shield_mundane_magi_time_aura","Art/2DArt/BuffIcons/ProxShield.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2328,"unique_prayers_for_rain_energy_shield_recharge","","[""Metadata/Effects/misc/Uniques/body_armour/prayers_for_rain/epk/prayers_for_rain.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0.25,1.5,"","",[],"",1,"",[],"",""
2329,"ice_walker_crystal_walk","Art/2DArt/SkillIcons/IceElementalSummonInactive.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2330,"minion_have_revived_recently","","[""Metadata/Effects/Spells/supports/crazed_minion/EPKs/vengefulRecall.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2331,"primalist_stolen_mods","Art/2DArt/BuffIcons/stolenmod.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2332,"instability_stack_orb","Art/2DArt/BuffIcons/InstabilitySupportBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[169],"","","","",0,0,"","",[],"",1,"",[],"",""
2333,"instability_stack_buff","Art/2DArt/BuffIcons/InstabilitySupportBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2334,"instilling_cold","Art/2DArt/BuffIcons/InfusedElementsColdBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[162],"","","","",0,0,"","",[],"",1,"",[],"",""
2335,"instilling_fire","Art/2DArt/BuffIcons/InfusedElementsFireBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[163],"","","","",0,0,"","",[],"",1,"",[],"",""
2336,"instilling_lightning","Art/2DArt/BuffIcons/InfusedElementsLightningBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[164],"","","","",0,0,"","",[],"",1,"",[],"",""
2337,"instilling_chaos","Art/2DArt/BuffIcons/InfusedElementsChaosBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[165],"","","","",0,0,"","",[],"",1,"",[],"",""
2338,"static_charge_buildup","Art/2DArt/BuffIcons/VoltBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2339,"support_charged_shots_active","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",17,"","",0,0,"","",[],"",1,"",[],"",""
2340,"infusing_strike_cold_debuff","Art/2DArt/BuffIcons/ElementalSiphonColdDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2341,"infusing_strike_fire_debuff","Art/2DArt/BuffIcons/ElementalSiphonFireDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2342,"infusing_strike_lightning_debuff","Art/2DArt/BuffIcons/ElementalSiphonLightningDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2343,"blood_boil","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2344,"crystalshatter_visual","Art/2DArt/BuffIcons/VerglassSupportBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2345,"tempering_visual","Art/2DArt/BuffIcons/TemperedValourBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2346,"timerot_visual","Art/2DArt/BuffIcons/TimerotDebuff.dds","[""Metadata/Effects/Spells/supports/time_rot/epks/debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2347,"reparation_visual","Art/2DArt/BuffIcons/TimerotBuff.dds","[""Metadata/Effects/Spells/supports/time_rot/epks/buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","",2348,"",0,0,"","",[],"",1,"",[],"",""
2348,"reparation_visual_fadein","","[""Metadata/Effects/Spells/supports/time_rot/epks/buff_start.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0.25,0,"","",[],"",1,"",[],"",""
2349,"generic_minion_fade","","[""Metadata/Effects/Spells/generic_fade_epk/monster_spawn.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0.5,0.5,"","",[],"",1,"",[],"",""
2350,"power_charge_breach_flame_mtx","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[166],"","","","",0,0,"","",[],"",1,"",[],"",""
2351,"endurance_charge_breach_flame_mtx","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[167],"","","","",0,0,"","",[],"",1,"",[],"",""
2352,"frenzy_charge_breach_flame_mtx","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[168],"","","","",0,0,"","",[],"",1,"",[],"",""
2353,"barbs_visual","Art/2DArt/BuffIcons/BarbsBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2354,"parried","Art/2DArt/BuffIcons/OffBalanceBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
2355,"ignited_demonic_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/Witch/DemonicFire/Ignite/debuff_Ignite.epk""]","[""Metadata/Effects/Microtransactions/Spells/Witch/DemonicFire/Ignite/debuff_Ignite.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2356,"cast_on_using_charm_reserve","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2357,"ground_fire_burn_demonic_fire","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/Witch/DemonicFire/Ignite/debuff_Ignite.epk""]","[""Metadata/Effects/Microtransactions/Spells/Witch/DemonicFire/Ignite/debuff_Ignite.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2358,"herald_of_blood","Art/2DArt/SkillIcons/HeraldOfBloodSkill.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",18,"","",0,0,"","",[],"",1,"",[],"",""
2359,"incision_debuff_visual","Art/2DArt/BuffIcons/IncisionDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
2360,"electrocuting_arrow_debuff_faridun","","[""Metadata/Effects/Microtransactions/Spells/Ranger/Faridun/bow_electrocuting_rod/epk/electrocute/electrocute_skin.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
