"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","QuestFlags","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","Act","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","ShopSet","Gender","bool_166","string_167","NPCType"
849,"Metadata/Monsters/SwollenMiller/SwollenMillerBossMAPDuo_","Murtagh, the Engorged","Murtagh, l'Engorgé","Murtagh, der Angeschwollene","膨張したマータフ","부풀어오른 자 무르타그","Murtagh, o Inchado","Мёртаг Разбухший","Murtagh, el Hinchado","เมอร์ทาค ผู้ตะกละ","膨脹者．默塔格","Metadata/Monsters/SwollenMiller/SwollenMillerMAPDuo","","","Murtagh, the Engorged","Murtagh, l'Engorgé","Murtagh, der Angeschwollene","膨張したマータフ","부풀어오른 자 무르타그","Murtagh, o Inchado","Мёртаг Разбухший","Murtagh, el Hinchado","เมอร์ทาค ผู้ตะกละ","膨脹者．默塔格",0,[],[],8195,"","","","","M",1,"",""
850,"Metadata/Monsters/SwollenMiller/SwollenMillerBossMAPDuo2_","Colm, the Rancorous","Colm, le Rancunier","Colm, der Verbitterte","怨嗟のコルム","앙심을 품은 자 콜름","Colm, o Rancoroso","Кольм Озлобленный","Colm, el Rencoroso","คอล์ม ผู้เคียดแค้น","怨毒者．柯姆","Metadata/Monsters/SwollenMiller/SwollenMillerMAPDuo2","","","Colm, the Rancorous","Colm, le Rancunier","Colm, der Verbitterte","怨嗟のコルム","앙심을 품은 자 콜름","Colm, o Rancoroso","Кольм Озлобленный","Colm, el Rencoroso","คอล์ม ผู้เคียดแค้น","怨毒者．柯姆",0,[],[],23971,"","","","","M",1,"",""
851,"Metadata/Monsters/GenericBoss","","","","","","","","","","","","","","","","","","","","","","","",0,[],[],39249,"","","","","",1,"",""
852,"Metadata/NPC/League/Affliction/ElderMadoxHub","Elder Madox","Madox l'Ancien","Ältester Madox","マドックス長老","장로 매덕스","Ancião Madox","Старейшина Мэдокс","Anciano Madox","ผู้เฒ่ามาด็อกซ์","長者．馬多克斯","","","","Elder Madox","Madox l'Ancien","Ältester Madox","マドックス長老","장로 매덕스","Ancião Madox","Старейшина Мэдокс","Anciano Madox","ผู้เฒ่ามาด็อกซ์","長者．馬多克斯",0,[396],[397],58272,"",72,6,"","",1,"",""
853,"Metadata/NPC/League/Affliction/ElderMadoxHubPostFight","Elder Madox","Madox l'Ancien","Ältester Madox","マドックス長老","장로 매덕스","Ancião Madox","Старейшина Мэдокс","Anciano Madox","ผู้เฒ่ามาด็อกซ์","長者．馬多克斯","","","","Elder Madox","Madox l'Ancien","Ältester Madox","マドックス長老","장로 매덕스","Ancião Madox","Старейшина Мэдокс","Anciano Madox","ผู้เฒ่ามาด็อกซ์","長者．馬多克斯",0,[396],[397],49949,"",72,6,"","",1,"",""
854,"Metadata/NPC/League/Affliction/ElderMadoxMapIntro","Elder Madox","Madox l'Ancien","Ältester Madox","マドックス長老","장로 매덕스","Ancião Madox","Старейшина Мэдокс","Anciano Madox","ผู้เฒ่ามาด็อกซ์","長者．馬多克斯","","","","Elder Madox","Madox l'Ancien","Ältester Madox","マドックス長老","장로 매덕스","Ancião Madox","Старейшина Мэдокс","Anciano Madox","ผู้เฒ่ามาด็อกซ์","長者．馬多克斯",0,[396],[397],13065,"",72,6,"","",1,"",""
855,"Metadata/NPC/League/Affliction/ElderMadoxGigaMirror","Elder Madox","Madox l'Ancien","Ältester Madox","マドックス長老","장로 매덕스","Ancião Madox","Старейшина Мэдокс","Anciano Madox","ผู้เฒ่ามาด็อกซ์","長者．馬多克斯","","","","Elder Madox","Madox l'Ancien","Ältester Madox","マドックス長老","장로 매덕스","Ancião Madox","Старейшина Мэдокс","Anciano Madox","ผู้เฒ่ามาด็อกซ์","長者．馬多克斯",0,[396],[397],38289,"",72,6,"","",1,"",""
856,"Metadata/NPC/League/Affliction/RavenBoyHub","The Raven","Le Corbeau","Der Rabe","鴉","큰까마귀","O Corvo","Ворон","El cuervo","เรเวน","渡鴉","Metadata/Monsters/DeliriumTangmazu/Objects/TangmazuChildPostFight","","","The Raven","Le Corbeau","Der Rabe","鴉","큰까마귀","O Corvo","Ворон","El cuervo","เรเวน","渡鴉",0,[350],[351],55643,"",101,6,"","M",1,"",""
857,"Metadata/Monsters/Breach/WildBreachBoss/WildBreachBoss","Vruun, Marshal of Xesht","Vruun, Maréchal de Xesht","Vruun, Marschall von Xesht","ゼシュトの元帥、ヴルーン","제쉬트의 총사령관 브룬","Vruun, Marechal de Xesht","Руун, маршал Ксешта","Vruun, Mariscal de Xesht","วรูณ จอมทัพแห่งเซ็ชท์","烈許的統領．弗倫","Metadata/Monsters/Breach/Monsters/WildBreachBoss/BreachWildBoss","","","Vruun, Marshal of Xesht","Vruun, Maréchal de Xesht","Vruun, Marschall von Xesht","ゼシュトの元帥、ヴルーン","제쉬트의 총사령관 브룬","Vruun, Marechal de Xesht","Руун, маршал Ксешта","Vruun, Mariscal de Xesht","วรูณ จอมทัพแห่งเซ็ชท์","烈許的統領．弗倫",0,[],[],65247,"","","","","",1,"",""
858,"Metadata/Characters/StrInt/Aoife","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","伊法","Metadata/NPC/NPC","","","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","伊法",0,[],[],12709,"","","","","",1,"",""
859,"Metadata/NPC/League/Incursion/DoryaniIncursionHubSummon","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼","Metadata/Monsters/NPC/DoryaniIncursionHubSummon",4651,"","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼",0,[267],[268],14153,"",69,6,"","M",1,"",""
860,"Metadata/NPC/League/Incursion/DoryaniIncursionHub","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼","",4651,"","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼",0,[267],[268],8676,"",69,6,"","M",1,"",""
861,"Metadata/NPC/League/Incursion/AlvaIncursionHubSummon","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","Metadata/Monsters/NPC/AlvaIncursionHubSummon","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],59592,"",60,6,"","F",1,"",""
862,"Metadata/NPC/League/Incursion/DoryaniIncursionAccessSummon","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼","Metadata/Monsters/NPC/DoryaniIncursionAccessSummon",4651,"","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼",0,[267],[268],1291,"",69,6,"","M",1,"",""
863,"Metadata/NPC/League/Incursion/DoryaniIncursionTempleSummonGolemWorks3","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼","",4651,"","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼",0,[267],[268],3362,"",69,6,"","M",1,"",""
864,"Metadata/NPC/League/Incursion/DoryaniIncursionTempleSummonCorruption3","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼","",4651,"","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼",0,[267],[268],54604,"",69,6,"","M",1,"",""
865,"Metadata/NPC/League/Incursion/DoryaniIncursionTempleSummonGenerator3","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼","",4651,"","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼",0,[267],[268],43921,"",69,6,"","M",1,"",""
866,"Metadata/NPC/League/Incursion/DoryaniIncursionTempleSummonThaumaturge3","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼","",4651,"","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼",0,[267],[268],29243,"",69,6,"","M",1,"",""
867,"Metadata/NPC/League/Incursion/AlvaIncursionAccessSummon","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","Metadata/Monsters/NPC/AlvaIncursionAccessSummon","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],39509,"",60,6,"","F",1,"",""
868,"Metadata/NPC/League/Incursion/AlvaIncursionWild","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],29473,"",60,6,"","F",1,"",""
869,"Metadata/NPC/League/Incursion/AlvaIncursionHub","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],41140,"",60,6,18,"F",1,"",""
870,"Metadata/NPC/League/Incursion/AlvaIncursionHubIntro","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],24480,869,60,6,"","F",1,"",""
871,"Metadata/NPC/League/Incursion/AlvaIncursionEntranceIntro","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],48978,"",60,6,"","F",1,"",""
872,"Metadata/NPC/League/Incursion/AlvaIncursionTempleSummon","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","Metadata/Monsters/NPC/AlvaIncursionTempleSummon","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],12518,"",60,6,"","F",1,"",""
873,"Metadata/NPC/League/Incursion/AlvaIncursionTempleSummonUniqueStorage","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],27134,"",60,6,"","F",1,"",""
874,"Metadata/NPC/League/Incursion/AlvaIncursionTempleSummonKamasanGold","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],48150,"",60,6,"","F",1,"",""
875,"Metadata/NPC/League/Incursion/AlvaIncursionTempleSummonSocketableStorage","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],11692,"",60,6,"","F",1,"",""
876,"Metadata/NPC/League/Incursion/AlvaIncursionTempleSummonCurrencyStorage","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],26232,"",60,6,"","F",1,"",""
877,"Metadata/NPC/League/Incursion/AlvaIncursionTempleSummonLineageStorage","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],41576,"",60,6,"","F",1,"",""
878,"Metadata/NPC/League/Incursion/AlvaIncursionTempleSummonTabletStorage","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],55518,"",60,6,"","F",1,"",""
879,"Metadata/NPC/League/Incursion/AlvaIncursionMedallionSummon","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],22365,"",60,6,"","F",1,"",""
880,"Metadata/NPC/League/Incursion/ArchitectConsole","Xipocado's Console","Alva","Xipocados Konsole","シポカドの制御盤","지포카도의 콘솔","Terminal de Xipocado","Пульт Шипокадо","Consola de Xipocado","แผงควบคุมของจีโปคาโด","賽匹卡托的主控台","Metadata/Monsters/NPC/DoryaniIncursionHubSummon","","","Xipocado's Console","Alva","Xipocados Konsole","シポカドの制御盤","지포카도의 콘솔","Terminal de Xipocado","Пульт Шипокадо","Consola de Xipocado","แผงควบคุมของจีโปคาโด","賽匹卡托的主控台",0,[],[],8565,"","",6,"","M",1,"",""
881,"Metadata/Terrain/HideoutDecorations/Microtransactions/ShadyFigure/ShadyFigure","Man In The Box","Homme dans la boîte","Aalrick, der Hehler","密室の商人","상자 속의 남자","O Homem na Caixa","Человек за дверью","Hombre en la caja","ชายในกล่อง","盒中之人","Metadata/Terrain/HideoutDecorations/Microtransactions/ShadyFigure/ShadyFigure","","","Man In The Box","Homme dans la boîte","Aalrick, der Hehler","密室の商人","상자 속의 남자","O Homem na Caixa","Человек за дверью","Hombre en la caja","ชายในกล่อง","盒中之人",0,[369],[370],46781,"","",6,"","M",1,"",""
882,"Metadata/Terrain/HideoutDecorations/Microtransactions/GoldTrackingTreasurer/GoldTrackingTreasurer","Treasurer","Trésorier","Schatzmeister","金庫番","회계원","Tesoureiro","Казначей","Tesorero","เหรัญญิก","財庫官","Metadata/Terrain/HideoutDecorations/Microtransactions/GoldTrackingTreasurer/GoldTrackingTreasurer","","","Treasurer","Trésorier","Schatzmeister","金庫番","회계원","Tesoureiro","Казначей","Tesorero","เหรัญญิก","財庫官",0,[],[],50987,"","","","","",1,"",""
883,"Metadata/NPC/League/Incursion/AtziriHuman","Atziri","Atziri","Atziri","アッツィリ","앗지리","Atziri","Атзири","Atziri","อัถสิริ","阿茲里","","","","Atziri","Atziri","Atziri","アッツィリ","앗지리","Atziri","Атзири","Atziri","อัถสิริ","阿茲里",0,[],[],20229,"","",6,"","",1,"",""
884,"Metadata/Monsters/LeagueIncursionNew/AtziriBossPhaseOne","Atziri","Atziri","Atziri","アッツィリ","앗지리","Atziri","Атзири","Atziri","อัถสิริ","阿茲里","Metadata/Monsters/LeagueIncursionNew/AtziriBoss/AtziriBossPhaseOne","","","Atziri","Atziri","Atziri","アッツィリ","앗지리","Atziri","Атзири","Atziri","อัถสิริ","阿茲里",0,[],[],17299,"","","","","",1,"",""
885,"Metadata/Monsters/LeagueIncursionNew/AtziriBossPhaseTwo______","Atziri","Atziri","Atziri","アッツィリ","앗지리","Atziri","Атзири","Atziri","อัถสิริ","阿茲里","Metadata/Monsters/LeagueIncursionNew/AtziriBoss/AtziriBossPhaseTwo","","","Atziri","Atziri","Atziri","アッツィリ","앗지리","Atziri","Атзири","Atziri","อัถสิริ","阿茲里",0,[],[],25108,"","","","","",1,"",""
886,"Metadata/Monsters/LeagueIncursionNew/Garrison/VaalOverseerLiving","Temoc, Drill Overseer","Témoc, Superviseur de l'instruction","Temoc, Bohrungsaufseher","ドリルオーバーシアー、テモク","훈련 감독관 테목","Temoc, Supervisor de Treinamento","Темок, начальник подготовки","Temoc, Supervisor de perforaciones ","เทมอค หัวหน้างานขุดเจาะ","鑽頭監督者．特莫克","Metadata/Monsters/LeagueIncursionNew/Garrison/VaalOverseerLiving","","","Temoc, Drill Overseer","Témoc, Superviseur de l'instruction","Temoc, Bohrungsaufseher","ドリルオーバーシアー、テモク","훈련 감독관 테목","Temoc, Supervisor de Treinamento","Темок, начальник подготовки","Temoc, Supervisor de perforaciones ","เทมอค หัวหน้างานขุดเจาะ","鑽頭監督者．特莫克",0,[],[],58915,"","","","","",1,"",""
887,"Metadata/MiscellaneousObjects/Hideout/MektulTransmutationBench","Mektul","Mektul","Mektul","メクトゥル","메크툴","Mektul","Мектул","Mektul","เมคทุล","梅克圖","Metadata/MiscellaneousObjects/Hideout/MektulTransmutationBench","","","Mektul","Mektul","Mektul","メクトゥル","메크툴","Mektul","Мектул","Mektul","เมคทุล","梅克圖",0,[],[],9213,"","","","","",1,"",""
888,"Metadata/Monsters/LeagueIncursionNew/Smithy/VaalForgeMaster/VaalForgemaster","Cualli, Fallen Smith","Cualli, Forgeron déchu","Cualli, Gefallener Schmied","堕ちた鍛冶屋、クアリ","몰락한 대장장이 쿠알리","Cualli, Ferreiro Caído","Куалли, падший кузнец","Cualli, Herrero caído","ควาลลี ช่างเหล็กตกต่ำ","墮落鐵匠．庫爾里","Metadata/Monsters/LeagueIncursionNew/Smithy/VaalForgeMaster/VaalForgemaster","","","Cualli, Fallen Smith","Cualli, Forgeron déchu","Cualli, Gefallener Schmied","堕ちた鍛冶屋、クアリ","몰락한 대장장이 쿠알리","Cualli, Ferreiro Caído","Куалли, падший кузнец","Cualli, Herrero caído","ควาลลี ช่างเหล็กตกต่ำ","墮落鐵匠．庫爾里",0,[],[],5891,"","","","","",1,"",""
889,"Metadata/Monsters/LeagueIncursionNew/Garrison/OverseerConversationController","Vaal Regiment","Régiment vaal","Vaal-Regiment","ヴァール軍団","바알 연대","Regimento Vaal","Полк ваал","Regimiento vaal","กองทหารวาล์","瓦爾軍團","Metadata/Monsters/LeagueIncursionNew/Garrison/OverseerConversationController","","","Vaal Regiment","Régiment vaal","Vaal-Regiment","ヴァール軍団","바알 연대","Regimento Vaal","Полк ваал","Regimiento vaal","กองทหารวาล์","瓦爾軍團",0,[],[],63577,"","","","","",1,"",""
890,"Metadata/Monsters/LeagueIncursionNew/ArchitectBoss/TheArchitect","Xipocado, Royal Architect","Xipocado, l'Architecte royal","Xipocado, Königlicher Architekt","ロイヤルアーキテクト、シポカド","왕실 건축가 지포카도","Xipocado, o Arquiteto Real","Шипокадо, царский архитектор","Xipocado, Arquitecto real","จีโปคาโด สถาปนิกราชสำนัก","皇家建築師．賽匹卡托","Metadata/Monsters/LeagueIncursionNew/ArchitectBoss/TheArchitect","","","Xipocado, Royal Architect","Xipocado, l'Architecte royal","Xipocado, Königlicher Architekt","ロイヤルアーキテクト、シポカド","왕실 건축가 지포카도","Xipocado, o Arquiteto Real","Шипокадо, царский архитектор","Xipocado, Arquitecto real","จีโปคาโด สถาปนิกราชสำนัก","皇家建築師．賽匹卡托",0,[],[],12010,"","","","","",1,"",""
891,"Metadata/Monsters/LeagueIncursionNew/Commander/Monsters/Boss/BlackjawPast","Xolotl, The Royal Commander","Xolotl, le Commandant royal","Xolotl, der königliche Kommandant","王家の司令官、ショロトル","왕실 지휘관 졸로틀","Xolotl, o Comandante Real","Чолотль, царский военачальник","Xolotl, el Comandante real","โซโลทัล ผู้บัญชาการราชสำนัก","皇家指揮官．索洛托爾","Metadata/Monsters/LeagueIncursionNew/Commander/Monsters/Boss/Tier3/BlackjawPast","","","Xolotl","Xolotl","Xolotl","ショロトル","졸로틀","Xolotl","Чолотль","Xolotl","โซโลทัล","皇家指揮官．索洛托爾",0,[],[],21747,"","","","","",1,"",""
892,"Metadata/Monsters/LeagueIncursionNew/Doctor/Doctor/VaalScientistDoctor","Pakteni, The Flesh Surgeon","Pakteni, le Chairurgien","Pakteni, der Fleischchirurg","肉の外科医、パクテニ","살점 의사 파크테니","Pakteni, o Cirurgião da Carne","Пактени, хирург плоти","Pakteni, el Cirujano de carne","พาคเทนี ศัลยากรเนื้อ","血肉外科醫師．帕克特尼","Metadata/Monsters/LeagueIncursionNew/Doctor/Doctor/VaalScientistDoctor","","","Pakteni","Pakteni","Pakteni","パクテニ","파크테니","Pakteni","Пактени","Pakteni","พาคเทนี","血肉外科醫師．帕克特尼",0,[],[],5003,"","","","","",1,"",""
893,"Metadata/Monsters/LeagueIncursionNew/Thaumaturge/Boss/Tier3/DoryaniPast","Kulka, Vaal Thaumaturge","Kulka, Thaumaturge vaal","Kulka, Vaal-Thaumaturge","ヴァールの魔術師、クルカ","바알 마석학자 쿨카","Kulka, Taumaturgo Vaal","Кулка, волшебник ваал","Kulka, Taumaturgo vaal","คุลกา นักเวทมณีวาล์","瓦爾奇術師．庫爾卡","Metadata/Monsters/LeagueIncursionNew/Thaumaturge/Boss/Tier3/DoryaniPast","","","Kulka","Kulka","Kulka","クルカ","쿨카","Kulka","Кулка","Kulka","คุลกา","瓦爾奇術師．庫爾卡",0,[],[],15849,"","","","","",1,"",""
894,"Metadata/NPC/League/Incursion/ArchitectDiaryGlyph1","Disloyalty","Déloyauté","Treulosigkeit","忠誠の欠如","불충","Deslealdade","Неверность","Deslealtad","การไม่จงรักภักดี","不忠","Metadata/NPC/League/Incursion/ArchitectDiaryGlyph1","","","Disloyalty","Déloyauté","Treulosigkeit","忠誠の欠如","불충","Deslealdade","Неверность","Deslealtad","การไม่จงรักภักดี","不忠",-1,[],[],14285,"","",6,"","",1,"",""
895,"Metadata/NPC/League/Incursion/ArchitectDiaryGlyph2","The Perfect Design","La Conception parfaite","Die perfekte Gestaltung","完璧なデザイン","완벽한 설계","O Plano Perfeito","Совершенная конструкция","El diseño eterno","แบบแผนไร้ที่ติ","完美設計","Metadata/NPC/League/Incursion/ArchitectDiaryGlyph2","","","The Perfect Design","La Conception parfaite","Die perfekte Gestaltung","完璧なデザイン","완벽한 설계","O Plano Perfeito","Совершенная конструкция","El diseño eterno","แบบแผนไร้ที่ติ","完美設計",-1,[],[],6961,"","",6,"","",1,"",""
896,"Metadata/NPC/League/Incursion/ArchitectDiaryGlyph3","The Forever Queen","La Reine éternelle","Die ewige Königin","永遠の女王","영원한 여왕","A Rainha Eterna","Вечная царица","La reina eterna","ราชินีชั่วกาล","永恆女王","Metadata/NPC/League/Incursion/ArchitectDiaryGlyph3","","","The Forever Queen","La Reine éternelle","Die ewige Königin","永遠の女王","영원한 여왕","A Rainha Eterna","Вечная царица","La reina eterna","ราชินีชั่วกาล","永恆女王",-1,[],[],59115,"","",6,"","",1,"",""
897,"Metadata/Monsters/VaalMonsters/ViperLegionnaire/Incursion/Spymaster","Xalapa","Xalapa","Xalapa","サラパ","잘라파","Xalapa","Чалапа","Xalapa","ซาลาปา","札拉帕","Metadata/Monsters/VaalMonsters/ViperLegionnaire/Incursion/Spymaster","","","Xalapa","Xalapa","Xalapa","サラパ","잘라파","Xalapa","Чалапа","Xalapa","ซาลาปา","札拉帕",0,[],[],32934,"","","","","",1,"",""
898,"Metadata/Monsters/LeagueIncursionNew/SacrificialChamber/Boss/Tier3/VaalBloodPriestBoss","Huitzil, Royal Blood Priest","Huitzil, Prêtre du sang royal","Huitzil, königlicher Blutpriester","王家の血の司祭、ウィツィル","왕실 피의 사제 호이칠","Huitzil, Sacerdote de Sangue Real","Гуитзил, царский жрец крови","Huitzil, Sacerdote de sangre real","ฮุยท์ซิล นักพรตโลหิตราชสำนัก","皇家血祭司．輝澤","Metadata/Monsters/LeagueIncursionNew/SacrificialChamber/Boss/Tier3/VaalBloodPriestBoss","","","Huitzil","Huitzil","Huitzil","ウィツィル","호이칠","Huitzil","Гуитзил","Huitzil","ฮุยท์ซิล","皇家血祭司．輝澤",0,[],[],59787,"","","","","",1,"",""
899,"Metadata/NPC/League/Incursion/AtziriIntroGlyphPast","Atziri's Glory","Gloire d'Atziri","Atziris Ruhm","アッツィリの栄光","앗지리의 영광","Glória de Atziri","Слава Атзири","Gloria de Atziri","ความเกรียงไกรของอัถสิริ","阿茲里的榮耀","Metadata/NPC/Info/StoryGlyphBase","","","Atziri's Glory","Gloire d'Atziri","Atziris Ruhm","アッツィリの栄光","앗지리의 영광","Glória de Atziri","Слава Атзири","Gloria de Atziri","ความเกรียงไกรของอัถสิริ","阿茲里的榮耀",-1,[],[],55939,"","",6,"","",1,"",""
900,"Metadata/NPC/League/Incursion/AtziriIntroGlyphPresent","Crumbling Plaque","Plaque croulante","Zerbröckelnde Tafel","崩れかけた石碑","허물어지는 명판","Placa Arruinada","Рассыпающаяся плита","Placa deteriorada","แผ่นจารึกผุพัง","破碎銘板","Metadata/NPC/Info/StoryGlyphBase","","","Crumbling Plaque","Plaque croulante","Zerbröckelnde Tafel","崩れかけた石碑","허물어지는 명판","Placa Arruinada","Рассыпающаяся плита","Placa deteriorada","แผ่นจารึกผุพัง","破碎銘板",-1,[],[],2719,"","",6,"","",1,"",""
901,"Metadata/Monsters/LeagueIncursionNew/Commander/MonstersOld/Boss/Tier3/BlackjawPresent","Xolotl, The Forgotten","Xolotl, l'Oublié","Xolotl, der Vergessene","忘れ去られし者、ゾロトル","잊힌 자 졸로틀","Xolotl, o Esquecido","Чолотль, забытый","Xolotl, el Olvidado","โซโลทัล ผู้ถูกลืม","被遺忘者．索洛托爾","Metadata/Monsters/LeagueIncursionNew/Commander/MonstersOld/Boss/Tier3/BlackjawPresent","","","Xolotl","Xolotl","Xolotl","ゾロトル","졸로틀","Xolotl","Чолотль","Xolotl","โซโลทัล ผู้ถูกลืม","被遺忘者．索洛托爾",0,[],[],21263,"","","","","",1,"",""
902,"Metadata/Monsters/LeagueIncursionNew/Doctor/MechaQueenOfFilth/MechaQueenOfFilth","Micata, The Remade","Micata, la Reconstituée","Micata, die Wiedererschaffene","生成されたミカタ","다시 만들어진 미카타","Micata, a Refeita","Миката, воссозданная","Micata, la Reconstruida","มิคาท่า ชีวิตสร้างใหม่","重塑者．米卡塔","Metadata/Monsters/LeagueIncursionNew/Doctor/MechaQueenOfFilth/MechaQueenOfFilth","","","Micata, The Remade","Micata, la Reconstituée","Micata, die Wiedererschaffene","生成されたミカタ","다시 만들어진 미카타","Micata, a Refeita","Миката, воссозданная","Micata, la Reconstruida","มิคาท่า ชีวิตสร้างใหม่","重塑者．米卡塔",0,[],[],42945,"","","","","",1,"",""
903,"Metadata/Monsters/MarakethWaterDjinn/MarakethWaterDjinn","Navira, the Last Mirage","Navira, le Dernier mirage","Navira, das letzte Antlitz","最後の蜃気楼、ナヴィラ","최후의 신기루 나비라","Navira, a Última Miragem","Навира, Последний мираж","Navira, la Última ilusión","นาวิร่า ภาพลวงตาสุดท้าย","最後的幻象．納維拉","Metadata/Monsters/MarakethWaterDjinn/MarakethWaterDjinn","","","Navira, the Last Mirage","Navira, le Dernier mirage","Navira, das letzte Antlitz","最後の蜃気楼、ナヴィラ","최후의 신기루 나비라","Navira, a Última Miragem","Навира, Последний мираж","Navira, la Última ilusión","นาวิร่า ภาพลวงตาสุดท้าย","最後的幻象．納維拉",0,[],[],57298,"","","","","",1,"",""
