"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions","string_261","MinionType","f32_285","f32_289","i32_293"
6714,"HeistThugTrapperEnsnaringArrow","",[],"",[],[],"",0,"",2,1000,431,"","",[],"","","","","",0,1,0,"",6492,[],"",[],1,[],-1,[],"","",0,0,0
6715,"EzomyteReaperDeathZone","",[],"",[],[],"",0,"",2,2000,296,"","",[],"","","","","",1031,0,0,"",6493,[],"",[],1,[],-1,[],"","",0,0,0
6716,"ExpeditionVoranaDeathZone","",[],"",[],[],"",0,"",2,2000,296,"","",[],"","","","","",46,0,0,"",6494,[],"",[],1,[],-1,[],"","",0,0,0
6717,"PlayerMonsterModEnergyShieldAuraMinion1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1029,0,0,"",6495,[],"",[],1,[],-1,[],"","",0,0,0
6718,"PlayerMonsterModEnergyShieldAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1022,0,0,"",6496,[],"",[],1,[],-1,[],"","",0,0,0
6719,"MonsterModEnergyShieldAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1014,0,0,"",6497,[],"",[],1,[],-1,[],"","",0,0,0
6720,"PlayerMonsterModResistanceAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1023,0,0,"",6498,[],"",[],1,[],-1,[],"","",0,0,0
6721,"MonsterModResistanceAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1015,0,0,"",6499,[],"",[],1,[],-1,[],"","",0,0,0
6722,"PlayerMonsterModTemporalAuraMinion1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1030,0,0,"",6500,[],"",[],1,[],-1,[],"","",0,0,0
6723,"PlayerMonsterModTemporalAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1024,0,0,"",6501,[],"",[],1,[],-1,[],"","",0,0,0
6724,"MonsterModTemporalAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1016,0,0,"",6502,[],"",[],1,[],-1,[],"","",0,0,0
6725,"PlayerMonsterModHinderAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1025,0,0,"",6503,[],"",[],1,[],-1,[],"","",0,0,0
6726,"MonsterModHinderAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1017,0,0,"",6504,[],"",[],1,[],-1,[],"","",0,0,0
6727,"PlayerMonsterModFlaskRemovalAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1026,0,0,"",6505,[],"",[],1,[],-1,[],"","",0,0,0
6728,"MonsterModFlaskRemovalAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1018,0,0,"",6506,[],"",[],1,[],-1,[],"","",0,0,0
6729,"PlayerMonsterModIncreasedSpeedAuraMinion1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1028,0,0,"",6507,[],"",[],1,[],-1,[],"","",0,0,0
6730,"PlayerMonsterModIncreasedSpeedAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1021,0,0,"",6508,[],"",[],1,[],-1,[],"","",0,0,0
6731,"MonsterModIncreasedSpeedAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1013,0,0,"",6509,[],"",[],1,[],-1,[],"","",0,0,0
6732,"PlayerMonsterModPhysicalDamageAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1020,0,0,"",6510,[],"",[],1,[],-1,[],"","",0,0,0
6733,"MonsterModPhysicalDamageAura1","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1012,0,0,"",6511,[],"",[],1,[],-1,[],"","",0,0,0
6734,"PlayerMonsterModPreventRecoveryAura","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1019,0,0,"",6512,[],"",[],1,[],-1,[],"","",0,0,0
6735,"MonsterModPreventRecoveryAura","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1011,0,0,"",6513,[],"",[],1,[],-1,[],"","",0,0,0
6736,"PlayerMonsterModManaSiphoner","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",1027,0,0,"",6514,[],"",[],1,[],-1,[],"","",0,0,0
6737,"MonsterModManaSiphoner","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",47,0,0,"",6515,[],"",[],1,[],-1,[],"","",0,0,0
6738,"DeliriumDemonOrbDetonation","",[],"",[],[],"",0,"",2,2670,293,"","",[],13,"","","","",5,-1,0,"",6516,[],"",[],1,[],-1,[],"","",0,0,0
6739,"DeliriumDemonBeam","",[],"",[],[],"",0,"",2,1500,437,"","",[],99,"","","","",0,2,0,"",6517,[],"",[],1,[],-1,[],"","",0,0,0
6740,"EAADeliriumDemonSlashCastComboFire","",[],"",[],[],"",0,"",2,7170,339,"","",[],9,"","","","",0,0,0,"",6518,[],"",[],1,[],-1,[],"","",0,0,0
6741,"EAADeliriumDemonSlashCastComboLightning","",[],"",[],[],"",0,"",2,7170,340,"","",[],71,"","","","",0,0,0,"",6519,[],"",[],1,[],-1,[],"","",0,0,0
6742,"GADeliriumDemonSlashLeftTriggered","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",406,0,0,"",6520,[],"",[],1,[],-1,[],"","",0,0,0
6743,"GADeliriumDemonSlashRightTriggered","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",407,0,0,"",6521,[],"",[],1,[],-1,[],"","",0,0,0
6744,"DeliriumDemonMeleeLeft","",[],"",[],[],"",0,"",2,1000,40,"","",[],1,"","","","",0,0,0,"",6522,[],"",[],1,[],-1,[],"","",0,0,0
6745,"DeliriumDemonMeleeRight","",[],"",[],[],"",0,"",2,1000,40,"","",[],30,"","","","",0,0,0,"",6523,[],"",[],1,[],-1,[],"","",0,0,0
6746,"DeliriumDemonTeleportAttack","",[],"",[],[],"",0,"",2,1830,293,"","",[],121,"","","","",5,-1,0,"",6524,[],"",[],1,[],-1,[],"","",0,0,0
6747,"GADeliriumDemonTeleportAttackTriggeredCone","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",408,0,0,"",6525,[],"",[],1,[],-1,[],"","",0,0,0
6748,"GADeliriumDemonTeleportAttackTriggeredCone2","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",409,0,0,"",6526,[],"",[],1,[],-1,[],"","",0,0,0
6749,"MPSDeliriumDemonProjectileSpammableFire","",[],"",[],[],"",0,"",2,1500,172,"","",[],35,"","","","",0,0,0,"",6527,[],"",[],1,[],-1,[],"","",0,0,0
6750,"MPSDeliriumDemonProjectileSpammableLightning","",[],"",[],[],"",0,"",2,1500,172,"","",[],37,"","","","",0,0,0,"",6528,[],"",[],1,[],-1,[],"","",0,0,0
6751,"MPSDeliriumDemonFlurryProjectileFire","",[],"",[],[],"",0,"",2,2000,172,"","",[],"","","","","",0,0,0,"",6529,[],"",[],1,[],-1,[],"","",0,0,0
6752,"GSDeliriumDemonFlurryProjectileFireImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",445,0,0,"",6530,[],"",[],1,[],-1,[],"","",0,0,0
6753,"MPSDeliriumDemonFlurryProjectileFireSmall","",[],"",[],[],"",0,"",2,1500,172,"","",[],35,"","","","",0,0,0,"",6531,[],"",[],1,[],-1,[],"","",0,0,0
6754,"MPSDeliriumDemonFlurryProjectileLightning","",[],"",[],[],"",0,"",2,1500,172,"","",[],37,"","","","",0,0,0,"",6532,[],"",[],1,[],-1,[],"","",0,0,0
6755,"DeliriumDemonLightningGigaBall","",[],"",[],[],"",0,"",2,5200,190,"","",[],37,"","","","",116,0,0,"",6533,[],"",[],1,[],-1,[],"","",0,0,0
6756,"DeliriumDemonLightningGigaBallUnique","",[],"",[],[],"",0,"",2,5200,190,"","",[],37,"","","","",116,0,0,"",6534,[],"",[],1,[],-1,[],"","",0,0,0
6757,"MPWDeliriumDemonWeaponThrowLeft","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",6535,[],"",[],1,[],-1,[],"","",0,0,0
6758,"MPWDeliriumDemonWeaponThrowRight","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",6536,[],"",[],1,[],-1,[],"","",0,0,0
6759,"GADeliriumDemonWeaponThrowLeftImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",443,0,0,"",6537,[],"",[],1,[],-1,[],"","",0,0,0
6760,"GADeliriumDemonWeaponThrowRightImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",444,0,0,"",6538,[],"",[],1,[],-1,[],"","",0,0,0
6761,"DeliriumDeathZoneExplosion1","",[],"",[],[],"",0,"",2,1000,351,"","",[],33,"","","","",11,0,0,"",6539,[],"",[],1,[],-1,[],"","",0,0,0
6762,"DeliriumDeathZoneExplosion2","",[],"",[],[],"",0,"",2,1000,351,"","",[],33,"","","","",12,0,0,"",6540,[],"",[],1,[],-1,[],"","",0,0,0
6763,"DeliriumDeathZoneExplosion3","",[],"",[],[],"",0,"",2,1000,351,"","",[],33,"","","","",13,0,0,"",6541,[],"",[],1,[],-1,[],"","",0,0,0
6764,"DeliriumDeathZoneExplosion4","",[],"",[],[],"",0,"",2,1000,351,"","",[],33,"","","","",14,0,0,"",6542,[],"",[],1,[],-1,[],"","",0,0,0
6765,"DeliriumDeathZoneExplosion5","",[],"",[],[],"",0,"",2,1000,351,"","",[],33,"","","","",15,0,0,"",6543,[],"",[],1,[],-1,[],"","",0,0,0
6766,"DeliriumDeathZoneExplosion6","",[],"",[],[],"",0,"",2,1000,351,"","",[],33,"","","","",16,0,0,"",6544,[],"",[],1,[],-1,[],"","",0,0,0
6767,"DeliriumDeathZoneExplosion7","",[],"",[],[],"",0,"",2,1000,351,"","",[],33,"","","","",17,0,0,"",6545,[],"",[],1,[],-1,[],"","",0,0,0
6768,"DeliriumDeathZoneExplosion8","",[],"",[],[],"",0,"",2,1000,351,"","",[],33,"","","","",18,0,0,"",6546,[],"",[],1,[],-1,[],"","",0,0,0
6769,"DeliriumDemonColdSpear","",[],"",[],[],"",0,"",2,1100,42,"","",[],63,"","","","",0,0,0,"",6547,[],"",[],1,[],-1,[],"","",0,0,0
6770,"DeliriumDemonColdSpearGroundTarget","",[],"",[],[],"",0,"",2,1100,42,"","",[],56,"","","","",0,0,0,"",6548,[],"",[],1,[],-1,[],"","",0,0,0
6771,"DeliriumDemonColdSpearImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",410,0,0,"",6549,[],"",[],1,[],-1,[],"","",0,0,0
6772,"DeliriumDemonColdSpearImpactUnique","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",410,0,0,"",6550,[],"",[],1,[],-1,[],"","",0,0,0
6773,"DeliriumDemonColdSpearGroundDegen","",[],"",[],[],"",0,"",2,50,211,"","",[],"","","","","",0,10,0,"",6551,[],"",[],1,[],-1,[],"","",0,0,0
6774,"DeliriumDemonColdSpearGroundDegenUnique","",[],"",[],[],"",0,"",2,50,211,"","",[],"","","","","",0,10,0,"",6552,[],"",[],1,[],-1,[],"","",0,0,0
6775,"TBDeliriumDemonLeftLightningBeam","",[],"",[],[],"",0,"",2,1000,352,"","",[],"","","","","",10,0,0,"",6553,[],"",[],1,[],-1,[],"","",0,0,0
6776,"TBDeliriumDemonRightLightningBeam","",[],"",[],[],"",0,"",2,1000,352,"","",[],"","","","","",11,0,0,"",6554,[],"",[],1,[],-1,[],"","",0,0,0
6777,"DeliriumDemonSummonDeathZone","",[],"",[],[],"",0,"",2,1500,437,"","",[],99,"","","","",1,2,0,"",6555,[],"",[],1,[],-1,[],"","",0,0,0
6778,"SODeliriumDemonSpawnLightningVolatile","",[],"",[],[],"",0,"",2,1000,370,"","",[],"","","","","",43,0,0,"",6556,[],"",[],1,[],-1,[],"","",0,0,0
6779,"GSDeliriumDemonLightningVolatileExplosion","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",446,0,0,"",6557,[],"",[],1,[],-1,[],"","",0,0,0
6780,"DeliriumGroundWeaponRightAttack","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",449,0,0,"",6558,[],"",[],1,[],-1,[],"","",0,0,0
6781,"DeliriumGroundWeaponLeftAttack","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",448,0,0,"",6559,[],"",[],1,[],-1,[],"","",0,0,0
6782,"DeliriumSoulMortar","",[],"",[],[],"",0,"",2,1000,190,"","",[],"","","","","",114,0,0,"",6560,[],"",[],1,[],-1,[],"","",0,0,0
6783,"DeliriumBeamMonsterGTLightning","",[],"",[],[],"",0,"",2,1050,395,"","",[],"","","","","",151,0,0,"",6561,[],"",[],1,[],-1,[],"","",0,0,0
6784,"DeliriumBeamMonsterGTCold","",[],"",[],[],"",0,"",2,1000,395,"","",[],"","","","","",159,0,0,"",6562,[],"",[],1,[],-1,[],"","",0,0,0
6785,"DeliriumBeamMonsterGTFire","",[],"",[],[],"",0,"",2,1000,395,"","",[],"","","","","",160,0,0,"",6563,[],"",[],1,[],-1,[],"","",0,0,0
6786,"DeliriumBeamMonsterGTPackTeleport","",[],"",[],[],"",0,"",2,1000,395,"","",[],45,"","","","",157,0,0,"",6564,[],"",[],1,[],-1,[],"","",0,0,0
6787,"DeliriumBeamMonsterGTGeneric","",[],"",[],[],"",0,"",2,1000,395,"","",[],"","","","","",162,0,0,"",6565,[],"",[],1,[],-1,[],"","",0,0,0
6788,"DeliriumBeamMonsterGTSlamma","",[],"",[],[],"",0,"",2,1000,395,"","",[],"","","","","",165,0,0,"",6566,[],"",[],1,[],-1,[],"","",0,0,0
6789,"DeliriumMinionSpikeExplosionGT","",[],"",[],[],"",0,"",2,1000,395,"","",[],"","","","","",166,0,0,"",6567,[],"",[],1,[],-1,[],"","",0,0,0
6790,"DeliriumBeamMonsterTBLightning","",[],"",[],[],"",0,"",2,1000,352,"","",[],"","","","","",8,0,0,"",6568,[],"",[],1,[],-1,[],"","",0,0,0
6791,"DeliriumBeamMonsterTBCold","",[],"",[],[],"",0,"",2,1000,352,"","",[],"","","","","",7,0,0,"",6569,[],"",[],1,[],-1,[],"","",0,0,0
6792,"DeliriumBeamMonsterTBFire","",[],"",[],[],"",0,"",2,1000,352,"","",[],"","","","","",6,0,0,"",6570,[],"",[],1,[],-1,[],"","",0,0,0
6793,"DeliriumBeamMonsterTBPackTeleport","",[],"",[],[],"",0,"",2,1000,352,"","",[],"","","","","",8,0,0,"",6571,[],"",[],1,[],-1,[],"","",0,0,0
6794,"DeliriumBeamMonsterTBGeneric","",[],"",[],[],"",0,"",2,1000,352,"","",[],"","","","","",5,0,0,"",6572,[],"",[],1,[],-1,[],"","",0,0,0
6795,"DeliriumBeamMonsterSSM1","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",6573,[],"",[],1,[],-1,[],"","",0,0,0
6796,"DeliriumMonsterFireSlash","",[],"",[],[],"",0,"",2,4000,321,"","",[],13,"","","","",411,0,0,"",6574,[],"",[],1,[],-1,[],"","",0,0,0
6797,"DeliriumMonsterFireSlashUnique","",[],"",[],[],"",0,"",2,4000,321,"","",[],67,"","","","",411,0,0,"",6575,[],"",[],1,[],-1,[],"","",0,0,0
6798,"DeliriumMonsterSummonFireTornado","",[],"",[],[],"",0,"",2,4000,232,"","",[],43,"","","","",0,0,0,"",6576,[],"",[],1,[],-1,[],"","",0,0,0
6799,"DeliriumMonsterSummonFireTornadoUnique","",[],"",[],[],"",0,"",2,4000,232,"","",[],43,"","","","",0,0,0,"",6577,[],"",[],1,[],-1,[],"","",0,0,0
6800,"DeliriumMonsterChargedBlast","",[],"",[],[],"",0,"",2,4500,147,"","",[],33,"","","","",0,0,0,"",6578,[],"",[],1,[],-1,[],"","",0,0,0
6801,"DeliriumMonsterChargedBlastUnique","",[],"",[],[],"",0,"",2,4500,147,"","",[],33,"","","","",1,6,0,"",6579,[],"",[],1,[],-1,[],"","",0,0,0
6802,"HeistCasterFlameblast","",[],"",[],[],"",0,"",2,2500,147,"","",[],33,"","","","",1,8,0,"",6580,[],"",[],1,[],-1,[],"","",0,0,0
6803,"DeliriumBeamMonsterSSM2","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",6581,[],"",[],1,[],-1,[],"","",0,0,0
6804,"DeliriumBeamMonsterSSM3","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",6582,[],"",[],1,[],-1,[],"","",0,0,0
6805,"DeliriumBeamMonsterSSMPackTeleport","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",6583,[],"",[],1,[],-1,[],"","",0,0,0
6806,"DeliriumBeamMonsterSSMSlamma","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",6584,[],"",[],1,[],-1,[],"","",0,0,0
6807,"DeliriumBeamMonsterSSMCorpseDegen","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",6585,[],"",[],1,[],-1,[],"","",0,0,0
6808,"DeliriumBeamMonsterSSMCorpseProjectile","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",6586,[],"",[],1,[],-1,[],"","",0,0,0
6809,"DeliriumBeamMonsterSSMCorpseSpawn","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",6587,[],"",[],1,[],-1,[],"","",0,0,0
6810,"DeliriumFireTornadoTick","",[],"",[],[],"",0,"",2,200,354,"","",[],"","","","","",0,7,0,"",6588,[],"",[],1,[],-1,[],"","",0,0,0
6811,"DeliriumFireTornadoBurningGround","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","","","",0,0,0,"",6589,[],"",[],1,[],-1,[],"","",0,0,0
6812,"DeliriumLightningTeleportImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",434,0,0,"",6590,[],"",[],1,[],-1,[],"","",0,0,0
6813,"DeliriumLightningBolt","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",412,0,0,"",6591,[],"",[],1,[],-1,[],"","",0,0,0
6814,"DeliriumLightningBoltNovaGT1","",[],"",[],[],"",0,"",2,500,395,"","",[],33,"","","","",154,0,0,"",6592,[],"",[],1,[],-1,[],"","",0,0,0
6815,"DeliriumLightningBoltNovaGT2","",[],"",[],[],"",0,"",2,500,395,"","",[],33,"","","","",163,0,0,"",6593,[],"",[],1,[],-1,[],"","",0,0,0
6816,"DeliriumLightningBoltNovaGT1Unique","",[],"",[],[],"",0,"",2,500,395,"","",[],33,"","","","",168,0,0,"",6594,[],"",[],1,[],-1,[],"","",0,0,0
6817,"DeliriumLightningBoltNovaGT2Unique","",[],"",[],[],"",0,"",2,500,395,"","",[],33,"","","","",169,0,0,"",6595,[],"",[],1,[],-1,[],"","",0,0,0
6818,"DeliriumLightningTeleport","",[],"",[],[],"",0,"",2,5000,293,"","",[],121,"","","","",1,-1,0,"",6596,[],"",[],1,[],-1,[],"","",0,0,0
6819,"DeliriumPackTeleport","",[],"",[],[],"",0,"",2,2500,439,"","",[],33,"","","","",1,0,0,"",6597,[],"",[],1,[],-1,[],"","",0,0,0
6820,"DeliriumDaemonSlam","",[],"",[],[],"",0,"",2,2000,321,"","",[],13,"","","","",432,0,0,"",6598,[],"",[],1,[],-1,[],"","",0,0,0
6821,"DeliriumMinionKnockbackWave","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",433,0,0,"",6599,[],"",[],1,[],-1,[],"","",0,0,0
6822,"DeliriumVomitileDebuffExplosion","",[],"",[],[],"",0,"",2,1200,322,"","",[],"","","","","",435,0,0,"",6600,[],"",[],1,[],-1,[],"","",0,0,0
6823,"DeliriumDaemonTeleportExplodeKill","",[],"",[],[],"",0,"",2,3000,440,"","",[],75,"","","","",1,0,0,"",6601,[],"",[],1,[],-1,[],"","",0,0,0
6824,"DeliriumLightningStrike","",[],"",[],[],"",0,"",2,1000,394,"","",[],33,"","","","",29,0,0,"",6602,[],"",[],1,[],-1,[],"","",0,0,0
6825,"DeliriumLightningStrikeGT","",[],"",[],[],"",0,"",2,3000,395,"","",[],45,"","","","",156,0,0,"",6603,[],"",[],1,[],-1,[],"","",0,0,0
6826,"DeliriumFrostOrbs","",[],"",[],[],"",0,"",2,2500,397,"","",[],44,"","","","",0,2,0,"",6604,[],"",[],1,[],-1,[],"","",0,0,0
6827,"DeliriumTemporalAnomaly","",[],"",[],[],"",0,"",2,1500,330,"","",[],33,"","","","",0,2,0,"",6605,[],"",[],1,[],-1,[],"","",0,0,0
6828,"DeliriumatorSummonRareMonsters","",[],"",[],[],"",0,"",2,500,166,"","",[],"","","","","",0,5,0,"",6606,[],"",[],1,[],-1,[],"","",0,0,0
6829,"DeliriumatorSummonMagicMonsters","",[],"",[],[],"",0,"",2,500,166,"","",[],"","","","","",0,5,0,"",6607,[],"",[],1,[],-1,[],"","",0,0,0
6830,"DeliriumatorSummonNormalMonsters","",[],"",[],[],"",0,"",2,500,166,"","",[],"","","","","",0,5,0,"",6608,[],"",[],1,[],-1,[],"","",0,0,0
6831,"DeliriumatorVaporizeRoom","",[],"",[],[],"",0,"",2,1000,362,"","",[],31,"","","","",56,0,0,"",6609,[],"",[],1,[],-1,[],"","",0,0,0
6832,"DeliriumatorVaporizeDoodads","",[],"",[],[],"",0,"",2,1000,362,"","",[],31,"","","","",57,0,0,"",6610,[],"",[],1,[],-1,[],"","",0,0,0
6833,"DeliriumSkillDaemonMonsterCorpseSummonMonster","",[],"",[],[],"",0,"",2,1000,362,"","",[],"","","","","",58,0,0,"",6611,[],"",[],1,[],-1,[],"","",0,0,0
6834,"DeliriumSkillDaemonMonsterCorpseProjectileCascade","",[],"",[],[],"",0,"",2,1000,362,"","",[],"","","","","",59,0,0,"",6612,[],"",[],1,[],-1,[],"","",0,0,0
6835,"DeliriumSkillDaemonMonsterCorpseDegenZone","",[],"",[],[],"",0,"",2,1000,362,"","",[],"","","","","",60,0,0,"",6613,[],"",[],1,[],-1,[],"","",0,0,0
6836,"DeliriumDaemonDestroyCorpseSummonMonster","",[],"",[],[],"",0,"",2,1000,442,"","",[],63,"","","","",0,0,0,"",6614,[],"",[],1,[],-1,[],"","",0,0,0
6837,"DeliriumDaemonDestroyCorpseProjectileCascade","",[],"",[],[],"",0,"",2,1000,442,"","",[],63,"","","","",0,0,0,"",6615,[],"",[],1,[],-1,[],"","",0,0,0
6838,"DeliriumDaemonDestroyCorpseDegenZone","",[],"",[],[],"",0,"",2,1000,442,"","",[],63,"","","","",0,0,0,"",6616,[],"",[],1,[],-1,[],"","",0,0,0
6839,"DeliriumCascade","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",425,0,0,"",6617,[],"",[],1,[],-1,[],"","",0,0,0
6840,"DeliriumMinionSpawnNova","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",426,0,0,"",6618,[],"",[],1,[],-1,[],"","",0,0,0
6841,"DeliriumTriggerCascade","",[],"",[],[],"",0,"",2,1050,395,"","",[],33,"","","","",158,0,0,"",6619,[],"",[],1,[],-1,[],"","",0,0,0
6842,"DeliriumCorpseDegen","",[],"",[],[],"",0,"",2,1000,211,"","",[],"","","","","",0,11,0,"",6620,[],"",[],1,[],-1,[],"","",0,0,0
6843,"DeliriumWindDaemonGT","",[],"",[],[],"",0,"",2,1000,395,"","",[],"","","","","",173,0,0,"",6621,[],"",[],1,[],-1,[],"","",0,0,0
6844,"DeliriumWindDaemonSO","",[],"",[],[],"",0,"",2,0,370,"","",[],"","","","","",44,0,0,"",6622,[],"",[],1,[],-1,[],"","",0,0,0
6845,"HarvestSpawnExplodingPodRed","",[],"",[],[],"",0,"",2,100,370,"","",[],"","","","","",47,0,0,"",6623,[],"",[],1,[],-1,[],"","",0,0,0
6846,"HarvestSpawnExplodingPodRedExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",454,0,0,"",6624,[],"",[],1,[],-1,[],"","",0,0,0
6847,"HarvestFrogBiteAttack","",[],"",[],[],"",0,"",2,2230,321,"","",[],"","","","","",455,0,0,"",6625,[],"",[],1,[],-1,[],"","",0,0,0
6848,"HarvestSpikerSpike","",[],"",[],[],"",0,"",2,1000,191,"","",[],"","","","","",131,0,0,"",6626,[],"",[],1,[],-1,[],"","",0,0,0
6849,"HarvestRhoaCastGroundEffectChilledFootstep","",[],"",[],[],"",0,"",2,1000,236,"","",[],"","","","","",0,1,0,"",6627,[],"",[],1,[],-1,[],"","",0,0,0
6850,"HeistPolearmMinibossBeam","",[],"",[],[],"",0,"",2,1000,320,"","",[],"","","","","",0,11,0,"",6628,[],"",[],1,[],-1,[],"","",0,0,0
6851,"HeistPolarmMinibossDashGT1","",[],"",[],[],"",0,"",2,1000,395,"","",[],"","","","","",216,0,0,"",6629,[],"",[],1,[],-1,[],"","",0,0,0
6852,"HeistPolarmMinibossDashGT2","",[],"",[],[],"",0,"",2,1000,395,"","",[],"","","","","",217,0,0,"",6630,[],"",[],1,[],-1,[],"","",0,0,0
6853,"HarvestBeastT3Slam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",486,0,0,"",6631,[],"",[],1,[],-1,[],"","",0,0,0
6854,"HarvestBeastT3Roar","",[],"",[],[],"",0,"",2,2500,362,"","",[],34,"","","","",71,0,0,"",6632,[],"",[],1,[],-1,[],"","",0,0,0
6855,"HarvestHellionT3Cleave","",[],"",[],[],"",0,"",2,1000,321,"","",[],9,"","","","",488,0,0,"",6633,[],"",[],1,[],-1,[],"","",0,0,0
6856,"MonsterModPlantPlayerVolatile1","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11050,0,0,"",6634,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[],"","",0,0,0
6857,"RitualPlantVolatile","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11050,0,0,"",6635,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[],"","",0,0,0
6858,"MonsterModPlantPlayerVolatile2","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11155,0,0,"",6636,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[],"","",0,0,0
6859,"MonsterModPlantVolatile2","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11155,0,0,"",6637,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[],"","",0,0,0
6860,"MonsterModPlantVolatile","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11100,0,0,"",6638,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[],"","",0,0,0
6861,"CarnivorousPlantEaterTreeVolatile","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",10816,0,0,"",6639,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[],"","",0,0,0
