"rownum","Id","MiscAnimated","i32_24","i32_28","i32_32","i32_36","i32_40","bool_44","i32_45","i32_49","i32_53","bool_57","[rid]_58","bool_74","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","Script","bool_104","i32_105","bool_109","i32_110","i32_114","bool_118","i32_119","MetadataIDs","ScriptCommand","string_147","string_155","string_163","string_171","i32_179","bool_183","bool_184","[rid]_185","i32_201","bool_205","i32_206","bool_210","i32_211","i32_215","i32_219"
212,"1088",[],0,1,2,40,0,1,13,13,0,1,[],"",1,0,2,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/SkeletonSnake/SkeletonSnakeSerpentCasterMinion""]","triggerer.MakeBeam( SerpentCasterBossBoneBarrierBeam, snake_boss, Flip|FollowFrom|FollowTo|SerialiseAnimationProgress|NoDeleteOnSleep, 0, 4 );\r\ntriggerer.Delay(1.5, {Delete();});\r\nsnake_boss.SetStateTo( bone_armour, 1 );","","","","triggerer.AddEffectPack('Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SerpentClanBoss/epk/skeletonSnake/snake_fade.epk');",0,1,1,[],0,"",0,"",0,0,0
213,"1089",[],1000,1,2,150,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/ArenaObjects/StormcallArenaMarker""]","triggerer.SetStateTo( activated, 1 );","","","","",0,"","",[],50,"",0,1,0,0,0
214,"1091",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"","","","","Delay( 0.034, { triggerer.If( GetCurrentMoveSpeed() > 0, (){ Accelerate(); } ); } );",0,1,1,[],0,"",0,"",0,0,0
215,"1092",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/PrisonerBoss/PrisonerBossIceCrystal_""]","TriggerSkill( GSPrisonerBossIceCrystalExplode, triggerer ); triggerer.KillSelfNoDrops();","","","","",0,1,1,[],0,"",0,"",0,0,0
216,"1093",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/PrisonerBoss/PrisonerBossIceWall""]","triggerer.PlayEffect( DischargeCold ); triggerer.If( GetState( kill_me ) == 1, (){ PlayEffect( DischargeFire ); StartStateTimer( end, 0.0, 0.05 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
217,"1094",[],0,3,2,25,10,1,6,13,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act4/4_3_2/Objects/StalagmiteBreakable""]","triggerer.SetStateTo(shatter, 1);","","","","",0,1,1,[],0,"",0,"",0,0,0
218,"1095",[],0,3,2,25,10,1,6,13,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act4/4_3_2/Objects/StalagmiteBreakable""]","triggerer.SetStateTo(shatter, 1);","","","","",0,1,1,[],0,"",0,"",0,0,0
219,"1096",[7373],0,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,"",4,"[""Metadata/Monsters/BogZombie/BogZombieEmitter""]","Roll(1, 3, {triggerer.Call( zomb ); triggerer.shaman = this;});","","","","",10,1,1,[],0,"",0,"",0,0,0
220,"1097",[],250,3,3,30,10,1,4,3,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Gallows/Act4/4_7/Objects/DestructableNest""]","triggerer.SetStateTo( destroyed, 1);","","","","",0,1,1,[],33,"",0,"",0,0,0
221,"1099",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"","","","","/* the 50 in here is the Length of the GA skill using this ExecuteGEAL */\r\ntriggerer.vac_suck_dir = Mod( EvalIf( Eval( CalculateOrientation( this ) - GetOrientation() ) < 0.0, Eval( CalculateOrientation( this ) - GetOrientation() ) + 360, CalculateOrientation( this ) - GetOrientation() ), 360 );\r\nIf( Or( vac_suck_dir <= 45.0, vac_suck_dir > 315.0 ), { InterruptActionsForDuration( 0.3, TakeHitBackward ); } );\r\nIf( And( vac_suck_dir > 45.0, vac_suck_dir <= 135.0 ), { InterruptActionsForDuration( 0.3, TakeHitRight ); } );\r\nIf( And( vac_suck_dir > 135.0, vac_suck_dir <= 225.0 ), { InterruptActionsForDuration( 0.3, TakeHitForward ); } );\r\nIf( And( vac_suck_dir > 225.0, vac_suck_dir <= 315.0 ), { InterruptActionsForDuration( 0.3, TakeHitLeft ); } );\r\ntriggerer.MoveToOverTime( this.vacuum, GetDistanceTo( this.vacuum ) / Eval( 50 / 0.3 ), false, false, true, true ); \r\ntriggerer.If( GetCurrentMoveSpeed() > 0.0, (){ Accelerate( time:0.3 * 2.0 ); } );",0,1,1,[],0,"",0,"",0,0,0
222,"1100",[],0,2,2,0,0,1,4,2,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Gallows/Act5/5_14/Objects/HighPriestRuneSegment""]","triggerer.SetStateTo(enabled, 0);","","","","",0,1,1,[],0,"",45,"",0,0,0
223,"1101",[],0,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",1,[],"","","","","",0,1,1,[],0,"",0,"",0,0,0
224,"1102",[],0,2,2,40,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,3,"",1,[],"","","","","SetStateTo( alert, 1 );",1,1,1,[],0,"",110,"",0,0,0
225,"1103",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",2,"[""Metadata/Monsters/FallenGods/FallenGodMinibossBloaterMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossSplitMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossClubHandMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossCrawlerMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossStalkerMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossStagMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossHooksMinion__""]","If( And( And( triggerer != monster_to_resurrect, triggerer.GetState( unused_corpse ) == 1 ), alive_minion_count < max_minion_alive_count ), (){ Call( revive_minion, triggerer ); } );","","","","",3,1,1,[],0,"",0,"",0,0,0
226,"1104",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/Baron/Objects/BaronCorruptWolfFormIcicle""]","triggerer.Call( stab );","","","","",0,1,1,[],0,"",0,"",0,0,0
227,"1105",[],600,2,2,0,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/Skeletons/Basic/GraveSkeletonUnarmed"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSword__"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSwordShield"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonBow"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonUnarmedStance2"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterCold"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterFire"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterLightning""]","triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Skeleton_Golemancer/skelenado_spawn.ao\"" );\r\ntriggerer.SetCorpseUsable( false );\r\ntriggerer.Do( ( the_corpse )\r\n{\r\n\tDelay( 0.2, \r\n\t{\r\n\t\tthis.TriggerSkill( SkelemancerSkelenado, the_corpse, origin_override:the_corpse );\r\n\t\tthe_corpse.Delete();\r\n\t} );\r\n} );","","","","",5,1,1,[],50,"",60,"",60,0,0
228,"1106",[],300,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Doodads/Woods/GraveyardDungeons/BossMedallions/NormalMedallion"",""Metadata/Monsters/SkeletalKnight/SkeletalKnightBossMinion"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonUnarmed"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSword__"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSwordShield"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonBow"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterCold"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterFire"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterLightning""]","triggerer.IfTypeContains( NormalMedallion, (){ triggerer.SetStateTo( activated, 1 ); }, ()\r\n\t\t{\r\n\t\t\tRevive();\r\n\t\t\tDoAction( Revive );\r\n\t\t\tAddBuff( monster_no_drops_buff, infinity, 1 );\r\n\t\t\tSetStateTo( ghostflame, 1 );\r\n\t\t\tSetCorpseUsable( true );\r\n\t\t} );","","","","",0,1,1,[],50,"",0,1,17,0,0
229,"1107",[],0,1,2,225,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/SummonedPhantasm/HusbandWifeSpirits""]","triggerer.ChangeStance(stance2); triggerer.KillSelfNoDrops();","","","","",0,1,1,[],0,"",0,"",0,0,0
230,"1108",[8310],250,1,2,100,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,4,"[""Metadata/Monsters/Wolves/RottenWolfHagSummonedDead""]","triggerer.DoAction(ChangeToStance2);","","","","",0,1,1,[],33,"",0,"",0,0,0
231,"1109",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/Wolves/RottenWolfHagSummonedDead""]","triggerer.KillSelfNoDrops();","","","","",0,1,1,[],0,"",0,"",10,0,0
232,"1110",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/PerennialKingStage2/PerennialKingBeacon""]","/* stop hitting yourself */\r\nIf( triggerer != triggering_beacon, (){ triggerer.ModifyState( queued_zaps, zap_queue_count ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
233,"1111",[],0,2,2,300,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TitanBoss/Objects/VolatileSpawner""]","triggerer.StartMonsterSpawner( 1 );","","","","",1,1,1,[],0,"",300,"",0,0,0
234,"1112",[],0,3,2,0,15,1,4,2,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_dash_orb.ao""]","","","","","triggerer.PlayAnimation( detonate );",0,1,1,[],0,"",0,"",0,0,0
235,"1113",[],0,1,4,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,3,[],"","","","","this.possible_corpses += triggerer;",2,1,1,[],0,"",0,"",0,0,0
236,"1114",[],0,1,4,30,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,1,4,"[""Metadata/Monsters/TitanBoss/shatter1"",""Metadata/Monsters/TitanBoss/shatter2"",""Metadata/Monsters/TitanBoss/shatter3"",""Metadata/Monsters/TitanBoss/shatter4""]","triggerer.IfState(shattered, 0,{SetStateTo(shattered, 1);});","","","","",1,1,1,[],0,"",0,"",0,0,0
237,"1115",[],100,3,3,50,10,1,3,2,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"this.pull_target = triggerer;\r\nthis.SetStateTo(pull_result, 2);\r\nthis.TriggerSkill(GACountsGuardBloaterTentacleHit, triggerer);","","","","",1,1,1,[],33,"",0,"",0,0,0
238,"1116",[],0,1,4,15,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",3,"[""Metadata/Monsters/TitanWalker/TitanWalkerCorpse"",""Metadata/Monsters/TitanWalker/TitanWalker"",""Metadata/Monsters/TitanWalker/TitanWalkerSanctumTrial""]","triggerer.Revive(); triggerer.DoAction( Revive ); triggerer.AddBuff( monster_no_drops_buff, infinity, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
239,"1117",[],0,1,4,21,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/QueenOfFilth/Objects/QueenOfFilthBossMushroomLine"",""Metadata/Terrain/Gallows/Act3/3_11/Objects/QueenOfFilthMushroom"",""Metadata/Monsters/QueenOfFilth/TaintedLifeDaemon"",""Metadata/Monsters/QueenOfFilth/TaintedManaDaemon""]","triggerer.IfTypeContains( Mushroom, (){ SetStateTo( explode, 2 ); } ); triggerer.IfTypeContains( Tainted, (){ triggerer.SetStateTo( detonate, 1 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
240,"1118",[],0,1,4,21,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",4,[],"triggerer.AddBuffTemplate(QueenOfFilthLifeCurseDetonation );","","","","",0,1,1,[],0,"",0,"",0,0,0
241,"1119",[],0,1,4,21,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",4,[],"triggerer.AddBuffTemplate(QueenOfFilthManaCurseDetonation );","","","","",0,1,1,[],0,"",0,"",0,0,0
242,"1120",[],0,1,4,21,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/QueenOfFilth/Objects/QueenOfFilthBossMushroomLine"",""Metadata/Terrain/Gallows/Act3/3_11/Objects/QueenOfFilthMushroom""]","\t\ttriggerer.IfTypeContains( Mushroom, ()\r\n\t\t{\r\n\t\t\tIf( GetStateTimer( explode ) <= 0.0, ()\r\n\t\t\t{\r\n\t\t\t\tStartStateTimer( explode, GetDistanceTo( this ) * 0.01 );\r\n\t\t\t} );\r\n\t\t} );","","","","",0,1,1,[],0,"",0,"",0,0,0
243,"1121",[],0,3,2,11,12,"",6,2,100,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act3/3_2_2/Objects/BossExitDoor""]","triggerer.SetStateTo(break, 1); ","","","","",0,"","",[],0,"",0,1,0,0,0
244,"1122",[],0,1,4,23,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,3,"[""Metadata/Monsters/PitifulFabrications/PitifulFabrication01"",""Metadata/Monsters/PitifulFabrications/PitifulFabrication02"",""Metadata/Monsters/PitifulFabrications/PitifulFabrication03_""]","triggerer.Revive(); triggerer.DoAction( Revive ); triggerer.AddBuff( monster_no_drops_buff, infinity, 1 );","","","","",4,1,1,[],0,"",0,"",0,0,0
245,"1123",[8310],625,1,3,85,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/Wolves/RottenWolfHagSummoned"",""Metadata/Monsters/Wolves/RottenWolfHagSummonedDead""]","triggerer.Call(killself);","","","","",0,"","",[],33,"",0,"",0,0,0
246,"1124",[],0,1,12,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,4,1,1,[],"triggerer.AddBuff( asala_sand_shield, 0.15 );","","","","",0,1,1,[],0,"",0,"",0,0,0
247,"1125",[],0,1,12,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,4,1,1,[],"triggerer.AddBuff( asala_sand_shield, 0.15 );","","","","",0,1,1,[],0,"",0,"",0,0,0
248,"1126",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/GreatSnakeSkeletonBoss/Objects/GiantSnakeBossFlameBlasts""]","triggerer.SetStateTo( explode, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
249,"1127",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,2,"[""Metadata/Monsters/SummonRagingSpirit/RagingSpirit"",""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonUnarmedSnakeBossMinion""]","triggerer.SetStateTo( explode, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
250,"1128",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.If( HasNamedTask( VoodooKingDeathEffigyDebuffRemoval ), (){ triggerer.RemoveNamedTask( VoodooKingDeathEffigyDebuffRemoval ); } );\r\ntriggerer.AddBuffWithOwner( voodoo_king_death_effigy_multiplying_curse, 4.5, this );\r\ntriggerer.If( VariableExists( voodoo_death_curse ), (){ triggerer.voodoo_death_curse = triggerer.voodoo_death_curse + 1; }, (){ triggerer.voodoo_death_curse = 1; } );\r\ntriggerer.AddBuff( voodoo_king_death_effigy_multiplying_curse_damage, 0.2, CalculateDamage( Clamp( Pow( 2, triggerer.voodoo_death_curse ), 150, 1500000 ), 0.01 ) );\r\ntriggerer.AddNamedDelay( VoodooKingDeathEffigyDebuffRemoval, 5.0, { triggerer.voodoo_death_curse = null; } );","","triggerer.AddEffectPack( \""Metadata/Effects/Spells/monsters_effects/League_Azmeri/monster_fx/vodoo_king_boss/epk/marked_for_death_impact.epk\"", 1.5 );","","",0,1,1,[],0,"",0,"",0,0,0
251,"1129",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,[],"\tDelay(1.5, {TriggerSkill( GSFarudinLocustDDExplode, triggerer );});\r\n\tDelay(1.6,\r\n\t\t{\r\n\t\t\tthis.corpsebug = SpawnMonster( \""Metadata/Monsters/PlagueSwarm/PlagueSwarm\"" );\r\n\t\t\tcorpsebug.PlayAnimation( emerge_swarmhost_01 );\r\n\t\t\tcorpsebug.SetLocation( triggerer.GetLocation(), 1 );\r\n\t\t} );\r\nDelay(2.0, {triggerer.Delete();});","","triggerer.AddEffectPack(\""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/FarudinWarlock/epk/corpse_detonate.epk\"");","","",4,1,1,[],0,"",0,"",0,0,0
252,"1130",[8536],0,1,4,18,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,2,"",2,[],"TriggerSkill( CarverShamanDetonateDead, triggerer );","","","","",0,1,1,[],0,"",0,"",0,0,0
253,"1131",[],2500,1,2,100,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/SkeletalKnight/SkeletalKnightLandmark"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonUnarmed"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSword__"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSwordShield"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonBow"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterCold"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterFire"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterLightning""]","triggerer.IfTypeContains( NormalMedallion, (){ triggerer.SetStateTo( activated, 1 ); }, ()\r\n\t\t{\r\n\t\t\tRevive( true );\r\n\t\t\tDoAction( Revive );\r\n\t\t\tSetStateTo( ghostflame, 1 );\r\n\t\t\tSetCorpseUsable( true );\r\n\t\t} );","","","","",0,1,1,[],100,"",0,1,0,0,0
254,"1132",[8631],250,1,3,50,0,1,13,13,0,1,[],"",3,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikes"",""Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikesStandAlone""]","triggerer.SetStateTo( explode, 1 );","","","","",0,1,1,[],33,"",0,"",0,0,0
255,"1133",[],250,1,3,65,0,1,13,13,0,1,[],"",3,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikes"",""Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikesStandAlone""]","triggerer.IfState( explode, 1, (){}, (){ SetStateTo( explode, 2 ); } );","","","","",0,1,1,[],33,"",0,"",0,0,0
256,"1134",[],0,1,4,15,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",4,[],"this.portal.ModifyState( summon, -1);","","","","",0,1,1,[],0,"",0,"",0,0,0
257,"1135",[],0,3,12,120,10,1,4,12,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act3/3_17/Objects/ArenaCrystal""]","triggerer.If( GetState( active ) == 0, (){ SetStateTo( active, 1 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
258,"1136",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TrialMaster/Objects/TeleportMarker""]","triggerer.If( GetState( valid_teleport ) == 1, (){ SetStateTo( valid_teleport, 0 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
259,"1137",[],0,3,2,20,10,1,6,2,10,1,[],"",1,0,7,0,0,"","","",2,"",5,1,1,4,[],"this.push_loc = GetLocation()+RotateLocation([0, -20]); triggerer.MoveToOverTime( this.push_loc, 1.0, true); triggerer.InterruptActionsForDuration( 2.0, TakeHitBackward );","","","","",0,1,1,[],0,"",0,"",0,0,0
260,"1138",[],0,1,2,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/FungusZombie/ExplodingPlants/PlantBurstSpawner""]","triggerer.IfState( burst,  == 0, (){ SetStateTo( burst, 1 ); }, (){} );","","","","",0,1,1,[],0,"",0,"",0,0,0
261,"1139",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/ChaosGodTriHeadBat/ChaosGodTriheadBatPoisonCloud""]","triggerer.SetStateTo( explode, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
262,"1140",[8813],250,1,2,50,0,1,13,13,0,"",[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 4.9, pulse_buff_owner, 1 );  } );","","","","",0,"","",[],0,"",0,"",0,0,0
263,"1141",[8820],13000,1,2,300,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Monsters/FungusZombie/ExplodingPlants/PlantBurstSpawner""]","triggerer.SetStateTo(dead, 1);","","","","",0,1,1,[],0,"",0,"",0,0,0
264,"1142",[8833],0,1,2,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",1,"",1,4,"",4,[],"","","","","",0,1,1,[],0,"",0,"",0,0,0
265,"1143",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/MarakethSanctumTrial/Boss/Objects/IceSpike""]","triggerer.StartStateTimer( thrust, 0.1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
266,"1144",[],0,1,4,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuffTemplate( AncestralJadeEncaseEnemy);","","","","",0,1,1,[],0,"",0,"",0,0,0
267,"1145",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Projectiles/DemonClawBossPulsingBall""]","triggerer.CallOnBoth( explode );","","","","",3,1,1,[],0,"",0,"",0,0,0
268,"1146",[],0,1,2,7,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick""]","If( GetCurrentMoveSpeed() > 65, (){  triggerer.SetStateTo( explode, 1 ); }, (){  triggerer.SetStateTo( explode, 3 ); } );","","","","",0,"","",[],0,"",0,1,0,0,0
269,"1147",[],1000,1,2,80,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueRitual/DemonFaction/BloodBall""]"," triggerer. SetStateTo( explode,\t1 );this.TriggerSkill( GSRitualCaveDwellerExplodeBlood, triggerer);","","","","",0,1,1,[],33,"",0,"",0,0,0
270,"1148",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"","","","","/* the 50 in here is the Length of the GA skill using this ExecuteGEAL */\r\ntriggerer.vac_suck_dir = Mod( EvalIf( Eval( CalculateOrientation( this ) - GetOrientation() ) < 0.0, Eval( CalculateOrientation( this ) - GetOrientation() ) + 360, CalculateOrientation( this ) - GetOrientation() ), 360 );\r\nIf( Or( vac_suck_dir <= 45.0, vac_suck_dir > 315.0 ), { InterruptActionsForDuration( 0.3, TakeHitBackward ); } );\r\nIf( And( vac_suck_dir > 45.0, vac_suck_dir <= 135.0 ), { InterruptActionsForDuration( 0.3, TakeHitRight ); } );\r\nIf( And( vac_suck_dir > 135.0, vac_suck_dir <= 225.0 ), { InterruptActionsForDuration( 0.3, TakeHitForward ); } );\r\nIf( And( vac_suck_dir > 225.0, vac_suck_dir <= 315.0 ), { InterruptActionsForDuration( 0.3, TakeHitLeft ); } );\r\ntriggerer.MoveToOverTime( this, GetDistanceTo( this ) / Eval( 30 / 0.3 ), false, false, true, true ); \r\ntriggerer.If( GetCurrentMoveSpeed() > 0.0, (){ Accelerate( time:0.3 * 2.0 ); } );",0,1,1,[],0,"",0,"",0,0,0
271,"1149",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/SkeletonSnake/SkeletonSnakeSerpentCasterMinion""]","triggerer.KillSelf();","","","","",0,1,1,[],0,"",0,"",0,0,0
272,"1150",[],3000,1,2,140,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,4,[],"","","","","triggerer.Do( (monster)\r\n\t\t{\r\n\t\t\tIf( monster.parent == this, (){ monster.Transition(); } );\r\n\t\t} );",0,1,1,[],100,"",0,"",0,0,0
273,"1151",[],400,1,3,50,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuffTemplate( AscendancyBuffHornOnslaught);","","","","",0,1,1,[],40,"",0,"",0,0,0
274,"1152",[],0,1,4,32,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,1,"",1,[],"triggerer.AddBuff( SilentSpiresApparition_slow, 0.25, 50 );","","","","",0,"","",[],0,"",0,"",0,0,0
275,"1153",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",1,[],"","","triggerer.AddEffectPack( 'Metadata/Effects/Spells/monsters_effects/essence2/ManaEssence1/epk/mana_drain.epk', 1);","","",0,1,1,[],0,"",0,"",0,0,0
