"rownum","Id","i32_8","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","MonsterResistances","bool_45","i32_46"
1213,"RagingStormSpirit",100,"",0,0,0,20,[10],1,0
1214,"RagingTimeSpirit",100,"",0,0,0,20,[0],1,0
1215,"RitualWispDaemon",100,"",0,0,0,0,[0],"",0
1216,"ElwynianDominusSummon",500,"",0,50,25,20,[0],1,0
1217,"ExileMarauder1",100,"",50,0,0,20,[0],1,0
1218,"ExileWarrior1",100,"",50,0,0,20,[0],1,0
1219,"ExileWarrior2",100,"",75,0,0,20,[0],1,0
1220,"ExileRanger1",100,"",0,50,0,20,[0],1,0
1221,"ExileRanger2",100,"",0,70,0,20,[0],1,0
1222,"ExileHuntress1",100,"",0,50,0,20,[0],1,0
1223,"ExileHuntress2",100,"",0,50,0,20,[0],1,0
1224,"ExileWitch1",100,"",0,0,72,20,[0],1,0
1225,"ExileWitch2",100,"",0,0,72,20,[0],1,0
1226,"ExileSorceress1",100,"",0,0,55,20,[0],1,0
1227,"ExileSorceress2",100,"",0,0,65,20,[0],1,0
1228,"ExileDuelist1",100,"",30,30,0,20,[0],1,0
1229,"ExileMercenary1",100,"",30,30,0,20,[0],1,0
1230,"ExileMercenary2",100,"",30,30,0,20,[0],1,0
1231,"ExileTemplar1",100,"",30,0,45,20,[0],1,0
1232,"ExileDruid1",100,"",30,0,45,20,[0],1,0
1233,"ExileShadow1",100,"",0,30,45,20,[0],1,0
1234,"ExileMonk1",100,"",0,30,45,20,[0],1,0
1235,"ExileMonk2",100,"",0,30,45,20,[0],1,0
1236,"LakeArbiter",100,"",0,0,100,20,[0],"",0
1237,"TormentedSpirit",100,"",0,0,0,20,[0],1,0
1238,"TormentedSpiritViper",100,"",0,0,0,20,[0],1,0
1239,"TormentedSpiritDaemon",100,"",0,0,0,20,[0],1,0
1240,"TormentedSpiritOnDeathDaemon",100,"",0,0,0,20,[0],1,0
1241,"PrimateChieftain",100,"",0,0,0,20,[9],1,0
1242,"PrimateSpirit",100,"",0,0,0,20,[9],1,0
1243,"SpiritStag",100,"",0,0,0,20,[0],1,0
1244,"BearSpirit",100,"",0,0,0,20,[0],1,0
1245,"OwlSpirit",100,"",0,0,0,20,[0],1,0
1246,"AncestralChieftanKaom",100,"",0,0,0,20,[0],1,0
1247,"AncestralChieftanRakiata",100,"",0,0,0,20,[0],1,0
1248,"AncestralChieftanIkiaho",100,"",0,0,0,20,[0],1,0
1249,"AncestralChieftanKiloava",100,"",0,0,0,20,[0],1,0
1250,"AncestralChieftanTawhanuku",100,"",0,0,0,20,[0],1,0
1251,"AncestralChieftanMaata",100,"",0,0,0,20,[0],1,0
1252,"AncestralChieftanUtula",100,"",0,0,0,20,[0],1,0
1253,"AncestralChieftanKahuturoa",100,"",0,0,0,20,[0],1,0
1254,"AncestralChieftanAhuana",100,"",0,0,0,20,[0],1,0
1255,"AncestralChieftanAkoya",100,"",0,0,0,20,[0],1,0
1256,"AncestralHonouredSage",100,"",0,30,100,20,[0],1,0
1257,"AncestralHonouredWarrior",100,"",50,35,0,20,[0],1,0
1258,"AncestralTattooedTuatara",100,"",25,25,0,20,[1],1,0
1259,"AncestralTidecaller",100,"",0,0,0,20,[0],1,0
1260,"AncestralLunarTurtle",100,"",20,0,50,20,[2],1,0
1261,"AncestralMoonDancer",100,"",0,0,0,20,[2],1,0
1262,"AncestralFieldmaster",100,"",0,0,0,20,[0],1,0
1263,"AncestralGoliathOfNight",100,"",0,0,0,20,[0],1,0
1264,"AncestralTitanicShell",100,"",0,0,0,20,[13],1,0
1265,"AncestralStormGuard",100,"",0,0,0,20,[10],1,0
1266,"AncestralStormConduit",100,"",0,0,0,20,[10],1,0
1267,"AncestralStormGuardStandalone",100,"",60,0,0,20,"[10,7]",1,0
1268,"AncestralStormConduitStandalone",100,"",0,0,30,20,"[10,7]",1,0
1269,"AncestralSpearfisher",100,"",0,0,0,20,"[2,10]",1,0
1270,"AncestralRiptide",100,"",0,0,0,20,"[2,10]",1,0
1271,"AncestralTrawler",100,"",0,0,0,20,"[2,10]",1,0
1272,"AncestralSpearfisherStandalone",100,"",0,45,0,20,"[1,9]",1,0
1273,"AncestralRiptideStandalone",100,"",0,30,0,20,"[1,9]",1,0
1274,"AncestralTrawlerStandalone",100,"",0,30,0,20,"[1,9]",1,0
1275,"AncestralHinekorasHorn",100,"",0,0,0,20,[0],1,0
1276,"AncestralMysticProphet",100,"",0,0,0,20,[0],1,0
1277,"AncestralDeathsGuide",100,"",0,0,0,20,[0],1,0
1278,"AncestralEnragedKunekune",100,"",0,0,0,20,[0],1,0
1279,"AncestralCamouflagedTuatara",100,"",0,0,0,20,[0],1,0
1280,"AncestralTawhoaShaman",100,"",0,0,0,20,[0],1,0
1281,"AncestralSpearDancer",100,"",0,0,0,20,[0],1,0
1282,"AncestralSunsetSage",100,"",0,0,0,20,[0],1,0
1283,"AncestralAutumnalArcher",100,"",0,0,0,20,[0],1,0
1284,"AncestralWarcaller",100,"",0,0,0,20,[0],1,0
1285,"AncestralJadeShaman",100,"",0,0,0,20,[0],1,0
1286,"AncestralJadecrafter",100,"",0,0,0,20,[0],1,0
1287,"AncestralConsumingKunekune",100,"",0,0,0,20,[0],1,0
1288,"AncestralFrenzymonger",100,"",0,0,0,20,[0],1,0
1289,"AncestralBloodboundWarrior",100,"",0,0,0,20,[0],1,0
1290,"AncestralFirebreather",100,"",0,0,0,20,[0],1,0
1291,"AncestralFirebreatherStandalone",100,"",0,0,0,20,"[6,3]",1,0
1292,"AncestralCalderaRavager",100,"",0,0,0,20,[0],1,0
1293,"AncestralCalderaRavagerStandalone",100,"",80,0,0,20,"[6,3]",1,0
1294,"AncestralBlackbarkDemolisher",100,"",0,0,0,20,[0],1,0
1295,"AncestralBlackbarkDemolisherStandalone",100,"",40,0,0,20,"[6,3]",1,0
1296,"ExplodingSpiritBoar",100,"",0,0,0,20,[0],1,0
1297,"ChargingOx",100,"",0,0,0,20,[0],1,0
1298,"ParasiticCrab",100,"",75,0,0,20,[0],1,0
1299,"LargeParasiticCrab",100,"",75,0,0,20,[1],1,0
1300,"SanctifiedMonstrosity",100,"",0,0,0,20,[0],1,0
1301,"QimarMonstrosity",100,"",0,0,0,20,[0],1,0
1302,"SanctifiedScythe",100,"",75,0,0,20,[0],1,0
1303,"SanctifiedSnake",100,"",50,0,0,20,[0],1,0
1304,"SanctifiedSpider",100,"",25,0,0,20,[0],1,0
1305,"SanctifiedTentacle",100,"",25,50,0,20,[0],1,0
1306,"SanctifiedTriClaw",100,"",50,0,0,20,[0],1,0
1307,"SanctifiedWrithing",100,"",0,75,0,20,[0],1,0
1308,"SanctifiedFloppy",100,"",0,50,0,0,"[1,7]",1,0
1309,"SanctifiedFloppyBig",100,"",0,25,0,0,"[1,7]",1,0
1310,"SpiritOfTheCat",100,"",0,0,0,20,[0],1,0
1311,"EssenceHorrorReaper",100,"",0,0,0,20,[0],1,0
1312,"PrecursorCentipede",100,"",50,50,0,20,[0],1,0
1313,"TormentNPC",100,"",0,0,0,20,[0],1,0
1314,"AnimatedWeaponPlayerSummoned",100,1,0,0,0,0,[0],1,0
1315,"BreachBossHandMage",100,"",0,0,0,20,[0],1,0
1316,"BreachBossFallenKnight",100,"",0,0,0,20,[0],1,0
1317,"KaruiChieftainDigsite",100,"",0,0,0,20,[0],1,0
1318,"BoatCaptainDigsite",100,"",0,0,0,20,[0],1,0
1319,"MtxWhackAMoleBurrower",100,"",50,0,0,20,"[7,1]",1,0
1320,"BloodKnightBoss",100,"",100,0,0,20,[0],1,0
1321,"BloodKnightBossMAP",100,"",100,0,0,20,[0],1,0
1322,"VampireQueenBoss",100,"",25,0,20,20,[5],1,0
1323,"VampireQueenBossMAP",100,"",25,0,20,20,[5],1,0
1324,"VampireQueenBoneWall",100,"",0,0,0,0,[0],1,0
1325,"FrozenOneBoss",100,"",50,0,0,20,"[2,5]",1,0
1326,"FrozenOneBossMAP",100,"",50,0,0,20,"[2,5]",1,0
1327,"EzomyteReaperBoss",100,"",25,50,0,20,"[10,7]",1,0
1328,"EzomyteReaperBossMAP",100,"",25,50,0,20,"[10,7]",1,0
1329,"EzomyteReaperVolatile",100,"",0,0,0,20,[0],1,0
1330,"LivingLightning",100,1,0,0,0,80,[0],1,0
1331,"CorpseBeetle",100,"",50,0,0,20,[0],"",0
1332,"FireBeastBoss",100,"",80,0,0,20,"[6,3]",1,0
1333,"FireBeastBossMAP",100,"",80,0,0,20,"[6,3]",1,0
1334,"DevourerBossDuoTail",100,"",100,0,0,20,[0],1,0
1335,"DevourerBossDuoHead",100,"",35,0,0,20,[9],1,0
1336,"ShakariDuo",100,"",70,0,0,20,"[5,9,3]",1,0
1337,"FaridunOlroth",100,"",30,30,0,20,[5],1,0
1338,"FaridunOlrothMAP",100,"",0,0,0,20,[5],1,0
1339,"FaridunOlrothClone",100,"",30,30,0,20,[5],1,0
1340,"CaptainSandstorm",100,"",50,0,0,20,[9],1,0
1341,"CaptainSandstormMAP",100,"",50,0,0,20,[9],1,0
1342,"CollectorAbyss",100,"",0,0,0,20,"[1,11]","",0
1343,"KulemakBoss",100,"",50,0,10,20,[0],1,0
1344,"CretinAbyss",100,"",0,0,0,20,"[1,7]",1,0
1345,"HellscapePaleEliteAbyss",100,"",0,0,20,20,"[2,7]",1,0
1346,"RumCarrierAbyss",100,"",0,0,0,20,"[1,7]",1,0
1347,"TarHulkAbyss",100,"",0,0,0,20,"[2,11]",1,0
1348,"SerpentClanCasterAbyss",100,"",0,0,0,20,"[5,11]",1,0
1349,"Cocoon3Abyss",100,"",40,0,0,20,"[6,11]",1,0
1350,"CarrionWingAbyss",100,"",0,0,0,20,"[5,3]",1,0
1351,"MorayClanCasterAbyss",100,"",25,0,10,20,"[6,3]",1,0
1352,"SentinelMace",100,"",0,0,0,20,[0],1,0
1353,"ExcavatorCleaver",100,"",0,0,0,20,[0],1,0
1354,"ExcavatorMaul",100,"",0,0,0,20,[0],1,0
1355,"ExcavatorMaulSpectre",100,"",0,0,0,20,[0],1,0
1356,"ExcavatorOrb",100,"",0,0,0,20,[0],1,0
1357,"ExcavatorRaptor",100,"",0,0,0,20,[0],1,0
1358,"ExcavatorSceptre",100,"",0,0,0,20,[0],1,0
1359,"MonolithicSlug",100,"",0,0,0,20,[0],1,0
1360,"PitifulFabricationFarmlands1",100,"",0,0,0,20,[0],1,0
1361,"PitifulFabricationFarmlands2",100,"",0,0,0,20,[0],1,0
1362,"PitifulFabricationFarmlands3",100,"",0,0,0,20,[0],1,0
1363,"BoneCultistShieldFarmlands",100,"",80,0,0,20,[0],1,0
1364,"PrimordialMonster3Interlude",100,"",35,25,0,20,[0],1,0
1365,"VaalSavageShamanInterlude",100,"",0,0,0,20,[0],1,0
1366,"HellhoundDemon",100,"",0,0,0,20,[0],1,0
1367,"IceFusedSkeletonInterlude",100,"",100,0,0,20,[0],1,0
1368,"PictMaleAxeInterlude",100,"",0,0,0,20,[0],1,0
1369,"PictFemaleBowInterlude",100,"",0,40,0,20,[0],1,0
1370,"PictFemaleStaffInterlude",100,"",0,0,20,20,[0],1,0
1371,"PhantasmalEye",100,1,0,0,0,20,[0],1,0
1372,"LightlessStalker",100,1,0,0,0,20,[0],1,0
1373,"KulemaksGrip",100,"",0,0,0,20,[0],1,0
1374,"KulemaksGrasp",100,"",0,0,0,20,[0],1,0
1375,"KulemaksClutch",100,"",0,0,0,20,[0],1,0
1376,"WitchHutInterlude",100,"",0,0,5,20,[0],1,0
1377,"DeathKnightInterlude",100,"",80,0,0,30,[0],1,0
1378,"FungalArtilleryAbyss",100,"",0,0,0,20,"[9,7]",1,0
1379,"CorpseStriderAbyss",100,"",40,0,0,20,"[10,7]",1,0
1380,"Cocoons2Abyss",100,"",40,0,30,20,"[10,3]",1,0
1381,"Cocoons2AbyssBoss",100,"",50,0,15,20,[0],1,0
1382,"PrimordialMonster3Abyss",100,"",0,25,0,20,"[9,3]",1,0
1383,"HuhuGrubLarvaeAbyss",100,"",0,0,0,20,[0],1,0
1384,"HuhuGrubLarvaeLargeAbyss",100,"",0,0,0,20,[0],1,0
1385,"TwilightOrderBarrierSegment",100,"",0,0,0,0,[0],1,0
1386,"UnaStoneCircleSummon",500,"",0,50,25,20,[0],1,0
1387,"AbyssDoomBoss",100,"",30,0,0,20,"[2,7]",1,0
1388,"AbyssConsumeBoss",100,"",60,0,10,20,"[6,11]",1,0
1389,"SandArm",100,"",0,0,0,20,[0],1,0
1390,"PrimordialCreatureAbyss",100,"",0,25,0,20,"[9,3]",1,0
1391,"PrimordialCreatureAbyssLarge",100,"",0,25,0,20,"[9,3]",1,0
1392,"RavenousSwarmPlayerSummoned",100,1,0,0,0,30,[0],1,0
1393,"TawhoaBoarStandalone",100,"",0,0,0,20,[0],1,0
1394,"TawhoaTuataraStandalone",100,"",0,0,0,20,[0],1,0
1395,"TawhoaMedicineWomanStandalone",100,"",0,0,0,20,[0],1,0
1396,"SandSkeletonSnake",100,"",0,0,0,20,[0],1,0
