"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","bool_15","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_33","HASH32","BelongsActiveSkills","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
21390,"base_skill_enabled_while_mounted","","","",4,"","","","",1,3230388079,[],"","","",1,[],[],""
21391,"skill_enabled_while_mounted","","","",4,1,1,"","",1,2526204524,[],"","","",1,[1],[],""
21392,"on_kill_effects_against_this_target_happen_twice","","","",4,"","","","",1,169952502,[],"","","",1,[],[],""
21393,"difficulty_of_meeting_conditional_requirement_+%","","","",1,1,"","","",1,2020272557,[],"","","",1,[],[],""
21394,"conditional_skill_additional_usages_after_meeting_requirement","","","",3,1,"","","",1,180958430,[],"","","",1,[],[],""
21395,"conditional_skill_additional_usages_duration_ms","","","",3,1,"","","",1,3886424360,[],"","","",1,[],[],""
21396,"spark_min_time_between_target_clearing_ms","","","",3,1,"","","",1,1216634786,[],"","","",1,[],[],""
21397,"display_herald_of_blood_behaviour","","","",4,"","","","",1,2437934680,[],"","","","",[],[],""
21398,"windstorm_gain_all_damage_%_as_corresponding_element_if_empowered","","","",1,"","","","",1,2292834389,[],"","","",1,[],[],""
21399,"support_trusty_companion_minion_life_+%_final",1,"","",1,"","","","",1,1907637995,[],"","","",1,[],[],""
21400,"current_cold_infusion_stacks","","","",3,1,1,"","",1,987104581,[],"","","",1,[],[],""
21401,"current_fire_infusion_stacks","","","",3,1,1,"","",1,617072407,[],"","","",1,[],[],""
21402,"current_lightning_infusion_stacks","","","",3,1,1,"","",1,2442384042,[],"","","",1,[],[],""
21403,"replace_main_hand_unarmed_attack_stats_with_two_handed_mace_type","","","",4,"","","","",1,186643057,[],"","","",1,[],[],""
21404,"replace_both_hand_unarmed_attack_stats_with_unarmed_type","","","",4,"","","","",1,3842234719,[],"","","",1,[],[],""
21405,"replace_main_hand_unarmed_attack_stats_with_quarterstaff_type","","","",4,"","","","",1,1294332026,[],"","","",1,[],[],""
21406,"replace_main_hand_unarmed_attack_stats_with_crossbow_type","","","",4,"","","","",1,3628340942,[],"","","",1,[],[],""
21407,"replace_main_hand_unarmed_attack_stats_with_nothing_type","","","",4,"","","","",1,3464311776,[],"","","",1,[],[],""
21408,"replace_off_hand_unarmed_attack_stats_with_nothing_type","","","",4,"","","","",1,4110650083,[],"","","",1,[],[],""
21409,"has_main_hand_weapon_stats","","","",4,1,1,"","",1,840032392,[],"","","",1,[],[],""
21410,"has_off_hand_weapon_stats","","","",4,1,1,"","",1,2949987672,[],"","","",1,[],[],""
21411,"electrocute_art_variation","","","",3,1,"","","",1,2059134852,[],"","","","",[],[],""
21412,"pushiness_for_knockback_override","","","",3,1,"","","",1,950541979,[],"","","","",[],[],""
21413,"bleed_chance_+%_vs_full_life_enemy","","","",1,"","","","",1,472940958,[],"","","",1,[],[],""
21414,"display_self_ignite_duration","","","",1,"",1,"","",1,3016351618,[],"","","",1,[],[],""
21415,"display_self_freeze_duration","","","",1,"",1,"","",1,2311576266,[],"","","",1,[],[],""
21416,"display_self_shock_duration","","","",1,"",1,"","",1,1664196396,[],"","","",1,[],[],""
21417,"estimate_chill_magnitude_from_hit_+permyriad","","","",1,"",1,"","",1,953596214,[],"","","",1,[],[],""
21418,"cannot_have_azmeri_dust","","","",4,"","","","",1,2256564140,[],"","","",1,[],[],""
21419,"number_of_wisp_types_on_monster","","","",3,"",1,"","",1,1433527709,[],"","","","",[],[],""
21420,"map_azmeri_breadcrumb_trail_length","","","",3,"","","","",1,2998398995,[],"","","",1,[],[],""
21421,"map_azmeri_num_breadcrumb_trails_per_feature_room","","","",3,"","","","",1,2594216101,[],"","","",1,[],[],""
21422,"monster_is_second_form","","","",4,"","","","",1,3041663915,[],"","","",1,[],[],""
21423,"attack_consume_endurance_charge_to_always_crit","","","",4,1,"","","",1,755037378,[],"","","",1,[],[],""
21424,"self_chaos_damage_taken_per_minute_per_endurance_charge","","","",3,"","","","",1,2054412246,[],"","","",1,[],[],""
21425,"gain_shrine_buff_every_10_seconds",1,"","",3,1,1,"","",1,874386984,[],"","","","",[],[],""
21426,"hits_consume_stun_build_up_to_pin","","","",4,1,"","","",1,822966411,[],"","","",1,[],[],""
21427,"active_skill_show_hits_consume_stun_build_up_to_pin_indicator",1,"","",4,"","","","",1,2049439518,[],"","","",1,[],[],""
21428,"virtual_maximum_caltrops_allowed",1,"","",3,1,1,"","",1,2854825487,[],"","","",1,[],[],""
21429,"skill_mortar_minimum_projectile_distance","","","",3,1,"","","",1,2573848452,[],"","","",1,[],[],""
21430,"skill_mortar_maximum_projectile_distance","","","",3,1,"","","",1,196622884,[],"","","",1,[],[],""
21431,"sandstorm_swipe_hit_frequency_attack_speed_%","","","",1,1,"","","",1,1894570137,[],"","","",1,[],[],""
21432,"can_be_exerted","","","",4,1,1,"","",1,2264478097,[],"","","","",[],[],""
21433,"all_attacks_count_as_exerted","","","",4,"","","","",1,3274581101,[],"","","","",[],[],""
21434,"virtual_sandstorm_swipe_hit_interval","","","",3,"",1,"","",1,1012808966,[],"","","",1,[],[],""
21435,"life_leech_recovers_based_on_your_chaos_damage_instead_of_physical_damage","","","",4,"","","","",1,59626062,[],"","","","",[],[],""
21436,"effective_removed_endurance_charges_count",1,"","",3,1,1,"","",1,2736453542,[],"","","",1,[],[],""
21437,"active_skill_requires_atleast_one_elemental_infusion_stack","","","",4,1,"","","",1,379299137,[],"","","",1,[],[],""
21438,"volatility_on_kill_%_chance","","","",1,"","","","",1,4151744461,[],6,"","",1,[],[],""
21439,"gain_X_volatility_on_persistent_minion_death","","","",3,"","","","",1,2175288205,[],6,"","",1,[],[],""
21440,"volatility_when_stunned_%_chance","","","",1,"","","","",1,1152791606,[],6,"","",1,[],[],""
21441,"volatility_refresh_%_chance","","","",1,"","","","",1,993028997,[],6,"","",1,[],[],""
21442,"volatility_additional_non_skill_%_damage_as_extra_chaos_to_grant","","","",1,"","","","",1,2259227331,[],6,"","",1,[],[],""
21443,"maximum_volatility_allowed","","","",3,"","","","",1,4028010209,[],6,"","",1,[],[],""
21444,"maximum_volatility_allowed_default","","","",3,"","","","",1,3481055683,[],"","","",1,[],[],""
21445,"blood_loss","","","",3,1,"","","",1,1073698472,[],"","","",1,[],[],""
21446,"total_physical_damage_taken_per_minute_for_blood_loss",1,"","",3,1,1,"","",1,2809245155,[],"","","",1,[],[],""
21447,"track_enemy_blood_loss","","","",4,"","","","",1,2137702808,[],"","","",1,[],[],""
21448,"skill_track_enemy_blood_loss","","","",4,"","","","",1,3070353729,[],"","","",1,[],[],""
21449,"cannot_be_light_stunned","","","",4,1,"","","",1,1005670970,[],"","","",1,[],[],""
21450,"companion_takes_%_damage_before_you","","","",1,"","","","",1,965751295,[],18,"","",1,[],[],""
21451,"active_block_cannot_be_stunned","","","",4,1,"","","",1,1243778202,[],"","","",1,[],[],""
21452,"hazard_rearm_%_chance","","","",1,1,"","","",1,1988617202,[],6,"","",1,[],[],""
21453,"support_sunblast_hazard_hazard_damage_+%_final","","","",1,"","","","",1,3251600705,[],"","","",1,[],[],""
21454,"support_sunblast_hazard_hazard_duration_+%_final","","","",1,"","","","",1,2928251560,[],"","","",1,[],[],""
21455,"hazards_trigger_at_end_of_duration_instead","","","",4,1,"","","",1,1704785745,[],"","","",1,[],[],""
21456,"dodge_roll_art_variation","","","",3,"","","","",1,808466974,[],"","","","",[],[],""
21457,"ignore_monster_power_from_self","","","",4,1,"","","",1,2072425442,[],"","","",1,[],[],""
21458,"support_shocked_ground_effect_duration_+%_final","","","",1,"","","","",1,4122809013,[],"","","",1,[],[],""
21459,"support_chilled_ground_effect_duration_+%_final","","","",1,"","","","",1,2446728146,[],"","","",1,[],[],""
21460,"support_ignited_ground_effect_duration_+%_final","","","",1,"","","","",1,3129399434,[],"","","",1,[],[],""
21461,"quality_display_base_totem_duration_is_gem","","","",4,"","","","",1,198849594,[],"","","",1,[],[],""
21462,"virtual_maximum_volatility_allowed","","","",3,"",1,"","",1,2333334955,[],"","","",1,[],[],""
21463,"local_weapon_roll_crits_twice","",1,1,4,"","",21464,21465,1,3036858642,[],"","","",1,[],[],""
21464,"main_hand_rolls_crits_twice","",1,"",4,"","","","",1,3648083882,[],"","","",1,[],[],""
21465,"off_hand_rolls_crits_twice","",1,"",4,"","","","",1,1268777870,[],"","","",1,[],[],""
21466,"skill_has_consumed_power_charge_for_curse_duration_+%_final","","","",1,"","","","",1,3053655008,[],"","","",1,[],[],""
21467,"maximum_life_+%_final_from_trusty_companion_support","","","",1,"","","","",1,4193161419,[],"","","",1,[],[],""
21468,"companion_takes_%_damage_before_you_from_support","","","",1,"","","","",1,280670524,[],"","","",1,[],[],""
21469,"hunters_mark_build_up",1,"","",3,1,"","","",1,3877859683,[],"","","",1,[],[],""
21470,"chance_to_trigger_hunters_mark_explosion_%","","","",1,"","","","",1,144250791,[],"","","",1,[],[],""
21471,"hunters_mark_buildup_%_as_explosion_damage_+%_final","","","",1,"","","","",1,633618104,[],"","","",1,[],[],""
21472,"hunters_mark_%_of_max_threshold_to_trigger_explosion_on_death","","","",1,"","","","",1,1788530634,[],"","","",1,[],[],""
21473,"hunters_mark_explosion_area_of_effect_+%_final_from_buildup","","","",1,1,"","","",1,2369307532,[],"","","",1,[],[],""
21474,"shatter_on_kill_if_fully_broken_armour","","","",4,1,"","","",1,1790890395,[],"","","",1,[],[],""
21475,"twister_hit_interval_ms","","","",3,1,"","","",1,1797051271,[],"","","",1,[],[],""
21476,"twister_consumes_wind_storm","","","",4,1,"","","",1,3929706225,[],"","","",1,[],[],""
21477,"aggravate_bleeding_when_inflicted_vs_pinned_enemy","","","",4,"","","","",1,658934591,[],2,"","",1,[],[],""
21478,"support_incision_bleeding_effect_+%_final_per_incision_consumed_recently_up_to_30%","","","",1,"","","","",1,3078843258,[],"","","",1,[],[],""
21479,"incision_consumed_recently","","","",3,"","","","",1,464427049,[],"","","",1,[],[],""
21480,"triggered_by_primary_skill","","","",4,"","","","",1,3763487958,[],"","","","",[],[],""
21481,"incoming_damage_bypasses_damage_absorption","","","",4,"","","","",1,1282930150,[],"","","",1,[],[],""
21482,"sanctum_incoming_damage_bypasses_damage_absorption","","","",4,"","","","",1,2348421715,[],"","","",1,[],[],""
21483,"blood_hunt_X_blood_loss_consumed_to_explode","","","",3,1,"","","",1,3237217093,[],"","","",1,[],[],""
21484,"blood_hunt_skill_area_of_effect_+%_final_per_X_blood_loss_consumed_up_to_500%","","","",1,1,"","","",1,262801716,[],"","","",1,[],[],""
21485,"blood_hunt_X_blood_loss_consumed_for_skill_area_of_effect_+%_final","","","",3,1,"","","",1,323187503,[],"","","",1,[],[],""
21486,"life_lost_%_per_minute_nonlethal","","","",1,1,"","","",1,1746542808,[],"","","",1,[],[],""
21487,"regenerate_mana_equal_to_x%_of_life_per_minute","","","",1,1,"","","",1,2222167887,[],"","","",1,[],[],""
21488,"no_inherent_mana_regeneration","","","",4,1,"","","",1,1772858906,[],"","","",1,[],[],""
21489,"character_inherent_mana_regeneration_rate_per_minute_%","","","",1,1,"","","",1,2451255267,[],"","","",1,[],[],""
21490,"quality_display_herald_of_ash_burning_%_overkill_damage_per_minute_is_gem","","","",4,"","","","",1,1016059679,[],"","","",1,[],[],""
21491,"damage_+%_final_from_lich_ascendancy_consuming_power_charge","","","",1,"","","","",1,2861558210,[],"","","",1,[],[],""
21492,"instilling_all_damage_%_to_gain_as_instilling_type","","","",1,"","","","",1,249222027,[],1,1,"",1,[],[],""
21493,"all_projectile_damage_can_pin","","","",4,"","","","",1,3349923234,[],"","","",1,[],[],""
21494,"totem_only_uses_skill_when_owner_attacks",1,"","",4,1,"","","",1,3209198739,[],"",1,"",1,[],[],""
21495,"is_focused_totem","","","",4,1,"","","",1,3806152508,[],"","","",1,[],[],""
21496,"stopped_by_pin","","","",4,"","","","",1,295106979,[],"","","",1,[],[],""
21497,"pin_stops_enemies","","","",4,"","","","",1,1242751124,[],"","","",1,[],[],""
21498,"armour_%_to_gain_as_stun_threshold","","","",1,"","","","",1,2063548509,[],"","","",1,[],[],""
21499,"evasion_rating_%_to_gain_as_ailment_threshold","","","",1,"","","","",1,4216400515,[],"","","",1,[],[],""
21500,"aura_grant_%_base_main_hand_attack_damage_to_nearby_allies",1,"","",1,"","","","",1,1639398064,[],"","","",1,[],[],""
21501,"ascendency_tactician_totem_skill_speed_+%_final","","","",1,"","","","",1,1599717497,[],"",1,"",1,[],[],""
21502,"has_azmeri_dust_buff_warden","","","",4,"","","","",1,2327986691,[],"","","",1,[],[],""
21503,"has_azmeri_dust_buff_voodoo","","","",4,"","","","",1,1138095375,[],"","","",1,[],[],""
21504,"has_azmeri_dust_buff_primal","","","",4,"","","","",1,2753984256,[],"","","",1,[],[],""
21505,"attack_speed_+%_per_1%_overcapped_block_chance","","","",1,"","","","",1,1204607350,[],"","","",1,[],[],""
21506,"palm_skill_number_of_spirit_strikes","","","",3,"","","","",1,3110070952,[],"","","",1,[],[],""
21507,"hits_treat_enemy_cold_resistance_as_x%","","","",1,"","","","",1,3064988672,[],"","","",1,[],[],""
21508,"hits_treat_enemy_fire_resistance_as_x%","","","",1,"","","","",1,3887945828,[],"","","",1,[],[],""
21509,"hits_treat_enemy_lightning_resistance_as_x%","","","",1,"","","","",1,2302417800,[],"","","",1,[],[],""
21510,"hits_treat_enemy_chaos_resistance_as_x%","","","",1,"","","","",1,2038516663,[],"","","",1,[],[],""
21511,"active_skill_physical_damage_%_to_gain_as_physical","","","",1,"",1,"","","",2463253386,[],"","","",1,[],[],""
21512,"active_skill_physical_damage_%_to_gain_as_fire","","","",1,"",1,"","","",974629818,[],"","","",1,[],[],""
21513,"active_skill_physical_damage_%_to_gain_as_cold","","","",1,"",1,"","","",1471364678,[],"","","",1,[],[],""
21514,"active_skill_physical_damage_%_to_gain_as_lightning","","","",1,"",1,"","","",3800639150,[],"","","",1,[],[],""
21515,"active_skill_physical_damage_%_to_gain_as_chaos","","","",1,"",1,"","","",2770900092,[],"","","",1,[],[],""
21516,"active_skill_fire_damage_%_to_gain_as_physical","","","",1,"",1,"","","",2121259683,[],"","","",1,[],[],""
21517,"active_skill_fire_damage_%_to_gain_as_fire","","","",1,"",1,"","","",631288968,[],"","","",1,[],[],""
21518,"active_skill_fire_damage_%_to_gain_as_cold","","","",1,"",1,"","","",2098703181,[],"","","",1,[],[],""
21519,"active_skill_fire_damage_%_to_gain_as_lightning","","","",1,"",1,"","","",3560373150,[],"","","",1,[],[],""
21520,"active_skill_fire_damage_%_to_gain_as_chaos","","","",1,"",1,"","","",927685479,[],"","","",1,[],[],""
21521,"active_skill_cold_damage_%_to_gain_as_physical","","","",1,"",1,"","","",148116247,[],"","","",1,[],[],""
21522,"active_skill_cold_damage_%_to_gain_as_fire","","","",1,"",1,"","","",1945227327,[],"","","",1,[],[],""
21523,"active_skill_cold_damage_%_to_gain_as_cold","","","",1,"",1,"","","",1442284889,[],"","","",1,[],[],""
21524,"active_skill_cold_damage_%_to_gain_as_lightning","","","",1,"",1,"","","",2435656267,[],"","","",1,[],[],""
21525,"active_skill_cold_damage_%_to_gain_as_chaos","","","",1,"",1,"","","",2961207925,[],"","","",1,[],[],""
21526,"active_skill_lightning_damage_%_to_gain_as_physical","","","",1,"",1,"","","",709514402,[],"","","",1,[],[],""
21527,"active_skill_lightning_damage_%_to_gain_as_fire","","","",1,"",1,"","","",1876275130,[],"","","",1,[],[],""
21528,"active_skill_lightning_damage_%_to_gain_as_cold","","","",1,"",1,"","","",4024097746,[],"","","",1,[],[],""
21529,"active_skill_lightning_damage_%_to_gain_as_lightning","","","",1,"",1,"","","",1695288249,[],"","","",1,[],[],""
21530,"active_skill_lightning_damage_%_to_gain_as_chaos","","","",1,"",1,"","","",1129842493,[],"","","",1,[],[],""
21531,"active_skill_chaos_damage_%_to_gain_as_physical","","","",1,"",1,"","","",409470324,[],"","","",1,[],[],""
21532,"active_skill_chaos_damage_%_to_gain_as_fire","","","",1,"",1,"","","",1788855304,[],"","","",1,[],[],""
21533,"active_skill_chaos_damage_%_to_gain_as_cold","","","",1,"",1,"","","",2009132587,[],"","","",1,[],[],""
21534,"active_skill_chaos_damage_%_to_gain_as_lightning","","","",1,"",1,"","","",3940401630,[],"","","",1,[],[],""
21535,"active_skill_chaos_damage_%_to_gain_as_chaos","","","",1,"",1,"","","",2376082224,[],"","","",1,[],[],""
21536,"active_skill_all_damage_%_to_gain_as_physical","","","",1,"",1,"","","",775315426,[],"","","",1,[],[],""
21537,"active_skill_all_damage_%_to_gain_as_fire","","","",1,"",1,"","","",4256908461,[],"","","",1,[],[],""
21538,"active_skill_all_damage_%_to_gain_as_cold","","","",1,"",1,"","","",3329662222,[],"","","",1,[],[],""
21539,"active_skill_all_damage_%_to_gain_as_lightning","","","",1,"",1,"","","",2411309447,[],"","","",1,[],[],""
21540,"active_skill_all_damage_%_to_gain_as_chaos","","","",1,"",1,"","","",4230112011,[],"","","",1,[],[],""
21541,"active_skill_base_all_damage_%_to_gain_as_physical","","","",1,"","","","",1,1433080149,[],"","","",1,[],[],""
21542,"active_skill_base_all_damage_%_to_gain_as_fire","","","",1,"","","","",1,2991656871,[],"","","",1,[],[],""
21543,"active_skill_base_all_damage_%_to_gain_as_cold","","","",1,"","","","",1,3576056141,[],"","","",1,[],[],""
21544,"active_skill_base_all_damage_%_to_gain_as_lightning","","","",1,"","","","",1,1453413903,[],"","","",1,[],[],""
21545,"active_skill_base_all_damage_%_to_gain_as_chaos","","","",1,"","","","",1,3971808332,[],"","","",1,[],[],""
21546,"active_skill_base_physical_damage_%_to_gain_as_fire","","","",1,"","","","",1,3350195328,[],"","","",1,[],[],""
21547,"active_skill_base_physical_damage_%_to_gain_as_cold","","","",1,"","","","",1,2065719359,[],"","","",1,[],[],""
21548,"active_skill_base_physical_damage_%_to_gain_as_lightning","","","",1,"","","","",1,897106849,[],"","","",1,[],[],""
21549,"active_skill_base_physical_damage_%_to_gain_as_chaos","","","",1,"","","","",1,4178302861,[],"","","",1,[],[],""
21550,"active_skill_physical_damage_%_as_fire","","","",1,"",1,"","","",3113690698,[],"","","",1,[],[],""
21551,"active_skill_physical_damage_%_as_lightning","","","",1,"",1,"","","",2521689652,[],"","","",1,[],[],""
21552,"active_skill_physical_damage_%_as_cold","","","",1,"",1,"","","",1230296452,[],"","","",1,[],[],""
21553,"active_skill_physical_damage_%_as_chaos","","","",1,"",1,"","","",570801708,[],"","","",1,[],[],""
21554,"active_skill_fire_damage_%_as_physical","","","",1,"",1,"","","",2268356233,[],"","","",1,[],[],""
21555,"active_skill_fire_damage_%_as_lightning","","","",1,"",1,"","","",913721478,[],"","","",1,[],[],""
21556,"active_skill_fire_damage_%_as_cold","","","",1,"",1,"","","",4284599888,[],"","","",1,[],[],""
21557,"active_skill_fire_damage_%_as_chaos","","","",1,"",1,"","","",84718856,[],"","","",1,[],[],""
21558,"active_skill_lightning_damage_%_as_physical","","","",1,"",1,"","","",1107438238,[],"","","",1,[],[],""
21559,"active_skill_lightning_damage_%_as_fire","","","",1,"",1,"","","",4214211428,[],"","","",1,[],[],""
21560,"active_skill_lightning_damage_%_as_cold","","","",1,"",1,"","","",343818330,[],"","","",1,[],[],""
21561,"active_skill_lightning_damage_%_as_chaos","","","",1,"",1,"","","",2318258922,[],"","","",1,[],[],""
21562,"active_skill_cold_damage_%_as_physical","","","",1,"",1,"","","",1457589912,[],"","","",1,[],[],""
21563,"active_skill_cold_damage_%_as_fire","","","",1,"",1,"","","",3954472148,[],"","","",1,[],[],""
21564,"active_skill_cold_damage_%_as_lightning","","","",1,"",1,"","","",2157661671,[],"","","",1,[],[],""
21565,"active_skill_cold_damage_%_as_chaos","","","",1,"",1,"","","",2176117230,[],"","","",1,[],[],""
21566,"active_skill_chaos_damage_%_as_physical","","","",1,"",1,"","","",767162905,[],"","","",1,[],[],""
21567,"active_skill_chaos_damage_%_as_fire","","","",1,"",1,"","","",1135565616,[],"","","",1,[],[],""
21568,"active_skill_chaos_damage_%_as_lightning","","","",1,"",1,"","","",3079250905,[],"","","",1,[],[],""
21569,"active_skill_chaos_damage_%_as_cold","","","",1,"",1,"","","",2554918008,[],"","","",1,[],[],""
21570,"elemental_penetration_can_go_down_to_override","","","",4,"","","","",1,771372977,[],"","","",1,[],[],""
21571,"allies_in_presence_have_explode_cursed_enemies_for_25%_life_as_chaos_on_kill_chance_%",1,"","",1,"","","","",1,1725200006,[],"","","",1,[],[],""
21572,"your_life_cannot_change_while_you_have_energy_shield","","","",4,1,"","","",1,4069096396,[],"","","",1,[],[],""
21573,"base_es_cost_%","","","",1,"","","","",1,2413910173,[],"",1,"",1,[],[],""
21574,"spending_energy_shield_does_not_interrupt_recharge","","","",4,1,"","","",1,1682681101,[],"","","",1,[],[],""
21575,"non_channelling_spells_cost_x%_of_your_energy_shield","","","",1,"","","","",1,4041639715,[],"","","",1,[],[],""
21576,"non_channelling_spells_deal_x%_more_damage","","","",1,"","","","",1,358695488,[],"","","",1,[],[],""
21577,"chance_to_be_triggered_by_amazon_infusion_%","","","",1,"","","","",1,1829006555,[],"","","",1,[],[],""
21578,"chance_to_not_consume_instilling_%","","","",1,1,"","","",1,3727398217,[],6,"","",1,[],[],""
21579,"chance_to_be_triggered_by_chaos_spear_%","","","",1,"","","","",1,3542460814,[],"","","",1,[],[],""
21580,"mana_+_from_attribute_inherent_bonus","","","",3,"",1,"","","",1419731561,[],"","","",1,[],[],""
21581,"maximum_life_+_from_attribute_inherent_bonus","","","",3,"",1,"","","",1028160769,[],"","","",1,[],[],""
21582,"accuracy_+_from_attribute_inherent_bonus","","","",3,"",1,"","","",352742252,[],"","","",1,[],[],""
21583,"strength_inherently_grants_accuracy_instead_of_life","","","",4,"","","","",1,3868973296,[],"","","",1,[],[],""
21584,"dexterity_inherently_grants_mana_instead_of_accuracy","","","",4,"","","","",1,1357415560,[],"","","",1,[],[],""
21585,"intelligence_inherently_grants_life_instead_of_mana","","","",4,"","","","",1,1927371921,[],"","","",1,[],[],""
21586,"dodge_roll_timeline_variation","","","",3,1,"","","",1,1454823430,[],"","","",1,[],[],""
21587,"non_channelling_spells_x%_chance_to_double_mana_cost_and_always_crit","","","",3,"","","","",1,1525770857,[],"","","",1,[],[],""
21588,"local_aggravating_bleeds_also_causes_you_to_aggravate_ignites","",1,1,4,"","",21940,21941,1,1090656842,[],"","","",1,[],[],""
21589,"curse_on_block_enfeeble_chance_%","","","",3,"","","","",1,1825244526,[],"","","",1,[],[],""
21590,"phylactery_jewel_mod_effect_+%","",1,"",1,"","","","",1,1546130726,[],"","","","",[],[],""
21591,"phylactery_can_only_contain_non_unique_jewel","",1,"",4,"","","","",1,135362591,[],"","","",1,[],[],""
21592,"gain_X_volatility_on_empowered_skill_use","","","",3,"","","","",1,2739682812,[],"","","",1,[],[],""
21593,"overcharged_spear_base_hit_delay_ms","","","",3,1,"","","",1,1402132310,[],"","","",1,[],[],""
21594,"overcharged_spear_detonate_number_of_beams","","","",3,1,"","","",1,1374277050,[],"","","",1,[],[],""
21595,"local_cannot_be_thrown","",1,1,4,"","",21596,21597,1,1884932270,[],"","","",1,[],[],""
21596,"main_hand_cannot_be_thrown",1,"","",4,1,"","","",1,445439283,[],"","","",1,[],[],""
21597,"off_hand_cannot_be_thrown",1,"","",4,1,"","","",1,784783363,[],"","","",1,[],[],""
21598,"local_aggravate_bleeding_on_hit_chance_%","","",1,1,"","",21599,21600,1,799481177,[],"","","",1,[],[],""
21599,"main_hand_aggravate_bleeding_on_hit_chance_%","","","",1,"","","","",1,369368175,[],"","","",1,[],[],""
21600,"off_hand_aggravate_bleeding_on_hit_chance_%","","","",1,"","","","",1,2458750078,[],"","","",1,[],[],""
21601,"actor_scale_+%_in_town_hideout",1,"","",1,1,"","","",1,830280469,[],"","","",1,[],[],""
21602,"parry_skill_effect_duration_+%",1,"","",1,"","","","",1,1711763035,"[""parry""]",6,"","",1,[],[],""
21603,"parried_magnitude_+%","","","",1,"","","","",1,2419059827,[],6,"","",1,[],[],""
21604,"spell_damage_taken_+%_final_from_parried","","","",1,"","","","",1,3009219495,[],"","","",1,[],[],""
21605,"parry_applies_spell_damage_debuff_instead","","","",4,"","","","",1,4009953845,[],"","","",1,[],[],""
21606,"projectile_randomly_fork_chain_or_pierce","","","",4,1,"","","",1,3522224628,[],"","","",1,[],[],""
21607,"blood_boil_explosion_delay_ms","","","",3,"","","","",1,3492933910,[],"","","",1,[],[],""
21608,"tame_beast_dont_transform_gem","","","",4,"","","","",1,147512080,[],"","","",1,[],[],""
21609,"is_hazard","","","",4,1,"","","",1,585738889,[],"","","",1,[],[],""
21610,"unholy_might_granted_magnitude_+%","","","",1,"",1,"","","",3200454079,[],"","","",1,[],[],""
21611,"base_unholy_might_granted_magnitude_+%","","","",1,"","","","",1,1522916777,[],"","","",1,[],[],""
21612,"unholy_might_granted_magnitude_+%_per_100_maximum_mana","","","",1,"","","","",1,1054326308,[],"","","",1,[],[],""
21613,"allies_in_presence_have_unholy_might_while_you_not_on_low_mana","","","",4,"","","","",1,954752492,[],"","","",1,[],[],""
21614,"allies_in_presence_have_unholy_might_with_total_magnitude",1,"","",1,"",1,"","","",2003199286,[],"","","",1,[],[],""
21615,"mana_degeneration_%_per_minute_not_in_grace","","","",1,"","","","",1,1179284789,[],"","","",1,[],[],""
21616,"parry_damage_+%",1,"","",1,"","","","",1,4173700847,"[""parry""]",1,"","",1,[],[],""
21617,"support_discount_skill_cost_+%_final_if_empowered","","","",1,"","","","",1,1826430253,[],"",1,"",1,[],[],""
21618,"support_discount_accuracy_rating_+%_final_if_empowered","","","",1,"","","","",1,3065613305,[],"",1,"",1,[],[],""
21619,"withered_on_hit_for_4_seconds_%_chance","","","",1,"","","","",1,879626526,[],"","","",1,[],[],""
21620,"demigods_virtue","","","",4,"","","","",1,3678601305,[],"","","",1,[],[],""
21621,"demigods_duty","","","",4,"","","","",1,2935453139,[],"","","",1,[],[],""
21622,"demigods_loyalty","","","",4,"","","","",1,3796302353,[],"","","",1,[],[],""
21623,"demigods_valor","","","",4,"","","","",1,3121745380,[],"","","",1,[],[],""
21624,"demigods_fortitude","","","",4,"","","","",1,1289220464,[],"","","",1,[],[],""
21625,"demigods_judgement","","","",4,"","","","",1,3894467041,[],"","","",1,[],[],""
21626,"support_gambleshot_projectile_damage_+%_final","","","",1,"","","","",1,1640193531,[],"","","",1,[],[],""
21627,"hazard_damage_+%","","","",1,"","","","",1,4149332375,[],1,"","",1,[],[],""
21628,"hazard_duration_+%","","","",1,"","","","",1,2166524677,[],6,"","",1,[],[],""
21629,"damage_+%_per_recently_triggered_hazard_up_to_50%","","","",1,"","","","",1,2536784992,[],1,"","",1,[],[],""
21630,"enemies_affected_by_your_hazards_recently_have_+%_armour","","","",1,"","","","",1,4223197862,[],6,"","",1,[],[],""
21631,"enemies_affected_by_your_hazards_recently_have_+%_evasion_rating","","","",1,"","","","",1,3898824335,[],6,"","",1,[],[],""
21632,"rapid_assault_attached_spear_limit","","","",3,1,"","","",1,2637456433,[],"","","",1,[],[],""
21633,"cast_lightning_spell_on_hit_gain_X_centienergy_per_monster_power_on_hit","","","",3,"","","","",1,284137334,[],"","","",1,[],[],""
21634,"caltrops_on_dodge_X_triggers","","","",3,"","","","",1,2970287156,[],"","","",1,[],[],""
21635,"caltrops_on_dodge_first_trigger_at_%_dodge","","","",1,"","","","",1,161605112,[],"","","",1,[],[],""
21636,"caltrops_on_dodge_trigger_interval_%_dodge","","","",1,"","","","",1,287469252,[],"","","",1,[],[],""
21637,"generic_ongoing_trigger_does_not_use_energy","","","",4,"","","","",1,2813235934,[],"","","",1,[],[],""
