"rownum","WorldArea","MonsterPacks","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","i32_40","[i32]_44","MapPin","Decorations","MapContentSet","CorruptedPin","i32_124","i32_128","MapPinCompleted","ObjectiveDescription","SpecialMapText","SpecialMapText (French)","SpecialMapText (German)","SpecialMapText (Japanese)","SpecialMapText (Korean)","SpecialMapText (Portuguese)","SpecialMapText (Russian)","SpecialMapText (Spanish)","SpecialMapText (Thai)","SpecialMapText (Traditional Chinese)","SpecialMapFlavourText","SpecialMapFlavourText (French)","SpecialMapFlavourText (German)","SpecialMapFlavourText (Japanese)","SpecialMapFlavourText (Korean)","SpecialMapFlavourText (Portuguese)","SpecialMapFlavourText (Russian)","SpecialMapFlavourText (Spanish)","SpecialMapFlavourText (Thai)","SpecialMapFlavourText (Traditional Chinese)","SpecialMapHelpText","SpecialMapHelpText (French)","SpecialMapHelpText (German)","SpecialMapHelpText (Japanese)","SpecialMapHelpText (Korean)","SpecialMapHelpText (Portuguese)","SpecialMapHelpText (Russian)","SpecialMapHelpText (Spanish)","SpecialMapHelpText (Thai)","SpecialMapHelpText (Traditional Chinese)","i32_188","i32_192","f32_196","f32_200","f32_204","bool_208","bool_209","MapContent","bool_226","string_227","string_227 (French)","string_227 (German)","string_227 (Japanese)","string_227 (Korean)","string_227 (Portuguese)","string_227 (Russian)","string_227 (Spanish)","string_227 (Thai)","string_227 (Traditional Chinese)","f32_235"
90,302,[695],"In the end, the river will always conquer the dam.","À la fin, la rivière finira toujours par vaincre le barrage.","Am Ende wird der Fluss immer den Damm überwinden.","最後には川は必ずダムに勝つ。","결국 강은 언제나 둑을 정복하죠.","Ao fim e ao cabo, o rio sempre vencerá a barragem.","В конечном счёте река всегда победит дамбу.","Al final, el río siempre conquistará al dique.","ท้ายที่สุด แม่น้ำย่อม\r\nเป็นใหญ่เหนือเขื่อนเสมอ","河川終究會戰勝水壩。",0,[0],0,88,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
91,306,[603],"In these lands, a pure water source is the most valuable treasure.","Dans ces terres, une source d’eau pure est le trésor le plus précieux.","In diesen Landen ist eine Quelle sauberen Wassers der kostbarste Schatz.","この地では清水の水源が最も貴重な宝だ。","이 땅에서는 맑은 물이 나는 수원이 가장 값나가는 보물입니다.","Nestas terras, a fonte de água limpa é o bem mais precioso.","В этих краях источник чистой воды – самое ценное сокровище.","En estas tierras, una fuente de agua pura es el tesoro más valioso.","แหล่งน้ำบริสุทธิ์ในแผ่นดินนี้\r\nล้ำค่ากว่าสมบัติใด","在這片土地上，純淨的水源是最具價值的寶藏。",0,[0],0,87,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
92,312,"[610,609,608]","The bones of marooned wanderers assemble here.","Les ossements des vagabonds abandonnés se rassemblent ici.","Die Knochen gestrandeter Wanderer haben sich hier angehäuft.","取り残された放浪者たちの骨が集まる場所。","조난당한 방랑자들의 뼈가 모여드는 곳입니다.","Os ossos de errantes perdidos se amontoam aqui.","Здесь собираются кости севших на мель странников.","Los huesos de los caminantes desterrados se reúnen aquí.","กระดูกนักพเนจรติดเกาะ\r\nรวมกลุ่มกันในสถานที่นี้","被遺棄的流浪者骸骨堆積於此。",0,[0],0,84,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
93,296,"[552,548]","We know the minds of generations past only by the works they left behind.","Nous ne connaissons l’esprit des générations passées que par les œuvres qu’elles ont laissées derrière elles.","Wir kennen die Gedanken vergangener Generationen nur durch die Werke, die sie hinterlassen haben.","過去の世代の考えは彼らが残した作品でのみ知ることができる。","과거에 살았던 세대의 생각을 알려면 그들이 남긴 작품을 보는 수밖에 없습니다.","Só podemos conhecer o pensamento das gerações passadas através de seu legado.","О том, чем жили прошлые поколения, мы узнаём только из оставленных ими трудов.","Solo conocemos las mentes de las generaciones pasadas por las obras que dejaron atrás.","เรารู้จักจิตใจของ\r\nคนหลายต่อหลายยุค\r\nด้วยผลงานที่พวกเขา\r\nทิ้งเอาไว้เบื้องหลัง","我們只能透過先人留下的作品，了解他們的思想。",0,[0],0,92,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
94,315,"[761,762,763,764]","The grandest sculptures are carved with neither hammer nor chisel.","Les plus grandes sculptures sont sculptées sans marteau ni burin.","Die imposantesten Skulpturen entstehen weder durch Hammer noch Meißel.","最も素晴らしい彫刻には槌もノミも使われていない。","가장 웅장한 조각품은 망치로 새긴 것도, 끌로 새긴 것도 아닙니다.","As esculturas mais impressionantes não precisam de martelo nem cinzel.","Величайшие скульптуры вытёсываются не молотом и не долотом.","Las esculturas más grandiosas no se tallan con martillo ni cincel.","รูปสลักที่ยิ่งใหญ่ที่สุด\r\nหาได้สลักขึ้นมา\r\nด้วยค้อนหรือสิ่วไม่","最宏偉的雕塑，並非靠錘子或鑿子雕刻而成。",0,[0],0,82,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
95,316,"[755,756,757,758,759]","Spirits gather where the world falls away.","Les esprits se rassemblent là où le monde s'effondre.","Geister versammeln sich dort, wo die Welt zu Ende geht.","世界が崩壊する場所で霊が集う。","세계가 무너져 내리는 곳에 혼백이 모여듭니다.","Espíritos se reúnem onde o mundo se desfaz.","Духи собираются там, где исчезает мир.","Los espíritus se reúnen donde el mundo se desvanece.","วิญญาณรวมตัว\r\nในถิ่นที่โลกล่มสลาย","在世界崩壞之處，魂靈聚集於此。",0,[0],0,74,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
96,304,"[745,746,747,748]","An undrinkable lagoon girt in unbreathable air.","Un lagon imbuvable entouré d'un air irrespirable.","Eine toxische Lagune, umgeben von toxischer Luft.","呼吸できぬ空気に囲まれた飲めぬ礁湖。","마실 수 없는 늪이 들이쉴 수 없는 공기를 에워싸고 있습니다.","Uma lagoa imprópria para consumo cercada por ar irrespirável.","Лагуна непригодной для питья воды, опоясанная непригодным для дыхания воздухом.","Una laguna imbebible rodeada de aire irrespirable.","บึงที่ดื่มไม่ได้\r\nห้อมล้อมอากาศ\r\nที่หายใจไม่ลง","一片水不能飲用、空氣也不能夠呼吸的潟湖。",0,[0],0,83,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
97,317,"[723,724,730,731,732]","Violent seas and hungry shores devour vessels, crew and all.","Les mers violentes et les rivages affamés dévorent les navires, l'équipage et tout le reste.","Stürmische Meere und hungrige Küsten verschlingen Schiffe, Besatzung und alles andere.","荒れた海と飢えた浜辺が船を船員ごと喰らう。","난폭한 바다와 굶주린 해안이 함선과 선원, 모든 것을 삼켜 버립니다.","Mares bravios e costas vorazes devoram embarcações, tripulação e tudo mais.","Бурные моря и голодные берега пожирают суда, команду и всё остальное.","Mares violentos y costas hambrientas devoran a los barcos, tripulación incluida.","ทะเลคลั่งและชายฝั่งกระหาย\r\nกลืนกินเรือไปพร้อมกับลูกเรือ","凶暴的海洋與饑餓的海岸吞噬著船隻與船員。",0,[0],0,93,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
98,407,[],"Our world is becoming... their world.","Notre monde devient… leur monde.","Unsere Welt wird zu … ihrer Welt.","我らの世界が……彼らの世界になっていく。","우리의 세계가... 그들의 세계로 변하고 있다.","Nosso mundo está se tornando... o deles.","Наш мир становится... их миром.","Nuestro mundo se está conviertiendo... en su mundo.","โลกของเราเริ่มกลายเป็น...\r\nโลกของพวกมัน","我們的世界正逐漸變成……他們的世界。",6,[0],41,112,3,41,13,4833,41,819,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
99,408,[],"A rare chance to strike back at the horde...","Une rare chance de riposter face à la horde…","Eine seltene Gelegenheit, der Horde einen Schlag zu versetzen …","軍勢に反撃できる稀な機会だ……","무리에게 역습을 가할 흔치 않은 기회...","Uma chance rara de contra-atacar a horda...","Редкая возможность нанести орде ответный удар...","Una oportunidad única para contraatacar a la horda...","เป็นโอกาสน้อยนิด\r\nในการโต้กลับฝูงนี้...","一個能反擊那巢群的罕見機會……",14,[0],42,113,"",42,5,4833,42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
100,432,[],"Silent and imposing, it dominates the landscape.","Silencieux et imposant, il surplombe le paysage.","Stumm und imposant beherrscht es die Landschaft.","静かに、厳かに、それは周囲を見下ろしている。","말없이 위압적인 모습으로 풍경을 압도한다.","Silencioso e imponente, ele se impõe na paisagem.","Безмолвный и внушительный, он возвышается над округой.","Silenciosa e imponente, domina el paisaje.","โออ่าและเงียบงัน\r\nตั้งตระหง่านเหนือภูมิทัศน์","靜謐且威嚴，它傲然屹立於大地之上。",5,[0],0,"","",3,13,4833,0,634,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,1,"",[],1,"","","","","","","","","","",800
101,433,[],"Long lost secrets lie buried beyond.","Des secrets égarés depuis longtemps gisent enfouis plus loin.","Längst vergessene Geheimnisse liegen dahinter verborgen.","この先には失われて久しい秘密が埋まっている。","오래전 잊힌 비밀이 저 너머에 묻혀 있다.","Segredos há muito perdidos jazem enterrados adiante.","Давно утерянные секреты захоронены за ним.","Antiguos secretos olvidados yacen enterrados más allá.","ความลับที่สาบสูญไปเนิ่นนาน\r\nถูกฝังอยู่เบื้องหน้า","遺忘已久的秘密，就埋藏在那彼端。",0,[0],0,"","",3,13,4833,0,634,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,1,"",[],"","","","","","","","","","","",300
102,434,[],"What kind of people could have built such a thing?","Quel genre de peuple a bien pu construire une telle chose ?","Welche Art von Mensch könnte so etwas erbaut haben?","一体どんな者たちがこんなものを作れたのだろう？","이런 것을 짓다니, 대체 어떤 이들이었을까?","Que tipo de gente conseguiria construir algo assim?","Что за народ сумел возвести такое?","¿Qué tipo de personas construirían algo así?","กลุ่มชนแบบใด\r\nสร้างของพรรค์นี้ขึ้นมาได้?","究竟是什麼樣的人，才能建造出這樣的東西？",5,[0],0,"","",3,13,4833,0,634,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,1,"",[],1,"","","","","","","","","","",800
103,362,[],"Perhaps the truth of history may be found within.","La vérité de l'histoire se trouve peut-être à l'intérieur.","Vielleicht liegt darin die Wahrheit der Geschichte verborgen.","この中に歴史の真実があるかもしれない。","안에서 역사의 진실을 찾게 될지도 모른다.","Talvez a verdade da história esteja lá dentro.","Быть может, внутри кроется историческая правда.","Puede que la verdad de la historia se encuentre en su interior.","ความจริงในประวัติศาสตร์\r\nอาจอยู่ในนี้ก็เป็นได้","或許，歷史的真相就藏在其中。",0,[0],0,"","",3,8,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,160,160,1,1,[],"","","","","","","","","","","",0
104,428,[],"One cannot create life without the power to take it.","Nul ne peut créer la vie sans avoir le pouvoir de l'ôter.","Man kann kein Leben erschaffen, ohne die Macht zu besitzen, es zu nehmen.","生命を奪う力なくして生命を生み出すことはできない。","생명을 취할 힘 없이는 생명을 창조할 수도 없다.","Não se pode criar a vida sem ter o poder de tirá-la.","Нельзя сотворить жизнь, не имея способности забрать её.","No se puede crear vida sin el poder de quitarla.","ไม่มีผู้ใดสร้างชีวิตได้\r\nโดยไร้พลังในการพรากชีวิต","若無奪取生命的力量，便無法創造生命。",15,[50],28,114,0,28,13,4833,28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,0,60,60,"","",[],1,"","","","","","","","","","",0
105,429,[],"One cannot take life without the power to create it.","Nul ne peut ôter la vie sans avoir le pouvoir de la créer.","Man kann kein Leben nehmen, ohne die Macht zu besitzen, es zu erschaffen.","生命を生み出す力なくして生命を奪うことはできない。","생명을 창조할 힘 없이는 생명을 취할 수도 없다.","Não se pode tirar a vida sem ter o poder de criá-la.","Нельзя забрать жизнь, не имея способности сотворить её.","No se puede quitar vida sin el poder de crearla.","ไม่มีผู้ใดพรากชีวิตได้\r\nโดยไร้พลังในการสร้างชีวิต","若無創造生命的力量，便無法奪取生命。",15,[50],28,115,0,28,13,4833,28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,0,60,60,"","",[],1,"","","","","","","","","","",0
106,358,[],"Within lies power beyond comprehension.","Ils renferment un pouvoir inimaginable.","Darin steckt eine Macht von unvorstellbarer Größe.","その内には人知を超えた力が眠っている。","이해의 범주를 넘어선 힘이 깃들어 있습니다.","Ali reside um poder além da compreensão.","Внутри таится сила, превосходящая понимание.","En su interior yace un poder más allá de toda comprensión.","ภายในแฝงไว้\r\nซึ่งพลังเหนือคณานับ","其中隱藏著難以理解的力量。",0,[0],30,"","",30,8,4833,30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,75,0,260,280,1,1,[],"","","","","","","","","","","",0
107,363,[568],"Where reality begins and ends is uncertain.","Là où la réalité commence et se termine est incertain.","Wo Realität beginnt und endet, ist ungewiss.","現実の始まる場所と終わる場所が不確かだ。","현실이 풀어헤쳐지고 끝이 불확실한 곳.","Onde a realidade começa e termina é incerto.","Где начинается и кончается реальность – неизвестно.","La frontera entre el inicio y el final de la realidad es incierta.","ความเป็นจริง\r\nเริ่มหรือจบที่ใด\r\nไม่มีใครรู้","現實的始終已模糊難辨。",10,[0],0,116,"",3,13,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,60,60,1,"",[],1,"","","","","","","","","","",800
108,365,[687],"Your eyes betray you at every turn.","Vos yeux vous trahissent à chaque tournant.","Eure Augen verraten Euch bei jeder Gelegenheit.","どこへ行っても目が嘘をつく。","눈이 매 순간 배신한다.","Seus olhos te traem a cada instante.","Глаза обманывают тебя на каждом углу.","Tus ojos te delatan a cada paso.","หันไปทางใด\r\nตาเจ้าก็ทรยศอยู่","你的雙眼在每個轉瞬之際都在背叛你。",10,[0],0,116,"",3,13,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,60,60,1,"",[],1,"","","","","","","","","","",800
109,334,[761],"There is no bleaker tundra than a city at night.","Il n'y a pas plus morne toundra qu'une ville de nuit.","Nichts ist trostloser als eine Stadt bei Nacht.","夜の都市ほど荒涼としたツンドラはない。","밤의 도시보다 황량한 동토는 없다.","Não há tundra mais sombria que uma cidade à noite.","Нет серее тундры, нежели город в ночи.","No hay tundra más lúgubre que una ciudad al caer la noche.","ไม่มีที่ราบใดที่ยะเยือกเย็น\r\nเช่นนครยามค่ำคืนแล้วแล","沒有哪片苔原，會比深夜裡的城市更加荒涼。",0,[0],0,106,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
110,321,[712],"Fell blooms and grasping roots grow in shadow.","Fleurs funestes et racines agrippantes croissent dans l'ombre.","Im Schatten wachsen abgestorbene Blüten und sich festklammernde Wurzeln.","恐ろしき花や蠢く根が影の中で育つ。","그림자 속에서 불길한 꽃과 움켜쥐는 뿌리가 자란다.","Flores sombrias e raízes constringentes crescem nas sombras.","Гиблые соцветия и цепкие корни прорастают в тени.","Flores caídas y raíces enredadas crecen en las sombras.","ดอกชั่วช้าและรากเหนี่ยวรั้ง\r\nล้วนเติบโตในเงามืด","邪惡的花朵與盤繞的根鬚，在陰影中滋長。",0,[0],0,95,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
111,305,[],"Haunting echoes carry a song of sorrow...","Des échos lancinants portent une mélopée de tristesse…","Gespenstische Echos verkünden ein Lied der Trauer …","呪われた残響が悲しみの歌を歌っている……","오싹한 메아리에 슬픔의 노래가 실려 온다...","Ecos sinistros trazem uma canção de tristeza...","Призрачное эхо разносит песнь печали...","Ecos inquietantes transmiten una canción melancólica...","เสียงสะท้อนหลอนประสาท\r\nนำพาเพลงโศก...","縈繞不去的迴響，傳送著悲傷的歌謠……",0,[0],0,91,0,3,14,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
112,299,[581],"They scrabble and dig; they know not why...","Ils grattent et creusent ; ils ne savent pas pourquoi…","Sie kratzen und graben, ohne zu wissen, warum …","彼らは引っ掻き、掘るが、その理由は知らない……","그들은 이유도 모른 채 긁고 파헤친다...","Eles se arrastam e cavam sem saber o motivo...","Они гребут и копают; а зачем, не знают...","Cavan y escarban; y no saben por qué...","พวกมันขุดคุ้ย\r\nโดยไม่รู้เหตุผล...","他們四處爬行挖掘；卻不知為何而戰……",0,[0],0,100,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
113,314,[731],"The sea returns everything eventually. Even the dead.","La mer finit toujours par tout rendre. Même les morts.","Das Meer spült irgendwann alles wieder an Land. Sogar die Toten.","海はやがて全てのものを返してくれる。死者さえも。","바다는 결국 모든 것을 돌려주며, 죽은 자조차 예외는 아니다.","O mar acaba devolvendo tudo. Até o mortos.","Рано или поздно море всё выносит на берег. Даже мертвецов.","El mar lo devuelve todo con el tiempo. Hasta a los muertos.","ท้ายที่สุดทะเลจะคืนทุกสิ่ง\r\nกระทั่งคนตาย","大海最終會歸還一切。即便是死者也不例外。",0,[0],0,97,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
114,297,[604],"Cruel time and change, now plains only in name.","Temps cruel et changement, il ne reste de plaines que le nom.","Grausame Zeit und Wandel – heute sind es nur noch Ebenen dem Namen nach.","残酷な時と変化により、今は平原とは名ばかりだ。","잔혹한 세월과 변화 속에, 이제 평원이라는 이름만 남았다.","O tempo foi cruel e tudo mudou. Agora, são planícies só no nome.","Сурово времени испытание – теперь от равнин одно название.","El tiempo, cambio innoble, deja de llanuras solo el nombre.","เวลาและการเปลี่ยนแปลงอันทรหด\r\nทำให้ที่ราบนี้เหลือเพียงชื่อ","殘酷的時光與變遷，讓此處僅剩平原之名。",0,[0],0,99,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
115,268,[667],"Live by the power of Corruption... die by madness.","Vivre par le pouvoir de la Corruption… périr par la folie.","Mit der Macht der Korruption leben … dem Wahnsinn erliegen.","穢れの力により生き……狂気により死ぬ。","타락의 힘에 기대어 살고... 광기에 죽는다.","Viva pelo poder da corrupção... morra na loucura.","Кто силою Порчи живёт... тот от безумия погибнет.","Vive con el poder de la corrupción... y morirás por la locura.","อยู่ด้วยพลังมลทิน...\r\nตายด้วยความบ้าคลั่ง","依憑腐敗的力量而生……亦將在瘋狂中枯萎。",0,[0],0,107,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
116,298,[591],"The air is acrid. The skin burns. No doubt... sulphite.","L'air est âcre. La peau brûle. Aucun doute… du sulfite.","Die Luft ist beißend. Die Haut brennt. Kein Zweifel … Sulfit.","刺激臭がする。肌が燃えるようだ。間違いない……サルファイトだ。","공기가 매캐하고, 살갗은 타는 듯하다. 이건 틀림없이... 아황산염이다.","O ar é ácido. A pele arde. Só pode ser... sulfito.","Воздух едок. Кожу жжёт. Несомненно... сульфит.","El aire es acre. La piel te arde. No hay duda... es sulfito.","อากาศฉุน ผิวไหม้\r\nย่อมเป็น... ซัลไฟต์เป็นแน่","空氣刺鼻，皮膚灼熱。毫無疑問……是亞硫酸鹽。",0,[0],0,108,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
117,300,[709],"It's always raining, but the channels never fill...","Il pleut sans cesse, mais les canaux ne se remplissent jamais…","Es regnet ständig, aber die Kanäle füllen sich nie …","雨が降り続けるが、水路が満たされることはない……","언제나 비가 내리지만, 수로는 차오르지 않는다...","Não para de chover, mas os canais nunca enchem...","Дождь идёт постоянно, а каналы всё никак не наполнятся...","Siempre está lloviendo, pero los canales nunca se llenan...","ฝนตกอยู่ชั่วกาล\r\nแต่ร่องน้ำก็ไร้น้ำ...","暴雨永無止歇，溝壑卻從未盈滿……",0,[0],0,109,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
118,322,[558],"Calm, bleak twilight holds only despair.","Un crépuscule calme et morne, où seul subsiste le désespoir.","Die ruhige, trostlose Dämmerung birgt nur Verzweiflung.","静かで荒涼たる黄昏には絶望しかない。","고요하고 황량한 황혼에 오직 절망만이 있다.","Um crepúsculo calmo e sombrio carrega apenas desespero.","Спокойный, бледный сумрак хранит только отчаяние.","Un atardecer tranquilo y sombrío que solo contiene desesperación.","แสงอรุณที่เย็นเยือกและสงบ\r\nมีเพียงความสิ้นหวังเท่านั้น","寂靜而荒涼的暮色中，唯有絕望。",0,[0],0,104,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
119,293,[575],"A mad Thane rules over ruin.","Un Thane fou règne sur un tas de ruines.","Ein wahnsinniger Thane herrscht über die Ruinen.","狂った族長が廃墟を治めている。","광기에 휩싸인 영주가 폐허를 다스린다.","Um thane louco governa sobre ruínas.","Безумный тан властвует на развалинах.","Un Thane enloquecido reina sobre las ruinas.","เธนคลั่งตั้งตนเป็นใหญ่\r\nเหนือซากปรักหักพัง","一位瘋狂的領主統治著這片廢墟。",0,[0],0,102,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
120,319,[],"Follow in her footsteps... if you dare.","Marchez sur ses traces… si vous l'osez.","Tretet in ihre Fußstapfen … wenn Ihr Euch traut.","彼女に続け……その勇気があれば。","그녀의 발자취를 따라가라... 그럴 용기가 있다면.","Siga os passos dela... se tiver coragem.","Пройди по её стопам... если смелости хватит.","Sigue sus pasos... si te atreves.","ตามรอยเท้าของเธอเสีย...\r\nหากเจ้ากล้าพอ","追隨她的腳步吧……如果你夠膽的話。",0,[0],0,"",0,3,14,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
121,320,[],"It continues still, its purpose unknown.","L'oeuvre se poursuit, son dessein demeurant inconnu.","Es geht immer noch weiter, wobei sein Zweck unbekannt ist.","目的が知られぬまま、未だ続いている。","그것은 여전히 계속되고, 그 목적은 아직도 알 수 없다.","Ainda continua, com um propósito desconhecido.","Продолжается по сей день с неизвестной целью.","Aún continúa, con un propósito desconocido.","มันยังดำเนินต่อไป\r\nโดยไม่มีใครรู้จุดมุ่งหมาย","它仍在持續運作，其目的依舊成謎。",0,[0],0,96,0,3,14,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
122,323,[601],"When does protection become a prison?","À quel moment la protection devient-elle une prison ?","Wann wird aus Schutz ein Gefängnis?","保護はどの時点から牢獄となるのだろうか？","보호와 감옥의 경계는 어디인가?","Quando a proteção se torna uma prisão?","Когда защита становится тюрьмой?","¿Cuándo una protección se convierte en prisión?","ที่คุ้มภัยกลายเป็นที่คุมขัง\r\nไปตั้งแต่เมื่อไรกัน?","守護何時會演變為囚禁？",0,[0],0,94,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
123,311,[],"Something rumbles in the lava-lit gloom.","Quelque chose gronde dans l'obscurité des reflets magmatiques.","Etwas grollt in der von Lava erhellten Dunkelheit.","溶岩に照らされた闇の中で何かが重い音を立てている。","용암만이 빛나는 어둠 속에서 뭔가 요동친다.","Algo se agita na penumbra iluminada pela lava.","Что-то гудит в освещённом лавой мраке.","Algo retumba en penumbra iluminada por la lava.","มีบางสิ่งเคลื่อนกาย\r\nในความมืดใต้แสงลาวา","熔岩映照的幽暗中，有什麼正發出隆隆聲響。",0,[0],0,98,0,3,14,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
124,295,[580],"The felling continues, unto insanity.","L'abattage se poursuit, jusqu'à ce que folie s'ensuive.","Die Abholzung geht weiter, bis der Wahnsinn uns einholt.","伐採は続く、狂い果てるまで。","벌목이 광기에 이를 때까지 계속된다.","O desmatamento continua até levar à loucura.","Вырубка продолжается, вплоть до безумия.","La tala continúa, hasta la locura.","การโค่นไม้ยังเกิดขึ้นสืบไป\r\nโค่นไปจนสิ้นสติ","砍伐仍在繼續，直至陷入瘋狂。",0,[0],0,101,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
125,324,[],"This cavern burns hot and deadly.","Cette caverne n'est que brasier et mort.","Diese Höhle brennt heiß und tödlich.","この洞窟は熱く危険に燃えている。","이 동굴은 뜨겁고 치명적으로 타오른다.","Esta caverna brilha quente e mortal.","Пещера эта горяча и смертоносна.","Esta caverna arde, abrasadora y letal.","ไอร้อนในถ้ำนี้\r\nทั้งแผดเผาและอันตรายยิ่ง","這座洞窟燃燒著致命的高溫。",0,[0],0,103,0,3,14,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
126,400,[],"Exactly as you remember it...","Exactement comme dans vos souvenirs…","Genau so, wie Ihr es in Erinnerung habt ... ","君の記憶にあるままだ……","기억 속 모습 그대로다...","Exatamente como você se lembra...","В точности каким ты его помнишь...","Exactamente como lo recuerdas...","เป็นอย่างที่เจ้าจำได้\r\nทุกประการ...","就如同你記憶中的那般...",14,[0],0,110,"",3,13,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[37],"","","","","","","","","","","",0
