"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","i32_38","bool_42","bool_43","i32_44","[rid]_48","BaseItemTypesKey","bool_80","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string_133","string_133 (French)","string_133 (German)","string_133 (Japanese)","string_133 (Korean)","string_133 (Portuguese)","string_133 (Russian)","string_133 (Spanish)","string_133 (Thai)","string_133 (Traditional Chinese)","MaxLevel","rid_145","UnlockItem","Encounter_AchievementItemsKeys","Environment","InheritsFrom","bool_217","MinimapIcons","[rid]_234","string_250","i32_258","i32_262","bool_266","Colour","OutlineColour","bool_299","bool_300","LeagueChallenges","IsHardmode","StatsHardmode","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361","[rid]_362","[rid]_378","[rid]_394"
765,"Metadata/Chests/LeagueIncursion/AtziriVaultChestPrimary","",4,"Atziri's Vault","Coffre du Temple d'Atziri","Atziris Gewölbe","アッツィリの宝物","앗지리의 금고실","Cofre de Atziri","Сокровища Атзири","Cámara de Atziri","พระคลังอัถสิริ","阿茲里的寶庫","[""Metadata/Chests/IncursionAtziriLeadupChests/AtziriLeadupChest.ao""]",1,10,"","",100,[],"","","[15045,15046,15047]",[1302],63,0,"","M","N","","","M","MP","F","","",100,"","",[],"","Metadata/Chests/LeagueIncursion/AtziriVaultChestPrimary","","",[],"",0,0,1,49,"","","",[],1,[],"","","",3,1000,"",1,[],[],[]
766,"Metadata/Chests/LeagueIncursion/AtziriVaultChestSecondary","",4,"Royal Trove","Trésor royal","Königlicher Schatz","王家の財宝箱","왕실 발견물","Repositório Real","Царская казна","Arca real","สมบัติราชสำนัก","皇家藏品","[""Metadata/Chests/IncursionAtziriLeadupChests/AtziriLeadupChestSmall.ao""]",1,10,"","",100,[],"","","[15043,15044]",[],63,0,"","M","M","","","M","FS","F","","",100,"","",[],"","Metadata/Chests/LeagueIncursion/AtziriVaultChestSecondary","","",[],"",0,0,1,49,"","","",[],1,[],"","","",3,1000,"",1,[],[],[]
767,"Metadata/Chests/KaruiWarriorCorpse/KaruiWarriorCorpse_01",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/KaruiWarriorCorpse/BloodiedKaruiWarriorCorpseChest_01.ao""]",1,4,"","",100,[],"",1,[],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/CorpseChest_HeartOfTheTribe",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
768,"Metadata/Chests/KaruiWarriorCorpse/SoulCasterCorpse_01",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/KaruiWarriorCorpse/BloodiedKaruiSoulCasterChest_01.ao""]",1,4,"","",100,[],"",1,[],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/CorpseChest_HeartOfTheTribe",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
769,"Metadata/Chests/KaruiWarriorCorpse/KaruiWarriorCorpse_02",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/LargeBodies/KaruiWarriors/BloodiedKaruiWarriorHook_01.ao""]",1,4,"","",100,[],"",1,[],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/CorpseChest_HeartOfTheTribe",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
770,"Metadata/Chests/KaruiWarriorCorpse/KaruiWarriorCorpse_03",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/LargeBodies/KaruiWarriors/BloodiedKaruiWarriorHorn_01.ao""]",1,4,"","",100,[],"",1,[],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/CorpseChest_HeartOfTheTribe",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
771,"Metadata/Chests/KaruiWarriorCorpse/KaruiWarriorCorpse_04",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/LargeBodies/KaruiWarriors/BloodiedKaruiWarriorRot_01.ao""]",1,4,"","",100,[],"",1,[],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/CorpseChest_HeartOfTheTribe",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
772,"Metadata/Chests/CenobiteChest01",1,4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/CenobiteChest/CenobiteChest01.ao""]",1,6,"","",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,600,"",1,[],[],[]
773,"Metadata/Chests/CenobiteChest02",1,4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/CenobiteChest/CenobiteChest02.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,400,"",1,[],[],[]
774,"Metadata/Chests/CenobiteChest03",1,4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/CenobiteChest/CenobiteChest03.ao""]",1,6,"","",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,600,"",1,[],[],[]
775,"Metadata/Chests/CenobiteChest04",1,4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/CenobiteChest/CenobiteChest04.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,400,"",1,[],[],[]
776,"Metadata/Chests/CenobiteChest05",1,3,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/CenobiteChest/CenobiteChest05.ao""]",1,2,"","",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,200,"",1,[],[],[]
777,"Metadata/Chests/AggoratQuestItemChest","",2,"","","","","","","","","","","[""Metadata/Chests/Gold/invisible_chest.ao""]","",0,"","",100,[],"","",[],[],"",0,"","","","","","","","","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[],"","","",3,0,"",1,[],[],[]
778,"Metadata/Terrain/Gallows/Act3/3_1/Objects/Landmark_Chest","",4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest06.ao""]",1,4,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_1/Objects/Landmark_Chest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,1,3,0,"",1,[],[],[]
779,"Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,10,"","",170,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","",1,3,0,"",1,[],[],[]
780,"Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest_Magic1",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/PetropheresChests/Petrophere01.ao""]",1,4,"",1,100,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest_Magic",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,"",3,0,"",1,[],[],[]
781,"Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest_Magic2",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,4,"",1,100,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest_Magic",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,"",3,0,"",1,[],[],[]
782,"Metadata/Terrain/Gallows/Act3/3_3/Objects/Landmark_Chest",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,10,"","",170,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_3/Objects/Landmark_Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","",1,3,0,"",1,[],[],[]
783,"Metadata/Terrain/Gallows/Act3/3_5/Objects/Landmark_Chest",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,10,"","",170,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_5/Objects/Landmark_Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","",1,3,0,"",1,[],[],[]
784,"Metadata/Terrain/Gallows/Act4/4_1_1/Objects/Landmark_Chest",1,4,"Fossilised Formation","Formation fossilisée","Versteinerte Formation","石化した構造物","화석화된 퇴적물","Formação Fossilizada","Окаменевшая формация","Formación fosilizada","แนวฟอสซิล","化石岩層","[""Metadata/Chests/DelveChests/FossilizedChestClosed.ao""]",1,25,"","",100,[],"","",[],[],61,0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_1_1/Objects/Landmark_Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","",1,3,0,"",1,[],[],[]
785,"Metadata/Terrain/Gallows/Act4/4_4_1/Objects/Landmark_Chest","",4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KaruiChests/KaruiChest_01.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_4_1/Objects/Landmark_Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","",1,3,0,"",1,[],[],[]
786,"Metadata/Chests/Bloodwood/BloodwoodChest01",1,4,"Pustule","Pustule","Pustel","膿疱","농포","Pústula","Пустула","Pústula","ตุ่มหนอง","膿包","[""Metadata/Chests/Bloodwood/BloodwoodChest01.ao""]",1,7,"",1,100,[],"","",[],[],61,0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,700,"",1,[],[],[]
787,"Metadata/Chests/Bloodwood/BloodwoodChest02",1,4,"Pustule","Pustule","Pustel","膿疱","농포","Pústula","Пустула","Pústula","ตุ่มหนอง","膿包","[""Metadata/Chests/Bloodwood/BloodwoodChest02.ao""]",1,5,"",1,100,[],"","",[],[],61,0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,500,"",1,[],[],[]
788,"Metadata/Chests/Bloodwood/BloodwoodChest03",1,4,"Pustule","Pustule","Pustel","膿疱","농포","Pústula","Пустула","Pústula","ตุ่มหนอง","膿包","[""Metadata/Chests/Bloodwood/BloodwoodChest03.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
789,"Metadata/Terrain/Gallows/Act2/2_8/Objects/LandmarkSkeletonChest","",2,"The Unremembered","L'Oublié","Der Vergessene","忘れられた者","기억되지 않는 자","O Não Lembrado","Не оставшийся в памяти","El Olvidado","ผู้ถูกลืมเลือน","忘卻","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest06.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act2/2_8/Objects/LandmarkSkeletonChest.ots",1,"",[],"",0,0,"","","","","",[],"",[],"","","",3,0,"",1,[],[],[]
790,"Metadata/Chests/ImpaledGuardBodyLandmark01",1,4,"Impaled Corpse","Cadavre empalé","Aufgespießter Leichnam","串刺しの死体","꿰뚫린 시신","Cadáver Empalado","Пронзённый труп","Cadáver empalado","ศพที่ถูกเสียบ","刺穿屍體","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_01.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act2/2_3/Objects/ImpaledCorpseChest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1,[],[],[]
791,"Metadata/Chests/ImpaledGuardBodyLandmark02",1,4,"Impaled Corpse","Cadavre empalé","Aufgespießter Leichnam","串刺しの死体","꿰뚫린 시신","Cadáver Empalado","Пронзённый труп","Cadáver empalado","ศพที่ถูกเสียบ","刺穿屍體","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_02.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act2/2_3/Objects/ImpaledCorpseChest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1,[],[],[]
792,"Metadata/Chests/ImpaledGuardBodyLandmark03",1,4,"Impaled Corpse","Cadavre empalé","Aufgespießter Leichnam","串刺しの死体","꿰뚫린 시신","Cadáver Empalado","Пронзённый труп","Cadáver empalado","ศพที่ถูกเสียบ","刺穿屍體","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_03.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act2/2_3/Objects/ImpaledCorpseChest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1,[],[],[]
793,"Metadata/Chests/ImpaledGuardBodyLandmark04",1,4,"Impaled Corpse","Cadavre empalé","Aufgespießter Leichnam","串刺しの死体","꿰뚫린 시신","Cadáver Empalado","Пронзённый труп","Cadáver empalado","ศพที่ถูกเสียบ","刺穿屍體","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_04.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act2/2_3/Objects/ImpaledCorpseChest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1,[],[],[]
794,"Metadata/Chests/ImpaledGuardBodyLandmark05",1,4,"Impaled Corpse","Cadavre empalé","Aufgespießter Leichnam","串刺しの死体","꿰뚫린 시신","Cadáver Empalado","Пронзённый труп","Cadáver empalado","ศพที่ถูกเสียบ","刺穿屍體","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_05.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act2/2_3/Objects/ImpaledCorpseChest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1,[],[],[]
795,"Metadata/Chests/ImpaledGuardBodyLandmark06",1,4,"Impaled Corpse","Cadavre empalé","Aufgespießter Leichnam","串刺しの死体","꿰뚫린 시신","Cadáver Empalado","Пронзённый труп","Cadáver empalado","ศพที่ถูกเสียบ","刺穿屍體","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_06.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act2/2_3/Objects/ImpaledCorpseChest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1,[],[],[]
796,"Metadata/Terrain/Gallows/Act2/2_9/Objects/TrappedChestLesser",1,3,"Pot","Pot","Topf","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KethPots/KethPot_05.ao""]",1,8,"",1,100,[],"",1,[],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,3,800,"",1,[],[],[]
797,"Metadata/Chests/Breach/BreachChest6Large",1,3,"Xesht-Ula's Clasped Hand","Poing serré de Xesht-Ula","Klammernde Hand von Xesht-Ula","ゼシュト・ウラの握られた手","제쉬트-울라의 움켜잡는 손","Punho Fechado de Xesht-Ula","Сокровище Ксешт-Улы","Puño cerrado de Xesht-Ula","มือกุมแน่นของเซ็ชท์-อูลา","烈許烏拉的抑制之手","[""Metadata/Chests/Breach/BreachChestLarge.ao""]",1,0,"","",100,[],"","",[],[],"",0,"","M","F","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,1,"","","","",[],"",[],"","","",1,0,"",1,[],[],[]
798,"Metadata/Chests/WitchCauldronLandmark",1,3,"Cauldron","Chaudron","Kessel","大釜","가마솥","Caldeirão","Котёл","Caldero","หม้อต้ม","大鍋爐","[""Metadata/Chests/WitchCauldron/WitchCauldron01NoEffects.ao""]","",6,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1,[],[],[]
799,"Metadata/Chests/RedvaleChest15_MagicAndRare",1,4,"Rusted Chest","Coffre rouillé","Verrostete Truhe","錆びたチェスト","녹슨 상자","Baú Enferrujado","Ржавый сундук","Cofre oxidado","หีบขึ้นสนิม","生鏽箱子","[""Metadata/Chests/RedVale/RedvaleChest15.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
800,"Metadata/Chests/RedvaleChest16_MagicAndRare",1,4,"Rusted Chest","Coffre rouillé","Verrostete Truhe","錆びたチェスト","녹슨 상자","Baú Enferrujado","Ржавый сундук","Cofre oxidado","หีบขึ้นสนิม","生鏽箱子","[""Metadata/Chests/RedVale/RedValeChest16.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
801,"Metadata/Chests/RedvaleChest18_MagicAndRare",1,4,"Rusted Chest","Coffre rouillé","Verrostete Truhe","錆びたチェスト","녹슨 상자","Baú Enferrujado","Ржавый сундук","Cofre oxidado","หีบขึ้นสนิม","生鏽箱子","[""Metadata/Chests/RedVale/RedValeChest18.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
802,"Metadata/Chests/RedvaleChest22_MagicAndRare",1,4,"Rusted Chest","Coffre rouillé","Verrostete Truhe","錆びたチェスト","녹슨 상자","Baú Enferrujado","Ржавый сундук","Cofre oxidado","หีบขึ้นสนิม","生鏽箱子","[""Metadata/Chests/RedVale/RedValeChest22.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
803,"Metadata/Chests/Caravan/DreadnoughtMarakethChest03_MagicAndRare",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Arca","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest03.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
804,"Metadata/Chests/Caravan/DreadnoughtMarakethChest01_MagicAndRare",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Arca","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest01.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
805,"Metadata/Chests/Caravan/DreadnoughtMarakethChest04_MagicAndRare",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Arca","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest04.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
806,"Metadata/Terrain/Gallows/Act1/1_13_2/Objects/BlacksmithChest",1,2,"Blacksmith's Chest","Coffre du forgeron","Schmiedetruhe","鍛冶屋のチェスト","대장장이의 상자","Baú do Ferreiro","Сундук кузнеца","Cofre del herrero","หีบช่างเหล็ก","鐵匠的箱子","[""Metadata/Chests/Chests/Chest26.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act1/1_13_2/Objects/BlacksmithChest",1,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1,[],[],[]
807,"Metadata/Chests/UniqueVaultGoldChest_02",1,4,"Canister","Bidon","Kanister","キャニスター","용기","Vasilhame","Контейнер","Contenedor","ภาชนะบรรจุ","罐子","[""Metadata/Chests/VaalGoldenCannisters/VaalGoldenCannister02.ao""]",1,10,"","",100,[],"","",[8685],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,1,1,0,1000,"",1,[],[],[]
808,"Metadata/Chests/UniqueVaultGoldChest_01","",4,"Kamasa's Treasury","Trésor de Kamasa","Kamasas Schatzkammer","カマサの宝箱","카마사의 보물 창고","Fortuna de Kamasa","Казна Камасы","Tesoro de Kamasa","สมบัติคามาซา","金盒","[""Metadata/Chests/KethAscendancyChests/kethChestGold.ao""]",1,40,"","",100,[],"","",[8685],[],61,0,"","M","F","","","F","FS","M","","",100,"","",[],"","Metadata/Chests/Vault/UniqueVaultGoldChest",1,"",[],"",0,0,"","","","","",[],1,[],"",1,1,3,4000,"",1,[],[],[]
809,"Metadata/Chests/UniqueVaultGoldCluster_01","",2,"","","","","","","","","","","[""Metadata/Chests/Gold/invisible_chest.ao""]","",40,"","",100,[],"","",[8685],[],"",0,"","","","","","","","","","",100,"","",[],"","Metadata/Chests/Gold/GoldPile",1,"",[],"",0,0,"","","","","",[],1,[],1,"","",1,0,"",1,[],[],[]
810,"Metadata/Chests/UniqueVaultGoldCluster_02","",2,"","","","","","","","","","","[""Metadata/Chests/Gold/invisible_chest.ao""]","",10,"","",100,[],"","",[8685],[],"",0,"","","","","","","","","","",100,"","",[],"","Metadata/Chests/Gold/GoldPile",1,"",[],"",0,0,"","","","","",[],1,[],1,"","",1,0,"",1,[],[],[]
811,"Metadata/Chests/UniqueVaultGoldCluster_03","",2,"","","","","","","","","","","[""Metadata/Chests/Gold/invisible_chest.ao""]","",2,"","",100,[],"","",[8685],[],"",0,"","","","","","","","","","",100,"","",[],"","Metadata/Chests/Gold/GoldPile",1,"",[],"",0,0,"","","","","",[],1,[],1,"","",1,0,"",1,[],[],[]
812,"Metadata/Chests/UniqueVaultWallVault","",4,"Vault","Coffre mural","Gewölbe","宝物庫","금고실","Cofre","Ниша","Bóveda","หีบนิรภัย","寶庫","[""Metadata/Terrain/Dungeon/TreasureVault/VaultDoorChest/VaultDoorChest.ao""]",1,10,"","",100,[],"","",[8685],[],"",0,"","M","N","","","M","FS","F","","",100,"","",[],"","Metadata/Chests/VaalChests/VaalWallVault",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,2,1000,"",1,[],[],[]
813,"Metadata/Chests/LeaguesExpedition/KaruiTotemChest","",4,"Arohongui's Hoard","Réserve d'Arohongui","Arohonguis Hort","アロホングイの貯蔵箱","아로호누이의 비축물","Tesouro de Arohongui","Клад Арохонгуи","Reservas de Arohongui","หีบสมบัติอะโรฮอนงุย","艾蘿紅薇的寶藏箱","[""Metadata/Terrain/Doodads/Leagues/Expedition/MiscExplodables/KaruiCurrencyTotem.ao""]",1,10,"","",100,[],"","",[5207],[],"",0,"","F","M","","","M","MS","FP","","",100,"","",[],"","Metadata/Terrain/Leagues/Expedition/Objects/Chests/KaruiTotemChest",1,"",[],"smash_01_01",0,0,"","","","","",[],1,[],"",1,1,3,1000,"",1,[],[],[]
814,"Metadata/Terrain/Doodads/Leagues/Expedition/ExpeditionVaalStoneChest","",3,"Vaal Chest","Coffre vaal","Vaal-Truhe","ヴァールのチェスト","바알 상자","Baú Vaal","Сундук ваал","Cofre vaal","หีบวาล์","瓦爾寶箱","[""Metadata/Terrain/Doodads/Leagues/Expedition/ExpeditionVaalStoneChest02.ao""]",1,1,"","",100,[],"","",[14112],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","","",1,100,"",1,[],[],[]
815,"Metadata/Chests/LeaguesExpedition/GenericShatterable","",2,"","","","","","","","","","","[""Metadata/Chests/Gold/invisible_chest.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","","","","","","","","","",100,"","",[],"","Metadata/Terrain/Leagues/Expedition/Objects/ExpeditionShatterDoodad",1,"",[],"",0,0,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
