"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid_218","i32_234","Pickup_AchievementItems","SMFiles","Identify_AchievementItems","EPKFile","Corrupt_AchievementItems","IsAlternateArt","bool_311","CreateCorruptedJewelAchievementItem","AnimationLocation","string_336","string_344","string_352","string_360","string_368","string_376","string_384","string_392","string_400","string_408","string_416","string_424","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]_434","bool_450","[rid]_451","[string]_467","[string]_483","[string]_499","[string]_515","[string]_531","[string]_547","[string]_563","string_579","string_587","string_595","string_603","string_611","string_619","string_627","string_635","string_643","Composition","rid_655","rid_671","rid_687","rid_703","[string]_719","[string]_735","[string]_751","[string]_767","[string]_783","[string]_799","rid_815","string_831","string_839","string_847","string_855","string_863","string_871","string_879","rid_887","rid_903","rid_919","rid_935","string_951"
15412,"FourUniqueBow6","Art/2DItems/Weapons/TwoHandWeapons/Bows/Uniques/DeathsHarp.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/DeathsHarp/DeathsHarpDrop.ao",671,6578,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/DeathsHarp/DeathsHarpHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15413,"FourUniqueBow7","Art/2DItems/Weapons/TwoHandWeapons/Bows/Uniques/VoltaxicRift.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/VoltaxicRift/VoltaxicRiftDrop.ao",671,49608,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/VoltaxicRift/VoltaxicRiftHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15414,"FourUniqueBow8_","Art/2DItems/Weapons/TwoHandWeapons/Bows/Uniques/Slivertongue.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/Slivertongue/SlivertongueDrop.ao",671,9266,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/Slivertongue/SlivertongueHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15415,"FourUniqueBow9","Art/2DItems/Weapons/TwoHandWeapons/Bows/Uniques/DealersHand.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/DealersHand/DealersHandDrop.ao",671,61268,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/DealersHand/DealersHandHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15416,"FourUniqueBow10","Art/2DItems/Weapons/TwoHandWeapons/Bows/Uniques/FallingSnow.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/FallingSnow/FallingSnowDrop.ao",671,64789,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/FallingSnow/FallingSnowHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15417,"FourUniqueBow11","","","",44779,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15418,"FourUniqueBow12","","","",8390,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15419,"FourUniqueBow13_","Art/2DItems/Weapons/TwoHandWeapons/Bows/Uniques/LioneyesGlare.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/LioneyesGlareBow/LioneyesGlareBowDrop.ao",671,55917,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowsFour/Uniques/LioneyesGlareBow/LioneyesGlareBowHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15420,"FourUniqueBow14","","","",17025,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15421,"FourUniqueBow15","","","",29205,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15422,"FourUniqueBow16","","","",13962,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15423,"FourUniqueBow17","","","",26243,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15424,"FourUniqueBow18","","","",25405,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15425,"FourUniqueCrossbow1","Art/2DItems/Weapons/TwoHandWeapons/Crossbows/Uniques/MistWhisper.dds","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/MistWhisper/MistWhisperCrossbowDrop.ao",672,63755,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/MistWhisper/MistWhisperCrossbowHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15426,"FourUniqueCrossbow2","Art/2DItems/Weapons/TwoHandWeapons/Crossbows/Uniques/RampartRaptor.dds","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/RampartRaptor/RampartRaptorCrossbowDrop.ao",672,7609,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/RampartRaptor/RampartRaptorCrossbowHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15427,"FourUniqueCrossbow3","","","",36554,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15428,"FourUniqueCrossbow4","Art/2DItems/Weapons/TwoHandWeapons/Crossbows/Uniques/Windpiercer.dds","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/Windpiercer/WindpiercerCrossbowDrop.ao",672,38804,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/Windpiercer/WindpiercerCrossbowHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15429,"FourUniqueCrossbow5_","Art/2DItems/Weapons/TwoHandWeapons/Crossbows/Uniques/DoubleVision.dds","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/DoubleVision/DoubleVisionDrop.ao",672,21442,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/DoubleVision/DoubleVisionHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15430,"FourUniqueCrossbow6","Art/2DItems/Weapons/TwoHandWeapons/Crossbows/Uniques/RhoaReaver.dds","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/RhoaReaver/RhoaReaverDrop.ao",672,12144,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/RhoaReaver/RhoaReaverHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15431,"FourUniqueCrossbow7","","","",23213,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15432,"FourUniqueCrossbow8","","","",6287,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15433,"FourUniqueCrossbow9","Art/2DItems/Weapons/TwoHandWeapons/Crossbows/Uniques/ImpactCrossbow.dds","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/ImpactCrossbow/ImpactCrossbowDrop.ao",672,22525,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/ImpactCrossbow/ImpactCrossbowHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15434,"FourUniqueCrossbow10_","","","",37145,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15435,"FourUniqueCrossbow11_","","","",31803,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15436,"FourUniqueCrossbow12","","","",17459,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15437,"FourUniqueCrossbow13","Art/2DItems/Weapons/TwoHandWeapons/Crossbows/Uniques/TheGrandDesign.dds","Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/TheGrandDesign/TheGrandDesignDrop.ao",672,27667,"Metadata/Items/Weapons/TwoHandWeapons/Crossbows/Uniques/TheGrandDesign/TheGrandDesignHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15438,"FourUniqueCrossbow14","","","",24796,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15439,"FourUniqueCrossbow15","","","",16145,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15440,"FourUniqueCrossbow16","","","",635,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15441,"FourUniqueCrossbow17","","","",18971,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15442,"FourUniqueCrossbow18_","","","",25983,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15443,"FourUniqueSceptre1","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/DarkDefiler.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/TheDarkDefiler/TheDarkDefilerDrop.ao",543,60064,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/TheDarkDefiler/TheDarkDefilerHeld.ao",[],[],[],[],[],[],[],"","","","","","","",12,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15444,"FourUniqueSceptre2","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/RheasRhythm.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/RheasRhythm/RheasRhythmDrop.ao",543,9791,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/RheasRhythm/RheasRhythmHeld.ao",[],[],[],[],[],[],[],"","","","","","","",12,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15445,"FourUniqueSceptre3","","","",30864,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15446,"FourUniqueSceptre4","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/FontOfPower.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/FontOfPower/FontOfPowerDrop.ao",542,37632,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/FontOfPower/FontOfPowerHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15447,"FourUniqueSceptre5","","","",41458,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15448,"FourUniqueSceptre6a__","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/GuidingPalmFire.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/GuidingPalm/GuidingPalmFireDrop.ao",542,56628,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/GuidingPalm/GuidingPalmFireHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15449,"FourUniqueSceptre6b","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/GuidingPalmCold.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/GuidingPalm/GuidingPalmColdDrop.ao",542,18661,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/GuidingPalm/GuidingPalmColdHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15450,"FourUniqueSceptre6c","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/GuidingPalmLightning.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/GuidingPalm/GuidingPalmLightningDrop.ao",542,17350,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/GuidingPalm/GuidingPalmLightningHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15451,"FourUniqueSceptre6d_","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/OpenPalmOfTheDreamer.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/OpenPalmOfTheDreamer/OpenPalmOfTheDreamerDrop.ao",542,57806,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/OpenPalmOfTheDreamer/OpenPalmOfTheDreamerHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15452,"FourUniqueSceptre7","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/Heartseeker.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/Heartseeker/HeartseekerDrop.ao",542,14274,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/Heartseeker/HeartseekerHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15453,"FourUniqueSceptre8","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/MidnightBargain.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/MidnightBargain/MidnightBargainDrop.ao",542,40401,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/MidnightBargain/MidnightBargainHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15454,"FourUniqueSceptre9","","","",58461,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15455,"FourUniqueSceptre10","","","",18806,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15456,"FourUniqueSceptre11","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/MidnightBargain.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/MidnightBargain/MidnightBargainDrop.ao",542,51071,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/MidnightBargain/MidnightBargainHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15457,"FourUniqueSceptre12","","","",34328,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15458,"FourUniqueSceptre13","","","",26003,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15459,"FourUniqueTrap1","Art/2DItems/Weapons/OneHandWeapons/Traps/Trap01.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,27235,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/Trap_Clay_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15460,"FourUniqueTrap2","Art/2DItems/Weapons/OneHandWeapons/Traps/Trap02.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,2933,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/Trap_Clamping_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15461,"FourUniqueTrap3","Art/2DItems/Weapons/OneHandWeapons/Traps/TrapRemote01.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,50869,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/TrapRemote_Shrapnel_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15462,"FourUniqueTrap4_","Art/2DItems/Weapons/OneHandWeapons/Traps/Trap03.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,54653,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/Trap_Urn_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15463,"FourUniqueTrap5__","Art/2DItems/Weapons/OneHandWeapons/Traps/TrapRemote02.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,65371,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/TrapRemote_Incense_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15464,"FourUniqueTrap6","Art/2DItems/Weapons/OneHandWeapons/Traps/Trap04.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,39431,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/Trap_Bladed_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15465,"FourUniqueTrap7","Art/2DItems/Weapons/OneHandWeapons/Traps/TrapRemote03.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,33508,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/TrapRemote_Dart_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15466,"FourUniqueTrap8","Art/2DItems/Weapons/OneHandWeapons/Traps/Trap05.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,61936,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/Trap_Spike_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15467,"FourUniqueTrap9","Art/2DItems/Weapons/OneHandWeapons/Traps/TrapRemote04.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,48219,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/TrapRemote_Coiled_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15468,"FourUniqueTrap10_","Art/2DItems/Weapons/OneHandWeapons/Traps/Trap06.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,59342,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/Trap_Lead_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15469,"FourUniqueTrap11","Art/2DItems/Weapons/OneHandWeapons/Traps/Trap07.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,23289,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/Trap_Medallion_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
