"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","GlobalSkillLevelStat","GemType","bool_65","bool_66","AwakenedVariant","RegularVariant","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","SearchTerms","Tier","GroundEffect","[rid]_223","BaseSkillGem","bool_247","bool_248","bool_249"
451,4262,0,0,100,"","","",0,1,1,"","",3,53,0,[1],[0],"",[452],"","Art/Videos/SkillTutorials/SoulOffering.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePowerOffering.dds",1,13,"",2,"",[],0,[],[],"",1,"",""
452,4263,0,0,100,"","","",0,1,1,"","",3,32,0,[1],[0],"",[453],"","Art/Videos/SkillTutorials/DarkEffigy.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDarkEffigy.dds",2,9,"",2,"",[],0,[],[],"",1,"",""
453,4095,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[454],"","","",0,2,"",0,"",[1],1,[],[],"",1,"",""
454,4096,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[455],"","","",0,4,"",0,"",[1],2,[],[],"",1,"",""
455,4097,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[456],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
456,4098,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[457],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
457,4264,0,0,100,"","",9529,0,1,1,"","",3,1,0,[],[0],"",[117],"","Art/Videos/SkillTutorials/SkeletalWarrior.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalWarrior.dds",0,0,"",2,"",[],0,[],[],"","","",""
458,4176,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[458],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
459,4005,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[459],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
460,4181,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[460],"","","",0,1,"",0,"","[4,2,3]",0,[],[],"",1,"",""
461,4182,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[461],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
462,4187,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[462],"","","",0,3,"",0,"","[4,2,3]",0,[],[],"",1,"",""
463,4188,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[463],"","","",0,2,"",0,"","[4,2,3]",0,[],[],"",1,"",""
464,4189,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[464],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
465,4190,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[465],"","","",0,1,"",0,"",[4],1,[],[],"",1,"",""
466,4191,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[466],"","","",0,4,"",0,"",[4],2,[],[],"",1,"",""
467,4192,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[467],"","","",0,1,"",0,"",[4],0,[],[],"",1,"",""
468,4193,0,0,100,"","","",1,1,1,"","",3,65,17,[],[0],"",[468],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
469,4101,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[469],"","","",0,1,"",0,"",[1],0,[],[],"",1,"",""
470,4102,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[470],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
471,4266,0,0,100,"","","",0,1,1,"","",3,11,0,[1],[0],"",[471],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
472,4108,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[472],"","","",0,1,"",0,"",[1],0,[],[],"",1,"",""
473,4267,0,0,100,"","","",2,1,1,"","",3,27,0,[1],[0],"",[473],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
474,4111,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[474],"","","",0,1,"",0,"",[1],0,[],[],"",1,"",""
475,4109,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[475],"","","",0,1,"",0,"","[1,2,3]",1,[],[],"",1,"",""
476,4110,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[476],"","","",0,5,"",0,"","[1,2,3]",2,[],[],"",1,"",""
477,4016,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[477],"","","",0,0,"",0,"","[0,2,3]",0,[],[],"","","",""
478,4112,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[478],"","","",0,0,"",0,"","[1,2,3]",0,[],[],"","","",""
479,4268,100,0,0,"","","",0,1,1,"","",1,11,0,[6],[0],"",[479],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
480,4269,100,0,0,"","","",0,1,1,"","",1,32,0,[],[0],"",[480],"","","",0,0,"",2,"",[],0,[],[],"","","",""
481,4270,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[481],"","","",0,0,"",2,"",[],0,[],[],"","","",""
482,4271,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[482],"","","",0,0,"",2,"",[],0,[],[],"","","",""
483,4272,0,0,100,"","","",0,1,1,"","",3,27,0,[7],[0],"",[483],"","","",1,8,"",2,"",[],0,[],[],"",1,1,""
484,4273,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[484],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
485,4274,100,0,0,"","","",0,1,1,"","",1,15,0,[6],[0],"",[485],"","Art/Videos/SkillTutorials/MoltenBlast.bk2","",1,5,"",2,"",[],0,[],[],"",1,"",""
486,4275,25,0,75,"","","",0,1,1,"","",3,1,0,[],[0],"",[486],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
487,4276,0,0,100,"","","",2,1,1,"","",3,27,38,[],[0],"",[487],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
488,4277,100,0,0,"","","",0,1,1,"","",1,53,0,[6],[0],"",[488],"","Art/Videos/SkillTutorials/HammerOfTheGods.bk2","",0,13,"",2,"",[],0,[],[],"",1,"",""
489,4278,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[489],"","Art/Videos/SkillTutorials/HammerOfTheGods.bk2","",0,0,"",2,"",[],0,[],[],"","","",""
490,4279,0,0,100,"","","",0,1,1,"","",3,7,0,[7],[0],"",[490],"","Art/Videos/SkillTutorials/LivingBomb.bk2","",0,3,"",2,"",[],0,[],[],"",1,"",""
491,4280,100,0,0,"","","",0,1,1,"","",1,42,0,[6],[0],"",[491],"","Art/Videos/SkillTutorials/Stampede.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
492,4281,100,0,0,"","","",0,1,1,"","",1,23,0,[6],[0],"",[492],"","Art/Videos/SkillTutorials/ShieldWall.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
493,4282,100,0,0,"","","",0,1,1,"","",1,32,0,[6],[0],"",[493],"","Art/Videos/SkillTutorials/FortifyingCry.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
494,4283,0,0,100,"","","",0,1,1,"","",3,15,0,[7],[0],"",[494],"","Art/Videos/SkillTutorials/EmberFusilade.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
495,4284,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[495],"","","",0,0,"",2,"",[],0,[],[],"","","",""
496,4285,50,50,0,"","","",0,1,1,"","",4,7,0,[9],[0],"",[496],"","Art/Videos/SkillTutorials/HighVelocityRounds.bk2","",0,3,"",2,"",[],0,[],[],"",1,"",""
497,4286,50,50,0,"","","",0,1,1,"","",4,1,0,[9],[0],"",[497],"","Art/Videos/SkillTutorials/FragmentationRounds.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
498,4287,50,50,0,"","","",0,1,1,"","",4,53,0,[9],[0],"",[498],"","Art/Videos/SkillTutorials/SiegeCascade.bk2","",0,13,"",2,"",[],0,[],[],"",1,"",""
499,4288,50,50,0,"","","",0,1,1,"","",4,1,0,[9],[0],"",[499],"","Art/Videos/SkillTutorials/ArmourPiercingRounds.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
500,4289,50,50,0,"","","",0,1,1,"","",4,23,0,[9],[0],"",[500],"","Art/Videos/SkillTutorials/ExplosiveShot.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
501,4290,50,50,0,"","","",0,1,1,"","",4,7,0,[9],[0],"",[501],"","Art/Videos/SkillTutorials/IncendiaryShot.bk2","",0,3,"",2,"",[],0,[],[],"",1,"",""
502,4291,50,50,0,"","","",0,1,1,"","",4,15,0,[9],[0],"",[502],"","Art/Videos/SkillTutorials/RapidShot_1.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
503,4292,50,50,0,"","","",0,1,1,"","",4,23,0,[9],[0],"",[503],"","Art/Videos/SkillTutorials/GlacialBolt.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
504,4293,50,50,0,"","","",0,1,1,"","",4,1,0,[9],[0],"",[504],"","Art/Videos/SkillTutorials/PermafrostBolts.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
505,4294,50,50,0,"","","",0,1,1,"","",4,42,0,[9],[0],"",[505],"","Art/Videos/SkillTutorials/HailstormRounds.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
506,4295,50,50,0,"","","",0,1,1,"","",4,15,0,[9],[0],"",[506],"","Art/Videos/SkillTutorials/IceShards.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
507,4296,50,50,0,"","","",0,1,1,"","",4,53,0,[9],[0],"",[507],"","Art/Videos/SkillTutorials/PlasmaBlast.bk2","",0,13,"",2,"",[],0,[],[],"",1,"",""
508,4297,50,50,0,"","","",0,1,1,"","",4,15,0,[9],[0],"",[508],"","Art/Videos/SkillTutorials/GalvanicShards.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
509,4298,50,50,0,"","","",0,1,1,"","",4,32,0,[9],[0],"",[509],"","Art/Videos/SkillTutorials/StormblastBolts.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
510,4299,50,50,0,"","","",0,1,1,"","",4,42,0,[9],[0],"",[510],"","Art/Videos/SkillTutorials/ShockburstRounds.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
511,4017,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[511],"","","",0,2,"",0,"",[0],0,[],[],"",1,"",""
512,4018,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[512],"","","",0,1,"",0,"",[0],1,[],[],"",1,"",""
513,4019,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[513],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
514,4020,100,0,0,"","","",1,1,1,"","",1,65,17,[],[0],"",[514],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
515,4021,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[515],"","","",0,4,"",0,"",[0],1,[],[],"",1,"",""
516,4022,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[516],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
517,4300,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[517],"","","",0,0,"",0,"",[],0,[],[],"","","",""
518,4301,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[518],"","","",0,0,"",0,"",[],0,[],[],"","","",""
519,4302,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[519],"","","",0,0,"",0,"",[],0,[],[],"","","",""
520,4303,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[520],"","","",0,0,"",0,"",[],0,[],[],"","","",""
521,4304,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[521],"","","",0,0,"",0,"",[],0,[],[],"","","",""
522,4305,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[522],"","","",0,0,"",0,"",[],0,[],[],"","","",""
523,4306,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[523],"","","",0,0,"",0,"",[],0,[],[],"","","",""
524,4307,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[524],"","","",0,0,"",0,"",[],0,[],[],"","","",""
525,4308,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[525],"","","",0,0,"",0,"",[],0,[],[],"","","",""
526,4309,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[526],"","","",0,0,"",0,"",[],0,[],[],"","","",""
527,4310,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[527],"","","",0,0,"",0,"",[],0,[],[],"","","",""
528,4311,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[528],"","","",0,0,"",0,"",[],0,[],[],"","","",""
529,4312,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[529],"","","",0,0,"",0,"",[],0,[],[],"","","",""
530,4313,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[530],"","","",0,0,"",0,"",[],0,[],[],"","","",""
531,4314,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[531],"","","",0,0,"",0,"",[],0,[],[],"","","",""
532,4315,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[532],"","","",0,0,"",0,"",[],0,[],[],"","","",""
533,4316,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[533],"","","",0,0,"",0,"",[],0,[],[],"","","",""
534,4317,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[534],"","","",0,0,"",0,"",[],0,[],[],"","","",""
535,4318,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[535],"","","",0,0,"",0,"",[],0,[],[],"","","",""
536,4319,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[536],"","","",0,0,"",0,"",[],0,[],[],"","","",""
537,4320,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[537],"","","",0,0,"",0,"",[],0,[],[],"","","",""
538,4321,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[538],"","","",0,0,"",0,"",[],0,[],[],"","","",""
539,4322,0,0,0,"","","",0,1,1,"","",4,1,47,[],[0],"",[539],"","","",0,0,"",0,"",[],0,[],[],"","","",""
540,4323,0,0,0,"","","",0,1,1,"","",4,1,47,[],[0],"",[540],"","","",0,0,"",0,"",[],0,[],[],"","","",""
541,4324,0,0,0,"","","",0,1,1,"","",4,1,47,[],[0],"",[541],"","","",0,0,"",0,"",[],0,[],[],"","","",""
542,4329,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[542],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
543,4330,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[543],"","","",0,0,"",0,"",[],0,[],[],"","","",""
544,4331,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[544],"","","",0,0,"",0,"",[],0,[],[],"","","",""
545,4332,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[545],"","","",0,0,"",0,"",[],0,[],[],"","","",""
546,4333,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[546],"","","",0,0,"",0,"",[],0,[],[],"","","",""
547,4334,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[547],"","","",0,0,"",0,"",[],0,[],[],"","","",""
548,4335,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[548],"","","",0,0,"",0,"",[],0,[],[],"","","",""
549,4336,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[549],"","","",0,0,"",0,"",[],0,[],[],"","","",""
550,4337,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[627],"","","",0,0,"",0,"",[],0,[],[],"","","",""
551,4338,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[630],"","","",0,0,"",0,"",[],0,[],[],"","","",""
552,4339,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[631],"","","",0,0,"",0,"",[],0,[],[],"","","",""
553,4340,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[632],"","","",0,0,"",0,1,[],0,[],[],"","","",""
554,4341,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[633],"","","",0,0,"",0,1,[],0,[],[],"","","",""
555,4342,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[634],"","","",0,0,"",0,"",[],0,[],[],"","","",""
556,4343,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[635],"","","",0,0,"",0,1,[],0,[],[],"","","",""
557,4344,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[636],"","","",0,0,"",0,1,[],0,[],[],"","","",""
558,4345,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[637],"","","",0,0,"",0,1,[],0,[],[],"","","",""
559,4346,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[638],"","","",0,0,"",0,"",[],0,[],[],"","","",""
560,4347,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[639],"","","",0,0,"",0,1,[],0,[],[],"","","",""
561,4348,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[640],"","","",0,0,"",0,1,[],0,[],[],"","","",""
562,4349,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[641],"","","",0,0,"",0,"",[],0,[],[],"","","",""
563,4350,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[643],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
564,4351,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[644],"","","",0,0,"",0,"",[],0,[],[],"","","",""
565,4386,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[645],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
566,4352,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[646],"","","",0,0,"",0,"",[],0,[],[],"","","",""
567,4353,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[647],"","","",0,0,"",0,"",[],0,[],[],"","","",""
568,4354,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[642],"","","",0,0,"",0,"",[],0,[],[],"","","",""
569,4387,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[648],"","","",0,0,"",0,"",[],0,[],[],"","","",""
570,4355,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[649],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
571,4397,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[654],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
572,4398,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[655],"","","",0,0,"",0,"",[],0,[],[],"","","",""
573,4356,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[656],"","","",0,0,"",0,"",[],0,[],[],"","","",""
574,4357,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[925],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
575,4358,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[928],"","","",0,0,"",0,"",[],0,[],[],"","","",""
576,4359,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[929],"","","",0,0,"",0,"",[],0,[],[],"","","",""
577,4360,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[930],"","","",0,0,"",0,"",[],0,[],[],"","","",""
578,4361,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[931],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
579,4362,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[932],"","","",0,0,"",0,"",[],0,[],[],"","","",""
580,4484,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[933],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
581,4363,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[934],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
582,4364,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[935],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
583,4365,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[936],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
584,4366,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[937],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
585,4367,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[938],"","","",0,0,"",0,"",[],0,[],[],"","","",""
586,4368,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[939],"","","",0,0,"",0,"",[],0,[],[],"","","",""
587,4369,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[940],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
588,4737,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[966],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
589,4738,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[967],"","","",0,0,"",0,"",[],0,[],[],"","","",""
590,4740,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[969],"","","",0,0,"",0,"",[],0,[],[],"","","",""
591,4739,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[968],"","","",0,0,"",0,"",[],0,[],[],"","","",""
592,4741,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[972],"","","",0,0,"",0,"",[],0,[],[],"","","",""
593,4742,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[973],"","","",0,0,"",0,"",[],0,[],[],"","",1,""
594,4023,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[550],"","","",0,1,"",0,"",[0],0,[],[],"",1,"",""
595,4024,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[551],"","","",0,1,"",0,"",[0],0,[],[],"",1,"",""
596,4114,0,0,100,"","","",1,1,1,"","",3,1,17,[2],[0],"",[552],"","","",0,1,"",0,"",[1],1,[],[],"",1,"",""
597,4115,0,0,100,"","","",1,1,1,"","",3,1,17,[2],[0],"",[553],"","","",0,4,"",0,"",[1],2,[],[],"",1,"",""
598,4116,0,0,100,"","","",1,1,1,"","",3,1,17,[2],[0],"",[554],"","","",0,5,"",0,"",[1],3,[],[],"",1,"",""
599,3987,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[555],"","","",0,4,"",0,"",[0],0,[],[],"",1,"",""
600,4084,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[556],"","","",0,4,"",0,"",[1],0,[],[],"",1,"",""
601,4161,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[557],"","","",0,4,"",0,"",[4],0,[],[],"",1,"",""
602,4117,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[558],"","","",0,2,"",0,"",[1],1,[],[],"",1,"",""
603,4118,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[559],"","","",0,4,"",0,"",[1],2,[],[],"",1,"",""
604,4028,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[560],"","","",0,3,"",0,"",[0],1,[],[],"",1,"",""
605,4029,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[561],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
606,4025,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[562],"","","",0,3,"",0,"",[0],1,[],[],"",1,"",""
607,4026,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[563],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
608,4027,100,0,0,"","","",1,1,1,"","",1,65,0,[],[0],"",[564],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
609,4119,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[565],"","","",0,1,"",0,"",[1],1,[],[],"",1,"",""
610,4120,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[566],"","","",0,5,"",0,"",[1],2,[],[],"",1,"",""
611,4201,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[567],"","","",0,5,"",0,"",[4],0,[],[],"",1,"",""
612,4202,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[568],"","","",0,5,"",0,"",[4],0,[],[],"",1,"",""
613,4203,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[569],"","","",0,5,"",0,"",[4],0,[],[],"",1,"",""
614,4204,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[570],"","","",0,5,"",0,"",[4],0,[],[],"",1,"",""
615,4205,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[571],"","","",0,5,"",0,"",[4],0,[],[],"",1,"",""
616,4206,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[572],"","","",0,5,"",0,"",[4],0,[],[],"",1,"",""
617,4325,0,100,0,"","","",0,1,1,"","",2,42,0,[2],[0],"",[573],"","Art/Videos/SkillTutorials/ShockchainArrow.bk2","",1,11,"",2,"",[],0,[],[],"",1,"",""
618,4326,0,50,50,"","","",0,1,1,"","",4,15,0,[10],[0],"",[574],"","Art/Videos/SkillTutorials/VaultingImpact.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
619,4327,0,50,50,"","","",0,1,1,"","",4,23,0,[10],[0],"",[575],"","Art/Videos/SkillTutorials/StormWave.bk2","",2,7,"",2,"",[],0,[],[],"",1,"",""
620,4328,0,50,50,"","","",0,1,1,"","",4,32,0,[10],[0],"",[576],"","Art/Videos/SkillTutorials/MantraOfDestruction.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
621,4121,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[577],"","","",0,1,"",0,"",[1],1,[],[],"",1,"",""
622,4122,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[578],"","","",0,3,"",0,"",[1],2,[],[],"",1,"",""
623,4123,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[579],"","","",0,5,"",0,"",[1],3,[],[],"",1,"",""
624,4208,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[580],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
625,4209,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[581],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
626,4207,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[582],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
627,4210,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[583],"","","",0,0,"",0,"","[4,5]",0,[],[],"","","",""
628,4124,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[584],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
629,4125,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[585],"","","",0,1,"",0,"",[1],1,[],[],"",1,"",""
630,4126,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[586],"","","",0,3,"",0,"",[1],2,[],[],"",1,"",""
631,4127,0,100,0,"","","",1,1,1,"","",2,65,0,[],[0],"",[587],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
632,4128,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[588],"","","",0,1,"",0,"",[1],0,[],[],"",1,"",""
