"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","StatsKeys4","bool_133","StatsKeys5","bool_150","StatsKeys6","i32_167"
678,"TornadoShotHitLimit","","","","","","","","","","",[20054],14,[],[],2,1,[],0,[],1,[],1,[],0
679,"TornadoShotDamage","","","","","","","","","","",[19887],14,[],[],3,1,[],0,[],1,[],1,[],0
680,"TornadoShotRange","","","","","","","","","","",[19886],14,[],[],3,1,[],0,[],1,[],1,[],0
681,"WarBannerDamage","","","","","","","","","","",[19701],14,[],[],13,1,[],0,[],1,[],1,[],0
682,"WarBannerAccuracy","","","","","","","","","","",[19834],14,[],[],13,1,[],0,[],1,[],1,[],0
683,"WarBannerAttackSpeed","","","","","","","","","","",[23789],14,[],[],13,1,[],0,[],1,[],1,[],0
684,"ScavengedPlatingArmour","","","","","","","","","","",[18740],14,[],[],14,1,[],0,[],1,[],1,[],0
685,"ScavengedPlatingThorns","","","","","","","","","","","[18741,18742]",14,[],[],14,1,[],0,[],1,[],1,[],0
686,"ScavengedPlatingMaximum","","","","","","","","","","",[18743],14,[],[],14,1,[],0,[],1,[],1,[],0
687,"MHArmourBreakOnHit","","","","","","","","","","",[19240],14,"[7180,2849]",[19479],8,1,[],0,[],1,[],1,[],0
688,"OHArmourBreakOnHit","","","","","","","","","","",[19241],14,"[7181,2849]",[19479],8,1,[],0,[],1,[],1,[],0
689,"CannotBreakArmour","","","","","","","","","","",[19479],14,[],[],8,1,[],0,[],1,[],1,[],0
690,"BreakArmourOnHeavyStun","","","","","","","","","","",[17896],14,[],[19479],8,1,[],0,[],1,[],1,[],0
691,"HeraldOfAshThreshold","","","","","","","","","","",[17601],14,[],[],14,1,[],0,[],1,[],1,[],0
692,"HeraldOfAshDamage","","","","","","","","","","",[6119],14,[],[],14,1,[],0,[],1,[],1,[],0
693,"WarcryEmpoweredAttacks","","","","","","","","","","","[23098,23244]",14,[],[],14,1,[],0,[],1,[],1,[],0
694,"WarcryChargeConsumeEmpower","","","","","","","","","","",[18373],14,[],[],14,1,[],0,[],1,[],1,[],0
695,"ShieldingCryEmpoweredAttacks","","","","","","","","","","","[18794,18795]",14,[],[],14,1,[],0,[],1,[],1,[],0
696,"ShieldingCryGuard","","","","","","","","","","",[23113],14,[],[],14,1,[],0,[],1,[],1,[],0
697,"InfernalCryDamage","","","","","","","","","","","[17609,17610]",14,[],[],14,1,[],0,[],1,[],1,[],0
698,"AlignFateEmpowerDamage","","","","","","","","","","",[22344],14,[],[],14,1,[],0,[],1,[],1,[],0
699,"SuperchargedSlamDamagePerStage","","","","","","","","","","",[17607],14,[],[],1,1,[],0,[],1,[],1,[],0
700,"SuperchargedSlamStages","","","","","","","","","","",[22387],14,[],[],2,1,[],0,[],1,[],1,[],0
701,"TemporalChainsActionSpeed","","","","","","","","","","",[3126],14,[],[],13,1,[],0,[],1,[],1,[],0
702,"TemporalChainsBuffExpiry","","","","","","","","","","",[523],14,[],[],13,1,[],0,[],1,[],1,[],0
703,"FirestormFrequency","","","","","","","","","","",[601],14,[],[],14,1,[],0,[],1,[],1,[],0
704,"FirestormLimit","","","","","","","","","","",[18709],14,[],[],2,1,[],0,[],1,[],1,[],0
705,"StageGainInterval","","","","","","","","","","",[19359],14,[],[],14,1,[],0,[],1,[],1,[],0
706,"ArcticArmourStages","","","","","","","","","","",[22390],14,[],[],14,1,[],0,[],1,[],1,[],0
707,"FlameblastRadius","","","","","","","","","","",[7520],14,[],[],4,1,[],0,[],1,[],1,[],0
708,"FlameblastDamage","","","","","","","","","","",[1987],14,[],[],1,1,[],0,[],1,[],1,[],0
709,"FlameblastMaxStages","","","","","","","","","","",[22386],14,[],[],2,1,[],0,[],1,[],1,[],0
710,"OrbOfStormsBoltFrequency","","","","","","","","","","",[7449],14,[],[],2,1,[],0,[],1,[],1,[],0
711,"OrbOfStormsMaximumBolts","","","","","","","","","","",[14788],14,[],[],2,1,[],0,[],1,[],1,[],0
712,"LightningConduitShockDamage","","","","","","","","","","",[15475],14,[],[],1,1,[],0,[],1,[],1,[],0
713,"SolarOrbPulseFrequency","","","","","","","","","","",[18259],14,[],[],2,1,[],0,[],1,[],1,[],0
714,"ManaRemnantsRecovery","","","","","","","","","","",[20755],14,[],[],14,1,[],0,[],1,[],1,[],0
715,"ManaRemnantsChance","","","","","","","","","","",[20473],14,[],[],14,1,[],0,[],1,[],1,[],0
716,"ManaRemnantsInterval","","","","","","","","","","",[18731],14,[],[],14,1,[],0,[],1,[],1,[],0
717,"EmberFusilladeDamage","","","","","","","","","","",[19889],14,[],[],1,1,[],0,[],1,[],1,[],0
718,"DetonateDeadDamage","","","","","","","","","","",[18445],14,[],[],1,1,[],0,[],1,[],1,[],0
719,"ContagionSpreadDamage","","","","","","","","","","","[18246,18573]",14,[],[],1,1,[],0,[],1,[],1,[],0
720,"VulnerabilityArmourLoss","","","","","","","","","","",[18065],14,[],[],13,1,[],0,[],1,[],1,[],0
721,"HexblastMaximumExplosions","","","","","","","","","","",[18243],14,[],[],2,1,[],0,[],1,[],1,[],0
722,"PainOfferingSpeed","","","","","","","","","","",[18112],14,[],[],14,1,[],0,[],1,[],1,[],0
723,"PainOfferingDamage","","","","","","","","","","",[18175],14,[],[],14,1,[],0,[],1,[],1,[],0
724,"UnearthBoneConstructLimit","","","","","","","","","","",[18707],14,[],[],2,1,[],0,[],1,[],1,[],0
725,"RitualofPowerLimit","","","","","","","","","","",[18712],14,[],[],2,1,[],0,[],1,[],1,[],0
726,"GrimFeastChance","","","","","","","","","","",[20464],14,[],[],14,1,[],0,[],1,[],1,[],0
727,"GrimFeastLifePercentage","","","","","","","","","","",[22670],14,[],[],14,1,[],0,[],1,[],1,[],0
728,"GrimFeastStorageCap","","","","","","","","","","",[22671],14,[],[],14,1,[],0,[],1,[],1,[],0
729,"FlickerStrikeRepeatCount","","","","","","","","","","",[17626],14,[],[],2,1,[],0,[],1,[],1,[],0
730,"ChargedStaffDuration","","","","","","","","","","",[18198],14,[],[],4,1,[],0,[],1,[],1,[],0
731,"ChargedStaffDamage","","","","","","","","","","","[18203,18204]",14,[],[],14,1,[],0,[],1,[],1,[],0
732,"ComboRequirement","","","","","","","","","","",[19463],14,[],[],2,1,[],0,[],1,[],1,[],0
733,"TempestBellLimit","","","","","","","","","","",[18694],14,[],[],2,1,[],0,[],1,[],1,[],0
734,"TempestBellHitLimit","","","","","","","","","","",[18688],14,[],[],2,1,[],0,[],1,[],1,[],0
735,"RainOfArrowsFrenzyProjectiles1","","","","","","","","","","",[19480],14,[],[],3,1,[],0,[],1,[],1,[],0
736,"RainOfArrowsFrenzyProjectiles2","","","","","","","","","","",[18260],14,[],[],3,1,[],0,[],1,[],1,[],0
737,"RainOfArrowsLimit","","","","","","","","","","",[20655],14,[],[],2,1,[],0,[],1,[],1,[],0
738,"RainOfArrowsDelay","","","","","","","","","","",[21575],14,[],[],1,1,[],0,[],1,[],1,[],0
739,"ToxicGrowthDamageFromPoison","","","","","","","","","","",[18371],14,[],[],1,1,[],0,[],1,[],1,[],0
740,"ToxicGrowthRadiusFromPoison","","","","","","","","","","",[18379],14,[],[],4,1,[],0,[],1,[],1,[],0
741,"WindDancerStages","","","","","","","","","","",[22389],14,[],[],14,1,[],0,[],1,[],1,[],0
742,"WindDancerStageGain","","","","","","","","","","",[18537],14,[],[],14,1,[],0,[],1,[],1,[],0
743,"WindDancerEvasion","","","","","","","","","","",[18535],14,[],[],14,1,[],0,[],1,[],1,[],0
744,"HarvesterResummonSpeed","","","","","","","","","","",[19961],14,[],[],14,1,[],0,[],1,[],1,[],0
745,"LightningRodLimit","","","","","","","","","","",[18263],14,[],[],2,1,[],0,[],1,[],1,[],0
746,"LightningRodHitLimit","","","","","","","","","","",[20056],14,[],[],2,1,[],0,[],1,[],1,[],0
747,"CombatFrenzyInterval","","","","","","","","","","",[20084],14,[],[],14,1,[],0,[],1,[],1,[],0
748,"HeraldOfAgony","","","","","","","","","","",[20087],14,[],[],14,1,[],0,[],1,[],1,[],0
749,"HeraldOfAgonyHinder","","","","","","","","","","",[20089],14,[],[],14,1,[],0,[],1,[],1,[],0
750,"BerserkRageEffect","","","","","","","","","","",[23969],14,[],[],14,1,[],0,[],1,[],1,[],0
751,"BerserkLifeLeech","","","","","","","","","","",[23971],14,[],[],14,1,[],0,[],1,[],1,[],0
752,"BerserkLifeLoss","","","","","","","","","","",[23970],14,[],[],14,1,[],0,[],1,[],1,[],0
753,"WitheringPresenceFrequency","","","","","","","","","","",[20070],14,[],[],14,1,[],0,[],1,[],1,[],0
754,"ArchmageCost","","","","","","","","","","",[19982],14,[],[],14,1,[],0,[],1,[],1,[],0
755,"ArchmageDamage","","","","","","","","","","",[19970],14,[],[],14,1,[],0,[],1,[],1,[],0
756,"EarthquakeLimit","","","","","","","","","","",[20173],14,[],[],2,1,[],0,[],1,[],1,[],0
757,"IncinerateExposure","","","","","","","","","","","[18756,18755]",14,[],[],14,1,[],0,[],1,[],1,[],0
758,"IncinerateMaxFuel","","","","","","","","","","",[23606],14,[],[],2,1,[],0,[],1,[],1,[],0
759,"IncinerateFuelGeneration","","","","","","","","","","",[23619],14,[],[],2,1,[],0,[],1,[],1,[],0
760,"MarkLimit","","","","","","","","","","",[20269],14,[],[],2,1,[],0,[],1,[],1,[],0
761,"BonestormMaxProjectiles","","","","","","","","","","",[19929],14,[],[],2,1,[],0,[],1,[],1,[],0
762,"GatheringStormMaxShockwaves","","","","","","","","","","",[20416],14,[],[],2,1,[],0,[],1,[],1,[],0
763,"LifeRemnantsRecovery","","","","","","","","","","",[20756],14,[],[],14,1,[],0,[],1,[],1,[],0
764,"LifeRemnantsChance","","","","","","","","","","",[20475],14,[],[],14,1,[],0,[],1,[],1,[],0
765,"LifeRemnantsInterval","","","","","","","","","","",[20476],14,[],[],14,1,[],0,[],1,[],1,[],0
766,"LifeRemnantsIntervalNonCrit","","","","","","","","","","",[23490],14,[],[],14,1,[],0,[],1,[],1,[],0
767,"SpiralVolleyFrenzyDamage1","","","","","","","","","","",[19895],14,[],[],1,1,[],0,[],1,[],1,[],0
768,"SpiralVolleyFrenzyDamage2","","","","","","","","","","",[19894],14,[],[],1,1,[],0,[],1,[],1,[],0
769,"SpiralVolleyChains","","","","","","","","","","",[19984],14,[],[],3,1,[],0,[],1,[],1,[],0
770,"SupportChanceForExtraProjectilesInCircle","","","","","","","","","","",[20300],14,[],[],3,1,[],0,[],1,[],1,[],0
771,"ManaDrainLeech","","","","","","","","","","",[19011],14,[],[],14,1,[],0,[],1,[],1,[],0
772,"AdditionalChargeChance","","","","","","","","","","",[18720],14,[],[],14,1,[],0,[],1,[],1,[],0
773,"AdditionalPowerChargeChance","","","","","","","","","","",[22556],14,[],[],14,1,[],0,[],1,[],1,[],0
774,"AdditionalEnduranceChargeChance","","","","","","","","","","",[22555],14,[],[],14,1,[],0,[],1,[],1,[],0
775,"AdditionalFrenzyChargeChance","","","","","","","","","","",[22557],14,[],[],14,1,[],0,[],1,[],1,[],0
776,"LivingBombSeedLimit","","","","","","","","","","",[18774],14,[],[],2,1,[],0,[],1,[],1,[],0
777,"DisciplineESGranted","","","","","","","","","","",[18759],14,[],[],13,"",[],0,[],1,[],1,[],0
778,"DisciplineRechargeRateGranted","","","","","","","","","","",[18761],14,[],[],13,1,[],0,[],1,[],1,[],0
779,"SigilOfPowerMaxStages","","","","","","","","","","",[22388],14,[],[],14,1,[],0,[],1,[],1,[],0
780,"SigilOfPowerStageGain","","","","","","","","","","",[11559],14,[],[],14,1,[],0,[],1,[],1,[],0
781,"SigilOfPowerBuff","","","","","","","","","","",[11561],14,[],[],14,1,[],0,[],1,[],1,[],0
782,"TemporalRiftSnapshotInterval","","","","","","","","","","",[20528],14,[],[],14,1,[],0,[],1,[],1,[],0
783,"TemporalRiftMaxSnapshots","","","","","","","","","","",[20529],14,[],[],14,1,[],0,[],1,[],1,[],0
784,"AegisMaximumAmount","","","","","","","","","","",[12387],14,[],[],14,1,[],0,[],1,[],1,[],0
785,"AegisRechargeDelay","","","","","","","","","","",[12402],14,[],[],14,1,[],0,[],1,[],1,[],0
786,"ConcoctionChargeConsumption","","","","","","","","","","",[13452],14,[],[],14,1,[],0,[],1,[],1,[],0
787,"ConcoctionFireExposure","","","","","","","","","","",[19537],14,[],[],8,1,[],0,[],1,[],1,[],0
788,"ConcoctionColdExposure","","","","","","","","","","",[19538],14,[],[],8,1,[],0,[],1,[],1,[],0
789,"ConcoctionLightningExposure","","","","","","","","","","",[19539],14,[],[],8,1,[],0,[],1,[],1,[],0
790,"MeditateESRecharge","","","","","","","","","","",[20170],14,[],[],14,1,[],0,[],1,[],1,[],0
791,"IntoTheBreachSpawnRate","","","","","","","","","","",[20164],14,[],[],14,1,[],0,[],1,[],1,[],0
792,"IntoTheBreachDuration","","","","","","","","","","",[20753],14,[],[],14,1,[],0,[],1,[],1,[],0
793,"EncaseInJadeAbsorption","","","","","","","","","","",[19733],14,[],[],14,1,[],0,[],1,[],1,[],0
794,"TornadoHinder","","","","","","","","","","",[14412],14,[],[],14,1,[],0,[],1,[],1,[],0
795,"TornadoHitInterval","","","","","","","","","","",[13823],14,[],[],1,1,[],0,[],1,[],1,[],0
796,"TornadoLimit","","","","","","","","","","",[24471],14,[],[],2,1,[],0,[],1,[],1,[],0
797,"DemonFormLifeLoss","","","","","","","","","","",[19715],14,[],[],14,1,[],0,[],1,[],1,[],0
798,"DemonFormSpellDamage","","","","","","","","","","",[23851],14,[],[],14,1,[],0,[],1,[],1,[],0
799,"DemonFormGemLevel","","","","","","","","","","",[19966],14,[],[],14,1,[],0,[],1,[],1,[],0
800,"DemonFormCastSpeed","","","","","","","","","","",[19967],14,[],[],14,1,[],0,[],1,[],1,[],0
801,"DemonFormMaxStacks","","","","","","","","","","",[19716],14,[],[],14,1,[],0,[],1,[],1,[],0
802,"UnboundAvatarMaxCharges","","","","","","","","","","",[19526],14,[],[],14,1,[],0,[],1,[],1,[],0
803,"UnboundAvatarDamage","","","","","","","","","","",[19530],14,[],[],14,1,[],0,[],1,[],1,[],0
804,"UnboundAvatarAilmentChance","","","","","","","","","","",[19864],14,[],[],14,1,[],0,[],1,[],1,[],0
805,"UnboundAvatarAilmentBuildup","","","","","","","","","","",[19865],14,[],[],14,1,[],0,[],1,[],1,[],0
806,"GrenadeDoubleExplodeChance","","","","","","","","","","",[19561],14,[19754],[20332],1,1,[],0,[],1,[],1,[],0
807,"SupportBloodlustDamage","","","","","","","","","","",[2618],14,[1473],[1198],1,1,[],0,[],1,[],1,[],0
808,"DamageGainedAsFireVsIgnited","","","","","","","","","","",[18692],14,[],[1198],1,1,[],0,[],1,[],1,[],0
809,"SupportCloseCombatDamage","","","","","","","","","","",[19021],14,[],[1198],1,1,[],0,[],1,[],1,[],0
810,"SupportBeheadModSteal","","","","","","","","","","",[13396],14,[],[],9,1,[],0,[],1,[],1,[],0
811,"SupportBeheadTwoModSteal","","","","","","","","","","",[22920],14,[],[],9,1,[],0,[],1,[],1,[],0
812,"SupportRuthlessStun","","","","","","","","","","","[5859,15927]",14,[],[1198],8,1,[],0,[],1,[],1,[],0
813,"SupportExecuteLowLifeDamage","","","","","","","","","","",[13395],14,[],[1198],1,1,[],0,[],1,[],1,[],0
814,"SupportFistOfWarFrequency","","","","","","","","","","",[11096],14,[],[],2,1,[],0,[],1,[],1,[],0
815,"SupportUnbreakableStunThreshold","","","","","","","","","","",[15933],14,[],[],2,1,[],0,[],1,[],1,[],0
816,"SupportImpactShockwaveRadius","","","","","","","","","","",[15937],14,[],[],4,1,[],0,[],1,[],1,[],0
817,"SupportExploitWeaknessDamage","","","","","","","","","","",[17893],14,[],[],1,1,[],0,[],1,[],1,[],0
818,"SupportEnragedWarcryDamage","","","","","","","","","","","[17963,17964]",14,[],[],14,1,[],0,[],1,[],1,[],0
819,"EnduranceChargeOnArmourBreakChance","","","","","","","","","","",[18627],14,[],[19479],8,1,[],0,[],1,[],1,[],0
820,"SupportEmpoweredDamage","","","","","","","","","","",[18723],14,[],[],14,1,[],0,[],1,[],1,[],0
821,"SupportEmpoweredCull","","","","","","","","","","",[18724],14,[],[],14,1,[],0,[],1,[],1,[],0
822,"WarcryRagePerPower","","","","","","","","","","",[19210],14,[],[],14,1,[],0,[],1,[],1,[],0
823,"SupportRuptureBleedAggravate","","","","","","","","","","",[19400],14,[],[],8,1,[],0,[],1,[],1,[],0
824,"SupportRageforgedDamage","","","","","","","","","","","[18806,18807]",14,[],[],1,1,[],0,[],1,[],1,[],0
825,"SupportArmourExplosionTrigger","","","","","","","","","","",[18853],14,[],[],8,1,[],0,[],1,[],1,[],0
826,"SupportStompingGroundTrigger","","","","","","","","","","",[18870],14,[],[],14,1,[],0,[],1,[],1,[],0
827,"SupportVitalityRegeneration","","","","","","","","","","",[19349],14,[],[],14,1,[],0,[],1,[],1,[],0
828,"SupportHerbalismFlaskRecovery","","","","","","","","","","",[19350],14,[],[],14,1,[],0,[],1,[],1,[],0
829,"SupportCannibalismLifeGain","","","","","","","","","","",[19351],14,[],[],14,1,[],0,[],1,[],1,[],0
830,"SupportClarityRegeneration","","","","","","","","","","",[19348],14,[],[],14,1,[],0,[],1,[],1,[],0
831,"SupportPrecisionAccuracy","","","","","","","","","","",[19347],14,[],[],14,1,[],0,[],1,[],1,[],0
832,"SupportArmourBreakFromDamage","","","","","","","","","","",[19402],14,[],[],8,1,[],0,[],1,[],1,[],0
833,"SupportDazeWarcryDuration","","","","","","","","","","",[19442],14,[],[],8,1,[],0,[],1,[],1,[],0
834,"SupportLifeFont","","","","","","","","","","","[22892,19819]",14,[],[],14,1,[],0,[],1,[],1,[],0
835,"SupportManaFont","","","","","","","","","","","[22893,19822]",14,[],[],14,1,[],0,[],1,[],1,[],0
836,"SupportHolyDescentDuration","","","","","","","","","","",[20190],14,[],[],4,1,[],0,[],1,[],1,[],0
837,"SupportFreshClipDamage","","","","","","","","","","",[19921],14,[],[],1,1,[],0,[],1,[],1,[],0
838,"SupportFreshClipDamageTwo","","","","","","","","","","",[22915],14,[],[],1,1,[],0,[],1,[],1,[],0
839,"SupportSpellEchoCount","","","","","","","","","","",[17807],14,[],[],2,1,[],0,[],1,[],1,[],0
840,"EchoesPerSeal","","","","","","","","","","",[26310],14,[24729],[],2,1,[],0,[],1,[],1,[],0
841,"SupportSpellEchoArea","","","","","","","","","","",[19398],14,[],[],4,1,[],0,[],1,[],1,[],0
842,"SupportSpellEchoAreaIncrease","","","","","","","","","","",[23741],14,[],[],4,1,[],0,[],1,[],1,[],0
843,"SupportIceBiteDamage","","","","","","","","","","","[18678,18680]",14,[],[],7,1,[],0,[],1,[],1,[],0
844,"SupportInnervate","","","","","","","","","","","[18687,5896]",14,[],[],9,1,[],0,[],1,[],1,[],0
845,"SupportArcaneSurge","","","","","","","","","","","[5865,5863]",14,[],[],14,1,[],0,[],1,[],1,[],0
846,"SealGainInterval","","","","","","","","","","",[10879],14,[24729],[],2,1,[],0,[],1,[],1,[],0
847,"SealGainOnBlock","","","","","","","","","","",[26309],14,[24729],[],2,1,[],0,[],1,[],1,[],0
848,"MaxSeals","","","","","","","","","","",[9627],14,[24729],[],2,1,[],0,[],1,[],1,[],0
849,"SkillRepeats","","","","","","","","","","",[26682],14,[],[],2,1,[],0,[],1,[],1,[],0
850,"RepeatsPerSeal","","","","","","","","","","",[26679],14,[24729],[],2,1,[],0,[],1,[],1,[],0
851,"SupportUnleashRepeatDamage","","","","","","","","","","",[8500],14,[],[1198],1,1,[],0,[],1,[],1,[],0
852,"SupportImpendingDoomTrigger","","","","","","","","","","",[11594],14,[],[],14,1,[],0,[],1,[],1,[],0
853,"CurseTransferOnDeath","","","","","","","","","","",[2048],14,[],[],14,1,[],0,[],1,[],1,[],0
854,"CurseLevelCap","","","","","","","","","","",[23865],14,[],[],14,1,[],0,[],1,[],1,[],0
855,"SupportFrostNexusDuration","","","","","","","","","","",[20193],14,[],[],4,1,[],0,[],1,[],1,[],0
856,"SupportShockSiphonESGain","","","","","","","","","","",[17616],14,[],[],9,1,[],0,[],1,[],1,[],0
857,"SupportCoursingCurrent","","","","","","","","","","","[17619,17882]",14,[],[],8,1,[],0,[],1,[],1,[],0
858,"SupportFortress","","","","","","","","","","",[18450],14,[],[],4,1,[],0,[],1,[],1,[],0
859,"SupportBitingFrostDamage","","","","","","","","","","",[20352],14,[],[],1,1,[],0,[],1,[],1,[],0
860,"SupportStormfire","","","","","","","","","","",[18456],14,[],[10202],7,1,[],0,[],1,[],1,[],0
861,"SupportEnergyBarrier","","","","","","","","","","",[18471],14,[],[],14,1,[],0,[],1,[],1,[],0
862,"SupportElementalDischargeTrigger","","","","","","","","","","",[18483],14,[],[],8,1,[],0,[],1,[],1,[],0
863,"SupportFrostfireIgniteMagnitude","","","","","","","","","","",[18453],14,[],[10201],7,1,[],0,[],1,[],1,[],0
864,"SupportFieryDeathTrigger","","","","","","","","","","",[18491],14,[],[],9,1,[],0,[],1,[],1,[],0
865,"SupportManaFlareTrigger","","","","","","","","","","",[18548],14,[],[2742],8,1,[],0,[],1,[],1,[],0
866,"ChanceToNotConsumeCorpse","","","","","","","","","","",[18632],14,[],[],2,1,[],0,[],1,[],1,[],0
867,"SupportMinionPact","","","","","","","","","","","[18625,18626]",14,[],[],1,1,[],0,[],1,[],1,[],0
868,"SupportLastGaspDuration","","","","","","","","","","",[18665],14,[],[24733],27,1,[],0,[],1,[],1,[],0
869,"SupportAmbushCritChance","","","","","","","","","","",[18597],14,[],[],5,1,[],0,[],1,[],1,[],0
870,"SupportHinder","","","","","","","","","","",[19258],14,[],[],14,1,[],0,[],1,[],1,[],0
871,"SupportIntenseAgonyDamage","","","","","","","","","","",[19261],14,[],[],1,1,[],0,[],1,[],1,[],0
872,"SupportDrainAilmentsDamage","","","","","","","","","","",[19281],14,[],[],1,1,[],0,[],1,[],1,[],0
873,"SupportChaoticFreeze","","","","","","","","","","",[19259],14,[],[],7,1,[],0,[],1,[],1,[],0
874,"SupportSpellcascadeCount","","","","","","","","","","",[6448],14,[],[],4,1,[],0,[],1,[],1,[],0
875,"SupportSpellCascadeArea","","","","","","","","","","",[6449],14,[],[],4,1,[],0,[],1,[],1,[],0
876,"SupportDanseMacabre","","","","","","","","","","",[20359],14,[],[],2,1,[],0,[],1,[],1,[],0
877,"SupportBurningRunes","","","","","","","","","","",[19972],14,[],[],1,1,[],0,[],1,[],1,[],0
878,"SupportExposureEffect","","","","","","","","","","",[20297],14,[],[],8,1,[],0,[],1,[],1,[],0
879,"SupportCrescendo","","","","","","","","","","",[18944],14,[20616],[],2,1,[],0,[],1,[],1,[],0
880,"SupportRangedCombatDamage","","","","","","","","","","",[19403],14,[],[],1,1,[],0,[],1,[],1,[],0
881,"SupportCullingStrike","","","","","","","","","","",[19401],14,[],[],8,1,[],0,[],1,[],1,[],0
882,"SupportDazeBuildup","","","","","","","","","","",[19435],14,[],[],8,1,[],0,[],1,[],1,[],0
883,"SupportBreakPostureDazeDuration","","","","","","","","","","",[19434],14,[],[],8,1,[],0,[],1,[],1,[],0
884,"SupportFerocitySkillSpeed","","","","","","","","","","",[20343],14,[],[],2,1,[],0,[],1,[],1,[],0
885,"SupportPotentialCritChance","","","","","","","","","","",[20328],14,[],[],5,1,[],0,[],1,[],1,[],0
886,"SupportCulminationDamage","","","","","","","","","","",[20323],14,[],[],1,1,[],0,[],1,[],1,[],0
887,"SupportPierceDamageAfterPierce","","","","","","","","","","",[3794],14,[],[],1,1,[],0,[],1,[],1,[],0
888,"SupportForkDamageAfterFork","","","","","","","","","","",[17540],14,[],[],1,1,[],0,[],1,[],1,[],0
889,"SupportMomentum","","","","","","","","","","","[18810,18811]",14,[],[],1,1,[],0,[],1,[],1,[],0
890,"SupportBurstingPlague","","","","","","","","","","","[18399,18401]",14,[],[17718],7,1,[],0,[],1,[],1,[],0
891,"SupportKnockbackWave","","","","","","","","","","",[18522],14,[],[],14,1,[],0,[],1,[],1,[],0
892,"SupportLockdownPin","","","","","","","","","","",[18557],14,[],[],8,1,[],0,[],1,[],1,[],0
893,"SupportManaFlaskCharges","","","","","","","","","","",[18616],14,[],[],9,1,[],0,[],1,[],1,[],0
894,"SupportLifeFlaskCharges","","","","","","","","","","",[18617],14,[],[],9,1,[],0,[],1,[],1,[],0
895,"FlameWallProjectileAddedFlatDamage","","","","","","","","","","","[20665,20666]",14,[],[],1,1,[],0,[],1,[],1,[],0
896,"InfernalCryExplosionDamageFromPower","","","","","","","","","","",[17775],14,[],[],1,1,[],0,[],1,[],1,[],0
897,"SkeletalReaverEnrageDecay","","","","","","","","","","",[18639],14,[],[],14,1,[],0,[],1,[],1,[],0
898,"SkeletalArsonistCommandThreshold","","","","","","","","","","",[18205],14,[],[],2,1,[],0,[],1,[],1,[],0
899,"SkeletalClericHeal","","","","","","","","","","",[22106],14,[20670],[],14,1,[],0,[],1,[],1,[],0
900,"PlagueBearerStorage","","","","","","","","","","",[9313],14,[9314],[],14,1,[],0,[],1,[],1,[],0
901,"PlagueBearerNovaAoE","","","","","","","","","","",[18283],14,[],[],4,1,[],0,[],1,[],1,[],0
902,"MagmaBarrierWindow","","","","","","","","","","",[18393],14,[],[],2,1,[],0,[],1,[],1,[],0
903,"MagmaBarrierCooldown","","","","","","","","","","",[18394],14,[],[],2,1,[],0,[],1,[],1,[],0
904,"LightningConduitExtraBolts","","","","","","","","","","",[20706],14,[],[],1,1,[],0,[],1,[],1,[],0
905,"AuraFireResistanceGranted","","","","","","","","","","",[20738],14,[],[],13,1,[],0,[],1,[],1,[],0
906,"AuraColdResistanceGranted","","","","","","","","","","",[20739],14,[],[],13,1,[],0,[],1,[],1,[],0
907,"AuraLightningResistanceGranted","","","","","","","","","","",[20740],14,[],[],13,1,[],0,[],1,[],1,[],0
908,"AuraChaosResistanceGranted","","","","","","","","","","",[20741],14,[],[],13,1,[],0,[],1,[],1,[],0
909,"CurseFireResistanceGranted","","","","","","","","","","",[20733],14,[],[],13,1,[],0,[],1,[],1,[],0
910,"CurseColdResistanceGranted","","","","","","","","","","",[20734],14,[],[],13,1,[],0,[],1,[],1,[],0
911,"CurseLightningResistanceGranted","","","","","","","","","","",[20735],14,[],[],13,1,[],0,[],1,[],1,[],0
912,"CurseChaosResistanceGranted","","","","","","","","","","",[20736],14,[],[],13,1,[],0,[],1,[],1,[],0
913,"CurseElementalResistanceGranted","","","","","","","","","","",[20737],14,[],[],13,1,[],0,[],1,[],1,[],0
914,"CursePainSynchonisationDamageRecortded","","","","","","","","","","",[23833],14,[],[],13,1,[],0,[],1,[],1,[],0
915,"SkillEnergyGainPenalty","","","","","","","","","","",[20785],14,[],[],14,1,[],0,[],1,[],1,[],0
916,"WitherOnHitChanceFromChaosDamageMagnitude","","","","","","","","","","",[20842],14,[],[],8,1,[],0,[],1,[],1,[],0
917,"GaleForceDamage","","","","","","","","","","",[18539],14,[],[],1,1,[],0,[],1,[],1,[],0
918,"GaleForceArea","","","","","","","","","","",[18540],14,[],[],4,1,[],0,[],1,[],1,[],0
919,"GaleForceKnockback","","","","","","","","","","",[18541],14,[],[],8,1,[],0,[],1,[],1,[],0
920,"SpearDischargeConversion","","","","","","","","","","",[21005],14,[],[],1,1,[],0,[],1,[],1,[],0
921,"SpearDischargeArea","","","","","","","","","","",[21004],14,[],[],4,1,[],0,[],1,[],1,[],0
922,"WindstormExtraRadius","","","","","","","","","","",[12535],14,[],[],4,1,[],0,[],1,[],1,[],0
