"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","MiscAnimated","i32_91","bool_95","bool_96","Stuck_AOFile","Bounce_AOFile","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351","bool_367"
1554,"Metadata/Projectiles/FountainStatueBackStatue5","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/BoneRabble_Eagle/ao/basic_arrow_flaming.ao""]","[""projectileAnimation_02""]","[""projectileAnimation_01""]",1500,1,2,"","","Metadata/Projectiles/Projectile","",2,"","","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/BoneRabble_Eagle/ao/arrow_stuck.ao""]","Metadata/Effects/Spells/firearrow_02/burning_arrow_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1555,"Metadata/Projectiles/DefaultBoltSiegeCascade","[""Metadata/Effects/Spells/crossbow_basic/bolt_basic.ao""]","[""siege_01""]",[],2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8205,"",0,0,100,100,0,[],"",[],"","","","","","muzzle_siege","","","","",[],[],1
1556,"Metadata/Projectiles/IncendiaryBoltSiegeCascade","[""Metadata/Effects/Spells/crossbow_armour_piercing/bolt_armour_piercing.ao""]","[""siege_01""]","[""siege_impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8206,"",0,0,100,100,0,[],"",[],"","","","","","muzzle_siege","","","","",[],[],1
1557,"Metadata/Projectiles/FreezingBoltSiegeCascade","[""Metadata/Effects/Spells/crossbow_permafrost/projectile.ao""]","[""siege_01""]",[],1400,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8209,"",0,0,100,100,0,[],"",[],"","","","","","muzzle_siege","","","","",[],[],1
1558,"Metadata/Projectiles/StormblastBoltSiegeCascade","[""Metadata/Effects/Spells/crossbow_stormblast/bolt_stormblast.ao""]","[""siege_01""]",[],2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",100,0,0,0,8210,"",0,0,100,100,0,[],"",[],"","","","","","muzzle_siege","","","","",[],[],1
1559,"Metadata/Projectiles/ArtilleryBallistaBolt","[""Metadata/Effects/Spells/crossbow_incendiary/projectile.ao""]","[""siege_01""]","[""siege_impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8207,"",0,0,100,100,0,[],"",[],"","","","","","muzzle_siege","","","","",[],[],1
1560,"Metadata/Projectiles/TwilightOrderOverseerRock","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/TwilightOrderOverSeer/rock_projectile.ao""]","[""projectile""]","[""impact""]",2500,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],"[""impact_01_grd""]",1
1561,"Metadata/Projectiles/TwilightOrderOverseerLightning","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/CaveDweller/ao/super_proj.ao""]","[""idle""]","[""impact""]",1250,"",4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,100,0,0,"","",0,0,100,100,0,"[""end""]","",[],"","","","","","","","","","",[],[],1
1562,"Metadata/Projectiles/ExecratusAlchemistFlask1","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TheScientist1/flask_projectile.ao""]","[""projectile""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1563,"Metadata/Projectiles/ExecratusAlchemistFlask2","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TheScientist1/flask_projectile.ao""]","[""projectile""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1564,"Metadata/Projectiles/TwilightClericProj","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/TwilightOrderSorceror/holy_fireball.ao""]","[""projectile""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1565,"Metadata/Projectiles/ExecratusBlackPrinceLacerate1","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/lacerate_01.ao""]","[""lacerate_01""]","[""basic_impact_01""]",2300,"",4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1566,"Metadata/Projectiles/ExecratusBlackPrinceLacerate2","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/lacerate_02.ao""]","[""lacerate_02""]","[""basic_impact_01""]",2300,"",4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1567,"Metadata/Projectiles/ExecratusBlackPrinceLacerate3","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/lacerate_03.ao""]","[""lacerate_03""]","[""basic_impact_01""]",2300,"",4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1568,"Metadata/Projectiles/EssieBasicProj","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/CaveDweller/ao/super_proj.ao""]","[""idle""]","[""impact""]",1000,"",4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1569,"Metadata/Projectiles/HarborGuardBossShieldProj","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/HarborBoss/Divine_Shield_Summon_projectile.ao""]","[""loop_01""]","[""impact_01""]",1200,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1570,"Metadata/Projectiles/RapidShotDefaultBolt","[""Metadata/Effects/Spells/crossbow_basic/bolt_basic.ao""]","[""rapid_01""]","[""impact_rapid_01""]",3250,"",0,"","","Metadata/Projectiles/Projectile","",0,"","",[],"",0,50,0,50,8205,"",0,0,100,100,0,[],"",[],"","","",221,1,"muzzle_rapid",226,"Audio/Sound Effects/Skills/4.0/Crossbow/Basic/Impacts/Impact_RapidSG","","",[],[],1
1571,"Metadata/Projectiles/ExplosiveGrenade","[""Metadata/Effects/Spells/crossbow_explosivegrenade/explosive_grenade.ao""]","[""grenadeTimer""]","[""end_01""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8205,"",0,0,100,100,1,[],1,[],"","","","","","underbarrel_Muzzle_01","","",0,"",[],[],1
1572,"Metadata/Projectiles/FlashGrenade","[""Metadata/Effects/Spells/crossbow_stungrenade/flash_grenade.ao""]","[""grenadeTimer""]","[""end_01""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8205,"",0,0,100,100,1,[],1,[],"","","","","","underbarrel_Muzzle_01","","",0,"",[],[],1
1573,"Metadata/Projectiles/ToxicGrenade","[""Metadata/Effects/Spells/crossbow_toxic_grenade/toxic_grenade.ao""]","[""projectile""]","[""end""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8205,"",0,0,100,100,1,[],1,[],"","","","","","underbarrel_Muzzle_01","","",1,"",[],[],1
1574,"Metadata/Projectiles/OilGrenade","[""Metadata/Effects/Spells/crossbow_oilgrenade/oil_grenade.ao""]","[""grenadeTimer""]","[""end_01""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8205,"",0,0,100,100,1,[],1,[],"","","","","","underbarrel_Muzzle_01","","",2,"",[],[],1
1575,"Metadata/Projectiles/FireGrenade","[""Metadata/Effects/Spells/undead_summon_skeletons/skeleton_grenade.ao""]","[""grenadeTimer""]","[""end_01""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],1,[],"","","","","","","","",0,"",[],[],1
1576,"Metadata/Projectiles/ShockGrenade","[""Metadata/Effects/Spells/crossbow_shock_grenade/shock_grenade.ao""]","[""grenadeTimer""]","[""end_01""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,8205,"",0,0,100,100,1,[],1,[],"","","","","","underbarrel_Muzzle_01","","",0,"",[],[],1
1577,"Metadata/Projectiles/RatKingVomitChunk","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_projectile_large.ao"",""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_projectile_medium.ao"",""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_projectile_small.ao""]","[""projectile""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1578,"Metadata/Projectiles/SolarisMonsterVomit","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/FallenGods/Solaris/projectile.ao""]","[""loop""]","[""end""]",1150,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1579,"Metadata/Projectiles/BabyProjectileOverhead","[""Metadata/Monsters/MamaMonster/BabyMonster1.ao""]","[""projectile_ranged_01""]","[""explodee_01""]",1200,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1580,"Metadata/Projectiles/BabyProjectileUnderarm","[""Metadata/Monsters/MamaMonster/BabyMonster1.ao""]","[""grenade_roll_01""]","[""explodee_01""]",850,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1581,"Metadata/Projectiles/DwarvenPipeBossRadialSmoke","[""Metadata/Effects/Spells/ground_effects/chimera_smoke/chimera_smoke_01.ao"",""Metadata/Effects/Spells/ground_effects/chimera_smoke/chimera_smoke_02.ao"",""Metadata/Effects/Spells/ground_effects/chimera_smoke/chimera_smoke_03.ao""]","[""loop""]","[""fadeout""]",150,"",4,"","","Metadata/Projectiles/ServerProjectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1582,"Metadata/Projectiles/DwarvenPipeBossDeceleratingSmoke","[""Metadata/Effects/Spells/ground_effects/chimera_smoke/chimera_smoke_01.ao"",""Metadata/Effects/Spells/ground_effects/chimera_smoke/chimera_smoke_02.ao"",""Metadata/Effects/Spells/ground_effects/chimera_smoke/chimera_smoke_03.ao""]","[""loop""]","[""fadeout""]",750,1,4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[4],"","","","","","","","","","",[],[],1
1583,"Metadata/Projectiles/TetheringArrowTumourGoo","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/BabySpider/mortar_projectile.ao""]","[""loop""]","[""end""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1584,"Metadata/Projectiles/SkeletonSniperMinionArrow","[""Metadata/Effects/Spells/undead_summon_skeletons/skeleton_arrow.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","",230,"","",230,"","","",[],[],1
1585,"Metadata/Projectiles/SkeletonMinionFrostbolt","[""Metadata/Effects/Spells/undead_summon_skeletons/skeleton_frost_shard.ao""]","[""projectile_01""]","[""impact""]",2400,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1586,"Metadata/Projectiles/CreepyHagDebuffProjectile","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/SlumHag/ao/soul_rend_projectile.ao""]","[""motionpath_GRP""]","[""impact_ground_01""]",800,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1587,"Metadata/Projectiles/CreepyHagProjectile","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/SlumHag/ao/soul_proj.ao""]","[""proj""]","[""impact""]",600,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1588,"Metadata/Projectiles/BalbalaHoverKnife","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Balbala/knifecopy_proj.ao""]","[""fly""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1589,"Metadata/Projectiles/BalbalaCoin","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Balbala/cointoss_proj.ao""]","[""toss""]","[""impact""]",800,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[4],"","","","","","","","","","",[],[],1
1590,"Metadata/Projectiles/KinarhaChargedProjectile","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Kinarah/ao/projectile_charged.ao""]","[""proj""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1591,"Metadata/Projectiles/BasicSkeletonCasterFire","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BoneCultistsZealots/fire_projectile.ao""]","[""proj""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1592,"Metadata/Projectiles/BasicSkeletonCasterLightning","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Graveyard/skeleton_caster/ao/lightning_projectile.ao""]","[""projectile""]","[""impact""]",1250,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1593,"Metadata/Projectiles/BasicSkeletonCasterCold","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Graveyard/skeleton_caster/ao/ice_projectile.ao""]","[""projectile""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1594,"Metadata/Projectiles/WindPalmProjectile","[""Metadata/Effects/Spells/monk_windpalm/soundWave_projectile.ao""]","[""projectile_01""]","[""impact_01""]",3150,"",2,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1595,"Metadata/Projectiles/FarudinCorpseStriderSpear","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TheScientist3/main_proj.ao""]","[""main_proj_01""]","[""impact_01_lightning""]",3000,1,3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"aux_spear_attach","","","","","","","","","",[],[],1
1596,"Metadata/Projectiles/RudjaExplosiveGrenade","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade_slow.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade_fast.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade_semi_fast.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade_semi_slow.ao""]","[""fly""]",[],650,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"",8336,"","","","","","",8,"",[],[],1
1597,"Metadata/Projectiles/DrudgeExplosiveGrenade","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/DrudgeMiner/explosive_grenade_drudge.ao""]","[""fly_02""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"",8337,"","","","","","",9,"",[],[],1
1598,"Metadata/Projectiles/RudjaExplosiveGrenadeBounce","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade_slow.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade_fast.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade_semi_fast.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/explosive_grenade_semi_slow.ao""]","[""fly""]",[],850,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"",8336,"","","","","","",8,"",[],[],1
1599,"Metadata/Projectiles/RudjaTarGrenade","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/tar_grenade.ao""]","[""fly""]",[],500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"",8336,"","","","","","",6,"",[],[],1
1600,"Metadata/Projectiles/RudjaTarGrenadeQuick","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/tar_grenade.ao""]","[""fly""]",[],500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"",8336,"","","","","","",6,"",[],[],1
1601,"Metadata/Projectiles/RudjaFlashbang","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/flashbang_grenade.ao""]","[""fly""]","[""explode""]",1200,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"",8336,"","","","","","",7,"",[],[],1
1602,"Metadata/Projectiles/RudjaFlashbangQuick","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/flashbang_grenade.ao""]","[""fly""]","[""explode""]",500,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"",8336,"","","","","","",7,"",[],[],1
1603,"Metadata/Projectiles/RudjaGasGrenade","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/poison_gas_grenade.ao""]","[""roll""]",[],650,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"",8336,"","","","","","",5,"",[],[],1
1604,"Metadata/Projectiles/SkeletonGolemancerBasic","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Skeleton_Golemancer/projectile.ao""]","[""loop""]","[""animationPreSet""]",1250,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1605,"Metadata/Projectiles/SkelemancerSkelenado","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Skeleton_Golemancer/skelenado.ao""]","[""idle""]","[""fadeout""]",700,"",2,1,"","Metadata/Projectiles/ProjectileGround","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1606,"Metadata/Projectiles/CourtGuardFireball","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BoneCultistsZealots/fire_projectile.ao""]","[""proj""]","[""impact""]",1300,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1607,"Metadata/Projectiles/HusbandMonsterCleaveBalls","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/HusbandBoss/projectile.ao""]","[""loop""]","[""fadeout""]",1000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1608,"Metadata/Projectiles/WandProjectileChaosbolt","[""Metadata/Effects/Spells/chaos_chaosbolt/chaosbolt_projectile.ao""]","[""projectile""]","[""impact""]",3800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","",184,1,"",184,"","","jntBnd_projectile",[],[],1
1609,"Metadata/Projectiles/WitchboltPhysical","[""Metadata/Effects/Spells/chaos_chaosbolt/chaosbolt_projectile.ao""]","[""projectile""]","[""impact""]",3800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","",184,1,"",184,"","","jntBnd_projectile",[],[],1
1610,"Metadata/Projectiles/WitchboltChaos","[""Metadata/Effects/Spells/chaos_dark_effigy/darkEffigy_projectile.ao""]","[""projectile""]","[""impact""]",3800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","",184,1,"",184,"","","jntBnd_projectile",[],[],1
1611,"Metadata/Projectiles/SkeletonSnakeBossSoulerCoaster","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/GreatSnakeSkeletonBoss/fire_skull_mortar.ao""]","[""fly_group""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[4],"","","","","","","","","","",[],[],1
1612,"Metadata/Projectiles/BoneSpikePlayer","[""Metadata/Effects/Spells/bone_spearvolley/boneSpear_Projectiles.ao""]","[""projectile_01""]","[""impact_01""]",2700,"",2,"","","Metadata/Projectiles/Projectile","",2,"","","[""Metadata/Effects/Spells/bone_spearvolley/shardAttach_01.ao"",""Metadata/Effects/Spells/bone_spearvolley/shardAttach_02.ao"",""Metadata/Effects/Spells/bone_spearvolley/shardAttach_03.ao"",""Metadata/Effects/Spells/bone_spearvolley/shardAttach_04.ao""]","",100,100,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","","[""impact_01_grd""]",[],1
1613,"Metadata/Projectiles/BalbalaSpinningKnife","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Balbala/spinningblade_proj.ao""]","[""loop""]","[""end""]",1400,"",4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1614,"Metadata/Projectiles/WifeMonsterSoulMortar","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/WifeMonster/soul_mortar.ao""]","[""fly_grp""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1615,"Metadata/Projectiles/DetonatingArrowCharged","[""Metadata/Effects/Spells/bow_detonating_arrow/projectile.ao""]","[""projectile_charged""]","[""impact""]",6000,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,8205,"",0,0,100,100,0,[],"",[],"","","","","","muzzle_power","","","","",[],[],1
1616,"Metadata/Projectiles/DetonatingArrowLit","[""Metadata/Effects/Spells/bow_detonating_arrow/projectile.ao""]","[""projectile_mid""]","[""impact""]",4000,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,8205,"",0,0,100,100,0,[],"",[],"","","","","","muzzle_rapid","","","","",[],[],1
1617,"Metadata/Projectiles/DetonatingArrowDefault","[""Metadata/Effects/Spells/bow_detonating_arrow/projectile.ao""]","[""projectile""]","[""impact""]",4000,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,8205,"",0,0,100,100,0,[],"",[],"","","","","","muzzle","","","","",[],[],1
1618,"Metadata/Projectiles/PoisonbloomArrow","[""Metadata/Effects/Spells/bow_toxic_pustule/projectile_01.ao""]","[""projectile_01""]","[""impact_01""]",3260,1,1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,8331,"",0,0,100,100,0,[],"",[],"","","","","","muzzleSpell_Poison_01","","","","",[],[],1
1619,"Metadata/Projectiles/PoisonBurstArrow","[""Metadata/Effects/Spells/bow_poison_burst/projectile.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",50,80,0,20,8331,"",0,100,100,100,0,[],"",[],"","","","","","muzzleSpell_Poison_01","","","","",[],[],1
1620,"Metadata/Projectiles/ShockingArrow","[""Metadata/Effects/Spells/bow_shocking_arrow/projectile.ao""]","[""projectile""]","[""impact""]",5400,"",1,"",1,"Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/bow_shocking_arrow/projectile.ao""]","",100,100,0,0,8331,"",0,0,100,100,0,[],"",[],"","","","","","muzzleSpell_Lightning_01","","","","",[],[],1
1621,"Metadata/Projectiles/LightningRodRainArrow","[""Metadata/Effects/Spells/bow_lightning_rod_rain/projectile_01.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1622,"Metadata/Projectiles/PerennialKingObsidianSpear","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/ao/spike_proj.ao""]","[""fadein""]","[""impact""]",4500,1,3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1623,"Metadata/Projectiles/GreaterFireball","[""Metadata/Effects/Spells/fire_fireball/ao/greater.ao""]","[""projectile""]","[""impact""]",1040,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,"[""end""]","",[],"","","","","","","","","","",[],[],1
1624,"Metadata/Projectiles/GreaterFireballInfused","[""Metadata/Effects/Spells/fire_fireball/ao/greaterer.ao""]","[""projectile""]","[""impact""]",1040,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,"[""end""]","",[],"","","","","","","","","","",[],[],1
1625,"Metadata/Projectiles/GreaterFireballSecondary","[""Metadata/Effects/Spells/fire_fireball/ao/rig.ao""]","[""projectile""]","[""impact""]",1040,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","",8307,237,"","","","","","",[],[],1
