"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Value","i32_130","Stat2Value","i32_138","Stat3Value","i32_146","Stat4Value","i32_154","SpawnWeight_Tags","[i32]_174","Tags","GrantedEffectsPerLevel","AuraFlags","[i32]_238","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32_298","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32_402","Stat6","MaxLevel","bool_426","CraftingItemClassRestrictions","MonsterOnDeath","i32_451","HeistAchievements","Stat7Value","i32_475","Stat7","Stat8","Stat8Value","i32_515","InfluenceType","ImplicitTags","HasHardmodeStatValues","Stat1MinHardmode","Stat1MaxHardmode","Stat2MinHardmode","Stat2MaxHardmode","Stat3MinHardmode","Stat3MaxHardmode","Stat4MinHardmode","Stat4MaxHardmode","Stat5MinHardmode","Stat5MaxHardmode","Stat6MinHardmode","Stat6MaxHardmode","Stat7MinHardmode","Stat7MaxHardmode","Stat8MinHardmode","Stat8MaxHardmode","BuffTemplate","ArchnemesisMinionMod","HASH32","BuffTemplate2","i32_648","[rid]_652","RadiusJewelType","IsEssenceOnlyModifier","SpawnLevel_Override","SpawnWeight_Values"
15488,"AlloyDamageAsExtraFireTwoHandWhileMissingRunicWard1",25352,12101,25,26162,"","","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[3],42,52,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1919155359,[],0,[],3,"",0,[0]
15489,"AlloyPuppetMasterChance1",23281,12292,25,26450,"","","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[5967],30,50,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",852944736,[],0,[],3,"",0,[0]
15490,"AlloyAttackSpeedIfMissingWardRecently1",56803,12105,25,26727,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[38],10,15,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2578567139,[],0,[],3,"",0,[0]
15491,"AlloyRecoverRunicWardOnCharmUse1",8742,12100,25,26161,"","","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[5867],32,45,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3474262079,[],0,[],3,"",0,[0]
15492,"AlloyLocalWardIncreasePercent1",21145,12099,25,25992,"","","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[5866],24,30,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1714210041,[],0,[],3,"",0,[0]
15493,"AlloyLocalWardIncreasePercent2",8545,12099,65,25992,"","","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[5866],31,40,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3593759612,[],0,[],3,"",0,[0]
15494,"AlloyMaximumRunicWardWeapon1",44727,12097,25,25169,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5864],51,74,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[1253],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1225749766,[],0,[],3,"",0,[0]
15495,"AlloyRemnantPickupRange1",22949,11836,25,20988,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5549],35,50,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2469837919,[],0,[],3,"",0,[0]
15496,"AlloyPresenceAreaOfEffect1",65153,10779,25,18282,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5400],35,50,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[323],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2347634256,[],0,[],3,"",0,[0]
15497,"AlloyManaCostEfficiency1",50858,497,25,22862,"","","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[181],18,29,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,325]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1624319057,[],0,[],3,"",0,[0]
15498,"AlloyTemporaryMinionSkillLimit1",23649,11962,25,23678,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5819],1,2,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3270739415,[],0,[],3,"",0,[0]
15499,"AlloyCastSpeedGloves1",46086,12091,45,213,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,"[36,38]",9,12,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1299,34,326]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1424725574,[],0,[],3,"",0,[0]
15500,"AlloyAttackSpeedRing1",4976,12092,45,70,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,"[36,38]",7,9,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[321,326]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",718803015,[],0,[],3,"",0,[0]
15501,"AlloyFlaskChargesPerSecond1",24133,10916,45,19450,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5435],45,60,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4119477649,[],0,[],3,"",0,[0]
15502,"AlloyTotemPlacementSpeed1",11118,2890,45,1339,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[1551],30,49,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[326],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3573467651,[],0,[],3,"",0,[0]
15503,"AlloyReducedSlowPotency1",53219,10895,45,18326,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5439],-30,-15,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1359276505,[],0,[],3,"",0,[0]
15504,"AlloySkillEffectDuration1",42849,1290,45,212,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[573],15,19,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2228470605,[],0,[],3,"",0,[0]
15505,"AlloyDamagingAilmentDuration1",39214,1188,45,19049,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5570],20,25,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[589],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2535660256,[],0,[],3,"",0,[0]
15506,"AlloyArchonDuration1",43040,453,45,23303,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[154],35,42,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2674086281,[],0,[],3,"",0,[0]
15507,"AlloyElementalPenetration1",1366,2457,45,586,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",1,[1350],9,15,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3514894840,[],0,[],3,"",0,[0]
15508,"AlloyAilmentMagnitude1",6538,1169,45,19008,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5546],20,30,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1044457144,[],0,[],3,"",0,[0]
15509,"AlloyExposureEffect1",42738,11008,45,20300,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[3651],40,50,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,311,312,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1180587434,[],0,[],3,"",0,[0]
15510,"AlloyMinionDamagingAilmentMagnitude1",33329,12290,45,26369,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5965],40,49,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4108150880,[],0,[],3,"",0,[0]
15511,"AlloySpellAreaOfEffect1",3256,11673,45,8637,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5693],10,15,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[34],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2863753880,[],0,[],3,"",0,[0]
15512,"AlloyAttackAreaOfEffect1",11437,4575,45,4719,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[2188],10,15,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1011286814,[],0,[],3,"",0,[0]
15513,"AlloySpiritOnBoots1",33610,157,45,19368,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[58],10,15,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3046742751,[],0,[],3,"",0,[0]
15514,"AlloyChanceToChain1",63105,10796,45,18199,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[1132],25,35,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",347798722,[],0,[],3,"",0,[0]
15515,"AlloyMaximumElementalInfusions1",21144,11153,45,21220,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5429],1,1,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3235683201,[],0,[],3,"",0,[0]
15516,"AlloyEffectOfSocketedAugments1",20275,10994,65,20481,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[3894],20,30,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2072075740,[],0,[],3,"",0,[0]
15517,"AlloyEffectOfResistanceMods1",64440,8416,65,11724,"","","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[3976],20,30,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",411432042,[],0,[],3,"",0,[0]
15518,"AlloySpellLevelManaHybrid1",60339,12281,65,121,9521,"","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[1],142,188,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,325]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2038934176,[],0,[],3,"",0,[0]
15519,"AlloyAccuracyAttackSpeedHybrid1",34278,12282,65,83,71,"","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[39],327,427,5,8,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[321,326]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1426807552,[],0,[],3,"",0,[0]
15520,"AlloyManaNearbyAllyAttackSpeedHybrid1",21682,12283,65,121,17869,"","",1,"Verisium","Vérisium","<if:MS>{Verisiumbeschichteter}<elif:FS>{Verisiumbeschichtete}<elif:NS>{Verisiumbeschichtetes}<elif:MP>{Verisiumbeschichtete}<elif:FP>{Verisiumbeschichtete}<elif:NP>{Verisiumbeschichtete}","ヴェリシウムの","베리시움","Verísio","<if:MS>{Веризиевый}<elif:FS>{Веризиевая}<elif:NS>{Веризиевое}<elif:MP>{Веризиевые}<elif:FP>{Веризиевые}<elif:NP>{Веризиевые}","de verisium","Verisium","維里西姆",1,[1],110,114,4,8,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4060696691,[],0,[],3,"",0,[0]
15521,"AlloyCastSpeedDamageAsExtraColdHybrid1",62764,12284,65,213,21001,"","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[36],39,47,11,16,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2513008037,[],0,[],3,"",0,[0]
15522,"AlloyCastSpeedDamageAsExtraColdHybridOneHand1",40155,12284,65,213,21001,"","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[36],26,31,7,11,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3857298317,[],0,[],3,"",0,[0]
15523,"AlloyAttributeIncreasedLocalPhysicalDamageHybrid1",42834,12285,65,593,27,"","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,"[147,148,149]",7,10,15,20,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1508900841,[],0,[],3,"",0,[0]
15524,"AlloySpiritPresenceAreaOfEffectHybrid1",10523,12286,65,16098,18282,"","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5400],8,12,50,60,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",412082160,[],0,[],3,"",0,[0]
15525,"AlloyNaturesArchon1",32707,12280,65,26464,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[6028],25,50,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1470926571,[],0,[],3,"",0,[0]
15526,"AlloyElementalSkillLimit1",42647,12279,65,23613,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[6029],1,1,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3299610415,[],0,[],3,"",0,[0]
15527,"AlloyRetainGlory1",11074,1244,65,22233,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5679],60,75,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",450997732,[],0,[],3,"",0,[0]
15528,"AlloyBellLimit1",57587,12277,65,18692,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[6025],4,5,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3328023746,[],0,[],3,"",0,[0]
15529,"AlloyPuppeteerStacks1",34292,12278,65,26454,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[6026],4,5,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2850972723,[],0,[],3,"",0,[0]
15530,"AlloyMeleeStrikeRange1",61765,1408,65,1747,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[663],8,10,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2573400118,[],0,[],3,"",0,[0]
15531,"AlloyBallistaLimit1",36105,10705,65,19721,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[5376],2,2,-20,-20,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",485990687,[],0,[],3,"",0,[0]
15532,"AlloyLightningDamageIgnites1",41598,6117,65,7082,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[3041],1,1,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,311,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1867307347,[],0,[],3,"",0,[0]
