"rownum","Room","Level","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Icon_DDSFile","Mod","ModValues","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)"
10,5,2,"armoury_lvl2","Contains [Equipment]","Contient de l'[Equipment|Équipement]","Enthält [Equipment|Ausrüstung]","[Equipment|装備品]が出現する","[Equipment|장비] 포함","Contém [Equipment|equipamentos]","Содержит [Equipment|снаряжение]","Contiene [Equipment|equipamientos]","มี[Equipment|ไอเทมสวมใส่]","包含[Equipment|裝備]","Arsenal","Arsenal","Arsenal","武器庫","병기창","Depósito de Armas","Арсенал","Arsenal","คลังสรรพาวุธ","軍械室","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconArmoury.dds",14758,[25],"","","","","","","","","",""
11,5,3,"armoury_lvl3","Contains [Rarity|Rare] [Equipment]","Contient de l'[Equipment|Équipement] [Rarity|Rare]","Enthält [Rarity|seltene] [Equipment|Ausrüstung]","[Rarity|レア]の[Equipment|装備品]が出現する","[Rarity|희귀] [Equipment|장비] 포함","Contém [Equipment|equipamentos] [Rarity|raros]","Содержит [Rarity|редкое] [Equipment|снаряжение]","Contiene [Equipment|equipamientos] [Rarity|raros]","มี[Equipment|ไอเทมสวมใส่][Rarity|แรร์]","包含[Rarity|稀有][Equipment|裝備]","Gallery","Galerie","Galerie","展示室","회랑","Galeria","Галерея","Galería","หอแสดงเครื่องศึก","畫廊","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconArmoury.dds",14758,[35],"","","","","","","","","",""
12,5,4,"armoury_lvl4","Contains [Rarity|Rare] [Equipment]","Contient de l'[Equipment|Équipement] [Rarity|Rare]","Enthält [Rarity|seltene] [Equipment|Ausrüstung]","[Rarity|レア]の[Equipment|装備品]が出現する","[Rarity|희귀] [Equipment|장비] 포함","Contém [Equipment|equipamentos] [Rarity|raros]","Содержит [Rarity|редкое] [Equipment|снаряжение]","Contiene [Equipment|equipo] [Rarity|raro]","มี[Equipment|ไอเทมสวมใส่][Rarity|แรร์]","包含[Rarity|稀有][Equipment|裝備]","Royal Reserves","Royal Reserves","Königliche Reserven","王家の備蓄庫","왕실 비축고","Reservas Régias","Царские резервы","Reservas reales","ยุทโธปกรณ์ราชสำนัก","皇家後備","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconArmoury.dds",14758,[40],"","","","","","","","","",""
13,6,1,"smithy_lvl1","Contains the Forging Workbench which can be used to improve [Quality] of [Equipment]","Contient l'Établi de forgeage, qui peut être utilisé pour améliorer la [Quality|Qualité] de l'[Equipment|Équipement]","Enthält die Schmiedende Werkbank, die die [Quality|Qualität] von [Equipment|Ausrüstung] verbessert","[Equipment|装備品]の品質を向上させるフォージングベンチが出現する","사용 시 [Equipment|장비] [Quality|퀄리티]를 올려 주는 제련 작업대 포함","Contém a Bancada de Forja, que pode ser usada para melhorar a [Quality|qualidade] do [Equipment|equipamento]","Содержит верстак для ковки, повышающий [Quality|качество] [Equipment|снаряжения]","Contiene la Mesa de trabajo de forja que se puede usar para mejorar la [Quality|calidad] del [Equipment|equipamiento]","มีโต๊ะทำงานหลอมที่เพิ่ม[Quality|ค่าคุณภาพ]ให้กับ[Equipment|ไอเทมสวมใส่]","包含鍛造工藝台，可用於提升[Equipment|裝備]的[Quality|品質]。","Bronzeworks","Atelier de bronze","Bronzewerk","青銅工房","청동세공실","Fundição de Bronze","Бронзовая литейная","Obras de bronce","ห้องงานทองแดง","青銅工坊","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconSmithy.dds",14759,[15],"May drop [IncursionMedallionIncreaseRoomTier|Quipolatl's Medallion] or [IncursionMedallionAddRoom|Uromoti's Medallion]","Peut céder un [IncursionMedallionIncreaseRoomTier|Médaillon de Quipolatl] ou un [IncursionMedallionAddRoom|Médaillon d'Uromoti]","Kann [IncursionMedallionIncreaseRoomTier|Quipolatls Medaillon] oder [IncursionMedallionAddRoom|Uromotis Medaillon] fallen lassen","[IncursionMedallionIncreaseRoomTier|キポラトルのメダリオン]または[IncursionMedallionAddRoom|ウロモティのメダリオン]をドロップすることがある","[IncursionMedallionIncreaseRoomTier|퀴폴라틀의 메달리온] 또는 [IncursionMedallionAddRoom|우로모티의 메달리온]이 나올 수 있음","Pode largar o [IncursionMedallionIncreaseRoomTier|Medalhão de Quipolatl] ou [IncursionMedallionAddRoom|Medalhão de Uromoti]","Можно найти [IncursionMedallionIncreaseRoomTier|Медальон Квиполатля] или [IncursionMedallionAddRoom|Медальон Уромоти]","Puede dar un [IncursionMedallionIncreaseRoomTier|Medallón de Quipolatl] o un [IncursionMedallionAddRoom|Medallón de Uromoti]","อาจดรอป[IncursionMedallionIncreaseRoomTier|เหรียญตราคุยโปลาทัล]หรือ[IncursionMedallionIncreaseRoomTier|เหรียญตราอูรูมอที]","可能掉落 [IncursionMedallionIncreaseRoomTier|克特帕托聖徽] 或 [IncursionMedallionAddRoom|烏爾摩堤聖徽]"
14,6,2,"smithy_lvl2","Contains the Forging Mechanism which can be used to add an [Augment] socket to [Equipment]","Contient le Mécanisme de forgeage, qui peut être utilisé pour ajouter une châsse d'[Augment|Augmentation] à un objet d'[Equipment|Équipement]","Enthält den Schmiedenden Mechanismus, der [Equipment|Ausrüstung] eine [Augment|Augmentations]fassung hinzufügt","[Equipment|装備品]に[Augment|オーグメント]ソケットを1個追加するフォージング装置","사용 시 [Equipment|장비]에 [Augment|증강물] 홈을 추가해 주는 제련 기계 장치 포함","Contém o Mecanismo de Forja, que pode ser usado para adicionar um encaixe de [Augment|aprimoramento] a um [Equipment|equipamento]","Содержит механизм ковки, добавляющий гнёздо для [Augment|усилителей] на [Equipment|снаряжение]","Contiene el Mecanismo de forja que se puede usar para agregar un engarce de [Augment|mejora] al [Equipment|equipamiento]","มีกลไกหลอมที่ใส่รู[Augment|วัตถุฝัง] 1 รู ให้กับ[Equipment|ไอเทมสวมใส่]","包含鍛造機關，可用於為[Equipment|裝備]增加一個[Augment|增幅]插槽。","Chamber of Iron","Chambre du fer","Eisenkammer","鉄の間","방어구의 방","Câmara de Ferro","Железный зал","Cámara de hierro","ห้องเหล็กกล้า","鋼鍛之室","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconSmithy.dds",14759,[30],"May drop [IncursionMedallionIncreaseRoomTier|Quipolatl's Medallion] or [IncursionMedallionAddRoom|Uromoti's Medallion]","Peut céder un [IncursionMedallionIncreaseRoomTier|Médaillon de Quipolatl] ou un [IncursionMedallionAddRoom|Médaillon d'Uromoti]","Kann [IncursionMedallionIncreaseRoomTier|Quipolatls Medaillon] oder [IncursionMedallionAddRoom|Uromotis Medaillon] fallen lassen","[IncursionMedallionIncreaseRoomTier|キポラトルのメダリオン]または[IncursionMedallionAddRoom|ウロモティのメダリオン]をドロップすることがある","[IncursionMedallionIncreaseRoomTier|퀴폴라틀의 메달리온] 또는 [IncursionMedallionAddRoom|우로모티의 메달리온]이 나올 수 있음","Pode largar o [IncursionMedallionIncreaseRoomTier|Medalhão de Quipolatl] ou [IncursionMedallionAddRoom|Medalhão de Uromoti]","Можно найти [IncursionMedallionIncreaseRoomTier|Медальон Квиполатля] или [IncursionMedallionAddRoom|Медальон Уромоти]","Puede dar un [IncursionMedallionIncreaseRoomTier|Medallón de Quipolatl] o un [IncursionMedallionAddRoom|Medallón de Uromoti]","อาจดรอป[IncursionMedallionIncreaseRoomTier|เหรียญตราคุยโปลาทัล]หรือ[IncursionMedallionIncreaseRoomTier|เหรียญตราอูรูมอที]","可能掉落 [IncursionMedallionIncreaseRoomTier|克特帕托聖徽] 或 [IncursionMedallionAddRoom|烏爾摩堤聖徽]"
15,6,3,"smithy_lvl3","Contains the Masterwork Forge which can be used to increase the [Quality] of an [Equipment] item that already has 20% [Quality]","Contient la Forge magistrale, qui peut être utilisée pour augmenter la [Quality|Qualité] d'un objet d'[Equipment|Équipement] ayant déjà 20% de [Quality|Qualité]","Enthält die Meisterwerksschmiede, die die [Quality|Qualität] eines [Equipment|Ausrüstungs]gegenstands, der bereits über 20% [Quality|Qualität] verfügt, erhöht","すでに20%の[Quality|品質]を持つ[Equipment|装備品]の[Quality|品質]を20%を超えて向上させることが可能になる傑作鍛冶装置が出現する","사용 시 이미 [Quality|퀄리티]가 20%인 [Equipment|장비] 아이템의 [Quality|퀄리티]를 증가시키는 걸작 제련소 포함","Contém a Forja Obra-prima, que pode ser usada para aumentar a [Quality|qualidade] de um [Equipment|equipamento] que já tem 20% de [Quality|qualidade]","Содержит кузницу мастера, повышающую [Quality|качество] предмета [Equipment|снаряжения], уже обладающего 20% [Quality|качеством]","Contiene la Forja de obras maestras que se puede usar para aumentar la [Quality|calidad] de una pieza de [Equipment|equipamiento] que ya tenga un 20% de [Quality|calidad]","มีเตาหลอมชิ้นเอกที่เพิ่ม[Quality|ค่าคุณภาพ]ของ[Equipment|ไอเทมสวมใส่]ให้กับไอเทมที่มี[Quality|ค่าคุณภาพ] 20% ได้","包含傑作熔爐，可用於提升已達 20% [Quality|品質]的[Equipment|裝備]物品[Quality|品質]。","Golden Forge","Forge dorée","Goldene Schmiede","黄金工房","황금 대장간","Forja de Ouro","Золотая кузня","Forja de oro","โรงหลอมทองคำ","黃金熔爐","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconSmithy.dds",14759,[45],"May drop [IncursionMedallionPreventDestabilise|Juatalotli's Medallion], [IncursionMedallionRerollRestrictedRoom|Hayoxi's Medallion], [IncursionMedallionAddRoom|Uromoti's Medallion], [IncursionMedallionAddAdditionalRestrictedRoom|Estazunti's Medallion] or [IncursionMedallionAddTempleModifier|Zantipi's Medallion]","Peut céder un [IncursionMedallionPreventDestabilise|Médaillon de Juatalotli], un [IncursionMedallionRerollRestrictedRoom|Médaillon d'Hayoxi], un [IncursionMedallionAddRoom|Médaillon d'Uromoti], un [IncursionMedallionAddAdditionalRestrictedRoom|Médaillon d'Estazunti] ou un [IncursionMedallionAddTempleModifier|Médaillon de Zantipi]","Kann [IncursionMedallionPreventDestabilise|Juatalotlis Medaillon], [IncursionMedallionRerollRestrictedRoom|Hayoxis Medaillon], [IncursionMedallionAddRoom|Uromotis Medaillon], [IncursionMedallionAddAdditionalRestrictedRoom|Estazuntis Medaillon] oder [IncursionMedallionAddTempleModifier|Zantipis Medaillon] fallen lassen","[IncursionMedallionPreventDestabilise|フアタロトリのメダリオン]、[IncursionMedallionRerollRestrictedRoom|ハヨキのメダリオン]、[IncursionMedallionAddRoom|ウロモティのメダリオン]、[IncursionMedallionAddAdditionalRestrictedRoom|エスタズンティのメダリオン]または[IncursionMedallionAddTempleModifier|ザンティピのメダリオン]をドロップすることがある","[IncursionMedallionPreventDestabilise|주앗탈로틀리의 메달리온], [IncursionMedallionRerollRestrictedRoom|하욕시의 메달리온], [IncursionMedallionAddRoom|우로모티의 메달리온], [IncursionMedallionMaximumCrystalCapacity|조펙의 메달리온], [IncursionMedallionMaximumMedallionCapacity|아즈카파의 메달리온], [IncursionMedallionAddAdditionalRestrictedRoom|에스타준티의 메달리온] 또는 [IncursionMedallionAddTempleModifier|잔티피의 메달리온]이 나올 수 있음","Pode largar o [IncursionMedallionPreventDestabilise|Medalhão de Juatalotli], [IncursionMedallionRerollRestrictedRoom|Medalhão de Hayoxi], [IncursionMedallionAddRoom|Medalhão de Uromoti], [IncursionMedallionAddAdditionalRestrictedRoom|Medalhão de Estazunti] ou [IncursionMedallionAddTempleModifier|Medalhão de Zantipi]","Можно найти [IncursionMedallionPreventDestabilise|Медальон Ваталотли], [IncursionMedallionRerollRestrictedRoom|Медальон Хайоши], [IncursionMedallionAddRoom|Медальон Уромоти], [IncursionMedallionAddAdditionalRestrictedRoom|Медальон Эстазунти] или [IncursionMedallionAddTempleModifier|Медальон Зантипи]","Puede dar un [IncursionMedallionPreventDestabilise|Medallón de Juatalotli], un [IncursionMedallionRerollRestrictedRoom|Medallón de Hayoxi], un [IncursionMedallionAddRoom|Medallón de Uromoti], un [IncursionMedallionAddAdditionalRestrictedRoom|Medallón de Estazunti] o un [IncursionMedallionAddTempleModifier|Medallón de Zantipi]","อาจดรอป[IncursionMedallionPreventDestabilise|เหรียญตราฮัวตาล็อตลี], [IncursionMedallionRerollRestrictedRoom|เหรียญตราเฮโยคี], [IncursionMedallionAddRoom|เหรียญตราอูรูมอที], [IncursionMedallionAddAdditionalRestrictedRoom|เหรียญตราเอสตาซุนที] หรือ[IncursionMedallionAddTempleModifier|เหรียญตราซานทีพี]","可能掉落 [IncursionMedallionPreventDestabilise|瓦爾羅特聖徽]、[IncursionMedallionRerollRestrictedRoom|荷霖蔡聖徽]、[IncursionMedallionAddRoom|烏爾摩堤聖徽]、[IncursionMedallionAddAdditionalRestrictedRoom|艾斯祖太聖徽] 或 [IncursionMedallionAddTempleModifier|善堤比聖徽]"
16,6,4,"smithy_lvl4","Contains the Masterwork Forge which can be used to increase the [Quality] of an [Equipment] item that already has 20% [Quality]\r\n[Rarity|Unique] Boss drops additional Infusers","Contains the Masterwork Forge which can be used to increase the [Quality] of an [Equipment] item that already has 20% [Quality]\r\n[Rarity|Unique] Boss drops additional Infusers","Enthält die Meisterwerksschmiede, die die [Quality|Qualität] eines [Equipment|Ausrüstungs]gegenstands, der bereits über 20% [Quality|Qualität] verfügt, erhöht\r\n[Rarity|Einzigartige] Bosse lassen zusätzliche Verstärker fallen","すでに20%の[Quality|品質]を持つ[Equipment|装備品]の[Quality|品質]を20%を超えて向上させることが可能になる傑作鍛冶装置が出現する\r\n[Rarity|ユニーク]ボスは追加でインフューザーをドロップする","사용 시 이미 [Quality|퀄리티]가 20%인 [Equipment|장비] 아이템의 [Quality|퀄리티]를 증가시키는 걸작 제련소 포함\r\n[Rarity|고유] 보스가 주입기를 추가로 떨어뜨림","Contém a Forja Obra-prima, que pode ser usada para aumentar a [Quality|qualidade] de um [Equipment|equipamento] que já tem 20% de [Quality|qualidade]\r\nO chefe [Rarity|único] larga infusores adicionais","Содержит кузницу мастера, повышающую [Quality|качество] предмета [Equipment|снаряжения], уже обладающего 20% [Quality|качеством]","Contiene la Forja de obras maestras, que se puede usar para aumentar la [Quality|calidad] de un [Equipment|equipo] que ya tiene 20% de [Quality|calidad]\r\nLos jefes [Rarity|únicos] arrojan infusores adicionales","มีเตาหลอมชิ้นเอกที่เพิ่ม[Quality|ค่าคุณภาพ]ของ[Equipment|ไอเทมสวมใส่]ให้กับไอเทมที่มี[Quality|ค่าคุณภาพ] 20% ได้\r\nบอส[Rarity|ยูนิค]ดรอปเครื่องถ่ายพลังเพิ่มเติม","包含傑作熔爐，可用於提升已達 20% [Quality|品質]的[Equipment|裝備]物品[Quality|品質]\r\n[Rarity|傳奇]頭目掉落額外的注入器","Immaculate Forge","Immaculate Forge","Makellose Schmiede","無垢なる鍛冶場","완전무결한 대장간","Forja Imaculada","Безупречная кузня","Forja inmaculada","โรงหลอมไร้ราคี","完美熔爐","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconSmithy.dds",14759,[50],"May drop [IncursionMedallionPreventDestabilise|Juatalotli's Medallion], [IncursionMedallionRerollRestrictedRoom|Hayoxi's Medallion], [IncursionMedallionAddRoom|Uromoti's Medallion], [IncursionMedallionAddAdditionalRestrictedRoom|Estazunti's Medallion] or [IncursionMedallionAddTempleModifier|Zantipi's Medallion]","May drop [IncursionMedallionPreventDestabilise|Juatalotli's Medallion], [IncursionMedallionRerollRestrictedRoom|Hayoxi's Medallion], [IncursionMedallionAddRoom|Uromoti's Medallion], [IncursionMedallionAddAdditionalRestrictedRoom|Estazunti's Medallion] or [IncursionMedallionAddTempleModifier|Zantipi's Medallion]","Kann [IncursionMedallionPreventDestabilise|Juatalotlis Medaillon], [IncursionMedallionRerollRestrictedRoom|Hayoxis Medaillon], [IncursionMedallionAddRoom|Uromotis Medaillon], [IncursionMedallionAddAdditionalRestrictedRoom|Estazuntis Medaillon] oder [IncursionMedallionAddTempleModifier|Zantipis Medaillon] fallen lassen","[IncursionMedallionPreventDestabilise|フアタロトリのメダリオン]、[IncursionMedallionRerollRestrictedRoom|ハヨキのメダリオン]、[IncursionMedallionAddRoom|ウロモティのメダリオン]、[IncursionMedallionAddAdditionalRestrictedRoom|エスタズンティのメダリオン]または[IncursionMedallionAddTempleModifier|ザンティピのメダリオン]をドロップすることがある","[IncursionMedallionPreventDestabilise|주앗탈로틀리의 메달리온], [IncursionMedallionRerollRestrictedRoom|하욕시의 메달리온], [IncursionMedallionAddRoom|우로모티의 메달리온], [IncursionMedallionAddAdditionalRestrictedRoom|에스타준티의 메달리온] 또는 [IncursionMedallionAddTempleModifier|잔티피의 메달리온]이 나올 수 있음","Pode largar o [IncursionMedallionPreventDestabilise|Medalhão de Juatalotli], [IncursionMedallionRerollRestrictedRoom|Medalhão de Hayoxi], [IncursionMedallionAddRoom|Medalhão de Uromoti], [IncursionMedallionAddAdditionalRestrictedRoom|Medalhão de Estazunti] ou [IncursionMedallionAddTempleModifier|Medalhão de Zantipi]","Можно найти [IncursionMedallionPreventDestabilise|Медальон Ваталотли], [IncursionMedallionRerollRestrictedRoom|Медальон Хайоши], [IncursionMedallionAddRoom|Медальон Уромоти], [IncursionMedallionAddAdditionalRestrictedRoom|Медальон Эстазунти] или [IncursionMedallionAddTempleModifier|Медальон Зантипи]","Puede dar un [IncursionMedallionPreventDestabilise|Medallón de Juatalotli], un [IncursionMedallionRerollRestrictedRoom|Medallón de Hayoxi], un [IncursionMedallionAddRoom|Medallón de Uromoti], un [IncursionMedallionAddAdditionalRestrictedRoom|Medallón de Estazunti] o un [IncursionMedallionAddTempleModifier|Medallón de Zantipi]","อาจดรอป[IncursionMedallionPreventDestabilise|เหรียญตราฮัวตาล็อตลี], [IncursionMedallionRerollRestrictedRoom|เหรียญตราเฮโยคี], [IncursionMedallionAddRoom|เหรียญตราอูรูมอที], [IncursionMedallionAddAdditionalRestrictedRoom|เหรียญตราเอสตาซุนที] หรือ[IncursionMedallionAddTempleModifier|เหรียญตราซานทีพี]","可能掉落 [IncursionMedallionPreventDestabilise|瓦爾羅特聖徽]、[IncursionMedallionRerollRestrictedRoom|荷霖蔡聖徽]、[IncursionMedallionAddRoom|烏爾摩堤聖徽]、[IncursionMedallionAddAdditionalRestrictedRoom|艾斯祖太聖徽] 或 [IncursionMedallionAddTempleModifier|善堤比聖徽]"
17,7,1,"generator_lvl1","Provides [IncursionPower|Power] to nearby rooms, increasing in distance with Room tier","Fournit de l'[IncursionPower|Énergie] aux salles proches. Chaque Palier de Salle augmente la portée","Versorgt Räume im Umkreis mit [IncursionPower|Antriebskraft]; Reichweite steigt mit Level","近くの部屋に[IncursionPower|電力]を供給し、ティアが上がるごとに範囲が増加する","주변의 방에 [IncursionPower|동력]을 공급하며, 방 등급이 높아지면 거리가 증가함","Fornece [IncursionPower|energia] às salas próximas, aumentando a distância conforme o nível da sala","Обеспечивает соседние залы [IncursionPower|энергией], радиус растёт с уровнем","Proporciona [IncursionPower|energía] a las salas cercanas, y aumenta su alcance con cada nivel de sala.","ให้[IncursionPower|พลังงาน]กับห้องที่อยู่ใกล้ มีระยะเพิ่มขึ้นตามระดับของห้อง","提供[IncursionPower|電力]給附近的房間，範圍隨房間階級提升","Dynamo","Dynamo","Dynamo","ダイナモ","발전기","Dínamo","Динамо-машина","Dinamo","ไดนาโม","發電機房","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconGenerator.dds",14765,"[10,0]","","","","","","","","","",""
18,7,2,"generator_lvl2","Provides [IncursionPower|Power] to nearby rooms, increasing in distance with Room tier","Fournit de l'[IncursionPower|Énergie] aux salles proches. Chaque Palier de Salle augmente la portée","Versorgt Räume im Umkreis mit [IncursionPower|Antriebskraft]; Reichweite steigt mit Level","近くの部屋に[IncursionPower|電力]供給し、ティアが上がるごとに範囲が増加する","주변의 방에 [IncursionPower|동력]을 공급하며, 방 등급이 높아지면 거리가 증가함","Fornece [IncursionPower|energia] às salas próximas, aumentando a distância conforme o nível da sala","Обеспечивает соседние залы [IncursionPower|энергией], радиус растёт с уровнем","Proporciona [IncursionPower|energía] a las salas cercanas, y aumenta su alcance con cada nivel de sala.","ให้[IncursionPower|พลังงาน]กับห้องที่อยู่ใกล้ มีระยะเพิ่มขึ้นตามระดับของห้อง","提供[IncursionPower|電力]給附近的房間，範圍隨房間階級提升","Shrine of Empowerment","Sanctuaire du pouvoir","Schrein der Ermächtigung","強化の祭壇","강화의 성소","Altar de Fortalecimento","Алтарь усиления","Santuario de potenciación","แท่นบูชา​แห่ง​การ​เพิ่มพลัง","恩賜神殿","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconGenerator.dds",14765,"[25,0]","","","","","","","","","",""
19,7,3,"generator_lvl3","Provides [IncursionPower|Power] to nearby rooms, increasing in distance with Room tier","Fournit de l'[IncursionPower|Énergie] aux salles proches. Chaque Palier de Salle augmente la portée","Versorgt Räume im Umkreis mit [IncursionPower|Antriebskraft]; Reichweite steigt mit Level","近くの部屋に[IncursionPower|電力]供給し、ティアが上がるごとに範囲が増加する","주변의 방에 [IncursionPower|동력]을 공급하며, 방 등급이 높아지면 거리가 증가함","Fornece [IncursionPower|energia] às salas próximas, aumentando a distância conforme o nível da sala","Обеспечивает соседние залы [IncursionPower|энергией], радиус растёт с уровнем","Proporciona [IncursionPower|energía] a las salas cercanas, y aumenta su alcance con cada nivel de sala.","ให้[IncursionPower|พลังงาน]กับห้องที่อยู่ใกล้ มีระยะเพิ่มขึ้นตามระดับของห้อง","提供[IncursionPower|電力]給附近的房間，範圍隨房間階級提升","Solar Nexus","Nexus solaire","Solarnexus","太陽の中心","태양의 연결부","Nexus Solar","Ядро солнца","Nexo solar","ศูนย์กลางแสงตะวัน","日耀匯流之間","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconGenerator.dds",14765,"[35,1]","","","","","","","","","",""
20,7,4,"generator_lvl4","Provides [IncursionPower|Power] to nearby rooms, increasing in distance with Room tier","Fournit de l'[IncursionPower|Énergie] aux salles proches. Chaque Palier de Salle augmente la portée","Versorgt Räume im Umkreis mit [IncursionPower|Antriebskraft]; Reichweite steigt mit Level","近くの部屋に[IncursionPower|電力]供給し、ティアが上がるごとに範囲が増加する","주변의 방에 [IncursionPower|동력]을 공급하며, 방 등급이 높아지면 거리가 증가함","Fornece [IncursionPower|energia] às salas próximas, aumentando a distância conforme o nível da sala","Обеспечивает соседние залы [IncursionPower|энергией], радиус растёт с уровнем","Proporciona [IncursionPower|energía] a las salas cercanas, y aumenta su alcance con cada nivel de sala","ให้[IncursionPower|พลังงาน]กับห้องที่อยู่ใกล้ มีระยะเพิ่มขึ้นตามระดับของห้อง","提供[IncursionPower|電力]給附近的房間，範圍隨房間階級提升","Infinite Horizon","Infinite Horizon","Unendlicher Horizont","無限の地平","무한한 지평선","Horizonte Infinito","Бесконечный горизонт","Horizonte infinito","ขอบฟ้าอนันต์","無限地平線","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconGenerator.dds",14765,"[40,1]","","","","","","","","","",""
21,8,1,"viperspymaster_lvl1","Room Tier can be increased by defeating other Spymasters","Le Palier de cette Salle peut être augmenté en éliminant d'autres Maîtres-espions","Raumlevel kann durch das Töten anderer Spionagemeister erhöht werden","他の密偵長を暗殺することで部屋のティアを上げることができる","다른 첩보대장을 쓰러뜨려 방 등급을 증가시킬 수 있음","Nível da sala pode ser aumentado ao derrotar outros mestres-espião","Уровень комнаты можно повысить, убивая других соглядатаев","Puedes aumentar el nivel de la sala derrotando a otros Maestros de espionaje","สามารถเพิ่มระดับของห้องได้ด้วยการสังหารนักจารชนคนอื่น","可刺殺其他情報大師以升級房間階級","Spymaster's Study","Bureau du maître-espion","Spionagemeister-Arbeitszimmer","密偵長の書斎","첩보대장의 서재","Escritório do Mestre-espião","Кабинет соглядатая","Estudio del maestro de espionaje","ห้องศึกษานักจารชน","情報師書房","Art/Textures/Interface/2D/2DArt/UIImages/InGame/Incursion2/RoomIcons/IconViperSpymaster.dds",15001,"[8,0]","May drop [IncursionMedallionPreventDestabilise|Juatalotli's Medallion], [IncursionMedallionIncreaseRoomTier|Quipolatl's Medallion] or [IncursionMedallionAddRoom|Uromoti's Medallion]","Peut céder un [IncursionMedallionPreventDestabilise|Médaillon de Juatalotli], un [IncursionMedallionIncreaseRoomTier|Médaillon de Quipolatl] ou un [IncursionMedallionAddRoom|Médaillon d'Uromoti]","Kann [IncursionMedallionPreventDestabilise|Juatalotlis Medaillon], [IncursionMedallionIncreaseRoomTier|Quipolatls Medaillon] oder [IncursionMedallionAddRoom|Uromotis Medaillon] fallen lassen","[IncursionMedallionPreventDestabilise|フアタロトリのメダリオン]、[IncursionMedallionIncreaseRoomTier|キポラトルのメダリオン]または[IncursionMedallionAddRoom|ウロモティのメダリオン]をドロップする","[IncursionMedallionPreventDestabilise|주앗탈로틀리의 메달리온], [IncursionMedallionIncreaseRoomTier|퀴폴라틀의 메달리온] 또는 [IncursionMedallionAddRoom|우로모티의 메달리온]이 나올 수 있음","Pode largar o [IncursionMedallionPreventDestabilise|Medalhão de Juatalotli], [IncursionMedallionIncreaseRoomTier|Medalhão de Quipolatl] ou [IncursionMedallionAddRoom|Medalhão de Uromoti]","Можно найти [IncursionMedallionPreventDestabilise|Медальон Ваталотли], [IncursionMedallionIncreaseRoomTier|Медальон Квиполатля] или [IncursionMedallionAddRoom|Медальон Уромоти]","Puede dar un [IncursionMedallionPreventDestabilise|Medallón de Juatalotli], un [IncursionMedallionIncreaseRoomTier|Medallón de Quipolatl] o un [IncursionMedallionAddRoom|Medallón de Uromoti]","อาจดรอป[IncursionMedallionPreventDestabilise|เหรียญตราฮัวตาล็อตลี], [IncursionMedallionIncreaseRoomTier|เหรียญตราคุยโปลาทัล] หรือ[IncursionMedallionAddRoom|เหรียญตราอูรูมอที]","可能掉落 [IncursionMedallionPreventDestabilise|瓦爾羅特聖徽]、[IncursionMedallionIncreaseRoomTier|克特帕托聖徽] 或 [IncursionMedallionAddRoom|烏爾摩堤聖徽]"
