"rownum","StatSet","GemLevel","SpellCritChance","AttackCritChance","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","bool_76","i32_77","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","ActorLevel","BaseMultiplier"
26241,6325,7,1200,0,"[7,10]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",22.287,0
26242,6325,8,1200,0,"[8,11]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",26.732,0
26243,6325,9,1200,0,"[8,12]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",31.403,0
26244,6325,10,1200,0,"[9,14]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",36.3,0
26245,6325,11,1200,0,"[10,15]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",41.423,0
26246,6325,12,1200,0,"[11,16]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",46.772,0
26247,6325,13,1200,0,"[12,18]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",52.347,0
26248,6325,14,1200,0,"[13,19]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",58.148,0
26249,6325,15,1200,0,"[14,21]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",64.175,0
26250,6325,16,1200,0,"[15,22]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",70.428,0
26251,6325,17,1200,0,"[16,24]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",76.907,0
26252,6325,18,1200,0,"[17,26]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",83.612,0
26253,6325,19,1200,0,"[18,28]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",90.543,0
26254,6325,20,1200,0,"[20,29]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",97.7,0
26255,6325,21,1200,0,"[21,31]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",105.083,0
26256,6325,22,1200,0,"[22,33]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",112.692,0
26257,6325,23,1200,0,"[24,35]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",120.527,0
26258,6325,24,1200,0,"[25,37]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",128.588,0
26259,6325,25,1200,0,"[26,40]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",136.875,0
26260,6325,26,1200,0,"[28,42]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",145.388,0
26261,6325,27,1200,0,"[29,44]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",154.127,0
26262,6325,28,1200,0,"[31,46]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",163.092,0
26263,6325,29,1200,0,"[32,49]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",172.283,0
26264,6325,30,1200,0,"[34,51]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",181.7,0
26265,6325,31,1200,0,"[36,53]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",191.343,0
26266,6325,32,1200,0,"[37,56]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",201.212,0
26267,6325,33,1200,0,"[39,59]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",211.307,0
26268,6325,34,1200,0,"[41,61]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",221.628,0
26269,6325,35,1200,0,"[43,64]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",232.175,0
26270,6325,36,1200,0,"[44,67]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",242.948,0
26271,6325,37,1200,0,"[46,70]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",253.947,0
26272,6325,38,1200,0,"[48,72]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",265.172,0
26273,6325,39,1200,0,"[50,75]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",276.623,0
26274,6325,40,1200,0,"[52,78]",[],[6556],"",100,[],"[1461,1462]","[0,0]",[],"[3,3]","[0.8,1.2]",288.3,0
26275,6326,1,0,0,[],[],[6557],"",100,[],[],[],[],[],[],1,0
26276,6326,2,0,0,[],[],[6557],"",100,[],[],[],[],[],[],3.452,0
26277,6326,3,0,0,[],[],[6557],"",100,[],[],[],[],[],[],6.767,0
26278,6326,4,0,0,[],[],[6557],"",100,[],[],[],[],[],[],10.308,0
26279,6326,5,0,0,[],[],[6557],"",100,[],[],[],[],[],[],14.075,0
26280,6326,6,0,0,[],[],[6557],"",100,[],[],[],[],[],[],18.068,0
26281,6326,7,0,0,[],[],[6557],"",100,[],[],[],[],[],[],22.287,0
26282,6326,8,0,0,[],[],[6557],"",100,[],[],[],[],[],[],26.732,0
26283,6326,9,0,0,[],[],[6557],"",100,[],[],[],[],[],[],31.403,0
26284,6326,10,0,0,[],[],[6557],"",100,[],[],[],[],[],[],36.3,0
26285,6326,11,0,0,[],[],[6557],"",100,[],[],[],[],[],[],41.423,0
26286,6326,12,0,0,[],[],[6557],"",100,[],[],[],[],[],[],46.772,0
26287,6326,13,0,0,[],[],[6557],"",100,[],[],[],[],[],[],52.347,0
26288,6326,14,0,0,[],[],[6557],"",100,[],[],[],[],[],[],58.148,0
26289,6326,15,0,0,[],[],[6557],"",100,[],[],[],[],[],[],64.175,0
26290,6326,16,0,0,[],[],[6557],"",100,[],[],[],[],[],[],70.428,0
26291,6326,17,0,0,[],[],[6557],"",100,[],[],[],[],[],[],76.907,0
26292,6326,18,0,0,[],[],[6557],"",100,[],[],[],[],[],[],83.612,0
26293,6326,19,0,0,[],[],[6557],"",100,[],[],[],[],[],[],90.543,0
26294,6326,20,0,0,[],[],[6557],"",100,[],[],[],[],[],[],97.7,0
26295,6326,21,0,0,[],[],[6557],"",100,[],[],[],[],[],[],105.083,0
26296,6326,22,0,0,[],[],[6557],"",100,[],[],[],[],[],[],112.692,0
26297,6326,23,0,0,[],[],[6557],"",100,[],[],[],[],[],[],120.527,0
26298,6326,24,0,0,[],[],[6557],"",100,[],[],[],[],[],[],128.588,0
26299,6326,25,0,0,[],[],[6557],"",100,[],[],[],[],[],[],136.875,0
26300,6326,26,0,0,[],[],[6557],"",100,[],[],[],[],[],[],145.388,0
26301,6326,27,0,0,[],[],[6557],"",100,[],[],[],[],[],[],154.127,0
26302,6326,28,0,0,[],[],[6557],"",100,[],[],[],[],[],[],163.092,0
26303,6326,29,0,0,[],[],[6557],"",100,[],[],[],[],[],[],172.283,0
26304,6326,30,0,0,[],[],[6557],"",100,[],[],[],[],[],[],181.7,0
26305,6326,31,0,0,[],[],[6557],"",100,[],[],[],[],[],[],191.343,0
26306,6326,32,0,0,[],[],[6557],"",100,[],[],[],[],[],[],201.212,0
26307,6326,33,0,0,[],[],[6557],"",100,[],[],[],[],[],[],211.307,0
26308,6326,34,0,0,[],[],[6557],"",100,[],[],[],[],[],[],221.628,0
26309,6326,35,0,0,[],[],[6557],"",100,[],[],[],[],[],[],232.175,0
26310,6326,36,0,0,[],[],[6557],"",100,[],[],[],[],[],[],242.948,0
26311,6326,37,0,0,[],[],[6557],"",100,[],[],[],[],[],[],253.947,0
26312,6326,38,0,0,[],[],[6557],"",100,[],[],[],[],[],[],265.172,0
26313,6326,39,0,0,[],[],[6557],"",100,[],[],[],[],[],[],276.623,0
26314,6326,40,0,0,[],[],[6557],"",100,[],[],[],[],[],[],288.3,0
26315,6324,1,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],1,0
26316,6324,2,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],3.452,0
26317,6324,3,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],6.767,0
26318,6324,4,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],10.308,0
26319,6324,5,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],14.075,0
26320,6324,6,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],18.068,0
26321,6324,7,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],22.287,0
26322,6324,8,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],26.732,0
26323,6324,9,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],31.403,0
26324,6324,10,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],36.3,0
26325,6324,11,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],41.423,0
26326,6324,12,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],46.772,0
26327,6324,13,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],52.347,0
26328,6324,14,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],58.148,0
26329,6324,15,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],64.175,0
26330,6324,16,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],70.428,0
26331,6324,17,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],76.907,0
26332,6324,18,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],83.612,0
26333,6324,19,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],90.543,0
26334,6324,20,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],97.7,0
26335,6324,21,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],105.083,0
26336,6324,22,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],112.692,0
26337,6324,23,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],120.527,0
26338,6324,24,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],128.588,0
26339,6324,25,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],136.875,0
26340,6324,26,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],145.388,0
26341,6324,27,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],154.127,0
26342,6324,28,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],163.092,0
26343,6324,29,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],172.283,0
26344,6324,30,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],181.7,0
26345,6324,31,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],191.343,0
26346,6324,32,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],201.212,0
26347,6324,33,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],211.307,0
26348,6324,34,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],221.628,0
26349,6324,35,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],232.175,0
26350,6324,36,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],242.948,0
26351,6324,37,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],253.947,0
26352,6324,38,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],265.172,0
26353,6324,39,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],276.623,0
26354,6324,40,0,0,[],[10],[6555],"",100,[],[],[],[22490],[1],[],288.3,0
26355,6323,1,0,0,[],[],[6554],"",100,[],[],[],[],[],[],1,0
26356,6323,2,0,0,[],[],[6554],"",100,[],[],[],[],[],[],3.452,0
26357,6323,3,0,0,[],[],[6554],"",100,[],[],[],[],[],[],6.767,0
26358,6323,4,0,0,[],[],[6554],"",100,[],[],[],[],[],[],10.308,0
26359,6323,5,0,0,[],[],[6554],"",100,[],[],[],[],[],[],14.075,0
26360,6323,6,0,0,[],[],[6554],"",100,[],[],[],[],[],[],18.068,0
26361,6323,7,0,0,[],[],[6554],"",100,[],[],[],[],[],[],22.287,0
26362,6323,8,0,0,[],[],[6554],"",100,[],[],[],[],[],[],26.732,0
26363,6323,9,0,0,[],[],[6554],"",100,[],[],[],[],[],[],31.403,0
26364,6323,10,0,0,[],[],[6554],"",100,[],[],[],[],[],[],36.3,0
26365,6323,11,0,0,[],[],[6554],"",100,[],[],[],[],[],[],41.423,0
26366,6323,12,0,0,[],[],[6554],"",100,[],[],[],[],[],[],46.772,0
26367,6323,13,0,0,[],[],[6554],"",100,[],[],[],[],[],[],52.347,0
26368,6323,14,0,0,[],[],[6554],"",100,[],[],[],[],[],[],58.148,0
26369,6323,15,0,0,[],[],[6554],"",100,[],[],[],[],[],[],64.175,0
26370,6323,16,0,0,[],[],[6554],"",100,[],[],[],[],[],[],70.428,0
26371,6323,17,0,0,[],[],[6554],"",100,[],[],[],[],[],[],76.907,0
26372,6323,18,0,0,[],[],[6554],"",100,[],[],[],[],[],[],83.612,0
26373,6323,19,0,0,[],[],[6554],"",100,[],[],[],[],[],[],90.543,0
26374,6323,20,0,0,[],[],[6554],"",100,[],[],[],[],[],[],97.7,0
26375,6323,21,0,0,[],[],[6554],"",100,[],[],[],[],[],[],105.083,0
26376,6323,22,0,0,[],[],[6554],"",100,[],[],[],[],[],[],112.692,0
26377,6323,23,0,0,[],[],[6554],"",100,[],[],[],[],[],[],120.527,0
26378,6323,24,0,0,[],[],[6554],"",100,[],[],[],[],[],[],128.588,0
26379,6323,25,0,0,[],[],[6554],"",100,[],[],[],[],[],[],136.875,0
26380,6323,26,0,0,[],[],[6554],"",100,[],[],[],[],[],[],145.388,0
26381,6323,27,0,0,[],[],[6554],"",100,[],[],[],[],[],[],154.127,0
26382,6323,28,0,0,[],[],[6554],"",100,[],[],[],[],[],[],163.092,0
26383,6323,29,0,0,[],[],[6554],"",100,[],[],[],[],[],[],172.283,0
26384,6323,30,0,0,[],[],[6554],"",100,[],[],[],[],[],[],181.7,0
26385,6323,31,0,0,[],[],[6554],"",100,[],[],[],[],[],[],191.343,0
26386,6323,32,0,0,[],[],[6554],"",100,[],[],[],[],[],[],201.212,0
26387,6323,33,0,0,[],[],[6554],"",100,[],[],[],[],[],[],211.307,0
26388,6323,34,0,0,[],[],[6554],"",100,[],[],[],[],[],[],221.628,0
26389,6323,35,0,0,[],[],[6554],"",100,[],[],[],[],[],[],232.175,0
26390,6323,36,0,0,[],[],[6554],"",100,[],[],[],[],[],[],242.948,0
26391,6323,37,0,0,[],[],[6554],"",100,[],[],[],[],[],[],253.947,0
26392,6323,38,0,0,[],[],[6554],"",100,[],[],[],[],[],[],265.172,0
26393,6323,39,0,0,[],[],[6554],"",100,[],[],[],[],[],[],276.623,0
26394,6323,40,0,0,[],[],[6554],"",100,[],[],[],[],[],[],288.3,0
26395,6322,1,0,0,[],[15],[6553],"",100,[],[],[],[23011],[1],[],1,0
26396,6322,2,0,0,[],[16],[6553],"",100,[],[],[],[23011],[1],[],3.452,0
26397,6322,3,0,0,[],[17],[6553],"",100,[],[],[],[23011],[1],[],6.767,0
26398,6322,4,0,0,[],[18],[6553],"",100,[],[],[],[23011],[1],[],10.308,0
26399,6322,5,0,0,[],[19],[6553],"",100,[],[],[],[23011],[1],[],14.075,0
26400,6322,6,0,0,[],[20],[6553],"",100,[],[],[],[23011],[1],[],18.068,0
26401,6322,7,0,0,[],[21],[6553],"",100,[],[],[],[23011],[1],[],22.287,0
26402,6322,8,0,0,[],[22],[6553],"",100,[],[],[],[23011],[1],[],26.732,0
26403,6322,9,0,0,[],[23],[6553],"",100,[],[],[],[23011],[1],[],31.403,0
26404,6322,10,0,0,[],[24],[6553],"",100,[],[],[],[23011],[1],[],36.3,0
26405,6322,11,0,0,[],[25],[6553],"",100,[],[],[],[23011],[1],[],41.423,0
26406,6322,12,0,0,[],[26],[6553],"",100,[],[],[],[23011],[1],[],46.772,0
26407,6322,13,0,0,[],[27],[6553],"",100,[],[],[],[23011],[1],[],52.347,0
26408,6322,14,0,0,[],[28],[6553],"",100,[],[],[],[23011],[1],[],58.148,0
26409,6322,15,0,0,[],[29],[6553],"",100,[],[],[],[23011],[1],[],64.175,0
26410,6322,16,0,0,[],[30],[6553],"",100,[],[],[],[23011],[1],[],70.428,0
26411,6322,17,0,0,[],[31],[6553],"",100,[],[],[],[23011],[1],[],76.907,0
26412,6322,18,0,0,[],[32],[6553],"",100,[],[],[],[23011],[1],[],83.612,0
26413,6322,19,0,0,[],[33],[6553],"",100,[],[],[],[23011],[1],[],90.543,0
26414,6322,20,0,0,[],[34],[6553],"",100,[],[],[],[23011],[1],[],97.7,0
26415,6322,21,0,0,[],[35],[6553],"",100,[],[],[],[23011],[1],[],105.083,0
26416,6322,22,0,0,[],[36],[6553],"",100,[],[],[],[23011],[1],[],112.692,0
26417,6322,23,0,0,[],[37],[6553],"",100,[],[],[],[23011],[1],[],120.527,0
26418,6322,24,0,0,[],[38],[6553],"",100,[],[],[],[23011],[1],[],128.588,0
26419,6322,25,0,0,[],[39],[6553],"",100,[],[],[],[23011],[1],[],136.875,0
26420,6322,26,0,0,[],[40],[6553],"",100,[],[],[],[23011],[1],[],145.388,0
26421,6322,27,0,0,[],[41],[6553],"",100,[],[],[],[23011],[1],[],154.127,0
26422,6322,28,0,0,[],[42],[6553],"",100,[],[],[],[23011],[1],[],163.092,0
26423,6322,29,0,0,[],[43],[6553],"",100,[],[],[],[23011],[1],[],172.283,0
26424,6322,30,0,0,[],[44],[6553],"",100,[],[],[],[23011],[1],[],181.7,0
26425,6322,31,0,0,[],[45],[6553],"",100,[],[],[],[23011],[1],[],191.343,0
26426,6322,32,0,0,[],[46],[6553],"",100,[],[],[],[23011],[1],[],201.212,0
26427,6322,33,0,0,[],[47],[6553],"",100,[],[],[],[23011],[1],[],211.307,0
26428,6322,34,0,0,[],[48],[6553],"",100,[],[],[],[23011],[1],[],221.628,0
26429,6322,35,0,0,[],[49],[6553],"",100,[],[],[],[23011],[1],[],232.175,0
26430,6322,36,0,0,[],[50],[6553],"",100,[],[],[],[23011],[1],[],242.948,0
26431,6322,37,0,0,[],[51],[6553],"",100,[],[],[],[23011],[1],[],253.947,0
26432,6322,38,0,0,[],[52],[6553],"",100,[],[],[],[23011],[1],[],265.172,0
26433,6322,39,0,0,[],[53],[6553],"",100,[],[],[],[23011],[1],[],276.623,0
26434,6322,40,0,0,[],[54],[6553],"",100,[],[],[],[23011],[1],[],288.3,0
26435,6327,1,800,0,"[3,5]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
26436,6327,2,800,0,"[3,5]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",3,0
26437,6327,3,800,0,"[4,6]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",5,0
26438,6327,4,800,0,"[4,6]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",7,0
26439,6327,5,800,0,"[4,7]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",9,0
26440,6327,6,800,0,"[5,7]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",11,0
26441,6327,7,800,0,"[5,8]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",13,0
26442,6327,8,800,0,"[6,8]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",15,0
26443,6327,9,800,0,"[6,9]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",17,0
26444,6327,10,800,0,"[6,9]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",19,0
26445,6327,11,800,0,"[7,10]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",21,0
26446,6327,12,800,0,"[7,10]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",23,0
26447,6327,13,800,0,"[7,11]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",25,0
26448,6327,14,800,0,"[8,11]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",27,0
26449,6327,15,800,0,"[8,12]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",29,0
26450,6327,16,800,0,"[8,12]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",31,0
26451,6327,17,800,0,"[9,13]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",33,0
26452,6327,18,800,0,"[9,13]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",35,0
26453,6327,19,800,0,"[9,14]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",37,0
26454,6327,20,800,0,"[10,14]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",39,0
26455,6327,21,800,0,"[10,15]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",41,0
26456,6327,22,800,0,"[10,15]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",43,0
26457,6327,23,800,0,"[11,16]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",45,0
26458,6327,24,800,0,"[11,16]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",47,0
26459,6327,25,800,0,"[11,17]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",49,0
26460,6327,26,800,0,"[12,17]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",51,0
26461,6327,27,800,0,"[12,18]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",53,0
26462,6327,28,800,0,"[12,19]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",55,0
26463,6327,29,800,0,"[13,19]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",57,0
26464,6327,30,800,0,"[13,20]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",59,0
26465,6327,31,800,0,"[13,20]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",61,0
26466,6327,32,800,0,"[14,21]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",63,0
26467,6327,33,800,0,"[14,21]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",65,0
26468,6327,34,800,0,"[14,22]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",67,0
26469,6327,35,800,0,"[15,22]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",69,0
26470,6327,36,800,0,"[15,23]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",71,0
26471,6327,37,800,0,"[15,23]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",73,0
26472,6327,38,800,0,"[16,24]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",75,0
26473,6327,39,800,0,"[16,24]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",77,0
26474,6327,40,800,0,"[16,25]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",79,0
26475,6328,1,0,0,"[3,5]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
26476,6328,2,0,0,"[3,5]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",3,0
26477,6328,3,0,0,"[4,6]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",5,0
26478,6328,4,0,0,"[4,6]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",7,0
26479,6328,5,0,0,"[4,7]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",9,0
26480,6328,6,0,0,"[5,7]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",11,0
26481,6328,7,0,0,"[5,8]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",13,0
26482,6328,8,0,0,"[6,8]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",15,0
26483,6328,9,0,0,"[6,9]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",17,0
26484,6328,10,0,0,"[6,9]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",19,0
26485,6328,11,0,0,"[7,10]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",21,0
26486,6328,12,0,0,"[7,10]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",23,0
26487,6328,13,0,0,"[7,11]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",25,0
26488,6328,14,0,0,"[8,11]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",27,0
26489,6328,15,0,0,"[8,12]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",29,0
26490,6328,16,0,0,"[8,12]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",31,0
26491,6328,17,0,0,"[9,13]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",33,0
26492,6328,18,0,0,"[9,13]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",35,0
26493,6328,19,0,0,"[9,14]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",37,0
26494,6328,20,0,0,"[10,14]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",39,0
26495,6328,21,0,0,"[10,15]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",41,0
26496,6328,22,0,0,"[10,15]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",43,0
26497,6328,23,0,0,"[11,16]",[],[6558],"",100,[],"[1457,1458]","[0,0]",[],"[3,3]","[0.8,1.2]",45,0
