"rownum","Id","Base_ENVFile","Corrupted_ENVFiles","[rid]_32","[rid]_48","[i32]_64","EnvironmentTransitionsKey","PreloadGroup","bool_112","f32_113"
1446,"G3_12_boss_audio","Metadata/EnvironmentSettings/Gallows/3_12_boss.env",[],[],[],[],"","","",0
1447,"G3_11","Metadata/EnvironmentSettings/Gallows/3_11.env",[],[],[],[],"","","",0
1448,"G3_11_abyss","","[""Metadata/EnvironmentSettings/Gallows/3_11_dark.env""]",[],[],"[40,150]",4,68,1,0
1449,"G3_11_boss_audio","Metadata/EnvironmentSettings/Gallows/3_11_boss.env",[],[],[],[],"","","",0
1450,"G_Endgame_Town","Metadata/EnvironmentSettings/Gallows/3_13.env","[""Metadata/EnvironmentSettings/Gallows/3_13_sun.env""]",[],[],"[100,300]",2,"","",0
1451,"G3_14","Metadata/EnvironmentSettings/Gallows/3_14.env",[],[],[],[],"","","",0
1452,"G3_14_abyss","","[""Metadata/EnvironmentSettings/Gallows/3_14_abyss.env""]",[],[],"[40,150]",4,68,1,0
1453,"G3_14_indoor","Metadata/EnvironmentSettings/Gallows/3_14_indoor.env",[],[],[],[],"","","",0
1454,"G3_14_boss_audio","Metadata/EnvironmentSettings/Gallows/3_14_boss.env",[],[],[],[],"","","",0
1455,"G3_15","Metadata/EnvironmentSettings/Gallows/3_15.env",[],[],[],[],"","","",0
1456,"G3_16","Metadata/EnvironmentSettings/Gallows/3_16.env","[""Metadata/EnvironmentSettings/Gallows/3_16_bleak.env""]",[],[],[],0,"","",0
1457,"G3_16_abyss","","[""Metadata/EnvironmentSettings/Gallows/3_16_abyss.env""]",[],[],"[40,150]",4,68,1,0
1458,"G3_17","Metadata/EnvironmentSettings/Gallows/3_17.env",[],[],[],[],"","","",0
1459,"G3_17_boss","Metadata/EnvironmentSettings/Gallows/3_17_boss.env",[],[],[],[],"","","",0
1460,"G3_town","Metadata/EnvironmentSettings/Gallows/3_town.env","[""Metadata/EnvironmentSettings/Gallows/3_town_drained.env"",""Metadata/EnvironmentSettings/Gallows/3_town_past.env"",""Metadata/EnvironmentSettings/Gallows/3_town_cataclysm.env"",""Metadata/EnvironmentSettings/Gallows/3_town_cataclysm_second.env""]",[],"[3765,3814,2773,2815]",[],"","","",0
1461,"G3_town_timechamber_present","Metadata/EnvironmentSettings/Gallows/3_town_timechamber_present.env",[],[],[],[],"","","",0.1
1462,"G3_town_timechamber_past","Metadata/EnvironmentSettings/Gallows/3_town_timechamber_past.env",[],[],[],[],"","","",0
1463,"G4_town","Metadata/EnvironmentSettings/Gallows/4_town.env",[],[],[],[],"","","",0
1464,"G4_ship","Metadata/EnvironmentSettings/Gallows/4_town.env",[],[],[],[],"","","",0
1465,"G4_1_1","Metadata/EnvironmentSettings/Gallows/4_1_1.env",[],[],[],[],"","","",0
1466,"G4_1_1_abyss","","[""Metadata/EnvironmentSettings/Gallows/4_1_1_dark.env""]",[],[],"[40,150]",4,68,1,0
1467,"G4_1_1_boss","Metadata/EnvironmentSettings/Gallows/4_1_1_boss.env",[],[],[],[],"","","",0
1468,"G4_1_1_boat","Metadata/EnvironmentSettings/Gallows/4_1_1_boat.env",[],[],[],[],"","","",0
1469,"G4_1_2","Metadata/EnvironmentSettings/Gallows/4_1_2.env","[""Metadata/EnvironmentSettings/Gallows/4_1_2_lava.env""]",[],[],"[50,100]",5,"",1,0
1470,"G4_1_2_boss","Metadata/EnvironmentSettings/Gallows/4_1_2_boss.env",[],[],[],[],"","","",0
1471,"G4_2_1","Metadata/EnvironmentSettings/Gallows/4_2_1.env",[],[],[],[],"","","",0
1472,"G4_2_1_abyss","","[""Metadata/EnvironmentSettings/Gallows/4_2_1_dark.env""]",[],[],"[40,150]",4,68,1,0
1473,"G4_2_1_boss","Metadata/EnvironmentSettings/Gallows/4_2_1_boss.env",[],[],[],[],"","","",0
1474,"G4_2_1_boat","Metadata/EnvironmentSettings/Gallows/4_2_1_boat.env",[],[],[],[],"","","",0
1475,"G4_2_2","Metadata/EnvironmentSettings/Gallows/4_2_2.env",[],[],[],[],"","","",0
1476,"G4_2_2_abyss","","[""Metadata/EnvironmentSettings/Gallows/4_2_2_dark.env""]",[],[],"[40,150]",4,68,1,0
1477,"G4_2_2_boss","Metadata/EnvironmentSettings/Gallows/4_2_2_boss.env",[],[],[],[],"","","",0
1478,"G4_2_2_imposter","Metadata/EnvironmentSettings/Gallows/4_2_2_imposter.env",[],[],[],[],"","","",0
1479,"G4_3_1","Metadata/EnvironmentSettings/Gallows/4_3_1.env",[],[],[],[],"","","",0
1480,"G4_3_1_abyss","","[""Metadata/EnvironmentSettings/Gallows/4_3_1_dark.env""]",[],[],"[40,150]",4,68,1,0
1481,"G4_3_1_boss","Metadata/EnvironmentSettings/Gallows/4_3_1_boss.env",[],[],[],[],"","","",0
1482,"G4_3_1_boat","Metadata/EnvironmentSettings/Gallows/4_3_1_boat.env",[],[],[],[],"","","",0
1483,"G4_3_2","Metadata/EnvironmentSettings/Gallows/4_3_2.env",[],[],[],[],"","","",0
1484,"G4_3_2_boss","Metadata/EnvironmentSettings/Gallows/4_3_2_boss.env",[],[],[],[],"","","",0
1485,"G4_3_2_boss_song","Metadata/EnvironmentSettings/Gallows/4_3_2_boss_song.env",[],[],[],[],"","","",0
1486,"G4_4_1","Metadata/EnvironmentSettings/Gallows/4_4_1.env",[],[],[],[],"","","",0
1487,"G4_4_1_intro","Metadata/EnvironmentSettings/Gallows/4_4_1_intro.env",[],[],[],[],"","","",0
1488,"G4_4_1_hinekora","Metadata/EnvironmentSettings/Gallows/4_4_1_hinekora.env",[],[],[],[],"","","",0
1489,"G4_4_2","Metadata/EnvironmentSettings/Gallows/4_4_2.env",[],[],[],[],"","","",0
1490,"G4_4_2_darkness","Metadata/EnvironmentSettings/Gallows/4_4_2_darkness.env",[],[],[],[],"","","",0
1491,"G4_4_2_boss","Metadata/EnvironmentSettings/Gallows/4_4_2_boss.env",[],[],[],[],"","","",0
1492,"G4_4_3","Metadata/EnvironmentSettings/Gallows/4_4_3.env",[],[],[],[],"","","",0
1493,"G4_5_1","Metadata/EnvironmentSettings/Gallows/4_5_1.env",[],[],[],[],"","","",0
1494,"G4_5_1_outside","Metadata/EnvironmentSettings/Gallows/4_5_1_outside.env",[],[],[],[],"","","",0
1495,"G4_5_1_boss","Metadata/EnvironmentSettings/Gallows/4_5_1_boss.env",[],[],[],[],"","","",0
1496,"G4_5_2_1","Metadata/EnvironmentSettings/Gallows/4_5_2.env",[],[],[],[],"","","",0
1497,"G4_5_2_2","Metadata/EnvironmentSettings/Gallows/4_5_2_alt2.env",[],[],[],[],"","","",0
1498,"G4_5_2_3","Metadata/EnvironmentSettings/Gallows/4_5_2_alt.env",[],[],[],[],"","","",0
1499,"G4_5_2_4","Metadata/EnvironmentSettings/Gallows/4_5_2.env",[],[],[],[],"","","",0
1500,"G4_5_2_5","Metadata/EnvironmentSettings/Gallows/4_5_2_alt.env",[],[],[],[],"","","",0
1501,"G4_5_2","Metadata/EnvironmentSettings/Gallows/4_5_2.env",[],[],[],[],"","","",0
1502,"G4_5_2_boss","Metadata/EnvironmentSettings/Gallows/4_5_2_boss.env",[],[],[],[],"","","",0
1503,"G4_6","Metadata/EnvironmentSettings/Gallows/4_6.env",[],[],[],[],"","","",0
1504,"G4_7","Metadata/EnvironmentSettings/Gallows/4_7.env",[],[],[],[],"","","",0
1505,"G4_7_abyss","","[""Metadata/EnvironmentSettings/Gallows/4_7_dark.env""]",[],[],"[40,150]",4,68,1,0
1506,"G4_7_boss","Metadata/EnvironmentSettings/Gallows/4_7_boss.env",[],[],[],[],"","","",0
1507,"G4_7_boat","Metadata/EnvironmentSettings/Gallows/4_7_boat.env",[],[],[],[],"","","",0
1508,"G4_8a","Metadata/EnvironmentSettings/Gallows/4_8a.env",[],[],[],[],"","","",0
1509,"G4_8b","Metadata/EnvironmentSettings/Gallows/4_8b.env",[],[],[],[],"","","",0
1510,"G4_8b_abyss","","[""Metadata/EnvironmentSettings/Gallows/4_8b_dark.env""]",[],[],"[40,150]",4,68,1,0
1511,"G4_8b_hostile","Metadata/EnvironmentSettings/Gallows/4_8b_hostile.env",[],[],[],[],"","","",0
1512,"G4_9_1","Metadata/EnvironmentSettings/Gallows/4_9_1.env",[],[],[],[],"","","",0
1513,"G4_9_1_boat","Metadata/EnvironmentSettings/Gallows/4_9_1_boat.env",[],[],[],[],"","","",0
1514,"G4_10_1","Metadata/EnvironmentSettings/Gallows/4_10_1.env",[],[],[],[],"","","",0
1515,"G4_10_1_abyss","","[""Metadata/EnvironmentSettings/Gallows/4_10_1_dark.env""]",[],[],"[40,150]",4,68,1,0
1516,"G4_11_1a","Metadata/EnvironmentSettings/Gallows/4_11_1a.env",[],[],[],[],"","","",0
1517,"G4_11_1a_boat","Metadata/EnvironmentSettings/Gallows/4_11_1a_boat.env",[],[],[],[],"","","",0
1518,"G4_11_1b","Metadata/EnvironmentSettings/Gallows/4_11_1b.env","[""Metadata/EnvironmentSettings/Gallows/4_11_1b_alt.env""]",[],[],"[100,300]",2,"","",0
1519,"G4_11_1b_boat","Metadata/EnvironmentSettings/Gallows/4_11_1b_boat.env",[],[],[],[],"","","",0
1520,"G4_11_2","Metadata/EnvironmentSettings/Gallows/4_11_2.env","[""Metadata/EnvironmentSettings/Gallows/4_11_2_alt.env""]",[],[],"[100,300]",2,"","",0
1521,"G4_12_1","Metadata/EnvironmentSettings/Gallows/4_12_1.env",[],[],[],[],"","","",0
1522,"G4_12_2","Metadata/EnvironmentSettings/Gallows/4_10_2.env",[],[],[],[],"","","",0
1523,"G4_13","Metadata/EnvironmentSettings/Gallows/4_13.env",[],[],[],[],"","","",0
1524,"G4_13_boat","Metadata/EnvironmentSettings/Gallows/4_13_boat.env",[],[],[],[],"","","",0
1525,"G4_14","Metadata/EnvironmentSettings/Gallows/4_14.env",[],[],[],[],"","","",0
1526,"G4_14_boat","Metadata/EnvironmentSettings/Gallows/4_14_boat.env",[],[],[],[],"","","",0
1527,"P1_Town","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P1_Town.env",[],[],[],[],"","","",0
1528,"P1_1","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P1_1.env",[],[],[],[],"","","",0
1529,"P1_2","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P1_2a.env",[],[],[],[],"","","",0
1530,"P1_3","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P1_3.env",[],[],[],[],"","","",0
1531,"P1_4","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P1_4.env",[],[],[],[],"","","",0
1532,"P1_4_abyss","","[""Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P1_4_abyss.env""]",[],[],"[40,150]",4,68,1,0
1533,"P1_5","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P1_5.env",[],[],[],[],"","","",0
1534,"P1_6","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P1_6.env",[],[],[],[],"","","",0
1535,"P2_Town","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_Town.env",[],[],[],[],"","","",0
1536,"P2_1","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_1.env",[],[],[],[],"","","",0
1537,"P2_1_abyss","","[""Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_1_abyss.env""]",[],[],"[40,150]",4,68,1,0
1538,"P2_2","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_2.env",[],[],[],[],"","","",0
1539,"P2_2_abyss","","[""Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_2_abyss.env""]",[],[],"[40,150]",4,68,1,0
1540,"P2_3","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_3.env",[],[],[],[],"","","",0
1541,"P2_4","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_4.env",[],[],[],[],"","","",0
1542,"P2_5","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_5.env",[],[],[],[],"","","",0
1543,"P2_6","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_6.env",[],[],[],[],"","","",0
1544,"P2_7","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P2_7.env",[],[],[],[],"","","",0
1545,"P3_Town","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_Town.env",[],[],[],[],"","","",0
1546,"P3_1","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_1.env",[],[],[],[],"","","",0
1547,"P3_1_abyss","","[""Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_1_abyss.env""]",[],[],"[40,150]",4,68,1,0
1548,"P3_2","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_2.env",[],[],[],[],"","","",0
1549,"P3_2_abyss","","[""Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_2_abyss.env""]",[],[],"[40,150]",4,68,1,0
1550,"P3_3","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_3.env",[],[],[],[],"","","",0
1551,"P3_3_abyss","","[""Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_3_abyss.env""]",[],[],"[40,150]",4,68,1,0
1552,"P3_3_boss_blizzard","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_3_boss_blizzard.env",[],[],[],[],"","","",0
1553,"P3_4","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_4.env",[],[],[],[],"","","",0
1554,"P3_5","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_5.env",[],[],[],[],"","","",0
1555,"P3_5_abyss","","[""Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_5_abyss.env""]",[],[],"[40,150]",4,68,1,0
1556,"P3_6","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_6.env",[],[],[],[],"","","",0
1557,"P3_6_abyss","","[""Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_6_abyss.env""]",[],[],"[40,150]",4,68,1,0
1558,"P3_7","Metadata/EnvironmentSettings/Gallows/Act4_Intermission/P3_7.env",[],[],[],[],"","","",0
1559,"G5_town","Metadata/EnvironmentSettings/Gallows/5_town.env",[],[],[],[],"","","",0
1560,"G5_2","Metadata/EnvironmentSettings/Gallows/5_2.env",[],[],[],[],"","","",0
1561,"G5_2_boss","Metadata/EnvironmentSettings/Gallows/5_2_boss.env",[],[],[],[],"","","",0
1562,"G5_2_boss_lightning","Metadata/EnvironmentSettings/Gallows/5_2_boss_lightning.env",[],[],[],[],"","","",0
1563,"G5_3_1","Metadata/EnvironmentSettings/Gallows/5_3_1.env",[],[],[],[],"","","",0
1564,"G5_3_2","Metadata/EnvironmentSettings/Gallows/5_3_2.env",[],[],[],[],"","","",0
1565,"G5_4","Metadata/EnvironmentSettings/Gallows/5_4.env",[],[],[],[],"","","",0
1566,"G5_5","Metadata/EnvironmentSettings/Gallows/5_5.env",[],[],[],[],"","","",0
1567,"G5_6","Metadata/EnvironmentSettings/Gallows/5_6.env",[],[],[],[],"","","",0
1568,"G5_7","Metadata/EnvironmentSettings/Gallows/5_7.env",[],[],[],[],"","","",0
1569,"G5_7_boss","Metadata/EnvironmentSettings/Gallows/5_7_boss.env",[],[],[],[],"","","",0
1570,"G5_8_1","Metadata/EnvironmentSettings/Gallows/5_8_1.env",[],[],[],[],"","","",0
1571,"G5_8_2","Metadata/EnvironmentSettings/Gallows/5_8_2.env",[],[],[],[],"","","",0
1572,"G5_9","Metadata/EnvironmentSettings/Gallows/5_9.env",[],[],[],[],"","","",0
1573,"G5_10","Metadata/EnvironmentSettings/Gallows/5_10.env",[],[],[],[],"","","",0
1574,"G5_11","Metadata/EnvironmentSettings/Gallows/5_11.env",[],[],[],[],"","","",0
1575,"G5_12","Metadata/EnvironmentSettings/Gallows/5_12.env",[],[],[],[],"","","",0
1576,"G5_13","Metadata/EnvironmentSettings/Gallows/5_13.env",[],[],[],[],"","","",0
1577,"G5_14","Metadata/EnvironmentSettings/Gallows/5_14.env",[],[],[],[],"","","",0
1578,"G5_15","Metadata/EnvironmentSettings/Gallows/5_15.env",[],[],[],[],"","","",0
1579,"G5_16","Metadata/EnvironmentSettings/Gallows/5_16.env",[],[],[],[],"","","",0
1580,"G6_town_1","Metadata/EnvironmentSettings/Gallows/6_town.env",[],[],[],[],"","","",0
1581,"G6_1_1","Metadata/EnvironmentSettings/Gallows/6_1.env",[],[],[],[],"","","",0
1582,"G6_2_1","Metadata/EnvironmentSettings/Gallows/6_2.env",[],[],[],[],"","","",0
1583,"G6_3_1","Metadata/EnvironmentSettings/Gallows/6_3.env",[],[],[],[],"","","",0
1584,"G6_4_1","Metadata/EnvironmentSettings/Gallows/6_4.env",[],[],[],[],"","","",0
1585,"G6_5_1","Metadata/EnvironmentSettings/Gallows/6_5.env",[],[],[],[],"","","",0
1586,"G6_6_1_1","Metadata/EnvironmentSettings/Gallows/6_6_1.env",[],[],[],[],"","","",0
1587,"G6_6_2_1","Metadata/EnvironmentSettings/Gallows/6_6_2.env",[],[],[],[],"","","",0
1588,"1_0_login2","Metadata/EnvironmentSettings/Gallows/1_0_login2.env",[],[],[],[],"","","",0
1589,"1_0_login3","Metadata/EnvironmentSettings/Gallows/1_0_login3.env",[],[],[],[],"","","",0
1590,"M1_Town","Metadata/EnvironmentSettings/M1_Town.env",[],[],[],[],"","","",0
1591,"M1_1_inside_env","Metadata/EnvironmentSettings/M1_1_inside.env",[],[],[],[],"","","",0
1592,"M1_1_outside_env","Metadata/EnvironmentSettings/M1_1_outside.env",[],[],[],[],"","","",0
1593,"M1_1_boss_env","Metadata/EnvironmentSettings/M1_1_boss.env",[],[],[],[],"","","",0
1594,"M1_2_env","Metadata/EnvironmentSettings/M1_2.env",[],[],[],[],"","","",0
1595,"M1_2_boss","Metadata/EnvironmentSettings/M1_2_boss.env",[],[],[],[],"","","",0
1596,"M1_3_env","Metadata/EnvironmentSettings/M1_3.env",[],[],[],[],"","","",0
1597,"M1_3_cave_env","Metadata/EnvironmentSettings/M1_3_cave.env",[],[],[],[],"","","",0
1598,"M1_3_boss","Metadata/EnvironmentSettings/M1_3_boss.env",[],[],[],[],"","","",0
1599,"M1_4_env","Metadata/EnvironmentSettings/M1_4.env",[],[],[],[],"","","",0
1600,"M1_4_boss","Metadata/EnvironmentSettings/M1_4_boss.env",[],[],[],[],"","","",0
1601,"M1_5_env","Metadata/EnvironmentSettings/M1_5.env",[],[],[],[],"","","",0
1602,"M1_5_boss","Metadata/EnvironmentSettings/M1_5_boss.env",[],[],[],[],"","","",0
1603,"M1_6_env","Metadata/EnvironmentSettings/M1_6.env",[],[],[],[],"","","",0
1604,"M1_6_boss","Metadata/EnvironmentSettings/M1_6_boss.env",[],[],[],[],"","","",0
1605,"M1_7_env","Metadata/EnvironmentSettings/M1_7.env",[],[],[],[],"","","",0
1606,"M1_7_boss","Metadata/EnvironmentSettings/M1_7_boss.env",[],[],[],[],"","","",0
1607,"M1_7_Crypt","Metadata/EnvironmentSettings/M1_7_Crypt.env",[],[],[],[],"","","",0
1608,"M1_7_Treasure","Metadata/EnvironmentSettings/M1_7_Treasure.env",[],[],[],[],"","","",0
1609,"M1_8_env","Metadata/EnvironmentSettings/M1_8.env",[],[],[],[],"","","",0
1610,"M1_8_boss","Metadata/EnvironmentSettings/M1_8_boss.env",[],[],[],[],"","","",0
1611,"M1_9_env","Metadata/EnvironmentSettings/M1_9.env",[],[],[],[],"","","",0
1612,"M1_9_boss","Metadata/EnvironmentSettings/M1_9_boss.env",[],[],[],[],"","","",0
1613,"M1_10_2","Metadata/EnvironmentSettings/M1_10_2.env",[],[],[],[],"","","",0
1614,"M1_11_env","Metadata/EnvironmentSettings/M1_11.env",[],[],[],[],"","","",0
1615,"M1_11_boss_intro","Metadata/EnvironmentSettings/M1_1_boss_intro.env",[],[],[],[],"","","",0
1616,"M1_11_bossenv","Metadata/EnvironmentSettings/M1_11_boss.env",[],[],[],[],"","","",0
1617,"M1_ValdoLair","Metadata/EnvironmentSettings/M1_ValdoLair.env",[],[],[],[],"","","",0
1618,"M2_Town_env","Metadata/EnvironmentSettings/M2_Town.env",[],[],[],[],"","","",0
1619,"M2_1_env","Metadata/EnvironmentSettings/M2_1.env",[],[],[],[],"","","",0
1620,"M2_2_env","Metadata/EnvironmentSettings/M2_2.env",[],[],[],[],"","","",0
1621,"M2_3_env","Metadata/EnvironmentSettings/M2_3.env",[],[],[],[],"","","",0
1622,"M2_4_env","Metadata/EnvironmentSettings/M2_4.env",[],[],[],[],"","","",0
1623,"M2_5_env","Metadata/EnvironmentSettings/M2_5.env",[],[],[],[],"","","",0
1624,"M2_6_env","Metadata/EnvironmentSettings/M2_6.env",[],[],[],[],"","","",0
1625,"M2_7_env","Metadata/EnvironmentSettings/M2_7.env",[],[],[],[],"","","",0
1626,"M3_Town_env","Metadata/EnvironmentSettings/M3_Town.env",[],[],[],[],"","","",0
1627,"PoEM_Login","Metadata/EnvironmentSettings/PoEM_Login.env",[],[],[],[],"","","",0
1628,"M1_10_1_env","Metadata/EnvironmentSettings/M1_10_1.env",[],[],[],[],"","","",0
1629,"1_0_login_Forest","Metadata/EnvironmentSettings/Gallows/1_0_login_Forest.env",[],[],[],[],"","","",0
1630,"1_0_login_Desert","Metadata/EnvironmentSettings/Gallows/1_0_login_Desert.env",[],[],[],[],"","","",0
1631,"1_0_login_Jungle","Metadata/EnvironmentSettings/Gallows/1_0_login_Jungle.env",[],[],[],[],"","","",0
1632,"1_0_login_Island","Metadata/EnvironmentSettings/Gallows/1_0_login_Island.env",[],[],[],[],"","","",0
1633,"1_0_login_City","Metadata/EnvironmentSettings/Gallows/1_0_login_City.env",[],[],[],[],"","","",0
1634,"1_0_login_Cataclysm","Metadata/EnvironmentSettings/Gallows/1_0_login_Cataclysm.env",[],[],[],[],"","","",0
1635,"M2_7_timetravel","Metadata/EnvironmentSettings/M2_7_Timemachine.env",[],[],[],[],"","","",0
1636,"M3_Town_timetravel","Metadata/EnvironmentSettings/M3_Town_Timemachine.env",[],[],[],[],"","","",0
1637,"PoEM_CharacterCreate","Metadata/EnvironmentSettings/PoEM_CharacterCreate.env",[],[],[],[],"","","",0
1638,"PoEM_CharacterSelect","Metadata/EnvironmentSettings/PoEM_CharacterSelect.env",[],[],[],[],"","","",0
1639,"G3_4_storyroom","Metadata/EnvironmentSettings/Gallows/3_4_storyroom.env",[],[],[],[],"","","",0
1640,"G5_1","Metadata/EnvironmentSettings/Gallows/5_1.env",[],[],[],[],"","","",0
1641,"KaruiShowcase_E","Metadata/EnvironmentSettings/Gallows/4_11_2_showcase.env",[],[],[],[],"","","",0
1642,"KaruiWakaHouruaShowcase","Metadata/EnvironmentSettings/Gallows/KaruiWakaHourua.env",[],[],[],[],"","","",0
1643,"MicrotransactionEquipScene_Act1","Metadata/EnvironmentSettings/MicrotransactionEquipScene_Act1.env",[],[],[],[],"","","",0
1644,"MicrotransactionEquipScene_Act2","Metadata/EnvironmentSettings/MicrotransactionEquipScene_Act2.env",[],[],[],[],"","","",0
1645,"MicrotransactionEquipScene_Act3","Metadata/EnvironmentSettings/MicrotransactionEquipScene_Act3.env",[],[],[],[],"","","",0
1646,"MicrotransactionEquipScene_Act4","Metadata/EnvironmentSettings/MicrotransactionEquipScene_Act4.env",[],[],[],[],"","","",0
1647,"MicrotransactionEquipScene_Act5","Metadata/EnvironmentSettings/MicrotransactionEquipScene_Act5.env",[],[],[],[],"","","",0
1648,"MicrotransactionEquipScene_Act6","Metadata/EnvironmentSettings/MicrotransactionEquipScene_Act6.env",[],[],[],[],"","","",0
1649,"1_0_login4","Metadata/EnvironmentSettings/Gallows/1_0_login4.env",[],[],[],[],"","","",0
1650,"WarriorShowcase","Metadata/EnvironmentSettings/Gallows/1_13_cinematic2.env",[],[],[],[],"","","",0
1651,"HuntingGroundRitual","Metadata/EnvironmentSettings/Gallows/hunting_grounds_ritual.env",[],[],[],[],"","","",0
1652,"CanopyRitual","Metadata/EnvironmentSettings/Gallows/canopy_area_ritual.env",[],[],[],[],"","","",0
1653,"MicrotransactionEquipScene_PoEM","Metadata/EnvironmentSettings/MicrotransactionEquipScene_PoEM.env",[],[],[],[],"","","",0
1654,"1_0_login3a","Metadata/EnvironmentSettings/Gallows/1_0_login3a.env",[],[],[],[],"","","",0
1655,"1_0_login3b","Metadata/EnvironmentSettings/Gallows/1_0_login3b.env",[],[],[],[],"","","",0
1656,"MapSpiderJungle","Metadata/EnvironmentSettings/Maps/SpiderJungle.env",[],[],[],[],"","","",0
1657,"MapRustbowl","Metadata/EnvironmentSettings/Maps/Rustbowl.env",[],[],[],[],"","","",0
1658,"MapRustbowlStorm","Metadata/EnvironmentSettings/Maps/Rustbowl_Storm.env",[],[],[],[],"","","",0
1659,"MapSmoulder","Metadata/EnvironmentSettings/Maps/Smoulder.env",[],[],[],[],"","","",0
1660,"MapRefuge","Metadata/EnvironmentSettings/Maps/Refuge.env",[],[],[],[],"","","",0
1661,"MapLuminousLush","Metadata/EnvironmentSettings/Maps/LuminousLush.env",[],[],[],[],"","","",0
1662,"MapBayou","Metadata/EnvironmentSettings/Maps/Bayou.env",[],[],[],[],"","","",0
1663,"MapBayou_abyss","","[""Metadata/EnvironmentSettings/Maps/Bayou_abyss.env""]",[],[],"[40,150]",4,68,1,0
1664,"MapBurialBog","Metadata/EnvironmentSettings/Maps/BurialBog.env",[],[],[],[],"","","",0
1665,"MapInferno","Metadata/EnvironmentSettings/Maps/JungleInferno.env",[],[],[],[],"","","",0
1666,"MapBloomingField","Metadata/EnvironmentSettings/Maps/BloomingField.env",[],[],[],[],"","","",0
1667,"MapBloomingField_abyss","","[""Metadata/EnvironmentSettings/Maps/BloomingField_abyss.env""]",[],[],"[40,150]",4,68,1,0
1668,"MapMudFlats","Metadata/EnvironmentSettings/Maps/MudFlats.env",[],[],[],[],"","","",0
1669,"MapMudFlats_abyss","","[""Metadata/EnvironmentSettings/Maps/MudFlats_abyss.env""]",[],[],"[40,150]",4,68,1,0
1670,"MapKingdomsEdge","Metadata/EnvironmentSettings/Maps/KingdomsEdge.env",[],[],[],[],"","","",0
1671,"MapCrimsonShores","Metadata/EnvironmentSettings/Maps/CrimsonShores.env",[],[],[],[],"","","",0
1672,"MapCrimsonShores_abyss","","[""Metadata/EnvironmentSettings/Maps/CrimsonShores_abyss.env""]",[],[],"[40,150]",4,68,1,0
1673,"MapCenotes","Metadata/EnvironmentSettings/Maps/Cenotes.env",[],[],[],[],"","","",0
1674,"MapCenotes_abyss","","[""Metadata/EnvironmentSettings/Maps/Cenotes_abyss.env""]",[],[],"[40,150]",4,68,1,0
1675,"MapSavannah","Metadata/EnvironmentSettings/Maps/Savannah.env",[],[],[],[],"","","",0
1676,"MapSavannah_abyss","","[""Metadata/EnvironmentSettings/Maps/Savannah_abyss.env""]",[],[],"[40,150]",4,68,1,0
1677,"MapTohunga","Metadata/EnvironmentSettings/Maps/Tohunga.env",[],[],[],[],"","","",0
1678,"MapKethFort","Metadata/EnvironmentSettings/Maps/KethFort.env",[],[],[],[],"","","",0
1679,"MapDepths","Metadata/EnvironmentSettings/Maps/Depths.env",[],[],[],[],"","","",0
1680,"MapPrecinct","Metadata/EnvironmentSettings/Maps/Precicnt.env",[],[],[],[],"","","",0
1681,"MapLostTowers","Metadata/EnvironmentSettings/Maps/LostTowers.env",[],[],[],[],"","","",0
1682,"MapLostTowers_abyss","","[""Metadata/EnvironmentSettings/Maps/LostTowers_abyss.env""]",[],[],"[40,150]",4,68,1,0
1683,"MapBloodClot","Metadata/EnvironmentSettings/Maps/BloodClot.env",[],[],[],[],"","","",0
1684,"MapPenitentiary","Metadata/EnvironmentSettings/Maps/Penitentiary.env",[],[],[],[],"","","",0
