"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool_100"
5966,"HyenaCentaurSpearThrowCliff","","[483,4408,11781,16091]","[802,646,2445,6074]","[1084,0,10,30]",0,0.055,0,[],""
5967,"HyenaCentaurMeleeSwipe","",[],[],[],0,0.055,0,[],""
5968,"HyenaCentaurMeleeStab","",[],"[17348,6074]","[14,30]",0,0.055,0,[],""
5969,"EDSShellMonsterFlamethrower","","[601,18457,18443]","[646,2627,18046]","[-75,-40,100]",1.5,0.1,0.0175,[],""
5970,"EDSShellMonsterPoisonSpray","",[],"[646,3250]","[-65,50]",0.7,0.1,0.0175,[],""
5971,"FlankTrigger80","",[],[],[],0,0.055,0,[],""
5972,"FlankSpawnMarker","",[7672],[],[],0,0.055,0,[],""
5973,"FlankDestroyMarker","",[7672],[],[],0,0.055,0,[],""
5974,"VultureRegurgitatorMortar","","[483,4408,6453,11781,2883,16091]","[802,646]","[1144,-35]",1,0.055,0,[],""
5975,"MarAcolyteSlam","",[601],"[312,1097,17546,2695,18905,18906,18907,18908]","[45,40,55,30,450,250,5,3]",1,0.055,0,[],""
5976,"MarAcolyteThrowFire","","[601,483,4408]","[17348,1097]","[60,100]",1,0.055,0,[],""
5977,"MMSRottingRamGiantVomitMortar","","[601,483,4408,6453,16087,2883]","[2445,3092,802]","[10,15,1345]",1,0.055,0,[],""
5978,"EASHyenaMonsterWhoop","",[12709],[],[],1,0.055,0,[],""
5979,"EASHyenaMonsterWhoopFlipped","",[12709],[],[],1,0.055,0,[],""
5980,"RockSliderShieldCharge","","[1835,601,6859,6860,6861,11781]",[],[],0,0.055,0,[],""
5981,"RockSliderShieldChargeSanctum","","[1835,601,6859,6860,6861,11781]",[],[],1,0.055,0,[],""
5982,"DuneLurkerShieldCharge","","[1835,601]",[170],[50],0,0.055,0,[],""
5983,"MPSMundaneMagiBasic1","","[483,6668,4408,5602]","[802,7388]","[1021,15]",1.05,0.391,0.0127,[],""
5984,"MPSMundaneMagiBasic2","","[483,6668,4408,5602]","[802,7388]","[1021,15]",1.05,0.391,0.0127,[],""
5985,"GSMundaneMagiNova","",[2883],"[5529,344,7388]","[20,4000,25]",0,0.055,0,[],""
5986,"GSMundaneMagiBeam","",[601],[7388],[15],1.25,0.391,0.0127,[],""
5987,"EAMundaneMagiBeam","",[2883],[],[],0,0.055,0,[],""
5988,"GSMundaneMagiChannelMortar","",[2883],[],[],0,0.055,0,[],""
5989,"MMSMundaneMagiMortar","","[601,483,4408,6668]","[3092,7388]","[20,15]",1.1,0.391,0.0127,[],""
5990,"SerpentClanTailWhip","","[11781,18443,18457]","[2884,2627,17348]","[50,100,6]",0,0.055,0,[],""
5991,"SerpentClanCurse","",[],"[344,529,5027,11648,5529]","[4000,30,20,600,9]",0,0.055,0,[],""
5992,"SerpentClanCurseBoss","",[11781],"[344,529,5027,11648,5529]","[4000,40,50,600,20]",0,0.055,0,[],""
5993,"MPSBoneCultistZealotLightning","","[483,6668,4408,5602]","[802,646]","[1018,-40]",3,0.1,0.0175,[],""
5994,"MPSBoneCultistZealotAbyssLightning","","[483,6668,4408,5602]","[802,646]","[1420,-40]",3,0.1,0.0175,[],""
5995,"MPSBoneCultistZealotFire","","[483,6668,4408,5602]","[802,646]","[1017,-50]",3.2,0.1,0.0175,[],""
5996,"BoneCultistZealotFirestorm","",[601],"[646,1097]","[-50,80]",9,0.1,0.0175,[],""
5997,"BoneCultistZealotLightningstorm","",[601],[],[],5,0.1,0.0175,[],""
5998,"BoneCultistZealotAbyssLightningstorm","",[601],[],[],5,0.1,0.0175,[],""
5999,"MPWMutewindGirlGhostSpear","","[483,6668,4408,1110,5602,4378]","[802,646]","[1024,-40]",1,0.055,0,[],""
6000,"GAMutewindGirlSlam","","[601,1110]",[312],[25],1,0.055,0,[],""
6001,"EGHyenaDogpile","",[],[],[],1,0.055,0,[],""
6002,"EGHyenaDogpileBig","",[],[],[],1,0.055,0,[],""
6003,"GASabreSpiderLacerateRight","",[601],[],[],0,0.055,0,[],""
6004,"GASabreSpiderLacerateLeft","",[601],[],[],0,0.055,0,[],""
6005,"BoneCultistSavageBeastBuff","",[],[],[],1,0.055,0,[],""
6006,"BoneCultistShieldCharge","","[1835,2883]","[170,456,447]","[250,0,28]",0,0.055,0,[],""
6007,"BoneCultistSummonSkeletons","","[2404,2405]","[2117,887,4589,5529]","[3,1016,30,100]",0,0.055,0,[],""
6008,"BoneCultistReviveSkeletons","",[11781],[646],[-30],1,0.055,0,[],""
6009,"EAAFarudinSpearThrow","",[],[1225],[55],1,0.055,0,[],""
6010,"EAADuneLurkerRoll","",[],[1225],[8],1,0.055,0,[],""
6011,"EASDuneLurkerArmStab","",[],[17348],[32],1,0.055,0,[],""
6012,"EAAMutewindBanditExecutionerSweep","",[11781],[1225],[16],1,0.055,0,[],""
6013,"EASTitanBossMultiStabLeft","","[11781,12709]",[],[],1,0.055,0,[],""
6014,"EASTitanBossFlameWalkLeft","","[11781,6859]",[],[],1,0.055,0,[],""
6015,"EASTitanBossFlameWalkRight","","[11781,6859]",[],[],1,0.055,0,[],""
6016,"EASTitanBossLaserBeam","","[12709,11781,6859]",[],[],1,0.055,0,[],""
6017,"DTTPerennialKingDash","",[],[6125],[-10],1,0.055,0,[],""
6018,"DTTMutewindBanditExecutioner","",[11781],"[6125,10902,9994]","[-17,28,46]",1,0.055,0,[],""
6019,"DTTMutewindBanditExecutioner2","",[11781],"[6125,10902,9994]","[-10,28,46]",1,0.055,0,[],""
6020,"DTTDuneWormLeap","",[],[6125],[-10],1,0.055,0,[],""
6021,"GSPerennialKingBigBeamIntro","","[601,18457,18443]","[2627,1099]","[200,80]",16,0.1,0.0175,[],""
6022,"GSPerennialKingBigBeam","","[601,18457,18443]","[2627,1099]","[200,80]",12.5,0.1,0.0175,[],""
6023,"GSPerennialKingAsalaLightningBolt","",[601],[],[],1,0.055,0,[],""
6024,"GAPerennialKingSwordSlam","","[601,11781,24092]","[2627,1099,17348]","[600,70,20]",8,0.1,0.0175,[],""
6025,"GAPerennialKingDashSlash","","[601,18443,18457]",[2627],[200],1,0.055,0,[],""
6026,"GAPerennialKingDashSlash2","","[601,18443,18457]",[2627],[200],1,0.055,0,[],""
6027,"GSCaveDwellerSonicPulse","",[601],[344],[3000],0.8,0.1,0.0175,[],""
6028,"GARathbreakerChargeSlash","","[601,103]","[2627,2884]","[60,15]",1,0.055,0,[],""
6029,"GAFarudinSpearThrowImpact","","[601,483]",[],[],1,0.055,0,[],""
6030,"GAFarudinSpearStabElite","","[601,1911]",[2627],[-60],1,0.055,0,[],""
6031,"GSBeetleBossNuke","",[601],[18479],[15],10,0.1,0.0175,[],""
6032,"GSSerpentCasterBossSnakeSwarm","","[6860,6861,11781]",[],[],1,0.055,0,[],""
6033,"GSSerpentCasterBossMinionEmerge","","[6859,6860,6861]",[],[],1,0.055,0,[],""
6034,"GSCaveDwellerSuperProjectile","","[601,188,483]",[],[],6.25,0.1,0.0175,[],""
6035,"GASandGolemSlam","","[601,11781]",[],[],1,0.055,0,[],""
6036,"GSPerennialKingCorruptionBallExplode","","[601,483]","[6431,2627]","[1,250]",8,0.1,0.0175,[],""
6037,"GSDesertBatZap","","[601,18457]",[6431],[1],1.25,0.391,0.0127,[],""
6038,"GSAsalaLightningStrike","",[601],[],[],2,0.1,0.0175,[],""
6039,"GAMutewindBanditExecutionerDashSlam","",[601],[],[],1,0.055,0,[],""
6040,"GADuneLurkerArmStab","",[601],[],[],1,0.055,0,[],""
6041,"GAMutewindBanditExecutionerSweep","",[601],[],[],1,0.055,0,[],""
6042,"GADuneLurkerLeapImpact","",[601],[],[],1,0.055,0,[],""
6043,"GARamGiantStomp","",[601],[2884],[20],1,0.055,0,[],""
6044,"GAMutewindBanditExecutionerCascadeSlam","",[601],[],[],1,0.055,0,[],""
6045,"GATitanBossStab","",[601],[2627],[150],1,0.055,0,[],""
6046,"GATitanBossSlap","","[601,24092]",[2627],[150],1,0.055,0,[],""
6047,"TitanBossMultiStabImpact","",[601],[2627],[150],1,0.055,0,[],""
6048,"TitanBossArmSweepStabImpact","",[601],[2627],[150],1,0.055,0,[],""
6049,"TitanBossHammerSlamImpact","","[601,103,24092]",[387],[300],1,0.055,0,[],""
6050,"EGPerennialKingAsalaStun","",[],[],[],1,0.055,0,[],""
6051,"GPAPorcupineAntSpikeNova","",[483],"[3093,2445,418]","[30,20,-60]",1,0.055,0,[],""
6052,"GPSCaveDwellerSuperProjectile","","[6668,4408,483,2883,7201]",[],[],0,0.055,0,[],""
6053,"MMAPorcupineAntSpikeball","","[483,11781,2396]","[5807,1225,2445]","[1,60,5]",1,0.055,0,[],""
6054,"MPWFarudinSpearThrow","","[6668,4408,483,11781,4378]","[5807,1225,802]","[1,40,1026]",1,0.055,0,[],""
6055,"MPSDesertPhantasmBolt","","[6668,4408,483,9974]",[802],[1022],1.1,0.391,0.0127,[],""
6056,"MPSDesertPhantasmTimeBolt","","[6668,4408,483,9974]",[802],[1391],1,0.055,0,[],""
6057,"MPSTitanGrottoWisp","","[6668,4408,483]","[802,646]","[1023,-45]",1,0.391,0.0127,[],""
6058,"MPSRedSkeletonCaster","","[6668,4408,483]","[802,646]","[1024,-35]",3.3,0.1,0.0175,[],""
6059,"MPSTitanBossFlameWalkFire","","[6668,4408,483,16087,12709,17805,24092]","[2445,802,165]","[150,1025,15]",2,0.391,0.0127,[],""
6060,"GTFarudinSpearArenaLeftElite","",[],[],[],1,0.055,0,[],""
6061,"GTFarudinSpearCascadeElite","",[11781],[646],[-60],1,0.055,0,[],""
6062,"GTFarudinSpearArenaRightElite","",[],[],[],1,0.055,0,[],""
6063,"GTPerennialKingCorruptionTotems","",[],[],[],1,0.055,0,[],""
6064,"GTFarudinSpearCascadeSlow","",[11781],[646],[-60],1,0.055,0,[],""
6065,"GTBeetleBossLaserFront","",[],[],[],1,0.055,0,[],""
6066,"GTBeetleBossLaserBack","",[],[],[],1,0.055,0,[],""
6067,"GTBeetleBossLaserLeft","",[],[],[],1,0.055,0,[],""
6068,"GTBeetleBossLaserRight","",[],[],[],1,0.055,0,[],""
6069,"GTMutewindBanditExecutionerCascadeSlam","",[],[],[],1,0.055,0,[],""
6070,"GTTitanBossFlameWalkFire","",[],[],[],1,0.055,0,[],""
6071,"GTTitanBossRoofFall","",[12709],[],[],1,0.055,0,[],""
6072,"SOFarudinSpearArenaSpear","",[],[],[],1,0.055,0,[],""
6073,"SOFarudinSpearCascadeSpear","",[],[],[],1,0.055,0,[],""
6074,"SOFarudinSpearCascadeSpearElite","",[],[],[],1,0.055,0,[],""
6075,"SOTitanBossStalagmite","",[],[],[],1,0.055,0,[],""
6076,"SSMPerennialKingCorruptionTotem","","[2404,2405,2440]","[2117,887,4589]","[1,1018,-95]",1,0.055,0,[],""
6077,"DPPerennialKingCorruptionBall","","[483,4408,6668,11781]",[5807],[1],8,0.1,0.0175,[],""
6078,"CGEPerennialKingCorruption1","",[1904],"[3451,5529]","[1000,-70]",5.2,0.1,0.0175,[],""
6079,"CGEPerennialKingCorruption2","",[1904],"[3451,5529]","[1000,-55]",5.2,0.1,0.0175,[],""
6080,"CGEPerennialKingCorruption3","",[1904],"[3451,5529]","[1000,-40]",5.2,0.1,0.0175,[],""
6081,"CGEPerennialKingCorruption4","",[1904],"[3451,5529]","[1000,-25]",5.2,0.1,0.0175,[],""
6082,"CGEPerennialKingCorruption5","",[1904],"[3451,5529]","[1000,-10]",5.2,0.1,0.0175,[],""
6083,"CGEPerennialKingCorruption6","",[1904],"[3451,5529]","[1000,5]",5.2,0.1,0.0175,[],""
6084,"CGEPerennialKingCorruption7","",[1904],"[3451,5529]","[1000,20]",5.2,0.1,0.0175,[],""
6085,"CGEPerennialKingCorruption8","",[1904],"[3451,5529]","[1000,35]",5.2,0.1,0.0175,[],""
6086,"TBDesertBatZap","",[2883],[6430],[1],0,0.055,0,[],""
6087,"TBPerennialKingBall","",[2883],[6430],[1],1,0.055,0,[],""
6088,"TBBeetleBossLaserFront","",[18457],[18479],[15],5,0.1,0.0175,[],""
6089,"TBBeetleBossLaserBack","",[18457],[18479],[15],2.5,0.1,0.0175,[],""
6090,"TBBeetleBossLaserLeft","",[18457],[18479],[15],2.5,0.1,0.0175,[],""
6091,"TBBeetleBossLaserRight","",[18457],[18479],[15],2.5,0.1,0.0175,[],""
6092,"CTSMutewindSpearShieldStance1","",[],[],[],1,0.055,0,[],""
6093,"CTSMutewindSpearShieldStance3","",[],[],[],1,0.055,0,[],""
6094,"MDTitanBossLaserTarget","",[12709],[],[],1,0.055,0,[],""
6095,"MDTitanBossLaserTargetLeftBack","",[12709],[],[],1,0.055,0,[],""
6096,"GSBeetleLightningNova","",[601],[],[],3,0.1,0.0175,[],""
6097,"EABeetleNovaCharge","",[],[],[],1,0.055,0,[],""
6098,"EGSabreSpiderEmerge","",[],[],[],1,0.055,0,[],""
6099,"LargeScarabBuff","",[2883],"[23,344,5529]","[35,4500,100]",1,0.055,0,[],""
6100,"MPSBoneCultistNecromancerLightning","","[483,6668,4408,5602,11781]","[802,646,18479]","[1019,-40,20]",3.675,0.1,0.0175,[],""
6101,"GASandGolemSpikeSlam","","[601,11781]",[1225],[15],1,0.055,0,[],""
6102,"GTSandGolemSpikeSlamSpikes","",[],[],[],1,0.055,0,[],""
6103,"GACultistGolemSlam","","[601,11781]",[1099],[40],1,0.055,0,[],""
6104,"SandGolemSpikeSlamCreateSpike","",[],[],[],1,0.055,0,[],""
6105,"BoneGolemCultistComboMelee","","[853,854,11781]",[1099],[20],1,0.055,0,[],""
6106,"DeceleratingProjectileSerpentClan","","[483,6668,4408,5602,419,11781,2883]",[8215],[150],4,0.1,0.0175,[],""
6107,"DeceleratingProjectileSerpentClanSanctum","","[483,6668,4408,5602,419,11781,2883]",[8215],[150],4,0.1,0.0175,[],""
6108,"InterludeDeceleratingProjectileSerpentClanBoss","","[483,6668,4408,5602,419]","[8215,5807,2627]","[150,1,100]",9,0.1,0.0175,[],""
6109,"DeceleratingProjectileSerpentClanBoss","","[483,6668,4408,5602,419]","[8215,5807,2627]","[150,1,100]",9,0.1,0.0175,[],""
6110,"InterludeDeceleratingProjectileSerpentClanBossIdleForImpact","",[483],"[8215,5807,2603]","[150,1,60]",9,0.1,0.0175,[],""
6111,"DeceleratingProjectileSerpentClanBossIdleForImpact","",[483],"[8215,5807,2603]","[150,1,60]",9,0.1,0.0175,[],""
6112,"DeceleratingProjectileSerpentClanSanctumEliteTriggered","","[483,6668,4408,5602,419,11781,2883]",[8215],[40],4,0.1,0.0175,[],""
6113,"DeceleratingProjectileDwarvenBossSmoke","","[483,6668,4408,2396,6453]","[8215,5807,2603]","[0,1,75]",1,0.055,0,[],""
6114,"GSSerpentClanSpellNova","","[601,11781,483]",[5529],[30],4.75,0.1,0.0175,[],""
6115,"GSSerpentClanSpellNovaBoss","","[601,11781,483]",[5529],[30],9,0.1,0.0175,[],""
6116,"GSSerpentClanAcidSpit","","[601,2252]",[],[],1.75,0.1,0.0175,[],""
6117,"PitifulFabricationBuff","",[],[6431],[2],1,0.055,0,[],""
6118,"GAMediumBeetleChargedSunder","",[601],"[17348,1099]","[20,60]",1,0.055,0,[],""
6119,"GAMediumBeetleSunder","",[601],[17348],[14],1,0.055,0,[],""
6120,"EGLargeBeetleBuff","",[],[344],[10000],1,0.055,0,[],""
6121,"EGFSonSmashPillar","",[],[],[],1,0.055,0,[],""
6122,"ValdoShaperBolts_PoEM","","[483,4408,4378,6453,5602]",[802],[169],1.9,0.1,0.0175,[],""
6123,"EGForsakenBurningGround","",[],[],[],1,0.055,0,[],""
6124,"CGEForsakenBurningGround","","[1904,601]",[3451],[1001],2.5,0.1,0.0175,[],""
6125,"CGERiverTaniwhaPoisonGround","",[601],"[4417,344,3731]","[5,3500,-75]",8,0.1,0.0175,[],""
6126,"GAForsakenLacerateLeft","",[601],[1097],[40],1,0.055,0,[],""
6127,"GAForsakenLacerateRight","",[601],[1097],[40],1,0.055,0,[],""
6128,"EAForsakenLacerates","",[11781],[],[],1,0.055,0,[],""
6129,"GAForsakenSingleLacerate","",[11781],[],[],1,0.055,0,[],""
6130,"GASandGolemEmergeSlam","",[],[],[],1,0.055,0,[],""
6131,"GABoneCultistBossLightStrike","",[601],"[18479,2627]","[25,250]",8,0.1,0.0175,[],""
6132,"CGEBoneCultistShockedGround","",[],"[9576,344,5529]","[1000,10000,-70]",1,0.055,0,[],""
6133,"MastodonCreateSpike","",[],[],[],1,0.055,0,[],""
6134,"GTMastodonSpikes","",[],[],[],1,0.055,0,[],""
6135,"EGBoneCultistStormCall","",[],[],[],1,0.055,0,[],""
6136,"BoneCultistClusterBurst","","[483,4408,5602,11781]","[802,646]","[1086,-15]",2.6,0.1,0.0175,[],""
6137,"EGBalbalaDeathShockwave","",[],[],[],1,0.055,0,[],""
6138,"MastodonLeftTurn","",[12709],[],[],1,0.055,0,[],""
6139,"MastodonRightTurn","",[12709],[],[],1,0.055,0,[],""
6140,"MastodonSlamTriggered","",[],[],[],1,0.055,0,[],""
6141,"ForsakenGroundEffect","",[],[],[],1,0.055,0,[],""
6142,"SOBoneStorm","",[11781],[],[],1,0.055,0,[],""
6143,"GTBoneStorm","",[11781],[],[],1,0.055,0,[],""
6144,"GSBoneStorm","",[11781],[2627],[200],10.5,0.1,0.0175,[],""
6145,"GTNecroMeteor","",[11781],[],[],1,0.055,0,[],""
6146,"GTBoneStormSingle","",[11781],[],[],1,0.055,0,[],""
6147,"GTRottingRamGiantVomitSpray","",[],[646],[-65],1,0.055,0,[],""
6148,"ForsakenSlamFire","",[601],[312],[10],1,0.055,0,[],""
6149,"CGEForsakenSlamFire","","[601,483]","[3451,344]","[1002,4000]",2.5,0.1,0.0175,[],""
6150,"CultistBoneGolemLeapSlam","","[601,9717,11781]",[1099],[20],1,0.055,0,[],""
6151,"FallenGodMinibossEmergeLeap","","[601,11781]",[],[],1,0.055,0,[],""
6152,"CultistBoneGolemCascade","","[601,11781]","[2080,5487,1099]","[1,0,40]",1,0.055,0,[],""
6153,"MarakethMatriarchBeamBarrageGS","",[601],[6431],[1],1.25,0.1,0.0175,[],""
6154,"MarakethMatriarchBeamBarrageGT","",[],[],[],1,0.055,0,[],""
6155,"MarakethMatriarchBeamBarrageTB","",[],[6430],[1],1.3,0.1,0.0175,[],""
6156,"MarakethMatriarchBeamBarrageEAS","",[],[],[],1,0.055,0,[],""
6157,"MPSArmourCasterBasic","","[483,4408,6668,8739,7846]","[802,646,2610,18211]","[197,-30,3,1]",2.771,0.1,0.0175,[],""
6158,"ExpeditionGroundLaser","","[601,1911,8739]","[2610,18046,646]","[3,10,-65]",0.56,0.1,0.0175,[],""
6159,"EASArmourCasterSpawnVolatiles","",[],[],[],1,0.055,0,[],""
6160,"SOArmourCasterSpawnVolatiles","",[],[],[],1,0.055,0,[],""
6161,"GTArmourCasterSpawnVolatiles","",[],[],[],1,0.055,0,[],""
6162,"EGArmourCasterActivateVolatiles","",[],[],[],1,0.055,0,[],""
6163,"GSArmourCasterVolatileExplode","",[601],"[976,18479]","[50,50]",0.56,0.1,0.0175,[],""
6164,"MPSMercurialCasterEnrage","","[483,4408,6668,8739]","[802,646]","[199,-30]",2.5,0.1,0.0175,[],""
6165,"GSMercurialCasterBlast","",[601],"[2610,18046,646]","[4,40,-35]",6,0.1,0.0175,[],""
6166,"ExpeditionMegaSkeletonHeavyMelee","","[853,854,11781,4408,6668]","[17348,1098,2884]","[30,60,50]",1,0.055,0,[],""
6167,"ExpeditionMegaSkeletonCleave","","[853,854,11781,4408,6668]","[17348,1098]","[13,30]",1,0.055,0,[],""
6168,"GPExpeditionRatBossSpray","","[483,2396]",[1777],[70],0.528,0.1,0.0175,[],""
6169,"EGExpeditionGolemEmerge","",[],[],[],1,0.055,0,[],""
6170,"MPSExpeditionGolemBasic","","[483,4408,6668]",[802],[183],1.3602,0.1,0.0175,[],""
6171,"ExpeditionMonsterHeavyStrike","","[11781,103]",[101],[30],0,0.055,0,[],""
6172,"OlrothRelicTriProjectile","","[483,4408,6668,11781,9974,5602,2883]","[802,646]","[1392,-28]",8,0.1,0.0175,[],""
6173,"SSMOlrothRelicLaserDaemon","","[2404,2405]","[2117,887,4589]","[1,572,-99]",1,0.055,0,[],""
6174,"OlrothRelicGroundSearingLaser","",[601],"[3077,344,7919]","[1000,10000,-30]",6,0.1,0.0175,[],""
6175,"EDSOlrothGroundSlamAftershockSmall","","[601,24092]","[1098,2627]","[60,-70]",3.4818,0.1,0.0175,[],""
6176,"EDSOlrothGroundSlamAftershockLarge","","[601,24092]","[1098,2627,2884]","[60,-70,25]",8,0.1,0.0175,[],""
6177,"EGDelveSpiderEmergeDrop","",[],[],[],1,0.055,0,[],""
6178,"SSMDelveSpidersOnDamageTaken","","[2404,891]","[2117,887,4589,1830,1831,5269]","[3,575,-50,100,20,12]",1,0.055,0,[],""
6179,"SOTwigMonsterVinePod","",[],[6431],[1],1,0.055,0,[],""
6180,"GSTwigMonsterVinePod","",[2252],[],[],2.5,0.1,0.0175,[],""
6181,"SOTwigMonsterFungalSpawn","",[],[6431],[1],1,0.055,0,[],""
6182,"AddSpecialBuffToTargetArchnemesisGraspingVines","",[],"[6473,14634,14635,14636,14637]","[-5,5,5,0,0]",0.4,0.1,0.0175,[],""
6183,"MonsterModMagmaBarrier","",[601],"[8769,344,18046]","[90,1500,200]",5.75,0.1,0.0175,[],""
6184,"MonsterModMagmaBarrierPlayer","",[601],"[8769,344,18046]","[90,1500,200]",100,0.1,0.0175,[],""
6185,"VaalSunApparitionLaser","","[1911,18443,18457]","[2627,344,18911,646]","[-60,3000,0,-40]",1.05,0.1,0.0175,[],""
6186,"SanctumHazardProxTrap","",[601],[],[],6.5,0.1,0.0175,[],""
6187,"SanctumProxTrapFrostHazard","",[601],[],[],1,0.1,0.0175,[],""
6188,"SanctumSuicideExplosionHazard","",[601],[],[],1,0.1,0.0175,[],""
6189,"MtxWaspAttack","",[2883],[],[],1,0.055,0,[],""
6190,"CultistBeastSunder","",[601],[],[],1,0.055,0,[],""
6191,"GAGoblinBeastSunder","",[601],[],[],1,0.055,0,[],""
6192,"GABoneCultistWhip","",[],[1225],[30],1,0.055,0,[],""
6193,"PitifulSkullMortar","","[483,6453,4408,6668,11781,16087,2883]","[2445,3093,646,5824,802]","[5,15,-45,5,1089]",0,0.055,0,[],""
6194,"ForsakenTest","",[8329],[],[],1,0.055,0,[],""
6195,"TBPitifulFabricationBuff","",[],[6430],[2],1,0.055,0,[],""
6196,"GSLargeBeetleLightningNova","",[601],[],[],10,0.1,0.0175,[],""
6197,"PitifulFabricationBuffTriggered","",[],[344],[3000],1,0.055,0,[],""
6198,"GARattleCageSlam","",[],[1225],[15],0,0.1,0.0175,[],""
6199,"GASulphiteMinibossSlam","",[],[1225],[15],0,0.1,0.0175,[],""
6200,"GSRattleCagePulse","",[601],[18480],[100],12.5,0.1,0.0175,[],""
6201,"GSVolcanicMinibossPulse","",[601],[18480],[100],10,0.1,0.0175,[],""
6202,"GSSulphiteMinibossPulse","",[601],[18480],[100],10,0.1,0.0175,[],""
6203,"EGTerracottaTransition","",[],[],[],1,0.055,0,[],""
6204,"EGTerracottaTransitionSideways","",[],[],[],1,0.055,0,[],""
6205,"SONecroMeteorMarker","",[11781],[],[],1,0.055,0,[],""
6206,"SONecroLightningMarker","",[11781],[],[],1,0.055,0,[],""
6207,"GTNecroLightningMarker","",[11781],[],[],1,0.055,0,[],""
6208,"EDSNecroExplodingBall","","[601,6860,6861]",[2627],[100],15.5,0.1,0.0175,[],""
6209,"GPSNecroExplodingBall","","[483,2396,17761]","[6673,18479,2627]","[0,100,150]",6.2,0.1,0.0175,[],""
6210,"MastodonNecroMeteor","","[601,2976,24092]","[5529,17760,18046,17546,2627]","[0,208,20,14,200]",17,0.1,0.0175,[],""
6211,"BloodBatherBlazingSpear","","[483,6668,4378,11781]","[1097,3077,344,19047]","[100,200,2000,500]",1,0.055,0,[],""
6212,"EARattleCagePulse","",[6859],[312],[15],0,0.1,0.0175,[],""
6213,"GACultistShieldSlam","",[601],[],[],1,0.055,0,[],""
6214,"GAMastodonLeftShape","",[],[2627],[150],1,0.055,0,[],""
6215,"GAMastodonRightShape","",[],[2627],[150],1,0.055,0,[],""
6216,"GAMastodonChargeShape","",[24092],[2627],[50],1,0.055,0,[],""
6217,"RattleCageChangeStance","",[6859],[],[],0,0.1,0.0175,[],""
6218,"RattleCageDeathExplode","","[601,188]",[2884],[50],24,0.1,0.0175,[],""
6219,"GSVolcanicGolemDeathExplode","","[601,188]",[],[],8,0.1,0.0175,[],""
6220,"TwilightDodgeLeft","",[],[2566],[26],1,0.055,0,[],""
6221,"TwilightDodgeRight","",[],"[2436,2566]","[1,26]",1,0.055,0,[],""
6222,"TwilightDodgeBack","",[],"[2436,2566]","[3,11]",1,0.055,0,[],""
6223,"TwilightTeleport","","[6860,6861]",[10254],[11],1,0.055,0,[],""
6224,"MarakethZombieDeathGround","",[],"[4417,5529,344]","[1002,-15,10000]",8,0.1,0.0175,[],""
6225,"KinahraShuriken","","[483,11781,6668,4408,5602]","[1225,5807,1099]","[50,1,50]",1,0.055,0,[],""
6226,"MPWTwilightShurikenSpin","","[6668,4408,483,11781,5602,3662,16091]",[802],[1058],1,0.055,0,[],""
6227,"MPWTwilightShurikenStraight","","[6668,4408,483,11781,5602,16091]","[802,166]","[1059,2]",1,0.055,0,[],""
6228,"GATwilightSoldierStab","",[11781],[17348],[20],1,0.055,0,[],""
6229,"GATwilightSoldierPierceTrigger","",[],[1097],[60],1,0.055,0,[],""
6230,"DTTSabreSpiderLeap","",[],[6125],[5],1,0.055,0,[],""
6231,"KinahraJump","",[11781],[312],[3],1,0.055,0,[],""
6232,"DTTGrimdropGrappleclawLeap","",[11781],"[6125,10902,13630,646]","[-3,20,40,0]",1,0.055,0,[],""
6233,"VultureDemonLeap","",[11781],"[6125,10902,13630,646,17348]","[-3,20,40,-47,48]",1,0.055,0,[],""
6234,"QuadrillaShieldCharge","","[1835,608]","[170,447]","[23,10]",1,0.055,0,[],""
6235,"SGLEelBossLaser","",[601],[],[],3,0.1,0.0175,[],""
6236,"SGLSunWorshipperEyeLaser","",[],[],[],3,0.1,0.0175,[],""
6237,"VaalConstructPyramidReviveConstructs","",[],"[6431,6432,5529]","[0,100,-90]",1,0.055,0,[],""
6238,"MPSBoneRabbleBurningArrow","","[6668,4408,483,11781]","[802,18046,430,1097]","[1032,50,30,60]",1,0.055,0,[],""
6239,"MPWKelpDregPuncture","","[6668,4408,483,11781]","[802,3674,3093]","[1055,100,25]",1,0.055,0,[],""
6240,"MPWKelpDregPunctureIce","","[6668,4408,483,11781]","[802,18241,3093]","[1173,100,25]",1,0.055,0,[],""
6241,"VaalArchivistSpark","","[1765,483]","[344,166]","[2000,7]",1.5625,0.1,0.0175,[],""
6242,"MPSVaalArchivistFireProj","","[483,6668,4408,5602]","[802,646]","[1032,-30]",2.65,0.1,0.0175,[],""
6243,"MPSVaalArchivistColdProj","","[483,6668,4408,5602]","[802,646]","[1033,-30]",2.35,0.1,0.0175,[],""
6244,"MPSVaalArchivistLightningProj","","[483,6668,4408,5602]","[802,646]","[1034,-30]",2.85,0.1,0.0175,[],""
6245,"MPSVaalArchivistBloodProj","","[483,6668,4408,5602]","[802,646]","[1035,-30]",2.3,0.1,0.0175,[],""
6246,"DrownedCrewEmerge1","",[11781],[],[],1,0.055,0,[],""
6247,"DrownedCrewEmerge2","",[11781],[],[],1,0.055,0,[],""
6248,"DrownedCrewEmerge3","",[11781],[],[],1,0.055,0,[],""
