"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
12294,"StrDex4b_Wild_EngageRiverTaniwha_03_03","Wannabe dragon!","Wannabe dragon!","Möchtegern-Drache!","竜のなりたがりめ！","되다 만 용 녀석!","Aspirante a dragão!","Wannabe dragon!","¡Intento de dragón!","ไอ้พวกมังกรเก๊!","想變成龍的傢伙！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageRiverTaniwha_03_03.ogg","",10000,200000
12295,"StrDex4b_Wild_EngageAzak_01_01","Azak scum!","Azak scum!","Azakischer Abschaum!","アザク族のゴミめ！","버러지 같은 아자크 놈!","Escória azak!","Azak scum!","¡Basura azak!","ไอ้อาซัคสารเลว!","艾札克人渣！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_01_01.ogg","",10000,200000
12296,"StrDex4b_Wild_EngageAzak_01_02","Azak scum!","Azak scum!","Azakischer Abschaum!","アザク族のゴミめ！","버러지 같은 아자크 놈!","Escória azak!","Azak scum!","¡Basura azak!","ไอ้อาซัคสารเลว!","艾札克人渣！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_01_02.ogg","",10000,200000
12297,"StrDex4b_Wild_EngageAzak_01_03","Azak scum!","Azak scum!","Azakischer Abschaum!","アザク族のゴミめ！","버러지 같은 아자크 놈!","Escória azak!","Azak scum!","¡Basura azak!","ไอ้อาซัคสารเลว!","艾札克人渣！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_01_03.ogg","",10000,200000
12298,"StrDex4b_Wild_EngageAzak_02_01","Nothin' but savages!","Nothin' but savages!","Nichts als Wilde!","蛮族でしかねえ！","너희는 야만인에 불과하다!","Não passam de selvagens!","Nothin' but savages!","¡No son más que salvajes!","แกมันก็แค่คนเถื่อนเท่านั้น!","只是一群野蠻人！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_02_01.ogg","",10000,200000
12299,"StrDex4b_Wild_EngageAzak_02_02","Nothin' but savages!","Nothin' but savages!","Nichts als Wilde!","蛮族でしかねえ！","너희는 야만인에 불과하다!","Não passam de selvagens!","Nothin' but savages!","¡No son más que salvajes!","แกมันก็แค่คนเถื่อนเท่านั้น!","只是一群野蠻人！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_02_02.ogg","",10000,200000
12300,"StrDex4b_Wild_EngageAzak_02_03","Nothin' but savages!","Nothin' but savages!","Nichts als Wilde!","蛮族でしかねえ！","너희는 야만인에 불과하다!","Não passam de selvagens!","Nothin' but savages!","¡No son más que salvajes!","แกมันก็แค่คนเถื่อนเท่านั้น!","只是一群野蠻人！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_02_03.ogg","",10000,200000
12301,"StrDex4b_Wild_EngageAzak_03_01","You're outta order!","You're outta order!","Du benimmst dich daneben!","てめえら狂ってるぜ！","너희는 선을 넘었어!","Vocês tão passando dos limites!","You're outta order!","¡Ya no sirves!","แกออกนอกลู่นอกทางนัก!","你太過分了！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_03_01.ogg","",10000,200000
12302,"StrDex4b_Wild_EngageAzak_03_02","You're outta order!","You're outta order!","Du benimmst dich daneben!","てめえら狂ってるぜ！","너희는 선을 넘었어!","Vocês tão passando dos limites!","You're outta order!","¡Ya no sirves!","แกออกนอกลู่นอกทางนัก!","你太過分了！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_03_02.ogg","",10000,200000
12303,"StrDex4b_Wild_EngageAzak_03_03","You're outta order!","You're outta order!","Du benimmst dich daneben!","てめえら狂ってるぜ！","너희는 선을 넘었어!","Vocês tão passando dos limites!","You're outta order!","¡Ya no sirves!","แกออกนอกลู่นอกทางนัก!","你太過分了！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageAzak_03_03.ogg","",10000,200000
12304,"StrDex4b_Wild_EngageSunWorshipper_01_01","Worship this!","Worship this!","Verehre das!","こいつでも崇拝してな！","이거나 숭배해라!","Venerem isto!","Worship this!","¡Ven y adora esto!","สักการะนี่สิ!","崇拜這個吧！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_01_01.ogg","",10000,200000
12305,"StrDex4b_Wild_EngageSunWorshipper_01_02","Worship this!","Worship this!","Verehre das!","こいつでも崇拝してな！","이거나 숭배해라!","Venerem isto!","Worship this!","¡Ven y adora esto!","สักการะนี่สิ!","崇拜這個吧！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_01_02.ogg","",10000,200000
12306,"StrDex4b_Wild_EngageSunWorshipper_01_03","Worship this!","Worship this!","Verehre das!","こいつでも崇拝してな！","이거나 숭배해라!","Venerem isto!","Worship this!","¡Ven y adora esto!","สักการะนี่สิ!","崇拜這個吧！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_01_03.ogg","",10000,200000
12307,"StrDex4b_Wild_EngageSunWorshipper_02_01","You and your bloody sun!","You and your bloody sun!","Du und deine verdammte Sonne!","てめえらのクソ太陽はもううんざりだ！","너희도 그 빌어먹을 태양도 지긋지긋해!","Vocês e seu maldito sol!","You and your bloody sun!","¡Tú y tu maldito sol!","แกกับดวงตะวันของแกนี่นะ!","你和你的該死的太陽！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_02_01.ogg","",10000,200000
12308,"StrDex4b_Wild_EngageSunWorshipper_02_02","You and your bloody sun!","You and your bloody sun!","Du und deine verdammte Sonne!","てめえらのクソ太陽はもううんざりだ！","너희도 그 빌어먹을 태양도 지긋지긋해!","Vocês e seu maldito sol!","You and your bloody sun!","¡Tú y tu maldito sol!","แกกับดวงตะวันของแกนี่นะ!","你和你的該死的太陽！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_02_02.ogg","",10000,200000
12309,"StrDex4b_Wild_EngageSunWorshipper_02_03","You and your bloody sun!","You and your bloody sun!","Du und deine verdammte Sonne!","てめえらのクソ太陽はもううんざりだ！","너희도 그 빌어먹을 태양도 지긋지긋해!","Vocês e seu maldito sol!","You and your bloody sun!","¡Tú y tu maldito sol!","แกกับดวงตะวันของแกนี่นะ!","你和你的該死的太陽！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_02_03.ogg","",10000,200000
12310,"StrDex4b_Wild_EngageSunWorshipper_03_01","Bunch o' sadists!","Bunch o' sadists!","Bande von Sadisten!","サディストどもめ！","가학적인 놈들!","Bando de sádicos!","Bunch o' sadists!","¡Son una banda de sádicos!","ไอ้พวกซาดิสม์!","一群虐待狂！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_03_01.ogg","",10000,200000
12311,"StrDex4b_Wild_EngageSunWorshipper_03_02","Bunch o' sadists!","Bunch o' sadists!","Bande von Sadisten!","サディストどもめ！","가학적인 놈들!","Bando de sádicos!","Bunch o' sadists!","¡Son una banda de sádicos!","ไอ้พวกซาดิสม์!","一群虐待狂！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_03_02.ogg","",10000,200000
12312,"StrDex4b_Wild_EngageSunWorshipper_03_03","Bunch o' sadists!","Bunch o' sadists!","Bande von Sadisten!","サディストどもめ！","가학적인 놈들!","Bando de sádicos!","Bunch o' sadists!","¡Son una banda de sádicos!","ไอ้พวกซาดิสม์!","一群虐待狂！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageSunWorshipper_03_03.ogg","",10000,200000
12313,"StrDex4b_Wild_EngageFilthMonster_01_01","Take a bath already!","Take a bath already!","Nimm endlich ein Bad!","いい加減風呂に入れ！","목욕 좀 해라!","Já pro banho!","Take a bath already!","¡Ya date un baño!","ไปอาบน้ำได้แล้ว!","去洗個澡吧！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_01_01.ogg","",10000,200000
12314,"StrDex4b_Wild_EngageFilthMonster_01_02","Take a bath already!","Take a bath already!","Nimm endlich ein Bad!","いい加減風呂に入れ！","목욕 좀 해라!","Já pro banho!","Take a bath already!","¡Ya date un baño!","ไปอาบน้ำได้แล้ว!","去洗個澡吧！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_01_02.ogg","",10000,200000
12315,"StrDex4b_Wild_EngageFilthMonster_01_03","Take a bath already!","Take a bath already!","Nimm endlich ein Bad!","いい加減風呂に入れ！","목욕 좀 해라!","Já pro banho!","Take a bath already!","¡Ya date un baño!","ไปอาบน้ำได้แล้ว!","去洗個澡吧！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_01_03.ogg","",10000,200000
12316,"StrDex4b_Wild_EngageFilthMonster_02_01","You make me wanna puke!","You make me wanna puke!","Mir kommt gleich das Kotzen!","吐き気がするぜ！","욕지기가 나는군!","Você me dá ânsia!","You make me wanna puke!","¡Me das ganas de vomitar!","ข้าจะอ้วกกับแกนัก!","你讓我噁心想吐！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_02_01.ogg","",10000,200000
12317,"StrDex4b_Wild_EngageFilthMonster_02_02","You make me wanna puke!","You make me wanna puke!","Mir kommt gleich das Kotzen!","吐き気がするぜ！","욕지기가 나는군!","Você me dá ânsia!","You make me wanna puke!","¡Me das ganas de vomitar!","ข้าจะอ้วกกับแกนัก!","你讓我噁心想吐！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_02_02.ogg","",10000,200000
12318,"StrDex4b_Wild_EngageFilthMonster_02_03","You make me wanna puke!","You make me wanna puke!","Mir kommt gleich das Kotzen!","吐き気がするぜ！","욕지기가 나는군!","Você me dá ânsia!","You make me wanna puke!","¡Me das ganas de vomitar!","ข้าจะอ้วกกับแกนัก!","你讓我噁心想吐！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_02_03.ogg","",10000,200000
12319,"StrDex4b_Wild_EngageFilthMonster_03_01","Pee-yew!","Pee-yew!","Igitt!","臭えんだよ！","우웩!","Credo!","Pee-yew!","¡Apestas!","อี๋!","呸！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_03_01.ogg","",10000,200000
12320,"StrDex4b_Wild_EngageFilthMonster_03_02","Pee-yew!","Pee-yew!","Igitt!","臭えんだよ！","우웩!","Credo!","Pee-yew!","¡Apestas!","อี๋!","呸！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_03_02.ogg","",10000,200000
12321,"StrDex4b_Wild_EngageFilthMonster_03_03","Pee-yew!","Pee-yew!","Igitt!","臭えんだよ！","우웩!","Credo!","Pee-yew!","¡Apestas!","อี๋!","呸！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_03_03.ogg","",10000,200000
12322,"StrDex4b_Wild_EngageFilthMonster_04_01","You smell like an outhouse!","You smell like an outhouse!","Du riechst wie ein Plumpsklo!","便所みてえな臭いだぜ！","변소 냄새 풍기기는!","Você fede a latrina!","You smell like an outhouse!","¡Hueles como una letrina!","แกกลิ่นเหมือนส้วมเลย!","你聞起來像間茅房！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_04_01.ogg","",10000,200000
12323,"StrDex4b_Wild_EngageFilthMonster_04_02","You smell like an outhouse!","You smell like an outhouse!","Du riechst wie ein Plumpsklo!","便所みてえな臭いだぜ！","변소 냄새 풍기기는!","Você fede a latrina!","You smell like an outhouse!","¡Hueles como una letrina!","แกกลิ่นเหมือนส้วมเลย!","你聞起來像間茅房！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_04_02.ogg","",10000,200000
12324,"StrDex4b_Wild_EngageFilthMonster_04_03","You smell like an outhouse!","You smell like an outhouse!","Du riechst wie ein Plumpsklo!","便所みてえな臭いだぜ！","변소 냄새 풍기기는!","Você fede a latrina!","You smell like an outhouse!","¡Hueles como una letrina!","แกกลิ่นเหมือนส้วมเลย!","你聞起來像間茅房！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_EngageFilthMonster_04_03.ogg","",10000,200000
12325,"Int4_Gameplay_A4_01","What a lovely little nap. Pity it had to end.","Quelle délicieuse petite sieste. Dommage que ce soit fini.","Was für ein wunderbares Schläfchen. Schade, dass es enden musste.","まぁ、なんて心地よい眠りだったこと。終わってしまうなんて、惜しいわね。","좋은 낮잠이었어. 끝나다니 아쉽군.","Que cochilo gostoso. Pena que acabou.","Я так хорошо передохнула... Но, к сожалению, надо идти дальше.","Qué siesta más encantadora. Qué pena que tuviera que acabar.","ได้งีบนี่ช่างสุขอุรา ทว่ากลับหมดเวลาเสียแล้ว","真是舒服的小睡。可惜得結束了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_01.ogg","",10000,0
12326,"Int4_Gameplay_A4_02","Yes, yes, the world is ending. I've heard it all before.","Oui, oui. La fin du monde est proche… On me l'a déjà faite.","Ja, ja, die Welt geht unter. Das habe ich alles schonmal gehört.","はいはい、世界の終末ね。もう耳にタコができるほど聞いたわ。","그래, 그래. 종말이니 뭐니... 다 들어본 얘기야.","Sim, sim, o mundo vai acabar. Já ouvi isso antes.","Да-да, мир рушится. Я уже кучу раз всё это слышала.","Sí, sí, el mundo se acaba. Ya he oído todo eso antes.","ใช่ ใช่ โลกจะถึงกาลอวสาน ข้าได้ยินมาหมดแล้ว","好，好，世界快終結了。我之前就聽過了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_02.ogg","",10000,0
12327,"Int4_Gameplay_A4_03","What a cute little man!","Qu'il est mignon ce petit homme !","Was für ein entzückender kleiner Mann!","まぁ、なんて可愛らしいちっぽけな男かしら。","이렇게 작고 귀여울 데가!","Que homenzinho fofo!","Ну что за милый человечек!","¡Qué hombrecito más mono!","เจ้าเปี๊ยกนี่น่ารักจริง!","真是個可愛的小人！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_03.ogg","",10000,0
12328,"Int4_Gameplay_A4_04","Ugh... awfully jovial, isn't he?","Argh… Toute cette gaieté… Je crois que je vais vomir.","Ugh ... der ist aber verdammt fröhlich, was?","はぁ…ずいぶんご機嫌じゃないの。気味が悪いわ。","어휴... 지나치게 쾌활한 사람이군.","Ugh... Alegre demais, né?","Ух... он до ужаса общительный, да?","Uf... qué alegre es, ¿no?","อึ้ก... เขามันรื่นเริงไปจริงๆ","呃……他真是樂天到令人不舒服，對吧？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_04.ogg","",10000,0
12329,"Int4_Gameplay_A4_05","Blunt. Brave. Possibly stupid. Time will tell.","Brusque. Brave. Sûrement stupide. Seul le temps nous le dira.","Direkt. Tapfer. Vielleicht dämlich. Wir werden sehen.","ぶっきらぼう、勇敢…まあ、ただの愚か者かもしれないけれど。時が教えてくれるわね。","둔한 건지, 용감한 건지... 아니면 멍청한 건지. 시간이 지나면 알게 되겠지.","Direto. Corajoso. Possivelmente idiota. O tempo dirá.","Прямолинейный. Храбрый. Возможно, идиот. Время покажет.","Directo. Valiente. Posiblemente estúpido. El tiempo lo dirá.","ตรงไปตรงมา กล้าหาญ อาจโง่ก็ได้ เดี๋ยวเวลาจะบอกเอง","遲鈍。勇敢。也可能是愚蠢。時間會證明的。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_05.ogg","",10000,0
12330,"Int4_Gameplay_A4_06","Charter in hand... time to find a ship.","Affrètement en poche… Il ne reste plus qu'à trouver un navire.","Den Charterbrief habe ich ... Zeit, ein Schiff zu finden.","許可証はある。問題は、船があるかどうかね。","용선 증서를 구했어... 이제 배를 구할 차례야.","Carta de navegação em mãos... Hora de procurar um navio.","Карта есть... осталось найти корабль.","Contrato en mano... es hora de buscar un barco.","มีสัญญาเช่าเรือละ... ได้เวลาหาเรือสักที","特許證到手……該來找一艘船了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_06.ogg","",10000,0
12331,"Int4_Gameplay_A4_07","Kalguuran, Karui, I don't care. As long as your ship floats.","Kalguuriens, Karuis… qu'importe ! Tant que votre bateau flotte.","Kalguur, Karui, das ist mir egal. Hauptsache, Euer Schiff schwimmt.","カルグールだろうとカルイだろうと興味ないわ。船さえ沈まなければ、それで十分。","칼구르든 카루이든 상관없어. 배가 물에 뜨기만 하면 돼.","Kalguurano, karui, tanto faz. Só quero que o navio flutue.","Калгууранский, каруйский, мне без разницы. Главное, чтобы твой корабль плавать мог.","Kalgurano, karui, me da lo mismo. Mientras el barco flote.","จะชาวคาลเกอร์รึคารุยก็ไม่สน ตราบใดที่เรือของแกลอยได้น่ะ","卡爾葛人、卡魯人，我不在乎。只要你的船能浮起來就行。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_07.ogg","",10000,0
12332,"Int4_Gameplay_A4_08","Funny little beasts with big ambitions. What are they digging for?","Drôles de petites créatures, avec de si grandes ambitions. Que cherchent-elles ?","Lustige kleine Biester mit großen Ambitionen. Nach was graben sie?","ちっぽけな獣のくせに、欲ばりなこと。さて、何を掘ってるつもりかしらね。","웃기는군. 작지만 포부는 큰 야수들이야. 뭘 찾으려고 파는 걸까?","Criaturas engraçadinhas com grandes ambições. O que estão cavando?","Мелкие смешные зверьки с огромными амбициями. Что они там копают?","Pequeñas bestias graciosas con grandes ambiciones. ¿Para qué estarán excavando?","ไอ้สัตว์ร้ายตัวเปี๊ยกน่าขันพวกนี้มีความทะเยอทะยานยิ่งใหญ่ พวกมันขุดหาอะไรกันนะ?","有龐大野心的可笑小生物。他們在挖什麼？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_08.ogg","",10000,0
12333,"Int4_Gameplay_A4_09","This radiates power. I must claim it.","Tant de pouvoir en émane. Je dois l'obtenir.","Das strahlt Macht aus. Ich muss es an mich bringen.","力が溢れているわね…これは、私が頂かなくては。","여기서 힘이 흘러나오는군. 내 것으로 만들어야겠어.","Isso irradia poder. Tem que ser meu.","Я чувствую источник силы. Я должна его заполучить.","Esto irradia poder. Debo reclamarlo.","มันมีพลังแผ่ซ่าน ข้าต้องครองมันให้ได้","這東西散發著力量。我必須把它拿到手。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_09.ogg","",10000,0
12334,"Int4_Gameplay_A4_10","Why cage what you can control?","Pourquoi enfermer ce que l'on peut contrôler ?","Warum sollte man einsperren, was man kontrollieren kann?","支配できるものを、なぜ檻に閉じ込めるのかしら？","통제할 수 있는 걸 왜 가두지?","Por que prender o que pode ser controlado?","Зачем держать в клетке то, что можно контролировать?","¿Por qué encerrar lo que puedes controlar?","ขังสิ่งที่แกคุมได้ทำไมกัน","為什麼要囚禁你能控制的東西？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_10.ogg","",10000,0
12335,"Int4_Gameplay_A4_11","Weaklings. They cage what they fear.","Frêles créatures. Elles enferment ce dont elles ont peur.","Schwächlinge. Sie sperren ein, was sie fürchten.","弱者ね。恐れるものを檻に入れることしかできないのよ。","약해 빠진 녀석들. 두려움의 대상을 가두다니.","Fracotes. Eles prendem o que temem.","Слабаки. Запирают в клетку то, чего боятся.","Debiluchos. Encierran a aquello que temen.","พวกอ่อนหัด พวกมันจับสิ่งที่พวกมันกลัวมาขัง","弱者。他們囚禁他們懼怕之物。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_11.ogg","",10000,0
12336,"Int4_Gameplay_A4_12","What do they want with rhoas?","En quoi les Rhoas les intéressent ?","Was wollen sie nur mit den Rhoas?","ロアを使って…一体何を企んでいるのかしら。","로아로 뭘 하려는 거지?","O que eles querem com os rhoas?","Что им нужно от этих роа?","¿Qué quieren con los rhoas?","พวกมันต้องการทำอะไรกับโรอ์?","他們想用恐喙鳥做什麼？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_12.ogg","",10000,0
12337,"Int4_Gameplay_A4_13","They cage anything that breathes?","Ils enferment tout ce qui bouge ?","Sperren sie alles ein, was atmet?","息をしているものなら、なんでも檻に入れるのかしら。","숨 쉬는 건 뭐든 가두는 건가?","Eles prendem tudo que respira?","Они запирают всё что дышит?","¿Encierran a todo lo que respira?","พวกมันขังทุกอย่างที่หายใจได้รึไง?","他們囚禁任何會呼吸的東西？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_13.ogg","",10000,0
12338,"Int4_Gameplay_A4_14","You want a show? Ha! I'll give you a show!","C'est du spectacle que vous voulez ! Ha ! Je vais vous en donner !","Ihr wollt einen Auftritt? Ha! Dann sollt ihr einen Auftritt bekommen!","見世物が欲しいの？ふふ…いいわ、死ぬまで楽しませてあげる。","한번 놀아볼까? 하! 제대로 놀아주지!","Quer um espetáculo? Rá! Vai ter um!","Хочешь шоу? Ха! Сейчас я тебе устрою шоу!","¿Queres un espectáculo? ¡Ja! ¡Te daré un espectáculo!","อยากเห็นการแสดงเรอะ? ฮ่า! ข้าจะแสดงให้พวกแกดู!","你想看表演？哈！那我就表演給你看！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_14.ogg","",10000,0
12339,"Int4_Gameplay_A4_15","Yes, run little creatures! Run!","C'est ça, courez petites créatures ! Courez !","Ja, rennt, ihr kleinen Kreaturen! Rennt!","そうよ、逃げなさい、小さな生き物たち。ふふ…逃げなさい！","그래, 도망쳐라, 꼬마야! 도망쳐!","Sim, corram, criaturinhas! Corram!","Да, бегите, мелкие создания! Бегите!","¡Sí, corran criaturitas! ¡Corran!","ใช่ หนีไปไอ้พวกเปี๊ยก! หนีไป๊!","沒錯，快跑吧，小傢伙們！快跑！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_15.ogg","",10000,0
12340,"Int4_Gameplay_A4_16","Better dead than caged.","La mort vaut mieux que l'emprisonnement.","Lieber tot als in einem Käfig.","檻に囚われるくらいなら、死んだ方がましよ。","죽는 것보다는 갇히는 게 낫지.","Antes morto a viver enjaulado.","Лучше быть мёртвым, чем сидеть в клетке.","Mejor muerta que enjaulada.","ตายเสียยังดีกว่าถูกขัง","與其被人關進牢籠，還不如一死了之。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_17.ogg","",10000,0
12341,"Int4_Gameplay_A4_17","Bah! Should've left you for dead!","Peuh ! J'aurais dû vous laisser mourir !","Bah! Hätte dich töten sollen!","ちっ…死んだまま放っておけばよかったわ。","흥! 그냥 죽게 내버려 둘 걸 그랬어!","Fala sério, deveria ter te deixado pra morrer!","Боже! Лучше бы я оставила тебя умирать!","¡Bah! ¡Debería haberte dejado morir!","ฮึ! น่าจะปล่อยให้แกตายไปเปล่าๆ!","呸！應該讓你自生自滅的！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_18.ogg","",10000,0
12342,"Int4_Gameplay_A4_18","Strength, stripped from a corpse. The best kind.","De la force, arrachée d'un cadavre. La meilleure forme.","Stärke, einem toten Körper entrissen. Die beste Art.","屍から奪った力…ふふ、これ以上に甘美なものがあるかしら。","시체에서 빼앗은 힘이야말로 최고의 힘이지.","Força arrancada de um cadáver. O melhor tipo.","Сила, полученная от трупа. Лучший вариант.","Fuerza, arrancada de un cadáver. Es la mejor que hay.","กำลังที่พรากมาจากศพ เป็นกำลังที่ดีที่สุด","從屍體上奪來的力量才是最棒的。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_19.ogg","",10000,0
12343,"Int4_Gameplay_A4_19","This looks too sophisticated for kinfolk.","Cela me semble trop sophistiqué pour des Pareils.","Das sieht viel zu fortschrittlich für das Kinvolk aus.","こんなに精巧だなんて…あのキンの連中の仕業とは思えないわね。","혈족이 만들었다기에는 너무 정교하군.","Isso parece sofisticado demais para o clã da família.","Для родичей выглядит слишком сложно.","Esto parece demasiado sofisticado para ser del clan.","มันดูช่ำชองกว่าฝีมือพวกคินนะ","這對金氏來說看起來過於複雜了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_20.ogg","",10000,0
12344,"Int4_Gameplay_A4_20","Excuse me fellow... where's your face? Hahaha!","Excusez-moi, mais… où est votre visage ? Ha ha ha !","Entschuldigung, Kamerad ... wo ist dein Gesicht? Hahaha!","あら失礼…お顔はどちらへ？ふふふ…！","미안한데... 네 얼굴은 어디 있지? 하하하!","Vai me desculpar, colega, mas... cadê o seu rosto? Hahaha!","Прости, дружище... а что у тебя с лицом? Хахаха!","Perdona amigo... ¿dónde está tu cara? ¡Ja, ja, ja!","โทษทีนะพวก... หายหน้าหายตาไปไหน? ฮะฮะฮ่า!","不好意思……你的臉呢？哈哈哈！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_21.ogg","",10000,0
12345,"Int4_Gameplay_A4_21","They're bringing the sulphite <i>{here}? What are those little beasts up to?","Ils apportent le sulfite <i>{ici} ? À quoi jouent ces petites créatures ?","Sie bringen das Sulfit <i>{hierhin}? Was haben diese kleinen Biester vor?","サルファイトをわざわざこんな所に？…あの小獣ども、一体何を企んでいるのかしら。","<i>{이곳}으로 가져온다고? 저 쪼끄만 녀석들이 뭘 꾸미는 거지?","Estão trazendo o sulfito <i>{aqui}? O que essas criaturinhas estão aprontando?","Они несут <i>{сюда} сульфит? Что эти мелкие твари задумали?","¿Están trayendo el sulfito <i>{aquí}? ¿Qué tramarán esas bestiecitas?","พวกมันเอาซัลไฟต์มา<i>{ที่นี่}เรอะ? พวกเปี๊ยกนั่นตั้งใจทำอะไรกันแน่","他們正在把硫酸運來<i>{這裡}？那些小傢伙到底想幹嘛？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_22.ogg","",10000,0
