"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","[i32]_76","[i32]_92"
358,"RuhakiGreeting","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Greeting_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Greeting_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Greeting_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Greeting_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Greeting_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Greeting_06.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Greeting_07.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Greeting_08.ogg""]",[],100,[],[],[],[]
359,"RuhakiFarewell","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Farewell_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Farewell_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Farewell_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Farewell_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Farewell_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Farewell_06.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Farewell_07.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Ruhaki_Greeting/Ruhaki_Vendor_Farewell_08.ogg""]",[],100,[],[],[],[]
360,"TorbikGreeting","[""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Greeting_01.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Greeting_02.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Greeting_03.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Greeting_04.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Greeting_05.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Greeting_06.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Greeting_07.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Greeting_08.ogg""]",[],100,[],[],[],[]
361,"TorbikFarewell","[""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Farewell_01.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Farewell_02.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Farewell_03.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Farewell_04.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Farewell_05.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Farewell_06.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Farewell_07.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Torbik_Greeting/Torbik_Farewell_08.ogg""]",[],100,[],[],[],[]
362,"UnaP1FarewellInterludeComplete","[""Audio/Dialogue/4.0/NPC/Interlude/P1/Una_Greeting/Una_Farewell_03.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P1/Una_Greeting/Una_Farewell_04.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P1/Una_Greeting/Una_Farewell_05.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P1/Una_Greeting/Una_Farewell_06.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P1/Una_Greeting/Una_Farewell_07.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P1/Una_Greeting/Una_Farewell_08.ogg""]",[],100,[],[410],[],[]
363,"RangeenHellos","[""Audio/Dialogue/4.0/NPC/Interlude/P2/Rangeen/Rangeen_Greeting_01.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Rangeen/Rangeen_Greeting_02.ogg""]",[],100,[],[],[],[]
364,"RangeenGoodbyes","[""Audio/Dialogue/4.0/NPC/Interlude/P2/Rangeen/Rangeen_Farewell_01.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Rangeen/Rangeen_Farewell_02.ogg""]",[],100,[],[],[],[]
365,"YoonHellos","[""Audio/Dialogue/4.0/NPC/Interlude/P2/Yoon/Yoon_Greeting_01.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Yoon/Yoon_Greeting_02.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Yoon/Yoon_Greeting_03.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Yoon/Yoon_Greeting_04.ogg""]",[],100,[],[],[],[]
366,"YoonGoodbyes","[""Audio/Dialogue/4.0/NPC/Interlude/P2/Yoon/Yoon_Farewell_01.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Yoon/Yoon_Farewell_02.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Yoon/Yoon_Farewell_03.ogg"",""Audio/Dialogue/4.0/NPC/Interlude/P2/Yoon/Yoon_Farewell_04.ogg""]",[],100,[],[],[],[]
367,"GwennenEG1","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Greeting_04_03.ogg""]",[],100,[],[],[],[]
368,"GwennenEG2","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Gwennen_Greeting/GwennenEG2_Farewell_04_03.ogg""]",[],100,[],[],[],[]
369,"ManInTheBoxHellos","[""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_01_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_01_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_01_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_02_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_02_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_02_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_03_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_03_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_03_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_04_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_04_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_04_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_05_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_05_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Hellos_05_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_01_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_01_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_01_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_02_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_02_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_03_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_03_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_03_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_04_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_04_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_04_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_05_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_05_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_HellosHideout_05_3.ogg""]",[],100,[],[],[],[]
370,"ManInTheBoxGoodbyes","[""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_01_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_01_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_01_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_02_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_02_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_02_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_03_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_03_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_03_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_04_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_04_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_04_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_05_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_05_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_Goodbyes_05_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_01_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_01_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_01_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_01_4.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_01_5.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_01_6.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_02_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_02_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_02_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_03_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_03_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_03_3.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_04_1.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_04_2.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/ManInTheBox/ManInTheBox_Greetings/ManInTheBox_GoodbyesHideout_04_3.ogg""]",[],100,[],[],[],[]
371,"DjinnTraderHellos","[""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_01_01.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_01_02.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_01_03.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_02_01.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_02_02.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_02_03.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_03_01.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_03_02.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_03_03.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_04_01.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_04_02.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Greetings_04_03.ogg""]",[],100,[],[],[],[]
372,"DjinnTraderGoodbyes","[""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_01_01.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_01_02.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_01_03.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_02_01.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_02_02.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_02_03.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_02_04.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_03_01.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_03_02.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_03_03.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_04_01.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_04_02.ogg"",""Audio/Dialogue/4.0/MTX/Hideout/DjinnTrader/DjinnTrader_Greetings/DjinnTrader_Farewells_04_03.ogg""]",[],100,[],[],[],[]
373,"DoryaniEGHellos","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_01_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_01_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_01_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_01_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_02_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_02_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_02_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_02_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_03_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_03_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_03_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Hellos_03_04.ogg""]",[],100,[],[],[],[]
374,"DoryaniEGHellos_NoProgress","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_01_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_01_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_01_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_01_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_02_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_02_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_02_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_02_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_03_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_03_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_03_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_03_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_04_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_04_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_04_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt1_04_04.ogg""]",[],100,[],[],[],[4477]
375,"DoryaniEGHellos_CorruptionBossArea","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_01_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_01_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_01_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_01_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_02_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_02_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_02_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_02_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_03_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_03_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_03_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_HellosAlt2_03_04.ogg""]",[],100,[],[],[],[]
