"rownum","Id","Name","GrantedEffect","SupportText","SupportText (French)","SupportText (German)","SupportText (Japanese)","SupportText (Korean)","SupportText (Portuguese)","SupportText (Russian)","SupportText (Spanish)","SupportText (Thai)","SupportText (Traditional Chinese)","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]_84","AdditionalGrantedEffects","bool_116","bool_117","[i32]_118","i32_134","i32_138"
862,"UpwellingSupport","",982,"Supports [Persistent] [Buff] Skills, causing your [Minion|Minions] to deal increased Damage while you are not on full Mana while the Supported Skill is active.","Modifie les aptitudes à [Buff|Effet bénéfique] [Persistent|Persistant]. Vos [Minion|Créatures] bénéficient d'une augmentation de dégâts tant que votre Mana n'est pas plein et que l'aptitude modifiée est active.","Unterstützt [Persistent|dauerhafte] [Buff|Stärkungs]fertigkeiten und bewirkt, dass Eure [Minion|Kreaturen] erhöhten Schaden verursachen, während Ihr nicht bei vollem Mana seid, während die unterstützte Fertigkeit aktiv ist.","[Persistent|永続][Buff|バフ]スキルをサポートし、サポートされたスキルがアクティブな間、プレイヤーのマナがフルでない時に[Minion|ミニオン]が与えるダメージを増加させる。","[Persistent|유지형] [Buff|버프] 스킬에 적용됩니다. 보조 대상 스킬이 활성화되어 있는 동안, 플레이어의 마나가 최대가 아닐 때 [Minion|소환수]가 주는 피해가 증가합니다.","Reforça habilidades de [Buff|bônus] [Persistent|recorrentes], fazendo com que seus [Minion|lacaios] causem dano aumentado durante o efeito da habilidade reforçada, se você não estiver com o mana cheio.","Усиливает умения с [Persistent|постоянными] [Buff|положительными эффектами]. Пока усиленное умение активно, ваши [Minion|приспешники] наносят увеличенный урон, если у вас неполная мана.","Asiste habilidades de [Buff|efectos beneficiosos] [Persistent|persistentes] y hace que tus [Minion|esbirros] inflijan el daño aumentado mientras no tengas el maná lleno y la habilidad asistida esté activa.","ใช้เสริมสกิล[Buff|บัฟ][Persistent|ยั่งยืน] เพื่อให้[Minion|มิเนียน]ของคุณสร้างความเสียหายเพิ่มขึ้นขณะที่คุณมี มานาไม่เต็ม ขณะที่สกิลที่เสริมทำงานอยู่","輔助[Persistent|持續][Buff|增益效果]技能，使你在被輔助的技能啟動期間，於魔力未滿時你的[Minion|召喚物]造成的傷害增加。","","[16,48,49]","",3,[],[],1,"",[],-1,-1
863,"UpwellingSupportTwo","",983,"Supports [Persistent] [Buff] Skills, causing your [Minion|Minions] to deal increased Damage while you are not on full Mana while the Supported Skill is active.","Modifie les aptitudes à [Buff|Effet bénéfique] [Persistent|Persistant]. Vos [Minion|Créatures] bénéficient d'une augmentation de dégâts tant que votre Mana n'est pas plein et que l'aptitude modifiée est active.","Unterstützt [Persistent|dauerhafte] [Buff|Stärkungs]fertigkeiten und bewirkt, dass Eure [Minion|Kreaturen] erhöhten Schaden verursachen, während Ihr nicht bei vollem Mana seid, während die unterstützte Fertigkeit aktiv ist.","[Persistent|永続][Buff|バフ]スキルをサポートし、サポートされたスキルがアクティブな間、プレイヤーのマナがフルでない時に[Minion|ミニオン]が与えるダメージを増加させる。","[Persistent|유지형] [Buff|버프] 스킬에 적용됩니다. 보조 대상 스킬이 활성화되어 있는 동안, 플레이어의 마나가 최대가 아닐 때 [Minion|소환수]가 주는 피해가 증가합니다.","Reforça habilidades de [Buff|bônus] [Persistent|recorrentes], fazendo com que seus [Minion|lacaios] causem dano aumentado durante o efeito da habilidade reforçada, se você não estiver com o mana cheio.","Усиливает умения с [Persistent|постоянными] [Buff|положительными эффектами]. Пока усиленное умение активно, ваши [Minion|приспешники] наносят увеличенный урон, если у вас неполная мана.","Asiste habilidades de [Buff|efectos beneficiosos] [Persistent|persistentes] y hace que tus [Minion|esbirros] inflijan el daño aumentado mientras no tengas el maná lleno y la habilidad asistida esté activa.","ใช้เสริมสกิล[Buff|บัฟ][Persistent|ยั่งยืน] เพื่อให้[Minion|มิเนียน]ของคุณสร้างความเสียหายเพิ่มขึ้นขณะที่คุณมี มานาไม่เต็ม ขณะที่สกิลที่เสริมทำงานอยู่","輔助[Persistent|持續][Buff|增益效果]技能，使你在被輔助的技能啟動期間，於魔力未滿時你的[Minion|召喚物]造成的傷害增加。","","[16,48,49]","",3,[],[],1,"",[],-1,-1
864,"WarmBloodedSupport","",984,"Supports [Persistent] [Buff] Skills, causing [Freeze] applied to you to last for a shorter duration while the Supported Skill is active.","Modifie les aptitudes à [Buff|Effet bénéfique] [Persistent|Persistant], réduisant la durée du [Freeze|Gel] qui vous est appliqué tant que l'aptitude modifiée est active.","Unterstützt [Persistent|dauerhafte] [Buff|Stärkungs]fertigkeiten und bewirkt, dass bei Euch verursachtes [Freeze|Einfrieren] eine kürzere Dauer anhält, während die unterstützte Fertigkeit aktiv ist.","[Persistent|永続][Buff|バフ]スキルをサポートし、サポートされたスキルがアクティブな間、プレイヤーに付与された[Freeze|凍結]の持続時間を短くする。","[Persistent|유지형] [Buff|버프] 스킬에 적용됩니다. 보조 대상 스킬이 활성화되어 있는 동안 플레이어에게 적용되는 [Freeze|동결]의 지속시간이 짧아집니다.","Reforça habilidades de [Buff|bônus] [Persistent|recorrentes], fazendo com que [Freeze|congelamentos] aplicados a você durem menos durante o efeito da habilidade reforçada.","Усиливает умения с [Persistent|постоянными] [Buff|положительными эффектами]. Пока усиленное умение активно, наложенные на вас [Freeze|заморозки] длятся меньше.","Asiste habilidades de [Buff|efectos beneficiosos] [Persistent|persistentes] y hace que los [Freeze|congelamientos] que se aplican sobre ti tengan una duración menor mientras la habilidad asistida esté activa.","ใช้เสริมสกิล[Buff|บัฟ][Persistent|ยั่งยืน] เพื่อให้สถานะ [Freeze|แช่แข็ง] ที่คุณติด มีระยะเวลาสั้นลงขณะที่สกิลที่เสริมทำงานอยู่","輔助[Persistent|持續][Buff|增益效果]技能，使被輔助的技能啟動期間施加在你身上的[Freeze|冰凍]持續時間縮短。","","[16,48,49]","",3,[],[],1,"",[],-1,-1
865,"CoolHeadedSupport","",985,"Supports [Persistent] [Buff] Skills, causing [Ignite] applied to you to last for a shorter duration while the Supported Skill is active.","Modifie les aptitudes à [Buff|Effet bénéfique] [Persistent|Persistant], réduisant la durée des [Ignite|Embrasements] qui vous sont appliqués tant que l'aptitude modifiée est active.","Unterstützt [Persistent|dauerhafte] [Buff|Stärkungs]fertigkeiten und bewirkt, dass bei Euch verursachtes [Ignite|Entzünden] eine kürzere Dauer anhält, während die unterstützte Fertigkeit aktiv ist.","[Persistent|永続][Buff|バフ]スキルをサポートし、サポートされたスキルがアクティブな間、プレイヤーに付与された[Ignite|発火]の持続時間を短くする。","[Persistent|유지형] [Buff|버프] 스킬에 적용됩니다. 보조 대상 스킬이 활성화되어 있는 동안 플레이어에게 적용되는 [Ignite|점화]의 지속시간이 짧아집니다.","Reforça habilidades de [Buff|bônus] [Persistent|recorrentes], fazendo com que [Ignite|incêndios] aplicados a você durem menos durante o efeito da habilidade reforçada.","Усиливает умения с [Persistent|постоянными] [Buff|положительными эффектами]. Пока усиленное умение активно, наложенные на вас [Ignite|поджоги] длятся меньше.","Asiste habilidades de [Buff|efectos beneficiosos] [Persistent|persistentes] y hace que las [Ignite|quemaduras] que se aplican sobre ti tengan una duración menor mientras la habilidad asistida esté activa.","ใช้เสริมสกิล[Buff|บัฟ][Persistent|ยั่งยืน] เพื่อให้สถานะ [Ignite|ลุกไหม้] ที่คุณติด มีระยะเวลาสั้นลงขณะที่สกิลที่เสริมทำงานอยู่","輔助[Persistent|持續][Buff|增益效果]技能，使被輔助的技能啟動期間施加在你身上的[Ignite|點燃]持續時間縮短。","","[16,48,49]","",3,[],[],1,"",[],-1,-1
866,"StrongHeartedSupport","",986,"Supports [Persistent] [Buff] Skills, causing [Shock] applied to you to last for a shorter duration while the Supported Skill is active.","Modifie les aptitudes à [Buff|Effet bénéfique] [Persistent|Persistant], réduisant la durée des [Shock|Électrocutions] qui vous sont appliquées tant que l'aptitude modifiée est active.","Unterstützt [Persistent|dauerhafte] [Buff|Stärkungs]fertigkeiten und bewirkt, dass bei Euch verursachter [Shock|Schock] eine kürzere Dauer anhält, während die unterstützte Fertigkeit aktiv ist.","[Persistent|永続][Buff|バフ]スキルをサポートし、サポートされたスキルがアクティブな間、プレイヤーに付与された[Shock|感電]の持続時間を短くする。","[Persistent|유지형] [Buff|버프] 스킬에 적용됩니다. 보조 대상 스킬이 활성화되어 있는 동안 플레이어에게 적용되는 [Shock|감전]의 지속시간이 짧아집니다.","Reforça habilidades de [Buff|bônus] [Persistent|recorrentes], fazendo com que [Shock|eletrificações] aplicadas a você durem menos durante o efeito da habilidade reforçada.","Усиливает умения с [Persistent|постоянными] [Buff|положительными эффектами]. Пока усиленное умение активно, наложенный на вас [Shock|шок] длится меньше.","Asiste habilidades de [Buff|efectos beneficiosos] [Persistent|persistentes] y hace que las [Shock|electrocuciones] que se aplican sobre ti tengan una duración menor mientras la habilidad asistida esté activa.","ใช้เสริมสกิล[Buff|บัฟ][Persistent|ยั่งยืน] เพื่อให้สถานะ [Shock|ช็อค] ที่คุณติด มีระยะเวลาสั้นลงขณะที่สกิลที่เสริมทำงานอยู่","輔助[Persistent|持續][Buff|增益效果]技能，使被輔助的技能啟動期間施加在你身上的[Shock|感電]持續時間縮短。","","[16,48,49]","",3,[],[],1,"",[],-1,-1
867,"UntouchableSupport","",987,"Supports [Attack] Skills you use yourself. While using Supported Skills, you gain increased [Evasion|Evasion Rating], with the increase scaling higher the longer the [Attack] time of the supported Skill. Cannot Support [Channelling] Skills.","Modifie les [Attack|Attaques] que vous utilisez vous-même. Tant que vous utilisez les aptitudes modifiées, vous bénéficiez d'une augmentation de [Evasion|Score d'Évasion], qui s'accroît en fonction du temps d'[Attack|Attaque] de l'aptitude modifiée. Ne peut pas modifier les aptitudes de [Channelling|Canalisation].","Unterstützt [Attack|Angriffs]fertigkeiten, die Ihr selbst benutzt. Während Ihr unterstützte Fertigkeiten benutzt, erhaltet Ihr erhöhten [Evasion|Ausweichwert], wobei die Erhöhung höher skaliert, desto länger die [Attack|Angriffs]zeit der unterstützten Fertigkeit beträgt. Kann keine [Channelling|Kanalisierungs]fertigkeiten unterstützen.","プレイヤー自身が使用する[Attack|アタック]スキルをサポートする。サポートされたスキルを使用中、プレイヤーは[Evasion|回避力]が増加し、サポートされたスキルの[Attack|アタック]タイムが長いほど、よりスケールも大きくなる。[Channelling|チャネリング]スキルをサポートできない。","플레이어가 직접 사용하는 [Attack|공격] 스킬에 적용됩니다. 보조 대상 스킬을 사용하는 동안 [Evasion|회피]가 증가하며, 이 증가량은 보조 대상 스킬의 [Attack|공격] 시간이 길수록 증가합니다. [Channelling|집중 유지] 스킬에는 적용되지 않습니다.","Reforça habilidades de [Attack|ataque] usadas por você. Durante a utilização de habilidades reforçadas, você ganha [Evasion|evasão] aumentada, que aumenta quanto maior for o tempo de [Attack|ataque] da habilidade reforçada. Não funciona com habilidades de [Channelling|canalização].","Усиливает умения [Attack|атак], которые вы используете самостоятельно. При использовании усиленных умений у вас повышается [Evasion|уклонение] тем сильнее, чем дольше время [Attack|атаки] усиленного умения. Не может усиливать [Channelling|поддерживаемые] умения.","Asiste habilidades de [Attack|ataque] que usas tú mismo. Mientras usas las habilidades asistidas, ganas [Evasion|evasión] aumentada, y este aumento escala más cuanto mayor sea el tiempo de [Attack|ataque] de la habilidad asistida. No puede asistir habilidades de [Channelling|canalización].","ใช้เสริมสกิล[Attack|โจมตี]ที่คุณใช้ด้วยตัวเอง เพื่อให้คุณมี[Evasion|อัตราการหลบหลีก]เพิ่มขึ้นขณะใช้สกิลที่เสริม สัดส่วนการเพิ่มการหลบหลีกนี้จะสูงขึ้นตามเวลา[Attack|โจมตี]ของสกิลที่เสริม\r\nไม่สามารถเสริม สกิล[Channelling|แชนเนล] ได้","輔助由自身使用的[Attack|攻擊]技能。使用被輔助的技能時，你的[Evasion|閃避值]增加，且被輔助的技能的[Attack|攻擊]時間越長，增加幅度越高。無法輔助[Channelling|引導]技能。","","[16,13]","",3,[],[],"","",[],-1,-1
868,"RefractionSupport","",988,"Supports [Banner] Skills, causing those affected by [Aura|Auras] they create to gain Refractive Plating, a [Buff] which grants [Deflect|Deflection Rating] and causes [Armour] to partially apply to [ElementalDamage|Elemental Hit Damage].","Modifie les aptitudes d'[Banner|Étendard], permettant à tous ceux affectés par les [Aura|Auras] qu'elles créent de gagner Armure réfractaire, un [Buff|Effet bénéfique] qui octroie du [Deflect|Score de Déviation] et permet à une partie de l'[Armour|Armure] de s'appliquer aux [ElementalDamage|Dégâts élémentaires] subis au Toucher.","Unterstützt [Banner|Banner]-Fertigkeiten und bewirkt, dass die, die von den durch sie erzeugten [Aura|Auren] beeinflusst sind, Refraktive Panzerung erhalten. Dies ist eine [Buff|Stärkung], durch die [Deflect|Abwendungswert] gewährt und [Armour|Rüstung] teilweise auf [ElementalDamage|Elementar-Trefferschaden] angewendet wird.","[Banner|バナー]スキルをサポートし、それが生成する[Aura|オーラ]の影響を受けたものに屈折装甲のバフを付与する。その[Buff|バフ]は[Deflect|受け流し力]を付与し、[Armour|アーマー]の一部を[ElementalDamage|元素ヒットダメージ]に適用するようにする。","[Banner|깃발] 스킬에 적용되어, 깃발이 생성하는 [Aura|오라]의 영향을 받는 이들에게 굴절 판금 [Buff|버프]를 부여합니다. 이 버프는 [Deflect|튕겨내기 평점]을 부여하고 [Armour|방어도]의 일부가 [ElementalDamage|원소 명중 피해]에 적용되게 합니다.","Reforça habilidades de [Banner|estandarte]. As [Aura|auras] dessas habilidades concedem Blindagem Refrativa, um [Buff|bônus] que concede [Deflect|deflexão] e faz a [Armour|armadura] reduzir parte do [ElementalDamage|dano de ataque elemental].","Усиливает умения [Banner|знамён], даруя тем, кто находится в области действия их [Aura|аур], Преломляющие пластины – [Buff|положительный эффект], дарующий [Deflect|отклонение] и заставляющий [Armour|броню] частично действовать на [ElementalDamage|урон от стихийных ударов].","Asiste habilidades de [Banner|estandarte] para que quienes estén bajo el efecto de las [Aura|auras] que crean tengan Revestimiento refractivo, un [Buff|efecto beneficioso] que otorga [Deflect|desviación] y hace que la [Armour|armadura] se aplique parcialmente al [ElementalDamage|daño de los impactos elementales].","ใช้เสริมสกิล[Banner|ธง] เพื่อให้ผู้ที่ได้รับผลจาก[Aura|ออร่า]ของสกิลที่เสริมได้รับสถานะ เกราะแสงสะท้อน ซึ่งเป็น[Buff|บัฟ]ที่ให้[Deflect|อัตราการปัดป้อง]และทำให้[Armour|ค่าเกราะ]ส่วนหนึ่งส่งผลต่อ[ElementalDamage|ความเสียหาย ปะทะ ธาตุ] ที่ได้รับ","輔助[Banner|旗幟]技能，使受到其創造之[Aura|光環]影響的人獲得折射護板，這是一種[Buff|增益效果]，會賦予[Deflect|偏斜值]，並使[Armour|護甲值]部分套用至[ElementalDamage|元素擊中傷害]。","","[16,48,49]","",3,[],[],1,"",[],-1,-1
869,"RefractionSupportTwo","",989,"Supports [Banner] Skills, causing those affected by [Aura|Auras] they create to gain Refractive Plating, a [Buff] which grants [Deflect|Deflection Rating] and causes [Armour] to partially apply to [ElementalDamage|Elemental Hit Damage].","Modifie les aptitudes d'[Banner|Étendard], permettant à tous ceux affectés par les [Aura|Auras] qu'elles créent de gagner Armure réfractaire, un [Buff|Effet bénéfique] qui octroie du [Deflect|Score de Déviation] et permet à une partie de l'[Armour|Armure] de s'appliquer aux [ElementalDamage|Dégâts élémentaires] subis au Toucher.","Unterstützt [Banner|Banner]-Fertigkeiten und bewirkt, dass die, die von den durch sie erzeugten [Aura|Auren] beeinflusst sind, Refraktive Panzerung erhalten. Dies ist eine [Buff|Stärkung], durch die [Deflect|Abwendungswert] gewährt und [Armour|Rüstung] teilweise auf [ElementalDamage|Elementar-Trefferschaden] angewendet wird.","[Banner|バナー]スキルをサポートし、それが生成する[Aura|オーラ]の影響を受けたものに屈折装甲のバフを付与する。その[Buff|バフ]は[Deflect|受け流し力]を付与し、[Armour|アーマー]の一部を[ElementalDamage|元素ヒットダメージ]に適用するようにする。","[Banner|깃발] 스킬에 적용되어, 깃발이 생성하는 [Aura|오라]의 영향을 받는 이들에게 굴절 판금 [Buff|버프]를 부여합니다. 이 버프는 [Deflect|튕겨내기 평점]을 부여하고 [Armour|방어도]의 일부가 [ElementalDamage|원소 명중 피해]에 적용되게 합니다.","Reforça habilidades de [Banner|estandarte]. As [Aura|auras] dessas habilidades concedem Blindagem Refrativa, um [Buff|bônus] que concede [Deflect|deflexão] e faz a [Armour|armadura] reduzir parte do [ElementalDamage|dano de ataque elemental].","Усиливает умения [Banner|знамён], даруя тем, кто находится в области действия их [Aura|аур], Преломляющие пластины – [Buff|положительный эффект], дарующий [Deflect|отклонение] и заставляющий [Armour|броню] частично действовать на [ElementalDamage|урон от стихийных ударов].","Asiste habilidades de [Banner|estandarte] para que quienes estén bajo el efecto de las [Aura|auras] que crean tengan Revestimiento refractivo, un [Buff|efecto beneficioso] que otorga [Deflect|desvío] y hace que la [Armour|armadura] se aplique parcialmente al [ElementalDamage|daño de los impactos elementales].","ใช้เสริมสกิล[Banner|ธง] เพื่อให้ผู้ที่ได้รับผลจาก[Aura|ออร่า]ของสกิลที่เสริมได้รับสถานะ เกราะแสงสะท้อน ซึ่งเป็น[Buff|บัฟ]ที่ให้[Deflect|อัตราการปัดป้อง]และทำให้[Armour|ค่าเกราะ]ส่วนหนึ่งส่งผลต่อ[ElementalDamage|ความเสียหาย ปะทะ ธาตุ] ที่ได้รับ","輔助[Banner|旗幟]技能，使受到其創造之[Aura|光環]影響的人獲得折射護板，這是一種[Buff|增益效果]，會賦予[Deflect|偏斜值]，並使[Armour|護甲值]部分套用至[ElementalDamage|元素擊中傷害]。","","[16,48,49]","",3,[],[],1,"",[],-1,-1
870,"RefractionSupportThree","",990,"Supports [Banner] Skills, causing Enemies within their area to gain Refractive Dissolution, a [Debuff] which lowers [Resistances|Elemental Resistances].","Modifie les aptitudes d'[Banner|Étendard], leur permettant d'appliquer Dissolution réfractive aux ennemis dans leur zone d'effet, un [Debuff|Effet néfaste] qui diminue les [Resistances|Résistances élémentaires].","Unterstützt [Banner|Banner]-Fertigkeiten, wodurch Gegner in ihrem Wirkungsbereich 'Refraktive Auflösung' erhalten, eine [Debuff|Schwächung], die [Resistances|Elementarwiderstände] verringert.","[Banner|バナー]スキルをサポートし、その効果範囲内の敵が屈折の溶解のデバフを獲得するようにする。この[Debuff|デバフ]は[Resistances|元素耐性]を下げるものである。","[Banner|깃발] 스킬에 적용되어, 깃발 범위 내의 적들이 [Resistances|원소 저항]을 낮추는 [Debuff|디버프]인 굴절 융해를 획득하게 합니다.","Reforça habilidades de [Banner|estandarte], aplicando a [Debuff|penalidade] Dissolução Refrativa aos inimigos na área delas, o que reduz as [Resistances|resistências elementais].","Усиливает умения [Banner|знамён], даруя врагам в области их действия Преломляющий распад – [Debuff|отрицательный эффект], снижающий [Resistances|сопротивления стихиям].","Asiste habilidades de [Banner|estandarte] para que los enemigos que están dentro de su área ganen Disolución refractiva, un [Debuff|efecto nocivo] que disminuye las [Resistances|resistencias elementales].","ใช้เสริมสกิล[Banner|ธง] เพื่อศัตรูที่อยู่ในพื้นที่ติดสถานะ แสงสลายธาตุ ซึ่งเป็น[Debuff|ดีบัฟ]ที่ลด[Resistances|ค่าต้านทาน ธาตุ]","輔助[Banner|旗幟]技能，使範圍內敵人得到折射分解，該[Debuff|減益效果]或降低[Resistances|元素抗性]。","","[16,48,49]","",3,[],[],1,"",[],-1,-1
871,"CirelsCultivationSupport","",991,"Supports Skills which create [Totem|Totems], preventing you from having more than one of that [Totem] but granting significant benefits for Supported [Totem|Totems] based how many allied [Totem|Totems] are near them. Does not Support Skills used by [Minion|Minions].","Modifie les aptitudes qui créent des [Totem|Totems], vous empêchant d'avoir plus d'une copie seule de ce [Totem|Totem] à la fois, mais octroyant des avantages significatifs à ce [Totem|Totem] en fonction du nombre de [Totem|Totems] alliés proche de lui. Ne peut pas utiliser les Aptitudes utilisées par les [Minion|Créatures].","Unterstützt Fertigkeiten. die [Totem|Totems] erzeugen. Es wird verhindert, dass mehr als eines dieser [Totem|Totems] aktiv ist, aber gewährt bedeutende Vorteile für unterstützte [Totem|Totems], basierend darauf, wie viele verbündete [Totem|Totems] in seinem Umkreis sind. Kann keine Fertigkeiten unterstützen, die von [Minion|Kreaturen] verwendet werden.","[Totem|トーテム]を生成するスキルをサポートし、[Totem|トーテム]を1体だけ持てるようにするが、味方の[Totem|トーテム]の数に応じて大幅な恩恵をサポートされた[Totem|トーテム]に付与するようになる。[Minion|ミニオン]が使用するスキルはサポートできない。","[Totem|토템]을 생성하는 스킬에 적용되어 그 [Totem|토템]을 1개 넘게 보유하지 못하게 하지만, 토템 주변에 있는 동료의 [Totem|토템] 개수에 따라 보조 대상 [Totem|토템]에 큰 혜택을 부여합니다. [Minion|소환수]가 사용하는 스킬에는 적용되지 않습니다.","Reforça habilidades que invocam [Totem|totens], impedindo que você tenha mais de um daquele tipo de [Totem|totem], mas concedendo benefícios significativos aos [Totem|totens] reforçados com base na quantidade de [Totem|totens] aliados próximos a eles. Não funciona com habilidades usadas por [Minion|lacaios].","Усиливает умения, создающие [Totem|тотемы], не позволяя иметь более одного [Totem|тотема] от усиленного умения, но даруя существенные прибавки к его эффектам в зависимости от числа союзных [Totem|тотемов] поблизости. Не может усиливать умения, используемые [Minion|приспешниками].","Asiste habilidades que crean [Totem|tótems] e impide que tengas más de uno de ese [Totem|tótem], pero te otorga a cambio beneficios significativos para los [Totem|tótems] asistidos en función de cuántos [Totem|tótems] aliados haya cerca de ellos. No asiste las habilidades que usan los [Minion|esbirros].","ใช้เสริมสกิลที่วาง[Totem|โทเทม] เพื่อให้มี[Totem|โทเทม]สกิลนั้นได้สูงสุดเพียงเสาเดียว แต่ให้ประโยชน์กับ[Totem|โทเทม]ที่ถูกเสริมเป็นอย่างมากตามจำนวนของ[Totem|โทเทม]เพื่อนที่อยู่ใกล้\r\nไม่สามารถใช้เสริม สกิลที่ใช้โดย[Minion|มิเนียน] ได้","輔助會創造[Totem|圖騰]的技能，使你無法擁有超過一根該[Totem|圖騰]，但是會根據周遭的友方[Totem|圖騰]給予被輔助的[Totem|圖騰]大量增益。無法輔助[Minion|召喚物]使用的技能。","","[16,61,19]","",3,[],[],"","",[],-1,-1
872,"GreatwoodSupportTwo","",992,"[DNT] Supports Skills which create [Totem|Totems], limiting their active [Totem] count to one but granting significant benefits for supported [Totem|Totems] based how many allied [Totem|Totems] are near them. Does not support Skills used by [Minion|Minions].","Modifie les aptitudes qui créent des [Totem|Totems], limitant leur nombre de [Totem|Totems] actifs à un, mais offrant des avantages significatifs aux [Totem|Totems] modifiés en fonction de ce que leur [Limit|Limite] de [Totem|Totems] aurait été sans cette restriction. Ne peut pas modifier les aptitudes utilisées par les [Minion|Créatures].","Unterstützt [Totem|Totem]fertigkeiten, wodurch die Anzahl aktiver [Totem|Totems] auf eins begrenzt wird, aber signifikante Vorteile für unterstützte [Totem|Totems] gewährt werden, basierend auf dem [Totem|Totem]-Maximum, das sie ohne diese Einschränkung gehabt hätten. Unterstützt keine Fertigkeiten, die von [Minion|Kreaturen] verwendet werden.","[Totem|トーテム]を生成するスキルをサポートし、アクティブな[Totem|トーテム]の数を1に制限するが、その制限がなかった場合の[Totem|トーテム]の[Limit|上限]に基づいてサポートされた[Totem|トーテム]に強力な恩恵を付与する。[Minion|ミニオン]によって使用されるスキルはサポートできない。","[Totem|토템]을 생성하는 스킬에 적용되어 활성화되는 [Totem|토템] 개수를 1개로 제한하지만, 이 제약이 적용되지 않았을 때의 [Totem|토템] [Limit|제한]에 따라 보조 대상 [Totem|토템]에 큰 혜택을 부여합니다. [Minion|소환수]가 사용하는 스킬에는 적용되지 않습니다.","Reforça as habilidades que invocam [Totem|totens], limitando a quantidade de [Totem|totens] ativos a um, mas concedendo benefícios significativos com base no [Limit|limite] original de [Totem|totens] reforçados. Não funciona com habilidades usadas por [Minion|lacaios].","Усиливает умения, создающие [Totem|тотемы], ограничивая максимальное число активных [Totem|тотемов] до одного, но даруя значительные прибавки усиленным [Totem|тотемам] в зависимости от того, каким был бы [Limit|лимит] [Totem|тотемов] без данного ограничения. Не может усиливать умения, используемые [Minion|приспешниками].","Asiste habilidades que crean [Totem|tótems] para limitar la cantidad de [Totem|tótems] que pueden tener activos a uno, pero otorga beneficios considerables a los [Totem|tótems] asistidos en función del [Limit|límite] de [Totem|tótems] que tendrían sin esta restricción. No asiste habilidades usadas por los [Minion|esbirros].","ใช้เสริมสกิลที่สร้าง[Totem|โทเทม] เพื่อจำกัดจำนวน[Totem|โทเทม]ที่ทำงานได้สูงสุดให้เหลือเพียง 1 เสา แต่ให้ประโยชน์เป็นอย่างยิ่งต่อ[Totem|โทเทม]ที่เสริมตาม[Limit|จำนวนจำกัด]ของ[Totem|โทเทม]ในตอนแรกหากไม่มีข้อจำกัดดังกล่าว\r\nไม่สามารถเสริม สกิลที่ใช้โดย[Minion|มิเนียน] ได้","輔助產生[Totem|圖騰]的技能，將其生效[Totem|圖騰]數量限制為一個，但依據無此限制下的[Totem|圖騰][Limit|上限]，賦予被輔助[Totem|圖騰]大幅增益。無法輔助[Minion|召喚物]使用的輔助技能。","","[16,19]","",3,[],[],"","",[],-1,-1
