"rownum","Id","MinimapIconRadius","LargemapIconRadius","bool_16","bool_17","MinimapIconPointerMaxDistance","i32_22","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32_34","i32_38"
790,"KethSanctumSacrophagusLandmarkActive",2,2,"","",250,0,"Suspicious Sarcophagus","Sarcophage suspect","Verdächtiger Sarkophag","怪しげな石棺","수상한 석관","Sarcófago Suspeito","Подозрительный саркофаг","Sarcófago sospechoso","โลงหินน่าสงสัย","可疑的石棺",2,0
791,"KethSanctumSacrophagusLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
792,"BurialSpiresCorpsesLandmarkActive",2,2,"","",250,0,"Forgotten Corpses","Cadavres oubliés","Vergessene Leichen","忘れ去られた死体","잊혀진 시신","Cadáveres Esquecidos","Забытые трупы","Cadáveres olvidados","ศพที่ถูกลืม","被遺忘的屍體",2,0
793,"BurialSpiresCorpsesLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
794,"MudBurrowsEggLandmarkActive",2,2,"","",250,0,"Hatchery","Couvoir","Brutplatz","孵化場","부화장","Criadouro","Кладка","Criadero","รังฟักไข่","孵化場",2,0
795,"MudBurrowsEggLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
796,"GrimTangleBossActive",2,2,"","",250,0,"Den of the Druid","Antre du Druide","Höhle des Druiden","ドルイドのアジト","드루이드의 소굴","Antro do Druida","Берлога друида","Guarida del druida","ถ้ำของดรูอิด","德魯伊巢穴",2,0
797,"GrimTangleBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
798,"GraveyardBossActive",2,2,"","",250,0,"Memorial of the Lost","Monument des Disparus","Gedenkstätte der Verlorenen","失われし者の記念碑","잃어버린 자의 기념비","Memorial dos Esquecidos","Памятник заблудших","Monumento de los perdidos","อนุสรณ์แด่ผู้สูญเสีย","失落者的紀念碑",2,0
799,"GraveyardBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
800,"PrecursorBeaconAcive",2,2,"","",250,0,"","","","","","","","","","",2,0
801,"PrecursorBeaconInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
802,"RareMonsterAlive",2,2,1,"",250,0,"","","","","","","","","","",2,0
803,"RareMonsterDead",2,2,1,"",250,0,"","","","","","","","","","",2,0
804,"UniqueMonsterAlive",2,2,1,"",250,0,"","","","","","","","","","",2,0
805,"UniqueMonsterDead",2,2,1,"",250,0,"","","","","","","","","","",2,0
806,"TombWraithLandmarkActive",2,2,"","",250,0,"Haunted Treasure","Trésor hanté","Verfluchter Schatz","幽霊の財宝","으스스한 보물","Tesouro Assombrado","Заколдованное сокровище","Tesoro embrujado","สมบัติเฮี้ยน","鬼語寶藏",2,0
807,"TombWraithLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
808,"FarmlandsUnasHutLandmarkActive",2,2,"","",250,0,"Una's Home","Maison d'Una","Unas Zuhause","ウーナの家","우나의 집","Lar de Una","Дом Уны","Casa de Una","บ้านของอูน่า","烏娜的家",2,0
809,"FarmlandsUnasHutLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
810,"UltimatumVaalSoulCoreGround",2,2,"","",250,0,"Vaal Soul Core","Noyau d'âme vaal","Vaal-Seelenkern","ヴァールソウルコア","바알 영혼 핵","Núcleo d'Alma Vaal","Ядро душ ваал","Núcleo de alma vaal","แกนวิญญาณวาล์","瓦爾靈魂核心",2,0
811,"FlameSeed",2,2,1,"",250,0,"","","","","","","","","","",2,0
812,"UltimatumMonsterAlive",2,2,1,"",250,0,"","","","","","","","","","",2,0
813,"Strongbox",2,2,"","",250,0,"","","","","","","","","","",2,0
814,"RuneMarkersActive",2,2,"","",100000,0,"","","","","","","","","","",2,0
815,"RuneMarkersInactive",2,2,"","",100000,0,"","","","","","","","","","",2,0
816,"BossSummoningLocationActive",2,2,"","",100000,0,"","","","","","","","","","",2,0
817,"BossSummoningLocationInactive",2,2,"","",100000,0,"","","","","","","","","","",2,0
818,"CastawayGoldPileActive",2,2,"","",100000,0,"","","","","","","","","","",2,0
819,"CastawayGoldPileInactive",2,2,"","",100000,0,"","","","","","","","","","",2,0
820,"GenericUtilityIcon",2,2,1,"",250,0,"","","","","","","","","","",2,0
821,"IsleOfKinBossActive",2,2,"","",250,0,"Primal Arena","Arène primitive","Urzeitliche Arena","原始の闘技場","원시 투기장","Arena Primal","Первобытная арена","Arena primitiva","สังเวียนปฐมกาล","始祖競技場",2,0
822,"IsleOfKinBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
823,"IsleOfKinRhoaPenLandmarkRareActive",2,2,"","",250,0,"Beast Pen","Enclos de la Bête","Bestiengehege","獣の檻","야수 우리","Jaula da Fera","Звериный загон","Jaula de la bestia","คอกสัตว์ร้าย","獸欄",2,0
824,"IsleOfKinRhoaPenLandmarkRareInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
825,"IsleOfKinSulphiteSpireLandmarkActive",2,2,"","",250,0,"Voltaxic Spire","Cime voltaxique","Voltaxische Spitze","ボルタキシックスパイア","아황산염 첨탑","Pináculo Voltáxico","Вольтаксовый шпиль","Torre voltáxica","หินงอกวอลทาซิก","魔痕尖塔",2,0
826,"IsleOfKinSulphiteSpireLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
827,"IsleOfKinDelveRoomLandmarkActive",2,2,"","",250,0,"Abandoned Delving Site","Site de fouille abandonné","Verlassene Grabungsstätte","放棄された採掘現場","버려진 탐광 현장","Sítio de Escavação Abandonado","Заброшенная шахта","Sitio de excavación abandonado","สถานที่ทำเหมืองที่ถูกทิ้งร้าง","受遺棄的挖掘場",2,0
828,"IsleOfKinDelveRoomLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
829,"Act4TreasureMapRoomLandmarkActive",2,2,"","",250,0,"Smuggler's Stash","Cache de contrebandier","Schmugglerversteck","密輸人のスタッシュ","밀수업자의 보관함","Baú do Contrabandista","Тайник контрабандиста","Alijo del contrabandista","ที่ซ่อนของเถื่อน","走私犯的藏身處",2,0
830,"Act4TreasureMapRoomLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
831,"VolcanicWarrensBossActive",2,2,"","",250,0,"The Tyrant's Throne","Le Trône du tyran","Thron des Tyrannen","暴君の玉座","폭군의 왕좌","O Trono do Tirano","Трон тирана","El trono del tirano","บัลลังก์ทรราช","暴君的王座",2,0
832,"VolcanicWarrensBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
833,"VolcanicWarrensRattlecageLandmarkActive",2,2,"","",250,0,"Volcanic Nest","Nid volcanique","Vulkanisches Nest","火山の巣","화산의 둥지","Ninho Vulcânico","Вулканическое гнездо","Nido volcánico","รังภูเขาไฟ","火山之巢",2,0
834,"VolcanicWarrensRattlecageLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
835,"BossCheckpointActive",2,2,"","",250,0,"Checkpoint","Point de contrôle","Kontrollpunkt","チェックポイント","체크포인트","Ponto de Controle","Контрольная точка","Punto de control","เช็คพอยน์","記錄點",2,0
836,"SpiritActivated",2,2,1,"",250,0,"","","","","","","","","","",2,0
837,"FragementedMirror",2,2,1,"",250,0,"","","","","","","","","","",2,0
838,"Recombinator",2,2,1,"",250,0,"Recombinator","Recombinateur","Rekombinator","リコンビネーター","재조합기","Recombinador","Рекомбинатор","Recombinador","เครื่องผสมไอเทม","重組裝置",2,0
839,"G2_8ForgottenHollowActive",2,2,"","",250,0,"The Forgotten Hollow","Le Gouffre oublié","Die Vergessene Mulde","忘却の空洞","잊혀진 동혈","O Vazio Esquecido","Забытая лощина","La hondonada olvidada","โพรงที่ถูกลืม","遺忘之谷",2,0
840,"G2_8ForgottenHollowInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
841,"G2_10_1FaridunWarCacheActive",2,2,"","",250,0,"Faridun War Cache","Cache de guerre faridun","Faridun-Kriegstruhe","ファリドゥンの戦利品","파리둔 전쟁 은닉함","Suprimentos de Guerra Faridun","Военный тайник фаридунцев","Alijo de guerra faridun","หีบสงครามฟาริดัน","法里登戰爭密盒",2,0
842,"G2_10_1FaridunWarCacheInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
843,"G2_7TitanSwordActive",2,2,"","",250,0,"Titan's Sword","Épée du Titan","Schwert des Titanen","タイタンの剣","거신의 검","Espada do Titã","Меч Титана","Espada del titán","ดาบไททัน","泰坦之劍",2,0
844,"G2_7TitanSwordInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
845,"SolitaryConfinementBossActive",2,2,"","",250,0,"Forsaken Deep","Profondeur abandonnée","Verlassene Tiefe","見捨てられた深部","버림받은 심연","Profundeza Esquecida","Забытые глубины","Profundidad abandonada","เบื้องลึกที่ถูกทอดทิ้ง","遺忘深淵",2,0
846,"SolitaryConfinementBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
847,"G4_5_2GoddessOfJusticeObjectActive",2,2,"","",250,0,"","","","","","","","","","",2,0
848,"G4_5_2GoddessOfJusticeObjectInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
849,"G4_5_2GoddessOfJusticeLandmarkActive",2,2,"","",250,0,"The Chapel","La Chapelle","Die Kapelle","礼拝堂","예배당","A Capela","Часовня","La capilla","ห้องสวด","教堂",2,0
850,"G4_5_2GoddessOfJusticeLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
851,"UniqueStrongboxEtchedBeetle",2,2,"","",250,0,"","","","","","","","","","",2,0
852,"G4_2_1_BoatLandmarkActive",2,2,"","",250,0,"Abandoned Ship","Navire abandonné","Aufgegebenes Schiff","放棄された船","버려진 선박","Navio Abandonado","Брошенное судно","Barco abandonado","เรือที่ถูกทิ้ง","廢船",2,0
853,"G4_2_1_BoatLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
854,"RogueExile",2,2,"","",250,0,"","","","","","","","","","",2,0
855,"ExpeditionSpecialRemnant",2,2,1,"",250,0,"","","","","","","","","","",1,0
856,"ExpeditionPOI",2,2,1,"",250,0,"","","","","","","","","","",1,0
857,"G4_4_2_Encounter_ValakoTribeActive",2,2,"","",250,0,"Tawhoa's Test","Épreuve de Tawhoa","Tawhoas Test","タウホアの試練","타호아의 시험","Teste de Tawhoa","Испытание Тахоа","Prueba de Tawhoa","บทพิสูจน์ของทาฟัว","塔赫亞的考驗",2,0
858,"G4_4_2_Encounter_ValakoTribeInactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
859,"G4_4_2_Encounter_TasalioTribeActive",2,2,"","",250,0,"Tasalio's Test","Épreuve de Tasalio","Tasalios Test","タサリオの試練","타살리오의 시험","Teste de Tasalio","Испытание Тасалио","Prueba de Tasalio","บทพิสูจน์ของทาเซลีโอ","塔薩里奧的考驗",2,0
860,"G4_4_2_Encounter_TasalioTribeInactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
861,"G4_4_2_Encounter_NgamahuTribeActive",2,2,"","",250,0,"Ngamahu's Test","Épreuve de Ngamahu","Ngamahus Test","ナマフの試練","나마후의 시험","Teste de Ngamahu","Испытание Нгамаху","Prueba de Ngamahu","บทพิสูจน์ของนามาฮู","拿瑪乎的考驗",2,0
862,"G4_4_2_Encounter_NgamahuTribeInactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
863,"G4_4_2BossActive",2,2,"","",250,0,"The Silent Hall","Le Hall du Silence","Die Halle der Stille","静寂の殿堂","고요한 전당","O Salão Silencioso","Беззвучный зал","El salón silencioso","โถงเสียงสงัด","沉默之廳",2,0
864,"G4_4_2BossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
865,"G4_4_1WaterfallLandmarkActive",2,2,"","",250,0,"Shrouded Falls","Cascades brumeuses","Verhüllte Wasserfälle","覆われた滝","연막의 폭포","Quedas Veladas","Туманные водопады","Cataratas ocultas","น้ำตกซ่อนเร้น","迷霧瀑布",2,0
866,"G4_4_1WaterfallLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
867,"PhrecianMagistrateTombstone",2,2,1,"",250,0,"","","","","","","","","","",2,0
868,"G4_5_1ArmouryActive",2,2,"","",250,0,"The Armoury","L'Armurerie","Das Waffenlager","武器庫","병기 창고","O Arsenal","Оружейная","La armería","คลังแสง","裝備庫",2,0
869,"G4_5_1ArmouryInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
870,"G4_3_2SirenEggsActive",2,2,"","",250,0,"Sirens' Eggs","Les Œufs des Sirènes","Sirenen-Eier","セイレーンの卵","사이렌의 알","Ovos da Sereia","Яйца сирен","Huevos de sirena","ไข่พรายน้ำ","海妖卵",2,0
871,"G4_3_2SirenEggsInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
872,"G4_3_2BeckoningClamActive",2,2,"","",250,0,"Beckoning Clam","Palourde tentatrice","Lockende Muschel","誘う貝","부르는 조개","Marisco Convidativo","Манящая раковина","Almeja atrayente","หอยมุกเชื้อเชิญ","呼喚之蚌",2,0
873,"G4_3_2BeckoningClamInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
874,"UniqueVentorsMysteryBox",2,2,"","",250,0,"","","","","","","","","","",2,0
875,"UniqueRevivingEzomyteStrongboxLarge",2,2,"","",250,0,"","","","","","","","","","",2,0
876,"UniqueCorruptionVaalStrongboxMartial",2,2,"","",250,0,"","","","","","","","","","",2,0
877,"G4_4_1TrialKaomActive",2,2,"","",250,0,"Kaom's Test of Mettle","Épreuve de courage de Kaom","Kaoms Test des Eifers","カオムの勇気の試練","카옴의 기량 시험","Teste de Coragem de Kaom","Испытание мужества Каома","Prueba de temple de Kaom","บทพิสูจน์ความกล้าหาญของคอมม์","岡姆的實力考驗",2,0
878,"G4_4_1TrialKaomInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
879,"G4_4_1TrialRakiataActive",2,2,"","",250,0,"Rakiata's Test of Mettle","Épreuve de courage de Rakiata","Rakiatas Test des Eifers","ラキアタの勇気の試練","라키아타의 기량 시험","Teste de Coragem de Rakiata","Испытание мужества Ракиаты","Prueba de temple de Rakiata","บทพิสูจน์ความกล้าหาญของราคียาตา","萊基亞塔的實力考驗",2,0
880,"G4_4_1TrialRakiataInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
881,"G4_4_1TrialMaataActive",2,2,"","",250,0,"Maata's Test of Mettle","Épreuve de courage de Maata","Maatas Test des Eifers","マアタの勇気の試練","마아타의 기량 시험","Teste de Coragem de Maata","Испытание мужества Мааты","Prueba de temple de Maata","บทพิสูจน์ความกล้าหาญของมาอ์ตา","瑪塔的實力考驗",2,0
882,"G4_4_1TrialMaataInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
883,"G4_2_1TidalArenaActive",2,2,"","",250,0,"Tidal Cay","L'Arène houleuse","Gezeiteninsel","潮の小島","해일 암초","Recife das Marés","Приливная отмель","Cayo de la marea","โขดหินชายทะเล","潮汐礁島",2,0
884,"G4_2_1TidalArenaInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
885,"P2_6_SevenSekhemasActive",2,2,"","",250,0,"","","","","","","","","","",2,0
886,"P2_6_SevenSekhemasInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
887,"AbyssCrackActive",2,2,"","",250,0,"","","","","","","","","","",0,0
888,"AbyssCrackInactive",2,2,"","",250,0,"","","","","","","","","","",0,0
889,"AbyssPitActive",3,3,"","",250,0,"","","","","","","","","","",2,0
890,"AbyssPitInactive",3,3,"","",250,0,"","","","","","","","","","",2,0
891,"RegalBellActive",2,2,"","",250,0,"Morning Bell","Cloche du matin","Morgenglocke","暁の鐘","아침 종","Sino Matutino","Утренний колокол","Campana matutina","ระฆังอรุณ","晨鐘",2,0
892,"RegalBellInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
893,"ExaltedBellActive",2,2,"","",250,0,"Evening Bell","Cloche du soir","Abendglocke","夕闇の鐘","저녁 종","Sino Vespertino","Вечерний колокол","Campana vespertina","ระฆังสายัณห์","晚鐘",2,0
894,"ExaltedBellInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
895,"G4_2_2_BossActive",2,2,"","",250,0,"The Captain's Chair","Le Fauteuil du Capitaine","Der Stuhl des Kapitäns","船長の椅子","선장의 의자","Cadeira do Capitão","Капитанское кресло","La silla del capitán","เก้าอี้กัปตัน","船長之椅",2,0
896,"G4_2_2_BossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
897,"G4_3_1_CrabActive",2,2,"","",250,0,"Crabshell Cavern","Caverne de la Carapace de crabe","Krabbenhöhle","カニの甲羅の洞窟","게딱지 암굴","Caverna Caracasca","Крабовая пещера","Caverna de caparazón de cangrejo","ถ้ำเปลือกปู","蟹殼洞穴",2,0
898,"G4_3_1_CrabInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
899,"G4_3_1_BossActive",2,2,"","",250,0,"Shark Pit","Fosse aux requins","Haigrube","ヘビの巣穴","상어 구덩이","Poço do Tubarão","Акулья заводь","Foso de tiburones","หลุมฉลาม","鯊坑",2,0
900,"G4_3_1_BossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
901,"G4_3_2_BossActive",2,2,"","",250,0,"Chamber of Echoes","Chambres des échos","Kammer der Echos","反響の間","메아리의 방","Câmara dos Ecos","Зал отголосков","Cámara de los ecos","ห้องกังวาน","迴響之殿",2,0
902,"G4_3_2_BossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
903,"G4_4_2_YamaActive",2,2,"","",250,0,"Yama's Test","Épreuve de Yama","Yamas Test","ヤマの試練","야마의 시험","Teste de Yama","Испытание Ямы","Test de Yama","บททดสอบของยามา","亞瑪的考驗",2,0
904,"G4_4_2_YamaInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
905,"G4_5_1_CellsActive",2,2,"","",250,0,"Forgotten Cells","Cellules oubliées","Vergessene Zellen","忘れ去られた独房","잊혀진 감방","Celas Esquecidas","Забытые камеры","Celdas olvidadas","ห้องขังที่ถูกลืม","被遺忘的監牢",2,0
906,"G4_5_1_CellsInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
907,"G4_5_2_WardensChamberActive",2,2,"","",250,0,"Warden's Chamber","Chambre du Gardien","Zimmer des Aufsehers","看守の部屋","간수의 방","Aposento do Carcereiro","Палаты Смотрителя","Cámara del guardián","ห้องพัศดี","典獄長之室",2,0
908,"G4_5_2_WardensChamberInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
909,"G4_7_BossActive",2,2,"","",250,0,"Corrupted Nests","Nids corrompus","Verderbte Nester","穢れた巣","타락한 둥지","Ninhos Corrompidos","Осквернённые гнёзда","Nidos corruptos","รังเสื่อมทราม","腐化之巢",2,0
910,"G4_7_BossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
911,"G4_7_NestActive",2,2,"","",250,0,"Grim Nest","Nid sinistre","Düsteres Nest","不気味な巣","으스스한 둥지","Ninho Funesto","Жуткое гнездо","Nido sombrío","รังมัจจุราช","冷酷之巢",2,0
912,"G4_7_NestInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
913,"G4_7_ImpaledKaruiActive",2,2,"","",250,0,"Impaled Karui","Karui empalé","Aufgespießter Karui","串刺しにされたカルイ","꿰뚫린 카루이","Karui Empalado","Пронзённый каруи","Karui empalado","ชาวคารุยที่ถูกเสียบ","被刺穿的卡魯人",2,0
914,"G4_7_ImpaledKaruiInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
915,"G4_10_BossActive",2,2,"","",250,0,"The Precursor Forge","La Forge des Prédécesseurs","Die Wegbereiter-Schmiede","先人の鍛冶場","선도자 대장간","A Forja Precursora","Кузня Предтеч","La forja precursora","เตาหลอมกลุ่มชนก่อนกาล","先行者熔爐",2,0
916,"G4_10_BossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
917,"G4_11_1b_MedicineWomanActive",2,2,"","",250,0,"Medicine Circle","Cercle médicinal","Medizingesellschaft","癒しの輪","의술의 원","Círculo Medicinal","Лечебный круг","Círculo medicinal","วงเยียวยา","醫藥之環",2,0
918,"G4_11_1b_MedicineWomanInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
919,"G4_11_2_BossActive",2,2,"","",250,0,"Sacred Interior","Intérieur sacré","Heiliger Innenraum","聖域の奥","성스러운 내부","Interior Sagrado","Священные залы","Interior sagrado","โถงศักดิ์สิทธิ์","神聖內裝",2,0
920,"G4_11_2_BossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
921,"G4_11_2_PaHoldoutActive",2,2,"","",250,0,"Meeting House","Maison d'assemblée","Versammlungshaus","集会場","회관","Casa da Reunião","Дом для собраний","Casa de encuentros","บ้านชุมนุม","聚會所",2,0
922,"G4_11_2_PaHoldoutInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
923,"Act4TreasureMap_PetrifiedActive",2,2,"","",250,0,"Petrified Pirate","Pirate pétrifié","Versteinerter Pirat","石化した海賊","석화된 해적","Pirata Petrificado","Окаменевший пират","Pirata petrificado","โจรสลัดที่แข็งเป็นหิน","石化海盜",2,0
924,"Act4TreasureMap_CaveActive",2,2,"","",250,0,"Corpse Nest","Nid de cadavres","Leichennest","死骸の巣","시신 둥지","Ninho de Cadáveres","Гнездо в трупе","Nido de cadáveres","รังซากศพ","屍巢",2,0
925,"Act4TreasureMap_BoatAshoreActive",2,2,"","",250,0,"Wrecked Boat","Épave de navire","Schiffbrüchiges Boot","難破船","망가진 배","Barco Naufragado","Разбитая лодка","Barco naufragado","ซากเรือ","船骸",2,0
926,"G4_8b_BossActive",2,2,"","",250,0,"Excavated Pit","Fosse excavée","Ausgehobene Grube","発掘された穴","파낸 구덩이","Poço Escavado","Выкопанная яма","Foso excavado","หลุมที่ขุดค้น","挖掘的巨坑",2,0
927,"G4_8b_BossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
928,"P2_7_WellActive",2,2,"","",250,0,"","","","","","","","","","",2,0
929,"P2_7_WellInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
930,"AbyssWellOfSouls",2,2,"","",250,0,"The Well of Souls","Le Puits des âmes","Der Brunnen der Seelen","魂の井戸","영혼의 우물","O Poço das Almas","Колодец душ","El pozo de las almas","บ่อวิญญาณ","靈魂深井",2,0
931,"P2_1_TitansHeadAnvilActive",2,2,"","",250,0,"Titan's Head Anvil","Enclume de la Tête de Titan","Titanenkopf-Amboss","タイタンの頭の金床","거신의 머리 모루","Bigorna da Cabeça do Titã","Наковальня из головы Титана","Yunque de cabeza de titán","ทั่งหัวไททัน","泰坦之首鐵砧",2,0
932,"P2_1_TitansHeadAnvilInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
933,"AtlasAnomalyEzomyte",2,2,1,1,250,0,"Draiocht Hengestone","Pierre de cromlech Draiocht","Draíocht-Henge-Stein","ドリオクトのヘンジストーン","Draiocht Hengestone","Pedra-henge Draíocht","Хендж Дриохт","Megalito de la Draiocht","วงศิลาดรีออกต์","魔幻石陣",2,0
934,"AtlasAnomalyKarui",2,2,1,1,250,0,"Karui Beacon","Balise karuie","Karui-Leuchtfeuer","カルイのビーコン","Karui Beacon","Sinalizador Karui","Маяк каруи","Faro karui","สัญญาณไฟคารุย","卡魯烽塔",2,0
935,"AtlasAnomalyMaraketh",2,2,1,1,250,0,"Temporal Tether","Attache temporelle","Temporale Vorrichtung","時空の鎖","시간의 밧줄","Condutor Temporal","Временная привязь","Atadura temporal","ล่ามรั้งเวลา","時間繫繩",2,0
936,"AbyssChestActive",3,3,"","",250,0,"","","","","","","","","","",2,0
937,"AbyssChestInactive",3,3,"","",250,0,"","","","","","","","","","",2,0
938,"AtlasAnomalyVaal",2,2,1,1,250,0,"Vessel of Estazunti","Réceptacle d'Estazunti","Gefäß von Estazunti","エスタズンティの器","에스타준티의 그릇","Receptáculo de Estazunti","Сосуд Эстазунти","Recipiente de Estazunti","ภาชนะเอสตาซุนที","艾斯祖太的容器",2,0
939,"IncursionAtiziriAccessChamberActive",2,2,"","",250,0,"Royal Access Chamber","Chambre d'accès royale","Königliches Vorzimmer","王家の連絡通路","왕실 전실","Câmara de Acesso Real","Царская приёмная","Cámara de acceso real","ห้องราชสำนัก","皇室通道室",2,0
940,"IncursionAtiziriAccessChamberInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
941,"IncursionAlchemyLabActive",2,2,"","",250,0,"Chamber of Souls","Chambre des âmes","Kammer der Seelen","魂の間","영혼의 방","Câmara das Almas","Обитель душ","Cámara de las almas","ห้องวิญญาณ","靈魂密室",2,0
942,"IncursionAlchemyLabInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
943,"IncursionArchitectActive",2,2,"","",250,0,"Architect's Chamber","Chambre de l'architecte","Kammer des Architekten","アーキテクトの間","건축가의 방","Câmara do Arquiteto","Кабинет архитектора","Cámara del arquitecto","ห้องสถาปนิก","建築師之室",2,0
944,"IncursionArchitectInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
945,"IncursionArmouryActive",2,2,"","",250,0,"Depot","Dépôt","Lagerhalle","保管場所","창고","Depósito","Склад","Depósito de armas","ที่เก็บอาวุธ","倉庫",2,0
946,"IncursionArmouryInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
947,"IncursionAtziriActive",2,2,"","",250,0,"Atziri's Chamber","Chambre d'Atziri","Atziris Kammer","アッツィリの私室","앗지리의 석실","Aposentos de Atziri","Покои Атзири","Cámara de Atziri","ห้องอัถสิริ","阿茲里的密室",2,0
948,"IncursionAtziriInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
949,"IncursionCommanderActive",2,2,"","",250,0,"Commander's Chamber","Chambre du commandant","Kammer des Kommandanten","司令官の間","지휘관의 방","Câmara do Comandante","Комната командира","Cámara del comandante","ห้องผู้บัญชาการ","指揮官之室",2,0
950,"IncursionCommanderInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
951,"IncursionCorruptionActive",2,2,"","",250,0,"Crimson Hall","Salle cramoisie","Blutrote Halle","深紅のホール","진홍색 전당","Salão Carmesim","Багровый зал","Salón carmesí","โถง​เลือดนก","緋紅大廳",2,0
952,"IncursionCorruptionInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
953,"IncursionFleshSurgeonActive",2,2,"","",250,0,"Surgeon's Ward","Salle du chirurgien","Station des Chirurgen","外科の病棟","의사의 병동","Salvaguarda do Cirurgião","Хирургические палаты","Sala del cirujano","วอร์ดศัลยากร","手術病房",2,0
954,"IncursionFleshSurgeonInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
955,"IncursionGarrisonActive",2,2,"","",250,0,"Guardhouse","Salle des gardes","Wachhaus","衛兵詰所","위병소","Caserna","Караульная","Cuartel","ป้อม​ยาม","衛兵房",2,0
956,"IncursionGarrisonInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
957,"IncursionGeneratorActive",2,2,"","",250,0,"Dynamo","Dynamo","Dynamo","ダイナモ","발전기","Dínamo","Динамо-машина","Dinamo","ไดนาโม","發電機房",2,0
958,"IncursionGeneratorInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
959,"IncursionGolemworksActive",2,2,"","",250,0,"Workshop","Atelier","Werkstatt","作業場","작업장","Oficina","Мастерская","Taller","ห้อง​ปฏิบัติการ","工作坊",2,0
960,"IncursionGolemworksInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
961,"IncursionRewardCurrencyActive",2,2,"","",250,0,"Kishara's Vault","Chambre forte de Kishara","Kisharas Schatzkammer","キシャラの宝物庫","키샤라의 금고실","Cofre de Kishara","Хранилище Кишары","Sala de Kishara","ห้องนิรภัยคิชาร่า","奇夏拉的密庫",2,0
962,"IncursionRewardCurrencyInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
