"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","XBoxText","XBoxText (French)","XBoxText (German)","XBoxText (Japanese)","XBoxText (Korean)","XBoxText (Portuguese)","XBoxText (Russian)","XBoxText (Spanish)","XBoxText (Thai)","XBoxText (Traditional Chinese)","XBoxText2","XBoxText2 (French)","XBoxText2 (German)","XBoxText2 (Japanese)","XBoxText2 (Korean)","XBoxText2 (Portuguese)","XBoxText2 (Russian)","XBoxText2 (Spanish)","XBoxText2 (Thai)","XBoxText2 (Traditional Chinese)","HASH32","PlaystationText","PlaystationText (French)","PlaystationText (German)","PlaystationText (Japanese)","PlaystationText (Korean)","PlaystationText (Portuguese)","PlaystationText (Russian)","PlaystationText (Spanish)","PlaystationText (Thai)","PlaystationText (Traditional Chinese)","string_44","string_44 (French)","string_44 (German)","string_44 (Japanese)","string_44 (Korean)","string_44 (Portuguese)","string_44 (Russian)","string_44 (Spanish)","string_44 (Thai)","string_44 (Traditional Chinese)"
7175,"CharacterPanelEvasionDesc","<valuedefault>{Estimated Evasion Chance}\r\nEvasion grants a chance to avoid enemy [Strike|Strikes] or [Projectile|Projectiles]. \r\n\r\nExact chance of success also depends on the attacker's [Accuracy].","<valuedefault>{Chances estimées d'Évasion}\r\nL'Évasion octroie des chances d'éviter les [Strike|Frappes] et les [Projectile|Projectiles] ennemis. \r\n\r\nLes chances exactes de succès dépendent aussi de la [Accuracy|Précision] de l'attaquant.","<valuedefault>{Geschätzte Chance auf Ausweichen}\r\nAusweichen gewährt eine Chance, gegnerische [Strike|Schläge] oder [Projectile|Projektile] zu vermeiden.\r\n\r\nDie exakte Chance basiert auf der gegnerischen [Accuracy|Treffgenauigkeit].","<valuedefault>{推定回避率}\r\n[Evasion|回避力]は敵の[Strike|ストライク]および[Projectile|投射物]を避ける確率を付与する。\r\n\r\n正確な確率は攻撃者の[Accuracy|命中力]にも基づく。","<valuedefault>{예상 회피 확률}\r\n[Evasion|회피]는 적의 [Strike|타격] 또는 [Projectile|투사체]를 피할 확률을 부여합니다. \r\n\r\n정확한 성공 확률은 공격자의 [Accuracy|정확도]에 따라서도 달라집니다.","<valuedefault>{Chance Estimada de Evasão}\r\nA Evasão concede uma chance de evitar os [Strike|Golpes] ou [Projectile|Projéteis] inimigos.\r\n\r\nA chance exata de sucesso também depende da [Precisão] do atacante.","<valuedefault>{Ожидаемый шанс уклонения}\r\nУклонение даёт шанс избежать вражеских [Strike|ударов] или [Projectile|снарядов]. \r\n\r\nТочный шанс также зависит от [Accuracy|меткости] атакующего.","<valuedefault>{Probabilidad de evadir estimada}\r\nLa evasión otorga una probabilidad de evadir los [Strike|golpes] o los [Projectile|proyectiles]. \r\n\r\nLa probabilidad exacta de evadir también depende de la [Accuracy|precisión] del atacante.","<valuedefault>{โอกาสหลบหลีกโดยประมาณ}\r\n[Evasion|การหลบหลีก]จะให้โอกาสในการหลีกเลี่ยงการ[Strike|ฟาด]หรือ\r\n[Projectile|โพรเจกไทล์]ของศัตรู\r\n\r\nโอกาสในการหลบหลีกสำเร็จยังขึ้นอยู่กับ[Accuracy|ความแม่นยำ]\r\nของผู้โจมตีเช่นกัน","<valuedefault>{預期閃避率}\r\n閃避值賦予一定機率閃躲敵人[Strike|打擊]或[Projectile|投射物]。\r\n\r\n實際機率取決於攻擊者的[Accuracy|命中]值。","","","","","","","","","","","","","","","","","","","","",1197060972,"","","","","","","","","","","","","","","","","","","",""
7176,"CharacterPanelBlockDesc","<valuedefault>{Block Chance}\r\nChance to [Block] incoming [Strike|Strikes] and [Projectile|Projectiles], causing them to deal no damage. \r\n\r\nSome larger and more dangerous enemy Attacks cannot be [Block|Blocked].","<valuedefault>{Chances de Blocage}\r\nChances de [Block|Bloquer] les [Strike|Frappes] et les [Projectile|Projectiles] en approche, qui n'infligent alors aucun dégât. \r\n\r\nCertaines Attaques ennemies, plus grandes et plus dangereuses, ne peuvent pas être [Block|Bloquées].","<valuedefault>{Chance auf Blocken}\r\nDie Chance, eingehende [Strike|Schläge] und [Projectile|Projektile] zu [Block|blocken], wodurch diese keinen Schaden verursachen. \r\n\r\nEinige größere und gefährlichere gegnerische Angriffe können nicht [Block|geblockt] werden.","<valuedefault>{ブロック率}\r\n受ける[Strike|ストライク]および[Projectile|投射物]を[Block|ブロック]し、ダメージを与えなくする確率。 \r\n\r\n一部のより強大で危険な敵のアタックは[Block|ブロック]できない。","<valuedefault>{막기 확률}\r\n일정 확률로 받는 [Strike|타격]과 [Projectile|투사체]를 [Block|막아], 피해를 받지 않습니다.\r\n\r\n일부 더 크고 위험한 적의 공격은 [Block|막을] 수 없습니다.","<valuedefault>{Chance de Bloqueio}\r\nChance de [Bloquear] [Strike|Golpes] e [Projectile|Projéteis] recebidos, fazendo com que não causem dano.\r\n\r\nAlguns Ataques inimigos maiores e mais perigosos não podem ser [Block|Bloqueados].","<valuedefault>{Шанс блока}\r\nШанс [Block|блокировать] попавшие по герою [Strike|удары] и [Projectile|снаряды], в результате чего они не наносят урона. \r\n\r\nНекоторые крупные и более опасные атаки врагов нельзя [Block|блокировать].","<valuedefault>{Probabilidad de bloquear}\r\nEs la probabilidad de [Block|bloquear] los [Strike|golpes] y los [Projectile|proyectiles] entrantes para que no te inflijan daño. \r\n\r\nAlgunos ataques de enemigos más grandes y poderosos no se pueden [Block|bloquear].","<valuedefault>{โอกาสบล็อค}\r\nโอกาสในการ[Block|บล็อค]การ[Strike|ฟาด]หรือ[Projectile|โพรเจกไทล์] ทำให้มัน\r\nไม่สร้าง[DamageTypes|ความเสียหาย]ใดๆ\r\n\r\nการโจมตีขนาดใหญ่ที่อันตรายของศัตรูบางอย่าง\r\nไม่สามารถ[Block|บล็อค]ได้","<valuedefault>{格檔機率}\r\n擊中你的[Strike|打擊]和[Projectile|投射物]受[Block|格擋]的機率，被格檔時不會造成傷害。\r\n\r\n部分較大且更具威脅性的敵人攻擊無法被[Block|格擋]。","","","","","","","","","","","","","","","","","","","","",1267292102,"","","","","","","","","","","","","","","","","","","",""
7177,"CharacterPanelSpellSuppressionDesc","<valuedefault>{Suppression Chance}\r\nChance to [Suppress] a Spell that hits you, causing it to deal 50% less Damage. \r\n\r\nDoes not apply to Attacks.","<valuedefault>{Chances de Répression}\r\nChances de [Suppress|Réprimer] un Sort qui vous touche, entraînant une perte de 50% des Dégâts qu'il inflige. \r\n\r\nNe s'applique pas aux Attaques.","<valuedefault>{Chance auf Unterdrücken}\r\nDie Chance, einen Zauber zu [Suppress|unterdrücken], der dich trifft, wodurch dieser 50% weniger Schaden verursacht. \r\n\r\nWirkt sich nicht auf Angriffe aus.","<valuedefault>{抑制確率}\r\nプレイヤーをヒットするスペルを[Suppress|抑制]し、そのダメージを50%低下させる確率。\r\n\r\nアタックには適用されない。","<valuedefault>{억제 확률}\r\n플레이어에게 명중하는 공격을 [Suppress|억제]하여 피해를 50% 감폭시킬 확률입니다. \r\n\r\n공격에는 적용되지 않습니다.","<valuedefault>{Chance de Supressão}\r\nChance de [Suprimir] uma Magia que te acerta, fazendo com que cause 50% menos Dano. \r\n\r\nNão se aplica a Ataques.","<valuedefault>{Шанс подавления}\r\nШанс [Suppress|подавить] попавшие по герою чары, в результате чего они наносят на 50% меньше урона. \r\n\r\nНе действует на атаки.","<valuedefault>{Probabilidad de atenuar}\r\nEs la probabilidad de [Suppress|atenuar] un hechizo que te impacta para que te inflija un 50% menos de daño. \r\n\r\nNo se aplica a los ataques.","<valuedefault>{โอกาสยับยั้ง}\r\nโอกาสในการ[Suppress|ยับยั้ง]เวทที่ปะทะคุณ ทำให้มันสร้างความเสียหาย ลดลง อีก 50%\r\n\r\nไม่มีผลต่อการโจมตี","<valuedefault>{壓抑機率}\r\n擊中你的法術受[壓抑]的機率。壓抑使其造成的傷害減少 50%。 \r\n\r\n壓抑不適用於攻擊。","","","","","","","","","","","","","","","","","","","","",1514181090,"","","","","","","","","","","","","","","","","","","",""
7178,"CharacterPanelDeflectDesc","<valuedefault>{Deflect Chance}\r\nChance to [Deflect] an Attack that hits you, causing it to deal 50% less Damage. \r\n\r\nDoes not apply to Spells.","<valuedefault>{Chances de Déviation}\r\nChances de [Deflect|Dévier] une Attaque qui vous touche, entraînant une perte de 50% des Dégâts qu'elle inflige.\r\n\r\nNe s'applique pas aux Sorts.","<valuedefault>{Chance auf Parieren}\r\nDie Chance, einen Angriff zu [Deflect|parieren], der dich trifft, wodurch dieser 50% weniger Schaden verursacht.\r\n\r\nWirkt sich nicht auf Zauber aus.","<valuedefault>{受け流し確率}\r\nプレイヤーをヒットするアタックを[Deflect|受け流し]、そのダメージを50%低下させる確率。\r\n\r\nスペルには適用されない。","<valuedefault>{튕겨내기 확률}\r\n플레이어에게 명중하는 공격을 [Deflect|튕겨내] 피해를 50% 감폭시킬 확률입니다. \r\n\r\n주문에는 적용되지 않습니다.","<valuedefault>{Chance de Deflexão}\r\nChance de [Defletir] um Ataque que te acerta, fazendo com que cause 50% menos Dano. \r\n\r\nNão se aplica a Magias.","<valuedefault>{Шанс отклонения}\r\nШанс [Deflect|отклонить] попавшую по герою атаку, в результате чего она наносит на 50% меньше урона. \r\n\r\nНе действует на чары.","<valuedefault>{Probabilidad de desviar}\r\nEs la probabilidad de [Deflect|desviar] un ataque que te impacta para que te inflija un 50% menos de daño. \r\n\r\nNo se aplica a los hechizos.","<valuedefault>{โอกาสปัดป้อง}\r\nโอกาสในการ[Deflect|ปัดป้อง]การโจมตีที่ปะทะคุณ ทำให้มันสร้างความเสียหาย ลดลง อีก 50%\r\n\r\nไม่มีผลต่อเวท","<valuedefault>{反彈機率}\r\n擊中你的攻擊受[反彈]的機率。反彈會使其造成的傷害減少 50%。 \r\n\r\n反彈不適用於法術。","","","","","","","","","","","","","","","","","","","","",2820210782,"","","","","","","","","","","","","","","","","","","",""
7179,"CharacterPanelFireResistDesc","<valuedefault>{Fire Resistance}\r\nYou take this much less [Fire] damage. Negative values cause you to take more damage instead.\r\n\r\nMaximum [Resistances|Resistance] is capped at 75% by default and cannot be higher than 90%. The number in brackets is the [UncappedResist|Uncapped] value.","<valuedefault>{Résistance au feu}\r\nDétermine le pourcentage de perte des Dégâts de [Fire|Feu] subis. Une valeur négative fait que vous subissez davantage de Dégâts à la place.\r\n\r\nPar défaut, la [Resistances|Résistance] maximale est bloquée à 75% et ne peut en aucun cas être supérieure à 90%. Le nombre entre crochets correspond à la valeur [UncappedResist|Totale].","<valuedefault>{Feuerwiderstand}\r\nSo viel weniger [Fire|Feuer]schaden erleidest du. Negative Werte lassen dich entsprechend mehr Schaden erleiden.\r\n\r\nDer maximale [Resistances|Widerstand] ist standardmäßig bei 75% [UncappedResist|gedeckelt] und kann nicht höher als 90% betragen. Die Zahl in Klammern ist der [UncappedResist|ungedeckelte] Wert.","<valuedefault>{火耐性}\r\n受ける[Fire|火]ダメージをその値の分だけ低下させる。マイナスの値の場合は代わりに受けるダメージが上昇する。\r\n\r\n[Resistances|耐性]の最大値はデフォルトで75%に制限され、90%を超えることはない。括弧内の値は[UncappedResist|最大値に制限されていない]値。","<valuedefault>{화염 저항}\r\n받는 [Fire|화염] 피해가 이 수치만큼 감폭됩니다. 음수일 경우 피해가 증폭됩니다.\r\n\r\n최대 [Resistances|저항]에는 기본적으로 75%의 제한이 적용되며, 90%를 초과할 수 없습니다. 괄호 안의 숫자는 [UncappedResist|제한이 적용되지 않은] 값입니다.","<valuedefault>{Resistência a Fogo} \r\nVocê sofre essa quantidade a menos de dano de [Fire|Fogo]. Valores negativos fazem com que você sofra mais dano. \r\n\r\nA [Resistances|Resistência] máxima é limitada em 75% por padrão e não pode ser maior que 90%. O número entre parênteses é o valor [UncappedResist|Total].","<valuedefault>{Сопротивление огню}\r\nГерой получает на указанный процент меньше урона от [Fire|огня]. Отрицательные значения приводят к получению большего урона.\r\n\r\nМаксимум [Resistances|сопротивлений] по умолчанию [UncappedResist|ограничен] 75% и не может быть выше 90%.  Число в скобках показывает [UncappedResist|не ограниченное] значение.","<valuedefault>{Resistencia al fuego}\r\nRecibes esta cantidad menos de daño de [Fire|fuego]. Si tienes valores negativos, recibirás más daño.\r\n\r\nLa [Resistances|resistencia] máxima está limitada al 75% por defecto y no puede ser superior al 90%. El número entre paréntesis es el valor [UncappedResist|sin limitar].","<valuedefault>{ค่าต้านทานไฟ}\r\nคุณได้รับความเสียหาย [Fire|ไฟ] ลดลงตามนี้ ค่าตัวเลขที่ติดลบจะทำให้คุณได้รับความเสียหาย เพิ่มขึ้น อีก แทน\r\n\r\n[Resistances|ค่าต้านทาน]สูงสุดนั้นจำกัดที่ 75% โดยเริ่มต้น และไม่สามารถสูงไปกว่า 90% ได้ ตัวเลขในวงเล็บคือค่าตัวเลขที่[UncappedResist|รวมเกิน]","<valuedefault>{火焰抗性}\r\n使你承受的[Fire|火焰]傷害降低。抗性為負值時，承受的傷害增加。\r\n\r\n預設[Resistances|抗性]上限為 75%，且不可超過 90%。括號中的數字為[UncappedResist|超過上限]的數值。","","","","","","","","","","","","","","","","","","","","",3116601879,"","","","","","","","","","","","","","","","","","","",""
7180,"CharacterPanelColdResistDesc","<valuedefault>{Cold Resistance}\r\nYou take this much less [Cold] damage. Negative values cause you to take more damage instead.\r\n\r\nMaximum [Resistances|Resistance] is capped at 75% by default and cannot be higher than 90%. The number in brackets is the [UncappedResist|Uncapped] value.","<valuedefault>{Résistance au froid}\r\nDétermine le pourcentage de perte des Dégâts de [Cold|Froid] subis. Une valeur négative fait que vous subissez davantage de Dégâts à la place.\r\n\r\nPar défaut, la [Resistances|Résistance] maximale est bloquée à 75% et ne peut en aucun cas être supérieure à 90%. Le nombre entre crochets correspond à la valeur [UncappedResist|Totale].","<valuedefault>{Kältewiderstand}\r\nSo viel weniger [Cold|Kälte]schaden erleidest du. Negative Werte lassen dich entsprechend mehr Schaden erleiden.\r\n\r\nDer maximale [Resistances|Widerstand] ist standardmäßig bei 75% [UncappedResist|gedeckelt] und kann nicht höher als 90% betragen. Die Zahl in Klammern ist der [UncappedResist|ungedeckelte] Wert.","<valuedefault>{冷気耐性}\r\n受ける[Cold|冷気]ダメージをその値の分だけ低下させる。マイナスの値の場合は代わりに受けるダメージが上昇する。\r\n\r\n[Resistances|耐性]の最大値はデフォルトで75%に制限され、90%を超えることはない。括弧内の値は[UncappedResist|最大値に制限されていない]値。","<valuedefault>{냉기 저항}\r\n받는 [Cold|냉기] 피해가 이 수치만큼 감폭됩니다. 음수일 경우 피해가 증폭됩니다.\r\n\r\n최대 [Resistances|저항]에는 기본적으로 75%의 제한이 적용되며, 90%를 초과할 수 없습니다. 괄호 안의 숫자는 [UncappedResist|제한이 적용되지 않은] 값입니다.","<valuedefault>{Resistência a Gelo} \r\nVocê sofre essa quantidade a menos de dano de [Cold|Gelo]. Valores negativos fazem com que você sofra mais dano. \r\n\r\nA [Resistances|Resistência] máxima é limitada em 75% por padrão e não pode ser maior que 90%. O número entre parênteses é o valor [UncappedResist|Total].","<valuedefault>{Сопротивление холоду}\r\nГерой получает на указанный процент меньше урона от [Cold|холода]. Отрицательные значения приводят к получению большего урона.\r\n\r\nМаксимум [Resistances|сопротивлений] по умолчанию [UncappedResist|ограничен] 75% и не может быть выше 90%. Число в скобках показывает [UncappedResist|не ограниченное] значение.","<valuedefault>{Resistencia al hielo}\r\nRecibes esta cantidad menos de daño de [Cold|hielo]. Si tienes valores negativos, recibirás más daño.\r\n\r\nLa [Resistances|resistencia] máxima está limitada al 75% por defecto y no puede ser superior al 90%. El número entre paréntesis es el valor [UncappedResist|sin limitar].","<valuedefault>{ค่าต้านทานน้ำแข็ง}\r\nคุณได้รับความเสียหาย [Cold|น้ำแข็ง] ลดลงตามนี้ ค่าตัวเลขที่ติดลบจะทำให้คุณได้รับความเสียหาย เพิ่มขึ้น อีก แทน\r\n\r\n[Resistances|ค่าต้านทาน]สูงสุดนั้นจำกัดที่ 75% โดยเริ่มต้น และไม่สามารถสูงไปกว่า 90% ได้ ตัวเลขในวงเล็บคือค่าตัวเลขที่[UncappedResist|รวมเกิน]","<valuedefault>{冰冷抗性}\r\n使你承受的[Cold|冰冷]傷害降低。抗性為負值時，承受的傷害增加。\r\n\r\n預設[Resistances|抗性]上限為 75%，且不可超過 90%。括號中的數字為[UncappedResist|超過上限]的數值。","","","","","","","","","","","","","","","","","","","","",3617609033,"","","","","","","","","","","","","","","","","","","",""
7181,"CharacterPanelLightningResistDesc","<valuedefault>{Lightning Resistance}\r\nYou take this much less [Lightning] damage. Negative values cause you to take more damage instead.\r\n\r\nMaximum [Resistances|Resistance] is capped at 75% by default and cannot be higher than 90%. The number in brackets is the [UncappedResist|Uncapped] value.","<valuedefault>{Résistance à la foudre}\r\nDétermine le pourcentage de perte des Dégâts de [Lightning|Foudre] subis. Une valeur négative fait que vous subissez davantage de Dégâts à la place.\r\n\r\nPar défaut, la [Resistances|Résistance] maximale est bloquée à 75% et ne peut en aucun cas être supérieure à 90%. Le nombre entre crochets correspond à la valeur [UncappedResist|Totale].","<valuedefault>{Blitzwiderstand}\r\nSo viel weniger [Lightning|Blitz]schaden erleidest du. Negative Werte lassen dich entsprechend mehr Schaden erleiden.\r\n\r\nDer maximale [Resistances|Widerstand] ist standardmäßig bei 75% [UncappedResist|gedeckelt] und kann nicht höher als 90% betragen. Die Zahl in Klammern ist der [UncappedResist|ungedeckelte] Wert.","<valuedefault>{雷耐性}\r\n受ける[Lightning|雷]ダメージをその値の分だけ低下させる。マイナスの値の場合は代わりに受けるダメージが上昇する。\r\n\r\n[Resistances|耐性]の最大値はデフォルトで75%に制限され、90%を超えることはない。括弧内の値は[UncappedResist|最大値に制限されていない]値。","<valuedefault>{번개 저항}\r\n받는 [Lightning|번개] 피해가 이 수치만큼 감폭됩니다. 음수일 경우 피해가 증폭됩니다.\r\n\r\n최대 [Resistances|저항]에는 기본적으로 75%의 제한이 적용되며, 90%를 초과할 수 없습니다. 괄호 안의 숫자는 [UncappedResist|제한이 적용되지 않은] 값입니다.","<valuedefault>{Resistência a Raio} \r\nVocê sofre essa quantidade a menos de dano de [Lightning|Raio]. Valores negativos fazem com que você sofra mais dano. \r\n\r\nA [Resistances|Resistência] máxima é limitada em 75% por padrão e não pode ser maior que 90%. O número entre parênteses é o valor [UncappedResist|Total].","<valuedefault>{Сопротивление молнии}\r\nГерой получает на указанный процент меньше урона от [Lightning|молнии]. Отрицательные значения приводят к получению большего урона.\r\n\r\nМаксимум [Resistances|сопротивлений] по умолчанию [UncappedResist|ограничен] 75% и не может быть выше 90%. Число в скобках показывает [UncappedResist|не ограниченное] значение.","<valuedefault>{Resistencia al rayo}\r\nRecibes esta cantidad menos de daño de [Lightning|rayo]. Si tienes valores negativos, recibirás más daño.\r\n\r\nLa [Resistances|resistencia] máxima está limitada al 75% por defecto y no puede ser superior al 90%. El número entre paréntesis es el valor [UncappedResist|sin limitar].","<valuedefault>{ค่าต้านทานสายฟ้า}\r\nคุณได้รับความเสียหาย [Lightning|สายฟ้า] ลดลงตามนี้ ค่าตัวเลขที่ติดลบจะทำให้คุณได้รับความเสียหาย เพิ่มขึ้น อีก แทน\r\n\r\n[Resistances|ค่าต้านทาน]สูงสุดนั้นจำกัดที่ 75% โดยเริ่มต้น และไม่สามารถสูงไปกว่า 90% ได้ ตัวเลขในวงเล็บคือค่าตัวเลขที่[UncappedResist|รวมเกิน]","<valuedefault>{閃電抗性}\r\n使你承受的[Lightning|閃電]傷害降低。抗性為負值時，承受的傷害增加。\r\n\r\n預設[Resistances|抗性]上限為 75%，且不可超過 90%。括號中的數字為[UncappedResist|超過上限]的數值。","","","","","","","","","","","","","","","","","","","","",1011159720,"","","","","","","","","","","","","","","","","","","",""
7182,"CharacterPanelChaosResistDesc","<valuedefault>{Chaos Resistance}\r\nYou take this much less [Chaos] damage. Negative values cause you to take more damage instead.\r\n\r\nMaximum [Resistances|Resistance] is capped at 75% by default and cannot be higher than 90%. The number in brackets is the [UncappedResist|Uncapped] value.","<valuedefault>{Résistance au chaos}\r\nDétermine le pourcentage de perte des Dégâts de [Chaos|Chaos] subis. Une valeur négative fait que vous subissez davantage de Dégâts à la place.\r\n\r\nPar défaut, la [Resistances|Résistance] maximale est bloquée à 75% et ne peut en aucun cas être supérieure à 90%. Le nombre entre crochets correspond à la valeur [UncappedResist|Totale].","<valuedefault>{Chaoswiderstand}\r\nSo viel weniger [Chaos|Chaos]schaden erleidest du. Negative Werte lassen dich entsprechend mehr Schaden erleiden.\r\n\r\nDer maximale [Resistances|Widerstand] ist standardmäßig bei 75% [UncappedResist|gedeckelt] und kann nicht höher als 90% betragen. Die Zahl in Klammern ist der [UncappedResist|ungedeckelte] Wert.","<valuedefault>{混沌耐性}\r\n受ける[Chaos|混沌]ダメージをその値の分だけ低下させる。マイナスの値の場合は代わりに受けるダメージが上昇する。\r\n\r\n[Resistances|耐性]の最大値はデフォルトで75%に制限され、90%を超えることはない。括弧内の値は[UncappedResist|最大値に制限されていない]値。","<valuedefault>{카오스 저항}\r\n받는 [Chaos|카오스] 피해가 이 수치만큼 감폭됩니다. 음수일 경우 피해가 증폭됩니다.\r\n\r\n최대 [Resistances|저항]에는 기본적으로 75%의 제한이 적용되며, 90%를 초과할 수 없습니다. 괄호 안의 숫자는 [UncappedResist|제한이 적용되지 않은] 값입니다.","<valuedefault>{Resistência a Caos} \r\nVocê sofre essa quantidade a menos de dano de [Chaos|Caos]. Valores negativos fazem com que você sofra mais dano. \r\n\r\nA [Resistances|Resistência] máxima é limitada em 75% por padrão e não pode ser maior que 90%. O número entre parênteses é o valor [UncappedResist|Total].","<valuedefault>{Сопротивление хаосу}\r\nГерой получает на указанный процент меньше урона [Chaos|хаосом]. Отрицательные значения приводят к получению большего урона.\r\n\r\nМаксимум [Resistances|сопротивлений] по умолчанию [UncappedResist|ограничен] 75% и не может быть выше 90%. Число в скобках показывает [UncappedResist|не ограниченное] значение.","<valuedefault>{Resistencia al caos}\r\nRecibes esta cantidad menos de daño de [Chaos|caos]. Si tienes valores negativos, recibirás más daño.\r\n\r\nLa [Resistances|resistencia] máxima está limitada al 75% por defecto y no puede ser superior al 90%. El número entre paréntesis es el valor [UncappedResist|sin limitar].","<valuedefault>{ค่าต้านทานเคออส}\r\nคุณได้รับความเสียหาย [Chaos|เคออส] ลดลงตามนี้ ค่าตัวเลขที่ติดลบจะทำให้คุณได้รับความเสียหาย เพิ่มขึ้น อีก แทน\r\n\r\n[Resistances|ค่าต้านทาน]สูงสุดนั้นจำกัดที่ 75% โดยเริ่มต้น และไม่สามารถสูงไปกว่า 90% ได้ ตัวเลขในวงเล็บคือค่าตัวเลขที่[UncappedResist|รวมเกิน]","<valuedefault>{混沌抗性}\r\n使你承受的[Chaos|混沌]傷害降低。抗性為負值時，承受的傷害增加。\r\n\r\n預設[Resistances|抗性]上限為 75%，且不可超過 90%。括號中的數字為[UncappedResist|超過上限]的數值。","","","","","","","","","","","","","","","","","","","","",395693945,"","","","","","","","","","","","","","","","","","","",""
7183,"EntityInfoHeavyStun","stunned","étourdi","betäubt","スタン","기절","atordoado","оглушён","aturdido","ถูกสตัน","擊暈","","","","","","","","","","","","","","","","","","","","",2016789703,"","","","","","","","","","","","","","","","","","","",""
7184,"EntityInfoFrozen","frozen","gelé","eingefroren","凍結","동결","congelado","заморожен","congelado","ถูกแช่แข็ง","冰凍","","","","","","","","","","","","","","","","","","","","",3709694856,"","","","","","","","","","","","","","","","","","","",""
7185,"EntityInfoEletrocuted","electrocuted","foudroyé","elektrisiert","麻痺","전기 처형","eletrocutado","наэлектризован","paralizado","ถูกช็อตประสาท","觸電","","","","","","","","","","","","","","","","","","","","",3695337624,"","","","","","","","","","","","","","","","","","","",""
7186,"EntityInfoPinned","pinned","verrouillé","festgesetzt","足止め","고정","imobilizado","пригвождён","retenido","ถูกตรึง","被釘身","","","","","","","","","","","","","","","","","","","","",2761011007,"","","","","","","","","","","","","","","","","","","",""
7187,"ObjectDisplayTextSanctumLibrary","Forbidden Archive","Archive interdite","Verbotenes Archiv","禁じられた公文書館","금단의 문서 보관실","Arquivo Proibido","Запретный архив","Archivo prohibido","หอจดหมายเหตุต้องห้าม","檔案室禁區","","","","","","","","","","","","","","","","","","","","",1545280477,"","","","","","","","","","","","","","","","","","","",""
7188,"ItemDisplaySanctumMinorBoons","Minor Boons","Bienfaits mineurs","Kleine Segen","軽微な恩恵","보조 은혜","Dádivas Menores","Малые благословения","Ventajas menores","พรชั้นต่ำ","次要恩惠","","","","","","","","","","","","","","","","","","","","",1461337217,"","","","","","","","","","","","","","","","","","","",""
7189,"ItemDisplaySanctumMajorBoons","Major Boons","Bienfaits majeurs","Große Segen","強力な恩恵","주요 은혜","Dádivas Maiores","Сильные благословения","Ventajas mayores","พรชั้นสูง","主要恩惠","","","","","","","","","","","","","","","","","","","","",194072178,"","","","","","","","","","","","","","","","","","","",""
7190,"ItemDisplaySanctumMinorCurses","Minor Afflictions","Afflictions mineures","Kleine Bürden","軽微な不幸","보조 고난","Aflições Menores","Малые проклятия","Desventajas menores","ทัณฑ์ชั้นต่ำ","次要苦痛","","","","","","","","","","","","","","","","","","","","",1535101272,"","","","","","","","","","","","","","","","","","","",""
7191,"ItemDisplaySanctumMajorCurses","Major Afflictions","Afflictions majeures","Große Bürden","強力な不幸","주요 고난","Aflições Maiores","Сильные проклятия","Desventajas mayores","ทัณฑ์ชั้นสูง","主要苦痛","","","","","","","","","","","","","","","","","","","","",1484997230,"","","","","","","","","","","","","","","","","","","",""
7192,"ItemDisplaySanctumPacts","Pacts","Pactes","Pakte","契約","맹약","Pactos","Пакты","Pactos","สัญญา","契約","","","","","","","","","","","","","","","","","","","","",2325211578,"","","","","","","","","","","","","","","","","","","",""
7193,"ItemDisplaySanctumFloorRewards","Rewards on Floor Completion","Récompenses de fin d'Étage","Belohnungen bei Abschluss der Ebene","階層完了時の報酬","층 완료 시 보상","Recompensas ao Completar o Andar","Награды в конце этажа","Recompensas por completar el piso","ของรางวัลเมื่อผ่านชั้น","完成樓層時的獎勵","","","","","","","","","","","","","","","","","","","","",2946965974,"","","","","","","","","","","","","","","","","","","",""
7194,"ItemDisplaySanctumFinalRewards","Rewards on Trials Completion","Récompenses de fin d'Épreuve","Belohnungen bei Abschluss der Prüfungen","試練完了時の報酬","시련 완료 시 보상","Recompensas ao Completar a Provação","Награды в конце Испытаний","Recompensas por completar las pruebas","ของรางวัลเมื่อผ่านบททดสอบ","完成試煉時的獎勵","","","","","","","","","","","","","","","","","","","","",1448932172,"","","","","","","","","","","","","","","","","","","",""
7195,"HitsWithBothWeaponsWhileDualWielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1829191661,"","","","","","","","","","","","","","","","","","","",""
7196,"DamageMultiplierWhileDualWielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4046234874,"","","","","","","","","","","","","","","","","","","",""
7197,"MobileOptionsUseDirectionalTargetingForDodgeRoll","Use Directional Targeting for Dodge Roll","Utiliser le ciblage directionnel pour la Roulade","Für Ausweichrolle direktionale Zielführung benutzen","ドッジロールに方向ターゲッティングを使用する","회피 구르기 시 방향에 따른 대상 지정 사용","Use o Foco Direcional para Cambalhota Evasiva","Использовать направленное целеуказание при кувырке","Usar la selección de objetivos direccional para esquivar rodando","ใช้การเล็งเป้าหมายตามทิศทางสำหรับการกลิ้งหลบ","使用方向鍵目標選擇進行閃避翻滾","","","","","","","","","","","","","","","","","","","","",1875672086,"","","","","","","","","","","","","","","","","","","",""
