"rownum","Id","ItemClass","Width","Height","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool_225","UncutGemSoundEffect","rid_242","bool_258","Unmodifiable","Achievement","ShopTag","rid_292","i32_308","[rid]_312","[rid]_328","[rid]_344"
3914,"Metadata/Items/Gems/SkillGemDominatingAura",18,1,1,"[DNT-UNUSED] Dominating Aura","WIP","[DNT-UNUSED] Dominating Aura","[DNT-UNUSED] Dominating Aura","WIP","WIP","Аура господства","[DNT-UNUSED] Dominating Aura","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8941,314507999,[],"","M","N","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3915,"Metadata/Items/Gems/SkillGemShroud",18,1,1,"Shroud","Brume","Verhüllt","シュラウド","연막","Mortalha","Покров","Velo","<size:37>{ม่านพรางกาย}","幽影","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8898,2690615750,[],"","F","N","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3916,"Metadata/Items/Gems/SkillGemSummonMercenaryCompanion",77,1,1,"Summon Companion","Invocation de compagnon","Gefährten beschwören","コンパニオン召喚","반려수 소환","Invocar Companheiro","Призыв компаньона","Invocar compañero","<size:37>{เรียกสหาย}","召喚盟友","Metadata/Items/Gems/MetaSkillGem",1,"",[],1,"",[],38,16316,1648698186,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3917,"Metadata/Items/Gems/SkillGemAncestralWarriorTotem",77,1,1,"Ancestral Warrior Totem","Totem Guerrier ancestral","Ahnenkrieger-Totem","アンセストラルウォーリアートーテム","선대의 전사 토템","Totem do Guerreiro Ancestral","Тотем-воин предков","Tótem de guerrero ancestral","<size:37>{โทเทมนักรบบรรพชน}","先祖戰士圖騰","Metadata/Items/Gems/MetaSkillGem",53,"",[],1,"",[],38,16351,1910176257,[],"","M","N","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3918,"Metadata/Items/Gems/SkillGemSpellTotem",77,1,1,"Spell Totem","Totem incantateur","Zaubertotem","スペルトーテム","주문 토템","Totem Mágico","Колдующий тотем","Tótem de hechizos","<size:37>{โทเทมเวท}","法術圖騰","Metadata/Items/Gems/MetaSkillGem",23,"",[],1,"",[],38,8984,1481829974,[],"","M","N","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3919,"Metadata/Items/Gems/SkillGemMetaBowTotem",77,1,1,"[DNT-UNUSED] Meta Bow Totem","WIP","[DNT-UNUSED] Meta Bow Totem","[DNT-UNUSED] Meta Bow Totem","WIP","WIP","[DNT-UNUSED] Meta Bow Totem","[DNT-UNUSED] Meta Bow Totem","DNT","WIP","Metadata/Items/Gems/MetaSkillGem",1,"",[],1,"",[],38,8984,1794645863,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3920,"Metadata/Items/Gems/SkillGemPainOffering",18,1,1,"Pain Offering","Offrande de douleur","Schmerzopfer","ペインオファリング","고통의 공물","Oferenda Dolorosa","Подношение боли","Ofrenda de dolor","<size:36>{เซ่นไหว้ด้วยความเจ็บปวด}","劇痛獻祭","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,9055,1103702444,[],"","F","N","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3921,"Metadata/Items/Currency/BindSpectreToken",99,1,1,"[DNT-UNUSED] Bind Spectre Token","WIP","[DNT-UNUSED] Bind Spectre Token","[DNT-UNUSED] Bind Spectre Token","WIP","WIP","[DNT-UNUSED] Bind Spectre Token","[DNT-UNUSED] Bind Spectre Token","DNT","WIP","Metadata/Items/Currency/SkillGemToken",1,"",[],2,"",[],38,14335,1098756130,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3922,"Metadata/Items/Gems/SkillGemTempestFlurry",18,1,1,"Tempest Flurry","Déluge céraunien","Stürmischer Schlaghagel","テンペストフラリィ","폭풍의 질풍","Ímpeto Tempestuoso","Шквал бури","Arrebato de tempestad","<size:37>{วายุถาโถม}","暴風亂舞","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,16355,1333701572,[],"","M","MP","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3923,"Metadata/Items/Gems/SkillGemStaggeringPalm",18,1,1,"Staggering Palm","Paume stupéfiante","Wuchtige Hand","スタッガリングパーム","충격 장법","Palma Atordoante","Оглушающая длань","Palma desestabilizadora","<size:37>{ฝ่ามือชะงักงัน}","撼敵之掌","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,16356,3886080701,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3924,"Metadata/Items/Gems/SkillGemChargedStaff",18,1,1,"Charged Staff","Bâton chargé","Aufgeladener Stab","チャージドスタッフ","충전 지팡이","Cajado Energizado","Заряженный посох","Báculo cargado","<size:37>{ไม้พลองอาบประจุ}","充能長杖","Metadata/Items/Gems/ActiveSkillGem",32,"",[],1,"",[],38,16368,3758973243,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3925,"Metadata/Items/Gem/SkillGemSiphoningStrike",18,1,1,"Siphoning Strike","Frappe siphonnante","Entkräftender Schlag","サイフォンストライク","착취 타격","Golpe Ionizante","Вытягивающий удар","Golpe de sustracción","<size:37>{ฟาดลักพลัง}","虹吸打擊","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],38,16354,2559931800,[],"","F","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3926,"Metadata/Items/Gem/SkillGemTempestBell",18,1,1,"Tempest Bell","Cloche tempétueuse","Sturmglocke","テンペストベル","폭풍의 종","Sino Tempestuoso","Колокол бури","Campana de tempestad","<size:37>{ระฆังวายุ}","風暴之鐘","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,16357,285769592,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3927,"Metadata/Items/Gem/SkillGemFrozenLocus",18,1,1,"Frozen Locus","Terre gelée","Gefrorener Locus","フローズンローカス","얼어붙은 궤적","Zona Congelante","Направленная заморозка","Epicentro helado","<size:37>{แก่นเยือกแข็ง}","寒冰軌跡","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16353,3101250983,[],"","F","M","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3928,"Metadata/Items/Gem/SkillGemBonestorm",18,1,1,"Bonestorm","Tempête d'ossements","Knochensturm","ボーンストーム","뼈 폭풍","Tormenta Óssea","Буря костей","Tormenta de huesos","<size:37>{กระดูกโหมกระหน่ำ}","骸骨風暴","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,16359,3905711677,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3929,"Metadata/Items/Gem/SkillGemBoneCage",18,1,1,"Bone Cage","Cage d'ossements","Knochenkäfig","ボーンケージ","뼈 창살","Jaula Óssea","Костяная клетка","Jaula de huesos","<size:37>{กรงกระดูก}","骨牢","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,16358,617102686,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3930,"Metadata/Items/Gems/SupportGemSpreadingFrost",19,1,1,"Spreading Frost","Givre envahissant","Ausbreitender Frost","伝染する霜","퍼져가는 서리","Gelo Alastrante","Разгул стужи","Escarcha expansiva","Spreading Frost","擴散寒冰","Metadata/Items/Gems/SupportSkillGem",20,"",[],1,"",[],38,9423,1021892064,[],"","M","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3931,"Metadata/Items/Gems/SupportGemPinpointCritical",19,1,1,"Pinpoint Critical","Critiques névralgiques","Kritisch festsetzen","クリティカル集中","핵심 조준 치명타","Crítico Cirúrgico","Точечные критические удары","Detectar punto crítico","Pinpoint Critical","精確暴擊","Metadata/Items/Gems/SupportSkillGem",15,"",[],1,"",[],38,16348,1836269518,[],"","MP","N","","","F","MP","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3932,"Metadata/Items/Gem/SkillGemUnearth",18,1,1,"Unearth","Exhumation","Exhumieren","アンアース","발굴","Desenterrar","Эксгумация","Exhumar","<size:37>{ขุดซาก}","屍術矢","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8849,2721096530,[],"","F","N","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3933,"Metadata/Items/Gem/SkillGemDetonatingArrow",18,1,1,"Detonating Arrow","Flèche détonante","Sprengpfeil","デトネーティングアロー","폭발 화살","Flecha Detonadora","Взрывная стрела","Flecha detonadora","<size:37>{ศรจุดระเบิด}","爆破箭矢","Metadata/Items/Gems/ActiveSkillGem",32,"",[],1,"",[],38,16332,29960351,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3934,"Metadata/Items/Gem/SkillGemPoisonBurstArrow",18,1,1,"Poisonburst Arrow","Flèche éclate-poison","Giftexplosionspfeil","ポイズンバーストアロー","독 폭발 화살","Flecha de Explosão Venenosa","Ядовитая взрывная стрела","Flecha de estallido venenoso","<size:37>{ศรพิษปะทุ}","毒爆箭矢","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16324,3762981538,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3935,"Metadata/Items/Gem/SkillGemToxicGrowth",18,1,1,"Toxic Growth","Prolifération toxique","Giftiges Wachstum","トキシックグロース","맹독성 종양","Crescimento Tóxico","Ядовитое цветение","Crecimiento tóxico","<size:37>{ตุ่มพิษ}","毒素植栽","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,16329,3028438131,[],"","F","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3936,"Metadata/Items/Gem/SkillGemStormcallerArrow",18,1,1,"Stormcaller Arrow","Flèche mande-orage","Sturmrufer-Pfeil","ストームコーラーアロー","폭풍 소환사 화살","Flecha de Invocar Tormenta","Стрела призыва бури","Flecha invocadora de tormentas","<size:37>{ศรเรียกวายุ}","風暴呼喚箭矢","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,9310,109748689,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3937,"Metadata/Items/Gem/SkillGemPhantasmalArrow",18,1,1,"Phantasmal Arrow","Flèche fantomatique","Geisterhafter Pfeil","ファンタズマルアロー","환영의 화살","Flecha Fantasmagórica","Фантомная стрела","Flecha fantasmal","<size:37>{ศรภูติผี}","幻影箭矢","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,2236348358,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3938,"Metadata/Items/Gem/SkillGemLightningRod",18,1,1,"Lightning Rod","Flèche paratonnerre","Blitzrute","ライトニングロッド","피뢰침","Para-raios","Громоотвод","Pararrayos","<size:37>{เสาล่อฟ้า}","雷霆之杖","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16327,1300279122,[],"","F","F","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3939,"Metadata/Items/Gem/SkillGemSnipe",18,1,1,"Snipe","Tir d'élite","Scharfschuss","スナイプ","저격","Tiro de Precisão","Прицельный выстрел","Disparo certero","<size:37>{ซุ่มยิง}","狙擊","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,16328,119235435,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3940,"Metadata/Items/Gem/SkillGemGasArrow",18,1,1,"Gas Arrow","Flèche suffocante","Gaspfeil","ガスアロー","가스 화살","Flecha Gasosa","Газовая стрела","Flecha de gas","<size:37>{ศรแก๊ส}","毒氣箭矢","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],38,16331,2162655268,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3941,"Metadata/Items/Gem/SkillGemSolarOrb",18,1,1,"Solar Orb","Orbe solaire","Solarsphäre","ソーラーオーブ","태양의 보주","Orbe Solar","Сфера солнца","Orbe solar","<size:37>{ลูกแก้วสุริยะ}","日耀球","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,16326,398063285,[],"","M","F","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3942,"Metadata/Items/Gem/SkillGemFireball",18,1,1,"Fireball","Boule de feu","Feuerball","ファイヤーボール","화염구","Bola de Fogo","Огненный шар","Bola de fuego","<size:37>{บอลไฟ}","火球","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,8825,1117616570,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3943,"Metadata/Items/Gem/SkillGemElectrocutingArrow",18,1,1,"Electrocuting Arrow","Flèche foudroyante","Stromschlagpfeil","エレクトロカッティングアロー","전기 처형의 화살","Flecha Eletrocutante","Стрела-проводник","Flecha paralizante","<size:37>{ศรช็อตประสาท}","電極箭矢","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,16330,2396751351,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3944,"Metadata/Items/Gem/SkillGemColdSnap",18,1,1,"Snap","Claquement","Zerschlagen","スナップ","돌발","Rompimento","Подрыв","Ruptura","<size:37>{ดีดนิ้ว}","迸裂","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,8845,2565579869,[],"","M","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3945,"Metadata/Items/Gem/SkillGemPerfectStrike",18,1,1,"Perfect Strike","Frappe parfaite","Perfekter Schlag","パーフェクトストライク","완벽한 타격","Golpe Perfeito","Совершенный удар","Golpe perfecto","<size:37>{ฟาดไร้พลาด}","完美打擊","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,16352,13909301,[],"","F","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3946,"Metadata/Items/Gem/SkillGemShieldBlock",18,1,1,"Raise Shield","Levée de bouclier","Schild heben","レイズシールド","방패 들기","Erguer Escudo","Поднять щит","Levantar escudo","<size:37>{ยกโล่}","展開護盾","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,3564806899,[],"","F","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3947,"Metadata/Items/Gem/SkillGemResonatingShield",18,1,1,"Resonating Shield","Bouclier résonnant","Resonierender Schild","レゾーネーティングシールド","공명하는 방패","Escudo Ressonante","Резонирующий щит","Escudo resonante","<size:37>{โล่ก้องสะท้อน}","共鳴之盾","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,16347,1775221087,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3948,"Metadata/Items/Gem/SkillGemManaRemnants",18,1,1,"Mana Remnants","Reliquats de Mana","Mana-Überreste","マナレムナント","마나 잔류물","Vestígios de Mana","Сгустки маны","Remanentes de maná","<size:37>{หยาดมานา}","魔力痕跡","Metadata/Items/Gems/ActiveSkillGem",11,"",[],1,"",[],38,8824,1706142751,[],"","MP","FP","","","F","MP","MP","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3949,"Metadata/Items/Gem/SkillGemSanguineRevelry",18,1,1,"Sanguine Revelry","Festin sanguin","Blutiges Vergnügen","サングインレヴェルリー","핏빛 환락","Pândega Sanguínea","Багровый пир","Fiesta sanguina","<size:37>{ระบำแดงเลือด}","腥紅狂歡","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,2486481068,[],"","M","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3950,"Metadata/Items/Gem/SkillGemMagmaBarrier",18,1,1,"Magma Barrier","Barrière magmatique","Magmabarriere","マグマバリアー","마그마 장벽","Barreira de Magma","Магматический барьер","Barrera de magma","<size:37>{บาเรียหินหลอม}","熔岩屏障","Metadata/Items/Gems/ActiveSkillGem",11,"",[],1,"",[],38,16349,2926456836,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3951,"Metadata/Items/Gems/SkillGemFreezingShards",18,1,1,"Freezing Shards","Éclats gelés","Einfrierende Splitter","フリージングシャード","동결의 파편","Estilhaços Congelantes","Морозные осколки","Esquirlas heladas","<size:37>{สะเก็ดแช่แข็ง}","冰凍裂片","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,4223404026,[],"","MP","FP","","","F","MP","FP","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3952,"Metadata/Items/Gem/SkillGemVineArrow",18,1,1,"Vine Arrow","Flèche agrippante","Rankenpfeil","ヴァインアロー","덩굴 화살","Flecha de Vinhas","Стрела лиан","Flecha de enredaderas","<size:37>{ศรเถาวัลย์}","藤蔓箭矢","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,16333,3258724686,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3953,"Metadata/Items/Gems/SkillGemRhoaMount",18,1,1,"Rhoa Mount","Monture Rhoa","Rhoa-Reittier","ロア騎乗","로아 탈것","Montaria Rhoa","Ездовой роа","Montura de rhoa","<size:37>{พาหนะโรอ์}","恐喙鳥坐騎","Metadata/Items/Gems/ActiveSkillGem",59,"",[],1,"",[],38,16350,325822113,[],"","F","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3954,"Metadata/Items/Gems/SkillGemCorpseCloud",18,1,1,"Decompose","Décomposition","Zersetzen","デコンポーズ","부패","Decomposição","Разложение","Descomposición","<size:37>{เน่าเปื่อย}","分解","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,811167891,[],"","F","N","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3955,"Metadata/Items/Gems/SupportGemIgnition",19,1,1,"Ignite I","Embrasement I","Entzünden I","発火 I","점화 I","Incêndio I","Поджог I","Quemadura I","Ignite I","點燃 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8948,2104315367,[],"","M","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3956,"Metadata/Items/Gems/SupportGemIgnitionTwo",19,1,1,"Ignite II","Embrasement II","Entzünden II","発火 II","점화 II","Incêndio II","Поджог II","Quemadura II","Ignite II","點燃 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8948,2692428034,[],"","M","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3957,"Metadata/Items/Gems/SupportGemIgnitionThree",19,1,1,"Ignite III","Embrasement III","Entzünden III","発火 III","점화 III","Incêndio III","Поджог III","Quemadura III","Ignite III","點燃 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8948,2222424301,[],"","M","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3958,"Metadata/Items/Gems/SupportGemRuthless",19,1,1,"Ruthless","Impitoyabilité","Unbarmherzigkeit","ルースレス","무자비","Implacável","Беспощадность","Despiadado","Ruthless","殘暴","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9583,4081846217,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3959,"Metadata/Items/Gems/SupportGemUnbreakable",19,1,1,"Unbreakable","Inébranlable","Unerschütterlich","アンブレイカブル","무적","Indestrutível","Несломимость","Irrompible","Unbreakable","堅不可破","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8902,1866600260,[],"","M","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3960,"Metadata/Items/Gems/SupportGemLacerate",19,1,1,"Bleed I","Saignement I","Bluten I","出血 I","출혈 I","Sangramento I","Кровотечение I","Sangrado I","Bleed I","流血 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9566,1396337643,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3961,"Metadata/Items/Gems/SupportGemLacerateTwo",19,1,1,"Bleed II","Saignement II","Bluten II","出血 II","출혈 II","Sangramento II","Кровотечение II","Sangrado II","Bleed II","流血 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9566,475663553,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3962,"Metadata/Items/Gems/SupportGemLacerateThree",19,1,1,"Bleed III","Saignement III","Bluten III","出血 III","출혈 III","Sangramento III","Кровотечение III","Sangrado III","Bleed III","流血 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9566,365699044,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3963,"Metadata/Items/Gems/SupportGemLacerateFour",19,1,1,"Bleed IV","Saignement IV","Bluten IV","出血 IV","출혈 IV","Sangramento IV","Кровотечение IV","Sangrado IV","Bleed IV","流血 IV","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9566,1427969999,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3964,"Metadata/Items/Gems/SupportGemBludgeon",19,1,1,"Knockback","Repoussement","Zurückstoßen","ノックバック","밀어내기","Empurrão","Отбрасывание","Empuje","Knockback","擊退","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8887,4011652395,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3965,"Metadata/Items/Gems/SupportGemOverpower",19,1,1,"Stun I","Étourdissement I","Betäuben I","スタン I","기절 I","Atordoamento I","Оглушение I","Aturdimiento I","Stun I","暈眩 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,16390,355159157,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3966,"Metadata/Items/Gems/SupportGemOverpowerTwo",19,1,1,"Stun II","Étourdissement II","Betäuben II","スタン II","기절 II","Atordoamento II","Оглушение II","Aturdimiento II","Stun II","暈眩 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,16390,4006392407,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3967,"Metadata/Items/Gems/SupportGemOverpowerThree",19,1,1,"Stun III","Étourdissement III","Betäuben III","スタン III","기절 III","Atordoamento III","Оглушение III","Aturdimiento III","Stun III","暈眩 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,16390,3681052688,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3968,"Metadata/Items/Gems/SupportGemPersistence",19,1,1,"Prolonged Duration I","Durée prolongée I","Verlängerte Dauer I","持続時間延長 I","지속시간 연장 I","Duração Prolongada I","Продление I","Duración prolongada I","Prolonged Duration I","延長持續時間 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8946,607346245,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3969,"Metadata/Items/Gems/SupportGemPersistenceTwo",19,1,1,"Prolonged Duration II","Durée prolongée II","Verlängerte Dauer II","持続時間延長 II","지속시간 연장 II","Duração Prolongada II","Продление II","Duración prolongada II","Prolonged Duration II","延長持續時間 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8946,1356139591,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3970,"Metadata/Items/Gems/SupportGemPersistenceThree",19,1,1,"Prolonged Duration III","Durée prolongée III","Verlängerte Dauer III","持続時間延長 III","지속시간 연장 III","Duração Prolongada III","Продление III","Duración prolongada III","Prolonged Duration III","延長持續時間 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8946,1925018247,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3971,"Metadata/Items/Gems/SupportGemFastForward",19,1,1,"Compressed Duration I","Durée écourtée I","Komprimierte Dauer I","持続時間圧縮 I","지속시간 압축 I","Duração Comprimida I","Сокращение длительности I","Duración reducida I","Compressed Duration I","縮短持續時間 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9033,4021193506,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3972,"Metadata/Items/Gems/SupportGemFastForwardTwo",19,1,1,"Compressed Duration II","Durée écourtée II","Komprimierte Dauer II","持続時間圧縮 II","지속시간 압축 II","Duração Comprimida II","Сокращение длительности II","Duración reducida II","Compressed Duration II","縮短持續時間 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9033,1467074031,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3973,"Metadata/Items/Gems/SupportGemRage",19,1,1,"Rage I","Rage I","Rausch I","憤怒 I","격노 I","Fúria I","Свирепость I","Furia I","Rage I","盛怒 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9228,973619657,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3974,"Metadata/Items/Gems/SupportGemRageTwo",19,1,1,"Rage II","Rage II","Rausch II","憤怒 II","격노 II","Fúria II","Свирепость II","Furia II","Rage II","盛怒 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9228,1606028428,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3975,"Metadata/Items/Gems/SupportGemRageThree",19,1,1,"Rage III","Rage III","Rausch III","憤怒 III","격노 III","Fúria III","Свирепость III","Furia III","Rage III","盛怒 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9228,1942529859,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3976,"Metadata/Items/Gems/SupportGemLifetap",19,1,1,"Lifetap","Ponction vitale","Aderlass","ライフタップ","생명력 전환","Fonte de Vida","Жизнеотвод","Transfusión de vida","Lifetap","活栓","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9285,3918067187,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
