"rownum","NPCKey","i32_16","DialogueOption","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[rid]_28","[rid]_44","[rid]_60","Script","QuestFlags1","Category","QuestRewardOffersKey","QuestFlag2","NPCTextAudioKeys","Script2","bool_172","bool_173","[i32]_174","[i32]_190","i32_206","[i32]_210","[i32]_226","bool_242","BaseItemTypes","[i32]_259","bool_275","DialogueOption2","ConsoleQuickAction","Music1","i32_316","[rid]_320","i32_336","Music2","i32_356","QuestFlag3","bool_376","i32_377","row_381","TalkDialogue","bool_405","Ascendancy","bool_422"
2021,863,7,"Gems","Gemmes","Gemmen","ジェム","젬","Gemas","Камни","Gemas","มณี","寶石",[],[],[],"",[],3,"","",[],"","","",[4252],[4251],4252,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[518],"",[],""
2022,863,8,"Fate of the Vaal","Destin des Vaal","Schicksal der Vaal","ヴァールの運命","바알의 운명","Destino dos Vaal","Судьба ваал","Destino de los vaal","ชะตาแห่งวาล์","瓦爾的命運",[1088],[],[],"",[],3,"","",[],"","","",[4253],[],4253,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[519],"",[],""
2023,863,9,"The Red Communion","La Communion rouge","Die Rote Vereinigung","赤き交感","붉은 성찬식","A Comunhão Vermelha","Красное Причастие","La comunión roja","พิธีรวมวิญญาณแดง","緋紅聖餐",[],[],[],"",[],3,"","",[],"","","",[4254],[4253],4254,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[520],"",[],""
2024,863,10,"The Demon of Atzoatl","Le Démon d'Atzoatl","Der Dämon von Atzoatl","アッツォアトルの悪魔","앗조아틀의 악마","O Demônio de Atzoatl","Демон Ацоатля","El demonio de Atzoatl","อสุรกายแห่งแอ็ทโซแอทล์","阿茲瓦特之魔",[],[],[],"",[],3,"","",[],"","","",[4255],[4254],4255,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[521],"",[],""
2025,864,0,"Locus of Corruption","Noyau de la corruption","Quell der Verderbtheit","穢れの中枢","타락의 현장","Núcleo da Corrupção","Очаг осквернения","Foco de corrupción","สถาน​บังเกิด​มลทิน","腐敗之地",[],[],[],"",[],3,"","",[],"","","",[4242],[],4242,[],[4242],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[504],"",[],""
2026,864,1,"Xipocado","Xipocado","Xipocado","シポカド","지포카도","Xipocado","Шипокадо","Xipocado","จีโปคาโด","賽匹卡托",[],[],[],"",[],3,"","",[],"","","",[4246],[],4246,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[512],"",[],""
2027,864,2,"Blood Medallions","Médaillons de sang","Blutmedaillons","血のメダリオン","피의 메달리온","Medalhões de Sangue","Кровавые медальоны","Medallones de sangre","เหรียญตราโลหิต","血之聖徽",[],[],[],"",[],3,"","",[],"","","",[4247],[],4247,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[513],"",[],""
2028,864,3,"Atziri's Beauty","Beauté d'Atziri","Atziris Schönheit","アッツィリの美貌","앗지리의 아름다움","Beleza de Atziri","Красота Атзири","Belleza de Atziri","ความงามของอัถสิริ","阿茲里的美貌",[],[],[],"",[],3,"","",[],"","","",[4248],[4246],4248,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[514],"",[],""
2029,864,4,"The Shifting Temple","Le Temple changeant","Der sich verändernde Tempel","変化する神殿","움직이는 사원","O Templo Inconstante","Меняющийся храм","El templo cambiante","วิหารที่ผันแปร","轉移神廟",[],[],[],"",[],3,"","",[],"","","",[4249],[4246],4249,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[515],"",[],""
2030,864,5,"The Cradle","Le Berceau","Die Wiege","揺籃","요람","O Berço","Колыбель","La cuna","แหล่งกำเนิด","搖籃",[],[],[],"",[],3,"","",[],"","","",[4250],[4249],4250,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[516],"",[],""
2031,864,6,"Studying the Beast","Étudier la Bête","Die Erforschung der Bestie","魔獣の研究","짐승 연구","Estudando a Fera","Изучение Зверя","Estudiar a la bestia","การศึกษาบีสต์","研究野獸",[],[],[],"",[],3,"","",[],"","","",[4251],[4250],4251,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[517],"",[],""
2032,864,7,"Gems","Gemmes","Gemmen","ジェム","젬","Gemas","Камни","Gemas","มณี","寶石",[],[],[],"",[],3,"","",[],"","","",[4252],[4251],4252,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[518],"",[],""
2033,864,8,"Fate of the Vaal","Destin des Vaal","Schicksal der Vaal","ヴァールの運命","바알의 운명","Destino dos Vaal","Судьба ваал","Destino de los vaal","ชะตาแห่งวาล์","瓦爾命運",[1088],[],[],"",[],3,"","",[],"","","",[4253],[],4253,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[519],"",[],""
2034,864,9,"The Red Communion","La Communion rouge","Die Rote Vereinigung","赤き交感","붉은 성찬식","A Comunhão Vermelha","Красное Причастие","La comunión roja","พิธีรวมวิญญาณแดง","緋紅聖餐",[],[],[],"",[],3,"","",[],"","","",[4254],[4253],4254,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[520],"",[],""
2035,864,10,"The Demon of Atzoatl","Le Démon d'Atzoatl","Der Dämon von Atzoatl","アッツォアトルの悪魔","앗조아틀의 악마","O Demônio de Atzoatl","Демон Ацоатля","El demonio de Atzoatl","อสุรกายแห่งแอ็ทโซแอทล์","阿茲瓦特之魔",[],[],[],"",[],3,"","",[],"","","",[4255],[4254],4255,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[521],"",[],""
2036,865,0,"Solar Nexus","Nexus solaire","Solarnexus","太陽の中心","태양의 연결부","Nexus Solar","Ядро солнца","Nexo solar","ศูนย์กลางแสงตะวัน","日耀匯流之間",[],[],[],"",[],3,"","",[],"","","",[4243],[],4243,[],[4243],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[505],"",[],""
2037,865,1,"Xipocado","Xipocado","Xipocado","シポカド","지포카도","Xipocado","Шипокадо","Xipocado","จีโปคาโด","賽匹卡托",[],[],[],"",[],3,"","",[],"","","",[4246],[],4246,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[512],"",[],""
2038,865,2,"Blood Medallions","Médaillons de sang","Blutmedaillons","血のメダリオン","피의 메달리온","Medalhões de Sangue","Кровавые медальоны","Medallones de sangre","เหรียญตราโลหิต","血之聖徽",[],[],[],"",[],3,"","",[],"","","",[4247],[],4247,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[513],"",[],""
2039,865,3,"Atziri's Beauty","Beauté d'Atziri","Atziris Schönheit","アッツィリの美貌","앗지리의 아름다움","Beleza de Atziri","Красота Атзири","Belleza de Atziri","ความงามของอัถสิริ","阿茲里的美貌",[],[],[],"",[],3,"","",[],"","","",[4248],[4246],4248,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[514],"",[],""
2040,865,4,"The Shifting Temple","Le Temple changeant","Der sich verändernde Tempel","変化する神殿","움직이는 사원","O Templo Inconstante","Меняющийся храм","El templo cambiante","วิหารที่ผันแปร","轉移神廟",[],[],[],"",[],3,"","",[],"","","",[4249],[4246],4249,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[515],"",[],""
2041,865,5,"The Cradle","Le Berceau","Die Wiege","揺籃","요람","O Berço","Колыбель","La cuna","แหล่งกำเนิด","搖籃",[],[],[],"",[],3,"","",[],"","","",[4250],[4249],4250,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[516],"",[],""
2042,865,6,"Studying the Beast","Étudier la Bête","Die Erforschung der Bestie","魔獣の研究","짐승 연구","Estudando a Fera","Изучение Зверя","Estudiar a la bestia","การศึกษาบีสต์","研究野獸",[],[],[],"",[],3,"","",[],"","","",[4251],[4250],4251,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[517],"",[],""
2043,865,7,"Gems","Gemmes","Gemmen","ジェム","젬","Gemas","Камни","Gemas","มณี","寶石",[],[],[],"",[],3,"","",[],"","","",[4252],[4251],4252,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[518],"",[],""
2044,865,8,"Fate of the Vaal","Destin des Vaal","Schicksal der Vaal","ヴァールの運命","바알의 운명","Destino dos Vaal","Судьба ваал","Destino de los vaal","ชะตาแห่งวาล์","瓦爾命運",[1088],[],[],"",[],3,"","",[],"","","",[4253],[],4253,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[519],"",[],""
2045,865,9,"The Red Communion","La Communion rouge","Die Rote Vereinigung","赤き交感","붉은 성찬식","A Comunhão Vermelha","Красное Причастие","La comunión roja","พิธีรวมวิญญาณแดง","緋紅聖餐",[],[],[],"",[],3,"","",[],"","","",[4254],[4253],4254,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[520],"",[],""
2046,865,10,"The Demon of Atzoatl","Le Démon d'Atzoatl","Der Dämon von Atzoatl","アッツォアトルの悪魔","앗조아틀의 악마","O Demônio de Atzoatl","Демон Ацоатля","El demonio de Atzoatl","อสุรกายแห่งแอ็ทโซแอทล์","阿茲瓦特之魔",[],[],[],"",[],3,"","",[],"","","",[4255],[4254],4255,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[521],"",[],""
2047,866,0,"Grand Phylactory","Grand phylactère","Große Phylactorie","大いなる魂壺","대성구실","Filactério Maior","Главный филакторий","Gran filacteria","มหาเพชรวิญญาณ","至大魂器庫",[],[],[],"",[],3,"","",[],"","","",[4244],[],4244,[],[4244],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[506],"",[],""
2048,866,1,"Xipocado","Xipocado","Xipocado","シポカド","지포카도","Xipocado","Шипокадо","Xipocado","จีโปคาโด","賽匹卡托",[],[],[],"",[],3,"","",[],"","","",[4246],[],4246,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[512],"",[],""
2049,866,2,"Blood Medallions","Médaillons de sang","Blutmedaillons","血のメダリオン","피의 메달리온","Medalhões de Sangue","Кровавые медальоны","Medallones de sangre","เหรียญตราโลหิต","血之聖徽",[],[],[],"",[],3,"","",[],"","","",[4247],[],4247,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[513],"",[],""
2050,866,3,"Atziri's Beauty","Beauté d'Atziri","Atziris Schönheit","アッツィリの美貌","앗지리의 아름다움","Beleza de Atziri","Красота Атзири","Belleza de Atziri","ความงามของอัถสิริ","阿茲里的美貌",[],[],[],"",[],3,"","",[],"","","",[4248],[4246],4248,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[514],"",[],""
2051,866,4,"The Shifting Temple","Le Temple changeant","Der sich verändernde Tempel","変化する神殿","움직이는 사원","O Templo Inconstante","Меняющийся храм","El templo cambiante","วิหารที่ผันแปร","轉移神廟",[],[],[],"",[],3,"","",[],"","","",[4249],[4246],4249,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[515],"",[],""
2052,866,5,"The Cradle","Le Berceau","Die Wiege","揺籃","요람","O Berço","Колыбель","La cuna","แหล่งกำเนิด","搖籃",[],[],[],"",[],3,"","",[],"","","",[4250],[4249],4250,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[516],"",[],""
2053,866,6,"Studying the Beast","Étudier la Bête","Die Erforschung der Bestie","魔獣の研究","짐승 연구","Estudando a Fera","Изучение Зверя","Estudiar a la bestia","การศึกษาบีสต์","研究野獸",[],[],[],"",[],3,"","",[],"","","",[4251],[4250],4251,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[517],"",[],""
2054,866,7,"Gems","Gemmes","Gemmen","ジェム","젬","Gemas","Камни","Gemas","มณี","寶石",[],[],[],"",[],3,"","",[],"","","",[4252],[4251],4252,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[518],"",[],""
2055,866,8,"Fate of the Vaal","Destin des Vaal","Schicksal der Vaal","ヴァールの運命","바알의 운명","Destino dos Vaal","Судьба ваал","Destino de los vaal","ชะตาแห่งวาล์","瓦爾命運",[1088],[],[],"",[],3,"","",[],"","","",[4253],[],4253,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[519],"",[],""
2056,866,9,"The Red Communion","La Communion rouge","Die Rote Vereinigung","赤き交感","붉은 성찬식","A Comunhão Vermelha","Красное Причастие","La comunión roja","พิธีรวมวิญญาณแดง","緋紅聖餐",[],[],[],"",[],3,"","",[],"","","",[4254],[4253],4254,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[520],"",[],""
2057,866,10,"The Demon of Atzoatl","Le Démon d'Atzoatl","Der Dämon von Atzoatl","アッツォアトルの悪魔","앗조아틀의 악마","O Demônio de Atzoatl","Демон Ацоатля","El demonio de Atzoatl","อสุรกายแห่งแอ็ทโซแอทล์","阿茲瓦特之魔",[],[],[],"",[],3,"","",[],"","","",[4255],[4254],4255,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[521],"",[],""
2058,894,0,"Disloyalty","Déloyauté","Treulosigkeit","忠誠の欠如","불충","Deslealdade","Неверность","Deslealtad","ความไม่ภักดี","不忠",[],[],[1182],"",[72],3,"",72,[21095],"","",1,[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],1,[],""
2059,895,0,"The Perfect Design","La Conception parfaite","Die perfekte Gestaltung","完璧なデザイン","완벽한 설계","O Plano Perfeito","Совершенная конструкция","El diseño perfecto","แบบแผนไร้ที่ติ","完美設計",[],[],[1183],"",[72],3,"",72,[21096],"","",1,[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],1,[],""
2060,896,0,"The Forever Queen","La Reine éternelle","Die ewige Königin","永遠の女王","영원한 여왕","A Rainha Eterna","Вечная царица","La reina eterna","ราชินีชั่วกาล","永恆女王",[],[],[1184],"",[72],3,"",72,[21097],"","",1,[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],1,[],""
2061,899,0,"Atziri's Glory","Gloire d'Atziri","Atziris Ruhm","アッツィリの栄光","앗지리의 영광","Glória de Atziri","Слава Атзири","Gloria de Atziri","ความเกรียงไกรของอัถสิริ","阿茲里的榮耀",[],[],[1188],"",[72],3,"",72,[21149],"","",1,[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],1,[],""
2062,900,0,"Crumbling Plaque","Plaque croulante","Zerbröckelnde Tafel","崩れかけた石板","허물어지는 명판","Placa Arruinada","Рассыпающаяся плита","Placa deteriorada","แผ่นจารึกผุพัง","破碎銘板",[],[],[1189],"",[72],3,"",72,[21150],"","",1,[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],1,[],""
2063,880,0,"Doryani's Instructions","Instructions de Doryani","Doryanis Anweisungen","ドリヤニの説明書き","도리아니의 지시","Instruções de Doryani","Инструкции Дориани","Instrucciones de Doryani","คำชี้แนะของดอร์ยานี","多里亞尼的指示",[922],[],[],"",[],3,"","",[],"","","",[731],[],731,[],[731],"","",[],"","","",426,57,[],57,"",0,"",1,0,"",[496],"",[],""
2064,880,1,"Doryani's Instructions","Instructions de Doryani","Doryanis Anweisungen","ドリヤニの説明書き","도리아니의 지시","Instruções de Doryani","Инструкции Дориани","Instrucciones de Doryani","คำชี้แนะของดอร์ยานี","多里亞尼的指示",[922],[],[],"",[],3,"","",[],"","","",[4260],[],4260,[],[4260],"","",[],"","","",426,57,[],57,"",0,"",1,0,"",[534],"",[],""
2065,880,2,"Open the Console","Ouvrir la Console","Öffnet die Konsole","制御盤を開く","콘솔 열기","Abrir o Terminal","Открыть пульт","Abrir la consola","เปิดแผงควบคุม","開啟主控台",[922],[],[],"",[],3,"",72,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[497],"",[],""
2066,880,3,"No Path","Aucun chemin","Kein Weg","通り道がない","길 없음","Sem Caminho","Нет пути","Sin camino","ไร้เส้นทาง","無路徑",[922],[],[],"",[],3,"",72,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[498],"",[],""
2067,860,0,"Lira Vaal","Lira Vaal","Lira Vaal","リラ・ヴァール","리라 바알","Lira Vaal","Лира ваал","Lira vaal","ลีร่า วาล์","里拉．瓦爾",[],[],[930],"triggerer.FinishNPCChat(); globals.hub_transformation_controller.StartStateTimer( dialog, 0.3 ); globals.doryani_hub.CallOnClient( intro_completed );",[930],6,"",930,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[494],"",[],""
2068,860,1,"The Mission","La Mission","Die Mission","使命","임무","A Missão","Задача","La misión","ภารกิจ","使命",[930],[],[1185],"",[1185],6,"",1185,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[495],"",[],""
2069,860,2,"Xipocado","Xipocado","Xipocado","シポカド","지포카도","Xipocado","Шипокадо","Xipocado","จีโปคาโด","賽匹卡托",[],[],[],"",[],3,"","",[],"","","",[4246],[],4246,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[512],"",[],""
2070,860,3,"Blood Medallions","Médaillons de sang","Blutmedaillons","血のメダリオン","피의 메달리온","Medalhões de Sangue","Кровавые медальоны","Medallones de sangre","เหรียญตราโลหิต","血之聖徽",[],[],[],"",[],3,"","",[],"","","",[4247],[],4247,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[513],"",[],""
2071,860,4,"Atziri's Beauty","Beauté d'Atziri","Atziris Schönheit","アッツィリの美貌","앗지리의 아름다움","Beleza de Atziri","Красота Атзири","Belleza de Atziri","ความงามของอัถสิริ","阿茲里的美貌",[],[],[],"",[],3,"","",[],"","","",[4248],[4246],4248,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[514],"",[],""
2072,860,5,"The Shifting Temple","Le Temple changeant","Der sich verändernde Tempel","変化する神殿","움직이는 사원","O Templo Inconstante","Меняющийся храм","El templo cambiante","วิหารที่ผันแปร","轉移神廟",[],[],[],"",[],3,"","",[],"","","",[4249],[4246],4249,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[515],"",[],""
2073,860,6,"The Cradle","Le Berceau","Die Wiege","揺籃","요람","O Berço","Колыбель","La cuna","แหล่งกำเนิด","搖籃",[],[],[],"",[],3,"","",[],"","","",[4250],[4249],4250,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[516],"",[],""
2074,860,7,"Studying the Beast","Étudier la Bête","Die Erforschung der Bestie","魔獣の研究","짐승 연구","Estudando a Fera","Изучение Зверя","Estudiar a la bestia","การศึกษาบีสต์","研究野獸",[],[],[],"",[],3,"","",[],"","","",[4251],[4250],4251,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[517],"",[],""
2075,860,8,"Gems","Gemmes","Gemmen","ジェム","젬","Gemas","Камни","Gemas","มณี","寶石",[],[],[],"",[],3,"","",[],"","","",[4252],[4251],4252,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[518],"",[],""
2076,860,9,"Fate of the Vaal","Destin des Vaal","Schicksal der Vaal","ヴァールの運命","바알의 운명","Destino dos Vaal","Судьба ваал","Destino de los vaal","ชะตาแห่งวาล์","瓦爾的命運",[1088],[],[],"",[],3,"","",[],"","","",[4253],[],4253,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[519],"",[],""
2077,860,10,"The Red Communion","La Communion rouge","Die Rote Vereinigung","赤き交感","붉은 성찬식","A Comunhão Vermelha","Красное Причастие","La comunión roja","พิธีรวมวิญญาณแดง","緋紅聖餐",[],[],[],"",[],3,"","",[],"","","",[4254],[4253],4254,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[520],"",[],""
2078,860,11,"The Demon of Atzoatl","Le Démon d'Atzoatl","Der Dämon von Atzoatl","アッツォアトルの悪魔","앗조아틀의 악마","O Demônio de Atzoatl","Демон Ацоатля","El demonio de Atzoatl","อสุรกายแห่งแอ็ทโซแอทล์","阿茲瓦特之魔",[],[],[],"",[],3,"","",[],"","","",[4255],[4254],4255,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[521],"",[],""
2079,860,12,"Foolish Failure","Échec insensé","Tollkühnes Versagen","愚かな過ち","어리석은 실패","Fracasso Bobo","Глупая неудача","Fracaso tonto","ความล้มเหลวแสนเขลา","愚蠢的失敗",[1217],[1216],[],"",[],6,"","",[],"","","",[4261],[],4261,[],[4261],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[499],"",[],""
2080,860,13,"The Access Chamber","La Chambre d'accès","Das Vorzimmer","連絡通路","전실","A Câmara de Acesso","Приёмная","La cámara de acceso","ห้องเปิดทาง","皇家通道室",[1216],[],[],"",[],6,"","",[],"","","",[4262],[],4262,[4262],[4262],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[500],"",[],""
2081,860,14,"Identify Items","Identifier les objets","Gegenstände identifizieren","アイテム鑑定","아이템 식별하기","Identificar Itens","Опознать предметы","Identificar objetos","ตรวจสอบไอเทม","鑑定物品",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});",[],28,"",72,[],"","","",[],[],4839,[],[],"","",[1],"","",0,"",57,[],57,"",0,"",1,0,"",[],"",[],""
2082,906,0,"Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙",[],[],[1211],"triggerer.FinishNPCChat();  SetStateTo(depart, 1); Delay( 3.4, { triggerer.SetQuestFlag( AoifeHide ); } );",[1211],6,"",1211,[],"Delay( 4, { SetGlobalAudioParam( MusicInterlude, 1 ); } );","","",[],[],4839,[],[],"","",[],"","","","",57,[11],57,"",0,"",1,0,"",[522],"",[],""
2083,907,0,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Presentación","แนะนำตัว","介紹",[],[],[1679],"triggerer.SetSessionQuestFlag( EndgameRitualAoifeIntroductionSeen ); globals.ritual_interactable.DirtyStateMachine(); \r\nDirtyStateMachine(); triggerer.FinishNPCChat();",[1321],6,"",1321,[],"triggerer.SetGlobalAudioParam( MusicInterlude, 2 );","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[856],"",[],""
2084,907,1,"Caer Tarth","Caer Tarth","Caer Tarth","カイル・タルス","캐어 타르스","Caer Tarth","Каэр Тарт","Caer Tarth","เคียร์ ทาร์ธ","凱爾塔斯",[],[],[1338],"triggerer.FinishNPCChat(); triggerer.RevealAtlasNode( MapUberBoss_Ritual, 6, true );",[1338],6,"",1338,[],"SuspendAtlasInput(); OpenAtlas( MapUberBoss_Ritual, 48 ); \r\nDelayIgnoringPause( 0.1, { RequestAtlasTalk( AoifeEG_AfterFirstRitualP2, MapUberBoss_Ritual ); } );\r\ntriggerer.PlayInterlude( 'Audio/Music/Endgame/Leagues/Ritual/Stingers/CaerTarthAtlas', 0.5 );","","",[4349],[],4349,[4349],[4349],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[858],"",[],""
2085,907,2,"Caer Tarth","Caer Tarth","Caer Tarth","カイル・タルス","캐어 타르스","Caer Tarth","Каэр Тарт","Caer Tarth","เคียร์ ทาร์ธ","凱爾塔斯",[],[],[],"globals.ritual_interactable.DirtyStateMachine(); DirtyStateMachine(); triggerer.FinishNPCChat();",[],37,"","",[],"SuspendAtlasInput( false ); CloseOpenScreen();","","",[235],[4349],235,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[859],"",[],""
2086,910,0,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Presentación","แนะนำตัว","介紹",[],[],[],"globals.ritual_interactable.DirtyStateMachine(); triggerer.FinishNPCChat(); SetStateTo( ghosting, 1 ); IfLeagueQuestFlagSet( triggerer, AiofeGhostRitualHubSeen, (){  }, (){ globals.AoifeEntranceGhost.CallOnClient( hub_intro, triggerer );} ); triggerer.SetLeagueQuestFlag( AiofeGhostRitualHubSeen );",[],6,"","",[],"triggerer.SetGlobalAudioParam( MusicInterlude, 2 );","","",[4369],[],4369,[],[4369],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[857],"",[],""
2087,908,0,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Presentación","แนะนำตัว","介紹",[],[],[],"",[],6,"","",[],"","","",[4351],[],4351,[],[4351],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[860],"",[],""
2088,908,1,"Crux of Nothingness","Cœur du Rien","Kern des Nichts","無の中核","허무의 핵심","Cerne do Nada","Суть небытия","El quid de la nada","รากฐานความว่างเปล่า","無量困境",[],[],[],"triggerer.RevealAtlasNode( RitualLeagueBoss, 6, true ); triggerer.FinishNPCChat();",[],6,"","",[],"SuspendAtlasInput(); LoadAtlas( RitualLeagueBoss, 48 );\r\nDelayIgnoringPause( 0.1, { RequestAtlasTalk( AoifeEG_AfterTributeP2, RitualLeagueBoss ); } );\r\ntriggerer.PlayInterlude( 'Audio/Music/Endgame/Leagues/Ritual/Stingers/AoifeAtlas', 0.5 );","","",[4358],[234],4358,[4358],[4358],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[861],"",[],""
2089,908,2,"[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2",[],[],[],"SetStateTo(regicide_time, 1);\r\nDirtyStateMachine();\r\nFinishNPCChat();",[],37,"","",[]," SuspendAtlasInput( false );","","",[187],[],187,[],[187],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[862],"",[],""
2090,908,3,"[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","ボダック","[DNT]  Crux of Nothingness 2","O Bodach","[DNT]  Crux of Nothingness 2","[DNT]  Crux of Nothingness 2","โบดัค","[DNT]  Crux of Nothingness 2",[],[],[],"triggerer.SetLeagueQuestFlag( RitualAoifeCruxOfNothingnessRevealed );",[],37,"","",[],"SuspendAtlasInput( false ); CloseOpenScreen(); DelayIgnoringPause( 0.5, { globals.ritual_npc.Call( kitm_callout, triggerer ); } );","","",[],[4358],1,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[863],"",[],""
2091,908,4,"The Bodach","Le Bodach","Der Bodach","ボダック","보닥","O Bodach","Бодах","El Bodach","โบดัค","博德克",[1331],[],[],"triggerer.FinishNPCChat();  SetStateTo(depart, 1); Delay( 3.4, { triggerer.SetQuestFlag( AoifeHide ); } );",[],6,"","",[],"triggerer.SetGlobalAudioParam( MusicInterlude, 2 );","","",[4479],[4138],4479,[],[4479],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[864],"",[],""
