"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasNodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","AudioEvent","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","IsFree","bool_342","UnlockedBy","VisibleForAscendancy","bool_375","NodeFrameArt","bool_392","i32_393","bool_397","BrequelTree","i32_414","bool_418","StatValue6","StatValue7","i32_427","i32_431","rid_435","i32_451","QuestFlag","Requirement"
9084,"AtlasNormalMapsWithRitual5","",[],0,0,0,0,6444,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9085,"AtlasNormalMapsWithRitual6","",[],0,0,0,0,31030,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9086,"AtlasNormalMapsWithRitual7","",[],0,0,0,0,12984,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9087,"AtlasNormalMapsWithRitual8","",[],0,0,0,0,4104,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9088,"AtlasNormalMapsWithRitual9","",[],0,0,0,0,30128,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9089,"AtlasNormalMapsWithRitual10","",[],0,0,0,0,48400,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9090,"AtlasNormalMapsWithDelirium1","",[],0,0,0,0,27098,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9091,"AtlasNormalMapsWithDelirium2","",[],0,0,0,0,8941,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9092,"AtlasNormalMapsWithDelirium3_","",[],0,0,0,0,24968,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9093,"AtlasNormalMapsWithDelirium4","",[],0,0,0,0,47011,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9094,"AtlasNormalMapsWithDelirium5","",[],0,0,0,0,42722,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9095,"AtlasNormalMapsWithDelirium6","",[],0,0,0,0,6145,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9096,"AtlasNormalMapsWithDelirium7___","",[],0,0,0,0,26846,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9097,"AtlasNormalMapsWithDelirium8","",[],0,0,0,0,37167,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9098,"AtlasNormalMapsWithDelirium9","",[],0,0,0,0,21510,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9099,"AtlasNormalMapsWithDelirium10","",[],0,0,0,0,55113,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9100,"AtlasNormalMapsWithIncursion1_","",[],0,0,0,0,13745,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9101,"AtlasNormalMapsWithIncursion2","",[],0,0,0,0,19652,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9102,"AtlasNormalMapsWithIncursion3","",[],0,0,0,0,22347,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9103,"AtlasNormalMapsWithIncursion4","",[],0,0,0,0,3632,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9104,"AtlasNormalMapsWithIncursion5","",[],0,0,0,0,33511,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9105,"AtlasNormalMapsWithIncursion6","",[],0,0,0,0,53235,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9106,"AtlasNormalMapsWithIncursion7_","",[],0,0,0,0,22573,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9107,"AtlasNormalMapsWithIncursion8","",[],0,0,0,0,15384,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9108,"AtlasNormalMapsWithIncursion9","",[],0,0,0,0,27345,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9109,"AtlasNormalMapsWithIncursion10","",[],0,0,0,0,44438,"[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map","[DNT] Random Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9110,"AtlasNoMapOnlyMountain1","",[],0,0,0,0,27898,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9111,"AtlasNoMapOnlyMountain2","",[],0,0,0,0,59172,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9112,"AtlasNoMapOnlyMountain3","",[],0,0,0,0,36078,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9113,"AtlasNoMapOnlyMountain4","",[],0,0,0,0,25657,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9114,"AtlasNoMapOnlyMountain5","",[],0,0,0,0,35969,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9115,"AtlasNoMapOnlyMountain6","",[],0,0,0,0,47246,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9116,"AtlasNoMapOnlyMountain7","",[],0,0,0,0,41092,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9117,"AtlasNoMapOnlyMountain8","",[],0,0,0,0,8581,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9118,"AtlasNoMapOnlyMountain9__","",[],0,0,0,0,44276,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9119,"AtlasNoMapOnlyMountain10","",[],0,0,0,0,55701,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9120,"AtlasNoMapOnlyMountain11_","",[],0,0,0,0,1636,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9121,"AtlasNoMapOnlyMountain12","",[],0,0,0,0,37734,"[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome","[DNT] Mountain Biome",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,1,0,0,0,0,"",0,"",""
9122,"AtlasLeagueRitualEndgameMapKing","Art/2DArt/SkillIcons/passives/AtlasTrees/Ritual.dds",[],0,0,0,0,17547,"[DNT] King in the Mists","[DNT] King in the Mists","[DNT] King in the Mists","[DNT] King in the Mists","[DNT] King in the Mists","[DNT] King in the Mists","[DNT] King in the Mists","[DNT] King in the Mists","[DNT] King in the Mists","[DNT] King in the Mists",[],1,"","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9123,"AtlasLeagueRitualOuterForest1","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,32181,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9124,"AtlasLeagueRitualOuterForest2","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,59448,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9125,"AtlasLeagueRitualOuterForest3","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,41142,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9126,"AtlasLeagueRitualOuterForest4","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,10292,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9127,"AtlasLeagueRitualOuterForest5","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,54268,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9128,"AtlasLeagueRitualOuterForest6","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,37916,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9129,"AtlasLeagueRitualOuterForest7","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,18590,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9130,"AtlasLeagueRitualOuterForest8","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,59769,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9131,"AtlasLeagueRitualOuterForest9","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,17441,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
9132,"AtlasLeagueRitualOuterForest10","Art/2DArt/SkillIcons/passives/AtlasTrees/RitualReduceRerollCost.dds",[],0,0,0,0,53254,"[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map","[DNT] Outer Forest Map",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
