"rownum","Id","TargetCharacter","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","OGGFiles","NPC1","rid_64","TargetCharacters","i32_96","i32_100","[rid]_104","NPC2","NPC3","QuestFlag1","QuestFlag2","QuestFlag3","QuestFlag4","QuestFlag5","Video","Script"
8889,"Farrow_OnTreeOfSoulsGossip_A1","","Who'd have thought this tree would have such hidden secrets?","Qui aurait pu penser que cet arbre pouvait cacher de tels secrets ?","Wär hätte gedacht, dass dieser Baum solche Geheimnisse verbirgt? ","この木の下にそんな秘密があると誰が思っただろう？ ","누가 이 나무에 이런 비밀이 숨어 있을 줄 알았겠어?","Quem imaginaria que essa árvore escondia tais segredos?","Кто бы мог подумать, что это дерево скрывает столько секретов?","¿Quién hubiese pensado que este árbol tendría tantos secretos?","ใครจะคิดว่าต้นนี้จะเก็บความลับแบบนี้อยู่?","誰能想到這棵樹下竟然藏著這樣的祕密？","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_41_01.ogg""]","[180,197,198]","",[],0,100,[],[],[],[],[],[],[],[],"",""
8890,"Farrow_OnTreeOfSoulsGossip_A2_Str4b",6,"Even those of us in Ogham didn't know the tree's true nature. I suppose this was the source of its power all along.","Même les habitants d'Ogham ne connaissaient pas la véritable nature de l'arbre. Je suppose que c'était la source de son pouvoir depuis le début.","Selbst wir in Ogham wussten nichts von der wahren Natur des Baumes. Ich denke, dies war die ganze Zeit über die Quelle seiner Macht.","オガムに住んでいた俺たちでさえこの木の本質を知らなかった。きっと最初からこれが力の源だったんだろう。 ","오검에 사는 우리도 나무의 정체를 몰랐어. 아마 이것이 그 힘의 근원이었겠지.","Nem o pessoal de Ogham sabia o que essa árvore realmente era. Acho que isso sempre foi a fonte do poder dela.","Даже местные не знали об истинной природе этого дерева. Похоже, всё это время здесь и был источник его силы.","Ni siquiera nosotros, en Ogham, sabíamos de la verdadera naturaleza del árbol. Supongo que esta siempre fue la fuente de su poder.","พวกเราที่อยู่ในอ็อกแฮมยังไม่รู้จักธาตุแท้ของต้นนี้ด้วยซ้ำ คงจะเป็นที่มาของพลังของมันมาโดยตลอด​","即使是我們這些在奧格姆的人，也不知道這棵樹的真面目。我想這就是它力量的源頭。","[""Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Convo/Warrior_Farrow_Convo_Exp2_32_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8891,"Farrow_OnTreeOfSoulsGossip_A2_Int4",1,"Well, they <i>{do} call it the Tree of Souls... though I suppose even the locals were ignorant as to where its power came from.","En même temps, ils l'appellent <i>{bien} l'Arbre des âmes… même si j'imagine que les gens du coin ignoraient d'où il tirait son pouvoir.","Nun, sie <i>{nennen} ihn schließlich den Baum der Seelen ... auch wenn ich glaube, dass selbst die Einheimischen keine Ahnung von der Quelle seiner Macht hatten.","『魂の木』という名は伊達じゃないのね……この辺りの人たちもその力がどこから来ているのかは知らなかったでしょうけど。 ","사람들이 이 나무를 영혼의 나무라 <i>{부르긴} 하지... 현지인들도 그 힘이 어디서 오는지는 몰랐던 모양이지만.","Bom, ela <i>{é} conhecida como Árvore das Almas... mas parece que nem os nativos sabiam a origem do poder dela.","Ну, <i>{не зря} же его прозвали Деревом Душ... Хотя, полагаю, даже местные не подозревали, откуда действительно исходила его сила.","Bueno, el <i>{nombre} es Árbol de las almas... aunque supongo que hasta los lugareños desconocían de dónde provenía su poder.","พวกมัน<i>{เรียก}ว่าเป็นต้นตรึงวิญญาณ... แต่คนท้องถิ่นคงไม่รู้ว่าพลังของมันมาจากไหนกัน​","嗯，他們<i>{確實}稱它為攝魂之樹……雖然我猜連當地人都不知道它的力量從何而來。","[""Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Convo/Witch_Farrow_Convo_Exp2_31_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8892,"Farrow_OnTreeOfSoulsGossip_A2_Int4b",7,"Yes... though I sensed its power, I knew not where it came from. I suppose we've answered that mystery.","Oui… Bien que j'aie perçu sa puissance, je ne savais pas d'où elle venait. Je suppose que nous avons résolu ce mystère.","Ja ... auch wenn ich seine Macht spürte, wusste ich nicht, woher sie stammte. Ich würde sagen, dass wir dieses Rätsel gelöst haben. ","ああ……私もその力は感じたが、その源まではわからなかった。その謎は解けたようだな。 ","그러게 말이야... 그 힘은 느껴지긴 했지만, 힘이 어디서 나오는지는 몰랐어. 우리가 그 수수께끼를 푼 것 같군.","Sim... eu sentia o poder, mas não sabia de onde vinha. Acho que resolvemos esse mistério.","Да... Я хоть и чувствовала его силу, но всё равно не могла понять, откуда она исходит. Похоже, мы нашли ответ на эту загадку.","Sí... aunque sentí su poder, no sabía de dónde provenía. Supongo que hemos resuelto el misterio.","ใช่... แม้ข้าจะสัมผัสถึงพลังของมัน ข้าก็ไม่รู้ว่ามันมาจากไหน เราคงไขปริศนานั้นได้แล้วละ​","是的……雖然我能感覺到它的力量，但我不知道它源自何處。我想我們已經揭開了這個謎團。\r\n\r\n\r\n\r\n<i>{}女術士:<i>{} 是的……雖然我能感覺到它的力量，但我不知道它源自何處。我想我們已經揭開了這個謎團。</div></div>","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Farrow_Convo_Exp2_30_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8893,"Farrow_OnTreeOfSoulsGossip_A2_Dex4",2,"Not me – and I have lived my whole life in this wood.","Je ne le savais pas… et j'ai vécu toute ma vie dans ces bois.","Ich nicht — und ich habe mein ganzes Leben in diesem Wald verbracht.","私は思わなかったわ……ずっとこの森で暮らしてきたのに。","난 몰랐어. 평생 이 숲에 살았는데도 말이야.","Eu não, e olha que passei a vida toda nessa mata.","Я уж точно нет — а я в этом лесу всю жизнь провела.","Yo no, y he vivido toda mi vida en este bosque.","ข้าไม่คิด ทั้งที่อยู่ในป่านี้มาตลอดชีวิต","我也不知道——而我這輩子都住在這片森林裡。","[""Audio/Dialogue/4.0/Characters/Dex/Ranger/Ranger_Convo/Ranger_Farrow_Convo_Exp2_32_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8894,"Farrow_OnTreeOfSoulsGossip_A2>Dex4_a1","","To think its power could have gone undetected for so long...","Quand on pense qu'une telle puissance a pu passer inaperçue tout ce temps…","Sich vorzustellen, dass seine Macht so lange unentdeckt bleiben konnte ...","この力がそんなに長い間誰にも気づかれなかったなんて……","그 힘을 그렇게 오랫동안 아무도 몰랐다니...","Pensar que o poder disso passou despercebido por tanto tempo...","Подумать только. Чтобы такая сила так долго оставалась незамеченной...","Y pensar que su poder ha pasado inadvertido durante tanto tiempo...","เหลือเชื่อ ไม่มีใครค้นพบพลังของมันมานานขนาดนี้...","想到它的力量竟然能隱藏這麼久而不被察覺……","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_41_02.ogg""]","[180,197,198]","",[2],0,100,[],[],[],[],[],[],[],[],"",""
8895,"Farrow_OnTreeOfSoulsGossip_A2>Dex4_a2",2,"We always knew there was <i>{something} special about this tree – we just didn't know what. <continue>I guess this was that 'something' all along.","Nous avons toujours su que cet arbre avait <i>{quelque chose} de spécial… nous ne savions simplement pas quoi. <continue>À mon avis, c'était ce « quelque chose » tout ce temps.","Wir haben immer gewusst, dass dieser Baum etwas <i>{Besonderes} war — wir wussten nur nicht, inwiefern.\r\n<continue>Ich schätze, dass das die ganze Zeit dieses \""etwas\"" war.","ずっとこの木は何かが特別だとはわかってたわ、それが何なのかはわからなかったけど。<continue>最初からこれがその「何か」だったってことね。","우리도 진작부터 이 나무가 <i>{왠지} 특별하다는 건 알았지. 무엇이 특별한지 몰랐을 뿐. <continue>이제 그 이유를 알게 됐네.","A gente sempre soube que tinha <i>{algo} especial nessa árvore, só não sabia o quê. <continue>Pelo visto, era isso desde o começo.","Мы всегда знали, что в этом дереве было <i>{что-то} особенное, но не могли понять что. <continue>Похоже, это и есть то самое «что-то».","Siempre supimos que este árbol tenía <i>{algo} especial, solo que no sabíamos qué era. <continue>Parece que \""esto\"" era lo que faltaba.","เรารู้มาตลอดว่าต้นนี้มี<i>{เรื่องวิเศษ}บางอย่าง เพียงแต่ไม่รู้ว่ามันคืออะไรกันแน่<continue>นี่คงเป็น 'เรื่องวิเศษ' ที่ว่ามาตลอดน่ะ","我們一直知道這棵樹有<i>{某些}特別之處——我們只是不知道是什麼。<continue>我猜那\""某些東西\""一直以來就是指這個。","[""Audio/Dialogue/4.0/Characters/Dex/Ranger/Ranger_Convo/Ranger_Farrow_Convo_Exp2_32_02.ogg"",""Audio/Dialogue/4.0/Characters/Dex/Ranger/Ranger_Convo/Ranger_Farrow_Convo_Exp2_32_03.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8896,"Farrow_OnTreeOfSoulsGossip_A2_Dex4b",8,"Could tell it were no normal tree... Suppose now we know the source of its power.","On pouvait voir que ce n'était pas un arbre normal… Je suppose que, désormais, on connaît la source de son pouvoir.","Ich wusste, dass er kein normaler Baum war ... Ich nehme an, wir kennen jetzt die Quelle seiner Macht.","ただの木じゃないってのはわかってたよ……これで力の源もわかったね。","평범한 나무는 아니라는 건 알았지만... 이제 그 힘의 근원을 알게 됐네.","Dava pra ver que não era uma árvore normal... Acho que agora a gente sabe de onde vem o poder dela.","А я сразу почувствовала, что с этим деревом что-то не то... Похоже, теперь мы знаем, откуда идёт его сила.","Había notado que no era un árbol normal... Supongo que ahora ya sabemos cuál es la fuente de su poder.","ข้าบอกได้ว่ามันมิใช่ต้นธรรมดา... บัดนี้เรารู้ที่มาของพลังมันแล้วแล","看得出來這不是棵普通的樹……我想我們現在知道它力量的來源了。","[""Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Convo/Huntress_Farrow_Convo_Exp2_32_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8897,"Farrow_OnTreeOfSoulsGossip_A2_StrDex4b",9,"And here I thought a tree was just a tree! Guess we know what makes this one so special.","Eh ben, dire que je pensais que cet arbre était juste un arbre ! J'imagine que maintenant, on sait ce qui le rend si spécial.","Und ich dachte immer, ein Baum sei nur ein Baum! Jetzt wissen wir wohl, was ihn so besonders macht.","ただの木だと思ってりゃあ！なんで特別なのかがわかったみてえだな。","난 나무는 그냥 나무라고 생각했는데! 이제 이 나무가 특별한 이유를 알게 됐네.","E eu achando que era só uma árvore! Acho que agora a gente sabe o que tem de especial nela.","А я-то думал, это, ну, дерево как дерево! Ну теперь хотя бы понятно, что в нём такого особенного.","¡Y yo que pensaba que era solo un árbol! Parece que ya sabemos qué lo vuelve tan especial.","ข้าคิดว่าต้นไม้นี่เป็นแค่ต้นไม้ธรรมดา! อย่างน้อยก็รู้แล้วว่าทำไมต้นนี้ถึงวิเศษนัก","我還以為樹就只是樹呢！看來我們知道是什麼讓這棵樹如此特別了。","[""Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Convo/Mercenary_Farrow_Convo_Exp2_31_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8898,"Farrow_OnTreeOfSoulsGossip_A2_DexInt4b",10,"The Tree of Souls holds many a mystery in its branches. It seems we've answered where its power came from.","L'Arbre des âmes cache de nombreux mystères dans ses branches. Il semblerait que nous avons découvert d'où il tirait son pouvoir.","Der Baum der Seelen trägt viele Geheimnisse in seinen Ästen. Es scheint, als hätten wir die Frage nach der Quelle seiner Macht beantwortet.","魂の木はその枝の間に多くの謎を隠している。その力の源については、解き明かされたようだ。","영혼의 나무는 가지에 많은 수수께끼를 품고 있지. 그 힘이 어디서 오는지를 이제 알게 된 것 같군.","A Árvore das Almas guarda muitos mistérios em seus galhos. Parece que descobrimos de onde vem o poder dela.","Дерево Душ скрывает в своих ветвях множество тайн. Похоже, мы узнали, откуда исходила его мощь.","El Árbol de las almas posee muchos misterios en sus ramas. Parece que hemos descubierto la fuente de su poder.","ต้นตรึงวิญญาณเก็บเรื่องลี้ลับไว้ในกิ่งก้านตั้งมากมาย เราอาจตอบได้แล้วว่าพลังของต้นนี้มาจากไหน","攝魂之樹在它的枝幹中隱藏著許多秘密。看來我們已經找到了它力量的源頭。","[""Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Convo/Monk_Farrow_Convo_Exp2_32_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8899,"Farrow_OnTreeOfSoulsGossip_A2_StrInt4b",11,"They dinnae call it the Tree o' Souls for nothin'... These runes must be the source of its power.","Ils ne l'appelaient pas l'Arbre des âmes pour rien… Ces runes doivent être la source de son pouvoir.","Sie ham' ihn nich' ohne Grund den \""Baum der Seel'n\"" genannt ... Diese Run'n müss'n die Quelle seiner Macht sein.","「魂の木」の名は伊達じゃないということじゃな……このルーンが力の源なのじゃろう。 ","사람들이 괜히 영혼의 나무라 하는 게 아니었군... 이 룬이 힘의 근원이었던 모양이야.","Não a chamam de Árvore das Almas à toa... Essas runas devem ser a fonte do poder dela.","Ну, не просто ж так его прозвали Деревом Душ... Видимо, от этих рун и исходит его сила.","No le llaman el Árbol de las almas por nada... Esas runas deben ser la fuente de su poder.","พวกเขาไม่ได้เรียกว่าต้นตรึงวิญญาณโดยไร้เหตุผล... มันย่อมได้รับพลังจากอักขระเหล่านี้เป็นแน่​","他們稱它為攝魂之樹不是沒道理的……這些符文肯定是它力量的源頭。","[""Audio/Dialogue/4.0/Characters/StrInt/Druid/Druid_Convo/Druid_Farrow_Convo_Exp2_31_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8900,"Farrow_OnTreeOfSoulsGossip_A2_StrDex4",3,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8901,"Farrow_OnTreeOfSoulsGossip_A2_DexInt4",4,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8902,"Farrow_OnTreeOfSoulsGossip_A2_StrInt4",5,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8903,"Farrow_OnTreeOfSoulsGossip_A2_Str4",0,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8904,"Farrow_OnTreeOfSoulsGossip_B1","","Most likely. Though I'm still not entirely sure what <i>{that} is.","Tout à fait. Bien que je ne sois pas complètement sûr de savoir ce que <i>{c'est}.","Höchstwahrscheinlich. Auch wenn ich mir noch nicht sicher bin, was <i>{das} ist.","だろうな。それが何なのかまだよくわかってねえが。","아마 그렇겠지. 그래도 <i>{그게} 정확히 뭔지는 아직도 잘 모르겠어.","É bem provável. Mas ainda não sei direito o que é <i>{isso}.","Скорее всего. Я, правда, до сих пор не уверен, что это такое.","Es lo más probable. Aunque no estoy seguro de qué es <i>{eso}.","ก็เป็นไปได้ แต่ข้าก็ยังไม่มั่นใจว่า<i>{มัน}คืออะไรกันแน่","極有可能。雖然我還是不太確定<i>{那東西}究竟是什麼。","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_41_03.ogg""]","[180,197,198]","",[],0,100,[],[],[],[],[],[],[],[],"",""
8905,"Farrow_OnGreatForge_A1_Str4b",6,"What do you make of this forge?","Que pensez-vous de cette forge ?","Was haltet Ihr von dieser Schmiede?","この鍛冶場についてどう思う？ ","이 용광로가 뭐라고 생각해?","O que você acha dessa forja?","Что думаешь об этой кузнице?","¿Qué piensas de esta forja?","เจ้าคิดยังไงกับโรงหลอมแห่งนี้ล่ะ?​","你對這座鍛造爐有什麼看法？","[""Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Convo/Warrior_Farrow_Convo_Exp2_33_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8906,"Farrow_OnGreatForge_A1_Int4",1,"Well now... any thoughts?","Alors… un avis ?","Nun ... fällt Euch etwas ein?","あらあら……どう思う？ ","자... 짚이는 것 있어?","Olha só... Algum comentário?","Что думаешь?","Bueno... ¿qué me dices?","เอาละ... มีความเห็นอะไรไหม?​","嗯……有什麼想法嗎？","[""Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Convo/Witch_Farrow_Convo_Exp2_32_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8907,"Farrow_OnGreatForge_A1_Int4b",7,"What can we learn from this place?","Que pouvons-nous apprendre de cet endroit ?","Was können wir von diesem Ort lernen? ","この場所から何かわかることはあるか？ ","여기서 뭘 알아낼 수 있지?","O que este lugar pode nos ensinar?","Что мы можем из этого извлечь?","¿Qué podemos aprender de este lugar?","เราเรียนรู้อะไรจากที่นี่ได้บ้าง?​","我們能從這個地方學到什麼？","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Farrow_Convo_Exp2_31_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8908,"Farrow_OnGreatForge_A1_Dex4",2,"What do you make of this?","Qu'est-ce que c'est, à votre avis ?","Was haltet Ihr davon?","ここについてどう思う？","이게 뭐라고 생각해?","O que você acha disso?","Что думаешь насчёт этого?","¿Qué piensas de esto?","เจ้าคิดอะไรกับเรื่องนี้?","你怎麼看這個？","[""Audio/Dialogue/4.0/Characters/Dex/Ranger/Ranger_Convo/Ranger_Farrow_Convo_Exp2_33_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8909,"Farrow_OnGreatForge_A1_Dex4b",8,"What d'ya make of all this, then?","Que pensez-vous de tout ça, alors ?","Was haltet Ihr also von dem Ganzen?","これについてどう思う？","그럼 여기는 뭐라고 생각하지?","E aí, o que você acha de tudo isso?","И что ты об этом думаешь?","¿Y qué piensas de todo esto?","เจ้าคิดเช่นไรกับเรื่องพวกนี้?","那麼，你怎麼看這一切？","[""Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Convo/Huntress_Farrow_Convo_Exp2_33_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8910,"Farrow_OnGreatForge_A1_StrDex4b",9,"So... a gold coin for your thoughts?","Alors… une pièce contre une idée ?","Also ... eine Goldmünze für Eure Gedanken?","さて……考えを聞かせてくれよ。","금화 하나 줄 테니까 생각을 말해 봐.","Viu... te dou uma moeda de ouro pelo que tá pensando.","Ну, что скажешь?","Bien... me muero por saber qué piensas.","งั้น... เจ้ามีความคิดอะไรไหม?","所以……一枚金幣換你的想法？","[""Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Convo/Mercenary_Farrow_Convo_Exp2_32_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8911,"Farrow_OnGreatForge_A1_DexInt4b",10,"What can we glean from all this?","Qu'est-ce que tout ça nous dit ?","Welches Wissen können wir hieraus ableiten?","これから学べることはあるか？","이 상황에서 무엇을 파악할 수 있지?","O que tudo isso nos revela?","Так что из этого можно заключить?","¿Qué podemos deducir de todo esto?","เรารวบรวมอะไรได้จากเรื่องทั้งหมดนี้รึ?","我們能從這一切中收集到什麼資訊？","[""Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Convo/Monk_Farrow_Convo_Exp2_33_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8912,"Farrow_OnGreatForge_A1_StrInt4b",11,"Come on then. Let's hear yer thoughts.","Allez-y, dites-nous ce que vous en pensez.","Na kommt schon. Sagt, was Ihr davon haltet.","さて。じゃあお前さんの考えを聞こうか。 ","자, 그럼 당신 생각을 들어 보자.","Anda, fala aí. Quero saber sua opinião.","Давай, поделись своими мыслями.","Vamos, dime qué piensas.","เอาละ ขอฟังความเห็นเจ้าหน่อย​","來吧。說說你的想法。","[""Audio/Dialogue/4.0/Characters/StrInt/Druid/Druid_Convo/Druid_Farrow_Convo_Exp2_32_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8913,"Farrow_OnGreatForge_A1_StrDex4",3,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8914,"Farrow_OnGreatForge_A1_DexInt4",4,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8915,"Farrow_OnGreatForge_A1_StrInt4",5,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8916,"Farrow_OnGreatForge_A1_Str4",0,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8917,"Farrow_OnGreatForge_A2","","I suspect some rather bad things happened here. <continue>The Kalguurans were far from home... and potentially far from their own values.","Je crains que de terribles événements n'aient eu lieu ici. <continue>Les Kalguuriens étaient loin de chez eux… et potentiellement éloignés de leurs propres valeurs.","Ich habe den Verdacht, dass hier einige schlimme Dinge geschehen sind. \r\n<continue>Die Kalguur waren weit weg von der Heimat ... und möglicherweise weit entfernt von ihren eigenen Werten.  ","ここでかなり良くないことが起こったんじゃないかと思ってる。<continue>カルグール人たちは故郷から……そしてもしかすると自分たちの価値観から遠い場所にいた。  ","여기선 안 좋은 일들이 벌어진 것 같아. <continue>칼구르인들은 고향에서 멀리 떨어져 있었고... 어쩌면 자신들의 가치관에서도 멀어졌을 테니까.","Tenho a impressão de que coisas bem ruins aconteceram aqui. <continue>Os kalguuranos estavam bem longe de casa... e talvez longe dos próprios valores.","Подозреваю, тут происходило что-то нехорошее. <continue>Калгууранцы были далеко от дома... и, скорее всего, далеко от своих ценностей.","Sospecho que aquí pasaron cosas bastante malas. <continue>Los kalguranos estaban lejos de casa… y probablemente lejos de sus propios valores.","ข้าเดาว่าที่นี่มีเรื่องร้ายๆ เกิดขึ้นบ้าง<continue>พวกคาลเกอร์อยู่ไกลจากบ้าน... และอาจไกลจากค่านิยมของตัวเอง​​","我懷疑這裡發生了一些相當糟糕的事。<continue>卡爾葛人遠離了家鄉……也可能遠離了他們自己的價值觀。","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_42_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_42_02.ogg""]","[180,197,198]","",[],0,100,[],[],[],[],[],[],[],[],"",""
8918,"Farrow_OnMystics_A1","","A strange lot this bunch. What did they even <i>{do} in here?","Quel groupe étrange. Qu'est-ce qu'ils <i>{faisaient} même ici ?","Sie sind schon ein merkwürdiger Haufen. Was haben sie hier überhaupt <i>{gemacht}?","妙な連中だな。ここで何をしてるんだ？","참 별난 사람들이야. 도대체 여기서 <i>{뭘} 한 걸까?","Que gente esquisita. O que eles <i>{faziam} aqui, afinal?","Странная компания. Что они вообще тут забыли?","Son un grupo bastante raro. ¿Qué <i>{hacían} en este lugar?","คนกลุ่มนี้พิกลนัก พวกเขา<i>{ทำอะไรกัน}ที่นี่เล่า?","這群人真古怪。他們到底在這裡<i>{做}了什麼？","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_43_01.ogg""]","[180,197,198]","",[],0,100,[],[],[],[],[],[],[],[],"",""
8919,"Farrow_OnMystics_A2_Str4b",6,"They seemed like mystics of some kind.","On aurait dit des genres de mystiques.","Sie scheinen eine Art von Mystikern gewesen zu sein.","神秘家のような感じだな。 ","일종의 신비학자 같던데.","Eles pareciam místicos ou algo assim.","Похоже, это были какие-то мистики.","Parecen alguna clase de místicos.","พวกเขาเหมือนเป็นผู้ครองมนต์อะไรบางอย่าง​","他們看起來像是某種神秘主義者。","[""Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Convo/Warrior_Farrow_Convo_Exp2_34_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8920,"Farrow_OnMystics_A2_Int4",1,"Whatever they did, it feels imbued with delicious mysticism.","Quoi qu'ils aient fait, cela semble imprégné d'un délicieux mysticisme.","Was auch immer sie getan haben, es fühlt sich an, als wäre es von herrlicher Mystik durchdrungen.","何をしていたにせよ、素敵な神秘主義に満たされている感じがするわ。 ","뭘 했는지는 몰라도, 흥미로운 신비주의가 깃들어 있는 듯하군.","Seja lá o que fizeram, isso parece carregado de puro misticismo.","Что бы они ни делали, их занятия овеяны приятным флёром мистицизма.","Lo que sea que hayan hecho, parecía infundido de un misticismo delicioso.","ไม่ว่าพวกมันจะทำอะไรลงไป มันก็ดูเหมือนจะแฝงพลังลี้ลับอยู่​","不管他們做了什麼，都感覺充滿了迷人的神秘主義。","[""Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Convo/Witch_Farrow_Convo_Exp2_33_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8921,"Farrow_OnMystics_A2_Int4b",7,"Whatever it was, it was mysterious. It feels... arcane. Brutal.","Quoi que c'était, c'était obscur. Ça sent… les arcanes, la brutalité.","Was auch immer es war, es war mysteriös. Es fühlt sich ... arkan an. Brutal. ","何をしていたにせよ、謎に満ちている。どこか……神秘的だ。そして残酷だ。 ","뭔지 몰라도 신비로웠어. 내 말은... 비전적이고, 잔혹한 느낌이야.","Seja lá o que fosse, era misterioso. Parecia... arcano. Brutal.","Что бы это ни было, это было загадочно. Волшебно и... жестоко.","Lo que sea que haya sido, era misterioso. Se sentía... arcano. Brutal.","ไม่ว่าจะเป็นอะไร มันก็ลึกลับนัก เหมือนจะเป็น... อาคม เหี้ยมโหดนัก​","不管那是什麼，都很神祕。感覺……奧祕。殘酷。","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Farrow_Convo_Exp2_32_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8922,"Farrow_OnMystics_A2_Dex4",2,"Not sure. I expected something more... scientific.","Je ne sais pas trop. Je m'attendais à quelque chose de plus scientifique.","Ich bin mir nicht sicher. Ich hätte etwas ... Wissenschaftlicheres erwartet.","わからないわ。もっと……科学的なものを想像してた。 ","모르겠어. 난 좀 더... 과학적인 것을 기대했는데.","Não sei. Eu esperava algo mais... científico.","Не знаю. Я ожидала чего-то более научного.","No estoy segura. Esperaba algo más científico.","ไม่รู้สิ นึกว่าจะเป็น... วิทยาศาสตร์กว่านี้","不確定。我原本以為會更科學一點。","[""Audio/Dialogue/4.0/Characters/Dex/Ranger/Ranger_Convo/Ranger_Farrow_Convo_Exp2_34_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
