"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","WeaponSoundType","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468","string_468 (French)","string_468 (German)","string_468 (Japanese)","string_468 (Korean)","string_468 (Portuguese)","string_468 (Russian)","string_468 (Spanish)","string_468 (Thai)","string_468 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","InheritsFrom","i32_763","i32_767","BossHealthBar","TauntGrantedEffect","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","Questflag","f32_826","f32_830","bool_834","[string]_835","[rid]_851","i32_867","PoiseThreshold","AttackCrit","rid_879","bool_895","i32_896","bool_900","i32_901","MonsterCategory","AggroAudio","i32_937","rid_941","bool_957","[i32]_958","[rid]_974","[i32]_990","[rid]_1006","string_1022"
2659,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaWallDestructionDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaWallDestructionDaemon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[5882],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaWallDestructionDaemon.ais",[],"",3,"Daemon","Démon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,63019,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2660,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaMagicPackSpawnDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaMagicPackSpawnDaemon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaMagicPackSpawnDaemon.ais",[],"",3,"Daemon","Démon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,56338,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2661,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaTulAndEshSpawnDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaTulAndEshSpawnDaemon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaTulAndEshSpawnDaemon.ais",[],"",3,"Daemon","Daemon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,22538,"","","","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2662,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaMonsterPotencyBuffDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaEnrageHivebornDameon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaEnrageHivebornDameon.ais",[],"",3,"Daemon","Daemon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,56635,"","","","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2663,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaMonsterUpgradeDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaUpgradeHivebornDaemon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaUpgradeHivebornDaemon.ais",[],"",3,"Daemon","Daemon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,29224,"","","","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2664,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaAdditionalRarePackDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaAdditionalRarePackDameon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaAdditionalRarePackDameon.ais",[],"",3,"Daemon","Daemon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,35786,"","","","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2665,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaAdditionalMagicPacksDaemon_",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaAdditionalMagicPackDameon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaAdditionalMagicPackDameon.ais",[],"",3,"Daemon","Daemon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,42416,"","","","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2666,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaAdditionalRareModDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaAddRareModDaemon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaUpgradeHivebornDaemon.ais",[],"",3,"Daemon","Daemon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,65529,"","","","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2667,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaSacrificeForRarityDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaSacrificeForRarityDameon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaSacrificeForRarityDameon.ais",[],"",3,"Daemon","Daemon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,14654,"","","","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2668,"Metadata/Monsters/Breach/ChayulaSkills/ChayulaSacrificeForPowerDaemon",1533,0,0,6,6,"[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.act""]","[""Metadata/Monsters/Breach/ChayulaSkills/ChayulaSkill.ao""]","Metadata/Monsters/Breach/ChayulaSkills/ChayulaSacrificeForPowerDameon",[],1,"","",100,1,6,5,9,0,"[1326,164,1030]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Breach/ChayulaSkills/ChayulaSacrificeForPowerDameon.ais",[],"",3,"Daemon","Daemon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,26482,"","","","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[],[],[],[],""
2669,"Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/JetpackMiniBoss",1534,37,3,6,14,"[""Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/JetpackMiniBoss.act""]","[""Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/JetpackMiniBoss.ao""]","Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/JetpackMiniBoss",[],1,"","",100,2,6,"",15,0,"[693,140,48,759]",100,[],105,105,700,500,0,"[2285,2286,5529,4330,4331,4332,5530,2287,1905,4333,6434,1906,4334,6435,5363,5364,5365,5366,5531,5532,2290,6437,2291,4342,4353]","Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/JetpackMiniBoss.ais",[],"",54,"The Improbable Spawn","The Improbable Spawn","Die unmögliche Brut","ありえざる落とし子","현실성 없는 유충","A Prole Impossível","Невероятное порождение","El engendro improbable","ตัวอ่อนที่ไม่อาจเป็นจริง","荒誕子嗣",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,57648,"","","","F","","","F","NS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"",1,1,3,1,0,0,0,0,0,0,[],-5,5,1,"",7,"",0,-5,5,0,"","",1,1,"",[],[],6,100,0.05,0,1,0,"",60,5,84,0,"","",[],[],"[375000,120000,35000,1000]",[],""
2670,"Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/JetpackMiniBossDaemon",43,12,14,6,6,"[""Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/Objects/DeceleratingProjectileDaemon.act""]","[""Metadata/Effects/Spells/monsters_effects/League_Expedition_New/Miniboss_01/spawner_orb.ao""]","Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/Objects/DeceleratingProjectileDaemon",[],1,"","",100,5,3,"",17,0,"[74,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Chilling Volatile Verisium","Chilling Volatile Verisium","Unterkühlendes explosives Verisium","冷気のボラタイルヴェリシウム","오싹한 폭발성 베리시움","Verísio Volátil Arrefecedor","Охлаждающий нестабильный веризий","Verisium volátil escalofriante","เวรีเซียลไล่ล่าหนาวเย็น","維里西姆霜息",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,56641,"","","","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",140,2,"",0,"","",[],[],[],[],""
2671,"Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/JetpackMiniBossBlackholeDaemon",43,12,14,6,6,"[""Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/Objects/DeceleratingProjectileDaemon.act""]","[""Metadata/Effects/Spells/monsters_effects/League_Expedition_New/Miniboss_01/spawner_orb_blackhole.ao""]","Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/Objects/DeceleratingProjectileDaemon",[],1,"","",100,5,3,"",17,0,"[74,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Engulfing Volatile Verisium","Engulfing Volatile Verisium","Verschlingendes explosives Verisium","飲み込むボラタイルヴェリシウム","에워싸는 폭발성 베리시움","Verísio Volátil Engolfante","Поглощающий нестабильный веризий","Verisium volátil devorador","เวรีเซียลไล่ล่าถาโถม","維里西姆噬息",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,20598,"","","","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",140,2,"",0,"","",[],[],[],[],""
2672,"Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/JetpackMiniBossFloatingDaemon",43,12,14,6,6,"[""Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/Objects/FloatingDeceleratingProjectileDaemon.act""]","[""Metadata/Effects/Spells/monsters_effects/League_Expedition_New/Miniboss_01/spawner_orb_flying.ao""]","Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/Objects/FloatingDeceleratingProjectileDaemon",[],1,"","",100,5,3,"",17,0,"[74,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Raging Volatile Verisium","Raging Volatile Verisium","Wütendes explosives Verisium","憤怒のボラタイルヴェリシウム","격노하는 폭발성 베리시움","Verísio Volátil Enfurecedor","Бушующий нестабильный веризий","Verisium volátil desenfrenado","เวรีเซียลไล่ล่าเดือดดาล","維里西姆狂息",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,52455,"","","","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",140,2,"",0,"","",[],[],[],[],""
2673,"Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/PrimordialMiniBoss",1535,14,4,16,28,"[""Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/PrimordialMiniBoss.act""]","[""Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/PrimordialMiniBoss.ao""]","Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/PrimordialMiniBoss",[],1,"","",150,3,6,5,1,0,"[72,693,75,1030,757]",100,[],105,105,700,500,0,"[1195,4329,2284,1904,5361,5362,2640,4357,4435]","Metadata/Monsters/LeagueExpeditionNew/Expedition2/Minibosses/PrimordialMiniBoss.ais",[],"",54,"The Amalgamite","The Amalgamite","Der Amalgamit","アマルガマイト","융합암","O Amalgamita","Слившийся","La amalgamita","องค์รวมผู้มีชีวิต","聚合石魔",100,100,300,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,42462,"","","","M","","","M","MS","F","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",40,4,"",0,"","",[],[],"[375000,120000,35000,2000]",[],""
2674,"Metadata/Monsters/Daemon/TangmazuRavensDaemon/TangmazuRavensDaemon",40,8,-1,6,6,"[""Metadata/Monsters/Daemon/TangmazuRavensDaemon/TangmazuRavensDaemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,5,6,5,9,0,"[32,1030,757]",100,[],0,0,700,500,0,"[523,8034]","Metadata/Monsters/NoAi.ais",[],"",3,"Raven Conspiracy","Raven Conspiracy","Rabenverschwörung","レイヴンコンスピラシー","큰까마귀 음모","Conspiração do Corvo","Вороний заговор","Bandada de cuervos","เรเวนสมคบคิด","渡鴉群",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,20980,"","","","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",-10,"","",0,"","",[],[],[],[],""
2675,"Metadata/Monsters/Companions/SpiritVessel",1562,30,3,6,6,"[""Metadata/Monsters/Companions/SpiritVessel/SpiritVessel.act""]","[""Metadata/Monsters/Companions/SpiritVessel/SpiritVessel.ao""]","Metadata/Monsters/Companions/SpiritVessel/SpiritVessel",[14682],1,"","",100,5,6,"",17,0,"[72,49,759]",210,[],105,105,700,500,0,[],"Metadata/Monsters/Companions/SpiritVessel/SpiritVessel.ais",[],"default",3,"[DNT] Spirit Vessel","[DNT] Spirit Vessel","[DNT] Spirit Vessel","[DNT] Spirit Vessel","[DNT] Spirit Vessel","[DNT] Spirit Vessel","[DNT] Spirit Vessel","[DNT] Spirit Vessel","[DNT] Spirit Vessel","[DNT] Spirit Vessel",210,210,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,37532,"","","","","","","","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,155,0.05,0,1,0,"",30,4,"",0,"","",[],[],[],[],""
2676,"Metadata/Monsters/LeagueDelirium/Minions/DeliriumEliteFury",1537,46,3,8,20,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumHulk.act""]","[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumReskinHulk.ao""]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumHulk",[],1,"","",192,3,6,"",17,0,"[56,760,30,31]",550,[],105,105,700,500,0,"[8345,6449,4379,4414,4415,4416,4417,5401,4445,5402]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumHulk.ais",[],"",26,"Pure Fury","Pure Fury","Pure Tobsucht","純粋な激怒","순수한 광분","Furor Puro","Чистая ярость","Furia pura","ความเดือดดาลบริสุทธิ์","純粹狂怒",220,550,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,49248,"","","","F","","","M","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumMinionBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[],8,325,0.05,0,1,0,"",80,1,"",0,"","",[],[],[],[],""
2677,"Metadata/Monsters/LeagueDelirium/Minions/DeliriumEliteRage",1538,22,3,6,14,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumWarrior.act""]","[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumReskinsWarrior.ao""]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumWarrior",[],1,"","",215,3,6,"",17,0,"[56,31,758]",500,[],105,105,700,500,0,"[1195,6718,1388,6458,5738,4413,4247,5420,4444]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumWarrior.ais",[],"",26,"Pure Rage","Pure Rage","Pure Rage","純粋な憤怒","순수한 격노","Fúria Pura","Чистая свирепость","Rabia pura","ความคลั่งบริสุทธิ์","純粹盛怒",338,500,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,32619,"","","","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumMinionBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[],8,300,0.05,0,1,0,"",80,1,"",0,"","",[],[],[],[],""
2678,"Metadata/Monsters/LeagueDelirium/Minions/DeliriumEliteDisgust",1539,60,3,9,19,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumTentacular.act""]","[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumReskinsTentacular.ao""]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumTentacular",[],1,"","",260,3,6,"",17,0,"[56,30,31,761]",600,[],105,105,700,500,0,"[1195,6462,4457]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumTentacular.ais",[],"",26,"Pure Disgust","Pure Disgust","Purer Ekel","純粋な嫌悪","순수한 혐오","Desgosto Puro","Чистое отвращение","Repulsión pura","ความขยะแขยงบริสุทธิ์","純粹厭惡",405,600,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,57980,"","","","M","","","M","NS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumMinionBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[],9,350,0.05,0,1,0,"",90,1,"",0,"","",[],[],[],[],""
2679,"Metadata/Monsters/LeagueDelirium/Minions/DeliriumEliteMalice",1540,57,3,6,9,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumExplosiveOne.act""]","[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumReskinsExplosiveOne.ao""]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumExplosiveOne",[],1,"","",130,2,6,"",17,0,"[56,29,761]",400,[],105,105,700,500,0,"[1195,1657,4428,4429,6459,1658,5403]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumExplosiveOne.ais",[],"",26,"Pure Malice","Pure Malice","Pure Bosheit","純粋な悪意","순수한 적의","Malícia Pura","Чистая злоба","Malicia pura","ความมุ่งร้ายบริสุทธิ์","純粹惡意",154,400,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,14037,"","","","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumMinionBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[],4,250,0.05,0,1,0,"",40,1,"",0,"","",[],[],[],[],""
2680,"Metadata/Monsters/LeagueDelirium/Minions/DeliriumEliteSpite",1541,53,3,6,12,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumAttenuatedOne.act""]","[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumReskinsAttenuateOne.ao""]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumAttenuatedOne",[],1,"","",165,2,6,"",17,0,"[56,30,29,761]",400,[],105,105,700,500,0,"[1195,5540,2313]","Metadata/Monsters/LeagueDelirium/Minions/DeliriumAttenuatedOne.ais",[],"",26,"Pure Spite","Pure Spite","Pure Tücke","純粋な怨恨","순수한 악의","Rancor Puro","Чистое презрение","Rencor puro","ความเย้ยหยันบริสุทธิ์","純粹怨恨",190,400,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,37053,"","","","F","","","M","NS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelirium/Minions/DeliriumMinionBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[],4,250,0.05,0,1,0,"",40,1,"",0,"","",[],[],[],[],""
