"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string_40","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","bool_66","bool_67","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","Shield","OnHitEffect","string_124","string_132","string_140","string_148","string_156","string_164","string_172"
278,"Skill_HeraldOfAsh","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk",48799,"","","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","","","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","","","","Metadata/Effects/Spells/fire_heraldofash/epk/shapeshift_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/unarmed_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk"
279,"Surge_HeraldOfAsh","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk",14733,"","","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","","","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_wings.epk","","","","","","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk"
280,"Support_Ruthless_01","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk",9143,"","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","","","","","","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk"
281,"Support_Ruthless_02","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk",54884,"","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","","","","","","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk"
282,"Monster_Twilight_Officer_Smite","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk",27512,"","","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","","","","","","","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk"
283,"Skill_HeraldOfThunder","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_shortHandle.epk","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk",25302,"","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_shortHandle.epk","","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_crossbow.epk","","","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/shapeshift_buff.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/unarmed_buff.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk"
284,"Surge_HeraldOfThunder","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk",33620,"","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_wings.epk","","","","","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk"
285,"Skill_HeraldOfThunderActive","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk",23584,"","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_crossbow.epk","","","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_unarmed.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_unarmed.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk"
286,"Surge_Charge_Fire","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk",59374,"","","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","","","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","","","","","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk"
287,"Surge_Flow_Fire","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk",43946,"","","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","","","","","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk"
288,"Skill_IncendiaryRapidShot","","","","","","","",42325,"","","","","","","","","","Metadata/Effects/Spells/crossbow_incendiary/epk/weaponHeat.epk","","","","","",""
289,"Skill_HeraldOfIce","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_shortHandle.epk","","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk",7798,"","","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_shortHandle.epk","","","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","","","","Metadata/Effects/Spells/cold_herald_of_ice/epk/shapeshift_buff.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/unarmed_buff.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk"
290,"Surge_HeraldOfIce","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk",59818,"","","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","","","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_wings.epk","","","","","","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk"
291,"Skill_EmpowerBarrageBase","","Metadata/Effects/Spells/bow_barrage/epk/exert_buff_no_charges.epk","","","","","",40405,"","","","","","","","","Metadata/Effects/Spells/bow_barrage/epk/exert_buff_no_charges_spear.epk","","","","","","",""
292,"Skill_EmpowerBarrageWithCharge","","Metadata/Effects/Spells/bow_barrage/epk/exert_buff.epk","","","","","",60076,"","","","","","","","","Metadata/Effects/Spells/bow_barrage/epk/exert_buff_spear.epk","","","","","","",""
293,"Skill_IgneousShieldCharged","","","","","","","",61547,"","","","","","","","Metadata/Effects/Spells/shield_igneous_shield/epk/block_Charge.epk","","","","","","","",""
294,"Skill_IgneousShieldCooldown","","","","","","","",22100,"","","","","","","","Metadata/Effects/Spells/shield_igneous_shield/epk/igneous_charge.epk","","","","","","","",""
295,"Skill_ChargedStaff","","","","","","","Metadata/Effects/Spells/monk_energyblades/epk/charged_staff_buff.epk",38846,"","","","","","","","","","","","","","","","Metadata/Effects/Spells/monk_energyblades/epk/charged_staff_buff.epk"
296,"Skill_ShieldingCry","","","","","","","",62423,"","","","","","","","Metadata/Effects/Spells/warcry_shielding/epk/shield_buff.epk","","","","","","","",""
297,"Weapon_DivineManastorm","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_DW.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_staff.epk",57116,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_2Haxe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_2Haxe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_sheild.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_crossbow.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_mace.epk","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_staff.epk"
298,"Weapon_Soulcore","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/sword.epk",52285,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/sword.epk"
299,"Weapon_Runebind","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_DW.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_staff.epk",31923,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_2Haxe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_2Haxe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_shield.epk","","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_staff.epk"
300,"Footprint_Blood_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/blood_tendirl.epk","","",56696,"","","","","","","","","","","","","","","",""
301,"Footprint_Web_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/web_tendril.epk","","",48075,"","","","","","","","","","","","","","","",""
302,"Footprint_Venom_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/venom_ink.epk","","",21412,"","","","","","","","","","","","","","","",""
303,"Footprint_ZodiacDragon","","","","","","","",61028,"","","","","","","","","","","","","","","",""
304,"Weapon_ZodiacDragon","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/1H_sword.epk","","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk",43412,"","","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/1H_sword.epk","","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","","","","","","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk"
305,"Skill_HeraldOfAgony","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk",3925,"","","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","","","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","","","","Metadata/Effects/Spells/reservation_heraldagony/EPKs/unarmed_buff.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/unarmed_buff.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk"
306,"Footprint_Delirium","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",25440,"","","","","","","","","","","","","","","",""
307,"Footprint_Blight","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",28497,"","","","","","","","","","","","","","","",""
308,"Footprint_Harvest2","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",48489,"","","","","","","","","","","","","","","",""
309,"Footprint_Synthesis","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",16916,"","","","","","","","","","","","","","","",""
310,"Weapon_ShatteringCrystalRuby","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/2H_Mace.epk",3798,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/2H_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/2H_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Dagger.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/2H_Mace.epk"
311,"Weapon_ShatteringJade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk",50760,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/2H_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/2H_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Dagger.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk"
