"rownum","Id","AlternateTreeVersion","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","PassiveType","Stats","Stat1","i32_68","Stat2","i32_76","Stat3","i32_84","Stat4","rid_92","i32_108","SpawnWeight","ConquerorIndex","Random","i32_124","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","DDSIcon","AchievementItems","ConquerorVersion","ConquerorSpawnWeight"
167,"kalguur_notable10",6,"Druidic Alliance","Alliance druidique","Druidische Allianz","ドルイドの同盟","드루이드의 동맹","Aliança Druídica ","Друидский союз","Alianza druídica","Druidic Alliance","德魯伊同盟",[3],"[1779,144]",40,40,7,7,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
168,"kalguur_notable11",6,"Steel and Sorcery","Acier et sorcellerie","Stahl und Zauberei","鉄と魔術","강철과 마법","Aço e Feitiçaria ","Сталь и магия","Acero y brujería","Steel and Sorcery","堅鋼與巫術",[3],"[9535,9369]",20,20,10,10,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
169,"kalguur_notable12",6,"Triskelion's Light","Lumière du triskèle","Triskelions Licht","トリスケリオンの光","트리스켈리온의 빛","Luz do Triskelion ","Свет Трискелиона","Luz del Trisquel","Triskelion's Light","三曲之光",[3],"[11297,19487,19488,19489]",50,50,10,10,10,10,10,10,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
170,"kalguur_notable13",6,"Stormtossed Voyager","Voyageur malmené par la tempête","Sturmgepeitschter Seefahrer","嵐に翻弄される航海者","폭풍에 시달리는 여행자","Viajante Tempestuoso ","Странник в буре","Viajero arrojado por la tormenta","Stormtossed Voyager","暴風航行者",[3],"[949,203]",2,2,10,10,0,0,0,0,0,250,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
171,"kalguur_notable14",6,"Wrest Control","Prise de contrôle","Kontrolle erringen","支配権奪取","통제력 강탈","Retomar o Controle ","Захват контроля","Arrebatar el control","Wrest Control","強奪控制",[3],"[56,559]",40,40,15,15,0,0,0,0,0,1000,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
172,"kalguur_notable15",6,"Firedancer","Danseur de feu","Feuertänzer","ファイヤーダンサー","불춤꾼","Dançarino de Fogo ","Танцующий с огнём","Bailarín de fuego","Firedancer","火焰舞者",[3],"[114,138]",40,40,10,10,0,0,0,0,0,1000,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
173,"kalguur_notable16",6,"Mercenary's Lot","Destin du mercenaire","Anteil des Söldners","傭兵の運命","용병의 운명","Sorte do Mercenário ","Удел наёмника","Destino del mercenario","Mercenary's Lot","僱用兵之命",[3],"[70,3343]",10,10,15,15,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
174,"kalguur_notable17",6,"Vorana's Fury","Fureur de Vorana","Voranas Wut","ヴォラナの怒り","보라나의 광분","Fúria de Vorana ","Гнев Вораны","Furia de Vorana","Vorana's Fury","沃拉娜之怒",[3],"[484,19311]",40,40,1,1,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
175,"kalguur_notable18",6,"Sensible Precautions","Précautions judicieuses","Vernünftige Vorsichtsmaßnahmen","賢明な予防策","분별 있는 조심성","Precauções Sensatas ","Разумные предосторожности","Precauciones sensatas","Sensible Precautions","明智預防",[3],"[386,2529]",40,40,6,6,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
176,"kalguur_notable19",6,"Aim for the Jugular","Viser la jugulaire","Auf die Halsschlagader zielen","急所を突け","경정맥 노리기","Mire na Jugular ","Бей в слабое место","Apuntar a la yugular","Aim for the Jugular","瞄準要害",[3],"[84,9535]",30,30,10,10,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
177,"kalguur_notable20",6,"Survival Plan","Plan de survie","Überlebensplan","生存計画","생존 계획","Plano de Sobrevivência ","План выживания","Plan de supervivencia","Survival Plan","生存計畫",[3],"[387,118]",40,40,2,2,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
178,"kalguur_notable21",6,"War of Attrition","Guerre d'attrition","Zermürbungskrieg","持久戦","소모전","Guerra de Atrito ","Война на истощение","Guerra de atrición","War of Attrition","消耗戰",[3],"[9537,19027]",20,20,10,10,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
179,"kalguur_notable22",6,"Guerilla Warfare","Guérilla","Guerillakrieg","ゲリラ戦","유격전","Guerra de Guerrilha ","Партизанская тактика","Guerra de guerrillas","Guerilla Warfare","游擊戰",[3],"[17989,160]",40,40,15,15,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
180,"kalguur_notable23",6,"One for the Road","Un dernier pour la route","Einer für die Straße","旅立ちの一杯","마지막 한 잔","Um para o Caminho ","В путь-дорогу","Uno para el camino","One for the Road","餞行酒",[3],"[763,3436]",30,30,15,15,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
181,"kalguur_notable24",6,"Targeted Strike","Frappe ciblée","Gezielter Angriff","狙い撃ち","표적 타격","Golpe Direcionado ","Направленный удар","Golpe dirigido","Targeted Strike","指定打擊",[3],"[12490,211]",20,20,8,8,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
182,"kalguur_notable25",6,"Steel Bastion","Bastion d'acier","Stahlbastion","鋼の要塞","강철 보루","Bastião de Aço ","Стальной бастион","Bastión de acero","Steel Bastion","鋼鐵堡壘",[3],"[472,23]",40,40,20,20,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranDexNotable.dds",[],0,100
183,"kalguur_notable26",6,"Forceful Energies","Énergies vigoureuses","Kraftvolle Energien","強力なエネルギー","강한 에너지","Energias Poderosas ","Могучая энергия","Energías contundentes","Forceful Energies","強力能量",[3],"[212,18670]",10,10,10,10,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
184,"kalguur_notable27",6,"Winter Forest","Forêt hivernale","Winterwald","冬の森","겨울 숲","Floresta Invernal ","Зимний лес","Bosque invernal","Winter Forest","寒冬之林",[3],"[49,565]",40,40,15,15,0,0,0,0,0,1000,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
185,"kalguur_notable28",6,"Fight as One","Unis dans la bataille","Gemeinsam kämpfen","一丸となって戦え","하나 되어 싸운다","Lutar como Um Só ","Бейся как одно целое","Luchar como uno solo","Fight as One","並肩作戰",[3],"[474,84]",40,40,8,8,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
186,"kalguur_notable29",6,"Summer Meadows","Prairies estivales","Sommerwiesen","夏の牧草地","여름 풀밭","Prados de Verão ","Летние луга","Prados veraniegos","Summer Meadows","盛夏草原",[3],"[153,114]",30,30,15,15,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
187,"kalguur_notable30",6,"Druidic Training","Formation druidique","Druidische Ausbildung","ドルイドの訓練","드루이드의 훈련","Treinamento Druídico ","Друидская подготовка","Entrenamiento druídico","Druidic Training","德魯伊訓練",[3],"[25,446]",40,40,10,10,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
188,"kalguur_notable31",6,"Corrupted Vision","Vision corrompue","Verderbte Vision","穢れた予見","타락한 시야","Visão Corrompida ","Осквернённый взор","Visión corrupta","Corrupted Vision","腐化視界",[3],"[542,978]",30,30,5,5,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
189,"kalguur_notable32",6,"Runic Tattoos","Tatouages runiques","Runen-Tattoos","ルーンのタトゥー","룬 문신","Tatuagens Rúnicas ","Рунические татуировки","Tatuajes rúnicos","Runic Tattoos","符文紋身",[3],"[124,9903]",30,30,15,15,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
190,"kalguur_notable33",6,"Furs and Leather","Fourrures et cuir","Pelze und Leder","毛皮と革","모피와 가죽","Peles e Couros ","Шкуры и кожа","Pieles y cuero","Furs and Leather","毛皮與皮革",[3],"[948,201]",2,2,10,10,0,0,0,0,0,250,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
191,"kalguur_notable34",6,"Sudden Hail","Grêle soudaine","Plötzlicher Hagel","突然の雹","갑작스러운 우박","Granizo Repentino ","Внезапный град","Granizo repentino","Sudden Hail","突降冰雹",[3],"[18181,169]",30,30,8,8,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
192,"kalguur_notable35",6,"Natural Energies","Énergies naturelles","Natürliche Energien","自然のエネルギー","자연의 에너지","Energias Naturais ","Природная энергия","Energías naturales","Natural Energies","自然能量",[3],"[128,142]",40,40,10,10,0,0,0,0,0,1000,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
193,"kalguur_notable36",6,"Oaken Form","Forme de chêne","Eichenform","樫の姿","참나무 형상","Forma de Carvalho ","Форма дуба","Forma de roble","Oaken Form","橡木形態",[3],"[8947,20018]",10,10,10,10,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
194,"kalguur_notable37",6,"Spider's Lesson","Leçon de l'araignée","Lektion der Spinne","蜘蛛の教訓","거미의 교훈","Lição da Aranha ","Паучий урок","Lección de la araña","Spider's Lesson","毒蛛的教訓",[3],"[63,19125]",37,37,6,6,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranIntNotable.dds",[],0,100
195,"abyss_keystone_1",7,"Sacrifice of Flesh","Sacrifice de la Chair","Opfer des Fleisches","肉の生贄","육체의 희생","Sacrifício da Carne","Жертва плоти","Sacrificio de la carne","Sacrifice of Flesh","血肉獻祭",[4],[23289],1,1,0,0,0,0,0,0,0,100,1,0,0,"I pledge my soul to you, Liege of the Lightless, and vow to conquer nations in your name!","Je vous voue mon âme, ô Suzerain des Sans-lumière, et jure de conquérir des nations en votre nom !","Ich verspreche dir meine Seele, Gebieter der Lichtlosen, und schwöre, in deinem Namen Nationen zu erobern!","光なきものの君主よ、わが魂をあなたに捧げ、あなたの名のもとに諸国を征服することを誓います！","무광의 군왕이시여, 당신께 제 영혼을 바치고 당신의 이름으로 국가를 정복하겠노라 맹세합니다.","Entrego minha alma a ti, Soberano dos Obscurecidos, e juro conquistar nações em teu nome!","Я вверяю мою душу тебе, Властитель бессветных, и клянусь покорять нации во славу тебе!","¡Te entrego mi alma, Señor de los oscuros, y juro que conquistaré naciones en tu nombre!","ข้าขอมอบวิญญาณให้กับท่าน ขุนนางแห่งเหล่าผู้สิ้นแสง ข้าสาบานว่าจะพิชิตประเทศทั้งหลายในนามของท่านให้จงได้!","我將我的靈魂獻給你，黯光諸侯，我發誓將以你之名征服無數國度！","Art/2DArt/SkillIcons/passives/AmanamusDefiance.dds",[],0,100
196,"abyss_keystone_2",7,"Sacrifice of Loyalty","Sacrifice de la Loyauté","Opfer der Loyalität","忠誠の生贄","충성의 희생","Sacrifício da Lealdade","Жертва верности","Sacrificio de lealtad","Sacrifice of Loyalty","忠誠獻祭",[4],[23293],1,1,0,0,0,0,0,0,0,100,2,0,0,"I pledge my soul to you, Lord of Liches, and vow to end the scourge of Life itself!","Je vous voue mon âme, ô Seigneur des Liches, et jure de mettre fin au fléau de la Vie elle-même !","Ich verspreche dir meine Seele, Fürst der Liches, und schwöre, die Plage des Lebens selbst zu beenden!","リッチたちの王よ、わが魂をあなたに捧げ、生命という災厄を断絶させることを誓います！","리치의 군주시여, 당신께 제 영혼을 바치고 생명의 천적을 끝장 내겠노라 맹세합니다!","Entrego minha alma a ti, Senhor dos Liches, e juro erradicar a própria maldição que é vida!","Я вверяю мою душу тебе, Владыка личей, и клянусь прервать иго самой жизни!","¡Te entrego mi alma, Señor de los Liches, y juro que acabaré con el mismísimo azote de la vida!","ข้าขอมอบวิญญาณให้กับท่าน ลอร์ดแห่งลิชทั้งหลาย ข้าสาบานว่าจะกวาดล้างชีวิตแสนสามานย์ให้จงได้!","我將我的靈魂獻給你，巫妖之王，我發誓將終結名為生命的苦難！","Art/2DArt/SkillIcons/passives/KulemaksSovereignty.dds",[],0,100
197,"abyss_keystone_3",7,"Sacrifice of Mind","Sacrifice de l'Esprit","Opfer des Geistes","精神の生贄","정신의 희생","Sacrifício da Mente","Жертва разума","Sacrificio de la mente","Sacrifice of Mind","心靈獻祭",[4],[23291],1,1,0,0,0,0,0,0,0,100,3,0,0,"I pledge my soul to you, the Blackblooded, and vow to usurp the power of Darkness!","Je vous voue mon âme, ô Sang-noir, et jure d'usurper le pouvoir des Ténèbres !","Ich verspreche dir meine Seele, Schwarzblütiger, und schwöre, die Macht der Dunkelheit an mich zu reißen!","ブラックブラッドよ、わが魂をあなたに捧げ、闇の力を簒奪せんことを誓います！","검은 피시여, 당신께 제 영혼을 바치고 어둠의 힘을 찬탈하겠노라 맹세합니다!","Entrego minha alma a ti, Sangue-negro, e juro tomar o poder das trevas!","Я вверяю мою душу тебе, Чёрная кровь, и клянусь узурпировать силу тьмы!","¡Te entrego mi alma, Sangreoscura, y juro que usurparé el poder de la oscuridad!","ข้าขอมอบวิญญาณให้กับท่าน ผู้มีโลหิตดำ ข้าสาบานว่ายึดครองพลังแห่งความมืดให้จงได้!","我將我的靈魂獻給你，非酋血統，我發誓將奪取黑暗的力量！","Art/2DArt/SkillIcons/passives/KurgasAmbition.dds",[],0,100
198,"abyss_keystone_4",7,"Sacrifice of Blood","Sacrifice du Sang","Opfer des Blutes","血の生贄","피의 희생","Sacrifício do Sangue","Жертва крови","Sacrificio de sangre","Sacrifice of Blood","鮮血獻祭",[4],[23290],1,1,0,0,0,0,0,0,0,100,4,0,0,"I pledge my soul to you, Hated Slave, and vow to exact revenge upon your kind!","Je vous voue mon âme, ô Esclave exécré, et jure d'exercer ma vengeance sur les vôtres !","Ich verspreche dir meine Seele, Verhasster Sklave, ich schwöre, Rache an deiner Art zu nehmen!","憎しみの奴隷よ、わが魂をあなたに捧げ、あなたの同族に復讐せんことを誓います！","증오받는 노예시여, 당신께 제 영혼을 바치고 당신 동족의 원수를 갚겠노라 맹세합니다!","Entrego minha alma a ti, Escravo Abominado, e juro me vingar dos seus!","Я вверяю мою душу тебе, Ненавистный раб, и клянусь отомстить тебе подобным!","¡Te entrego mi alma, Esclavo odiado, y juro que me vengaré por los de tu clase!","ข้าขอมอบวิญญาณให้กับท่าน ทาสผู้ถูกเกลียด ข้าสาบานว่าจะทวงแค้นผู้ร่วมสายเลือดท่านให้จงได้!","我將我的靈魂獻給你，憎惡之奴，我發誓要向你的同類復仇！","Art/2DArt/SkillIcons/passives/TecrodsBrutality.dds",[],0,100
199,"abyss_keystone_5",7,"Sacrifice of Sight","Sacrifice de la Vision","Opfer des Augenlichts","視界の生贄","시야의 희생","Sacrifício da Visão","Жертва зрения","Sacrificio de la vista","Sacrifice of Sight","遠目獻祭",[4],[23292],1,1,0,0,0,0,0,0,0,100,5,0,0,"I pledge my soul to you, Sovereign of the Well, and vow to bring eternal night!","Je vous voue mon âme, ô Souverain du Puits, et jure d'instaurer la nuit éternelle !","Ich verspreche dir meine Seele, Herr der Quelle, und schwöre, ewige Nacht zu bringen!","井戸の統治者よ、わが魂をあなたに捧げ、永遠なる夜をもたらさんことを誓います！","우물의 군주시여, 당신께 제 영혼을 바치고 영원한 밤을 불러오겠노라 맹세합니다!","Entrego minha alma a ti, Governador do Poço, e juro trazer a noite eterna!","Я вверяю мою душу тебе, Повелитель ямы, и клянусь принести вечную ночь!","¡Te entrego mi alma, Soberano del pozo, y juro que traeré la noche eterna!","ข้าขอมอบวิญญาณให้กับท่าน ประมุขแห่งบ่อวิญญาณ ข้าสาบานว่าจะสร้างรัตติกาลชั่วกัลปาวสานให้จงได้!","我將我的靈魂獻給你，虎勢領主，我發誓將帶來永恆的光明！","Art/2DArt/SkillIcons/passives/UlamansVision.dds",[],0,100
200,"abyss_small_tribute",7,"Tribute","Tribut","Tribut","トリビュート","공물 점수","Tributo","Дань","Tributo","บรรณาการ","貢禮",[2],[23184],5,5,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssJewelNode.dds",[],0,100
201,"abyss_notable_1",7,"Disciple of Darkness","Disciple des Ténèbres","Jünger der Dunkelheit","闇の弟子","어둠의 신봉자","Discípulo das Trevas","Служитель Тьмы","Discípulo de la oscuridad","Disciple of Darkness","黑暗門徒",[3],[23185],20,20,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
202,"abyss_notable_2",7,"Creature of Death","Créature de la Mort","Kreatur des Todes","死の怪物","죽음의 생물","Criatura da Morte","Создание смерти","Criatura de muerte","Creature of Death","死亡之獸",[3],"[23556,23557]",1,1,1,1,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssStrNotable.dds",[],0,100
203,"abyss_notable_3",7,"Creature of Magic","Créature de la Magie","Kreatur der Magie","魔法の怪物","마법의 생물","Criatura da Magia","Создание волшебства","Criatura de magia","Creature of Magic","魔法之獸",[3],"[23558,23559]",1,1,1,1,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
204,"abyss_notable_4",7,"Quickened Corpses","Cadavres vivifiés","Belebte Leichen","活性化した死体","빨라진 시신","Cadáveres Acelerados","Ускоренные трупы","Cadáveres acelerados","Quickened Corpses","屍體激勵",[3],"[23560,23561]",1,1,3,3,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
205,"abyss_notable_5",7,"Ambivalent Command","Ordre ambivalent","Ambivalenter Befehl","相反する命令","엇갈리는 명령","Ordem Ambígua","Неоднозначный приказ","Orden ambivalente","Ambivalent Command","矛盾命令",[3],"[23562,23565]",2,2,4,4,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
206,"abyss_notable_6",7,"Boneshedder","Fendeur d'os","Knochenschinder","骨砕き","탈골기","Esfola-ossos","Крошитель костей","Sueltahuesos","Boneshedder","骸骨削切",[3],[23566],10,10,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
207,"abyss_notable_7",7,"Unfiltered Brutality","Brutalité à l'état pur","Ungefilterte Brutalität","生の凶暴性","여과 없는 잔인성","Brutalidade Explícita","Неприкрытая жестокость","Brutalidad sin filtros","Unfiltered Brutality","純粹殘暴",[3],"[23567,23568]",1,1,8,8,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssStrNotable.dds",[],0,100
208,"abyss_notable_8",7,"Derogatory Gaze","Regard dénigrant","Abwertender Blick","軽蔑の視線","경멸하는 눈길","Olhar Desdenhoso","Презрительный взор","Mirada despectiva","Derogatory Gaze","貶損凝視",[3],"[23569,23570]",5,5,-3,-3,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
209,"abyss_notable_9",7,"Abyssal Conduit","Conduit abyssal","Abgründige Leitung","アビスの導き手","심연의 도관","Conduíte Abissal","Проводник Бездны","Conducto abisal","Abyssal Conduit","深淵連結",[3],[23571],2,2,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
210,"abyss_notable_10",7,"Expedited Horrors","Horreurs express","Beschleunigte Schrecken","加速した恐怖","가속된 공포","Horrores Velozes","Скрытые ужасы","Horrores expeditivos","Expedited Horrors","加深恐懼",[3],"[23572,23573]",3,3,-3,-3,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
211,"abyss_notable_11",7,"Confined Exaltation","Exaltation confinée","Eingesperrte Erhabenheit","閉ざされた高揚","한정된 환희","Exaltação Confinada","Сдержанное возвышение","Exaltación confinada","Confined Exaltation","侷限喜悅",[3],"[23574,23575]",-2,-2,1,1,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
212,"abyss_notable_12",7,"Arcane Ascension","Ascension arcanique","Arkaner Aufstieg","アーケインの昇華","비전의 상승","Ascensão Arcana","Колдовское восхождение","Ascensión arcana","Arcane Ascension","秘術昇華",[3],[23576],1,1,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
213,"abyss_notable_13",7,"Ravenous Mind","Esprit vorace","Gieriger Geist","貪欲な精神","굶주린 정신","Mente Voraz","Ненасытный разум","Mente voraz","Ravenous Mind","貪婪思想",[3],[23577],2,2,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
214,"abyss_notable_14",7,"Gluttonous Presence","Présence gloutonne ","Unersättliche Präsenz","貪り喰う存在","걸신들린 존재","Presença Glutona","Прожорливое присутствие","Presencia insaciable","Gluttonous Presence","暴食存在",[3],[23578],2,2,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssStrNotable.dds",[],0,100
215,"abyss_notable_15",7,"Unrestrained Intellect","Intellect débridé","Ungezügelter Intellekt","自由奔放な知性","제약 없는 지성","Intelecto Indiscriminado","Несдержанный интеллект","Intelecto irrestricto","Unrestrained Intellect","無縛智慧",[3],"[23579,23580]",1,1,2,2,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
216,"abyss_notable_16",7,"Cruel Strength","Force cruelle","Grausame Stärke","残酷な筋力","잔혹한 힘","Força Cruel","Жестокая сила","Fuerza cruel","Cruel Strength","殘忍力量",[3],"[23581,23582]",2,2,2,2,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssStrNotable.dds",[],0,100
217,"abyss_notable_17",7,"Opportunistic Dexterity","Dextérité opportuniste","Opportunistisches Geschick","好機の器用さ","기회주의적 민첩","Destreza Oportunista","Гибкая ловкость","Destreza oportunista","Opportunistic Dexterity","投機敏捷",[3],"[23584,23585]",2,2,2,2,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
218,"abyss_notable_18",7,"Unreal Potential","Potentiel inouï","Unwirkliches Potenzial","非現実的なポテンシャル","비현실적 잠재력","Potencial Descomunal","Нереальный потенциал","Potencial irreal","Unreal Potential","虛幻潛力",[3],[23586],1,1,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
219,"abyss_notable_19",7,"I Have Darkvision","Je vois dans le noir","Ich habe eine Dunkelvision","暗視が利く","암흑시야","Visão no Escuro","Я вижу тьму","Veo en la oscuridad","I Have Darkvision","吾有黯視",[3],"[23587,23588]",-2,-2,2,2,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
220,"abyss_notable_20",7,"Domineering Commands","Ordres impérieux","Herrschsüchtige Befehle","支配的な命令","군림하는 명령","Ordens Autoritárias","Довлеющие приказы","Órdenes dominantes","Domineering Commands","跋扈命令",[3],"[23589,23590]",2,2,4,4,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssStrNotable.dds",[],0,100
221,"abyss_notable_21",7,"Worthy Tithes","Dîmes honorables","Würdige Abgaben","価値ある十分の一税","가치 있는 십일조","Oferendas Nobres","Достойные подношения","Diezmos dignos","Worthy Tithes","值得的稅負",[3],[23591],2,2,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
222,"abyss_notable_22",7,"Buried Animosity","Animosité refoulée","Begrabene Feindseligkeit","埋もれた敵意","묻힌 적개심","Ressentimento Sepultado","Затаённая враждебность","Animosidad oculta","Buried Animosity","埋葬憎惡",[3],"[23592,23593]",-2,-2,1,1,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssStrNotable.dds",[],0,100
223,"abyss_notable_23",7,"Fast Rot","Pourriture rapide","Schnelle Verwesung","急速な腐敗","빠른 부패","Putrefação Rápida","Быстрое гниение","Putrefacción rápida","Fast Rot","快速腐爛",[3],"[23594,23595]",2,2,-1,-1,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
224,"abyss_notable_24",7,"Hollow Bones","Os creux","Hohle Knochen","空洞のある骨","속이 빈 뼈","Ossos Côncavos","Пустотелые кости","Huesos huecos","Hollow Bones","空洞骸骨",[3],"[23596,23252]",2,2,2,2,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssDexNotable.dds",[],0,100
225,"abyss_notable_25",7,"Ancient Bastion","Bastion antique","Uralte Bastion","古代の砦","고대 보루","Bastião Antigo","Древний бастион","Bastión ancestral","Ancient Bastion","遠古堅堡",[3],"[23597,23598]",4,4,-2,-2,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssIntNotable.dds",[],0,100
226,"abyss_notable_26",7,"Deformed Steel","Acier déformé","Deformierter Stahl","変形した鋼","변형된 강철","Aço Deformado","Погнутая сталь","Acero deformado","Deformed Steel","殘破堅鋼",[3],"[23599,23600]",2,2,5,5,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/AbyssStrNotable.dds",[],0,100
