"rownum","Id","AnimatedArt","BeamArt","EffectPacksArt","ObjectArt","Variants","BuffVisuals","[i32]_104","ProjectileArt","Stat","MonsterVarieties","ActiveSkill","GrantedEffect","Monster","i32_216","MiscProjectileArt","MiscParticleArt","SkillWeaponEffectsArt","ArtVariationStat"
416,"mantra_of_destruction",[2814],[187],"[437,438,439]",[],"[""Default""]",[],"[18079,18079,56473,14598]",[],338,[],[841],[],"[""Default"",""Breachlord"",""Aurora""]",1000,[],[],[],""
417,"war_banner","[2775,2778]",[],[],[69],"[""Default""]",[],[18079],[],338,[],[851],[],[],1000,[],[],[],""
418,"defiance_banner","[2776,2779]",[],[],[70],"[""Default""]",[],[18079],[],338,[],[852],[],[],1000,[],[],[],""
419,"dread_banner","[2777,2780]",[],[],[71],"[""Default""]",[],[18079],[],338,[],[853],[],[],1000,[],[],[],""
420,"snipers_mark",[],[],[],[],"[""Default""]",[729],[18079],[],338,[],[65],[],[],1000,[],[],[],""
421,"freezing_mark",[],[],[],[],"[""Default""]",[730],"[18079,18079,16922]",[],338,[],[854],[],"[""Default"",""Delirium""]",1000,[],[],[],""
422,"thaumaturgist_mark",[],[],[],[],"[""Default""]",[732],"[18079,18079,7062]",[],338,[],[855],[],"[""Default"",""Faridun""]",1000,[],[],[],""
423,"dazed",[],[],[446],[],"[""Default""]",[734],[18079],[],19520,[],[],[],[],1000,[],[],[],""
424,"hand_of_chayula","[2768,2770]",[],[],[],"[""Default""]",[],"[18079,18079,59057]",[],338,[],[858],[],"[""Default"",""Thunderfist""]",1000,[],[],[],""
425,"summon_infernal_hound",[],[],[],[],"[""Default""]",[],[18079],[],338,[45],[541],[],[],1000,[],[],[],""
426,"summon_water_djinn",[3056],[],[],[],"[""Default""]",[],[18079],[],338,[46],[542],[],[],1000,[],[],[],""
427,"summon_fire_djinn",[3057],[],[],[],"[""Default""]",[],[18079],[],338,[47],[543],[],[],1000,[],[],[],""
428,"summon_sand_djinn",[3058],[],[],[],"[""Default""]",[],[18079],[],338,[48],[544],[],[],1000,[],[],[],""
429,"corpse_beetles",[],[],[770],[],"[""Default""]",[],[18079],[],338,[58],[545],[],[],1000,[],[],[],""
430,"plague_bearer","[963,966,969,972]",[],[296],[],"[""Default"",""Stygian""]","[432,436,440,444]","[18079,39541]",[],338,[],[743],[],[],1000,[],[3],[],""
431,"blood_huntCopy","[2773,2774]",[],[],[],"[""Default""]",[],[18079],[],338,[],[532],[],[],1000,[],[],[],""
432,"war_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[864],[],[],1000,[],[],[],""
433,"defiance_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[865],[],[],1000,[],[],[],""
434,"dread_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[866],[],[],1000,[],[],[],""
435,"time_of_need",[],[],"[448,449,450]",[],"[""Default""]",[],[18079],[],338,[],[867],[],[],1000,[],[],[],""
436,"elemental_invocation","[2142,2143]",[],[274],[],"[""Default""]","[786,651]",[18079],[],338,[],[872],[],[],1000,[],[],[],""
437,"attrition","[2799,2800]",[],[472],[],"[""Default""]",[],[18079],[],338,[],[874],[],[],1000,[],[],[],""
438,"elemental_conflux","[2792,2793,2794]",[],[457],[],"[""Default""]",[],[18079],[],338,[],[875],[],[],1000,[],[],[],""
439,"into_the_breach","[2781,2782,2783,2817]","[205,204,206]","[451,452,453]",[],"[""Default""]",[],[18079],[],338,[],[873],[],[],1000,[],[],[],""
440,"emergency_reload",[],[],"[470,471]",[],"[""Default""]",[],[18079],[],338,[],[876],[],[],1000,[],[],[],""
441,"time_freeze",[2795],[],[],[],"[""Default""]",[],[18079],[],338,[],[862],[],[],1000,[],[],[],""
442,"cluster_grenade","[2796,2797,2798]",[],[],[],"[""Default""]",[],[18079],"[483,484]",338,[],"[877,878]",[],[],1000,[],[],[],""
443,"charge_regulation",[],[],[459],[],"[""Default""]",[],[18079],[],338,[],[881],[],[],1000,[],[],[],""
444,"shard_scavenger",[2812],[],"[465,476]",[],"[""Default""]",[],"[18079,18079,20069]",[],338,[],[882],[],"[""Default"",""Vampiric""]",1000,[],[],[],""
445,"ancestral_spriits",[],[186],[489],[],"[""Default""]",[],[18079],[],338,[],[871],[],[],1000,[],[],[],""
446,"affliction_split",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[883],[],[],1000,[],[],[],""
447,"overwhelming_presence",[],[],[466],[],"[""Default""]",[793],[18079],[],338,[],[886],[],[],1000,[],[],[],""
448,"alchemists_boon",[],[],"[467,468,469]",[],"[""Default""]",[],[18079],[],338,[],[887],[],[],1000,[],[],[],""
449,"reapers_invocation","[2144,2145]",[],[275],[],"[""Default""]","[787,652]",[18079],[],338,[],[888],[],[],1000,[],[],[],""
450,"sacrifice",[],[],[473],[],"[""Default""]",[],[18079],[],338,[],[889],[],[],1000,[],[],[],""
451,"archmage",[],[],[474],[],"[""Default""]",[],[18079],[],338,[],[890],[],[],1000,[],[],[],""
452,"magnetic_salvo","[2818,2819]",[],[],[],"[""Default""]",[],"[18079,18079,7062]",[486],338,[],[892],[],"[""Default"",""Faridun""]",1000,[],[],[],""
453,"freezing_salvo",[2822],[],[],[],"[""Default""]",[],"[18079,18079,16922,14598]",[488],338,[],[893],[],"[""Default"",""Delirium"",""Aurora""]",1000,[],[],[],""
454,"triggered_gas_cloud","[2166,2368,2171,2173]",[],[],[],"[""Default""]",[],[18079],[],338,[],[894],[],[],1000,[],[],[],""
455,"triggered_detonation",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[895],[],[],1000,[],[],[],""
456,"berserk",[],[],[483],[],"[""Default""]",[],[18079],[],338,[],[896],[],[],1000,[],[],[],""
457,"herald_of_plague",[],[],[486],[],"[""Default""]",[371],[18079],[],338,[],[897],[],[],1000,[],[],[],""
458,"herald_of_blood","[2900,2901]",[],"[484,485]",[],"[""Default""]","[743,910]",[18079],[],338,[],"[898,1133]",[],[],1000,[],[],[],""
459,"withering_presence",[],[],[480],[],"[""Default""]",[],[18079],[],338,[],[899],[],[],1000,[],[],[],""
460,"ravenous_swarm",[3051],[],"[481,482]",[],"[""Default""]",[],[18079],[],338,[51],[900],[],[],1000,[],[],[],""
461,"mirage_archer",[],[],[614],[],"[""Default""]",[],[18079],[],338,[],"[902,901]",[],[],1000,[],[],[],""
462,"create_mirage",[],[],"[612,613,615]",[],"[""Default""]",[],[18079],[],338,[],"[903,904]",[],[],1000,[],[],[],""
463,"combat_frenzy",[],[],[477],[],"[""Default""]",[],[18079],[],338,[],[905],[],[],1000,[],[],[],""
464,"cast_on_block","[2825,2826]",[],[478],[],"[""Default""]",[],[18079],[],338,[],[906],[],[],1000,[],[],[],""
465,"cast_curse_on_block","[3133,3134]",[],[633],[],"[""Default""]",[],[18079],[],338,[],[907],[],[],1000,[],[],[],""
466,"gathering_storm","[2827,2829,2831]",[],[479],[],"[""Default""]",[],"[18079,18079,59057]",[],338,[],[908],[],"[""Default"",""Thunderfist""]",1000,[],[],[],""
467,"ghost_dance",[],[],[487],[],"[""Default""]",[736],[18079],[],338,[],[689],[],[],1000,[],[],[],""
468,"unique_delirium_flask",[2835],[],[488],[],"[""Default""]",[],[18079],[],338,[],[],[],[],1000,[],[],[],""
469,"aegis","[2839,2846,2853]",[],[],[],"[""Fire"",""Cold"",""Elemental"",""Lightning"",""Physical"",""Primal"",""SorceryWard""]",[],"[45142,13381,47704,41050,5926,30792,48628]",[],338,[],[835],[],[],1000,[],[],[],""
470,"rapid_assault","[2860,2861,2932,2956]",[],[],[],"[""Default""]",[],[18079],[],338,[],[530],[],[],1000,[],[],[],""
471,"whriling_slash",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[535],[],[],1000,[],[],[],""
472,"triggered_bone_shrapnel",[2865],[],[],[],"[""Default""]",[],[18079],[],338,[],[922],[],[],1000,[],[],[],""
473,"elemental_siphon","[2977,2921,2922,2923]",[],"[497,498,499]",[],"[""Default""]",[],[18079],[],338,[],[797],[],[],1000,[],[],[],""
474,"ritual_sacrifice",[2866],[],"[574,575,576]",[],[],[],[],[],338,[],[909],[],[],1000,[],[],[],""
475,"triggered_titanic_arrows",[2745],[],[],[],"[""Default""]",[],[18079],[],338,[],[928],[],[],1000,[],[],[],""
476,"windstorm","[2862,2863,2905,2906,2944,2945,2946,2947,2948]",[],[],[79],"[""Default""]",[739],[18079],[],338,[],[],[],[],1000,[],[],[],""
477,"whirlwind_lance",[2864],[],[],[],"[""Default""]",[],[18079],[494],338,[],[933],[],[],1000,[],[],[],""
478,"wind_serpents_fury","[2867,2902,2868]",[],[],[],"[""Default""]",[],"[18079,18079,17043]",[],338,[],[934],[],"[""Default"",""SpiritWalker""]",1000,[],[],[],""
479,"blood_hunt",[2888],[],[],[],"[""Default""]",[],[18079],[],338,[],[935],[],[],1000,[],[],[],""
480,"triggered_haemocrystals",[2873],[],[],[],"[""Default""]",[],[18079],[],338,[],[926],[],[],1000,[],[],[],""
481,"storm_lance",[2985],[196],[],[83],"[""Default""]",[],"[18079,18079,14117,844,22063,17043]",[496],338,[],[940],[],"[""Default"",""Valkyrie"",""Dark Tempest"",""Ancestral"",""SpiritWalker""]",1000,[],[],[],""
482,"triggered_caltrops","[2911,2912]",[],[],[88],"[""Default""]",[],[18079],[504],338,[],[924],[],[],1000,[],[],[],""
483,"triggered_caltrops_on_dodge","[2911,2912]",[],[],[88],"[""Default""]",[],[18079],[505],338,[],[925],[],[],1000,[],[],[],""
484,"triggered_battershout_explosion",[2874],[],[],[],"[""Default""]",[],[18079],[],338,[],[923],[],[],1000,[],[],[],""
485,"triggered_spiked_gauntlets",[2875],[],[],[],"[""Default""]",[],[18079],[],338,[],[927],[],[],1000,[],[],[],""
486,"instability",[2876],[],[],[],"[""Default""]",[],[18079],[],338,[],[],[],[],1000,[],[],[],""
487,"spear_of_solaris","[2892,2893,2894,2895]",[],[],[],"[""Default""]",[],"[18079,18079,22063]",[],338,[],[939],[],"[""Default"",""Ancestral""]",1000,[],[],[],""
488,"elemental_sundering","[2877,2878,2879,2880]",[],"[500,501,502,503]",[],"[""Default""]",[],"[18079,18079,22063]",[],338,[],[944],[],"[""Default"",""Ancestral""]",1000,[],[],[],""
489,"summon_beast",[],[201],[],[],"[""Default""]","[772,771,763]",[18079],[],338,[],[945],[],[],1000,[],[],[],""
490,"tame_beast",[],[201],[570],[],"[""Default""]","[762,763,765,764]",[18079],[],338,[],[938],[],[],1000,[],[],[],""
491,"cast_on_charm_use","[2890,2891]",[],[508],[],"[""Default""]",[],[18079],[],338,[],[947],[],[],1000,[],[],[],""
492,"trinity",[],[],[509],[],"[""Default""]",[],[18079],[],338,[],[948],[],[],1000,[],[],[],""
493,"summon_spectre","[2904,2970]",[],[510],[],"[""Default""]",[748],"[18079,18079,38925,48172]",[],338,[],[54],[],"[""Default"",""Bestial"",""Sanguine""]",1000,[],[],[],""
494,"electrocute",[],[],[],[],"[""Default""]",[751],[18079],[],21287,[],[],[],[],1000,[],[],[],""
495,"primal_strikes","[2909,2941]",[],[],[],"[""Default""]",[],"[18079,18079,14117,844,22063]",[],338,[],[950],[],"[""Default"",""Valkyrie"",""Dark Tempest"",""Ancestral""]",1000,[],[],[],""
496,"triggered_volcanic_eruption",[2910],[],[],[],"[""Default""]",[],[18079],[503],338,[],[929],[],[],0,[],[],[],""
497," triggered_molten_shower",[2910],[],[],[],"[""Default""]",[],[18079],[503],338,[],[1111],[],[],0,[],[],[],""
498,"triggered_briar_patch","[2913,3088]",[],[],[89],"[""Default""]",[],[18079],[],338,[],[930],[],[],1000,[],[],[],""
499,"triggered_grounding_shocks",[],[238],[739],[],"[""Default""]",[],[18079],[],338,[],[931],[],[],1000,[],[],[],""
500,"dodge_roll",[3449],[],"[513,539,567,569]",[],"[""Default""]",[],"[18079,18079,37971,25598,54103,46473,54889,50029,13109,45243,34071,29684,57866]",[],22429,[],[652],[],"[""Default"",""Bat"",""Sand"",""Smoke"",""HonourGuard"",""Ghostmarch"",""Ghost"",""Water"",""BullCharge"",""VerdantSteps"",""SonicBoom"",""Shattered""]",1000,[],[],[],""
501,"bind_spectre",[],[],[579],[],"[""Default""]",[],[18079],[],338,[],[690],[],[],1000,[],[],[],""
502,"shatter_effect",[2914],[],[],[],"[""Default"",""ColdSnap""]",[],"[18079,59139]",[],338,[],[],[],[],1000,[],[0],[],""
503,"bloodhounds_mark",[2916],[],[],[],"[""Default""]",[756],[18079],[],338,[],"[936,937]",[],[],1000,[],[],[],""
504,"spearfield","[2918,2919]",[],[],[90],"[""Default""]",[],[18079],[],338,[],[537],[],[],1000,[],[],[],""
505,"instilling","[2920,2921,2922,2923,2924]",[],"[584,585,586,587,588]",[],"[""Default""]","[757,758,759,760,761]",[18079],[],338,[],"[952,953,971]",[],[],1000,[],[],[],""
506,"djinn_knife_throw",[3139],[],[],[],"[""Default""]",[],[18079],[543],338,[],[979],[],[],1000,[],[],[],""
507,"djinn_explosive_teleport","[3144,3145]",[],"[636,637]",[],"[""Default""]",[],[18079],[],338,[],[980],[],[],1000,[],[],[],""
508,"corpse_beetle_explode",[],[],[],[],"[""Default""]",[],[18079],[],338,[],"[982,112]",[],[],1000,[],[],[],""
509,"djinn_living_bomb","[3446,3447,3448]",[],[],[],"[""Default""]",[],[18079],[],338,[],[983],[],[],1000,[],[],[],""
510,"companion_bear_warcry","[3492,3493]",[],[],[],"[""Default""]",[],[18079],[],338,[],[989],[],[],1000,[],[],[],""
511,"companion_bear_slam","[3490,3491]",[],[],[],"[""Default""]",[],[18079],[],338,[],[988],[],[],1000,[],[],[],""
512,"trail_of_caltrops","[2146,2147]",[],[276],[],"[""Default""]",[],[18079],[],338,[],[955],[],[],1000,[],[],[],""
513,"support_spectral_arrows",[2943],[],[],[],"[""Default""]",[],[18079],"[506,507]",20875,[],[],[],[],1000,[],[],[],""
514,"blood_boil",[2931],[],"[572,573]",[],"[""Default""]","[769,770]",[18079],[],338,[],[910],[],[],1000,[],[],[],""
515,"vivid_stampede","[3187,3159]",[],[],[113],"[""Default""]",[],[18079],[],338,[],[912],[],[],1000,[],[],[],""
516,"wild_protector",[],[],[],[],"[""Default""]",[],[18079],[],338,[59],[913],[],[],1000,[],[],[],""
517,"hollow_focus",[2227],[],[],[46],"[""Default""]",[],[18079],[],338,[],[915],[],[],1000,[],[],[],""
518,"hollow_resonance","[2229,2228]",[],[],[],"[""Default""]",[],[18079],[],338,[],[916],[],[],1000,[],[],[],""
519,"haunt",[2933],[],[],[],"[""Primal"",""Wild"",""Vivid"",""Sacred""]",[],"[30792,28806,26253,12979]",[],338,[],[954],[],[],1000,[],[],[],""
520,"cast_lightning_spell_on_hit","[2937,2938]",[],[577],[],"[""Default""]",[],[18079],[],338,[],[956],[],[],1000,[],[],[],""
521,"cast_fire_spell_on_hit","[2939,2940]",[],[578],[],"[""Default""]",[],[18079],[],338,[],[957],[],[],1000,[],[],[],""
522,"hoarfrost",[2942],[],[],[93],"[""Default""]",[],[18079],[],338,[],[],[],[],1000,[],[],[],""
523,"animate_weapon",[2958],[],[605],[],"[""Default""]",[],[18079],[],338,[49],[959],[],[],1000,[],[],[],""
524,"torment_burst",[2959],[],[],[],"[""Default""]",[],[18079],[],338,[],[960],[],[],1000,[],[],[],""
525,"summon_daemon_minion",[],[],[],[],"[""Default""]",[],[18079],[],338,[50],[961],[],[],1000,[],[],[],""
526,"death_from_above","[2964,2965,2972,2990]",[],[],[],"[""Default""]",[],[18079],[],338,[],[962],[],[],1000,[],[],[],""
527,"imbue_weapon_combustion",[2966],[],[],[],"[""Default""]",[],[18079],[],338,[],[965],[],[],1000,[],[],[],""
528,"mtx_crystal_shattering_weapon",[2967],[],"[589,590,591,592]",[],[],[],[],[],338,[],[],[],[],1000,[],[],[],""
529,"lightning_spear",[],[],[],[],"[""Default""]",[],"[18079,18079,14117,844,22063,17043]","[510,511]",338,[],[539],[],"[""Default"",""Valkyrie"",""Dark Tempest"",""Ancestral"",""SpiritWalker""]",1000,[],[],[],""
530,"convalescence",[],[],[604],[],"[""Default""]",[],[18079],[],338,[],[966],[],[],1000,[],[],[],""
531,"convalescence_active",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[967],[],[],1000,[],[],[],""
532,"glacial_lance",[2973],[],[],[94],"[""Default""]",[],"[18079,18079,14598,22063]",[520],338,[],[949],[],"[""Default"",""Aurora"",""Ancestral""]",1000,[],[],[],""
533,"fangs_of_frost","[2978,2979]",[],[608],[],"[""Default""]",[],"[18079,18079,22063]",[],338,[],[943],[],"[""Default"",""Ancestral""]",1000,[],[],[],""
534,"imbue_weapon","[2982,2984]",[],"[606,607]",[],"[""Default""]",[],[18079],[],338,[],[964],[],[],1000,[],[],[],""
535,"mtx_land_shark_consume",[2983],[],[],[],"[""Default""]",[],[18079],[],338,[],[970],[],[],1000,[],[],[],""
536,"impale_debuff",[],[],[610],[],"[""Default""]",[],"[18079,18079,55223]",[],22403,[],[],[],"[""Default"",""Sanguine Bone""]",1000,[],[],[],""
537,"despair","[2995,3386,3387,3388]",[],[],[],"[""Default""]",[795],"[18079,18079,55223]",[],338,[],[328],[],"[""Default"",""Sanguine Bone""]",1000,[],[],[],""
538,"temporal_chains","[2998,3371,3372,3373]",[],[],[],"[""Default""]",[798],"[18079,18079,55223,44655,12317]",[],338,[],[62],[],"[""Default"",""Sanguine Bone"",""Vaal Chrono Seer"",""MapModTempChain""]",1000,[],[],[],""
539,"enfeeble","[3002,3377,3378,3379]",[],[],[],"[""Default""]",[802],"[18079,18079,55223]",[],338,[],[64],[],"[""Default"",""Sanguine Bone""]",1000,[],[],[],""
540,"vulnerability","[3005,3383,3384,3385]",[],[],[],"[""Default""]",[805],"[18079,18079,55223]",[],338,[],[66],[],"[""Default"",""Sanguine Bone""]",1000,[],[],[],""
541,"inevitable_agony","[3007,3374,3375,3376,3008]",[],[],[],"[""Default""]","[807,808]",[18079],[],338,[],[67],[],[],1000,[],[],[],""
542,"elemental_weakness","[3009,3380,3381,3382]",[],[],[],"[""Default""]",[809],"[18079,18079,24268,25569,35955]",[],338,[],[63],[],"[""Default"",""MapMod"",""Abyssal"",""Darkshard""]",1000,[],[],[],""
543,"cull_the_weak","[3023,3024]",[],[],[],"[""Default""]",[],"[18079,18079,17043]",[],338,[],[951],[],"[""Default"",""SpiritWalker""]",1000,[],[],[],""
544,"tree_whip",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[972],[],[],1000,[],[],[],""
545,"wyvern_swipe","[3059,3368,3459]",[],[],[],"[""Default""]",[884],"[18079,18079,52342,29041]",[],338,[],[973],[],"[""Default"",""Lichborn"",""Divine Dragon""]",1000,[],[],[],""
546,"wing_blast","[3042,3044,3045]",[],[],[],"[""Default""]",[],"[18079,18079,52342]",[],338,[],[974],[],"[""Default"",""Lichborn""]",1000,[],[],[],""
547,"exploding_poison_toad","[3041,3050]",[],[],[],"[""Default""]",[],[18079],[],338,[],[975],[],[],1000,[],[],[],""
548,"electric_spit","[3052,3053]",[],[],[],"[""Default""]",[813],"[18079,18079,52342,29041]","[524,525]",338,[],[990],[],"[""Default"",""Lichborn"",""Divine Dragon""]",1000,[],[],[],""
549,"iron_ward",[3065],[],[617],[],"[""Default""]",[],[18079],[],338,[],[991],[],[],1000,[],[],[],""
550,"warding_steel_nova",[3064],[],[616],[],"[""Default""]",[],[18079],[],338,[],[992],[],[],1000,[],[],[],""
551,"moment_of_vulnerability","[3273,3274,3275]",[],"[714,715]",[],"[""Default""]",[817],[18079],[],338,[64],[870],[],[],1000,[],[],[],""
552,"align_fate",[3436],[],[713],[],"[""Default""]",[],[18079],[],338,[],[869],[],[],1000,[],[],[],""
553,"wyvern_flame_breath","[3105,3114,3119,3295]",[],[],[],"[""Default""]",[],"[18079,18079,52342,29041]",[],338,[],[993],[],"[""Default"",""Lichborn"",""Divine Dragon""]",1000,[],[],[],""
554,"ancestrally_boosted_slam","[3066,3067,3068,3069,3070,3071,3072,3073]","[219,220]",[],[],"[""Default"",""Fire""]",[],"[18079,45142]",[],11316,[],[],[],[],1000,[],[],[],""
555,"ancestrally_boosted_strike",[],[],"[639,640]",[],"[""Default"",""Celestial"",""Stygian"",""Fire""]",[],"[18079,27572,39541,45142]",[],7295,[],[],[],[],1000,[],[],[],""
556,"ancestrally_boosted_spell","[3066,3502,3503,3074,3075]",[],"[783,784]",[],"[""Default""]",[],[18079],[],26162,[],[],[],[],1000,[10],[],[],""
557,"entangle",[3089],[],[618],[],"[""Default""]",[],"[18079,18079,38925,39541,53887]",[],338,[],[995],[],"[""Default"",""Bestial"",""Stygian"",""Centipede""]",1000,[],[],[],""
558,"ballistic_ice_chunk","[3093,3132,3367]",[],[],[],"[""Default""]",[],"[18079,18079,44003,14598,897]",[528],24743,[],"[996,997,1016,1015]",[],"[""Default"",""Blood Moon"",""Aurora"",""Verisium""]",1000,[],[],[],""
559,"wolf_frozen_claws",[3296],[],[],[],"[""Default""]",[],"[18079,18079,44003]",[],338,[],[998],[],"[""Default"",""Blood Moon""]",1000,[],[],[],""
560,"bear_fury_of_the_mountain","[1865,1866,1867,1868,1869,1870,3309]",[],[],[],"[""Default""]",[],"[18079,18079,55033]",[],338,[],[999],[],"[""Default"",""Forgemaster""]",1000,[],[],[],""
561,"wolf_cross_slash_mark",[],[],[],[],"[""Default""]",[818],"[18079,18079,44003]",[],338,[],[1000],[],"[""Default"",""Blood Moon""]",1000,[],[],[],""
562,"wolf_cross_slash","[3298,3304,3277]",[],[],[],"[""Default""]",[],"[18079,18079,44003]",[],338,[],[1001],[],"[""Default"",""Blood Moon""]",1000,[],[],[],""
563,"summon_wolf_companion",[],[],[],[],"[""Default""]",[],[18079],[],338,[52],[641],[],[],1000,[],[],[],""
564,"summon_hyena_cackle",[],[],[],[],"[""Default""]",[],[18079],[],338,[56],[642],[],[],1000,[],[],[],""
565,"pinnacle_of_power",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1002],[],[],1000,[],[],[],""
566,"rapid_shot_requiem",[3094],[],[622],[],"[""Default""]",[820],[18079],[533],338,[],[1003],[],[],1000,[],[],[],""
567,"lunar_assault",[],[],[],[],"[""Default""]",[],"[18079,18079,44003]",[],338,[],[1005],[],"[""Default"",""Blood Moon""]",1000,[],[],[],""
568,"tornado","[3095,3096,3391,3394,3397]",[],"[740,743,746]",[],"[""Default""]",[],"[18079,18079,37812,49921]",[],338,[],[510],[],"[""Default"",""Abyss"",""Radiant""]",1000,[],[],[],""
569,"heart_of_ice","[3104,3101]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1006],[],[],1000,[],[],[],""
570,"primal_avatar",[],[201],[570],[],"[""Default""]",[],[18079],[],338,[],[1007],[],[],1000,[],[],[],""
571,"wyvern_devour",[3389],[],"[716,718]",[],"[""Default""]","[849,850]","[18079,18079,52342,29041]",[],338,[],[1008],[],"[""Default"",""Lichborn"",""Divine Dragon""]",1000,[],[],[],""
572,"awakened_forest","[3106,3107]",[],[],[],"[""Default""]",[],"[18079,18079,38925,39541,53887]",[],338,[],[1009],[],"[""Default"",""Bestial"",""Stygian"",""Centipede""]",1000,[],[],[],""
573,"triggered_caustic_cloud",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1010],[],[],1000,[],[],[],""
574,"essence_drain",[3161],[],[],[],"[""Default"",""Rigwald"",""SiphonMicrotransaction1"",""PaleKing"",""Celestial"",""Scientist"",""Project"",""Sunprism"",""Delirium""]",[821],"[18079,50544,28259,788,27572,64816,55295,52008,16922]",[534],338,[],[230],[],[],1000,[],[7],[],""
575,"wolf_lunar_blessing",[3120],[],[],[],"[""Default""]","[861,862]","[18079,18079,44003]",[],338,[],[1011],[],"[""Default"",""Blood Moon""]",1000,[],[],[],""
576,"bear_warcry","[3115,3116]",[],[],[],"[""Default""]",[],"[18079,18079,55033]",[],338,[],[671],[],"[""Default"",""Forgemaster""]",1000,[],[],[],""
577,"wolf_warcry","[3124,3125,3126,3127]",[],"[717,721,738]",[],"[""Default""]","[855,857]",[18079],[],338,[54],[1012],[],[],1000,[],[],[],""
578,"triggered_living_lightning",[],[],[],[],"[""Default""]",[],[18079],[],338,[57],[1013],[],[],1000,[],[],[],""
579,"living_lightning_zap",[],[211],[],[],"[""Default""]",[],[18079],[],338,[],[1014],[],[],1000,[],[],[],""
580,"triggered_shocking_rift","[3135,3136,3137,3138]",[],"[672,673]",[],"[""Default""]",[],[18079],[],338,[],[1017],[],[],1000,[],[],[],""
581,"forge_hammer","[3140,1866,1867,1868,1869,1870,3141,3173]",[],[],[99],"[""Default""]",[],[18079],[],25760,[],[1024],[],[],1000,[],[],[],""
582,"toggle_mount_minion",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1025],[],[],1000,[],[],[],""
583,"fulmination","[2602,3189]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1026],[],[],1000,[],[],[],""
584,"grim_remnant_resummon",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1027],[],[],1000,[],[],[],""
585,"soulrend",[3147],[212],[],[],"[""Default""]","[834,837]",[18079],[544],338,[],[398],[],[],1000,[],[],[],""
586,"djinn_hand_slam","[3150,3151,3152,3153]",[],[],[106],"[""Default""]",[],[18079],[],338,[],[981],[],[],1000,[],[],[],""
587,"lightless_stalker_gaze",[3154],[],[],[],"[""Default""]",[],[18079],[],338,[],[1030],[],[],1000,[],[],[],""
588,"lightless_stalker",[],[],[],[],"[""Default""]",[],[18079],[],338,"[60,61]",[1031],[],[],1000,[],[],[],""
589,"djinn_ground_burst",[3155],[],[],[],[],[],[],[],338,[],[977],[],[],1000,[],[],[],""
590,"dark_pact","[3156,3157,3158,3190]",[215],[],[],"[""Default""]",[],[18079],[],338,[],[249],[],[],1000,[],[],[],""
591,"hammer_of_ngamahu","[2561,2562,2579,2580,2581]",[],[],[],"[""Default""]",[],[18079],"[454,455]",338,[],[825],[],[],1000,[],[],[],""
592,"hammer_of_ngamahu_fist","[2561,2562,2579,2580,2582]",[],[],[],"[""Default""]",[],[18079],[],338,[],[825],[],[],1000,[],[],[],""
593,"toxic_domain","[3249,3252]",[],"[690,691,692]",[103],"[""Default""]",[844],"[18079,18079,60059,7333]",[],338,[],"[1032,1079]",[],"[""Default"",""Night Lotus"",""Blight""]",1000,[1],[],[],""
594,"djinn_fire_rune","[3170,3171,3172]",[],[],[101],"[""Default""]",[],[18079],[547],338,[],[984],[],[],1000,[],[],[],""
595,"spellslinger_invocation","[2140,2141]",[],[273],[],"[""Default""]","[785,650]",[18079],[],338,[],[1033],[],[],1000,[],[],[],""
596,"crackling_palm",[3175],[],[],[],"[""Default""]",[],[18079],[],338,[],[1035],[],[],1000,[],[],[],""
597,"djinn_meteor","[3176,3177]",[],[],[],"[""Default""]",[],[18079],[],338,[],[985],[],[],1000,[],[],[],""
598,"mtx_command_cruelty_killer_bird",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1037],[],[],1000,[],[],[],""
599,"future_past",[],[216],"[648,649]",[],"[""Default""]",[],[18079],[],338,[],[1038],[],[],1000,[],[],[],""
600,"mtx_cruelty_killer_bird_consume",[3178],[],[294],[],"[""Default""]",[],[18079],[],338,[],[1039],[],[],1000,[],[],[],""
601,"primal_bounty",[3547],[],[647],[],"[""Default""]",[],[18079],[],338,[],[1028],[],[],1000,[],[],[],""
602,"runic_tempering","[3181,3182,3183]",[217],[],[],"[""Default""]",[],[18079],[],338,[],[1040],[],[],1000,[],[],[],""
603,"djinn_triggered_wave",[3184],[],[],[],"[""Default""]",[841],[18079],[],338,[],[718],[],[],1000,[],[],[],""
604,"triggered_pillar_of_flame",[3185],[],[650],[],"[""Default""]",[],[18079],[],338,[],"[1018,1019]",[],[],1000,[],[],[],""
