"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162","i32_166","i32_170","bool_174","[rid]_175"
190,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Arena_Rare_02",1,"[729,1729]",150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[10,10]",0,1000,0,0,1,1,1,1,0,0,"",[]
191,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Lair_Rare_01",1,[1729],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1,0,0,"",[]
192,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Lair_Rare_02",1,[729],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1,0,0,"",[]
193,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Lair_Rare_03",1,[747],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1,0,0,"",[]
194,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Lair_Rare_04",1,[1695],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","","","","",[],0,1000,0,0,1,1,1,1,0,0,"",[]
195,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_01_01",1,[851],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1,0,0,"",[]
196,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_01_02",1,[151],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1,0,0,"",[]
197,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_02_01",1,[754],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1,0,0,"",[]
198,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_02_02",1,[1729],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1,0,0,"",[]
199,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_03_01",1,"[349,826]",0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1,0,0,"",[]
200,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_03_02",1,[729],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1,0,0,"",[]
201,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_Large_01_01",1,[856],0,1,0,0,0,0,0,65537,"",1,"","","","",14,28,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <2, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1,0,0,"",[]
202,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_Large_01_02",1,[747],0,1,0,0,0,0,0,65537,"",1,"","","","",1,1,0,100,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1,0,0,"",[]
203,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_Large_02_01",1,[1695],0,1,0,0,0,0,0,65537,"",1,"","","","",14,28,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <1, { ModifyState( multi_spawn, +1 ); Delay( 2.5, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1,0,0,"",[]
204,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_Large_02_02",1,[729],0,1,0,0,0,0,0,65537,"",1,"","","","",1,1,0,100,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1,0,0,"",[]
205,"Metadata/Terrain/Gallows/Leagues/Delirium/Objects/PackSpawner1",1,[1853],3500,0,0,500,500,0,0,256,"","","","","","",1,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
206,"Metadata/Terrain/Gallows/Leagues/Delirium/Objects/Act1_EndgameSpawner",1,"[214,215,266,265,418]",1500,0,15,1000,2000,0,0,256,"","","","","","",0,0,12,3,"","","","globals.afflictionator.act_monsters_spawned =globals.afflictionator.act_monsters_spawned + 1;","","","",[],0,0,0,0,100,100,1,1,0,0,"",[]
207,"Metadata/Terrain/Gallows/Leagues/Delirium/Objects/Act2_EndgameSpawner",1,"[494,484,488,485,486,487,490,491,489]",1500,0,15,1000,2000,0,0,256,"","","","","","",0,0,12,3,"","","","","","","",[],0,0,0,0,100,100,1,1,0,0,"",[]
208,"Metadata/Terrain/Gallows/Leagues/Delirium/Objects/Act3_EndgameSpawner",1,"[408,1015,934,934,935]",1500,0,15,1000,2000,0,0,256,"","","","","","",0,0,12,3,"","","","","","","",[],0,0,0,0,100,100,1,1,0,0,"",[]
209,"Metadata/Terrain/Gallows/Leagues/Delirium/Objects/DeliriumEliteSpawner",1,"[2735,2736,2737,2738,2739]",3000,0,15,2500,3500,0,0,256,"","","","","","",0,0,12,3,"","","","triggerer.specific_object_position = this.GetPositionValues();\r\ntriggerer.MakeVariableSerialised( specific_object_position );\t\ttriggerer.specific_object_facing = this.GetFacingValues();\r\ntriggerer.MakeVariableSerialised( specific_object_facing );\r\nglobals.afflictionator.elite_monsters_spawned =globals.afflictionator.elite_monsters_spawned + 1;","","","",[],0,0,0,0,100,100,1,1,0,0,"",[]
210,"Metadata/Terrain/Gallows/Act3/3_8/Objects/MagicWallWalkCrawlerSpawner",1,[1230],500,0,0,0,0,0,0,0,"",1,"","","","",0,0,100,0,"","","","triggerer.ambush_loc = this.ambush_loc; \r\ntriggerer.ChangeStance(default); triggerer.DoAction(Move, ambush_loc);","","","",[],0,2500,0,0,3,5,1,2,0,0,"",[]
211,"Metadata/Monsters/MarakethSanctumTrial/Boss/Shakari/Objects/ScarabSpawner",1,[654],0,0,0,1000,3000,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction(Emerge2);","",1,"",[],0,0,0,0,2,4,1,1,0,0,"",[]
212,"Metadata/Monsters/SerpentClanMonster/objects/BoneWallSpawner1",1,[1691],0,0,0,0,0,0,0,16777216,"",1,"","","","",1,0,0,0,"","","","","",1,"",[],0,0,0,0,1,1,1,1,0,0,"",[]
213,"Metadata/Monsters/SerpentClanMonster/objects/BoneWallSpawner2",1,[1691],0,0,0,0,0,0,0,16777216,"",1,"","","","",1,0,0,0,"","","","","",1,"",[],0,0,0,0,1,1,1,1,0,0,"",[]
214,"Metadata/Monsters/SerpentClanMonster/objects/BoneWallSpawner3",1,[1691],0,0,0,0,0,0,0,16777216,"",1,"","","","",1,0,0,0,"","","","","",1,"",[],0,0,0,0,1,1,1,1,0,0,"",[]
215,"Metadata/Monsters/SerpentClanMonster/objects/BoneWallSpawner4",1,[1691],0,0,0,0,0,0,0,16777216,"",1,"","","","",1,0,0,0,"","","","","",1,"",[],0,0,0,0,1,1,1,1,0,0,"",[]
216,"Metadata/Monsters/Breach/BreachOverseerBoss/Spider/Spawner",1,[1952],0,0,0,0,0,0,0,0,"",1,"","","","",1,0,0,0,"","","","triggerer.DoAction(Emerge);","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
217,"Metadata/Terrain/Gallows/Leagues/Delirium/Objects/GenericSpawner1",1,"[1830,1832,1836,1840]",1000,0,15,500,1500,0,0,256,"","","","","","",0,0,12,3,"","","","triggerer.specific_object_position = this.GetPositionValues();\r\ntriggerer.MakeVariableSerialised( specific_object_position );\r\ntriggerer.specific_object_facing = this.GetFacingValues();\r\ntriggerer.MakeVariableSerialised( specific_object_facing );\r\nglobals.afflictionator.generic_monsters_spawned = globals.afflictionator.generic_monsters_spawned + 1;","","","",[],0,0,0,0,100,100,1,1,0,0,"",[]
218,"Metadata/Terrain/Gallows/Act4/4_1_1/Objects/SulphiteElementalSpawnerMinor",1,[450],150,0,0,300,500,0,0,1,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
219,"Metadata/Terrain/Gallows/Act4/4_1_1/Objects/SulphiteElementalSpawnerMajor",1,[682],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
220,"Metadata/Terrain/Gallows/Act4/4_1_2/Objects/GoblinShrineSpawnerLeap",1,"[1403,1402]",0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,"","","","","","","","[10,10]",0,0,0,0,1,1,1,1,0,0,"",[]
221,"Metadata/Terrain/Gallows/Act4/4_1_2/Objects/GoblinShrineSpawnerMinor",1,"[1409,1416,1413]",500,0,0,600,1100,0,0,65537,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction(WalkEmerge);","","","","[3,10,1]",0,0,0,0,4,4,1,1,0,0,"",[]
222,"Metadata/Terrain/Gallows/Act4/4_1_2/Objects/GoblinShrineSpawnerMajor",1,[1419],500,0,0,0,0,0,0,65537,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction(WalkEmerge);","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
223,"Metadata/Terrain/Gallows/Act4/4_2_1/Objects/GullAmbushSpawner",1,[1333],2000,0,0,50,50,0,0,1,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction(Emerge);","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
224,"Metadata/Terrain/Gallows/Act4/4_2_1/Objects/TidalArenaSkeletonSpawner",1,"[1307,1312,1309]",2000,0,0,2500,4000,0,0,257,"",1,1,"","","",2,0,0,0,"","","","triggerer.DoAction( Emerge );","","","","[10,10,20]",0,0,0,0,8,8,1,1,0,0,"",[]
225,"Metadata/Terrain/Gallows/Act4/4_2_1/Objects/TidalArenaBossSpawner",1,[1305],0,0,0,0,0,0,0,257,"",1,"","","","",0,0,0,100,"","","","","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
226,"Metadata/Terrain/Gallows/Act4/4_3_1/Objects/GiantCrabSpawner",1,[2257],0,0,0,0,0,0,0,257,"",1,"","","","",0,0,0,100,"","","","triggerer.AddLifeOnDeath( { SetQuestFlagForAll( TropicalIslandCrabDeath ); }, true, true );","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
227,"Metadata/Terrain/Gallows/Act4/4_8b/Objects/ChurchSpawnerOfficer",1,[886],0,0,0,0,0,0,0,65537,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
228,"Metadata/Terrain/Gallows/Act4/4_8b/Objects/ChurchSpawnerSoldier",1,[884],0,0,0,0,0,0,0,65537,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
229,"Metadata/Terrain/Gallows/Act4/4_8b/Objects/ChurchSpawnerCaster",1,[1559],0,0,0,0,0,0,0,65537,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
230,"Metadata/Terrain/Gallows/Act4/4_8b/Objects/ChurchSpawnerPreacher",1,[1560],0,0,0,0,0,0,0,65536,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
231,"Metadata/Terrain/Gallows/Act4/4_5_1/Objects/TortureSpawnerGround",1,"[1354,1356,1358,1360,1362]",1500,0,0,1000,2000,0,0,256,"",1,1,"",1,"",0,0,3,2,"","","","triggerer.MatchOrientation( parent, 1 ); triggerer.rot_offset = Random( -4.0, 4.0 ); triggerer.tan_val = triggerer.rot_offset / 18.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 );triggerer.DoAction( WalkEmerge );  triggerer.SetStateTo( emerge, 1 ); triggerer.AddBuff( hidden_monster, infinity, 1, 1, 1, 0 );","","","",[],0,0,0,0,4,4,1,1,0,0,"",[]
232,"Metadata/Terrain/Gallows/Act4/4_5_1/Objects/TortureSpawnerUpper",1,"[1360,1362]",1500,0,0,1500,3500,0,0,256,"",1,"","",1,"",0,0,3,2,"","","","triggerer.DoAction( Emerge2 ); triggerer.SetStateTo( emerge, 1 ); triggerer.AddBuff( hidden_monster, infinity, 1, 1, 1, 0 );","","","",[],0,0,0,0,4,4,1,1,0,0,"",[]
233,"Metadata/Terrain/Gallows/Act4/4_5_1/Objects/PrisonSpawnerProx01",1,[1364],0,0,0,400,1000,0,0,257,"",1,1,"",1,"",0,0,3,2,"","","","this.monsters += triggerer; this.monsters.AddBuff( hidden_monster, infinity, 1, 1, 1, 0 ); this.monsters.SetMonsterBehaviour( NoAI );","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
234,"Metadata/Terrain/Gallows/Act4/4_5_1/Objects/PrisonSpawnerProx02",1,[1354],0,0,0,400,1000,0,0,257,"",1,1,"",1,"",0,0,3,2,"","","","triggerer.MatchOrientation( parent, 1 ); triggerer.rot_offset = Random( -4.0, 4.0 ); triggerer.tan_val = triggerer.rot_offset / 18.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 );triggerer.DoAction( WalkEmerge );  triggerer.SetStateTo( emerge, 1 ); triggerer.AddBuff( hidden_monster, infinity, 1, 1, 1, 0 );","","","",[],0,0,0,0,1,2,1,1,0,0,"",[]
235,"Metadata/Terrain/Gallows/Act4/4_1_1/Objects/RhoaEncounterSpawner",1,[1393],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,1,"","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
236,"Metadata/Terrain/Gallows/Act4/4_1_1/Objects/BeastEncounterSpawner",1,[1406],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,2,"","","triggerer.AddLifeOnDeath(\r\n\t{\r\n\tSetQuestFlagForAll( G4_1_1TamedBeastRareLandmarkDefeated );\r\n\tDropQuestItem( 'Metadata/Items/Gems/SkillGemUncut', 0, G4_1_1TamedBeastRareLandmarkDefeated, G4_1_1BeastPenSkillGemPickedUp );\t\tglobals.secret_room_marker.SetStateTo( secret_activated, 1 );\r\n\t}, false, true );",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
237,"Metadata/Terrain/Gallows/Act4/4_11_1b/Objects/ButcherEncounterSpawner",1,[1504],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,1,"","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
238,"Metadata/Terrain/Gallows/Act4/4_11_1b/Objects/MedicineWomanEncounterSpawner01",1,[1494],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,2,"","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
239,"Metadata/Terrain/Gallows/Act4/4_11_1b/Objects/MedicineWomanEncounterSpawner02",1,[1497],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
240,"Metadata/Terrain/Gallows/Act4/4_11_2/Objects/HallLandmarkSpawner_AllyArcher",1,[],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
241,"Metadata/Terrain/Gallows/Act4/4_11_2/Objects/HallLandmarkSpawner_AllyShieldAxe",1,[],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
242,"Metadata/Terrain/Gallows/Act4/4_11_2/Objects/HallLandmarkSpawner_AllyOneHandMace",1,[],0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1,0,0,"",[]
243,"Metadata/Terrain/Gallows/Act4/4_11_2/Objects/HallLandmarkSpawner_EnemyRare",1,"[1493,1503,1521,1505]",0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,2,"","","",1,"","","[10,10,10,10]",0,0,0,0,1,1,1,1,0,0,"",[]
244,"Metadata/Terrain/Gallows/Act4/4_11_2/Objects/HallLandmarkSpawner_EnemyMinor",1,"[1493,1503,1521,1505]",0,0,0,0,0,0,0,1,"",1,"","","","",0,0,0,0,"","","","",1,"","","[10,10,10,10]",0,0,0,0,1,1,1,1,0,0,"",[]
245,"Metadata/Terrain/Gallows/Leagues/Abyss/AbyssHub/Rooms/Intro/objects/AbyssIntroPitSpawner",1,"[2398,2338,2390,2386,2411,2402]",1500,0,0,2500,4000,0,0,0,"","",1,"","","",0,0,0,0,"","","","triggerer.DoAction( Emerge );","","","this.controller.ModifyState( finished_spawning, +1);",[],0,0,0,0,4,5,1,1,0,0,"",[]
246,"Metadata/Terrain/Gallows/Leagues/Abyss/AbyssHub/Rooms/Intro/objects/AbyssIntroEliteSpawner",1,"[2346,2354,2358,2365,2405]",0,0,0,0,0,0,0,0,"","",1,"","","",0,0,0,0,2,"","","triggerer.DoAction( Emerge );","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
247,"Metadata/Terrain/Gallows/Act4/4_2_2/Objects/DeliriumEncounterNEW",1,"[1830,1832,1836,1840,1834,1838]",0,0,15,0,0,0,0,256,"",1,"","","","",0,0,0,0,"","","","\t\t\t\ttriggerer.specific_object_position = this.GetPositionValues();\r\n\t\t\t\ttriggerer.MakeVariableSerialised( specific_object_position );\r\n\t\t\t\ttriggerer.specific_object_facing = this.GetFacingValues();\r\n\t\t\t\ttriggerer.MakeVariableSerialised( specific_object_facing );",1,"","",[],0,0,0,0,3,4,3,4,0,0,"",[]
248,"Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_1/Objects/HuhuGrubAmbushSpawner",1,[256],1000,0,0,50,50,0,0,1,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
249,"Metadata/Monsters/LeagueAbyss/Lightless/ConsumeBoss/Objects/ArenaSpawner_Base",1,"[2421,2425,2362,2365,2369]",4000,0,8,2000,5000,65,0,0,"","",1,"","","",0,0,0,0,"","","","triggerer.DoAction(Emerge); triggerer.SetStateTo( doomepk, 1 );","",1,"","[11,11,11,2,2]",0,3000,0,0,8,13,1,1,0,0,"",[]
250,"Metadata/Monsters/LeagueAbyss/Blackblood/DoomBoss/Objects/ArenaSpawner_Base",1,"[2338,2342,2346,2351,2354]",500,0,15,1500,2000,0,0,0,1,"","","","","",0,0,0,0,"","","","triggerer.DoAction(Emerge); triggerer.SetStateTo( doomepk, 1 );","",1,"","[10,10,2,5,2]",0,1000,0,0,1,2,1,1,0,0,"",[]
251,"Metadata/Terrain/Gallows/Act4_Interlude/Part3/P3_1/Objects/SpiderNormalSpawner",1,[643],0,0,0,3750,9750,35,0,65792,"",1,"","","","",6,0,0,0,"","","","triggerer.DoAction( Emerge );","","","",[],0,0,0,0,3,3,1,1,0,0,"",[]
252,"Metadata/Terrain/Gallows/Act4_Interlude/Part3/P3_1/Objects/SpiderRareSpawner",1,[644],0,0,0,3750,9750,35,0,65792,"",1,"","","","",1,0,0,0,2,"","","triggerer.DoAction( Emerge );","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
253,"Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_1/Objects/TrapBeetles",1,[653],0,0,0,3750,4500,0,0,0,"",1,"","","","",0,0,35,0,"","","","triggerer.DoAction(Emerge2);","","","",[],0,0,0,0,3,3,1,1,0,0,"",[]
254,"Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_7/Objects/QimahMonstrosityVase",1,[2259],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,2,"","","triggerer.DoAction(ChangeToStance1);","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
255,"Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_5/Objects/RogueExileSpawner",1,"[2183,2184,2185,2186,2189,2190,2191,2192,2193,2194,2195,2196]",0,0,0,0,0,0,0,256,"",1,"","",1,"",0,0,0,0,3,"","","triggerer.MatchOrientation( parent, 1 ); triggerer.DoAction( WalkEmerge ); triggerer.AddBuff( hidden_monster, infinity, 1, 1, 1, 0 );","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
256,"Metadata/Monsters/LeagueAbyss/Pit/PrimordialMonster/MonolithicSlug_",1,[2394],1000,0,0,0,0,0,0,65536,1,1,"","","","",0,0,0,0,"","","","","",1,"",[],100,0,0,0,25,25,25,25,0,0,"",[]
257,"Metadata/Monsters/LeagueAbyss/Pit/PrimordialMonster/MonolithicSlugStandalone_",1,[2394],1000,0,0,0,0,0,0,65536,1,1,"","","","",0,0,0,0,"","","","","",1,"",[],100,0,0,0,25,25,25,25,0,0,"",[]
258,"Metadata/Terrain/Gallows/Act5/5_2/Objects/NunLandmarkSpawner",1,[],0,0,0,0,0,0,0,257,"",1,"","","","",0,0,0,100,"","","","","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
259,"Metadata/Terrain/Gallows/Act5/5_3_1/Objects/WaterWheelRareSpawner",1,[],0,0,0,0,0,0,0,257,"",1,"","","","",0,0,0,100,"","","","","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
260,"Metadata/Terrain/Gallows/Act5/5_3_1/Objects/WaterWheelNormalSpawner",1,[],0,0,0,1500,2000,0,0,257,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction( WalkEmerge );","","","",[],0,1500,0,0,15,15,1,1,0,0,"",[]
261,"Metadata/Terrain/Gallows/Act5/5_11/Objects/GemCraftingLandmarkRareSpawner",1,[],0,0,0,0,0,0,0,257,"",1,"","","","",0,0,0,100,"","","","","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
262,"Metadata/Terrain/Gallows/Leagues/Incursion/Objects/ConveyorSpawner",1,"[2576,2577]",0,0,0,1000,2000,0,0,256,"",1,"","",1,"",0,0,3,2,"","","","triggerer.DoAction( Emerge);",1,"","",[],0,4000,0,0,1,1,1,1,0,0,"",[]
263,"Metadata/Terrain/Gallows/Leagues/Incursion/Objects/SpyMasterSmoke",1,"[2580,2582]",0,0,0,0,0,0,0,0,"","","","",1,"",0,0,3,2,"","","","triggerer.owner.my_owner.alive_monsters += this; triggerer.AddLifeOnDeath( { owner.my_owner.alive_monsters -= this; }, true, true );","","","",[],0,0,0,0,1,1,1,1,0,0,"",[]
