"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","[i32]_44","i32_60","i32_64"
551,"G3_5_SNE_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNE_01.dgr",100,50,50,"[0,2,1]","[0,4]",85,56
552,"G3_5_SNE_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNE_02.dgr",100,50,50,"[0,2,1]","[0,4]",85,56
553,"G3_5_SNW_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNW_01.dgr",100,50,50,"[0,2,3]","[0,4]",85,56
554,"G3_5_SNW_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNW_02.dgr",100,50,50,"[0,2,3]","[0,4]",85,56
555,"G3_5_SWE_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWE_01.dgr",100,50,50,"[0,3,1]","[0,4]",85,56
556,"G3_5_SWE_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWE_02.dgr",100,50,50,"[0,3,1]","[0,4]",85,56
557,"G3_5_SWN_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWN_01.dgr",100,50,50,"[0,3,2]","[0,4]",85,56
558,"G3_5_SWN_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWN_02.dgr",100,50,50,"[0,3,2]","[0,4]",85,56
559,"G3_5_WEN_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WEN_01.dgr",100,50,50,"[3,1,2]","[0,4]",85,56
560,"G3_5_WEN_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WEN_02.dgr",100,50,50,"[3,1,2]","[0,4]",85,56
561,"G3_5_WNE_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WNE_01.dgr",100,50,50,"[3,2,1]","[0,4]",85,56
562,"G3_5_WNE_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WNE_02.dgr",100,50,50,"[3,2,1]","[0,4]",85,56
563,"G3_6_1_EE_1","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EE_1.dgr",100,50,50,"[1,1]","[2,3,4,5]",85,56
564,"G3_6_1_EE_2","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EE_2.dgr",100,50,50,"[1,1]","[2,3,4,5]",85,56
565,"G3_6_1_EE_3","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EE_3.dgr",100,50,50,"[1,1]","[2,3,4,5]",85,56
566,"G3_6_1_EN_1","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EN_1.dgr",100,50,50,"[1,2]","[2,3,4,5]",85,56
567,"G3_6_1_EN_2","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EN_2.dgr",100,50,50,"[1,2]","[2,3,4,5]",85,56
568,"G3_6_1_EN_3","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EN_3.dgr",100,50,50,"[1,2]","[2,3,4,5]",85,56
569,"G3_6_1_ES_1","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_ES_1.dgr",100,50,50,"[1,0]","[2,3,4,5]",85,56
570,"G3_6_1_ES_2","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_ES_2.dgr",100,50,50,"[1,0]","[2,3,4,5]",85,56
571,"G3_6_1_ES_3","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_ES_3.dgr",100,50,50,"[1,0]","[2,3,4,5]",85,56
572,"G3_6_1_EW_1","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EW_1.dgr",100,50,50,"[1,3]","[2,3,4,5]",85,56
573,"G3_6_1_EW_2","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EW_2.dgr",100,50,50,"[1,3]","[2,3,4,5]",85,56
574,"G3_6_1_EW_3","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EW_3.dgr",100,50,50,"[1,3]","[2,3,4,5]",85,56
575,"G3_6_2_1","Metadata/Terrain/Gallows/Act3/3_6_2/Graphs/LowerMachinarium_1.dgr",100,50,40,[1],"[0,4,3,7]",85,56
576,"G3_6_2_2","Metadata/Terrain/Gallows/Act3/3_6_2/Graphs/LowerMachinarium_2.dgr",100,50,40,[1],"[0,4,3,7]",85,56
577,"G3_6_2_3","Metadata/Terrain/Gallows/Act3/3_6_2/Graphs/LowerMachinarium_3.dgr",100,50,40,[1],"[0,4,3,7]",85,56
578,"G3_6_2_4","Metadata/Terrain/Gallows/Act3/3_6_2/Graphs/LowerMachinarium_4.dgr",100,50,40,[1],"[0,4,3,7]",85,56
579,"G3_7_E","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_E.dgr",100,50,33,[1],[8],85,1
580,"G3_7_N","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_N.dgr",100,50,33,[2],[8],85,1
581,"G3_7_S","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_S.dgr",100,50,33,[0],[8],85,1
582,"G3_7_W","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_W.dgr",100,50,33,[3],[8],85,1
583,"G3_7_E_expedition","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_E_expedition.dgr",100,50,33,[1],[8],85,54
584,"G3_7_N_expedition","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_N_expedition.dgr",100,50,33,[2],[8],85,54
585,"G3_7_S_expedition","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_S_expedition.dgr",100,50,33,[0],[8],85,54
586,"G3_7_W_expedition","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_W_expedition.dgr",100,50,33,[3],[8],85,54
587,"G3_8_1","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_1.dgr",110,50,40,"[2,8,1]",[0],85,56
588,"G3_8_2","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_2.dgr",110,50,40,"[2,8,1]",[0],85,56
589,"G3_8_3","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_3.dgr",110,50,40,"[2,8,1]",[0],85,56
590,"G3_8_4","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_4.dgr",110,50,40,"[2,8,3]",[0],85,56
591,"G3_8_5","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_5.dgr",110,50,40,"[2,8,3]",[0],85,56
592,"G3_8_6","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_6.dgr",110,50,40,"[2,8,3]",[0],85,56
593,"G3_9_1","Metadata/Terrain/Gallows/Act3/3_9/Graphs/TreasureVault_01.dgr",100,50,50,[0],[0],85,56
594,"G3_9_2","Metadata/Terrain/Gallows/Act3/3_9/Graphs/TreasureVault_02.dgr",100,50,50,[3],[7],85,56
595,"G3_10_Airlock","Metadata/Terrain/Gallows/Act3/3_10/Graphs/ChaosTemple_Airlock.dgr",100,50,100,[8],[0],85,56
596,"G3_10","Metadata/Terrain/Gallows/Act3/3_10/Graphs/ChaosTemple_10Room_1.dgr",100,50,50,[],[0],85,56
597,"G3_11_SE","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_SE_1.dgr",110,50,50,[1],[0],85,56
598,"G3_11_SN1","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_SN_1.dgr",110,50,50,[1],[0],85,56
599,"G3_11_SN2","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_SN_2.dgr",110,50,50,[1],[0],85,56
600,"G3_11_WE1","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_WE_1.dgr",110,50,50,[3],[0],85,56
601,"G3_11_WE2","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_WE_2.dgr",110,50,50,[3],[0],85,56
602,"G3_11_WN","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_WN_1.dgr",110,50,50,[3],[0],85,56
603,"G3_12_1","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_1_01.dgr",100,50,40,[],[0],85,56
604,"G3_12_2","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_1_02.dgr",100,50,40,[],[0],85,56
605,"G3_12_3","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_1_03.dgr",100,50,40,[],[0],85,56
606,"G3_12_4","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_1_04.dgr",100,50,40,[],[0],85,56
607,"G3_12_5","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_2_01.dgr",100,50,40,[],[0],85,56
608,"G3_12_6","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_2_02.dgr",100,50,40,[],[0],85,56
609,"G3_12_7","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_2_03.dgr",100,50,40,[],[0],85,56
610,"G3_12_8","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_2_04.dgr",100,50,40,[],[0],85,56
611,"G3_14_1","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_1.dgr",115,50,40,"[2,1]",[0],85,56
612,"G3_14_2","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_2.dgr",115,50,40,"[2,1]",[0],85,56
613,"G3_14_3","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_3.dgr",115,50,40,"[2,1]",[0],85,56
614,"G3_14_4","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_4.dgr",115,50,40,"[2,1]",[0],85,56
615,"G3_14_5","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_5.dgr",115,50,40,"[2,3]",[0],85,56
616,"G3_14_6","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_6.dgr",115,50,40,"[2,3]",[0],85,56
617,"G3_15","Metadata/Terrain/Gallows/Act3/3_15/Graphs/TreasureVault_01.dgr",100,50,50,[],[0],85,56
618,"G3_16_SE","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_SE_1.dgr",120,50,40,"[1,2]","[0,4]",85,56
619,"G3_16_SN1","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_SN_1.dgr",120,50,40,"[1,2]","[0,4]",85,56
620,"G3_16_SN2","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_SN_2.dgr",120,50,40,"[1,2]","[0,4]",85,56
621,"G3_16_WE1","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_WE_1.dgr",120,50,40,"[3,1]",[0],85,56
622,"G3_16_WE2","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_WE_2.dgr",120,50,40,"[3,1]",[0],85,56
623,"G3_16_WN","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_WN_1.dgr",120,50,40,"[3,2]",[0],85,56
624,"G3_17","Metadata/Terrain/Gallows/Act3/3_17/Graphs/Doryanis_1.dgr",100,50,55,[0],"[0,4,3,7]",85,56
625,"G4Town","Metadata/Terrain/Gallows/Act4/4_town/Graphs/kalguurdocktown.dgr",100,50,100,[],[0],85,56
626,"G4Ship","Metadata/Terrain/Gallows/Act4/4_ship/Graphs/ship_subscene.dgr",100,50,100,[],[0],85,56
627,"G4_1_1_1","Metadata/Terrain/Gallows/Act4/4_1_1/Graphs/IsleOfKin_01.dgr",110,55,50,"[8,1]","[0,7]",90,56
628,"G4_1_1_2","Metadata/Terrain/Gallows/Act4/4_1_1/Graphs/IsleOfKin_02.dgr",110,55,50,"[8,2]","[0,7]",90,56
629,"G4_1_1_3","Metadata/Terrain/Gallows/Act4/4_1_1/Graphs/IsleOfKin_03.dgr",110,55,50,"[8,2]","[0,7]",90,56
630,"G4_1_1_4","Metadata/Terrain/Gallows/Act4/4_1_1/Graphs/IsleOfKin_04.dgr",110,55,50,"[8,1]","[0,7]",90,56
631,"G4_1_1_5","Metadata/Terrain/Gallows/Act4/4_1_1/Graphs/IsleOfKin_05.dgr",110,55,50,"[8,2]","[0,1,6,7]",90,56
632,"G4_1_1_6","Metadata/Terrain/Gallows/Act4/4_1_1/Graphs/IsleOfKin_06.dgr",110,55,50,"[8,1]","[0,7]",90,56
633,"G4_1_1_7","Metadata/Terrain/Gallows/Act4/4_1_1/Graphs/IsleOfKin_07.dgr",110,55,50,"[8,1]","[0,7]",90,56
634,"G4_1_1_8","Metadata/Terrain/Gallows/Act4/4_1_1/Graphs/IsleOfKin_08.dgr",110,55,50,"[8,2]","[0,3,4,7]",90,56
635,"G4_1_2_1","Metadata/Terrain/Gallows/Act4/4_1_2/Graphs/active_volcano_01.dgr",100,50,50,[0],"[0,1,6,7]",85,56
636,"G4_1_2_2","Metadata/Terrain/Gallows/Act4/4_1_2/Graphs/active_volcano_02.dgr",100,50,50,[1],"[0,3,4,7]",85,56
637,"G4_1_2_3","Metadata/Terrain/Gallows/Act4/4_1_2/Graphs/active_volcano_03.dgr",100,50,50,[0],"[0,1,6,7]",85,56
638,"G4_1_2_4","Metadata/Terrain/Gallows/Act4/4_1_2/Graphs/active_volcano_04.dgr",100,50,50,[1],"[0,3,4,7]",85,56
639,"G4_2_1_1","Metadata/Terrain/Gallows/Act4/4_2_1/Graphs/CursedShore_01.dgr",100,50,50,"[8,1]",[8],85,56
640,"G4_2_1_2","Metadata/Terrain/Gallows/Act4/4_2_1/Graphs/CursedShore_02.dgr",100,50,50,"[8,1]",[8],85,56
641,"G4_2_1_3","Metadata/Terrain/Gallows/Act4/4_2_1/Graphs/CursedShore_03.dgr",100,50,50,"[8,1]",[8],85,56
642,"G4_2_1_4","Metadata/Terrain/Gallows/Act4/4_2_1/Graphs/CursedShore_04.dgr",100,50,50,"[8,1]",[8],85,56
643,"G4_2_1_5","Metadata/Terrain/Gallows/Act4/4_2_1/Graphs/CursedShore_05.dgr",100,50,50,"[8,1]",[8],85,56
644,"G4_2_1_6","Metadata/Terrain/Gallows/Act4/4_2_1/Graphs/CursedShore_06.dgr",100,50,50,"[8,1]",[8],85,56
645,"G4_2_1_7","Metadata/Terrain/Gallows/Act4/4_2_1/Graphs/CursedShore_07.dgr",100,50,50,"[8,1]",[8],85,56
646,"G4_2_1_8","Metadata/Terrain/Gallows/Act4/4_2_1/Graphs/CursedShore_08.dgr",100,50,50,"[8,1]",[8],85,56
647,"G4_2_2_1","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_01.dgr",100,50,50,[3],"[0,1,6,7]",85,56
648,"G4_2_2_2","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_02.dgr",100,50,50,[3],"[0,1,6,7]",85,56
649,"G4_2_2_3","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_03.dgr",100,50,50,[3],"[0,1,6,7]",85,56
650,"G4_2_2_4","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_04.dgr",100,50,50,[3],"[0,1,6,7]",85,56
651,"G4_2_2_5","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_05.dgr",100,50,50,[3],"[0,4,6,7]",85,56
652,"G4_2_2_6","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_06.dgr",100,50,50,[3],"[0,4,6,7]",85,56
653,"G4_2_2_7","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_07.dgr",100,50,50,[3],"[0,4,6,7]",85,56
654,"G4_2_2_8","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_08.dgr",100,50,50,[3],"[0,1,6,7]",85,56
655,"G4_2_2_9","Metadata/Terrain/Gallows/Act4/4_2_2/Graphs/JourneysEnd_09.dgr",100,50,50,[3],"[0,1,6,7]",85,56
656,"G4_3_1_1","Metadata/Terrain/Gallows/Act4/4_3_1/Graphs/Whakapanu_01.dgr",105,50,50,"[8,2]","[0,1,4,7]",85,56
657,"G4_3_1_2","Metadata/Terrain/Gallows/Act4/4_3_1/Graphs/Whakapanu_02.dgr",105,50,50,"[8,1]","[0,7]",85,56
658,"G4_3_1_3","Metadata/Terrain/Gallows/Act4/4_3_1/Graphs/Whakapanu_03.dgr",105,50,50,"[8,1]","[0,7]",85,56
659,"G4_3_1_4","Metadata/Terrain/Gallows/Act4/4_3_1/Graphs/Whakapanu_04.dgr",105,50,50,"[8,2]","[0,3,4,7]",85,56
660,"G4_3_1_5","Metadata/Terrain/Gallows/Act4/4_3_1/Graphs/Whakapanu_05.dgr",105,50,50,"[8,2]","[0,3,4,7]",85,56
661,"G4_3_1_6","Metadata/Terrain/Gallows/Act4/4_3_1/Graphs/Whakapanu_06.dgr",105,50,50,"[8,2]","[0,7]",85,56
662,"G4_3_1_7","Metadata/Terrain/Gallows/Act4/4_3_1/Graphs/Whakapanu_07.dgr",105,50,50,"[8,2]","[0,3,4,7]",85,56
663,"G4_3_1_8","Metadata/Terrain/Gallows/Act4/4_3_1/Graphs/Whakapanu_08.dgr",105,50,50,"[8,1]","[0,1,6,7]",85,56
664,"G4_3_2_1","Metadata/Terrain/Gallows/Act4/4_3_2/Graphs/SingingCaverns_01.dgr",105,50,50,[2],"[0,2,3,4,5,7]",85,56
665,"G4_3_2_2","Metadata/Terrain/Gallows/Act4/4_3_2/Graphs/SingingCaverns_02.dgr",105,50,50,[2],"[0,1,3,4,6,7]",85,56
666,"G4_3_2_3","Metadata/Terrain/Gallows/Act4/4_3_2/Graphs/SingingCaverns_03.dgr",105,50,50,[0],"[0,1,3,4,6,7]",85,56
667,"G4_3_2_4","Metadata/Terrain/Gallows/Act4/4_3_2/Graphs/SingingCaverns_04.dgr",105,50,50,[3],"[0,2,3,4,5,7]",85,56
668,"G4_4_1","Metadata/Terrain/Gallows/Act4/4_4_1/Graphs/CoralSinkhole_01.dgr",135,50,50,"[8,1]","[0,7]",90,56
669,"G4_4_2","Metadata/Terrain/Gallows/Act4/4_4_2/Graphs/halls_of_the_dead_01.dgr",150,50,40,"[3,8]","[0,7]",85,56
670,"G4_4_3","Metadata/Terrain/Gallows/Act4/4_4_3/Graphs/ascendancy_arena.dgr",120,50,50,[],[0],85,56
671,"G4_5_1_1","Metadata/Terrain/Gallows/Act4/4_5_1/Graphs/upper_prison_01.dgr",110,50,40,"[3,2]","[0,7]",85,56
672,"G4_5_1_2","Metadata/Terrain/Gallows/Act4/4_5_1/Graphs/upper_prison_02.dgr",110,50,40,"[3,1]","[0,7]",85,56
673,"G4_5_1_3","Metadata/Terrain/Gallows/Act4/4_5_1/Graphs/upper_prison_03.dgr",110,50,40,"[3,2]","[0,7]",85,56
674,"G4_5_1_4","Metadata/Terrain/Gallows/Act4/4_5_1/Graphs/upper_prison_04.dgr",110,50,40,"[3,1]","[0,7]",85,56
675,"G4_5_2_1","Metadata/Terrain/Gallows/Act4/4_5_2/Graphs/solitary_confinement_01.dgr",110,50,50,[3],[0],85,56
676,"G4_5_2_2","Metadata/Terrain/Gallows/Act4/4_5_2/Graphs/solitary_confinement_02.dgr",110,50,50,[0],[0],85,56
677,"G4_5_2_3","Metadata/Terrain/Gallows/Act4/4_5_2/Graphs/solitary_confinement_03.dgr",110,50,50,[3],[0],85,56
678,"G4_5_2_4","Metadata/Terrain/Gallows/Act4/4_5_2/Graphs/solitary_confinement_04.dgr",110,50,50,[3],[0],85,56
679,"G4_5_2_5","Metadata/Terrain/Gallows/Act4/4_5_2/Graphs/solitary_confinement_05.dgr",110,50,50,[0],[0],85,56
680,"G4_6","Metadata/Terrain/Gallows/Act4/4_6/Graphs/meteor_island_01.dgr",110,50,50,[],[0],85,56
681,"G4_7_1","Metadata/Terrain/Gallows/Act4/4_7/Graphs/ShrikeIsland_01.dgr",110,50,50,[],"[0,1,2,5,6,7]",85,56
682,"G4_7_2","Metadata/Terrain/Gallows/Act4/4_7/Graphs/ShrikeIsland_02.dgr",110,50,50,[],"[0,2,3,4,5,7]",85,56
683,"G4_7_3","Metadata/Terrain/Gallows/Act4/4_7/Graphs/ShrikeIsland_03.dgr",110,50,50,[],"[0,1,2,5,6,7]",85,56
684,"G4_7_4","Metadata/Terrain/Gallows/Act4/4_7/Graphs/ShrikeIsland_04.dgr",110,50,50,[],"[0,2,3,4,5,7]",85,56
685,"G4_7_5","Metadata/Terrain/Gallows/Act4/4_7/Graphs/ShrikeIsland_05.dgr",110,50,50,[],"[0,1,2,5,6,7]",85,56
686,"G4_7_6","Metadata/Terrain/Gallows/Act4/4_7/Graphs/ShrikeIsland_06.dgr",110,50,50,[],"[0,1,2,5,6,7]",85,56
687,"G4_7_7","Metadata/Terrain/Gallows/Act4/4_7/Graphs/ShrikeIsland_07.dgr",110,50,50,[],"[0,2,3,4,5,7]",85,56
688,"G4_7_8","Metadata/Terrain/Gallows/Act4/4_7/Graphs/ShrikeIsland_08.dgr",110,50,50,[],"[0,1,2,5,6,7]",85,56
689,"G4_8a","Metadata/Terrain/Gallows/Act4/4_8a/Graphs/TwilightOrderEnclave.dgr",110,50,50,[],[0],85,56
690,"G4_8b_1","Metadata/Terrain/Gallows/Act4/4_8b/Graphs/TwilightOrderEnclave_01.dgr",105,50,50,"[8,2]","[0,4]",85,56
691,"G4_8b_2","Metadata/Terrain/Gallows/Act4/4_8b/Graphs/TwilightOrderEnclave_02.dgr",105,50,50,"[8,2]","[0,4]",85,56
692,"G4_8b_3","Metadata/Terrain/Gallows/Act4/4_8b/Graphs/TwilightOrderEnclave_03.dgr",105,50,50,"[8,2]",[0],85,56
693,"G4_9_1","Metadata/Terrain/Gallows/Act4/4_9/Graphs/WhaleStranding_01.dgr",100,50,50,[],[0],85,56
694,"G4_10_1","Metadata/Terrain/Gallows/Act4/4_10/Graphs/precursor_island_01.dgr",100,50,45,[0],[0],85,56
695,"G4_10_2","Metadata/Terrain/Gallows/Act4/4_10/Graphs/precursor_island_02.dgr",100,50,45,[0],[0],85,56
696,"G4_10_3","Metadata/Terrain/Gallows/Act4/4_10/Graphs/precursor_island_03.dgr",100,50,45,[0],[0],85,56
697,"G4_10_4","Metadata/Terrain/Gallows/Act4/4_10/Graphs/precursor_island_04.dgr",100,50,45,[0],[0],85,56
698,"G4_10_5","Metadata/Terrain/Gallows/Act4/4_10/Graphs/precursor_island_05.dgr",100,50,45,[0],[0],85,56
699,"G4_11_1a","Metadata/Terrain/Gallows/Act4/4_11_1a/Graphs/blood_fever_01.dgr",110,50,50,[],[0],85,56
700,"G4_11_1b_1","Metadata/Terrain/Gallows/Act4/4_11_1b/Graphs/blood_fever_01.dgr",110,50,50,"[8,1]","[0,1]",85,56
701,"G4_11_1b_2","Metadata/Terrain/Gallows/Act4/4_11_1b/Graphs/blood_fever_02.dgr",110,50,50,"[8,1]","[0,1]",85,56
702,"G4_11_1b_3","Metadata/Terrain/Gallows/Act4/4_11_1b/Graphs/blood_fever_03.dgr",110,50,50,"[8,0]","[0,1]",85,56
703,"G4_11_1b_4","Metadata/Terrain/Gallows/Act4/4_11_1b/Graphs/blood_fever_04.dgr",110,50,50,"[8,2]","[0,1]",85,56
704,"G4_11_2_1","Metadata/Terrain/Gallows/Act4/4_11_2/Graphs/KaruiVillage_01.dgr",105,50,50,[3],"[0,1,6,7]",85,56
705,"G4_11_2_2","Metadata/Terrain/Gallows/Act4/4_11_2/Graphs/KaruiVillage_02.dgr",105,50,50,[0],"[0,1,6,7]",85,56
706,"G4_11_2_3","Metadata/Terrain/Gallows/Act4/4_11_2/Graphs/KaruiVillage_03.dgr",105,50,50,[2],"[0,1,6,7]",85,56
707,"G4_12","Metadata/Terrain/Gallows/Act4/4_12/Graphs/PrecursorForge_01.dgr",100,50,50,[],[0],85,56
708,"G4_13","Metadata/Terrain/Gallows/Act4/4_13/Graphs/atoll_01.dgr",100,50,50,[],[8],85,1
709,"G4_13_league","Metadata/Terrain/Gallows/Act4/4_13/Graphs/atoll_02.dgr",100,50,50,[],[8],85,54
710,"G4_14_1","Metadata/Terrain/Gallows/Act4/4_14/Graphs/PirateBay_01.dgr",110,50,50,[],[0],85,56
711,"P1_Town","Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_Town/Graphs/village_01.dgr",100,50,100,[],[0],85,56
712,"P1_1","Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_1/Graphs/VillageRoad.dgr",110,50,50,[],[0],85,56
713,"P1_2","Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_2/Graphs/Megalith.dgr",110,50,50,[],[0],85,56
714,"P1_3","Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_3/Graphs/Blackwood_01.tgr",110,50,50,[],[0],85,56
715,"P1_4","Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_4/Graphs/GothicCity_01.dgr",110,50,50,[],[0],85,56
716,"P1_5","Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_5/Graphs/Bastille_01.dgr",110,50,50,[],[0],85,56
717,"P1_6","Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_6/Graphs/Derelict_01.dgr",110,50,50,[],[0],85,56
718,"P2_Town","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_Town/Graphs/P2_Town.dgr",100,50,100,[],[0],85,56
719,"P2_1","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_1/Graphs/P2_1.tgr",170,50,50,[],[0],85,56
720,"P2_2","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_2/Graphs/test_01.dgr",110,50,50,[],[0],85,56
721,"P2_3_1","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_3/Graphs/test_01.dgr",110,50,50,[],"[0,4]",85,56
722,"P2_3_2","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_3/Graphs/test_02.dgr",110,50,50,[],"[0,4]",85,56
723,"P2_4","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_4/Graphs/test_01.dgr",110,50,50,[],[0],85,56
724,"P2_5","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_5/Graphs/keth_gates_01.dgr",110,50,50,[],[0],85,56
725,"P2_6","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_6/Graphs/Waters_01.dgr",110,50,50,[],[0],85,56
726,"P2_7_1","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_7/Graphs/Qimah_01.dgr",110,50,50,[],[0],85,56
727,"P2_7_2","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_7/Graphs/Qimah_02.dgr",110,50,50,[],[0],85,56
728,"P2_7_3","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_7/Graphs/Qimah_03.dgr",110,50,50,[],[0],85,56
729,"P2_7_4","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_7/Graphs/Qimah_04.dgr",110,50,50,[],[0],85,56
730,"P3_Town","Metadata/Terrain/Gallows/Act4_Interlude/Part3/P3_Town/Graphs/JungleRefuge_01.dgr",100,50,100,[],[0],85,56
731,"P3_1_1","Metadata/Terrain/Gallows/Act4_Interlude/Part3/P3_1/Graphs/AshenForest_01.dgr",110,50,50,[],[0],85,56
732,"P3_1_2","Metadata/Terrain/Gallows/Act4_Interlude/Part3/P3_1/Graphs/AshenForest_02.dgr",110,50,50,[],[0],85,56
