"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
1609,"Metadata/Chests/GrottoPotSmall_05",1,3,"Pot","[""Metadata/Chests/KethPots/KethPot_06.ao""]",1,4,-1308229632,3,-16908288,-16843010,-16843010,-16843010,65278,0,100663296,946,0,0,100663296,946,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,100663296,946,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,400,"",1
1610,"Metadata/Chests/Pillars/PillarsPot01sand",1,3,"Pot","[""Metadata/Chests/Pillars/PillarsPot01sand.ao""]","",4,-1296302080,3,-16908288,-16843010,-16843010,-16843010,130814,0,-1140850688,946,0,0,-1140850688,946,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,946,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1611,"Metadata/Chests/Pillars/PillarsPot02sand",1,3,"Pot","[""Metadata/Chests/Pillars/PillarsPot02sand.ao""]","",4,-1284374528,3,-16908288,-16843010,-16843010,-16843010,130814,0,1912602624,947,0,0,1912602624,947,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,947,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1612,"Metadata/Chests/Pillars/PillarsPot03sand",1,3,"Pot","[""Metadata/Chests/Pillars/PillarsPot03sand.ao""]","",4,-1272446976,3,-16908288,-16843010,-16843010,-16843010,130814,0,671088640,948,0,0,671088640,948,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,671088640,948,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1613,"Metadata/Chests/Pillars/PillarsPot04sand",1,3,"Pot","[""Metadata/Chests/Pillars/PillarsPot04sand.ao""]","",4,-1260519424,3,-16908288,-16843010,-16843010,-16843010,130814,0,-570425344,948,0,0,-570425344,948,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,948,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1614,"Metadata/Chests/Pillars/PillarsPot05sand",1,3,"Pot","[""Metadata/Chests/Pillars/PillarsPot05sand.ao""]","",4,-1248591872,3,-16908288,-16843010,-16843010,-16843010,130814,0,-1811939328,949,0,0,-1811939328,949,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,949,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1615,"Metadata/Chests/Pillars/PillarsPot06sand",1,3,"Pot","[""Metadata/Chests/Pillars/PillarsPot06sand.ao""]","",4,-1236664320,3,-16908288,-16843010,-16843010,-16843010,130814,0,1241513984,950,0,0,1241513984,950,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,950,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1616,"Metadata/Chests/FarudinChest_01",1,3,"Chest","[""Metadata/Chests/FarudinChests/JewelleryBox04.ao""]",1,8,-1225392128,3,-16908288,-16843010,-16843010,-16843010,65278,0,-167772160,950,0,0,-167772160,950,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-167772160,950,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,800,"",1
1617,"Metadata/Chests/FarudinChest_02",1,3,"Chest","[""Metadata/Chests/FarudinChests/JewelleryBox06.ao""]",1,8,-1214119936,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1577058304,951,0,0,-1577058304,951,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1577058304,951,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,800,"",1
1618,"Metadata/Chests/FarudinChest_03",1,3,"Chest","[""Metadata/Chests/FarudinChests/JewelleryBox07.ao""]",1,8,-1202847744,3,-16908288,-16843010,-16843010,-16843010,65278,0,1308622848,952,0,0,1308622848,952,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1308622848,952,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,800,"",1
1619,"Metadata/Chests/FarudinChest_04",1,3,"Chest","[""Metadata/Chests/FarudinChests/JewelleryBox15.ao""]",1,8,-1191575552,3,-16908288,-16843010,-16843010,-16843010,65278,0,-100663296,952,0,0,-100663296,952,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,952,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,800,"",1
1620,"Metadata/Chests/FarudinUrn_01",1,2,"Urn","[""Metadata/Chests/FarudinUrns/FarudinUrn01.ao""]","",4,-1181089792,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1711276032,953,0,0,-1711276032,953,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1711276032,953,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1621,"Metadata/Chests/FarudinUrn_02",1,2,"Urn","[""Metadata/Chests/FarudinUrns/FarudinUrn02.ao""]","",4,-1170604032,3,-16908288,-16843010,-16843010,-16843010,65278,0,973078528,954,0,0,973078528,954,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,973078528,954,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1622,"Metadata/Chests/FarudinUrn_03",1,2,"Urn","[""Metadata/Chests/FarudinUrns/FarudinUrn03.ao""]","",4,-1160118272,3,-16908288,-16843010,-16843010,-16843010,65278,0,-637534208,954,0,0,-637534208,954,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-637534208,954,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1623,"Metadata/Chests/FarudinUrn_04",1,2,"Urn","[""Metadata/Chests/FarudinUrns/FarudinUrn04.ao""]","",4,-1149632512,3,-16908288,-16843010,-16843010,-16843010,65278,0,2046820352,955,0,0,2046820352,955,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,955,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1624,"Metadata/Chests/FarudinUrn_05",1,3,"Canister","[""Metadata/Chests/FarudinUrns/FarudinUrn05.ao""]",1,10,-1137836032,3,-16908288,-16843010,-16843010,-16843010,65278,0,771751936,956,0,0,771751936,956,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,771751936,956,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,1000,"",1
1625,"Metadata/Chests/FarudinUrn_06",1,3,"Canister","[""Metadata/Chests/FarudinUrns/FarudinUrn06.ao""]",1,10,-1127350272,3,-16908288,-16843010,-16843010,-16843010,65278,0,-838860800,956,0,0,-838860800,956,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,956,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,1000,"",1
1626,"Metadata/Chests/FarudinUrn_07",1,4,"Basin","[""Metadata/Chests/FarudinUrns/FarudinUrn07.ao""]",1,10,-1115947008,3,-16908288,-16843010,-16843010,-16843010,65278,0,2080374784,957,0,0,2080374784,957,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2080374784,957,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,1000,"",1
1627,"Metadata/Chests/FarudinUrn_08",1,4,"Basin","[""Metadata/Chests/FarudinUrns/FarudinUrn08.ao""]",1,10,-1105461248,3,-16908288,-16843010,-16843010,-16843010,65278,0,469762048,958,0,0,469762048,958,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,469762048,958,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,1000,"",1
1628,"Metadata/Chests/OasisChests/OasisUrn_01",1,3,"Urn","[""Metadata/Chests/OasisChests/OasisUrn_01.ao""]",1,2,-1093795840,3,-16908288,-16843010,-16843010,-16843010,65278,0,-838860800,958,0,0,-838860800,958,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,958,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1
1629,"Metadata/Chests/OasisChests/OasisUrn_02",1,3,"Urn","[""Metadata/Chests/OasisChests/OasisUrn_02.ao""]",1,2,-1082130432,3,-16908288,-16843010,-16843010,-16843010,65278,0,-2147483648,959,0,0,-2147483648,959,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2147483648,959,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1
1630,"Metadata/Chests/OasisChests/OasisUrn_03",1,2,"Urn","[""Metadata/Chests/OasisChests/OasisUrn_03.ao""]",1,2,-1070465024,3,-16908288,-16843010,-16843010,-16843010,65278,0,838860800,960,0,0,838860800,960,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,838860800,960,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1
1631,"Metadata/Chests/OasisChests/OasisUrn_05",1,3,"Pot","[""Metadata/Chests/OasisChests/OasisUrn_05.ao""]",1,2,-1058799616,3,-16908288,-16843010,-16843010,-16843010,65278,0,-469762048,960,0,0,-469762048,960,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-469762048,960,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1
1632,"Metadata/Chests/OasisChests/OasisUrn_06",1,3,"Pot","[""Metadata/Chests/OasisChests/OasisUrn_06.ao""]",1,2,-1047134208,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1778384896,961,0,0,-1778384896,961,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,961,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1
1633,"Metadata/Chests/OasisChests/OasisUrn_07",1,3,"Pot","[""Metadata/Chests/OasisChests/OasisUrn_07.ao""]",1,2,-1035468800,3,-16908288,-16843010,-16843010,-16843010,65278,0,1207959552,962,0,0,1207959552,962,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1207959552,962,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1
1634,"Metadata/Chests/OasisChests/OasisUrnChest_01",1,4,"Chest","[""Metadata/Chests/OasisChests/OasisUrnChest_01.ao""]",1,10,-1022492672,3,-16908288,-16843010,-16843010,-16843010,65278,0,234881024,963,0,0,234881024,963,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,234881024,963,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"",1
1635,"Metadata/Chests/OasisChests/OasisUrnChest_02",1,4,"Chest","[""Metadata/Chests/OasisChests/OasisUrnChest_02.ao""]",1,10,-1009516544,3,-16908288,-16843010,-16843010,-16843010,65278,0,-738197504,963,0,0,-738197504,963,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-738197504,963,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"",1
1636,"Metadata/Chests/OasisChests/OasisUrnChest_03",1,4,"Chest","[""Metadata/Chests/OasisChests/OasisUrnChest_03.ao""]",1,10,-996540416,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1711276032,964,0,0,-1711276032,964,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1711276032,964,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"",1
1637,"Metadata/Chests/OasisChests/OasisUrnSmallChest_01",1,3,"Case","[""Metadata/Chests/OasisChests/OasisUrnSmallChest_01.ao""]",1,2,-981467136,3,-16908288,-16843010,-16843010,-16843010,65278,0,-2147483648,965,0,0,-2147483648,965,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2147483648,965,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1
1638,"Metadata/Chests/OasisChests/OasisUrnSmallChest_02",1,3,"Case","[""Metadata/Chests/OasisChests/OasisUrnSmallChest_02.ao""]",1,2,-967180288,3,-16908288,-16843010,-16843010,-16843010,65278,0,1509949440,966,0,0,1509949440,966,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1509949440,966,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1
1639,"Metadata/Chests/Caravan/DreadnoughtMarakethChest01",1,4,"Trunk","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest01.ao""]",1,10,-952631296,3,-16908288,-16843010,-16843010,-16843010,65278,0,939524096,967,0,0,939524096,967,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,967,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1
1640,"Metadata/Chests/Caravan/DreadnoughtMarakethChest03",1,4,"Trunk","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest03.ao""]",1,10,-938082304,3,-16908288,-16843010,-16843010,-16843010,65278,0,369098752,968,0,0,369098752,968,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,968,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1
1641,"Metadata/Chests/Caravan/DreadnoughtMarakethChest04",1,4,"Trunk","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest04.ao""]",1,10,-923533312,3,-16908288,-16843010,-16843010,-16843010,65278,0,-201326592,968,0,0,-201326592,968,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-201326592,968,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1
1642,"Metadata/Chests/Caravan/DreadnoughtMarakethChestQuarryLandmark",1,4,"Trunk","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest04.ao""]",1,10,-914620416,3,-16908288,-16843010,-16843010,-16843010,65278,0,2080374784,969,0,0,2080374784,969,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2080374784,969,-33554432,-16843010,-16843010,-16843010,2097086206,969,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,3,1000,"",1
1643,"Metadata/Chests/Caravan/DreadnoughtMarakethPropsChest02",1,4,"Trunk","[""Metadata/Chests/Caravan/DreadnoughtMarakethPropsChest02.ao""]",1,6,-889585664,3,-16908288,-16843010,-16843010,-16843010,65278,0,-100663296,970,0,0,-100663296,970,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,970,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,600,"",1
1644,"Metadata/Chests/FoundryChests/FoundryFarudinUrn01",1,3,"Urn","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn01.ao""]","",2,-875298816,3,-16908288,-16843010,-16843010,-16843010,65278,0,-738197504,971,0,0,-738197504,971,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-738197504,971,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1
1645,"Metadata/Chests/FoundryChests/FoundryFarudinUrn02",1,3,"Urn","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn02.ao""]","",2,-861011968,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1375731712,972,0,0,-1375731712,972,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1375731712,972,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1
1646,"Metadata/Chests/FoundryChests/FoundryFarudinUrn03",1,3,"Urn","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn03.ao""]","",2,-846725120,3,-16908288,-16843010,-16843010,-16843010,65278,0,-2013265920,973,0,0,-2013265920,973,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2013265920,973,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1
1647,"Metadata/Chests/FoundryChests/FoundryFarudinUrn04",1,3,"Urn","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn04.ao""]","",2,-832438272,3,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,974,0,0,1644167168,974,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,974,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1
1648,"Metadata/Chests/FoundryChests/FoundryFarudinUrn05",1,3,"Urn","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn05.ao""]","",2,-818151424,3,-16908288,-16843010,-16843010,-16843010,65278,0,1006632960,975,0,0,1006632960,975,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,975,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1
1649,"Metadata/Chests/FoundryChests/FoundryFarudinUrn06",1,3,"Urn","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn06.ao""]","",2,-803864576,3,-16908288,-16843010,-16843010,-16843010,65278,0,369098752,976,0,0,369098752,976,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,976,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1
1650,"Metadata/Chests/FoundryChests/FoundryFarudinUrn07",1,3,"Urn","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn07.ao""]","",2,-789577728,3,-16908288,-16843010,-16843010,-16843010,65278,0,-268435456,976,0,0,-268435456,976,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-268435456,976,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1
1651,"Metadata/Chests/FoundryChests/FoundryFarudinUrn08",1,3,"Urn","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn08.ao""]","",2,-775290880,3,-16908288,-16843010,-16843010,-16843010,65278,0,-905969664,977,0,0,-905969664,977,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,977,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1
1652,"Metadata/Chests/FoundryChests/FoundryChest01","",4,"Chest","[""Metadata/Chests/FoundryChests/FoundryChest01.ao""]",1,10,-762314752,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1879048192,978,0,0,-1879048192,978,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1879048192,978,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1
1653,"Metadata/Chests/FoundryChests/FoundryChest03","",4,"Chest","[""Metadata/Chests/FoundryChests/FoundryChest03.ao""]",1,10,-749338624,3,-16908288,-16843010,-16843010,-16843010,65278,0,1442840576,979,0,0,1442840576,979,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1442840576,979,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1
1654,"Metadata/Chests/FoundryChests/FoundryChest04","",4,"Chest","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,10,-742785024,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1174405120,979,0,0,-1174405120,979,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1174405120,979,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1
1655,"Metadata/Chests/FoundryChests/FoundryPropsChest01","",4,"Chest","[""Metadata/Chests/FoundryChests/FoundryPropsChest01.ao""]",1,2,-728498176,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1811939328,980,0,0,-1811939328,980,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,980,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,200,"",1
1656,"Metadata/Chests/FoundryChests/FoundryPropsChest02",1,4,"Chest","[""Metadata/Chests/FoundryChests/FoundryPropsChest02.ao""]",1,2,-714211328,3,-16908288,-16843010,-16843010,-16843010,65278,0,1845493760,981,0,0,1845493760,981,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1845493760,981,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,200,"",1
1657,"Metadata/Chests/PirateCorpseChest01",1,3,"Corpse","[""Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest01.ao""]",1,4,-699400192,3,-16908288,-16843010,-16843010,-16843010,130814,0,1342177280,982,0,0,1342177280,982,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1342177280,982,-33554432,-16843010,-16843010,-16843010,1358888702,982,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1658,"Metadata/Chests/PirateCorpseChest02",1,3,"Corpse","[""Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest02.ao""]",1,4,-675807232,3,-16908288,-16843010,-16843010,-16843010,130814,0,-1207959552,983,0,0,-1207959552,983,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,983,-33554432,-16843010,-16843010,-16843010,1358888702,982,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1659,"Metadata/Chests/PirateCorpseChest03",1,3,"Corpse","[""Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest03.ao""]",1,4,-660996096,3,-16908288,-16843010,-16843010,-16843010,130814,0,-1711276032,984,0,0,-1711276032,984,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1711276032,984,-33554432,-16843010,-16843010,-16843010,1358888702,982,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1660,"Metadata/Chests/PirateCorpseChest04",1,3,"Corpse","[""Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest04.ao""]",1,4,-646184960,3,-16908288,-16843010,-16843010,-16843010,130814,0,2080374784,985,0,0,2080374784,985,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2080374784,985,-33554432,-16843010,-16843010,-16843010,1358888702,982,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1
1661,"Metadata/Chests/VaalSarcophagus","",4,"Sarcophagus","[""Metadata/Chests/VaalSarcophagus/VaalSarcophagus1.ao""]",1,10,-632684544,3,-16908288,-16843010,-16843010,-16843010,65278,0,1241513984,986,0,0,1241513984,986,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,986,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"",1
