"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32","[rid]","bool","[rid]","bool","[rid]"
786,"ManaRecoupPerCastTime","",[21598],12,[],[],2,1,[],0,[],1,[],1,[]
787,"EvasionIncreasePerAttackTime","",[21606],12,[2863],[],2,1,[],0,[],1,[],1,[]
788,"ArmourIncreasePerAttackTime","",[21604],12,[2863],[],2,1,[],0,[],1,[],1,[]
789,"SparkMinTimeBetweenTargetClearing","",[21640],12,[],[],14,1,[],0,[],1,[],1,[]
790,"SandstormSwipeHitInterval","",[21701],12,[],[],2,1,[],0,[],1,[],1,[]
791,"SandstormSwipeWindstormDamage","",[18850],12,[],[],1,1,[],0,[],1,[],1,[]
792,"TwisterElementalDamage","",[21945],12,[],[],1,1,[],0,[],1,[],1,[]
793,"CannotFullyFillStunThreshold","",[21492],12,[],[],1,1,[],0,[],1,[],1,[]
794,"DoubleChargeBenefits","",[21631],12,[],[],14,1,[],0,[],1,[],1,[]
795,"CurseDurationFromChargeConsumption","",[21215],12,[2437],[],14,1,[],0,[],1,[],1,[]
796,"HazardRearmChance","",[21718],12,[],[],14,1,[],0,[],1,[],1,[]
797,"GainVolatilityIfEmpowered","",[21863],12,[],[],14,1,[],0,[],1,[],1,[]
798,"ExplosiveSpearLimit","",[21312],12,[],[],2,1,[],0,[],1,[],1,[]
799,"ExplosiveSpearProjectileLimit","",[22350],12,[],[],2,1,[],0,[],1,[],1,[]
800,"StormLanceLimit","",[21444],12,[],[],2,1,[],0,[],1,[],1,[]
801,"BloodhoundsMarkBuildupMultiplier","",[22001],12,[],[],14,1,[],0,[],1,[],1,[]
802,"BloodhoundsMarkThreshold","",[21740],12,[],[],14,1,[],0,[],1,[],1,[]
803,"BloodhoundsMarkDamage","",[21739],12,[],[],1,1,[],0,[],1,[],1,[]
804,"BloodhoundsMarkArea","",[21741],12,[],[],4,1,[],0,[],1,[],1,[]
805,"RapidAssaultAdditionalSpearhead","",[22037],12,[],[],1,1,[],0,[],1,[],1,[]
806,"UnsteadyTempoFirstStrike","",[21360],12,[],[],1,1,[],0,[],1,[],1,[]
807,"UnsteadyTempoSecondStrike","",[21361],12,[],[],1,1,[],0,[],1,[],1,[]
808,"UnsteadyTempoThirdStrike","",[21362],12,[],[],1,1,[],0,[],1,[],1,[]
809,"SyzygyIntimidate","",[21263],12,[],[],1,1,[],0,[],1,[],1,[]
810,"SyzygyPrimeForStun","",[21264],12,[],[],1,1,[],0,[],1,[],1,[]
811,"SuffuseGroundSurfaceGrowth","","[20834,20835]",12,[],[],14,1,[],0,[],1,[],1,[]
812,"SupportAncestralCallFrequency","",[21354],12,[],[],2,1,[],0,[],1,[],1,[]
813,"SupportAncestralAidConditional","",[21377],12,[],[],2,1,[],0,[],1,[],1,[]
814,"OverchargeShockReflect","[Shock|Shocks] caused are reflected to you",[1803],4,[],"[1323,2698]",1,1,[],0,[],1,[],1,[]
815,"StormLanceHitFrequency","",[21445],12,[],[],2,1,[],0,[],1,[],1,[]
816,"StormLanceDetonatedBeamCount","",[21865],12,[],[],2,1,[],0,[],1,[],1,[]
817,"VineArrowPodLimit","",[22198],12,[],[],2,1,[],0,[],1,[],1,[]
818,"FireResistWithUncapped","","[299,2034,137]",12,[],[],32,"",[],2,[],"",[],"",[]
819,"ColdResistWithUncapped","","[298,2035,139]",12,[],[],32,"",[],2,[],"",[],"",[]
820,"LightningResistWithUncapped","","[300,2036,141]",12,[],[],32,"",[],2,[],"",[],"",[]
821,"ChaosResistWithUncapped","","[301,2037,143]",12,[],[],32,"",[],2,[],"",[],"",[]
822,"PunchThroughSupport","",[21472],12,[],[],14,1,[],0,[],1,[],1,[]
823,"InfusionDamageGain","",[21761],12,[],[],1,1,[],0,[],1,[],1,[]
824,"PoisonCloudLimit","",[22235],12,[],[],2,1,[],0,[],1,[],1,[]
825,"TwisterMinTimeBetweenTargetClearing","",[21743],12,[],[],14,1,[],0,[],1,[],1,[]
826,"SkillDetonationTime","",[22307],12,[],[],4,1,[],0,[],1,[],1,[]
827,"ParryProjectileDistance","",[22171],12,[],[21967],4,1,[],0,[],1,[],1,[]
828,"ParryBuffMagnitudeAttack","",[21475],12,[],[],13,1,[],0,[],1,[],1,[]
829,"ParryBuffMagnitudeSpell","",[21476],12,[],[],13,1,[],0,[],1,[],1,[]
830,"SpearfieldMaximum","",[13632],12,[],[],2,1,[],0,[],1,[],1,[]
831,"SpearfieldDelayedDamage","",[22466],12,[],[],4,1,[],0,[],1,[],1,[]
832,"LightningSpearChargeSplits","",[22315],12,[],[],3,1,[],0,[],1,[],1,[]
833,"LightningSpearChargeDamage","",[22312],12,[],[1196],1,1,[],0,[],1,[],1,[]
834,"SupportingFireVolleyCount","",[22173],12,[],[],3,1,[],0,[],1,[],1,[]
835,"SupportingFireVolleyDelay","",[22211],12,[],[],3,1,[],0,[],1,[],1,[]
836,"MH_ManaLeech_Chaos","Main Hand Mana Leech from Chaos Attacks",[22448],1,[7243],"[424,1633,20353]",8,1,[14],0,"[265,266]",1,[],1,[]
837,"OH_ManaLeech_Chaos","Off Hand Mana Leech from Chaos Attacks",[22449],1,[7244],"[424,1633,20353]",8,1,[14],0,"[267,268]",1,[],1,[]
838,"MH_ManaLeech_Fire","Main Hand Mana Leech from Fire Attacks",[22433],1,[7243],"[424,1633,20353]",8,1,[14],0,"[257,258]",1,[],1,[]
839,"OH_ManaLeech_Fire","Off Hand Mana Leech from Fire Attacks",[22434],1,[7244],"[424,1633,20353]",8,1,[14],0,"[259,260]",1,[],1,[]
840,"MH_ManaLeech_Lightning","Main Hand Mana Leech from Lightning Attacks",[22443],1,[7243],"[424,1633,20353]",8,1,[14],0,"[261,262]",1,[],1,[]
841,"OH_ManaLeech_Lightning","Off Hand Mana Leech from Lightning Attacks",[22444],1,[7244],"[424,1633,20353]",8,1,[14],0,"[263,264]",1,[],1,[]
842,"MH_ManaLeech_Cold","Main Hand Mana Leech from Cold Attacks",[22438],1,[7243],"[424,1633,20353]",8,1,[14],0,"[253,254]",1,[],1,[]
843,"OH_ManaLeech_Cold","Off Hand Mana Leech from Cold Attacks",[22439],1,[7244],"[424,1633,20353]",8,1,[14],0,"[255,256]",1,[],1,[]
844,"ShockedGroundEffectDuration","",[22402],12,[],[],4,1,[],0,[],1,[],1,[]
845,"ChilledGroundEffectDuration","",[22403],12,[],[],4,1,[],0,[],1,[],1,[]
846,"IgnitedGroundEffectDuration","",[22404],12,[],[],4,1,[],0,[],1,[],1,[]
847,"SecondaryShockedGroundEffectDuration","",[22405],12,[],[],4,1,[],0,[],1,[],1,[]
848,"SecondaryChilledGroundEffectDuration","",[22406],12,[],[],4,1,[],0,[],1,[],1,[]
849,"SecondaryIgnitedGroundEffectDuration","",[22407],12,[],[],4,1,[],0,[],1,[],1,[]
850,"ElementalSunderingMaximum","",[22465],12,[],[],4,1,[],0,[],1,[],1,[]
851,"FrostWallLength","",[499],12,[],[],4,1,[],0,[],1,[],1,[]
852,"ArmourBreakVsParried","",[22489],12,[],[19830],1,1,[],0,[],1,[],1,[]
853,"ToxicGrowthLimit","",[22483],12,[],[],2,1,[],0,[],1,[],1,[]
