"rownum","Id","HASH16","Text"
2431,"QuestFinnsPotion",13662,"\""Bit of Ezomyte know-how, bit of local herbs...\r\nit's no mythical Welakath, but it'll sustain you.\"""
2432,"QuestMastodonTusks",53667,"Age-old ivory from a forgotten era."
2433,"QuestEyeOfTheTitan",25530,"It burns with the primordial heat\r\nof a long-ago Wraeclast."
2434,"QusetEssenceOfTheWaterGod",9928,"The last few drops from veins dry as sand."
2435,"QuestMedallionSerpentClan",37886,"By the terms of the Third Pact, the Constrictor Queen\r\nwas banished from Keth, but given the eastern sands."
2436,"QuestMedallionHyenaClan",12834,"By the terms of the Third Pact, the Sun Clan\r\nagreed to never again attack the Maraketh."
2437,"QuestMedallionCombined",44821,"For a time, there was peace, a wall against\r\nmutual enemies from beyond."
2438,"QuestMaggotHusk",35887,"Life thrives where death dwells."
2439,"QuestBladder",4468,"[DNT] Someone stitched animals hides together to fashion a vessel.\r\nTheir work has outlasted them."
2440,"QuestFullBladder",14267,"[DNT] A stitched bladder with gas contained in it."
2441,"QuestFlameRuby",23108,"Those near the ruby describe a sensation of intense malice,\r\nas if something is peering through from the other side... "
2442,"QuestBalbalaCoin_",53483,"\""Why are you standing there gawking at me?\r\nWe must go to the Trial of the Sekhemas!\"""
2443,"QuestBurningHeart",23106,"The primordial molten world was not devoid of life."
2444,"QuestDjinnFlaskEmpty",48401,"The phrase 'dekha no Garukhan breala' is carefully painted around the middle."
2445,"QuestDjinnFlaskFull",24654,"The bottle shakes angrily when the entity inside sees you looking."
2446,"QuestSuicideNote",51321,"Extremely personal words of love, honour,\r\nand hopelessness scrawled by a shaking hand...\r\nIt appears to have been carefully written to\r\navoid revealing who it was intended for."
2447,"QuestSnakeLadyPotion",23116,"Beware the bite of those serpents that call a human corpse home.\r\nNature has given them the means to acquire a new dwelling."
2448,"QuestSnakeLadyPotionConsumable",4097,"The smell is bad enough to make a veteran warrior faint."
2449,"QuestVaalKeyGem",231,"Ancient facets remain warm to the touch."
2450,"QuestVaalKeyGemMedium",51882,"Somewhere, a distant scream echoes."
2451,"QuestLargeSoulCoreFlavourText",48281,"Heat emanates from the facets,\r\nliving warmth encased in crystal."
2452,"QuestSoulCoreConsumable",47058,"It burns with the heat of rage and murderous intent,\r\na single soul imprisoned eternally for his crimes."
2453,"QuestZigguratDoorKey",33422,"This idol seems strangely shaped, as if made specifically to fit into something."
2454,"QuestBogWitchBroomstick",42391,"The skulls of stolen children adorn carved wood."
2455,"QuestEelMonsterBossDrop",64092,"[DNT] Fill Me In"
2456,"QuestForgemasterHammer",38929,"The smith may not remember higher\r\npursuits, but the hammer does."
2457,"QuestFrostCore",46206,"[DNT] Blisteringly cold to the touch."
2458,"QuestGoldIdol1",23824,"Golden Treasure lies forgotten..."
2459,"QuestGoldIdol2",65369,"...in the depths of an ancient ruin..."
2460,"QuestGoldIdol3",8379,"...rewarding any bold enough to seek it."
2461,"QuestGoldIdol4",24750,"Brilliant idols of immense value..."
2462,"QuestGoldIdol5",12005,"...prized for their rarity..."
2463,"QuestGoldIdol6",583,"...and exquisite craftsmanship."
2464,"QuestAggoratDagger",17391,"Death is both a mercy and a curse."
2465,"QuestVaalSunWorshipperBossDrop",21448,"[DNT] Fill Me In"
2466,"QuestVaalBloodPriestessBossDrop",49275,"[DNT] Fill Me In"
2467,"QuestSacrificialHeart",65505,"A soul still clings to fading shreds of life."
2468,"FourUniqueBodyStr1",3432,"It is safer to be feared than to be loved."
2469,"FourUniqueBodyStr2",13694,"An Ezomyte endures."
2470,"FourUniqueBodyStr3",18181,"In death, the legendary boar's tusks were turned\r\nto the slaying of Phaaryl's Eternal oppressors."
2471,"FourUniqueBodyStr4",2849,"That most legendary caravan bandit had\r\none rule: never let them see you flinch."
2472,"FourUniqueBodyStr5",34596,"Not the sound of thunder on the wind, but the\r\nrhoaback riders—death charging from the sands. "
2473,"FourUniqueBodyStr6",36056,"Knowing she could outlast any opponent,\r\nWrashmin fought not to win, but to delay."
2474,"FourUniqueBodyStr7",14743,"The toughest armour is the trust of your people."
2475,"FourUniqueBodyStr8",59273,"Some would question if the risk was worth it.\r\nThe rest were already dead."
2476,"FourUniqueBodyStr9",50374,"Coming soon"
2477,"FourUniqueBodyStr10",10758,"Coming soon"
2478,"FourUniqueBodyStr11",63244,"Coming soon"
2479,"FourUniqueBodyStr12_",35463,"The turtle's shell one day becomes its tomb."
2480,"FourUniqueBodyStr13_",42416,"Coming soon"
2481,"FourUniqueBodyStr14",31452,"The warrior who fears will fall."
2482,"FourUniqueBodyStr15",57113,"Tears of blood, aching heart,\r\nMy dear Isildria must depart."
2483,"FourUniqueBodyDex1",36712,"When cornered and desperate, look within for the rage to break loose."
2484,"FourUniqueBodyDex2",58715,"To catch an animal, think like an animal."
2485,"FourUniqueBodyDex3",4926,"The blasted oak stands forever."
2486,"FourUniqueBodyDex4",56891,"The desert is ever flowing."
2487,"FourUniqueBodyDex5",49761,"\""I carry neither food nor drink. I rely on the charity\r\nof my fellow wayfarers. Dead men are generous men.\""\r\n- Taruk of the Wildmen"
2488,"FourUniqueBodyDex6",22535,"Wraeclast has suffered many great disasters,\r\nbut life always springs back anew."
2489,"FourUniqueBodyDex7",57713,"The truth lies inside every man, if you dig around. \r\nMany a confession was found in the bowels of Axiom."
2490,"FourUniqueBodyDex8",20019,"As the serpent wills."
2491,"FourUniqueBodyDex9",919,"Coming soon"
2492,"FourUniqueBodyDex10",18326,"Shedding away her regal past,\r\nshe forged a new destiny.\r\nSacrificing the ephemeral joys of man,\r\nshe embraced the eternal grasp of nature.\r\nSeizing her one true wish,\r\nshe found peace at last."
2493,"FourUniqueBodyDex11",46806,"Feed a beast and it will not hunt.\r\nProtect it and it will not fight.\r\nFerocity must be learned, not taught.\r\nIt is suffering that forges the greatest warriors."
2494,"FourUniqueBodyDex12",215,"Coming soon"
2495,"FourUniqueBodyDex13",42852,"Coming soon"
2496,"FourUniqueBodyDex14",62879,"Coming soon"
2497,"FourUniqueBodyDex15",12585,"Hyrri loosed a barrage of arrows,\r\ntipped with a poisoned hatred\r\nonly oppression can ferment."
2498,"FourUniqueBodyInt1",34054,"Faith springs abundant at the edge of death."
2499,"FourUniqueBodyInt2",5134,"The soul cannot flourish in a doubting mind."
2500,"FourUniqueBodyInt3",24641,"Suspicion is a sinister shadow slithering in the soul."
2501,"FourUniqueBodyInt4",21173,"Fueled by the blackness in the hearts of men,\r\nthe armies of Saresh were just as relentless."
2502,"FourUniqueBodyInt5",5175,"He who sows an ember shall reap an inferno."
2503,"FourUniqueBodyInt6",4333,"In its final era, the roofs of Keth were rife with\r\nanything and everything that could hold water...\r\nshould the opportunity arise."
2504,"FourUniqueBodyInt7",17873,"A faith born of flesh."
2505,"FourUniqueBodyInt8",54138,"My Soul is your Strength\r\nMy Price is your Blood"
2506,"FourUniqueBodyInt9",63891,"The tale-women of old knew how to build anticipation."
2507,"FourUniqueBodyInt10",41175,"Coming soon"
2508,"FourUniqueBodyInt11",16004,"Coming soon"
2509,"FourUniqueBodyInt12",9660,"Reap what others have sown\r\nMuster them from their graves\r\nParade them for your pleasure\r\nZealots in mortis enslaved"
2510,"FourUniqueBodyInt13",59127,"When the throat roars,\r\nAs eyes weep,\r\nWhen the hand grips hard\r\nWith trembling fingers,\r\nWhen belly twists\r\nYet legs stand strong,\r\nThat is the work\r\nOf the Defiant Heart."
2511,"FourUniqueBodyInt14",61628,"Hallowed Dordalus was cast into the pit as a heretic,\r\nbut his piety was so great, he would not burn.\r\nHe rose again, lauded, his faith forever changed...\r\nbut not the way the Templar believed."
2512,"FourUniqueBodyInt15",21165,"Shavronne's apparel became ever more extravagant\r\nas her body and soul became ever more corrupted."
2513,"FourUniqueBodyStrDex1",15243,"For those noble families obsessed\r\nwith keeping their bloodline pure,\r\nthere was a price to pay..."
2514,"FourUniqueBodyStrDex2",40203,"In the mists they dwell,\r\nforever hungry,\r\nforever cold."
2515,"FourUniqueBodyStrDex3",42052,"A power unknown aids your own."
2516,"FourUniqueBodyStrDex4",21470,"His isolation caused him to treasure\r\ntheir companionship all the more."
2517,"FourUniqueBodyStrDex5",58500,"There is no safer place\r\nThan the Belly of the Beast"
2518,"FourUniqueBodyStrDex6",28344,"\""This was the first step in some grand design,\r\nlost to the ages, now ours to decipher.\""\r\n- Dominus, High Templar"
2519,"FourUniqueBodyStrDex7",56698,"That day, both the Unblinking Eye and\r\ntheir enemies stood in silence. That day,\r\nthe sky was clear, but it was raining."
2520,"FourUniqueBodyStrDex8",17728,"\""There's nothing like imminent death\r\nto galvanize one's purpose in life.\""\r\n- Malachai the Soulless."
2521,"FourUniqueBodyStrDex9",53686,"\""I will never forget. I will carry your memory\r\nforward, all of you, from this ghastly Vale.\""\r\n- Artair, last survivor of the Ogham rebellion"
2522,"FourUniqueBodyStrDex10",33490,"Coming soon"
2523,"FourUniqueBodyStrDex11",34719,"Whiff of cold, tiny spark, faintest flicker in the dark.\r\nEmbers swirl, ice takes form, sky exposed - Death's perfect storm.\r\nFrost and thunder, flames shine bright, ruin walks the land tonight.\r\nBy your hand they dance and bend, wield them and brook no end."
2524,"FourUniqueBodyStrDex12",35112,"Coming soon"
2525,"FourUniqueBodyStrDex13",62510,"Coming soon"
2526,"FourUniqueBodyStrInt1_",3697,"The gleam of the night and howling teeth alike could not abate the rising of the sun."
2527,"FourUniqueBodyStrInt2",28430,"Coming soon"
2528,"FourUniqueBodyStrInt3",10659,"When Solaris closes her burning eye\r\nAt the end of time,\r\nthe world will perish in ice."
2529,"FourUniqueBodyStrInt4",19778,"Yes... but what if?"
2530,"FourUniqueBodyStrInt5",34522,"Although a great leader during the war,\r\nVoll proved disastrous in times of peace."
2531,"FourUniqueBodyStrInt6",63760,"The greatest mistakes cause suffering\r\nlong after they have been made"
2532,"FourUniqueBodyStrInt7",32332,"Through every great purge, and every fiery inquisition,\r\nthe Twilight Order endured in secret."
2533,"FourUniqueBodyStrInt8",60977,"\""Move in ways your enemy does not expect.\r\nConfuse them with elegance and grace.\r\nThey'll never see the axe coming.\""\r\n- Rakiata, Chieftain of the Tasalio Tribe"
2534,"FourUniqueBodyStrInt9",25817,"It is often said of nobles that they live off their\r\npeasants... sometimes, it's truer than any suspect."
2535,"FourUniqueBodyStrInt10",57072,"Coming soon"
2536,"FourUniqueBodyStrInt11",6612,"Faith does not make us invulnerable.\r\nIt makes us immortal."
2537,"FourUniqueBodyStrInt12",53659,"The Twilight Order rejected the gods, choosing\r\ninstead to put their faith in each other."
2538,"FourUniqueBodyStrInt13",35644,"Coming soon"
2539,"FourUniqueBodyStrInt14",48144,"Coming soon"
2540,"FourUniqueBodyDexInt1",39071,"\""Prepare the rack, boy. And be careful with those hooks!\""\r\n- the Master Torturer's last words"
2541,"FourUniqueBodyDexInt2",64906,"It was in this forsaken land, where mists shroud the world in mystery,\r\nthat thieves, murderers, and outcasts, sought refuge."
2542,"FourUniqueBodyDexInt3",49321,"Born among the high peaks, many Mutewind\r\nlive their entire lives in snow and ice."
2543,"FourUniqueBodyDexInt4",53743,"Be not where death falls."
2544,"FourUniqueBodyDexInt5",11588,"In all things, control."
2545,"FourUniqueBodyDexInt6",48221,"Mortality is a curse.\r\nThe cure is simple."
2546,"FourUniqueBodyDexInt7",43447,"Coming soon"
2547,"FourUniqueBodyDexInt8",10289,"Coming soon"
2548,"FourUniqueBodyDexInt9",4046,"Coming soon"
2549,"FourUniqueBodyDexInt10",63997,"Thin is the line between mechanical genius and magic."
2550,"FourUniqueBodyDexInt11",61936,"\""...The discomfort shown by the others is amusing, but none\r\ncan deny that my work has made quite the splash...\""\r\n- Maligaro's Journal"
2551,"FourUniqueBodyDexInt12",63960,"Coming soon"
2552,"FourUniqueBodyDexInt13",10262,"Curse their vile Council,\r\nThey cast me aside as if I am some bastard child.\r\nIf they only knew the power I possess."
2553,"FourUniqueBodyStrDexInt1",1326,""
2554,"FourUniqueHelmetStr1a",20069,"The younger brother waded into battle, shrugging off blows."
2555,"FourUniqueHelmetStr1b",26827,"The older brother retained calm in the midst of fury."
2556,"FourUniqueHelmetStr2",35119,"Centuries of servitude, a day\r\nof glory, an eternity of death."
2557,"FourUniqueHelmetStr3",57511,"The beasts we fear the most\r\nare the ones who dwell in total darkness."
2558,"FourUniqueHelmetStr4",29758,"We may fight, and we may die, but in these\r\nmoments of blood and battle, we truly live."
2559,"FourUniqueHelmetStr5",44529,"May you never hear it toll."
2560,"FourUniqueHelmetStr6",8944,"Only the High Priests could enact the sacrifices,\r\nbut all who witnessed shared in exultation."
2561,"FourUniqueHelmetStr7",51363,"The Emperor's trusted surgeons are not the only ones who practice the dark arts. Some of us are just more discreet.\"""
2562,"FourUniqueHelmetStr8",10985,"An eye for an eye makes the whole world dead."
2563,"FourUniqueHelmetStr9",2810,"Coming soon"
2564,"FourUniqueHelmetStr10",60630,"When you have slain all of your enemies,\r\nwhat is left to fear?"
2565,"FourUniqueHelmetStr11",7907,"Coming soon"
2566,"FourUniqueHelmetDex1",46746,"Beyond madness lies inspiration."
2567,"FourUniqueHelmetDex2",41283,"No metal slips as easily through the fingers as gold."
2568,"FourUniqueHelmetDex3",46777,"No man burns alone."
2569,"FourUniqueHelmetDex4",27590,"Coming soon"
2570,"FourUniqueHelmetDex5",21819,"Ancient worshippers of the Greatwolf were overtaken\r\nby a ravenous hunger for all things mystical."
2571,"FourUniqueHelmetDex6",42245,"Countless gifts, negotiations, and trade pacts gradually eroded\r\nthe independence of every neighbor of the Vaal Empire."
2572,"FourUniqueHelmetDex7",3035,"Brinerot pirates live in a perpetual blaze of glory,\r\npushing their luck right to the end."
2573,"FourUniqueHelmetDex8",50318,"There was no hero made out of Starkonja's death,\r\nbut merely a long sleep made eternal."
2574,"FourUniqueHelmetDex9",10759,"Give of your heated passions.\r\nGive of your cold resolve.\r\nYou will be repaid."
2575,"FourUniqueHelmetDex10",34343,"The end always comes sooner than we think."
2576,"FourUniqueHelmetDex11",48460,"Nature respects the strong\r\nAnd paints the snow red\r\nWith the blood of the weak"
2577,"FourUniqueHelmetInt1",26539,"Lift it lightly, don it slow.\r\nThe spikes point out and in, you know."
2578,"FourUniqueHelmetInt2",61657,"The spirit hungers for the flesh."
2579,"FourUniqueHelmetInt3",27649,"Tale-women do not fight as dekharas.\r\nThey command a power all their own."
2580,"FourUniqueHelmetInt4",7079,"Keep your heart as ice,\r\nlest your passions stir."
2581,"FourUniqueHelmetInt5",31407,"From the flesh of the gods, Xibaqua was born.\r\nFrom the carnage of Xibaqua, we were born.\r\nIt is our duty to return to the gods what was once theirs."
2582,"FourUniqueHelmetInt6",8653,"They screamed her name in adulation as they gave\r\ntheir very lives. She looked on with impatience."
2583,"FourUniqueHelmetInt7",35612,"Turning, gazing, blinking,\r\nbehold the eyes of void.\r\nBurning, razing, drinking,\r\nyour mind is destroyed."
2584,"FourUniqueHelmetInt8",57644,"\""The sharper the pain, the sharper the mind.\r\nA curious paradox.\""\r\n- Shavronne of Umbra"
2585,"FourUniqueHelmetInt9",49051,"Coming soon"
2586,"FourUniqueHelmetInt10",58303,"Branded a heretic for your beliefs,\r\nYou stand alone against many.\r\nMay the truth that fuels their anger,\r\nCarry your blade into their hearts."
2587,"FourUniqueHelmetInt11",58931,"Where the body's limits begin,\r\nthe mind's limits end."
2588,"FourUniqueHelmetStrDex1",48432,"In the end, even heroes fade away."
2589,"FourUniqueHelmetStrDex2",7182,"Sometimes patching up your\r\nequipment gets out of hand."
2590,"FourUniqueHelmetStrDex3",28403,"Let the rider's aim be true."
2591,"FourUniqueHelmetStrDex4",14521,"He never spoke a word. His opponents imagined\r\ntheir own personal mockeries, most cruel."
2592,"FourUniqueHelmetStrDex5",64068,"Familiarity breeds contempt."
2593,"FourUniqueHelmetStrDex6",39505,"Swift as thought are the actions of Man \r\nwhen borne on wings of divine providence."
2594,"FourUniqueHelmetStrDex7",39552,"\""What lies beneath your feet?!\""\r\n\""Sacred ground, watered with tears of blood!\"""
2595,"FourUniqueHelmetStrDex8",34421,"A cacophony of battle cries\r\nReverberate through time and space\r\nInflicting pain beyond measure"
2596,"FourUniqueHelmetStrInt1",40456,"An endless river of bodies lie in the wake of ambition."
2597,"FourUniqueHelmetStrInt2",13248,"Heavy is the head."
2598,"FourUniqueHelmetStrInt3",55363,"A lightless world\r\na silent reign\r\ntwo sightless eyes\r\nfeed on your pain."
2599,"FourUniqueHelmetStrInt4",32326,"The seeds of greatness are planted in darkness,\r\nWatered by suffering,\r\nTended by desperation,\r\nAnd bloom steel flowers of victory."
2600,"FourUniqueHelmetStrInt5",62173,"Pain brings clarity."
2601,"FourUniqueHelmetStrInt6",10945,"Death crawls in darkness, closer than we think."
2602,"FourUniqueHelmetStrInt7",6208,"Coming soon"
2603,"FourUniqueHelmetStrInt8",6165,"There is power in hunger, though it will\r\nconsume all that you have... and more."
2604,"FourUniqueHelmetDexInt1",58895,"The roots take hold within..."
2605,"FourUniqueHelmetDexInt2",26960,"A terror of ancient times, his identity\r\nremains lost... but his power does not."
2606,"FourUniqueHelmetDexInt3",36626,"For none of us are as cruel as all of us."
2607,"FourUniqueHelmetDexInt4",13926,"Remaining unseen, the Dishonoured Assassin struck\r\nonly in the depths of the harshest sandstorms."
2608,"FourUniqueHelmetDexInt5",11819,"\""A queen should be seen, admired, but never touched.\""\r\n- Atziri, Queen of the Vaal"
2609,"FourUniqueHelmetDexInt6",8283,"\""The ice seared his naked feet\r\nAs the lightning stilled his heart,\r\nBut it was the flames upon his lover's face\r\nThat roused him to vengeance.\""\r\n- From 'The Three Dragons' by Victario of Sarn"
2610,"FourUniqueHelmetDexInt7",10693,"Coming soon"
2611,"FourUniqueHelmetDexInt8",7234,"You think we do not know.\r\nWe know all that you think."
2612,"FourUniqueGlovesStr1",21648,"Coming soon"
2613,"FourUniqueGlovesStr2",30244,"The largest beings on Wraeclast\r\nare not flesh and blood."
2614,"FourUniqueGlovesStr3",34104,"Why cling to your sanity? It offers you nothing.\r\nSurrender to me, and I will grant you everything."
2615,"FourUniqueGlovesStr4",19467,"What is worse, the sting of the past, the pain of the present, or the fear of the future?"
2616,"FourUniqueGlovesStr5",29634,"\""The heart is the herald. \r\nIt will tell me when it is best to strike.\""\r\n- Atziri, Queen of the Vaal"
2617,"FourUniqueGlovesStr6",36133,"Coming soon"
2618,"FourUniqueGlovesStr7",47860,"\""I like my vassals at sword point,\r\nbut my enemies as close as the hilt.\""\r\n- Emperor Chitus"
2619,"FourUniqueGlovesStr8",41019,"Forged from the heart of the densest star, your courage will fail long before it does."
2620,"FourUniqueGlovesDex1_",18819,"Fight with the ferocity of the First Ones."
2621,"FourUniqueGlovesDex2",18807,"After the eruption, the skies turned grey,\r\nash began to fall, and a chill set in..."
2622,"FourUniqueGlovesDex3",42888,"The forest is a stronghold mightier than any other."
2623,"FourUniqueGlovesDex4",17098,"The devil finds work for idle hands."
2624,"FourUniqueGlovesDex5",31265,"As the serpent shuns thought,\r\nIt shuns fear.\r\nIt strikes with the speed of wrath\r\nAnd the skill of compulsion."
2625,"FourUniqueGlovesDex6",31129,"Maligaro operated effortlessly,\r\nwith great speed and terrible consequences."
2626,"FourUniqueGlovesDex7",869,"Coming soon"
2627,"FourUniqueGlovesDex8",60506,"\""We have methods of interrogation the Inquisitors only dream of.\""\r\n- Marcus, Brotherhood Liaison"
2628,"FourUniqueGlovesInt1",55214,"Bloodshed on the crimson shores,\r\nlonging for the endless sea.\r\nTreasures, life, I'd give it all\r\njust to capture thee."
2629,"FourUniqueGlovesInt2",58417,"You can be the wick or the wax. Either way, your light goes out and mine goes on."
2630,"FourUniqueGlovesInt3",33587,"While Doedre lacked Maligaro's sense of style,\r\nshe surpassed her master in pure malevolence."
2631,"FourUniqueGlovesInt4",57512,"Reality is a puzzle. Ingenuity is power."
2632,"FourUniqueGlovesInt5",42111,"Xibaqua's treachery was met with divine fury.\r\nOne by one, the gods reclaimed their flesh,\r\nuntil all that remained was a droplet of pure light:\r\nThe first Vaal."
2633,"FourUniqueGlovesInt6",64100,"Diamora sings not for hunger, but for longing."
2634,"FourUniqueGlovesInt7",29904,"\""Keep smiling. The deepest cut comes not from insults, but from false praise.\"""
2635,"FourUniqueGlovesInt8",2143,"Absolute corruption empowers absolutely."
2636,"FourUniqueGlovesStrDex1",22260,"The whispers of the old gods hum through the iron. They demand a hero."
2637,"FourUniqueGlovesStrDex2",51039,"Wealth is not to be borne lightly."
2638,"FourUniqueGlovesStrDex3",1375,"Anticipation is a gift."
2639,"FourUniqueGlovesStrDex4",19306,"Unlike the other gods, when he was born from the volcano,\r\nValako rode the clouds of ash into the thundering sky."
2640,"FourUniqueGlovesStrDex5",32005,"The strongest souls are forged through struggle and defeat."
2641,"FourUniqueGlovesStrDex6",6168,"Coming soon"
2642,"FourUniqueGlovesStrInt1",47547,"Try as you like to hide the\r\nblood on your hands.\r\nYou'll still know the truth."
2643,"FourUniqueGlovesStrInt2",10809,"Captivity breeds creativity."
2644,"FourUniqueGlovesStrInt3",4984,"The secret was lost with its maker."
2645,"FourUniqueGlovesStrInt4",41921,"Only once did Maligaro wonder if he'd gone too far.\r\nHis greatest success took three entire legions to capture."
2646,"FourUniqueGlovesStrInt5",15699,"The laws of the faith do not apply to its leader."
2647,"FourUniqueGlovesStrInt6",10105,"By my hand, the inert is given life.\r\nBy my hand, that which rots is reborn.\r\nThere is nothing that cannot be changed.\r\nNothing."
2648,"FourUniqueGlovesDexInt1",53732,"Ulcers, scabs, and pocks, the third army makes its claim."
2649,"FourUniqueGlovesDexInt2",7519,"\""Stitches? Wouldn't that defeat the purpose?\"" \r\n- Jeffry, Torturer's Apprentice"
2650,"FourUniqueGlovesDexInt3",26194,"A plan without a deadline stays a plan."
2651,"FourUniqueGlovesDexInt4",47639,"\""You think you have Coralito chained. You don't.\r\nYou think you're torturing him. You're not.\r\nHe needed to get close to you... and you let him.\"""
2652,"FourUniqueGlovesDexInt5",34448,"The darkest clouds clashed and coupled,\r\ngiving birth to four lightning children of hate."
2653,"FourUniqueGlovesDexInt6",58615,"The roar of the heavens\r\nStrikes more than fear\r\nInto the hearts of Man"
2654,"FourUniqueBootsStr1",57631,"A wall of steel and muscle."
2655,"FourUniqueBootsStr2",64446,"Natural decay can be twisted to dark ends."
2656,"FourUniqueBootsStr3",9649,"We move to be closer to her, but the distance yet grows."
2657,"FourUniqueBootsStr4",63011,"The truly mighty are never outnumbered."
2658,"FourUniqueBootsStr5",11820,"As the sun rises and the light approaches,\r\nso too shall your enemies fear you."
2659,"FourUniqueBootsStr6",2698,"Centuries ago, there existed a unique grove imbued with ancestral fire.\r\nAs with all things, the Karui used its wood for war."
2660,"FourUniqueBootsStr7",24476,"Coming soon"
2661,"FourUniqueBootsStr8",29980,"Coming soon"
2662,"FourUniqueBootsDex1",46969,"Coming soon"
2663,"FourUniqueBootsDex2",2986,"The druids walk the Grelwood without fear."
2664,"FourUniqueBootsDex3",26452,"All your tomorrows lie ahead of you,\r\nunknown and snarled to the very last."
2665,"FourUniqueBootsDex4",35214,"Where legends tread,\r\nthe world hearkens."
2666,"FourUniqueBootsDex5",25566,"Banished for his tragic failure,\r\nErian learned to hunt to survive."
2667,"FourUniqueBootsDex6",59664,"The wyrm draws warmth from the fires of desire."
2668,"FourUniqueBootsDex7",27835,"Coming soon"
2669,"FourUniqueBootsDex8",64226,"Coming soon"
2670,"FourUniqueBootsInt1",48808,"Blessed are those who tend the Grove."
2671,"FourUniqueBootsInt2",58718,"All the world is my home."
2672,"FourUniqueBootsInt3",18110,"The dead man walks where\r\nthe living fear to tread."
2673,"FourUniqueBootsInt4",53608,"Wonders abound at death's door."
2674,"FourUniqueBootsInt5",13847,"The mocking wind, a shielding spell,\r\nThe haunting screams, a maddening hell"
2675,"FourUniqueBootsInt6",19482,"Coming soon"
2676,"FourUniqueBootsInt7",26211,"Coming soon"
2677,"FourUniqueBootsInt8",13228,"Coming soon"
2678,"FourUniqueBootsStrDex1",25040,"Some search forever for their path."
2679,"FourUniqueBootsStrDex2",13642,"\""Sirrius flew on wings of light, faster than wind, faster\r\nthan thought. But try as he might to outrun the darkness,\r\nit was there, at every turn, waiting for him.\""\r\n- Azmerian legend"
2680,"FourUniqueBootsStrDex3",44291,"The storm cannot sway those of sure footing."
2681,"FourUniqueBootsStrDex4",34750,"Coming soon"
2682,"FourUniqueBootsStrDex5",53886,"Coming soon"
2683,"FourUniqueBootsStrDex6",11291,"Coming soon"
2684,"FourUniqueBootsStrInt1",38066,"Coming soon"
2685,"FourUniqueBootsStrInt2",59412,"Tempest's power given form,\r\nFlee before the walking storm."
2686,"FourUniqueBootsStrInt3",48774,"For the immortal, what is the difference\r\nbetween an age and an instant?"
2687,"FourUniqueBootsStrInt4",8499,"To extend your life as long as possible\r\nis to extend all the maladies that come with it."
2688,"FourUniqueBootsStrInt5",12621,"Where he tread, disintegrating storms of lightning\r\nand death laid waste to all around him."
2689,"FourUniqueBootsStrInt6",21474,"Coming soon"
2690,"FourUniqueBootsDexInt1",19352,"Coming soon"
2691,"FourUniqueBootsDexInt2",35262,"The cursed ones march forever,\r\nOn their hopeless, last endeavour.\r\n"
2692,"FourUniqueBootsDexInt3",60757,"The combat stance used by Vaal nobles\r\nwas as elegant as it was deadly."
2693,"FourUniqueBootsDexInt4",9078,"Coming soon"
2694,"FourUniqueBootsDexInt5",17386,"Coming soon"
2695,"FourUniqueBootsDexInt6",16607,"Coming soon"
2696,"FourUniqueShieldStr1",22949,"Praetor Draven knew his only chance to subjugate\r\nthe Ezomytes was to catch them unaware."
2697,"FourUniqueShieldStr2",26893,"The Counts of Ogham share a\r\nlegacy of cunning and power."
2698,"FourUniqueShieldStr3",51764,"Welcome to Wraeclast."
2699,"FourUniqueShieldStr4",35611,"\""Beyond fire, blood, and nightmare,\r\nthe Savior will build utopia.\"""
2700,"FourUniqueShieldStr5",24898,"Some stories are never told."
2701,"FourUniqueShieldStr6",48501,"A true predator does not chase; It waits."
2702,"FourUniqueShieldStr7",46825,"Blood shed is blood shared."
2703,"FourUniqueShieldStr8",17558,"Our hearts cry out\r\nbut are silenced by our flesh\r\nand so we give up our flesh."
2704,"FourUniqueShieldStr9",24851,"Coming soon"
2705,"FourUniqueShieldStr10",56808,"Tukohama knew that he could not lose a fight in his fortress.\r\nSo he carried his fortress to the fight."
2706,"FourUniqueShieldStr11",7619,"Coming soon"
2707,"FourUniqueShieldStr12",49189,"Lunaris crossed silently, shining and full,\r\nSoftly night left her, alone and forlorn.\r\nSolaris rose to meet her, feeling her pull.\r\n'Neath the midday sun, the night was reborn."
2708,"FourUniqueShieldStr13",9964,"Fire dances with those who doubt\r\nLicks the skin and flesh from the fearful\r\nWhere there is no fear\r\nThere is no flame"
2709,"FourUniqueShieldStrDex1",38517,"The unending carnage of war\r\nmercilessly grinds away\r\nat body and mind."
2710,"FourUniqueShieldStrDex2",44917,"Lead by example, and you shall never be alone."
2711,"FourUniqueShieldStrDex3",17953,"The Wildwood was a gift, meant as a haven\r\nagainst the Winter of the World."
2712,"FourUniqueShieldStrDex4",34851,"Ride the western wind, and take flight."
2713,"FourUniqueShieldStrDex5",47169,"Crimson burn'd the star of sadness,\r\nAll was woe that seem'd but gladness."
2714,"FourUniqueShieldStrDex6",56879,"Coming soon"
2715,"FourUniqueShieldStrDex7",53333,"Coming soon"
2716,"FourUniqueShieldStrDex8",60153,"Not even the storm knows when lightning will strike."
2717,"FourUniqueShieldStrDex9",28364,"Never let the audience know your true form.\r\nMisdirect them, beguile them.\r\nStrike when they least expect it."
2718,"FourUniqueShieldStrDex10",35529,"Coming soon"
2719,"FourUniqueShieldStrDex11",37019,"Coming soon"
2720,"FourUniqueShieldStrInt1",65277,"May your resolve never waver."
