"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","i32","i32","rid","i32","bool","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32"
11801,"HeistContractPlayerFireResistAlertLevel2",48059,8005,73,12024,12514,11737,12012,23,"of Over-Heating",2,[3841],-4,-4,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,77,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]",1,-4,-4,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,483567465,[],"",0,0,-503316480,5370,50331648,0
11802,"HeistContractPlayerFireResistAlertLevel3_",44573,8005,78,12024,12514,11737,12012,23,"of Over-Heating",2,[3841],-5,-5,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]",1,-5,-5,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1170205602,[],"",0,0,2013265920,5371,50331648,0
11803,"HeistContractPlayerColdResistAlertLevel1_",31461,8006,68,12022,12514,11737,12012,23,"of Spine-Chilling",2,[3841],-3,-3,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,72,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]",1,-3,-3,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-198930751,[],"",0,0,872415232,5372,50331648,0
11804,"HeistContractPlayerColdResistAlertLevel2_",17323,8006,73,12022,12514,11737,12012,23,"of Spine-Chilling",2,[3841],-4,-4,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,77,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]",1,-4,-4,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-271799193,[],"",0,0,-905969664,5372,50331648,0
11805,"HeistContractPlayerColdResistAlertLevel3_",43559,8006,78,12022,12514,11737,12012,23,"of Spine-Chilling",2,[3841],-5,-5,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]",1,-5,-5,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-284605138,[],"",0,0,1610612736,5373,50331648,0
11806,"HeistContractPlayerLightningResistAlertLevel1",14370,8007,68,12023,12514,11737,12012,23,"of Hair-Raising",2,[3841],-3,-3,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,72,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]",1,-3,-3,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-216216770,[],"",0,0,536870912,5374,50331648,0
11807,"HeistContractPlayerLightningResistAlertLevel2",12968,8007,73,12023,12514,11737,12012,23,"of Hair-Raising",2,[3841],-4,-4,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,77,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]",1,-4,-4,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-897845037,[],"",0,0,-1107296256,5374,50331648,0
11808,"HeistContractPlayerLightningResistAlertLevel3",64005,8007,78,12023,12514,11737,12012,23,"of Hair-Raising",2,[3841],-5,-5,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]",1,-5,-5,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-106232914,[],"",0,0,1543503872,5375,50331648,0
11809,"HeistContractPlayerArmourAlertLevel1___",62309,8008,46,12037,12514,11737,12012,23,"of Distress",2,[393],-5,-5,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,67,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]",1,-5,-5,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,991217777,[],"",0,0,-134217728,5375,50331648,0
11810,"HeistContractPlayerArmourAlertLevel2_",29029,8008,68,12037,12514,11737,12012,23,"of Distress",2,[393],-6,-6,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,72,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]",1,-6,-6,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1350181152,[],"",0,0,1979711488,5376,50331648,0
11811,"HeistContractPlayerArmourAlertLevel3",30443,8008,73,12037,12514,11737,12012,23,"of Distress",2,[393],-7,-7,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,77,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]",1,-7,-7,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1342126356,[],"",0,0,-234881024,5376,50331648,0
11812,"HeistContractPlayerArmourAlertLevel4",31,8008,78,12037,12514,11737,12012,23,"of Distress",2,[393],-8,-8,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]",1,-8,-8,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2092006575,[],"",0,0,1845493760,5377,50331648,0
11813,"HeistContractPlayerEvasionAlertLevel1",16525,8009,46,12038,12514,11737,12012,23,"of Apprehension",2,[394],-5,-5,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,67,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]",1,-5,-5,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,723348368,[],"",0,0,234881024,5378,50331648,0
11814,"HeistContractPlayerEvasionAlertLevel2__",54875,8009,68,12038,12514,11737,12012,23,"of Apprehension",2,[394],-6,-6,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,72,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]",1,-6,-6,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,704118700,[],"",0,0,-1879048192,5378,50331648,0
11815,"HeistContractPlayerEvasionAlertLevel3",35043,8009,73,12038,12514,11737,12012,23,"of Apprehension",2,[394],-7,-7,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,77,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]",1,-7,-7,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-683778083,[],"",0,0,234881024,5379,50331648,0
11816,"HeistContractPlayerEvasionAlertLevel4",13084,8009,78,12038,12514,11737,12012,23,"of Apprehension",2,[394],-8,-8,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,100,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]",1,-8,-8,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,589566008,[],"",0,0,-1946157056,5379,50331648,0
11817,"HeistContractPlayerEnergyShieldReducedRegenAlertLevel1_",16987,8010,46,12041,12514,11737,12012,23,"of Wavering Will",2,[342],-6,-6,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,72,"",[],"",2,[],0,0,"","",0,0,6,"[575,317]",1,-6,-6,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-498884584,[],"",0,0,1375731712,5380,50331648,0
11818,"HeistContractPlayerEnergyShieldReducedRegenAlertLevel2",48438,8010,73,12041,12514,11737,12012,23,"of Wavering Will",2,[342],-12,-12,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,77,"",[],"",2,[],0,0,"","",0,0,6,"[575,317]",1,-12,-12,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,775131909,[],"",0,0,-234881024,5380,50331648,0
11819,"HeistContractPlayerEnergyShieldReducedRegenAlertLevel3__",16179,8010,78,12041,12514,11737,12012,23,"of Wavering Will",2,[342],-16,-16,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,100,"",[],"",2,[],0,0,"","",0,0,6,"[575,317]",1,-16,-16,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1394568236,[],"",0,0,-1778384896,5381,50331648,0
11820,"HeistContractPlayerLifeReducedRegenAlertLevel1",24031,8011,46,12039,12514,11737,12012,23,"of Anxiety",2,[342],-6,-6,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,72,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]",1,-6,-6,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-86792436,[],"",0,0,1040187392,5382,50331648,0
11821,"HeistContractPlayerLifeReducedRegenAlertLevel2",33555,8011,73,12039,12514,11737,12012,23,"of Anxiety",2,[342],-12,-12,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,77,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]",1,-12,-12,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1909781192,[],"",0,0,-838860800,5382,50331648,0
11822,"HeistContractPlayerLifeReducedRegenAlertLevel3___",33036,8011,78,12039,12514,11737,12012,23,"of Anxiety",2,[342],-16,-16,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]",1,-16,-16,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1603657370,[],"",0,0,1677721600,5383,50331648,0
11823,"HeistContractPlayerManaReducedRegenAlertLevel1_",49031,8012,46,12040,12514,11737,12012,23,"of Clouded Judgement",2,[342],-6,-6,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,72,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]",1,-6,-6,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-269856659,[],"",0,0,570425344,5384,50331648,0
11824,"HeistContractPlayerManaReducedRegenAlertLevel2",17489,8012,73,12040,12514,11737,12012,23,"of Clouded Judgement",2,[342],-12,-12,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,77,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]",1,-12,-12,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-271471744,[],"",0,0,-1308622848,5384,50331648,0
11825,"HeistContractPlayerManaReducedRegenAlertLevel3",60824,8012,78,12040,12514,11737,12012,23,"of Clouded Judgement",2,[342],-16,-16,-6,-6,6,6,6,6,[],[],[],[],[],"",[],[],16,16,1042,[],[],[],[],[],9,9,1237,100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]",1,-16,-16,-6,-6,6,6,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-151119002,[],"",0,0,1107296256,5385,50331648,0
11826,"HeistContractPlayersGainReducedFlaskChargesAlertLevel1_",50639,8013,1,12025,12514,11737,12012,23,"of Dehydration",2,[361],-4,-4,-5,-5,5,5,5,5,[],[],[],[],[],"",[],[],13,13,1042,[],[],[],[],[],8,8,1237,45,"",[],"",2,[],0,0,"","",0,0,6,[20],1,-4,-4,-5,-5,5,5,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,700705804,[],"",0,0,-201326592,5385,50331648,0
11827,"HeistContractPlayersGainReducedFlaskChargesAlertLevel2",38505,8013,46,12025,12514,11737,12012,23,"of Dehydration",2,[361],-6,-6,-5,-5,5,5,5,5,[],[],[],[],[],"",[],[],13,13,1042,[],[],[],[],[],8,8,1237,67,"",[],"",2,[],0,0,"","",0,0,6,[20],1,-6,-6,-5,-5,5,5,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2009194921,[],"",0,0,-2080374784,5386,50331648,0
11828,"HeistContractPlayersGainReducedFlaskChargesAlertLevel3",51121,8013,68,12025,12514,11737,12012,23,"of Dehydration",2,[361],-8,-8,-5,-5,5,5,5,5,[],[],[],[],[],"",[],[],13,13,1042,[],[],[],[],[],8,8,1237,72,"",[],"",2,[],0,0,"","",0,0,6,[20],1,-8,-8,-5,-5,5,5,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1345689476,[],"",0,0,335544320,5387,50331648,0
11829,"HeistContractPlayersGainReducedFlaskChargesAlertLevel4",55079,8013,73,12025,12514,11737,12012,23,"of Dehydration",2,[361],-10,-10,-5,-5,5,5,5,5,[],[],[],[],[],"",[],[],13,13,1042,[],[],[],[],[],8,8,1237,77,"",[],"",2,[],0,0,"","",0,0,6,[20],1,-10,-10,-5,-5,5,5,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-737082570,[],"",0,0,-1543503872,5387,50331648,0
11830,"HeistContractPlayersGainReducedFlaskChargesAlertLevel5",42910,8013,78,12025,12514,11737,12012,23,"of Dehydration",2,[361],-12,-12,-5,-5,5,5,5,5,[],[],[],[],[],"",[],[],13,13,1042,[],[],[],[],[],8,8,1237,100,"",[],"",2,[],0,0,"","",0,0,6,[20],1,-12,-12,-5,-5,5,5,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1464070365,[],"",0,0,872415232,5388,50331648,0
11831,"HeistNPCGenericAlertLevelImplicit1",57298,8285,1,11700,"","","",24,"",3,[3821],-2,-2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1553892173,[],"",0,0,-1946157056,5388,50331648,0
11832,"HeistNPCGenericAlertLevelImplicit2_",27433,8285,1,11700,"","","",24,"",3,[3821],-3,-3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-34105634,[],"",0,0,-436207616,5388,50331648,0
11833,"HeistNPCGenericAlertLevelImplicit3_",58398,8285,1,11700,"","","",24,"",3,[3821],-4,-4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1725268683,[],"",0,0,1073741824,5389,50331648,0
11834,"HeistNPCGenericAlertLevelImplicit4_",12441,8285,1,11700,"","","",24,"",3,[3821],-5,-5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-520499104,[],"",0,0,-1711276032,5389,50331648,0
11835,"HeistNPCIncreasedRarityImplicit1",39170,8278,1,12050,"","","",24,"",3,[3814],11,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1427885081,[],"",0,0,-301989888,5389,50331648,0
11836,"HeistNPCIncreasedRarityImplicit2",38131,8278,1,12050,"","","",24,"",3,[3814],16,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-224172464,[],"",0,0,1107296256,5390,50331648,0
11837,"HeistNPCIncreasedRarityImplicit3__",8504,8278,1,12050,"","","",24,"",3,[3814],21,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-746917310,[],"",0,0,-1711276032,5390,50331648,0
11838,"HeistNPCIncreasedRarityImplicit4_",40412,8278,1,12050,"","","",24,"",3,[3814],26,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1861743404,[],"",0,0,-268435456,5390,50331648,0
11839,"HeistNPCMeleeDamageImplicit1",34191,1429,1,1357,"","","",24,"",3,[696],11,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,693742806,[],"",0,0,1543503872,5391,50331648,0
11840,"HeistNPCMeleeDamageImplicit2__",61054,1429,1,1357,"","","",24,"",3,[696],16,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,71494204,[],"",0,0,-872415232,5391,50331648,0
11841,"HeistNPCMeleeDamageImplicit3_",55351,1429,1,1357,"","","",24,"",3,[696],21,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1124703039,[],"",0,0,973078528,5392,50331648,0
11842,"HeistNPCMeleeDamageImplicit4",20877,1429,1,1357,"","","",24,"",3,[696],26,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,284901750,[],"",0,0,-1509949440,5392,50331648,0
11843,"HeistNPCProjectileAttackDamageImplicit1",20191,4489,1,4780,"","","",24,"",3,[2132],11,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-260456794,[],"",0,0,671088640,5393,50331648,0
11844,"HeistNPCProjectileAttackDamageImplicit2",34606,4489,1,4780,"","","",24,"",3,[2132],16,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1830939152,[],"",0,0,-1442840576,5393,50331648,0
11845,"HeistNPCProjectileAttackDamageImplicit3",60725,4489,1,4780,"","","",24,"",3,[2132],21,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1018089883,[],"",0,0,738197504,5394,50331648,0
11846,"HeistNPCProjectileAttackDamageImplicit4_",17385,4489,1,4780,"","","",24,"",3,[2132],26,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1629758157,[],"",0,0,-1342177280,5394,50331648,0
11847,"HeistNPCSpellDamageImplicit1",21630,722,1,25,"","","",24,"",3,[25],11,15,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[608,579,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-53696334,[],"",0,0,1006632960,5395,50331648,0
11848,"HeistNPCSpellDamageImplicit2",32752,722,1,25,"","","",24,"",3,[25],16,20,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[608,579,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,963528350,[],"",0,0,-939524096,5395,50331648,0
11849,"HeistNPCSpellDamageImplicit3",13270,722,1,25,"","","",24,"",3,[25],21,25,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[608,579,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1135767653,[],"",0,0,1409286144,5396,50331648,0
11850,"HeistNPCSpellDamageImplicit4",2718,722,1,25,"","","",24,"",3,[25],26,30,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[608,579,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1552897554,[],"",0,0,-536870912,5396,50331648,0
11851,"HeistNPCLockpickSpeedImplicit1",45120,8322,1,11850,"","","",24,"",3,[3849],4,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,909018734,[],"",0,0,1073741824,5397,50331648,0
11852,"HeistNPCLockpickSpeedImplicit2",49478,8322,1,11850,"","","",24,"",3,[3849],7,9,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,616818053,[],"",0,0,-1610612736,5397,50331648,0
11853,"HeistNPCLockpickSpeedImplicit3",48509,8322,1,11850,"","","",24,"",3,[3849],10,12,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1575280793,[],"",0,0,0,5398,50331648,0
11854,"HeistNPCLockpickSpeedImplicit4",26617,8322,1,11850,"","","",24,"",3,[3849],13,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1884952484,[],"",0,0,1610612736,5398,50331648,0
11855,"HeistNPCBruteForceSpeedImplicit1",52643,8323,1,11864,"","","",24,"",3,[3849],4,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,462607921,[],"",0,0,-1006632960,5398,50331648,0
11856,"HeistNPCBruteForceSpeedImplicit2",13165,8323,1,11864,"","","",24,"",3,[3849],7,9,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1698584147,[],"",0,0,671088640,5399,50331648,0
11857,"HeistNPCBruteForceSpeedImplicit3",63093,8323,1,11864,"","","",24,"",3,[3849],10,12,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1846057086,[],"",0,0,-1946157056,5399,50331648,0
11858,"HeistNPCBruteForceSpeedImplicit4__",40620,8323,1,11864,"","","",24,"",3,[3849],13,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2068309484,[],"",0,0,-201326592,5399,50331648,0
11859,"HeistNPCPerceptionSpeedImplicit1__",21813,8324,1,11865,"","","",24,"",3,[3849],4,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1053715452,[],"",0,0,1543503872,5400,50331648,0
11860,"HeistNPCPerceptionSpeedImplicit2",60967,8324,1,11865,"","","",24,"",3,[3849],7,9,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1094561563,[],"",0,0,-1073741824,5400,50331648,0
11861,"HeistNPCPerceptionSpeedImplicit3_",36392,8324,1,11865,"","","",24,"",3,[3849],10,12,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-101812282,[],"",0,0,637534208,5401,50331648,0
11862,"HeistNPCPerceptionSpeedImplicit4_",25174,8324,1,11865,"","","",24,"",3,[3849],13,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,9134813,[],"",0,0,-1946157056,5401,50331648,0
