"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid","[string]","i32","i32","bool","bool"
1211,8742,"[""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v01_01.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v01_02.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v01_03.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v01_05.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v01_06.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v01_07.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v01_08.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v03_01.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v03_02.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Sin_CelestialCathedral_Hideout_v03_03.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v01_01.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v01_02.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v01_03.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v01_05.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v01_06.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v01_07.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v01_08.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v03_01.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v03_02.ao"",""Metadata/Terrain/Doodads/Mtx/CelestialStainedGlassWall/Inn_CelestialCathedral_Hideout_v03_03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","","",22,0,"","",1,"",[],-16843010,-16843010,"",""
1212,8744,"[""Metadata/Monsters/OriathCivilian/Male/ZombieBeatenHideout.ao"",""Metadata/Monsters/OriathCivilian/Male/ZombieMaggotHideout.ao"",""Metadata/Monsters/OriathCivilian/Male/XOriathCivilianMale1Hideout.ao"",""Metadata/Monsters/OriathCivilian/Male/XOriathCivilianMale1bHideout.ao"",""Metadata/Monsters/OriathCivilian/Male/XOriathCivilianMale2Hideout.ao"",""Metadata/Monsters/OriathCivilian/Male/XOriathCivilianMale3Hideout.ao"",""Metadata/Monsters/OriathCivilian/Female/ZombieBeatenHideout.ao"",""Metadata/Monsters/OriathCivilian/Female/ZombieMaggotHideout.ao"",""Metadata/Monsters/OriathCivilian/Female/XOriathCivilianFemale1Hideout.ao"",""Metadata/Monsters/OriathCivilian/Female/XOriathCivilianFemale2Hideout.ao"",""Metadata/Monsters/OriathCivilian/Female/XOriathCivilianFemale3Hideout.ao"",""Metadata/Monsters/OriathCivilian/Female/XOriathCivilianFemale3bHideout.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","","",63,0,"","",1,"",[],-16843010,-16843010,"",""
1213,8745,"[""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesWall01_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesWall03_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesWall04_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesWallCc01_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesWallCc02_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesPillar01_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesPillar02_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesPillar03_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesPillar04_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesPillar05_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesArch01_1.ao"",""Metadata/Terrain/Doodads/Hideouts/StrangeBuildingSupplies/BuildingSuppliesArch02_1.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,26]","","",95,0,"","",1,"",[],-16843010,-16843010,"",""
1214,8746,"[""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit01_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit01_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit02_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit02_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit03_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit03_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit04_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit05_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit05_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit01_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit02_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit03_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit05_3.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",52,0,"","",1,"",[],-16843010,-16843010,"",""
1215,8747,"[""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects01_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects01_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects01_3.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects01_4.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects01_5.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects02_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects02_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects02_3.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects02_4.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects02_5.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects03_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects03_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects03_3.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects03_4.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects03_5.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects04_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects04_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects04_3.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects04_4.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects04_5.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects05_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects05_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects05_3.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects05_4.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects05_5.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects06_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects06_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects06_3.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects06_4.ao"",""Metadata/Terrain/Doodads/Hideouts/WellObjects/WellObjects06_5.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[13],"","",87,0,"","",1,"",[],-16843010,-16843010,"",""
1216,8748,"[""Metadata/Effects/Microtransactions/Waypoint/Demonic/DemonicWaypoint.ao""]",1,"Metadata/MiscellaneousObjects/Waypoints/DemonicWaypoint",1,1,[0],"","",38,0,"","",1,"",[],-16843010,-16843010,"",""
1217,8749,"[""Metadata/MapDevices/DemonicMapDevice/DemonicMapDevice.ao""]",1,"Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/DemonicMapDevice",1,1,"[0,25]","","",38,0,"","",1,"",[],-16843010,-16843010,"",""
1218,8750,"[""Metadata/Terrain/Doodads/Leagues/Heist/SmallBags_01.ao"",""Metadata/Terrain/Leagues/Heist/Reliquary/Tiles/Doors/Vault/Vault_hideout_closed.ao"",""Metadata/Terrain/Leagues/Heist/Reliquary/Tiles/Doors/Vault/Vault_hideout_detonated.ao"",""Metadata/Terrain/Leagues/Heist/Reliquary/Tiles/Doors/Vault/Vault_hideout_open.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/OverPricedToolkit.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/OverPricedToolkitOpen.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/JourneyMansToolkit.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/JourneyMansToolkitOpen.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/BasicToolkit.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/BasicToolkitOpen.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/BespokeLid.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/BespokeToolKit.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/BespokeToolKitOpen.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/HeistSafeClosed.ao"",""Metadata/Terrain/Doodads/Leagues/Heist/HeistSafeOpen.ao"",""Metadata/Chests/LeagueHeist/SmugglersCoinCache/CoinCache_01_closed.ao"",""Metadata/Chests/LeagueHeist/SmugglersCoinCache/CoinCache_01_open.ao"",""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1_closed.ao"",""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1_open.ao"",""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2_closed.ao"",""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2_open.ao"",""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3_closed.ao"",""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3_open.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",70,0,"","",1,"",[],-16843010,-16843010,"",""
1219,8751,"[""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Banebrand_1HScythe_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Banebrand_1HScythe_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_DarkMagic_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_DarkMagic_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Darkshard_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Darkshard_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Nightfall_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Nightfall_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Suffering_1HScythe_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Suffering_1HScythe_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_VoidEmperor_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_VoidEmperor_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_VaalOrb_Bow_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_VaalOrb_Bow_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Necrolord_Bow_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Necrolord_Bow_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_FrostViking_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_FrostViking_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Illusionist_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Illusionist_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Necrolord_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Necrolord_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Ringmaster_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Ringmaster_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Titan_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Titan_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Zenith_1HSword_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Zenith_1HSword_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Glimmerwood_Wand_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Glimmerwood_Wand_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Angelic_Shield_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Demonic_Shield_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_Glimmerwood_Shield_01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",70,0,"","",1,"",[],-16843010,-16843010,"",""
1220,8752,"[""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree01.ao"",""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree03.ao"",""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree04.ao"",""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree05.ao"",""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree06.ao"",""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree07.ao"",""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree08_MoreBlocking.ao"",""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree09.ao"",""Metadata/Terrain/Doodads/Forest/Trees/TropicalTree10.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/Fern02_v01_01.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/Fern02_v01_02.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/Fern02_v01_05.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/Fern02_v01_06.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/plant_sikjj_01.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/plant_sikjj_02.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/plant_sikjj_03.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/GroundCoverLily_rijwE_01.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/GroundCoverLily_rijwE_02.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/GroundCoverLily_rijwE_03.ao"",""Metadata/Terrain/Doodads/EndGame/ForkingRiver/GroundCoverLily_rijwE_04.ao"",""Metadata/Terrain/Doodads/Hideouts/CavePillar_01.ao"",""Metadata/Terrain/Doodads/Hideouts/CavePillar_02.ao"",""Metadata/Terrain/Doodads/Hideouts/BrambleValleyVines_01.ao"",""Metadata/Terrain/Doodads/Hideouts/BrambleValleyVines_02.ao"",""Metadata/Terrain/Doodads/Hideouts/BrambleValleyVines_03.ao"",""Metadata/Terrain/Doodads/Hideouts/BrambleValleyVines_04.ao"",""Metadata/Terrain/Doodads/Hideouts/BrambleValleyVines_05.ao"",""Metadata/Terrain/Doodads/Hideouts/BrambleValleyWildflowers_01.ao"",""Metadata/Terrain/Doodads/Hideouts/BrambleValleyWildflowers_02.ao"",""Metadata/Terrain/Doodads/Hideouts/BrambleValleyWildflowers_03.ao"",""Metadata/Terrain/Doodads/Hideouts/FallenLeafPiles_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FallenLeafPiles_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FallenLeafPiles_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FallenLeafPiles_5.ao"",""Metadata/Terrain/Doodads/Hideouts/FallenLeafPiles_8.ao"",""Metadata/Terrain/Doodads/Hideouts/FallenLeafPiles_10.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[3],"","",54,0,"","",1,"",[],-16843010,-16843010,"",""
1221,8753,"[""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects01_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects01_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects01_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects01_4.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects01_5.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects02_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects02_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects02_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects02_4.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects02_5.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects03_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects03_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects03_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects03_4.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects03_5.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects04_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects04_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects04_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects04_4.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects04_5.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects05_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects05_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects05_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects05_4.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects05_5.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects06_1.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects06_2.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects06_3.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects06_4.ao"",""Metadata/Terrain/Doodads/Hideouts/FountainObjects/FountainObjects06_5.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[13],"","",90,0,"","",1,"",[],-16843010,-16843010,"",""
1222,8754,"[""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable01_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable01_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable01_3.ao"",""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable02_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable02_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable02_3.ao"",""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable03_1.ao"",""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable03_2.ao"",""Metadata/Terrain/Doodads/Hideouts/WarTable/WarTable03_3.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],"","",70,0,"","",1,"",[],-16843010,-16843010,"",""
1223,8755,"[""Metadata/NPC/Act4/MarakethBird_HideoutAlt.ao"",""Metadata/NPC/Act4/MarakethBirdArmoured_Hideout.ao"",""Metadata/NPC/Act4/MarakethBird.ao"",""Metadata/NPC/Act4/MarakethBirdArmoured_HideoutAlt.ao"",""Metadata/NPC/Act4/Forkman_Hideout.ao"",""Metadata/NPC/Act4/Forkman_HideoutAlt.ao"",""Metadata/Terrain/Doodads/Act4/Town/bucket_and_fork_1.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[1,2,6,0]","","",72,0,"","",1,"",[],-16843010,-16843010,"",""
1224,8756,"[""Metadata/Terrain/Doodads/Leagues/Heist/HanaShrine.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad","","","[0,1]","","",70,0,"","",1,"",[],-16843010,-16843010,"",""
1225,8757,"[""Metadata/Terrain/Leagues/Heist/Objects/Spawners/DroneSpawner.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad","","","[0,25]","","",4,0,"","",1,"",[],-16843010,-16843010,"",""
1226,8758,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/Hazards/CounterThaumaturgy_SquareRune_Enabled.ao"",""Metadata/Terrain/Leagues/Heist/Objects/Level/Hazards/CounterThaumaturgy_SquareRune_Disabled.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad","","","[0,15]","","",76,0,"","",1,"",[],-16843010,-16843010,"",""
1227,8759,"[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/arena_portal_hideout_active.ao"",""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/arena_portal.ao"",""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/arena_portal_destroyed_01.ao"",""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/arena_portal_destroyed_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",49,0,"","",1,"",[],-16843010,-16843010,"",""
1228,8760,"[""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_01.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_02.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_03.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_04.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_05.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_06.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_SwordRack_01.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_SwordRack_02.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_SwordRack_03.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_SwordRack_04.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_SwordRack_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,24]",1,"",49,0,"","",1,"",[],-16843010,-16843010,"",""
1229,8761,"[""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_ArmourStand_01.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_ArmourStand_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,24]",1,"",49,0,"","",1,"",[],-16843010,-16843010,"",""
1230,8762,"[""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_Altar_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",49,0,"","",1,"",[],-16843010,-16843010,"",""
1231,8763,"[""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_Pillar_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,"",49,0,"","",1,"",[],-16843010,-16843010,"",""
1232,8764,"[""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_SkullBrazier_01_lit.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_SkullBrazier_01_lit_Olroth.ao"",""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_SkullBrazier_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,17]",1,"",49,0,"","",1,"",[],-16843010,-16843010,"",""
1233,8765,"[""Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_FloorMedallion_Small_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[12],1,"",49,0,"","",1,"",[],-16843010,-16843010,"",""
