"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypesKeys","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClassesKeys","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","ModFamily","CraftingItemClassCategoriesKeys","MaximumMapTier","CraftingBenchUnlockCategoriesKey","UnveilsRequired","UnveilsRequired2","AffixType","[rid]","[rid]","AchievementItemsKeys","i32","i32","bool","rid"
417,5,59,14852,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"MinionAttackAndCastSpeedOnWeapon","[0,2]",0,82,6,2,"Suffix","[0,2]",[],[],1114,1114,"",15716
418,5,60,14856,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"ChaosDamageOverTimeMultiplier","[1,3]",0,17,2,2,"Prefix","[1,3]",[],[],1114,1114,"",15718
419,5,61,14857,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ChaosDamageOverTimeMultiplier","[1,3]",0,17,4,2,"Prefix","[1,3]",[],[],1114,1114,"",15718
420,5,62,14858,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ChaosDamageOverTimeMultiplier","[1,3]",0,17,6,2,"Prefix","[1,3]",[],[],1114,1114,"",15718
421,5,63,14859,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"ChaosDamageOverTimeMultiplier","[0,2]",0,17,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15719
422,5,64,14860,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ChaosDamageOverTimeMultiplier","[0,2]",0,17,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15719
423,5,65,14861,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ChaosDamageOverTimeMultiplier","[0,2]",0,17,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15719
424,5,66,14862,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"PhysicalDamageOverTimeMultiplier","[1,3]",0,17,2,2,"Prefix","[1,3]",[],[],1114,1114,"",15720
425,5,67,14863,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"PhysicalDamageOverTimeMultiplier","[1,3]",0,17,4,2,"Prefix","[1,3]",[],[],1114,1114,"",15720
426,5,68,14864,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"PhysicalDamageOverTimeMultiplier","[1,3]",0,17,6,2,"Prefix","[1,3]",[],[],1114,1114,"",15720
427,5,69,14865,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"PhysicalDamageOverTimeMultiplier","[0,2]",0,17,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15721
428,5,70,14866,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"PhysicalDamageOverTimeMultiplier","[0,2]",0,17,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15721
429,5,71,14867,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"PhysicalDamageOverTimeMultiplier","[0,2]",0,17,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15721
430,5,72,14868,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"ColdDamageOverTimeMultiplier",[1],0,21,2,2,"Prefix",[1],[],[],1114,1114,"",15722
431,5,73,14869,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ColdDamageOverTimeMultiplier",[1],0,21,4,2,"Prefix",[1],[],[],1114,1114,"",15722
432,5,74,14870,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ColdDamageOverTimeMultiplier",[1],0,21,6,2,"Prefix",[1],[],[],1114,1114,"",15722
433,5,75,14871,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"ColdDamageOverTimeMultiplier","[0,2]",0,21,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15723
434,5,76,14872,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ColdDamageOverTimeMultiplier","[0,2]",0,21,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15723
435,5,77,14873,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ColdDamageOverTimeMultiplier","[0,2]",0,21,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15723
436,5,78,14874,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"FireDamageOverTimeMultiplier",[1],0,21,2,2,"Prefix",[1],[],[],1114,1114,"",15724
437,5,79,14875,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"FireDamageOverTimeMultiplier",[1],0,21,4,2,"Prefix",[1],[],[],1114,1114,"",15724
438,5,80,14876,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"FireDamageOverTimeMultiplier",[1],0,21,6,2,"Prefix",[1],[],[],1114,1114,"",15724
439,5,81,14877,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"FireDamageOverTimeMultiplier","[0,2]",0,21,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15725
440,5,82,14878,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"FireDamageOverTimeMultiplier","[0,2]",0,21,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15725
441,5,83,14879,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"FireDamageOverTimeMultiplier","[0,2]",0,21,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15725
442,5,84,14789,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalAttackReduceEnemyElementalResistance","[1,3,0,2]",0,39,2,2,"Prefix",[],[],[],1114,1114,"",15695
443,5,85,14790,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalAttackReduceEnemyElementalResistance","[1,3,0,2]",0,39,4,2,"Prefix",[],[],[],1114,1114,"",15695
444,5,86,14791,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalAttackReduceEnemyElementalResistance","[1,3,0,2]",0,39,6,2,"Prefix",[],[],[],1114,1114,"",15695
445,5,87,14792,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalChaosPenetration","[1,3,0,2]",0,18,2,2,"Prefix",[],[],[],1114,1114,"",15696
446,5,88,14793,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalChaosPenetration","[1,3,0,2]",0,18,4,2,"Prefix",[],[],[],1114,1114,"",15696
447,5,89,14794,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalChaosPenetration","[1,3,0,2]",0,18,6,2,"Prefix",[],[],[],1114,1114,"",15696
448,5,90,14795,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"DoubleDamageChance","[1,3]",0,36,2,2,"Suffix","[1,3]",[],[],1114,1114,"",15697
449,5,91,14796,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"DoubleDamageChance","[1,3]",0,36,4,2,"Suffix","[1,3]",[],[],1114,1114,"",15697
450,5,92,14797,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"DoubleDamageChance","[0,2,4]",0,36,2,2,"Suffix","[0,2,4]",[],[],1114,1114,"",15698
451,5,93,14798,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"DoubleDamageChance","[0,2,4]",0,36,4,2,"Suffix","[0,2,4]",[],[],1114,1114,"",15698
452,5,94,14880,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndEvasionAndLife","[8,7]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15726
453,5,95,14881,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndEvasionAndLife","[8,7]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15726
454,5,96,14882,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndEvasionAndLife","[8,7]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15726
455,5,97,14883,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndEnergyShieldAndLife","[8,7]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15727
456,5,98,14884,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndEnergyShieldAndLife","[8,7]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15727
457,5,99,14885,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndEnergyShieldAndLife","[8,7]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15727
458,5,100,14886,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEvasionAndEnergyShieldAndLife","[8,7]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15728
459,5,101,14887,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEvasionAndEnergyShieldAndLife","[8,7]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15728
460,5,102,14888,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEvasionAndEnergyShieldAndLife","[8,7]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15728
461,5,103,14889,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndLife","[8,7]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15729
462,5,104,14890,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndLife","[8,7]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15729
463,5,105,14891,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndLife","[8,7]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15729
464,5,106,14892,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEvasionAndLife","[8,7]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15730
465,5,107,14893,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEvasionAndLife","[8,7]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15730
466,5,108,14894,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEvasionAndLife","[8,7]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15730
467,5,109,14895,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEnergyShieldAndLife","[8,7]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15731
468,5,110,14896,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEnergyShieldAndLife","[8,7]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15731
469,5,111,14897,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEnergyShieldAndLife","[8,7]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15731
470,5,112,14898,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedDefencesAndLife","[8,7]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15732
471,5,113,14899,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedDefencesAndLife","[8,7]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15732
472,5,114,14900,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedDefencesAndLife","[8,7]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15732
473,5,115,14901,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndEvasionAndLife","[5,4]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15733
474,5,116,14902,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndEvasionAndLife","[5,4]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15733
475,5,117,14903,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndEvasionAndLife","[5,4]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15733
476,5,118,14904,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndEnergyShieldAndLife","[5,4]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15734
477,5,119,14905,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndEnergyShieldAndLife","[5,4]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15734
478,5,120,14906,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndEnergyShieldAndLife","[5,4]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15734
479,5,121,14907,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEvasionAndEnergyShieldAndLife","[5,4]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15735
480,5,122,14908,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEvasionAndEnergyShieldAndLife","[5,4]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15735
481,5,123,14909,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEvasionAndEnergyShieldAndLife","[5,4]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15735
482,5,124,14910,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndLife","[5,4]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15736
483,5,125,14911,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndLife","[5,4]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15736
484,5,126,14912,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndLife","[5,4]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15736
485,5,127,14913,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEvasionAndLife","[5,4]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15737
486,5,128,14914,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEvasionAndLife","[5,4]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15737
487,5,129,14915,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEvasionAndLife","[5,4]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15737
488,5,130,14916,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEnergyShieldAndLife","[5,4]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15738
489,5,131,14917,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEnergyShieldAndLife","[5,4]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15738
490,5,132,14918,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEnergyShieldAndLife","[5,4]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15738
491,5,133,14919,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedDefencesAndLife","[5,4]",0,51,2,2,"Prefix",[],[],[],1114,1114,"",15739
492,5,134,14920,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedDefencesAndLife","[5,4]",0,51,4,2,"Prefix",[],[],[],1114,1114,"",15739
493,5,135,14921,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedDefencesAndLife","[5,4]",0,51,6,2,"Prefix",[],[],[],1114,1114,"",15739
494,5,136,14922,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndEvasionAndLife",[6],0,51,2,2,"Prefix",[],[],[],1114,1114,"",15740
495,5,137,14923,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndEvasionAndLife",[6],0,51,4,2,"Prefix",[],[],[],1114,1114,"",15740
496,5,138,14924,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndEvasionAndLife",[6],0,51,6,2,"Prefix",[],[],[],1114,1114,"",15740
497,5,139,14925,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndEnergyShieldAndLife",[6],0,51,2,2,"Prefix",[],[],[],1114,1114,"",15741
498,5,140,14926,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndEnergyShieldAndLife",[6],0,51,4,2,"Prefix",[],[],[],1114,1114,"",15741
499,5,141,14927,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndEnergyShieldAndLife",[6],0,51,6,2,"Prefix",[],[],[],1114,1114,"",15741
500,5,142,14928,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEvasionAndEnergyShieldAndLife",[6],0,51,2,2,"Prefix",[],[],[],1114,1114,"",15742
501,5,143,14929,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEvasionAndEnergyShieldAndLife",[6],0,51,4,2,"Prefix",[],[],[],1114,1114,"",15742
502,5,144,14930,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEvasionAndEnergyShieldAndLife",[6],0,51,6,2,"Prefix",[],[],[],1114,1114,"",15742
503,5,145,14931,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedArmourAndLife",[6],0,51,2,2,"Prefix",[],[],[],1114,1114,"",15743
504,5,146,14932,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedArmourAndLife",[6],0,51,4,2,"Prefix",[],[],[],1114,1114,"",15743
505,5,147,14933,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedArmourAndLife",[6],0,51,6,2,"Prefix",[],[],[],1114,1114,"",15743
506,5,148,14934,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEvasionAndLife",[6],0,51,2,2,"Prefix",[],[],[],1114,1114,"",15744
507,5,149,14935,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEvasionAndLife",[6],0,51,4,2,"Prefix",[],[],[],1114,1114,"",15744
508,5,150,14936,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEvasionAndLife",[6],0,51,6,2,"Prefix",[],[],[],1114,1114,"",15744
509,5,151,14937,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedEnergyShieldAndLife",[6],0,51,2,2,"Prefix",[],[],[],1114,1114,"",15745
510,5,152,14938,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedEnergyShieldAndLife",[6],0,51,4,2,"Prefix",[],[],[],1114,1114,"",15745
511,5,153,14939,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedEnergyShieldAndLife",[6],0,51,6,2,"Prefix",[],[],[],1114,1114,"",15745
512,5,154,14940,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedDefencesAndLife",[6],0,51,2,2,"Prefix",[],[],[],1114,1114,"",15746
513,5,155,14941,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedDefencesAndLife",[6],0,51,4,2,"Prefix",[],[],[],1114,1114,"",15746
514,5,156,14942,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedDefencesAndLife",[6],0,51,6,2,"Prefix",[],[],[],1114,1114,"",15746
515,5,157,14943,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"StrengthAndDexterity","[6,8,7,5,4,10,11,9,13]",0,106,2,2,"Suffix",[],[],[],1114,1114,"",15747
516,5,158,14944,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"StrengthAndDexterity","[6,8,7,5,4,10,11,9,13]",0,106,4,2,"Suffix",[],[],[],1114,1114,"",15747
517,5,159,14945,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"StrengthAndDexterity","[6,8,7,5,4,10,11,9,13]",0,106,6,2,"Suffix",[],[],[],1114,1114,"",15747
518,5,160,14946,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"DexterityAndIntelligence","[6,8,7,5,4,10,11,9,13]",0,34,2,2,"Suffix",[],[],[],1114,1114,"",15748
519,5,161,14947,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"DexterityAndIntelligence","[6,8,7,5,4,10,11,9,13]",0,34,4,2,"Suffix",[],[],[],1114,1114,"",15748
520,5,162,14948,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"DexterityAndIntelligence","[6,8,7,5,4,10,11,9,13]",0,34,6,2,"Suffix",[],[],[],1114,1114,"",15748
521,5,163,14949,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"StrengthAndIntelligence","[6,8,7,5,4,10,11,9,13]",0,107,2,2,"Suffix",[],[],[],1114,1114,"",15749
522,5,164,14950,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"StrengthAndIntelligence","[6,8,7,5,4,10,11,9,13]",0,107,4,2,"Suffix",[],[],[],1114,1114,"",15749
523,5,165,14951,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"StrengthAndIntelligence","[6,8,7,5,4,10,11,9,13]",0,107,6,2,"Suffix",[],[],[],1114,1114,"",15749
524,5,166,14952,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"MinimumEnduranceCharges","[9,10]",0,79,2,1,"Suffix",[],[],[],1114,1114,"",15750
525,5,167,14953,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"MinimumPowerCharges","[9,10]",0,81,2,1,"Suffix",[],[],[],1114,1114,"",15751
526,5,168,14954,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"MinimumFrenzyCharges","[9,10]",0,80,2,1,"Suffix",[],[],[],1114,1114,"",15752
527,5,169,14955,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"IncreasedManaAndRegen","[9,10]",0,53,2,2,"Prefix",[],[],[],1114,1114,"",15753
528,5,170,14956,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"IncreasedManaAndRegen","[9,10]",0,53,4,2,"Prefix",[],[],[],1114,1114,"",15753
529,5,171,14957,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"IncreasedManaAndRegen","[9,10]",0,53,6,2,"Prefix",[],[],[],1114,1114,"",15753
530,5,172,14958,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"ManaAndManaCostPercent","[9,10]",0,73,2,2,"Prefix",[],[],[],1114,1114,"",15754
531,5,173,14959,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"ManaAndManaCostPercent","[9,10]",0,73,4,2,"Prefix",[],[],[],1114,1114,"",15754
532,5,174,14960,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ManaAndManaCostPercent","[9,10]",0,73,6,2,"Prefix",[],[],[],1114,1114,"",15754
533,5,175,14961,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"ManaAndDamageTakenGoesToManaPercent","[9,10]",0,72,2,2,"Prefix",[],[],[],1114,1114,"",15755
534,5,176,14962,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"ManaAndDamageTakenGoesToManaPercent","[9,10]",0,72,4,2,"Prefix",[],[],[],1114,1114,"",15755
535,5,177,14963,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ManaAndDamageTakenGoesToManaPercent","[9,10]",0,72,6,2,"Prefix",[],[],[],1114,1114,"",15755
536,5,178,14964,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"AttackAndCastSpeed","[10,13]",0,7,2,2,"Suffix",[],[],[],1114,1114,"",15716
537,5,179,14965,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"AttackAndCastSpeed","[10,13]",0,7,4,2,"Suffix",[],[],[],1114,1114,"",15716
538,5,180,14966,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],3,"AttackAndCastSpeed","[10,13]",0,7,6,2,"Suffix",[],[],[],1114,1114,"",15716
539,5,181,14967,[7],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"MovementVelocityAndMovementVelocityIfNotHitRecently",[8],0,86,2,2,"Prefix",[],[],[],1114,1114,"",15757
540,5,182,14968,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"MovementVelocityAndMovementVelocityIfNotHitRecently",[8],0,86,4,2,"Prefix",[],[],[],1114,1114,"",15757
541,5,183,14969,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"MovementVelocityAndMovementVelocityIfNotHitRecently",[8],0,86,6,2,"Prefix",[],[],[],1114,1114,"",15757
542,5,184,14970,[7],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"MovementVelocityAndOnslaughtOnKill",[8],0,87,2,2,"Prefix",[],[],[],1114,1114,"",15758
543,5,185,14971,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"MovementVelocityAndOnslaughtOnKill",[8],0,87,4,2,"Prefix",[],[],[],1114,1114,"",15758
544,5,186,14972,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"MovementVelocityAndOnslaughtOnKill",[8],0,87,6,2,"Prefix",[],[],[],1114,1114,"",15758
545,5,187,14973,[7],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"MovementVelocityAndCannotBeChilled",[8],0,85,2,2,"Prefix",[],[],[],1114,1114,"",15759
546,5,188,14974,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"MovementVelocityAndCannotBeChilled",[8],0,85,4,2,"Prefix",[],[],[],1114,1114,"",15759
547,5,189,14975,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"MovementVelocityAndCannotBeChilled",[8],0,85,6,2,"Prefix",[],[],[],1114,1114,"",15759
548,5,190,14976,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"ArmourAndEvasionRating","[11,13]",0,6,2,2,"Prefix",[],[],[],1114,1114,"",15760
549,5,191,14977,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ArmourAndEvasionRating","[11,13]",0,6,4,2,"Prefix",[],[],[],1114,1114,"",15760
550,5,192,14978,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ArmourAndEvasionRating","[11,13]",0,6,6,2,"Prefix",[],[],[],1114,1114,"",15760
551,5,193,14979,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"ArmourAndEnergyShield",[11],0,5,2,2,"Prefix",[],[],[],1114,1114,"",15727
552,5,194,14980,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ArmourAndEnergyShield",[11],0,5,4,2,"Prefix",[],[],[],1114,1114,"",15727
553,5,195,14981,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ArmourAndEnergyShield",[11],0,5,6,2,"Prefix",[],[],[],1114,1114,"",15727
554,5,196,14982,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"EvasionRatingAndEnergyShield","[11,13]",0,41,2,2,"Prefix",[],[],[],1114,1114,"",15762
555,5,197,14983,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"EvasionRatingAndEnergyShield","[11,13]",0,41,4,2,"Prefix",[],[],[],1114,1114,"",15762
556,5,198,14984,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"EvasionRatingAndEnergyShield","[11,13]",0,41,6,2,"Prefix",[],[],[],1114,1114,"",15762
