"rownum","BaseMetadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","bool","i32","string","bool"
594,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_3",239,"[6150,0,0]",3,1000,0,5,850,1650,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
595,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_3",369,"[6150,0,0]",3,1000,0,5,700,1500,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
596,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_1",1,[2292],1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
597,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_2",1,[2293],1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
598,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_3",1,[2294],1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
599,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_4",1,[2295],1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
600,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_5",1,[2296],1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
601,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_6",1,[2297],1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
602,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",1,[6341],1,0,0,0,1000,1000,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 10, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao ); next.Transition();",""
603,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",9,[6341],1,0,0,0,800,800,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 10, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao ); next.Transition();",""
604,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",29,[6341],1,0,0,0,650,650,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 10, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao ); next.Transition();",""
605,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",52,[6341],1,0,0,0,500,500,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 10, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao ); next.Transition();",""
606,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",92,[6341],1,0,0,0,400,400,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 10, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao ); next.Transition();",""
607,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",173,[6341],1,0,0,0,300,300,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 10, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao ); next.Transition();",""
608,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",239,[6341],1,0,0,0,250,250,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 10, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao ); next.Transition();",""
609,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_2",1,[6341],1,0,0,0,2000,2000,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 10, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeEncounterBoss, { Transition(); } ); } ); triggerer.ForEachInRange( 120, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao );",""
610,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_3",1,[6341],1,0,0,0,2000,2000,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"triggerer.ForEachInRange( 30, { IfType( Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter, { Transition(); } ); } ); triggerer.SpawnServerEffect( Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao );",""
611,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",1,"[6343,0]",100,1000,0,0,2760,5520,0,0,"",1,"",0,33554432,167772160,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
612,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",9,"[6343,0]",100,1000,0,0,2400,4800,0,0,"",1,"",0,33554432,167772160,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
613,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",29,"[6343,0]",100,1000,0,0,2040,4080,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
614,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",52,"[6343,0]",100,1000,0,0,1680,3360,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
615,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",92,"[6343,0]",100,1000,0,0,1300,2700,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
616,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",173,"[6343,0]",100,1000,0,0,1100,2200,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
617,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",239,"[6343,0]",100,1000,0,0,1000,1800,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
618,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",1,[6309],100,1000,0,0,3700,7300,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
619,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",9,[6309],100,1000,0,0,3200,6300,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
620,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",29,[6309],100,1000,0,0,2700,5500,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
621,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",52,[6309],100,1000,0,0,2300,4800,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
622,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",92,[6309],100,1000,0,0,2000,4200,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
623,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",173,[6309],100,1000,0,0,1800,3700,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
624,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",239,[6309],100,1000,0,0,1700,3300,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
625,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",1,[6346],20,1000,0,0,2760,5520,0,0,"",1,"",0,33554432,167772160,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
626,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",9,[6346],20,1000,0,0,2400,4800,0,0,"",1,"",0,33554432,167772160,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
627,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",29,[6346],20,1000,0,0,2040,4080,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
628,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",52,[6346],20,1000,0,0,1680,3360,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
629,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",92,[6346],20,1000,0,0,1300,2700,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
630,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",173,[6346],20,1000,0,0,1100,2200,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
631,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",239,[6346],20,1000,0,0,1000,1800,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
632,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",1,[6345],10,1000,0,0,2760,5520,0,0,"",1,"",0,33554432,167772160,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
633,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",9,[6345],10,1000,0,0,2400,4800,0,0,"",1,"",0,33554432,167772160,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
634,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",29,[6345],10,1000,0,0,2040,4080,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
635,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",52,[6345],10,1000,0,0,1680,3360,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
636,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",92,[6345],10,1000,0,0,1300,2700,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
637,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",173,[6345],10,1000,0,0,1100,2200,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
638,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",239,[6345],10,1000,0,0,1000,1800,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
639,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",1,[6312],5,1000,0,0,3700,7300,0,0,"",1,"",0,16777216,83886080,0,167772160,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
640,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",9,[6312],5,1000,0,0,3200,6300,0,0,"",1,"",0,16777216,83886080,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
641,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",29,[6312],5,1000,0,0,2700,5500,0,0,"",1,"",0,16777216,83886080,0,335544320,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
642,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",52,[6312],5,1000,0,0,2300,4800,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
643,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",92,[6312],5,1000,0,0,2000,4200,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
644,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",173,[6312],5,1000,0,0,1800,3700,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
645,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",239,[6312],5,1000,0,0,1700,3300,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
646,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_4",1,[6347],1,0,0,0,0,0,0,0,"",1,"",65536,0,0,0,0,67108864,0,"",1,"triggerer.DoAction( Emerge );",""
647,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",1,"[6354,0,0,0]",20,1000,0,0,2760,5520,0,0,"",1,"",0,33554432,167772160,335544320,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
648,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",9,"[6354,0,0,0]",20,1000,0,0,2400,4800,0,0,"",1,"",0,33554432,167772160,419430400,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
649,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",29,"[6354,0,0,0]",20,1000,0,0,2040,4080,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
650,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",52,"[6354,0,0,0]",20,1000,0,0,1680,3360,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
651,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",92,"[6354,0,0,0]",20,1000,0,0,1300,2700,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
652,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",173,"[6354,0,0,0]",20,1000,0,0,1100,2200,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
653,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",239,"[6354,0,0,0]",20,1000,0,0,1000,1800,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
654,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",1,[6358],5,1000,0,0,3700,7300,0,0,"",1,"",0,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
655,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",9,[6358],5,1000,0,0,3200,6300,0,0,"",1,"",0,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
656,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",29,[6358],5,1000,0,0,2700,5500,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
657,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",52,[6358],5,1000,0,0,2300,4800,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
658,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",92,[6358],5,1000,0,0,2000,4200,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
659,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",173,[6358],5,1000,0,0,1800,3700,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
660,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",239,[6358],5,1000,0,0,1700,3300,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
661,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",1,[6309],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,83886080,0,167772160,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
662,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",9,[6309],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,83886080,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
663,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",29,[6309],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,83886080,0,335544320,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
664,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",52,[6309],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
665,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",92,[6309],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
666,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",173,[6309],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
667,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",239,[6309],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
668,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",1,[6348],20,1000,0,0,2760,5520,0,0,"",1,"",0,33554432,167772160,335544320,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
669,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",9,[6348],20,1000,0,0,2400,4800,0,0,"",1,"",0,33554432,167772160,419430400,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
670,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",29,[6348],20,1000,0,0,2040,4080,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
671,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",52,[6348],20,1000,0,0,1680,3360,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
672,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",92,[6348],20,1000,0,0,1300,2700,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
673,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",173,[6348],20,1000,0,0,1100,2200,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
674,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",239,[6348],20,1000,0,0,1000,1800,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
675,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",1,[6349],10,1000,0,0,2760,5520,0,0,"",1,"",0,33554432,167772160,335544320,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
676,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",9,[6349],10,1000,0,0,2400,4800,0,0,"",1,"",0,33554432,167772160,419430400,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
677,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",29,[6349],10,1000,0,0,2040,4080,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
678,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",52,[6349],10,1000,0,0,1680,3360,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
679,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",92,[6349],10,1000,0,0,1300,2700,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
680,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",173,[6349],10,1000,0,0,1100,2200,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
681,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",239,[6349],10,1000,0,0,1000,1800,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
