"rownum","WordlistsKey","Text","SpawnWeight_TagsKeys","SpawnWeight_Values","i32","Text2","Inflection"
1971,3,"Pus","[52,0]","[1000,0]",1550100860,"Pus",""
1972,3,"Quartz","[74,54,0]","[1000,1000,0]",1160430973,"Quartz",""
1973,3,"Rage","[223,224,48,49,56,74,54,72,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",440344624,"Rage",""
1974,3,"Razor","[56,72,76,140,0]","[1000,1000,1000,1000,0]",1048798735,"Razor",""
1975,3,"Regal","[74,0]","[1000,0]",-1224436004,"Regal",""
1976,3,"Relic","[74,54,0]","[1000,1000,0]",-1002275363,"Relic",""
1977,3,"Righteous","[223,224,0]","[1000,1000,0]",1396637341,"Righteous",""
1978,3,"Rock","[74,54,0]","[1000,1000,0]",-847499568,"Rock",""
1979,3,"Rot","[56,73,51,52,0]","[1000,1000,1000,1000,0]",-1483988182,"Rot",""
1980,3,"Rubble","[54,0]","[1000,0]",1108987340,"Rubble",""
1981,3,"Sand","[53,55,0]","[1000,1000,0]",1936769701,"Sand",""
1982,3,"Scarlet","[49,56,74,72,50,76,75,139,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-1209600667,"Scarlet",""
1983,3,"Scum","[48,56,72,75,52,138,0]","[1000,1000,1000,1000,1000,1000,0]",1312295347,"Scum",""
1984,3,"Sea","[53,55,0]","[1000,1000,0]",-1352769834,"Sea",""
1985,3,"Shadow","[48,49,56,53,73,72,76,52,139,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1604037782,"Shadow",""
1986,3,"Shaggy","[49,72,0]","[1000,1000,0]",1317319800,"Shaggy",""
1987,3,"Shale","[74,54,0]","[1000,1000,0]",-552741178,"Shale",""
1988,3,"Sharp","[49,54,72,76,140,0]","[1000,1000,1000,1000,1000,0]",1358533686,"Sharp",""
1989,3,"Shiver","[56,53,73,51,52,0]","[1000,1000,1000,1000,1000,0]",530890040,"Shiver",""
1990,3,"Silver","[223,224,49,74,54,72,50,0]","[1000,1000,1000,1000,1000,1000,1000,0]",2132761815,"Silver",""
1991,3,"Sin","[56,0]","[1000,0]",-652038373,"Sin",""
1992,3,"Slag","[54,139,0]","[1000,1000,0]",-1834183971,"Slag",""
1993,3,"Slate","[74,54,0]","[1000,1000,0]",120756636,"Slate",""
1994,3,"Slender","[48,56,51,76,0]","[1000,1000,1000,1000,0]",2056153671,"Slender",""
1995,3,"Slime","[50,76,75,140,0]","[1000,1000,1000,1000,0]",-2032277736,"Slime",""
1996,3,"Sol","[223,224,0]","[1000,1000,0]",613081119,"Sol",""
1997,3,"Soil","[54,75,52,0]","[1000,1000,1000,0]",1766051931,"Soil",""
1998,3,"Sorrow","[56,53,139,0]","[1000,1000,1000,0]",-1867852516,"Sorrow",""
1999,3,"Star","[223,224,0]","[1000,1000,0]",596304511,"Star",""
2000,3,"Steel","[223,224,0]","[1000,1000,0]",-578951093,"Steel",""
2001,3,"Stench","[73,51,52,140,0]","[1000,1000,1000,1000,0]",1985943673,"Stench",""
2002,3,"Stink","[48,49,73,51,52,140,0]","[1000,1000,1000,1000,1000,1000,0]",-316931596,"Stink",""
2003,3,"Stoic","[48,56,54,138,0]","[1000,1000,1000,1000,0]",394664116,"Stoic",""
2004,3,"Stone","[49,74,54,72,139,0]","[1000,1000,1000,1000,1000,0]",1479485042,"Stone",""
2005,3,"Storm","[53,55,0]","[1000,1000,0]",955994819,"Storm",""
2006,3,"Sun","[223,224,0]","[1000,1000,0]",-1649283505,"Sun",""
2007,3,"Swift","[49,72,50,138,140,0]","[1000,1000,1000,1000,1000,0]",-1365680798,"Swift",""
2008,3,"Talc","[54,0]","[1000,0]",1521007955,"Talc",""
2009,3,"Tempest","[56,53,55,0]","[1000,1000,1000,0]",-1224302926,"Tempest",""
2010,3,"Terror","[49,56,53,73,72,51,50,76,52,139,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1682364208,"Terror",""
2011,3,"Tidal","[53,55,0]","[1000,1000,0]",1819312911,"Tidal",""
2012,3,"Tide","[53,55,0]","[1000,1000,0]",1935717434,"Tide",""
2013,3,"Tomb","[73,51,76,52,0]","[1000,1000,1000,1000,0]",858427548,"Tomb",""
2014,3,"Tough","[48,49,139,0]","[1000,1000,1000,0]",-60964033,"Tough",""
2015,3,"Toxic","[50,76,75,140,0]","[1000,1000,1000,1000,0]",-1411184871,"Toxic",""
2016,3,"Toxin","[50,76,75,140,0]","[1000,1000,1000,1000,0]",1669806930,"Toxin",""
2017,3,"Vaal","[56,74,0]","[1000,1000,0]",-650817868,"Vaal",""
2018,3,"Vault","[74,51,76,52,0]","[1000,1000,1000,1000,0]",1978509307,"Vault",""
2019,3,"Venom","[50,76,75,140,0]","[1000,1000,1000,1000,0]",-970703270,"Venom",""
2020,3,"Vile","[48,56,50,76,75,52,139,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",874341149,"Vile",""
2021,3,"War","[48,56,74,54,139,138,0]","[1000,1000,1000,1000,1000,1000,0]",166576342,"War",""
2022,3,"Wave","[53,55,0]","[1000,1000,0]",1393584133,"Wave",""
2023,3,"White","[48,49,53,72,50,76,75,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-2083188820,"White",""
2024,3,"Wind","[53,55,0]","[1000,1000,0]",-212724259,"Wind",""
2025,3,"Woe","[56,53,51,52,139,140,0]","[1000,1000,1000,1000,1000,1000,0]",-1343950084,"Woe",""
2026,3,"Wrath","[223,224,56,74,54,72,50,76,75,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1882529102,"Wrath",""
2027,3,"Yellow","[49,76,75,0]","[1000,1000,1000,0]",1418942912,"Yellow",""
2028,3,"Breeze","[140,0]","[1000,0]",1255592056,"Breeze",""
2029,3,"Gust","[140,0]","[1000,0]",-447003633,"Gust",""
2030,3,"Zephyr","[140,0]","[1000,0]",1845683785,"Zephyr",""
2031,3,"Cage","[138,0]","[1000,0]",377057851,"Cage",""
2032,4,"adder","[50,0]","[1000,0]",561135430,"adder",""
2033,4,"back","[49,72,0]","[1000,1000,0]",1486573449,"back",""
2034,4,"band","[49,72,76,75,140,0]","[1000,1000,1000,1000,1000,0]",-1697840257,"band",""
2035,4,"barb","[56,50,76,75,140,0]","[1000,1000,1000,1000,1000,0]",1619897390,"barb",""
2036,4,"barbs","[56,50,76,75,140,0]","[1000,1000,1000,1000,1000,0]",215763855,"barbs",""
2037,4,"beard","[225,223,224,0]","[0,1000,1000,0]",-1543379372,"beard",""
2038,4,"bellow","[223,224,49,56,72,139,0]","[1000,1000,1000,1000,1000,1000,0]",-386331938,"bellow",""
2039,4,"bite","[49,56,54,72,50,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",561492182,"bite",""
2040,4,"biter","[49,56,54,72,50,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",691652377,"biter",""
2041,4,"blade","[223,224,48,56,53,51,138,0]","[1000,1000,1000,1000,1000,1000,1000,0]",988823781,"blade",""
2042,4,"blood","[223,224,0]","[1000,1000,0]",1320951855,"blood",""
2043,4,"boil","[55,0]","[1000,0]",-53313566,"boil",""
2044,4,"boiler","[55,0]","[1000,0]",156405462,"boiler",""
2045,4,"bone","[73,51,0]","[1000,1000,0]",823364108,"bone",""
2046,4,"bones","[73,51,0]","[1000,1000,0]",-1635892359,"bones",""
2047,4,"bore","[74,54,50,75,0]","[1000,1000,1000,1000,0]",1167401418,"bore",""
2048,4,"break","[74,54,138,0]","[1000,1000,1000,0]",-1562200358,"break",""
2049,4,"brand","[223,224,0]","[1000,1000,0]",-1460643501,"brand",""
2050,4,"breaker","[74,54,139,138,0]","[1000,1000,1000,1000,0]",1514816320,"breaker",""
2051,4,"bringer","[56,53,55,52,139,138,0]","[1000,1000,1000,1000,1000,1000,0]",-205819339,"bringer",""
2052,4,"brow","[223,224,48,53,138,0]","[1000,1000,1000,1000,1000,0]",-1831734009,"brow",""
2053,4,"brute","[49,74,54,72,52,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-1949510685,"brute",""
2054,4,"cackle","[56,53,51,0]","[1000,1000,1000,0]",1677960108,"cackle",""
2055,4,"call","[223,224,0]","[1000,1000,0]",-583092826,"call",""
2056,4,"caller","[223,224,0]","[1000,1000,0]",-626931533,"caller",""
2057,4,"champion","[48,139,138,0]","[1000,1000,1000,0]",-1357918149,"champion",""
2058,4,"chew","[49,56,54,73,72,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-50370336,"chew",""
2059,4,"chewer","[49,56,54,73,72,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",1878130301,"chewer",""
2060,4,"choke","[56,55,0]","[1000,1000,0]",1097568116,"choke",""
2061,4,"churn","[55,0]","[1000,0]",245972168,"churn",""
2062,4,"clack","[74,54,76,75,0]","[1000,1000,1000,1000,0]",-1949019494,"clack",""
2063,4,"clatter","[74,54,75,0]","[1000,1000,1000,0]",-1697166066,"clatter",""
2064,4,"claw","[49,56,72,75,52,0]","[1000,1000,1000,1000,1000,0]",1977327919,"claw",""
2065,4,"claws","[49,56,72,75,52,0]","[1000,1000,1000,1000,1000,0]",-867726715,"claws",""
2066,4,"click","[54,76,75,140,0]","[1000,1000,1000,1000,0]",-1070569681,"click",""
2067,4,"crawl","[49,73,72,76,75,0]","[1000,1000,1000,1000,1000,0]",-1788596441,"crawl",""
2068,4,"creak","[74,54,51,0]","[1000,1000,1000,0]",-662451931,"creak",""
2069,4,"crest","[55,0]","[1000,0]",-1056836030,"crest",""
2070,4,"crush","[49,56,74,54,72,138,0]","[1000,1000,1000,1000,1000,1000,0]",1070741525,"crush",""
2071,4,"crusher","[49,56,74,54,72,138,0]","[1000,1000,1000,1000,1000,1000,0]",156961800,"crusher",""
2072,4,"dart","[74,50,75,140,0]","[1000,1000,1000,1000,0]",724413253,"dart",""
2073,4,"darter","[74,50,75,140,0]","[1000,1000,1000,1000,0]",1855537580,"darter",""
2074,4,"drench","[53,55,0]","[1000,1000,0]",-1398700055,"drench",""
2075,4,"drifter","[53,55,140,0]","[1000,1000,1000,0]",1989306445,"drifter",""
2076,4,"drool","[49,72,52,0]","[1000,1000,1000,0]",204710552,"drool",""
2077,4,"drown","[53,55,0]","[1000,1000,0]",-276070975,"drown",""
2078,4,"dweller","[56,53,54,76,55,75,52,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-196444344,"dweller",""
2079,4,"eye","[223,224,48,49,56,53,54,73,72,51,50,76,75,52,139,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1072542868,"eye",""
2080,4,"eyes","[223,224,48,49,56,53,54,73,72,51,50,76,75,52,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1276352340,"eyes",""
2081,4,"face","[48,49,54,72,52,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-736866799,"face",""
2082,4,"fate","[223,224,0]","[1000,1000,0]",1617421807,"fate",""
2083,4,"fang","[49,56,72,50,76,75,140,0]","[1000,1000,1000,1000,1000,1000,1000,0]",950239071,"fang",""
2084,4,"fangs","[49,56,72,50,76,75,140,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-1625162699,"fangs",""
2085,4,"fist","[223,224,48,56,54,52,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-142140961,"fist",""
2086,4,"fists","[48,56,54,52,139,138,0]","[1000,1000,1000,1000,1000,1000,0]",-2065583949,"fists",""
2087,4,"flay","[48,56,53,51,52,0]","[1000,1000,1000,1000,1000,0]",1610279252,"flay",""
2088,4,"flayer","[48,56,53,51,52,0]","[1000,1000,1000,1000,1000,0]",-1858311421,"flayer",""
2089,4,"flutter","[74,140,0]","[1000,1000,0]",29198328,"flutter",""
2090,4,"frag","[54,0]","[1000,0]",624523739,"frag",""
2091,4,"frenzy","[49,56,74,72,50,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-918982943,"frenzy",""
2092,4,"froth","[55,0]","[1000,0]",-1871036295,"froth",""
2093,4,"fur","[49,72,0]","[1000,1000,0]",-1909552651,"fur",""
2094,4,"fury","[223,224,0]","[1000,1000,0]",-308093945,"fury",""
2095,4,"gasp","[48,56,53,72,52,0]","[1000,1000,1000,1000,1000,0]",1490680169,"gasp",""
2096,4,"gnash","[49,56,54,72,50,52,0]","[1000,1000,1000,1000,1000,1000,0]",-1337787917,"gnash",""
2097,4,"gnaw","[49,56,54,73,72,51,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-696188966,"gnaw",""
2098,4,"grind","[54,52,0]","[1000,1000,0]",-2087423378,"grind",""
2099,4,"grinder","[54,52,0]","[1000,1000,0]",-257608395,"grinder",""
2100,4,"grin","[48,53,51,52,139,0]","[1000,1000,1000,1000,1000,0]",-2003125764,"grin",""
2101,4,"grip","[56,54,0]","[1000,1000,0]",-1067463225,"grip",""
2102,4,"growl","[49,56,72,52,0]","[1000,1000,1000,1000,0]",-502868538,"growl",""
2103,4,"guard","[223,224,48,74,54,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,0]",1586551285,"guard",""
2104,4,"guardian","[48,74,54,139,138,0]","[1000,1000,1000,1000,1000,0]",-721868805,"guardian",""
2105,4,"hackles","[49,72,0]","[1000,1000,0]",1781684048,"hackles",""
2106,4,"hammer","[223,224,0]","[1000,1000,0]",-937515020,"hammer",""
2107,4,"hand","[223,224,0]","[1000,1000,0]",-413117772,"hand",""
2108,4,"heart","[223,224,0]","[1000,1000,0]",-1598923079,"heart",""
2109,4,"helm","[223,224,0]","[1000,1000,0]",-2058394645,"helm",""
2110,4,"hilt","[223,224,0]","[1000,1000,0]",1078143103,"hilt",""
2111,4,"hiss","[56,50,76,75,140,0]","[1000,1000,1000,1000,1000,0]",-145599212,"hiss",""
2112,4,"howl","[49,53,72,0]","[1000,1000,1000,0]",-1492955406,"howl",""
2113,4,"jaw","[49,54,72,51,50,75,52,138,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",252020886,"jaw",""
2114,4,"jaws","[49,54,72,51,50,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-244272273,"jaws",""
2115,4,"joint","[54,51,76,75,140,0]","[1000,1000,1000,1000,1000,0]",-2015708734,"joint",""
2116,4,"jowls","[48,49,72,52,0]","[1000,1000,1000,1000,0]",717613923,"jowls",""
2117,4,"kill","[48,49,56,53,54,73,72,51,50,76,55,75,52,139,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1421112124,"kill",""
2118,4,"killer","[48,49,56,53,54,73,72,51,50,76,55,75,52,139,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",319410758,"killer",""
2119,4,"knife","[48,56,53,51,139,138,0]","[1000,1000,1000,1000,1000,1000,0]",947756603,"knife",""
2120,4,"knock","[74,54,51,0]","[1000,1000,1000,0]",1207993738,"knock",""
2121,4,"lash","[56,74,55,0]","[1000,1000,1000,0]",1852885247,"lash",""
2122,4,"lasher","[56,74,55,0]","[1000,1000,1000,0]",964955645,"lasher",""
2123,4,"laugh","[48,56,53,51,0]","[1000,1000,1000,1000,0]",-2113486894,"laugh",""
2124,4,"limp","[48,49,74,54,73,51,52,0]","[1000,1000,1000,1000,1000,1000,1000,0]",1716673959,"limp",""
2125,4,"lord","[48,56,51,0]","[1000,1000,1000,0]",775054903,"lord",""
2126,4,"lurch","[48,54,73,51,52,0]","[1000,1000,1000,1000,1000,0]",791427480,"lurch",""
2127,4,"mark","[223,224,0]","[1000,1000,0]",1629951134,"mark",""
2128,4,"maul","[48,49,54,72,52,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,0]",548025320,"maul",""
2129,4,"mauler","[48,49,54,72,52,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-989484829,"mauler",""
2130,4,"maw","[49,56,54,73,72,50,76,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-301138396,"maw",""
2131,4,"mind","[223,224,0]","[1000,1000,0]",1357767459,"mind",""
2132,4,"moan","[56,53,51,52,0]","[1000,1000,1000,1000,0]",515634090,"moan",""
2133,4,"moil","[48,56,55,0]","[1000,1000,1000,0]",2047844913,"moil",""
2134,4,"muzzle","[49,72,0]","[1000,1000,0]",1896808555,"muzzle",""
2135,4,"needle","[50,76,75,0]","[1000,1000,1000,0]",-86237037,"needle",""
2136,4,"needles","[50,76,75,0]","[1000,1000,1000,0]",869106411,"needles",""
2137,4,"pelt","[49,72,0]","[1000,1000,0]",1519456555,"pelt",""
2138,4,"phantom","[53,55,0]","[1000,1000,0]",-1621022188,"phantom",""
2139,4,"pincers","[76,75,140,0]","[1000,1000,1000,0]",-1498911709,"pincers",""
2140,4,"pinch","[76,75,140,0]","[1000,1000,1000,0]",-2088890574,"pinch",""
2141,4,"prowl","[49,53,73,72,51,75,52,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-1334889990,"prowl",""
2142,4,"prowler","[49,53,73,72,51,75,52,0]","[1000,1000,1000,1000,1000,1000,1000,0]",957715453,"prowler",""
2143,4,"quill","[50,75,0]","[1000,1000,0]",-1419881744,"quill",""
2144,4,"rake","[49,72,75,52,0]","[1000,1000,1000,1000,0]",149402247,"rake",""
2145,4,"raker","[49,72,75,52,0]","[1000,1000,1000,1000,0]",777471608,"raker",""
2146,4,"rattle","[54,51,52,0]","[1000,1000,1000,0]",1545136719,"rattle",""
2147,4,"rattles","[54,51,52,0]","[1000,1000,1000,0]",-979391659,"rattles",""
2148,4,"razor","[138,0]","[1000,0]",-1730621158,"razor",""
2149,4,"render","[49,54,72,52,0]","[1000,1000,1000,1000,0]",-293523633,"render",""
2150,4,"ribbon","[74,0]","[1000,0]",-755027651,"ribbon",""
2151,4,"ribs","[48,49,54,73,72,51,0]","[1000,1000,1000,1000,1000,1000,0]",-1729367340,"ribs",""
2152,4,"ripper","[48,49,56,54,72,52,0]","[1000,1000,1000,1000,1000,1000,0]",-1401265951,"ripper",""
2153,4,"roar","[49,72,52,139,0]","[1000,1000,1000,1000,0]",-2039947053,"roar",""
2154,4,"rope","[55,0]","[1000,0]",-517773607,"rope",""
2155,4,"rot","[73,51,52,0]","[1000,1000,1000,0]",-524376151,"rot",""
2156,4,"rumble","[74,54,0]","[1000,1000,0]",-1198020956,"rumble",""
2157,4,"scale","[50,75,140,0]","[1000,1000,1000,0]",1017966121,"scale",""
2158,4,"scales","[50,75,140,0]","[1000,1000,1000,0]",1206510666,"scales",""
2159,4,"scalp","[48,49,72,139,138,0]","[1000,1000,1000,1000,1000,0]",253667179,"scalp",""
2160,4,"scar","[48,49,56,72,139,138,0]","[1000,1000,1000,1000,1000,1000,0]",680992006,"scar",""
2161,4,"scrabbler","[48,56,54,73,51,76,75,52,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-2031100203,"scrabbler",""
2162,4,"scrape","[74,54,51,52,0]","[1000,1000,1000,1000,0]",642182426,"scrape",""
2163,4,"scream","[48,56,53,51,52,139,0]","[1000,1000,1000,1000,1000,1000,0]",-492909037,"scream",""
2164,4,"screech","[48,49,56,53,72,140,0]","[1000,1000,1000,1000,1000,1000,0]",255761773,"screech",""
2165,4,"scuttle","[50,76,75,140,0]","[1000,1000,1000,1000,0]",1953200211,"scuttle",""
2166,4,"seethe","[55,0]","[1000,0]",-418997950,"seethe",""
2167,4,"sentinel","[74,54,55,0]","[1000,1000,1000,0]",-1777584040,"sentinel",""
2168,4,"sentry","[74,54,139,138,0]","[1000,1000,1000,1000,0]",836370767,"sentry",""
2169,4,"shamble","[49,54,73,72,52,0]","[1000,1000,1000,1000,1000,0]",-608434879,"shamble",""
2170,4,"shard","[54,0]","[1000,0]",-1669175185,"shard",""
2171,4,"shards","[54,0]","[1000,0]",-1252860883,"shards",""
2172,4,"shell","[74,76,75,0]","[1000,1000,1000,0]",-1031273893,"shell",""
2173,4,"shield","[223,224,0]","[1000,1000,0]",-1720736819,"shield",""
2174,4,"shiver","[56,53,55,0]","[1000,1000,1000,0]",-1000265179,"shiver",""
2175,4,"shriek","[48,49,56,53,72,51,139,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",1006657752,"shriek",""
2176,4,"shrieker","[48,49,56,53,72,51,139,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-172081883,"shrieker",""
2177,4,"shuffle","[54,73,51,52,0]","[1000,1000,1000,1000,0]",808551968,"shuffle",""
2178,4,"skull","[48,49,54,72,51,139,0]","[1000,1000,1000,1000,1000,1000,0]",1013438670,"skull",""
2179,4,"slash","[48,49,56,53,72,51,75,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1647260526,"slash",""
2180,4,"slasher","[48,49,56,53,72,51,75,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-580212209,"slasher",""
2181,4,"slice","[48,56,51,138,140,0]","[1000,1000,1000,1000,1000,0]",1820641718,"slice",""
2182,4,"slicer","[48,56,51,138,140,0]","[1000,1000,1000,1000,1000,0]",-1367607947,"slicer",""
2183,4,"slink","[48,0]","[1000,0]",-461337716,"slink",""
2184,4,"slip","[74,0]","[1000,0]",-1076182,"slip",""
2185,4,"slither","[74,50,0]","[1000,1000,0]",-1903589137,"slither",""
2186,4,"sliver","[54,0]","[1000,0]",93917806,"sliver",""
2187,4,"smash","[54,139,138,0]","[1000,1000,1000,0]",-1355440175,"smash",""
2188,4,"smasher","[54,139,138,0]","[1000,1000,1000,0]",-848544267,"smasher",""
2189,4,"smith","[48,54,0]","[1000,1000,0]",-1124076365,"smith",""
2190,4,"snarl","[49,56,73,72,52,0]","[1000,1000,1000,1000,1000,0]",1575536884,"snarl",""
2191,4,"soak","[55,0]","[1000,0]",-930502107,"soak",""
2192,4,"soul","[223,224,48,56,53,54,55,139,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",490902007,"soul",""
2193,4,"specter","[53,0]","[1000,0]",180428629,"specter",""
2194,4,"spine","[49,56,54,73,72,51,50,0]","[1000,1000,1000,1000,1000,1000,1000,0]",886268450,"spine",""
2195,4,"spirit","[223,224,0]","[1000,1000,0]",-776046444,"spirit",""
2196,4,"splash","[55,0]","[1000,0]",1873082852,"splash",""
2197,4,"splinter","[54,75,0]","[1000,1000,0]",-172773420,"splinter",""
2198,4,"splinters","[54,75,0]","[1000,1000,0]",1396312063,"splinters",""
2199,4,"spool","[74,0]","[1000,0]",1617999023,"spool",""
2200,4,"spray","[55,75,0]","[1000,1000,0]",1746792135,"spray",""
2201,4,"spume","[55,75,0]","[1000,1000,0]",566882991,"spume",""
2202,4,"stalker","[48,49,56,53,72,51,139,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-126232680,"stalker",""
2203,4,"stench","[48,49,73,72,52,0]","[1000,1000,1000,1000,1000,0]",-1721490486,"stench",""
2204,4,"sting","[50,76,75,140,0]","[1000,1000,1000,1000,0]",1349868703,"sting",""
2205,4,"stink","[48,49,73,52,0]","[1000,1000,1000,1000,0]",-278753563,"stink",""
2206,4,"strangle","[50,55,0]","[1000,1000,0]",-270607008,"strangle",""
2207,4,"stride","[48,53,54,55,139,0]","[1000,1000,1000,1000,1000,0]",1908753644,"stride",""
2208,4,"strider","[48,53,54,55,139,0]","[1000,1000,1000,1000,1000,0]",2123350096,"strider",""
2209,4,"sucker","[49,72,75,52,140,0]","[1000,1000,1000,1000,1000,0]",-69646850,"sucker",""
2210,4,"sunder","[54,0]","[1000,0]",81283783,"sunder",""
2211,4,"surge","[74,55,0]","[1000,1000,0]",751246645,"surge",""
2212,4,"talon","[49,56,72,75,140,0]","[1000,1000,1000,1000,1000,0]",831337913,"talon",""
2213,4,"talons","[49,56,72,75,140,0]","[1000,1000,1000,1000,1000,0]",-1207392824,"talons",""
2214,4,"teeth","[49,56,73,72,51,50,52,139,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1120701449,"teeth",""
2215,4,"thirst","[48,49,72,76,75,52,0]","[1000,1000,1000,1000,1000,1000,0]",-627499584,"thirst",""
2216,4,"tongue","[223,224,48,49,72,50,52,139,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-647704513,"tongue",""
2217,4,"tooth","[48,49,56,73,72,51,50,139,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1719579965,"tooth",""
2218,4,"tusk","[49,72,0]","[1000,1000,0]",-857571756,"tusk",""
2219,4,"tusks","[49,72,0]","[1000,1000,0]",548624673,"tusks",""
2220,4,"twine","[74,0]","[1000,0]",629064896,"twine",""
2221,4,"tyrant","[223,224,0]","[1000,1000,0]",535050440,"tyrant",""
2222,4,"viper","[50,140,0]","[1000,1000,0]",-41529652,"viper",""
2223,4,"visage","[48,54,139,0]","[1000,1000,1000,0]",-822631210,"visage",""
2224,4,"voice","[223,224,0]","[1000,1000,0]",-1293275143,"voice",""
2225,4,"wail","[49,56,53,72,0]","[1000,1000,1000,1000,0]",-1086562343,"wail",""
2226,4,"walker","[48,49,56,53,54,73,72,51,76,55,75,52,139,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1368068522,"walker",""
2227,4,"ward","[223,224,74,54,0]","[1000,1000,1000,1000,0]",1308645166,"ward",""
2228,4,"watch","[74,54,140,0]","[1000,1000,1000,0]",-1976368131,"watch",""
2229,4,"watcher","[74,54,55,140,0]","[1000,1000,1000,1000,0]",422789672,"watcher",""
2230,4,"whip","[56,50,0]","[1000,1000,0]",1473397567,"whip",""
2231,4,"whipper","[56,50,0]","[1000,1000,0]",1714854602,"whipper",""
2232,4,"widow","[76,0]","[1000,0]",-627049509,"widow",""
2233,4,"wight","[53,73,51,52,0]","[1000,1000,1000,1000,0]",-1444080964,"wight",""
2234,4,"wither","[73,51,52,0]","[1000,1000,1000,0]",-752947613,"wither",""
2235,4,"wraith","[53,73,51,52,0]","[1000,1000,1000,1000,0]",-129428482,"wraith",""
2236,4,"wing","[140,0]","[1000,0]",-1275989307,"wing",""
2237,4,"flight","[140,0]","[1000,0]",-1194997764,"flight",""
2238,4,"whisper","[140,0]","[1000,0]",676418099,"whisper",""
2239,4,"zeal","[223,224,0]","[1000,1000,0]",44920524,"zeal",""
2240,4,"beat","[54,140,0]","[1000,1000,0]",-24734573,"beat",""
2241,4,"ruckus",[0],[1],132783271,"ruckus",""
2242,5," the Accursed","[224,48,56,53,73,51,55,52,139,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1630499031," the Accursed",""
2243,5," the Adorned","[223,0]","[1000,0]",-1711399242," the Adorned",""
2244,5," the Ancient","[56,74,53,54,51,76,55,139,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",363184483," the Ancient",""
2245,5," the Annihilator","[56,74,54,55,139,138,0]","[1000,1000,1000,1000,1000,1000,0]",1980629643," the Annihilator",""
2246,5," the Baleful","[49,56,53,73,72,51,76,75,52,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1641653475," the Baleful",""
2247,5," the Binder","[74,54,55,0]","[1000,1000,1000,0]",1953158043," the Binder",""
2248,5," the Blasphemer","[224,0]","[1000,0]",22684761," the Blasphemer",""
2249,5," the Blasphemous","[224,0]","[1000,0]",-1414153359," the Blasphemous",""
2250,5," the Blessed","[223,0]","[1000,0]",1709201087," the Blessed",""
