"rownum","string","i32","rid","i32"
1543,"HeistEnchantCasterWeaponCold83",16,21378,10
1544,"HeistEnchantCasterWeaponCold84",16,21379,10
1545,"HeistEnchantCasterWeaponCold85",16,21380,10
1546,"HeistEnchantCasterWeaponCold86",16,21381,10
1547,"HeistEnchantCasterWeaponCold87",16,21382,10
1548,"HeistEnchantCasterWeaponCold88",16,21383,1
1549,"HeistEnchantCasterWeaponCold89",16,21384,10
1550,"HeistEnchantCasterWeaponCold90",16,21385,10
1551,"HeistEnchantCasterWeaponCold91",16,21386,10
1552,"HeistEnchantCasterWeaponCold92",16,21387,10
1553,"HeistEnchantCasterWeaponCold93",16,21388,5
1554,"HeistEnchantCasterWeaponCold94",16,21389,5
1555,"HeistEnchantCasterWeaponCold95",16,21391,5
1556,"HeistEnchantCasterWeaponCold96",16,21395,5
1557,"HeistEnchantCasterWeaponCold97",16,21396,5
1558,"HeistEnchantCasterWeaponCold98",16,21398,5
1559,"HeistEnchantCasterWeaponCold99",16,21402,5
1560,"HeistEnchantCasterWeaponCold100",16,21403,5
1561,"HeistEnchantCasterWeaponCold101",16,21405,5
1562,"HeistEnchantCasterWeaponCold102",16,21409,5
1563,"HeistEnchantCasterWeaponCold103",16,21410,5
1564,"HeistEnchantCasterWeaponCold104",16,21411,5
1565,"HeistEnchantCasterWeaponCold105",16,21412,5
1566,"HeistEnchantCasterWeaponCold106",16,21413,5
1567,"HeistEnchantCasterWeaponCold107",16,21414,5
1568,"HeistEnchantCasterWeaponCold108",16,21415,5
1569,"HeistEnchantCasterWeaponCold109",16,21416,5
1570,"HeistEnchantCasterWeaponCold110",16,21417,5
1571,"HeistEnchantCasterWeaponCold111",16,21419,5
1572,"HeistEnchantCasterWeaponCold112",16,21423,5
1573,"HeistEnchantCasterWeaponCold113",16,21424,5
1574,"HeistEnchantCasterWeaponCold114",16,21425,5
1575,"HeistEnchantCasterWeaponCold115",16,21426,5
1576,"HeistEnchantCasterWeaponCold116",16,21427,5
1577,"HeistEnchantCasterWeaponCold117",16,21428,5
1578,"HeistEnchantCasterWeaponCold118",16,21429,5
1579,"HeistEnchantCasterWeaponCold119",16,21430,5
1580,"HeistEnchantCasterWeaponCold120",16,21431,5
1581,"HeistEnchantCasterWeaponCold121",16,21432,5
1582,"HeistEnchantCasterWeaponCold122",16,21433,5
1583,"HeistEnchantCasterWeaponCold123",16,21434,5
1584,"HeistEnchantCasterWeaponCold124",16,21435,5
1585,"HeistEnchantCasterWeaponCold125",16,21436,5
1586,"HeistEnchantCasterWeaponCold126",16,21437,5
1587,"HeistEnchantCasterWeaponCold127",16,21438,5
1588,"HeistEnchantCasterWeaponCold128",16,21439,5
1589,"HeistEnchantCasterWeaponCold129",16,21440,5
1590,"HeistEnchantCasterWeaponCold130",16,21441,5
1591,"HeistEnchantCasterWeaponCold131",16,21442,5
1592,"HeistEnchantCasterWeaponCold132",16,21443,5
1593,"HeistEnchantCasterWeaponCold133",16,21444,5
1594,"HeistEnchantCasterWeaponCold134",16,21445,5
1595,"HeistEnchantCasterWeaponCold135",16,21446,5
1596,"HeistEnchantCasterWeaponCold136",16,21447,5
1597,"HeistEnchantCasterWeaponCold137",16,21448,5
1598,"HeistEnchantCasterWeaponCold138",16,21449,5
1599,"HeistEnchantCasterWeaponCold139",16,21450,5
1600,"HeistEnchantCasterWeaponCold140",16,21451,5
1601,"HeistEnchantCasterWeaponCold141",16,21452,5
1602,"HeistEnchantCasterWeaponCold142",16,21453,5
1603,"HeistEnchantCasterWeaponCold143",16,21454,5
1604,"HeistEnchantCasterWeaponCold144",16,21455,5
1605,"HeistEnchantCasterWeaponCold145",16,21456,5
1606,"HeistEnchantCasterWeaponCold146",16,21457,5
1607,"HeistEnchantCasterWeaponCold147",16,21458,5
1608,"HeistEnchantCasterWeaponCold148",16,21459,5
1609,"HeistEnchantCasterWeaponLightning1",17,21282,100
1610,"HeistEnchantCasterWeaponLightning2",17,21285,200
1611,"HeistEnchantCasterWeaponLightning3",17,21286,50
1612,"HeistEnchantCasterWeaponLightning4",17,21287,100
1613,"HeistEnchantCasterWeaponLightning5",17,21288,100
1614,"HeistEnchantCasterWeaponLightning6",17,21289,50
1615,"HeistEnchantCasterWeaponLightning7",17,21290,50
1616,"HeistEnchantCasterWeaponLightning8",17,21291,100
1617,"HeistEnchantCasterWeaponLightning9",17,21292,10
1618,"HeistEnchantCasterWeaponLightning10",17,21293,25
1619,"HeistEnchantCasterWeaponLightning11",17,21294,10
1620,"HeistEnchantCasterWeaponLightning12",17,21295,10
1621,"HeistEnchantCasterWeaponLightning13",17,21296,10
1622,"HeistEnchantCasterWeaponLightning14",17,21297,10
1623,"HeistEnchantCasterWeaponLightning15",17,21298,10
1624,"HeistEnchantCasterWeaponLightning16",17,21299,1
1625,"HeistEnchantCasterWeaponLightning17",17,21303,10
1626,"HeistEnchantCasterWeaponLightning18",17,21304,10
1627,"HeistEnchantCasterWeaponLightning19",17,21305,10
1628,"HeistEnchantCasterWeaponLightning20",17,21306,10
1629,"HeistEnchantCasterWeaponLightning21",17,21307,10
1630,"HeistEnchantCasterWeaponLightning22",17,21308,10
1631,"HeistEnchantCasterWeaponLightning23",17,21309,1
1632,"HeistEnchantCasterWeaponLightning24",17,21313,10
1633,"HeistEnchantCasterWeaponLightning25",17,21314,10
1634,"HeistEnchantCasterWeaponLightning26",17,21315,10
1635,"HeistEnchantCasterWeaponLightning27",17,21316,10
1636,"HeistEnchantCasterWeaponLightning28",17,21317,10
1637,"HeistEnchantCasterWeaponLightning29",17,21318,10
1638,"HeistEnchantCasterWeaponLightning30",17,21319,1
1639,"HeistEnchantCasterWeaponLightning31",17,21320,10
1640,"HeistEnchantCasterWeaponLightning32",17,21321,10
1641,"HeistEnchantCasterWeaponLightning33",17,21322,10
1642,"HeistEnchantCasterWeaponLightning34",17,21323,10
1643,"HeistEnchantCasterWeaponLightning35",17,21324,10
1644,"HeistEnchantCasterWeaponLightning36",17,21325,10
1645,"HeistEnchantCasterWeaponLightning37",17,21326,10
1646,"HeistEnchantCasterWeaponLightning38",17,21327,10
1647,"HeistEnchantCasterWeaponLightning39",17,21328,10
1648,"HeistEnchantCasterWeaponLightning40",17,21329,1
1649,"HeistEnchantCasterWeaponLightning41",17,21333,10
1650,"HeistEnchantCasterWeaponLightning42",17,21334,10
1651,"HeistEnchantCasterWeaponLightning43",17,21335,10
1652,"HeistEnchantCasterWeaponLightning44",17,21336,10
1653,"HeistEnchantCasterWeaponLightning45",17,21337,10
1654,"HeistEnchantCasterWeaponLightning46",17,21338,10
1655,"HeistEnchantCasterWeaponLightning47",17,21339,1
1656,"HeistEnchantCasterWeaponLightning48",17,21343,10
1657,"HeistEnchantCasterWeaponLightning49",17,21344,10
1658,"HeistEnchantCasterWeaponLightning50",17,21345,10
1659,"HeistEnchantCasterWeaponLightning51",17,21346,10
1660,"HeistEnchantCasterWeaponLightning52",17,21347,10
1661,"HeistEnchantCasterWeaponLightning53",17,21348,10
1662,"HeistEnchantCasterWeaponLightning54",17,21349,1
1663,"HeistEnchantCasterWeaponLightning55",17,21350,10
1664,"HeistEnchantCasterWeaponLightning56",17,21351,10
1665,"HeistEnchantCasterWeaponLightning57",17,21352,10
1666,"HeistEnchantCasterWeaponLightning58",17,21353,10
1667,"HeistEnchantCasterWeaponLightning59",17,21354,10
1668,"HeistEnchantCasterWeaponLightning60",17,21355,10
1669,"HeistEnchantCasterWeaponLightning61",17,21356,10
1670,"HeistEnchantCasterWeaponLightning62",17,21357,10
1671,"HeistEnchantCasterWeaponLightning63",17,21358,10
1672,"HeistEnchantCasterWeaponLightning64",17,21359,1
1673,"HeistEnchantCasterWeaponLightning65",17,21360,10
1674,"HeistEnchantCasterWeaponLightning66",17,21361,10
1675,"HeistEnchantCasterWeaponLightning67",17,21362,10
1676,"HeistEnchantCasterWeaponLightning68",17,21363,10
1677,"HeistEnchantCasterWeaponLightning69",17,21364,10
1678,"HeistEnchantCasterWeaponLightning70",17,21365,1
1679,"HeistEnchantCasterWeaponLightning71",17,21366,10
1680,"HeistEnchantCasterWeaponLightning72",17,21367,10
1681,"HeistEnchantCasterWeaponLightning73",17,21368,10
1682,"HeistEnchantCasterWeaponLightning74",17,21369,10
1683,"HeistEnchantCasterWeaponLightning75",17,21370,10
1684,"HeistEnchantCasterWeaponLightning76",17,21371,1
1685,"HeistEnchantCasterWeaponLightning77",17,21372,10
1686,"HeistEnchantCasterWeaponLightning78",17,21373,10
1687,"HeistEnchantCasterWeaponLightning79",17,21374,10
1688,"HeistEnchantCasterWeaponLightning80",17,21375,10
1689,"HeistEnchantCasterWeaponLightning81",17,21376,10
1690,"HeistEnchantCasterWeaponLightning82",17,21377,1
1691,"HeistEnchantCasterWeaponLightning83",17,21378,10
1692,"HeistEnchantCasterWeaponLightning84",17,21379,10
1693,"HeistEnchantCasterWeaponLightning85",17,21380,10
1694,"HeistEnchantCasterWeaponLightning86",17,21381,10
1695,"HeistEnchantCasterWeaponLightning87",17,21382,10
1696,"HeistEnchantCasterWeaponLightning88",17,21383,1
1697,"HeistEnchantCasterWeaponLightning89",17,21384,10
1698,"HeistEnchantCasterWeaponLightning90",17,21385,10
1699,"HeistEnchantCasterWeaponLightning91",17,21386,10
1700,"HeistEnchantCasterWeaponLightning92",17,21387,10
1701,"HeistEnchantCasterWeaponLightning93",17,21388,5
1702,"HeistEnchantCasterWeaponLightning94",17,21389,5
1703,"HeistEnchantCasterWeaponLightning95",17,21391,5
1704,"HeistEnchantCasterWeaponLightning96",17,21395,5
1705,"HeistEnchantCasterWeaponLightning97",17,21396,5
1706,"HeistEnchantCasterWeaponLightning98",17,21398,5
1707,"HeistEnchantCasterWeaponLightning99",17,21402,5
1708,"HeistEnchantCasterWeaponLightning100",17,21403,5
1709,"HeistEnchantCasterWeaponLightning101",17,21404,5
1710,"HeistEnchantCasterWeaponLightning102",17,21405,5
1711,"HeistEnchantCasterWeaponLightning103",17,21406,5
1712,"HeistEnchantCasterWeaponLightning104",17,21407,5
1713,"HeistEnchantCasterWeaponLightning105",17,21408,5
1714,"HeistEnchantCasterWeaponLightning106",17,21409,5
1715,"HeistEnchantCasterWeaponLightning107",17,21410,5
1716,"HeistEnchantCasterWeaponLightning108",17,21412,5
1717,"HeistEnchantCasterWeaponLightning109",17,21416,5
1718,"HeistEnchantCasterWeaponLightning110",17,21417,5
1719,"HeistEnchantCasterWeaponLightning111",17,21419,5
1720,"HeistEnchantCasterWeaponLightning112",17,21423,5
1721,"HeistEnchantCasterWeaponLightning113",17,21424,5
1722,"HeistEnchantCasterWeaponLightning114",17,21425,5
1723,"HeistEnchantCasterWeaponLightning115",17,21426,5
1724,"HeistEnchantCasterWeaponLightning116",17,21427,5
1725,"HeistEnchantCasterWeaponLightning117",17,21428,5
1726,"HeistEnchantCasterWeaponLightning118",17,21429,5
1727,"HeistEnchantCasterWeaponLightning119",17,21430,5
1728,"HeistEnchantCasterWeaponLightning120",17,21431,5
1729,"HeistEnchantCasterWeaponLightning121",17,21432,5
1730,"HeistEnchantCasterWeaponLightning122",17,21433,5
1731,"HeistEnchantCasterWeaponLightning123",17,21434,5
1732,"HeistEnchantCasterWeaponLightning124",17,21435,5
1733,"HeistEnchantCasterWeaponLightning125",17,21436,5
1734,"HeistEnchantCasterWeaponLightning126",17,21437,5
1735,"HeistEnchantCasterWeaponLightning127",17,21438,5
1736,"HeistEnchantCasterWeaponLightning128",17,21439,5
1737,"HeistEnchantCasterWeaponLightning129",17,21440,5
1738,"HeistEnchantCasterWeaponLightning130",17,21441,5
1739,"HeistEnchantCasterWeaponLightning131",17,21442,5
1740,"HeistEnchantCasterWeaponLightning132",17,21443,5
1741,"HeistEnchantCasterWeaponLightning133",17,21444,5
1742,"HeistEnchantCasterWeaponLightning134",17,21445,5
1743,"HeistEnchantCasterWeaponLightning135",17,21446,5
1744,"HeistEnchantCasterWeaponLightning136",17,21447,5
1745,"HeistEnchantCasterWeaponLightning137",17,21448,5
1746,"HeistEnchantCasterWeaponLightning138",17,21449,5
1747,"HeistEnchantCasterWeaponLightning139",17,21450,5
1748,"HeistEnchantCasterWeaponLightning140",17,21451,5
1749,"HeistEnchantCasterWeaponLightning141",17,21452,5
1750,"HeistEnchantCasterWeaponLightning142",17,21453,5
1751,"HeistEnchantCasterWeaponLightning143",17,21454,5
1752,"HeistEnchantCasterWeaponLightning144",17,21455,5
1753,"HeistEnchantCasterWeaponLightning145",17,21456,5
1754,"HeistEnchantCasterWeaponLightning146",17,21457,5
1755,"HeistEnchantCasterWeaponLightning147",17,21458,5
1756,"HeistEnchantCasterWeaponLightning148",17,21459,5
1757,"HeistEnchantCasterWeaponChaos1",18,21284,25
1758,"HeistEnchantCasterWeaponChaos2",18,21285,200
1759,"HeistEnchantCasterWeaponChaos3",18,21286,50
1760,"HeistEnchantCasterWeaponChaos4",18,21287,100
1761,"HeistEnchantCasterWeaponChaos5",18,21288,100
1762,"HeistEnchantCasterWeaponChaos6",18,21289,50
1763,"HeistEnchantCasterWeaponChaos7",18,21291,100
1764,"HeistEnchantCasterWeaponChaos8",18,21292,10
1765,"HeistEnchantCasterWeaponChaos9",18,21293,25
1766,"HeistEnchantCasterWeaponChaos10",18,21294,10
1767,"HeistEnchantCasterWeaponChaos11",18,21295,10
1768,"HeistEnchantCasterWeaponChaos12",18,21296,10
1769,"HeistEnchantCasterWeaponChaos13",18,21298,10
1770,"HeistEnchantCasterWeaponChaos14",18,21299,1
1771,"HeistEnchantCasterWeaponChaos15",18,21303,10
1772,"HeistEnchantCasterWeaponChaos16",18,21304,10
1773,"HeistEnchantCasterWeaponChaos17",18,21305,10
1774,"HeistEnchantCasterWeaponChaos18",18,21306,10
1775,"HeistEnchantCasterWeaponChaos19",18,21308,10
1776,"HeistEnchantCasterWeaponChaos20",18,21309,1
1777,"HeistEnchantCasterWeaponChaos21",18,21313,10
1778,"HeistEnchantCasterWeaponChaos22",18,21314,10
1779,"HeistEnchantCasterWeaponChaos23",18,21315,10
1780,"HeistEnchantCasterWeaponChaos24",18,21316,10
1781,"HeistEnchantCasterWeaponChaos25",18,21318,10
1782,"HeistEnchantCasterWeaponChaos26",18,21319,1
1783,"HeistEnchantCasterWeaponChaos27",18,21323,10
1784,"HeistEnchantCasterWeaponChaos28",18,21324,10
1785,"HeistEnchantCasterWeaponChaos29",18,21325,10
1786,"HeistEnchantCasterWeaponChaos30",18,21326,10
1787,"HeistEnchantCasterWeaponChaos31",18,21328,10
1788,"HeistEnchantCasterWeaponChaos32",18,21329,1
1789,"HeistEnchantCasterWeaponChaos33",18,21333,10
1790,"HeistEnchantCasterWeaponChaos34",18,21334,10
1791,"HeistEnchantCasterWeaponChaos35",18,21335,10
1792,"HeistEnchantCasterWeaponChaos36",18,21336,10
1793,"HeistEnchantCasterWeaponChaos37",18,21337,10
1794,"HeistEnchantCasterWeaponChaos38",18,21338,10
1795,"HeistEnchantCasterWeaponChaos39",18,21339,1
1796,"HeistEnchantCasterWeaponChaos40",18,21340,10
1797,"HeistEnchantCasterWeaponChaos41",18,21341,10
1798,"HeistEnchantCasterWeaponChaos42",18,21342,10
1799,"HeistEnchantCasterWeaponChaos43",18,21343,10
1800,"HeistEnchantCasterWeaponChaos44",18,21344,10
1801,"HeistEnchantCasterWeaponChaos45",18,21345,10
1802,"HeistEnchantCasterWeaponChaos46",18,21346,10
1803,"HeistEnchantCasterWeaponChaos47",18,21347,10
1804,"HeistEnchantCasterWeaponChaos48",18,21348,10
1805,"HeistEnchantCasterWeaponChaos49",18,21349,1
1806,"HeistEnchantCasterWeaponChaos50",18,21350,10
1807,"HeistEnchantCasterWeaponChaos51",18,21351,10
1808,"HeistEnchantCasterWeaponChaos52",18,21352,10
1809,"HeistEnchantCasterWeaponChaos53",18,21353,10
1810,"HeistEnchantCasterWeaponChaos54",18,21354,10
1811,"HeistEnchantCasterWeaponChaos55",18,21355,10
1812,"HeistEnchantCasterWeaponChaos56",18,21356,10
1813,"HeistEnchantCasterWeaponChaos57",18,21357,10
1814,"HeistEnchantCasterWeaponChaos58",18,21358,10
1815,"HeistEnchantCasterWeaponChaos59",18,21359,1
1816,"HeistEnchantCasterWeaponChaos60",18,21360,10
1817,"HeistEnchantCasterWeaponChaos61",18,21361,10
1818,"HeistEnchantCasterWeaponChaos62",18,21362,10
1819,"HeistEnchantCasterWeaponChaos63",18,21363,10
1820,"HeistEnchantCasterWeaponChaos64",18,21364,10
1821,"HeistEnchantCasterWeaponChaos65",18,21365,1
1822,"HeistEnchantCasterWeaponChaos66",18,21366,10
1823,"HeistEnchantCasterWeaponChaos67",18,21367,10
1824,"HeistEnchantCasterWeaponChaos68",18,21368,10
1825,"HeistEnchantCasterWeaponChaos69",18,21369,10
1826,"HeistEnchantCasterWeaponChaos70",18,21370,10
1827,"HeistEnchantCasterWeaponChaos71",18,21371,1
1828,"HeistEnchantCasterWeaponChaos72",18,21372,10
1829,"HeistEnchantCasterWeaponChaos73",18,21373,10
1830,"HeistEnchantCasterWeaponChaos74",18,21374,10
1831,"HeistEnchantCasterWeaponChaos75",18,21375,10
1832,"HeistEnchantCasterWeaponChaos76",18,21376,10
1833,"HeistEnchantCasterWeaponChaos77",18,21377,1
1834,"HeistEnchantCasterWeaponChaos78",18,21378,10
1835,"HeistEnchantCasterWeaponChaos79",18,21379,10
1836,"HeistEnchantCasterWeaponChaos80",18,21380,10
1837,"HeistEnchantCasterWeaponChaos81",18,21381,10
1838,"HeistEnchantCasterWeaponChaos82",18,21382,10
1839,"HeistEnchantCasterWeaponChaos83",18,21383,1
1840,"HeistEnchantCasterWeaponChaos84",18,21387,10
1841,"HeistEnchantCasterWeaponChaos85",18,21388,5
1842,"HeistEnchantCasterWeaponChaos86",18,21389,5
1843,"HeistEnchantCasterWeaponChaos87",18,21391,5
1844,"HeistEnchantCasterWeaponChaos88",18,21395,5
1845,"HeistEnchantCasterWeaponChaos89",18,21396,5
1846,"HeistEnchantCasterWeaponChaos90",18,21398,5
1847,"HeistEnchantCasterWeaponChaos91",18,21402,5
1848,"HeistEnchantCasterWeaponChaos92",18,21403,5
1849,"HeistEnchantCasterWeaponChaos93",18,21405,5
1850,"HeistEnchantCasterWeaponChaos94",18,21409,5
1851,"HeistEnchantCasterWeaponChaos95",18,21410,5
1852,"HeistEnchantCasterWeaponChaos96",18,21412,5
1853,"HeistEnchantCasterWeaponChaos97",18,21416,5
1854,"HeistEnchantCasterWeaponChaos98",18,21417,5
1855,"HeistEnchantCasterWeaponChaos99",18,21418,5
1856,"HeistEnchantCasterWeaponChaos100",18,21419,5
1857,"HeistEnchantCasterWeaponChaos101",18,21420,5
1858,"HeistEnchantCasterWeaponChaos102",18,21421,5
1859,"HeistEnchantCasterWeaponChaos103",18,21422,5
1860,"HeistEnchantCasterWeaponChaos104",18,21423,5
1861,"HeistEnchantCasterWeaponChaos105",18,21424,5
1862,"HeistEnchantCasterWeaponChaos106",18,21425,5
1863,"HeistEnchantCasterWeaponChaos107",18,21426,5
1864,"HeistEnchantCasterWeaponChaos108",18,21427,5
1865,"HeistEnchantCasterWeaponChaos109",18,21428,5
1866,"HeistEnchantCasterWeaponChaos110",18,21429,5
1867,"HeistEnchantCasterWeaponChaos111",18,21430,5
1868,"HeistEnchantCasterWeaponChaos112",18,21431,5
1869,"HeistEnchantCasterWeaponChaos113",18,21432,5
1870,"HeistEnchantCasterWeaponChaos114",18,21433,5
1871,"HeistEnchantCasterWeaponChaos115",18,21434,5
1872,"HeistEnchantCasterWeaponChaos116",18,21435,5
1873,"HeistEnchantCasterWeaponChaos117",18,21436,5
1874,"HeistEnchantCasterWeaponChaos118",18,21437,5
1875,"HeistEnchantCasterWeaponChaos119",18,21438,5
1876,"HeistEnchantCasterWeaponChaos120",18,21439,5
1877,"HeistEnchantCasterWeaponChaos121",18,21440,5
1878,"HeistEnchantCasterWeaponChaos122",18,21441,5
1879,"HeistEnchantCasterWeaponChaos123",18,21442,5
1880,"HeistEnchantCasterWeaponChaos124",18,21443,5
1881,"HeistEnchantCasterWeaponChaos125",18,21444,5
1882,"HeistEnchantCasterWeaponChaos126",18,21445,5
1883,"HeistEnchantCasterWeaponChaos127",18,21446,5
1884,"HeistEnchantCasterWeaponChaos128",18,21447,5
1885,"HeistEnchantCasterWeaponChaos129",18,21448,5
1886,"HeistEnchantCasterWeaponChaos130",18,21449,5
1887,"HeistEnchantCasterWeaponChaos131",18,21450,5
1888,"HeistEnchantCasterWeaponChaos132",18,21451,5
1889,"HeistEnchantCasterWeaponChaos133",18,21452,5
1890,"HeistEnchantCasterWeaponChaos134",18,21453,5
1891,"HeistEnchantCasterWeaponChaos135",18,21454,5
1892,"HeistEnchantCasterWeaponChaos136",18,21456,5
1893,"HeistEnchantBodyLife1",21,21464,200
1894,"HeistEnchantBodyLife2",21,21465,40
1895,"HeistEnchantBodyLife3",21,21466,50
1896,"HeistEnchantBodyLife4",21,21467,100
1897,"HeistEnchantBodyLife5",21,21468,50
1898,"HeistEnchantBodyLife6",21,21469,100
1899,"HeistEnchantBodyLife7",21,21470,10
1900,"HeistEnchantBodyLife8",21,21471,50
1901,"HeistEnchantBodyLife9",21,21472,10
1902,"HeistEnchantBodyLife10",21,21473,10
1903,"HeistEnchantBodyLife11",21,21474,10
1904,"HeistEnchantBodyLife12",21,21475,1
1905,"HeistEnchantBodyLife13",21,21476,10
1906,"HeistEnchantBodyLife14",21,21477,10
1907,"HeistEnchantBodyLife15",21,21478,10
1908,"HeistEnchantBodyLife16",21,21479,10
1909,"HeistEnchantBodyLife17",21,21480,2
1910,"HeistEnchantBodyLife18",21,21481,2
1911,"HeistEnchantBodyLife19",21,21482,2
1912,"HeistEnchantBodyLife20",21,21483,2
1913,"HeistEnchantBodyLife21",21,21484,2
1914,"HeistEnchantBodyLife22",21,21485,2
1915,"HeistEnchantBodyLife23",21,21486,2
1916,"HeistEnchantBodyLife24",21,21487,2
1917,"HeistEnchantBodyLife25",21,21488,10
1918,"HeistEnchantBodyLife26",21,21489,10
1919,"HeistEnchantBodyLife27",21,21490,10
1920,"HeistEnchantBodyLife28",21,21491,1
1921,"HeistEnchantBodyLife29",21,21492,10
1922,"HeistEnchantBodyLife30",21,21493,10
1923,"HeistEnchantBodyLife31",21,21494,10
1924,"HeistEnchantBodyLife32",21,21495,10
1925,"HeistEnchantBodyLife33",21,21496,1
1926,"HeistEnchantBodyLife34",21,21497,10
1927,"HeistEnchantBodyLife35",21,21498,10
1928,"HeistEnchantBodyLife36",21,21499,10
1929,"HeistEnchantBodyLife37",21,21500,10
1930,"HeistEnchantBodyLife38",21,21501,1
1931,"HeistEnchantBodyLife39",21,21502,10
1932,"HeistEnchantBodyLife40",21,21503,10
1933,"HeistEnchantBodyLife41",21,21504,10
1934,"HeistEnchantBodyLife42",21,21505,10
1935,"HeistEnchantBodyLife43",21,21506,5
1936,"HeistEnchantBodyLife44",21,21507,5
1937,"HeistEnchantBodyLife45",21,21508,5
1938,"HeistEnchantBodyLife46",21,21509,5
1939,"HeistEnchantBodyLife47",21,21510,5
1940,"HeistEnchantBodyLife48",21,21511,5
1941,"HeistEnchantBodyLife49",21,21512,1
1942,"HeistEnchantBodyLife50",21,21513,1
1943,"HeistEnchantBodyLife51",21,21514,1
1944,"HeistEnchantBodyLife52",21,21515,1
1945,"HeistEnchantBodyLife53",21,21516,1
1946,"HeistEnchantBodyLife54",21,21517,1
1947,"HeistEnchantBodyLife55",21,21518,5
1948,"HeistEnchantBodyLife56",21,21519,5
1949,"HeistEnchantBodyLife57",21,21520,5
1950,"HeistEnchantBodyLife58",21,21521,5
1951,"HeistEnchantBodyLife59",21,21522,5
1952,"HeistEnchantBodyLife60",21,21523,5
1953,"HeistEnchantBodyLife61",21,21524,5
1954,"HeistEnchantBodyLife62",21,21525,1
1955,"HeistEnchantBodyLife63",21,21526,5
1956,"HeistEnchantBodyLife64",21,21527,5
1957,"HeistEnchantBodyLife65",21,21528,5
1958,"HeistEnchantBodyLife66",21,21529,5
1959,"HeistEnchantBodyLife67",21,21530,5
1960,"HeistEnchantBodyLife68",21,21531,5
1961,"HeistEnchantBodyLife69",21,21532,1
1962,"HeistEnchantBodyLife70",21,21533,5
1963,"HeistEnchantBodyLife71",21,21534,5
1964,"HeistEnchantBodyLife72",21,21535,5
1965,"HeistEnchantBodyLife73",21,21536,5
1966,"HeistEnchantBodyLife74",21,21537,5
1967,"HeistEnchantBodyLife75",21,21538,1
1968,"HeistEnchantBodyEnergyShield1",22,21464,40
1969,"HeistEnchantBodyEnergyShield2",22,21465,200
1970,"HeistEnchantBodyEnergyShield3",22,21466,50
1971,"HeistEnchantBodyEnergyShield4",22,21467,100
1972,"HeistEnchantBodyEnergyShield5",22,21468,50
1973,"HeistEnchantBodyEnergyShield6",22,21469,100
1974,"HeistEnchantBodyEnergyShield7",22,21470,10
1975,"HeistEnchantBodyEnergyShield8",22,21471,50
1976,"HeistEnchantBodyEnergyShield9",22,21472,2
1977,"HeistEnchantBodyEnergyShield10",22,21473,2
1978,"HeistEnchantBodyEnergyShield11",22,21474,2
1979,"HeistEnchantBodyEnergyShield12",22,21475,0
1980,"HeistEnchantBodyEnergyShield13",22,21476,2
1981,"HeistEnchantBodyEnergyShield14",22,21477,2
1982,"HeistEnchantBodyEnergyShield15",22,21478,2
1983,"HeistEnchantBodyEnergyShield16",22,21479,2
1984,"HeistEnchantBodyEnergyShield17",22,21480,10
1985,"HeistEnchantBodyEnergyShield18",22,21481,10
1986,"HeistEnchantBodyEnergyShield19",22,21482,10
1987,"HeistEnchantBodyEnergyShield20",22,21483,1
1988,"HeistEnchantBodyEnergyShield21",22,21484,10
1989,"HeistEnchantBodyEnergyShield22",22,21485,10
1990,"HeistEnchantBodyEnergyShield23",22,21486,10
1991,"HeistEnchantBodyEnergyShield24",22,21487,10
1992,"HeistEnchantBodyEnergyShield25",22,21488,10
1993,"HeistEnchantBodyEnergyShield26",22,21489,10
1994,"HeistEnchantBodyEnergyShield27",22,21490,10
1995,"HeistEnchantBodyEnergyShield28",22,21491,1
1996,"HeistEnchantBodyEnergyShield29",22,21492,10
1997,"HeistEnchantBodyEnergyShield30",22,21493,10
1998,"HeistEnchantBodyEnergyShield31",22,21494,10
1999,"HeistEnchantBodyEnergyShield32",22,21495,10
2000,"HeistEnchantBodyEnergyShield33",22,21496,1
2001,"HeistEnchantBodyEnergyShield34",22,21497,10
2002,"HeistEnchantBodyEnergyShield35",22,21498,10
2003,"HeistEnchantBodyEnergyShield36",22,21499,10
2004,"HeistEnchantBodyEnergyShield37",22,21500,10
2005,"HeistEnchantBodyEnergyShield38",22,21501,1
2006,"HeistEnchantBodyEnergyShield39",22,21502,10
2007,"HeistEnchantBodyEnergyShield40",22,21503,10
2008,"HeistEnchantBodyEnergyShield41",22,21504,10
2009,"HeistEnchantBodyEnergyShield42",22,21505,10
2010,"HeistEnchantBodyEnergyShield43",22,21506,1
2011,"HeistEnchantBodyEnergyShield44",22,21507,1
2012,"HeistEnchantBodyEnergyShield45",22,21508,1
2013,"HeistEnchantBodyEnergyShield46",22,21509,1
2014,"HeistEnchantBodyEnergyShield47",22,21510,1
2015,"HeistEnchantBodyEnergyShield48",22,21511,1
2016,"HeistEnchantBodyEnergyShield49",22,21512,5
2017,"HeistEnchantBodyEnergyShield50",22,21513,5
2018,"HeistEnchantBodyEnergyShield51",22,21514,5
2019,"HeistEnchantBodyEnergyShield52",22,21515,5
2020,"HeistEnchantBodyEnergyShield53",22,21516,5
2021,"HeistEnchantBodyEnergyShield54",22,21517,5
2022,"HeistEnchantBodyEnergyShield55",22,21518,5
2023,"HeistEnchantBodyEnergyShield56",22,21519,5
2024,"HeistEnchantBodyEnergyShield57",22,21520,5
