"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","MiscAnimatedKeys1","bool","BuffName","rid","rid","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","[rid]"
1226,"affliction_modded_nightmare8","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_08.epk""]",[],[52],"","","","","","","","",[],[],[]
1227,"affliction_modded_nightmare9","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_09.epk""]",[],[52],"","","","","","","","",[],[],[]
1228,"affliction_modded_nightmare10","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_10.epk""]",[],[52],"","","","","","","","",[],[],[]
1229,"hinder_from_stormbind","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Spells/channelled_run_explosion/slow_epk/slower.epk""]",[],[],"","","","","","","","",[],[],[]
1230,"snipe_stages","Art/2DArt/SkillIcons/SnipeSkillIcon.dds",[],[],[],"","","","","","","","",[],[],[]
1231,"affliction_boss_deathzone_inner_degen","Art/2DArt/BuffIcons/DeathZoneInner.dds",[],[],[],"","","","","","","","",[],[],[]
1232,"affliction_boss_deathzone_outer_degen","Art/2DArt/BuffIcons/DeathZoneOuter.dds",[],[],[],"","","","","","","","",[],[],[]
1233,"affliction_modded_extra_head_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_IL/affected_01_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1234,"affliction_modded_tearing_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_tearing_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1235,"affliction_modded_hive_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_hive_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1236,"affliction_modded_tentacles_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_tentacles_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1237,"affliction_modded_snakes_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_snakes_01_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1238,"affliction_modded_snakes2_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_snakes_02_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1239,"affliction_modded_spiderlegs_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_spiderlegs_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1240,"affliction_modded_nightmare1_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_01_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1241,"affliction_modded_nightmare2_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_02_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1242,"affliction_modded_nightmare3_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_03_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1243,"affliction_modded_nightmare4_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_04_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1244,"affliction_modded_nightmare5_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_05_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1245,"affliction_modded_nightmare6_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_06_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1246,"affliction_modded_nightmare7_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_07_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1247,"affliction_modded_nightmare8_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_08_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1248,"affliction_modded_nightmare9_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_09_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1249,"affliction_modded_nightmare10_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_10_on_death.epk""]",[],[52],"","","","","","","","",[],[],[]
1250,"affliction_modded_neutral_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath.epk""]",[],[52],"","","","","","","","",[],[],[]
1251,"affliction_modded_fire_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath_Fire.epk""]",[],[52],"","","","","","","","",[],[],[]
1252,"affliction_modded_lightning_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath_Light.epk""]",[],[52],"","","","","","","","",[],[],[]
1253,"affliction_modded_cold_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath_Ice.epk""]",[],[52],"","","","","","","","",[],[],[]
1254,"affliction_modded_physical_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath_Phys.epk""]",[],[52],"","","","","","","","",[],[],[]
1255,"affliction_modded","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnMod.epk""]",[],[52],"","","","","","","","",[],[],[]
1256,"affliction_modded_fire","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/fire.epk""]",[],[52],"","","","","","","","",[],[],[]
1257,"affliction_modded_cold","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/cold.epk""]",[],[52],"","","","","","","","",[],[],[]
1258,"affliction_modded_lightning","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/lightning.epk""]",[],[52],"","","","","","","","",[],[],[]
1259,"affliction_modded_physical","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/Phys.epk""]",[],[52],"","","","","","","","",[],[],[]
1260,"affliction_modded_neutral","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/neutral.epk""]",[],[52],"","","","","","","","",[],[],[]
1261,"stygian_herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_purity.epk""]",[],[],"","","","","","","","",[],[],[]
1262,"stygian_herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_agony.epk""]",[],[],"","","","","","","","",[],[],[]
1263,"stygian_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_ash.epk""]",[],[],"","","","","","","","",[],[],[]
1264,"stygian_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_thunder.epk""]",[],[],"","","","","","","","",[],[],[]
1265,"stygian_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_ice.epk""]",[],[],"","","","","","","","",[],[],[]
1266,"stygian_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_thunder_active.epk""]",[],[],"","","","","","","","",[],[],[]
1267,"stygian_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_stygian_02/spectre.epk""]",[],[],"","","","","","","","",[],[],[]
1268,"hinder_from_stormbind_gore","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Microtransactions/Spells/stormbind/slower.epk""]",[],[],"","","","","","","","",[],[],[]
1269,"desecrate_stygian_corpse_effect","","[""Metadata/Effects/Microtransactions/Spells/desecrate_stygian/corpse.epk""]",[],[],"","","","","","","","",[],[],[]
1270,"siphon_scientist","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Microtransactions/Spells/siphon_scientist/epk/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_scientist/epk/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_scientist/epk/drain.epk""]",[],[],"","","","","","","","",[],[],[]
1271,"blood_stance_polaris","","[""Metadata/Effects/Microtransactions/Spells/flesh_stone_stance/flesh_stance.epk""]",[],[],"","","","","","","","",[],[],[]
1272,"sand_stance_polaris","","[""Metadata/Effects/Microtransactions/Spells/flesh_stone_stance/stone_stance.epk""]",[],[],"","","","","","","","",[],[],[]
1273,"siphon_project","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Microtransactions/Spells/siphon_project/epk/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_project/epk/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_project/epk/drain.epk""]",[],[],"","","","","","","","",[],[],[]
1274,"blood_armour_polaris","","[""Metadata/Effects/Microtransactions/Spells/flesh_stone_stance/flesh_armour.epk""]",[],[],"","","","","","","","",[],[],[]
1275,"sand_armour_polaris","","[""Metadata/Effects/Microtransactions/Spells/flesh_stone_stance/stone_armour.epk""]",[],[],"","","","","","","","",[],[],[]
1276,"seismic_cry","Art/2DArt/SkillIcons/SeismicCry.dds","[""Metadata/Effects/Spells/warcries/seismic_cry/Seismic_Character.epk""]",[],[],1,"","","","","","","",[],[],[]
1277,"ancestral_cry","Art/2DArt/SkillIcons/WarCryAncestral.dds","[""Metadata/Effects/Spells/warcries/ancestral_cry/Ancestral_Presence.epk""]",[],[],"","","","","","","","",[],[],[]
1278,"player_aura_angelix","",[],"[""Metadata/Effects/Microtransactions/Aura/angeldemon_angelic/Angelic_Aura.epk""]",[],"","","","","","","","",[],[],[]
1279,"player_aura_demonic","",[],"[""Metadata/Effects/Microtransactions/Aura/angeldemon_demonic/Demonic_Aura.epk""]",[],"","","","","","","","",[],[],[]
1280,"immortal_call_angelic","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Microtransactions/Spells/ImmortalCall/angelic/Angelic_ImmortalCall.epk""]",[],[],"","","","","","","","",[],[],[]
1281,"penance_brand_charge","Art/2DArt/SkillIcons/PhysicalLightningBrand.dds","[""Metadata/Effects/Spells/conduit_sigil/phys_lightning/chargedup_low.epk""]",[],[],"","","","","","",1,"",[],[],[]
1282,"ground_fire_burn_demonic","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/demonic/ignite.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
1283,"glimmerwood_herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_purity.epk""]",[],[],"","","","","","","","",[],[],[]
1284,"glimmerwood_herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_agony.epk""]",[],[],"","","","","","","","",[],[],[]
1285,"glimmerwood_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_ash.epk""]",[],[],"","","","","","","","",[],[],[]
1286,"glimmerwood_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_thunder.epk""]",[],[],"","","","","","","","",[],[],[]
1287,"glimmerwood_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_ice.epk""]",[],[],"","","","","","","","",[],[],[]
1288,"glimmerwood_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_thunder_active.epk""]",[],[],"","","","","","","","",[],[],[]
1289,"ignited_glimmerwood","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/ignite_ash.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire.epk""]",[],"","","","","","","","",[],[],[]
1290,"fragile_regrowth","Art/2DArt/BuffIcons/FragileRegrowth.dds",[],[],[],"","","","","","","","",[],[],[]
1291,"infernal_cry","Art/2DArt/SkillIcons/WarCryInfernal.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","",[],[],[]
1292,"harvest_crab_screech_buff","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/bulb/Crab/enrage_epk/enrage.epk""]",[],[],"","","","","","","","",[],[],[]
1293,"harvest_crab_screech_debuff","Art/2DArt/BuffIcons/HarvestDebuffCold.dds","[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/bulb/Crab/debuff_epk/debuff.epk""]",[],[],"","","","","","","","",[],[],[]
1294,"harvest_plague_spider_slow","Art/2DArt/BuffIcons/HarvestDebuffSlow.dds","[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/scale/PlagueSpider/webbed.epk""]",[],[],"","","","","","","","",[],[],[]
1295,"frenzy_charge_blood_dance_art_variation","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],1,"","","","","","","",[],[],[4]
1296,"curse_nova_fated_curse_immunity_player","Art/2DArt/SkillIcons/CurseNova.dds","[""Metadata/Effects/Microtransactions/Misc/uniques/Geofri/Geofri_powerup.epk""]",[],[],"","","","","","","","",[],[],[]
1297,"harvest_hulk_enrage","","[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/thorn/BrambleHulk/enraged.epk""]",[],[],"","","","","","","","",[],[],[]
1298,"penance_brand_many_charge","Art/2DArt/SkillIcons/PhysicalLightningBrand.dds","[""Metadata/Effects/Spells/conduit_sigil/phys_lightning/chargedup.epk"",""Metadata/Effects/Spells/conduit_sigil/phys_lightning/chargedup_mid_monster.epk"",""Metadata/Effects/Spells/conduit_sigil/phys_lightning/chargedup_big_monster.epk""]",[],[],"","","","","","",1,"",[],[],[]
1299,"winter_brand_primary","Art/2DArt/SkillIcons/ColdBrand.dds","[""Metadata/Effects/Spells/conduit_sigil/cold/primary_DOT_sml.epk"",""Metadata/Effects/Spells/conduit_sigil/cold/primary_DOT_mid.epk"",""Metadata/Effects/Spells/conduit_sigil/cold/primary_DOT_big.epk""]",[],[],"","","","","","",1,"",[],[],[]
1300,"winter_brand_secondary","Art/2DArt/SkillIcons/ColdBrand.dds","[""Metadata/Effects/Spells/conduit_sigil/cold/secondary_DOT.epk""]",[],[],"","","","","","",1,"",[],[],[]
1301,"rallying_cry","Art/2DArt/SkillIcons/RallyingCry.dds","[""Metadata/Effects/Spells/inspiring_cry/buff.epk""]",[],[],1,"","","","","","","",[],[],[]
1302,"harvest_boss_raven_screech_debuff","Art/2DArt/BuffIcons/RavenBossScreech.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","","[1,4,6,8,10,12,14,16,18,20]","[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_01.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_02.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_03.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_04.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_05.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_06.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_07.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_08.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_09.epk"",""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/bulb/epk/audio_distort_10.epk""]",[]
1303,"player_aura_frost_viking","",[],"[""Metadata/Effects/Microtransactions/Aura/Frost_Viking/Frost_Viking_Aura.epk""]",[],"","","","","","","","",[],[],[]
1304,"winter_brand_orb","",[],[],[],"","","","","","","","",[],[],[77]
1305,"harvest_beast_roar_debuff","Art/2DArt/BuffIcons/HarvestDebuffSlow.dds","[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/thorn/BeastT3/slowed.epk""]",[],[],"","","","","","","","",[],[],[]
1306,"keystone_impale_cannot_be_impaled","Art/2DArt/BuffIcons/cannotbeimpaled.dds",[],[],[],"","","","","","","","",[],[],[]
1307,"harvest_rhex_screech_debuff","Art/2DArt/BuffIcons/LightningSearingBond.dds","[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/bulb/Rhex2/lightningDebuff.epk""]",[],[],"","","","","","","","",[],[],[]
1308,"alchemists_genius","Art/2DArt/BuffIcons/AlchemistsGenius.dds",[],[],[],"","","","","","","","",[],[],[]
1309,"penance_brand","Art/2DArt/SkillIcons/PhysicalLightningBrand.dds",[],[],[],"","","","","","","","",[],[],[]
1310,"wintertide_brand","Art/2DArt/SkillIcons/ColdBrand.dds",[],[],[],"","","","","","","","",[],[],[]
1311,"arcanist_brand","Art/2DArt/SkillIcons/ConduitSigilPurple.dds",[],[],[],"","","","","","","","",[],[],[]
1312,"debilitate_debuff","Art/2DArt/BuffIcons/debilitationdebuff.dds",[],[],[],"","","","","","","","",[],[],[66]
1313,"malediction_debuff","Art/2DArt/SkillIcons/passives/Occultist/FatefulEchoes.dds",[],[],[],"","","","","","","","",[],[],[68]
1314,"berserker_war_bringer","Art/2DArt/SkillIcons/passives/Berserker/WarBringer.dds",[],[],[],"","","","","","","","",[],[],[]
1315,"crown_of_thorns_ground","Art/2DArt/BuffIcons/OshabiSacredAshes.dds","[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/final/crown_of_thorns/player_debuff.epk""]",[],[],"","","","","","","","",[],[],[]
1316,"spectral_wolf_pack","Art/2DArt/SkillIcons/IllusionaryWolf.dds",[],[],[],"","","","","","",1,"",[],[],[]
1317,"crown_of_thorns_stacking","Art/2DArt/BuffIcons/OshabiSacredAshes.dds",[],[],[],"","","","","","","","",[],[],[]
1318,"enduring_cry_charge_benefits_cry_wolf","Art/2DArt/SkillIcons/WarCryEnduring.dds","[""Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/enduring/endurance_charges_buff.epk""]",[],[],"","","","","","","","",[],[],[]
1319,"oshabi_blue_aura","Art/2DArt/BuffIcons/OshabiColourPhasesBlue.dds",[],[],[],"","","","","","","","",[],[],[]
1320,"oshabi_green_aura","Art/2DArt/BuffIcons/OshabiColourPhasesGreen.dds",[],[],[],"","","","","","","","",[],[],[]
1321,"oshabi_red_aura","Art/2DArt/BuffIcons/OshabiColourPhasesRed.dds",[],[],[],"","","","","","","","",[],[],[]
1322,"player_aura_sunrise","",[],"[""Metadata/Effects/Microtransactions/Aura/twilight_sunrise/Sunrise_Aura.epk""]",[],"","","","","","","","",[],[],[]
1323,"player_aura_nightfall","",[],"[""Metadata/Effects/Microtransactions/Aura/twilight_nightfall/Nightfall_Aura.epk""]",[],"","","","","","","","",[],[],[]
1324,"sand_stance_sunrise","Art/2DArt/BuffIcons/SandStance.dds","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/twilight_sunrise/sand_stance.epk""]",[],[],"","","","","","","","",[],[],[]
1325,"blood_stance_sunrise","Art/2DArt/BuffIcons/BloodStance.dds","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/twilight_sunrise/blood_stance.epk""]",[],[],"","","","","","","","",[],[],[]
1326,"sand_armour_sunrise","Art/2DArt/SkillIcons/SandArmour.dds","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/twilight_sunrise/sand_armour.epk""]",[],[],"","","","","","","","",[],[],[]
1327,"blood_armour_sunrise","Art/2DArt/SkillIcons/BloodArmour.dds","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/twilight_sunrise/blood_armour.epk""]",[],[],"","","","","","","","",[],[],[]
1328,"ignited_nightfall","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/nightfall/ignite.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire.epk""]",[],"","","","","","","","",[],[],[]
1329,"ground_fire_burn_nightfall","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/nightfall/ignite.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
1330,"ignited_polaris_black","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/polaris_black/ignite.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire.epk""]",[],"","","","","","","","",[],[],[]
1331,"ignited_demonic","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/demonic/ignite.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire.epk""]",[],"","","","","","","","",[],[],[]
1332,"seismic_cry_celestial","Art/2DArt/SkillIcons/SeismicCry.dds","[""Metadata/Effects/Microtransactions/Spells/Celestial_warcries/seismic_cry/Seismic_Character.epk""]",[],[],"","","","","","","","",[],[],[]
1333,"intimidating_cry_debuff_celestial","Art/2DArt/SkillIcons/WarCryIntimidating.dds","[""Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/Intimidated.epk""]",[],[],"","","","","","","","",[],[],[]
1334,"ancestral_cry_celestial","Art/2DArt/SkillIcons/WarCryAncestral.dds","[""Metadata/Effects/Microtransactions/Spells/Celestial_warcries/ancestral_cry/Ancestral_Presence.epk""]",[],[],"","","","","","","","",[],[],[]
1335,"enduring_cry_charge_benefits_celestial","Art/2DArt/SkillIcons/WarCryEnduring.dds","[""Metadata/Effects/Microtransactions/Spells/Celestial_warcries/enduring_cry/endurance_charges_buff.epk""]",[],[],"","","","","","","","",[],[],[]
1336,"infernal_cry_celestial","Art/2DArt/SkillIcons/WarCryInfernal.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","",[],[],[]
1337,"rallying_cry_celestial","Art/2DArt/SkillIcons/RallyingCry.dds","[""Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/Rallying_Cry.epk""]",[],[],"","","","","","","","",[],[],[]
1338,"debilitate_debuff_celestial","Art/2DArt/SkillIcons/groundfire.dds",[],[],[],"","","","","","","","",[],[],[67]
1339,"blackhole_damage_taken","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/black_hole/void_vulnerable.epk""]",[],[],"","","","","","","","",[],[],[]
1340,"intimidating_cry_celestial","Art/2DArt/SkillIcons/WarCryIntimidating.dds","[""Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/buff.epk""]",[],[],"","","","","","","","",[],[],[]
1341,"frostglobe_damage_absorb","Art/2DArt/SkillIcons/FrostGlobe.dds",[],[],[],"","","","","","","","",[],[],[]
1342,"steel_skill_ammo","Art/2DArt/BuffIcons/ImpactingSteelBuff.dds",[],[],[],"","","","","","","","",[],[],[]
1343,"player_aura_darkwood","",[],"[""Metadata/Effects/Microtransactions/Aura/DarkwoodAura/DarkwoodAura.epk""]",[],"","","","","","","","",[],[],[]
1344,"circle_of_power_buff","Art/2DArt/SkillIcons/CircleofPower.dds","[""Metadata/Effects/Spells/circle_of_power/buff.epk""]",[],[],"","","","","","","","",[],[],[]
1345,"circle_of_power_buff_divine","Art/2DArt/SkillIcons/CircleofPower.dds","[""Metadata/Effects/Microtransactions/Spells/circle_of_power/divine/Ao/buff.epk""]",[],[],"","","","","","","","",[],[],[]
1346,"circle_of_power_debuff","Art/2DArt/SkillIcons/CircleofPower.dds","[""Metadata/Effects/Spells/circle_of_power/debuff.epk""]",[],[],"","","","","","","","",[],[],[]
1347,"circle_of_power_debuff_divine","Art/2DArt/SkillIcons/CircleofPower.dds","[""Metadata/Effects/Microtransactions/Spells/circle_of_power/divine/Ao/debuff.epk""]",[],[],"","","","","","","","",[],[],[]
1348,"player_aura_ethercraft_savage","",[],"[""Metadata/Effects/Microtransactions/Aura/Ethercraft_Aura/EthercraftAura.epk""]",[],"","","","","","","","",[],[],[]
1349,"player_aura_ethercraft_enraged","",[],"[""Metadata/Effects/Microtransactions/Aura/Ethercraft_Enraged/EthercraftAuraEnraged.epk""]",[],"","","","","","","","",[],[],[]
1350,"player_aura_ethercraft_tranquil","",[],"[""Metadata/Effects/Microtransactions/Aura/Ethercraft_Tranquil/EthercraftAuraTranquil.epk""]",[],"","","","","","","","",[],[],[]
1351,"player_aura_ethercraft_chaotic","",[],"[""Metadata/Effects/Microtransactions/Aura/Ethercraft_Chaotic/EthercraftAuraChaotic.epk""]",[],"","","","","","","","",[],[],[]
1352,"darkwood_herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/DarkwoodHerald/buff_purity.epk""]",[],[],"","","","","","","","",[],[],[]
1353,"darkwood_herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/DarkwoodHerald/buff_agony.epk""]",[],[],"","","","","","","","",[],[],[]
1354,"darkwood_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/DarkwoodHerald/buff_ash.epk""]",[],[],"","","","","","","","",[],[],[]
1355,"darkwood_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/DarkwoodHerald/buff_thunder.epk""]",[],[],"","","","","","","","",[],[],[]
1356,"darkwood_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/DarkwoodHerald/buff_ice.epk""]",[],[],"","","","","","","","",[],[],[]
1357,"darkwood_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/DarkwoodHerald/buff_thunder_active.epk""]",[],[],"","","","","","","","",[],[],[]
1358,"frostglobe_max_stages","Art/2DArt/SkillIcons/FrostGlobe.dds","[""Metadata/Effects/Spells/FrostGlobe/ES_drain/max_charged_ES_drain.epk""]",[],[],"","","","","","","","",[],[],[]
1359,"frostglobe_degen","Art/2DArt/SkillIcons/FrostGlobe.dds","[""Metadata/Effects/Spells/FrostGlobe/ES_drain/chargeup_ES_drain.epk""]",[],[],"","","","","","","","",[],[],[]
1360,"corpse_walk_display_buff","Art/2DArt/SkillIcons/DisturbtheDead.dds",[],[],[],"","","","","","Metadata/Effects/Spells/desecrate/boot_trl.epk","","",[],[],[]
1361,"area_of_effect_pluspercent_unique","Art/2DArt/SkillIcons/passives/KalisasGrace.dds",[],[],[],"","","","","","","","",[],[],[]
