"rownum","Id","Text","XBoxText","i32","PlaystationText"
4613,"LeagueHardcoreSynthesis","Stabilise Cavas' memories before they decay, then chain them together to reach valuable rewards.\n\n<colour:red>{A character killed in Hardcore Synthesis becomes a Standard character.}","",1410526082,""
4614,"LeagueStandardSSFSynthesis","SSF Synthesis","",990356188,""
4615,"LeagueHardcoreSSFSynthesis","SSF HC Synthesis","",-1008856851,""
4616,"WorldPanelSynthesisPinInactiveHover","Your Memory Nexus","",2097173101,""
4617,"WorldPanelSynthesisPinInfoHover","Complete Cavas's quests to unlock the Memory Nexus","",234429209,""
4618,"MapLegendSynthesisHub","Memory Nexus","",-196993544,""
4619,"WorldPanelSynthesisPinActiveHover","Click to travel to your Memory Nexus","Select to travel to your Memory Nexus",1321352219,""
4620,"UniqueStashForbiddenCurrencyWarning","Using this currency is forbidden in the unique tab.","",-553434667,""
4621,"ObjectDisplayTextTitleSynthesisBridgeEnd","Memory Stabiliser","",250255559,""
4622,"ObjectDisplayTextBodySynthesisBridgeEnd","Interact to stabilise the Memory","",724224134,""
4623,"SynthesisMapGlobalModsTitle","Global Mods","",-2112933027,""
4624,"SynthesisMapAdditionalModsTitle","+ Additional Global Mods","",-2090112686,""
4625,"SynthesisObjectiveTitle","Repair the Memory Stabilisers","",1068029916,""
4626,"SynthesisObjectiveText","Repair {0} / {1}","",-1516965592,""
4627,"HideoutUnlockNotification","Hideout Unlocked","",-1652162065,""
4628,"SynthesiseButton","Synthesise","",-781123444,""
4629,"ReminderTextMaximumResistance","(Maximum Resistances cannot be raised above 90%)","",-676911753,""
4630,"SynthesisMapNexus","Memory Nexus","",-291977473,""
4631,"SynthesisMapBonus","Memory Amplifier","",-1473021151,""
4632,"SynthesisMapAreaLevel","Area Level: ","",248448737,""
4633,"SynthesisMapPannedPlacement","Plan Memory","",-1148658877,""
4634,"SynthesisMapLegalPlacement","Place Memory","",1953877709,""
4635,"SynthesisGuardianSpawnerTitle","Distant Memory Stabiliser","",55332734,""
4636,"SynthesisGuardianSpawnerDescription","Interact to stabilise the Distant Memory","",664814788,""
4637,"SynthesisObjectiveSucceeded","Stable {0} Acquired","",485380424,""
4638,"SynthesisObjectiveFailed","Memory Fragment Collapsed","",-1411405147,""
4639,"SynthesisBridgeInteractable","Memory Stabiliser","",-62067212,""
4640,"ItemErrorCraftingInvalidTags","Item already has a similar modifier","",-476306383,""
4641,"SynthesisMapEmptyMemory","Empty Space","",1154417274,""
4642,"ModDescriptionLineTier"," (Tier: {0})","",1816315454,""
4643,"ModDescriptionLineRank"," (Rank: {0})","",730638805,""
4644,"ObjectDisplayTextBodySynthesisBridgeEndConstruct","Interact to place a Memory","",1067667823,""
4645,"ObjectDisplayTextBodySynthesisBridgeEndAccess","Interact to access the Memory","",-388416549,""
4646,"PlannedMemoryDisplayText","- Planned Memory -","",-1893295482,""
4647,"RemoveMemoryConfirmation","Are you sure you want to erase this memory?","",59529650,""
4648,"UnifiedCraftingCategoryUndiscovered","Undiscovered","",51225191,""
4649,"ConsoleNetworkExitedReasonNotSignedIn","Cannot join group because the active user is not signed in","",1291799713,""
4650,"SynthesisBossIslandDescription","Contains Boss Encounter","",1426010849,""
4651,"ReminderTextDealsDamageFaster","(They will deal the same total damage over a shorter duration)","",-1182467413,""
4652,"SynthesisPortalGeneratorTitleText","Decaying Map Device","",966535907,""
4653,"SynthesisPortalGeneratorBodyText","Interact to access Boss Encounter","",2140866081,""
4654,"ItemPopupFracturedItem","Fractured Item","",-2003904902,""
4655,"ItemPopupSynthesisedItem","Synthesised Item","",24048677,""
4656,"SynthesisObjectiveNoBlock","<colour:yellow>{Memory Not Awarded}\nYou must be present when the\nfirst Memory Stabiliser is activated.","",-390552048,""
4657,"ConsoleLocalPlayers","Local Players ({0})","",-376555681,""
4658,"SynthesisAreaLevelHover","<normal>{Area Level: }","",-1962118650,""
4659,"SynthesisDecayedArea","Decayed Area","",-1484986830,""
4660,"AtlasElderNoItemsWarning","The tier of the Map that you are opening does not match the tier of that Map on your Atlas. Elder and his Guardians will not drop items if killed and will not be removed from your Atlas. Shaper and Elder influenced monsters will also not spawn. Are you sure you want to open this Map?","",791226427,""
4661,"ItemErrorSyntheticItemCannotBeChanced","You can't use Orbs of Chance on Synthesised Items.","",1584457254,""
4662,"ItemErrorCannotSplitEnchantedItem","Cannot split an Item with an Enchant or Catalyst Quality.","",-472260177,""
4663,"ItemErrorCannotSplitSpecialItems","Cannot split Influenced, Fractured, Synthesised Items.","",1213670915,""
4664,"ReminderTextLingers","(The effects of the ground still apply to you, allies or enemies after leaving its area)","",-913745846,""
4665,"ConsoleCannotAutoLogInLastCharacterInWrongLeague","You were not automatically logged in to your invited game session because the previous character you logged in with is not in the <bold>{{{0}}} league.\nPlease select an existing character in the <bold>{{{0}}} league, or create a new character in the <bold>{{{0}}} league.","",-1283310694,""
4666,"ConsoleCannotAutoLogInNoCharacterInLeague","You were not automatically logged in to your invited game session because you have no characters in the <bold>{{{0}}} league.\nPlease create a new character in the <bold>{{{0}}} league.","",-1613214401,""
4667,"ConsoleCannotAutoLogInTitle","Cannot Automatically Join Game Session","",2116608184,""
4668,"ConsoleCannotAutoLogInOnMainMenu","You were not automatically logged in to your invited game session because the other members of the group are not yet in-game.","",981097741,""
4669,"ConsoleCannotAutoLogInHostNoCharacters","Please create your first character in order to proceed with Play Together.","",957467457,""
4670,"SynthesisGlobalModInitiatorTitle","Memory Modifier","",1005507323,""
4671,"SynthesisGlobalModInitiatorText","Interact to select a Memory, applying a Modifier to it and all Memories placed next to it","",601586736,""
4672,"ConsoleCannotAutoLogInSSF","You were not automatically logged in to your invited game session because the inviter is in a Solo Self-Found league that does not support multiplayer.","",1555608242,""
4673,"ConsoleSendInvitesFromSSF","Play Together cannot be started from a Solo Self-Found league because it does not support multiplayer.","",1717661468,""
4674,"ReminderTextIfItemCorrupted","(This Modifier only applies if this Item is Corrupted)","",-481539462,""
4675,"ConsoleToggleFocus","Toggle Focus","",467540493,""
4676,"ConsoleExpandMapQueue","Expand Map Queue","",1083919833,""
4677,"SynthesisGlobalModUpdate","Modifier applied:\n{0}","",1513078733,""
4678,"ConsoleSearchFilter","Filter","",1742011055,""
4679,"ObjectDisplayTextBodySynthesisBridgeEndLoot","Interact to cause this Memory to rapidly Decay\r\nItems collected by Decay will be moved here","",-923305380,""
4680,"ObjectDisplayTextBodySynthesisBridgeMap","Interact to open Memory Map or return to Nexus","",1443911099,""
4681,"SynthesisMapSearchInfo","Highlights blocks within the map and queue that match the keywords you specify. Mods of those blocks are also searched. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Search for block level by typing lvl:X\n- You can press <b>{CTRL + F} as a shortcut}","",-1150466249,""
4682,"SynthesisToggleToMemoryQueue","Memory Queue","",329582514,""
4683,"SynthesisToggleToMemoryMap","Explore Map","",803438873,""
4684,"SynthesisSelectMemory","Select Memory","",113384285,""
4685,"SynthesisPlaceMemory","Place Memory","",-1776692382,""
4686,"SynthesisRemoveMemory","Remove Memory","",896544789,""
4687,"ReminderTextReoccurringSpell","(Spell cast time is 10% longer for each time the Spell Reoccurs)","",-855046774,""
4688,"FracturedItemSubDescription","Combine this item with two Rare Fractured items of the same item class\nat the Synthesiser in the Memory Nexus","",-956093853,""
4689,"SynthesisObjectiveDisplayStablisersDecayed","Objective Failed\n{0} Stabilisers have Decayed","",-1234278103,""
4690,"SynthesisMaxQueuedMemories","You now have the maximum number of unplaced Memory Fragments. Visit the Memory Nexus to place some.","",1218180269,""
4691,"SynthesisObjectiveDisplayStablisersDecayedSingular","Objective Failed\n1 Stabiliser has Decayed","",517876367,""
4692,"SynthesisObjectDecayWarning","Decay starts on Interaction","",-1006967080,""
4693,"SynthesisMemoryOneChargeLeft","This memory has only one charge left and will start to decay upon being entered.","",470728545,""
4694,"SynthesisMapLegend","Note:\nRight click to erase memories from the map","",1126376834,""
4695,"SynthesisReturnToHubButton","Return to Nexus","",1409733956,""
4696,"SynthesisAccelerateDecayText","Speed the Collapse","",-1632844300,""
4697,"OptionsPanelConsoleGatewayOptionTitle","Gateway","",-1179900358,""
4698,"OptionsPanelConsoleGatewayOptionHover","","",-980323964,""
4699,"OptionsPanelConsoleGatewayOptionAuto","Auto","",1989337462,""
4700,"UnifiedCraftingCategoryVeiled","Veiled","",1008373859,""
4701,"BetrayalReleasePopupText","Release the Target. You will gain no Intelligence and there will be no change to the Syndicate.","",153861470,""
4702,"BetrayalReleaseConfirmationText","Are you sure you want to release the target? You will gain no Intelligence and there will be no change to the Syndicate.","",-1598204235,""
4703,"SynthesisDistantMemoryCount","Distant Memories","",-1031611931,""
4704,"SynthesisPlacedMemoryCount","Placed Memories<default>{<size:20>{<i>{\nRight click to erase memories from the map or queue}}}","Placed Memories",1872514512,""
4705,"SynthesisBossMemoryCount","Distant Boss Memories","",1156530471,""
4706,"SynthesisQueueMemoryCount","Memories in Queue","",1923580305,""
4707,"SynthesisAmplifierMemoryCount","Memory Amplifiers","",-1021912921,""
4708,"SynthesisModiferMemoryCount","Memory Modifiers","",-1949924003,""
4709,"SynthesisMapInfoLegend","Synthesis Map Info","",-913845406,""
4710,"ConsoleToggleMapInfo","Map legend","",1688941325,""
4711,"SynthesisInfoMove","You can select a valid placed Memory to move it next to your current location.","",-1331304469,""
4712,"SynthesisDistantMemoryRewardFound","Reward Location Found","",-205360087,""
4713,"SynthesisDistantMemoryCheckpointSet","Checkpoint Set","",-2109335505,""
4714,"SynthesisInfoReturnToQueue","Select a placed Memory then select the highlighted location in your queue to return the Memory to the queue.","",-905501914,""
4715,"SynthesisApplyGlobalMod","Select a placed Memory to apply the following Modifier to it and all Memories next to it\n{0}","",-1010999892,""
4716,"SynthesisReturnToQueueConfirmation","Returning this placed Memory to the queue will result in all Memory Modifiers and Memory Amplifiers at its location being removed.","",249432490,""
4717,"SynthesisMapInfo","While placing a Memory, you may select a previously placed Memory with valid connections to move it next to your current location.\nAt any time, you may select a placed Memory and then select a highlighted slot in your queue to return that Memory to the queue.","",944835575,""
4718,"SynthesisRewardIslandTeleport1","Memory Entrance","",-11214870,""
4719,"SynthesisRewardIslandTeleport2","Memory Rewards","",202122617,""
4720,"SynthesisRequeueMemoryText","Reclaim Memory","",-2077736503,""
4721,"SynthesisPlaceGlobalModText","Place Global Mod","",-1932460954,""
4722,"SynthesisMemoryQueueFullWarningText","You cannot reclaim this Memory as your Memory Queue is full","",1061093985,""
4723,"ConsoleSkillBarAlternativeBehaviour","Use Alt Behaviour","",-1751446185,""
4724,"ConsoleSkillBarAlwaysMaxRangeLegend","Cycle Behaviour","",-50282599,""
4725,"LeagueStandardLegion","Journey to the Domain of Timeless Conflict to defeat historic Legions and their generals.\n\n<colour:yellow>{This is the default Path of Exile league.}","",523917032,""
4726,"LeagueHardcoreLegion","Journey to the Domain of Timeless Conflict to defeat historic Legions and their generals.\n\n<colour:red>{A character killed in Hardcore Legion becomes a Standard character.}","",-555011448,""
4727,"LeagueStandardSSFLegion","SSF Legion","",1094108578,""
4728,"LeagueHardcoreSSFLegion","SSF HC Legion","",-926171193,""
4729,"MapDeviceWarningDailyWithIncursion","Alva will not appear in this Map because the Temple of Atzoatl is ready to be explored.","",-911816911,""
4730,"MapDeviceWarningNoShaperInfluence","Shaper influence will not apply.  ","",-798956359,""
4731,"MapDeviceWarningNoElderInfluence","Elder influence will not apply.  ","",-1770210764,""
4732,"MapDeviceWarningNoElderSpawn","The Elder will not appear.  ","",1397470052,""
4733,"MapDeviceWarningNoGuardianSpawn","The Elder's Guardian will not appear.  ","",-1909205572,""
4734,"MapDeviceWarningMapTierMismatch","The tier of this Map does not match its tier on your Atlas.  ","",1129088105,""
4735,"MapDeviceWarningAtlasLevelTooLowToSpawnAtlasExile","This Watchstone Level of this Atlas Region is too low for any Conqueror to occupy the region.","",443434114,""
4736,"MapDeviceWarningAtlasLevelTooLowToProgressAtlasExile","This Watchstone Level of this Atlas Region is too low to progress the Conqueror track.","",-1131473596,""
4737,"MapDeviceWarningMapTierTooLowToSpawnAtlasExile","This tier of this Map is too low for any Conqueror to occupy the region.","",1200636745,""
4738,"MapDeviceWarningMapTierTooLowToProgressAtlasExile","This tier of this Map is too low to progress the Conqueror track.","",-1077364962,""
4739,"MapDeviceWarningQuestStateInvalid","You do not have the required Quest State to access this area.","",1233540811,""
4740,"MapDeviceWarningNotEnoughCollectedMapsForMaven","The Maven has not witnessed enough Map Boss Encounters from {0}. {1}","",-1769110154,""
4741,"AltasNodePopupAreaContainsText","Area Contains {0}","",-55886965,""
4742,"AddMavenErrorMapAlreadyCollected","The Maven has already witnessed this Map's boss encounter","",-1771648578,""
4743,"AddMavenErrorInvalidArea","The Maven has no interest in this area","",1213445134,""
4744,"AddMavenErrorInvalidUniqueMap","The Maven cannot be called to this Unique Map","",1912983059,""
4745,"AddMavenErrorInvalidQuestState","The Maven is not yet interested in this Region","",870222046,""
4746,"AddMavenErrorMapTooLowLevel","This map is too low level to hold the Maven's attention","",1685682043,""
4747,"AddMavenErrorCitadelNotUnlocked","Unlock this Region's Citadel to gain the Maven's attention","",-1544313545,""
4748,"MasterNameNavali","Navali","",23018153,""
4749,"MasterNameEinhar","Einhar","",183897800,""
4750,"MasterNameAlva","Alva","",-1610940056,""
4751,"MasterNameHelena","Helena","",1276670626,""
4752,"MasterNameNiko","Niko","",207489541,""
4753,"MasterNameJun","Jun","",1196370211,""
4754,"MasterNameZana","Zana","",-1342952003,""
4755,"LoginStateKakaoAPIError","Failed to get Kakao login authorisation","",-248731075,""
4756,"TutorialPanelHidePopups","Hide Popups","",-205515379,""
4757,"ExportHideoutSuccess","Saved Hideout to: {0}","",1297902323,""
4758,"ExportHideoutFailed","Failed to save Hideout: {0}","",-1868683631,""
4759,"ExportHideoutFailedWrite","Failed to write file.","",1124208048,""
4760,"ImportHideoutTotalMissingDoodadsCost","Total favour cost of missing doodads: {0}","",594038764,""
4761,"ImportHideoutAutoPurchaseDoodadsTitle","Auto-Purchase Available","",-1620553060,""
4762,"ImportHideoutAutoPurchaseDoodadsText","Spend {0} Master Favour to automatically purchase all missing Hideout doodads?\n\nCurrent Master Favour: {1}","",363870693,""
4763,"ImportHideoutAutoPurchaseDoodadsNoteOtherHideouts","Note: some doodads are in use in other Hideouts.","",-1264780593,""
4764,"ImportHideoutAutoPurchaseDoodadsNoteMTX","Note: Microtransaction Hideout Doodads will not be purchased","",-1379293656,""
4765,"ImportHideoutTotalMissingDoodadsTitle","Missing Hideout Doodads","",-939598536,""
4766,"ImportHideoutTotalMissingDoodadsText","You do not currently own some Hideout Doodads listed in this .hideout file. Proceed with partial import?","",-1132360855,""
4767,"ImportHideoutTotalMissingDoodadsNoteMasterLevel","Note: some doodads require a higher Decoration Level of their corresponding Master before they can be purchased","",-1681231391,""
4768,"ImportHideoutTotalMissingDoodadsNoteFavourCost","Note: you do not have enough Master Favour to automatically purchase all missing doodads","",-148395383,""
4769,"ImportHideoutTotalMissingDoodadsNoteMTX","Note: some doodads are Microtransactions and must be purchased from the Shop","",2018073256,""
4770,"CreateKakaoAccountWindowMessage","If you have previously played Path of Exile on a different platform, you can link your old account to your KakaoGames account so that you can continue to play with the same characters.","",-482184911,""
4771,"KakaoLoginScreenLogInButtonTip","Log in with Kakao","",1776298127,""
4772,"HideMapOverlayModsTitle","Hide Map Overlay Mods","",680436031,""
4773,"HideMapOverlayModsDescription","Hide the map mods in the screen overlay","",1814619781,""
4774,"ObjectTextDisplayGraveyardMapAltar","Interact to begin the encounter","",-897662243,""
4775,"ConvertMapsButtonText","Convert Maps","",1636674753,""
4776,"ConvertMapsTooltip","Converts all Maps in this tab into equivalent ones from the most-recent series.","",-1367756187,""
4777,"ConvertMapsConfirmation","This will convert all Maps that are stored in this tab. You should remove any you want to keep first. Proceed with conversion?","",635280368,""
4778,"LegionObeliskWorldDescriptionTitle","Timeless Monolith","",-2054672308,""
4779,"LegionObeliskWorldDescriptionBody","Interact to begin Legion encounter","",-1945966158,""
4780,"RecieveText","Recieve","",-103418709,""
4781,"PreviousSupporterPackContentText","All content from previous core supporter packs","",-574105567,""
4782,"PointsPackContentText","Contains {0} Points","",-1906984840,""
4783,"TutorialPanelAtlasObjectives","Atlas Objectives","",1768262842,""
4784,"TutorialPanelVeiledItems","Veiled Items","",1857836929,""
4785,"TutorialPanelAtlasObjectivesTitle","Atlas Objectives","",-225310109,""
4786,"TutorialPanelAtlasObjectivesContent1","When viewing your Atlas you may notice that some maps have large symbols around them. These are Atlas Objectives. Each objective signifies that opening and entering that map will guarantee an encounter with one of the masters.\r\n\r\nEach symbol represents the presence of a specific master:","",-1656062720,""
4787,"TutorialPanelAtlasObjectivesContent2","This special property is unique to your Atlas -- a party member can't benefit from the objectives on your Atlas.\r\n\r\nThe objectives are consumed as soon as you open the associated map. New objectives are guaranteed to appear once a day, but you also have a chance to generate a new objective whenever you complete a map.\r\n\r\nNew objectives select maps based on the tier of your last completed map, within two tiers. In other words, if you complete a tier 10 map, a new objective may appear on a tier 9, 10 or 11 map. The exceptions are tier 1 maps (which can cause objectives to appear on tiers 1, 2 or 3) and tier 16 maps (which can cause objectives to appear on tiers 14, 15, and 16). They favour maps you have previously completed but may appear on maps not yet revealed.\r\n\r\nSo if you're looking to find more Voltaxic Sulphite or just want to hunt beasts with Einhar, check your Atlas. You may have a friend waiting for you!","",-533024568,""
4788,"TutorialPanelVeiledItemsTitle","Veiled Items","",609294821,""
4789,"TutorialPanelVeiledItemsContent1","Once you have met Jun Ortoi, you will begin encountering the Immortal Syndicate. If you manage to defeat an Immortal Syndicate member, they may drop a Veiled Item. Veiled Items are special rare items with Veiled Modifiers - modifiers masked by ancient magic that only Jun Ortoi can reveal.\r\n\r\nWhen Jun unveils the modifier, you'll be presented with three different options for what that modifier will ultimately be. Not only are many of these modifiers very powerful, but unveiling them allows you to craft those modifiers using your Crafting Bench in your Hideout! So your choice is very important, even if you have no plans to use the item it appears on.","",2015807759,""
4790,"TutorialPanelVeiledItemsContent2","Veiled modifiers often have multiple tiers, which can only be learned for crafting by unveiling the same modifier several times, and some can only appear on items from specific Immortal Syndicate members. You can check whether a Veiled modifier is from a certain member before you unveil it by looking at the advanced modifier description (enabled in Settings).\r\n\r\nOnce you have unlocked a Veiled modifier for crafting, it will be available for all of the characters you create in that league. \r\n\r\nVeiled modifiers are considered crafted mods, even if you didn't craft them. That means that, under ordinary circumstances, you won't be able to craft additional modifiers onto an item you have unveiled.\r\n\r\nOne final thing to consider: even if you have unlocked all the Veiled modifiers you want, Veiled items still have value -- to other players! Some players may pay a premium for items that have not yet been unveiled, so that they can rapidly learn the recipes! Consider selling Veiled items to other players!","Veiled modifiers often have multiple tiers, which can only be learned for crafting by unveiling the same modifier several times, and some can only appear on items from specific Immortal Syndicate members. You can check whether a Veiled modifier is from a certain member before you unveil it by looking at the advanced modifier description (enabled in Settings).\r\n\r\nOnce you have unlocked a Veiled modifier for crafting, it will be available for all of the characters you create in that league. \r\n\r\nVeiled modifiers are considered crafted mods, even if you didn't craft them. That means that, under ordinary circumstances, you won't be able to craft additional modifiers onto an item you have unveiled.\r\n\r\nOne final thing to consider: even if you have unlocked all the Veiled modifiers you want, Veiled items still have value -- to other players! Some players may pay a premium for items that have not yet been unveiled, so that they can rapidly learn the recipes! Consider selling Veiled items to other players!",7384794,""
4791,"ItemDisplaySkillGemAttackSpeedMultiplier","Attack Speed","",1004243229,""
4792,"ReminderTextKeystoneInnerConviction","(3% more Spell Damage per Power Charge. Gain Power Charges instead of Frenzy Charges)","",-996924622,""
4793,"IncubationItemInformation","Incubating {0}","",302106280,""
4794,"IncubationKillCount","{0}/{1} <default>{{Level {2}+ Monster Kills}} ","",391255177,""
4795,"PassiveResetWebText","Passive Reset Web","",-534502973,""
4796,"ReminderTextLifeFlasksStillRemovedOnFullLife","(Life flask effects are still removed on full life)","",1917801463,""
4797,"ReminderTextKeystoneWickedWard","(Energy Shield Recharge is not interrupted by Damage if Recharge began Recently\n50% less Energy Shield Regeneration Rate\n50% less Maximum total Energy Shield Recovery per Second from Leech)","",1294740453,""
4798,"ReminderTextConqueredPassives","(Conquered Passive Skills cannot be modified by other Jewels)","",687048985,""
4799,"MapStashTierPopupMaster","Contains A Master","",-1016140576,""
4800,"MapStashTierPopupElder","Contains Elder-influenced Maps","",2046254195,""
4801,"MapStashTierPopupShaper","Contains Shaper-influenced Maps","",1619470144,""
4802,"MapStashTierPopupBoth","Contains both Shaper-influenced and Elder-influenced Maps","",-1215064938,""
4803,"MapStashTierPopupTitle","Tier: {0}","",-2036859461,""
4804,"KakaoTimePlayedWarning","<rgb(99,157,211)>{{{0} hours have passed since you where connected.\nExcessive game use can interfere with normal daily life.}}","",1831385082,""
4805,"ReminderTextKeystoneMortalConviction","(You can only have one Permanent Non-Banner Aura on you from your Skills. Your Non-Banner Skills that create Permanent Auras on you do not Reserve Life.)","",-1000331624,""
4806,"PercentageOfBase","{0}% of base","",-650232760,""
4807,"ReminderTextWeaponCritChanceOverride","(This is used instead of the Critical Strike Chance of the Weapon)","",-332139484,""
4808,"MarketSearchIncubators","Incubators","",-1740564886,""
4809,"GenericEventDescription","Please check the Event Forums for more details.","",691238510,""
4810,"PCBangEntitlementText","This microtransaction is a PC Bang entitlement","",2014146443,""
4811,"QuestRewardWindowPreviewTitle","Next Quest Reward","",-1080187209,""
4812,"QuestRewardWindowPreviewText","Complete \""{0}\"" to obtain this reward:","",2057657325,""
4813,"QuestRewardWindowPreviewTextDifferentAct","Complete \""{0}\"" in Act {1} to obtain this reward:","",2029564046,""
4814,"QuestRewardWindowPreviewClosePopup","Close","",-2026623846,""
4815,"ReminderTextFireExposure","(Fire Exposure applies -10% to Fire Resistance for 4 seconds)","",2042226872,""
4816,"ReminderTextColdExposure","(Cold Exposure applies -10% to Cold Resistance for 4 seconds)","",1443172924,""
4817,"ReminderTextLightningExposure","(Lightning Exposure applies -10% to Lightning Resistance for 4 seconds)","",550291077,""
4818,"ReminderTextBlitzChargeDuration","(Blitz Charges have a base Duration of 5 seconds)","",-1093094249,""
4819,"ReminderTextBloodStanceDefault","(You are in Blood Stance by default)","",785478906,""
4820,"IncubationItemWarning","You are about to apply an Incubator to an item that is already incubating an item. This will overwrite the current Incubator. \nAre you sure you want to proceed?","",657976105,""
4821,"CowardsTrialNextWave","The darkness looms forebodingly...","",-146840620,""
4822,"CowardsTrialRoomClear","The room grows still and quiet...","",770081860,""
4823,"CowardsTrialLevelClear","The oppressive atmosphere slowly dissipates...","",-990308984,""
4824,"NewLeagueDisplayTop","Try the New","",-1388673755,""
4825,"NewLeagueDisplayBottom","League","",-678323764,""
4826,"AchievementItemRewardNotification","Achievement Item Reward","",-2030537817,""
4827,"ChallengeRewardNotificationTitle","{0} Challenges Complete","",1796789809,""
4828,"HideoutMusicSelectButtonText","Select Music","",-1748907033,""
4829,"HideoutMusicWindowTitleText","Hideout Music","",-1898669734,""
4830,"HideoutLegendMove","Move","",2082742824,""
4831,"HideoutLegendRotate","Rotate","",539709783,""
4832,"HideoutLegendPlace","Place","",-1063178569,""
4833,"HideoutLegendDelete","Delete","",586753240,""
4834,"TencentPresetButton","Preset UI Button","",-1987584234,""
4835,"IncubatorUIPopup","{0}\n<default>{{{1}% Complete}}","",-1371845864,""
4836,"TencentAutoLootOptionsTitle","Pet Auto-Loot Options","",1167873090,""
4837,"CharacterNameTooShortError","The character name is too short.","",-857706525,""
4838,"ItemErrorItemHasCraftingMetaMod","You can't use this currency on items with a modifier that affects mod outcomes.","",89398580,""
4839,"HideoutEditControlMusic","Music","",-1262187584,""
4840,"ItemErrorItemUsableItemDoesNotExist","Using Item does not exist.","",1519409903,""
4841,"ItemErrorNoItemsOfTypeAreFound","No items are available to use.","",-685605748,""
4842,"LeagueInterfaceKeyBindText","League Interface","",-1195626359,""
4843,"TutorialPanelVeiledItemsImage1","Art/2DArt/UIImages/InGame/TutorialPictures/UnveiledMods","",-55594809,""
4844,"TutorialPanelVeiledItemsCaption1","Even if you don't want to use the Veiled item, each unveiling grants progress towards the ability to craft those mods on any item you want.","",1220353235,""
4845,"TutorialPanelAtlasObjectivesImage1","Art/2DArt/UIImages/InGame/TutorialPictures/AtlasObjectives","",-819459903,""
4846,"TutorialPanelAtlasObjectivesCaption1","Each Atlas Objective icon represents a different Master.","",-679549643,""
4847,"ReminderTextSpawnCorpse","(Killing an Enemy is not Spawning a corpse)","",-2050094898,""
4848,"ObjectDisplayTextEclipsedHideoutController","Eclipse Altar","",1002771617,""
4849,"ReminderTextElusive","(Elusive initially grants 15% chance to Dodge Spell or Attack Hits, and 30% increased Movement Speed. The buff reduces its effect over time, removing itself at 0% effect. If you already have an Elusive buff, you cannot gain Elusive)","",-1743634148,""
4850,"ConsoleHideoutFastTravel","Travel to Hideout","",-1311212488,""
4851,"ConsoleMapNavigatePrimaryAreas","Navigate Primary Areas","",-629983857,""
4852,"KakaoRefundPolicyText","Microtransaction cannot be refunded after it has been used","",115223189,""
4853,"BlightCoreWorldDescriptionTitle","Ichor Pump","",-209061092,""
4854,"BlightCoreWorldDescriptionBody","Interact to begin Blight encounter","",-82961211,""
4855,"ItemErrorItemTooBig","The resulting item will not fit in your inventory","",1145743557,""
4856,"ReminderTextDaggerRuneDagger","(Rune Daggers are considered Daggers)","",-2143243342,""
4857,"ReminderTextStaffWarstaff","(Warstaves are considered Staves)","",473782971,""
4858,"BlightMonsterDoesNotEngageNearbyEnemies","Doesn't engage nearby Enemies","",-1944875231,""
4859,"AtlasMissionPanelToolTipText","<white>{Atlas Missions\n}\n<default>{Atlas Missions can be attempted by talking to the corresponding Master in your Hideout.\n\nAtlas Missions accumulate randomly when completing Maps. Five Atlas Missions will accumulate daily based on the tier of the last Map you completed.}","",966574038,""
4860,"TradeBoardLoadHistoryText","Last Search","",860149538,""
4861,"ItemDisplaySkillGemPlusLevelFromGlobalStats","+{0} Level from Global Modifiers","",-744338406,""
4862,"ItemDisplaySkillGemPlusLevelsFromGlobalStats","+{0} Levels from Global Modifiers","",1800126194,""
4863,"TradeBoardFilterInfoLegendText","Filter Help","",136248179,""
4864,"SearchFilterItemLevel","item level|itemlevel|ilvl","",1573440619,""
4865,"SearchFilterMapTier","map tier|maptier|tier","",-1047102357,""
4866,"SearchFilterTalismanTier","talisman tier|talismantier|talisman","",933628174,""
4867,"SearchFilterLevel","level|lvl","",278080088,""
4868,"SearchFilterBlightedMap","blighted","",-141802393,""
4869,"EnemiesRemainingText","Enemies Remaining:","",-867974533,""
4870,"LeagueStandardBlight","Stop the spread of the deadly Blight by building towers to defend against monsters held in its thrall.\n\n<colour:yellow>{This is the default Path of Exile league.}","",1622490014,""
4871,"LeagueHardcoreBlight","Stop the spread of the deadly Blight by building towers to defend against monsters held in its thrall.\n\n<colour:red>{A character killed in Hardcore Blight becomes a Standard character.}","",-2107017238,""
4872,"LeagueStandardSSFBlight","SSF Blight","",2035651360,""
4873,"LeagueHardcoreSSFBlight","SSF HC Blight","",8693516,""
4874,"MasterFullNameNavali","Navali","",440593264,""
4875,"MasterFullNameEinhar","Einhar, Beastmaster","",1494997998,""
4876,"MasterFullNameAlva","Alva, Master Explorer","",234023205,""
4877,"MasterFullNameHelena","Helena","",325327429,""
4878,"MasterFullNameNiko","Niko, Master of the Depths","",-1330830554,""
4879,"MasterFullNameJun","Jun, Veiled Master","",389745498,""
4880,"MasterFullNameZana","Zana, Master Cartographer","",-490628917,""
4881,"ItemDisplaySkillGemLevelFromGem","{0} Level from Gem","",-1693773989,""
4882,"ItemDisplaySkillGemLevelsFromGem","{0} Levels from Gem","",1489412194,""
4883,"ItemDisplaySkillGemLevelFromGemMaxLevel","{0} Level from Gem (Max)","",-538017714,""
