"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","i32","i32","bool","bool","i32","i32","i32","i32","bool"
978,80,7117,12,76,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
979,42,7118,11,36,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
980,161,7119,15,156,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
981,266,7121,6,106,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
982,280,7122,0,27,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
983,183,7123,2,86,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
984,20,7124,1,71,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
985,155,7125,16,162,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
986,283,7126,12,78,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
987,345,7127,12,80,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
988,298,7150,5,21,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
989,166,7151,10,62,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
990,275,7152,2,87,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
991,320,7154,16,164,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
992,286,7155,12,82,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
993,41,7156,2,88,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
994,276,7157,2,89,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
995,94,7158,17,116,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
996,277,7159,2,90,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
997,278,7160,2,91,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
998,314,7737,10,64,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
999,231,7739,2,92,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1000,369,7740,0,28,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1001,195,7741,16,166,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1002,217,7742,1,72,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1003,395,7743,2,93,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1004,20,8212,1,73,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1005,265,8214,3,34,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1006,39,8215,2,94,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1007,158,8216,16,168,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1008,426,8217,0,29,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1009,367,8229,2,95,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1010,71,8231,13,120,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1011,387,8232,2,96,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1012,316,8233,4,17,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1013,428,8234,1,74,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1014,66,8243,14,122,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1015,36,8245,8,94,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1016,406,8246,2,97,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1017,83,8247,12,84,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1018,192,8248,1,75,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1019,563,8328,17,118,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1020,408,8329,1,76,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1021,383,8331,6,108,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1022,418,8332,1,77,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1023,85,8333,17,120,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1024,571,8334,2,98,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1025,646,8415,15,158,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1026,399,8858,10,66,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1027,220,8860,2,99,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1028,224,8861,14,124,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1029,380,8862,13,122,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1030,591,8863,1,78,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1031,551,8902,6,110,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1032,87,8904,17,122,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1033,280,8905,0,30,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1034,212,8906,7,56,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1035,631,8907,12,86,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1036,347,8931,11,38,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1037,462,8933,10,68,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1038,443,8934,12,88,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1039,531,8935,2,100,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1040,644,8936,1,79,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1041,745,9168,1,80,0,0,0,"","",-16843010,-16843010,36,0,1
1042,632,9169,1,81,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1043,463,9170,1,82,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1044,218,9171,1,83,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1045,636,9172,1,84,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1046,217,9173,1,85,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1047,1149,4980,16,170,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,""
1048,1149,4981,16,172,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
1049,1143,10025,13,124,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1050,1144,10026,16,174,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1051,1145,10027,1,86,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1052,1151,10030,8,96,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1053,1150,10029,16,176,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1054,1152,10032,19,127,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1055,1153,10033,19,128,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1056,1154,10034,19,129,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1057,1155,10035,19,130,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1058,1156,10036,19,131,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1059,1146,10028,16,178,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1060,1157,10037,19,132,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1061,1164,10078,13,126,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1062,1165,10079,2,101,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1063,1166,10080,2,102,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1064,1167,10081,15,160,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1065,1168,10082,1,87,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1066,1169,10083,12,90,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1067,1171,10085,14,126,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1068,1172,10086,13,128,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1069,1175,10087,4,18,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1070,1173,8362,19,133,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1071,1174,8360,19,134,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1072,1177,10092,14,128,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1073,1182,10094,13,130,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1074,1179,10089,16,180,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1075,1180,10090,16,182,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1076,1181,10091,16,184,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1077,1183,10095,15,162,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1078,1184,10096,1,88,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1079,1189,10101,12,92,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1080,1194,10106,13,132,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1081,1188,10100,17,124,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1082,1185,10097,1,89,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1083,1186,10098,16,186,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1084,1190,10102,17,126,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1085,1196,10107,12,94,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1086,1197,10108,2,103,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1087,1198,10109,2,104,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1088,1187,10099,15,164,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1089,1192,10104,13,134,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1090,1200,10111,1,90,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1091,1202,10113,16,188,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1092,1199,10110,6,112,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1093,1193,10105,8,98,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1094,1201,10112,19,135,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1095,1158,10072,18,22,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1096,1159,10073,18,23,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1097,1160,10074,18,24,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1098,1161,10075,18,25,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1099,1162,10076,18,26,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1100,1203,10117,20,0,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1101,1204,10118,20,1,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1102,1205,10119,20,2,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1103,1206,10120,20,3,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1104,1207,10121,20,4,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1105,1208,10122,20,5,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1106,1209,10123,20,6,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1107,1213,10230,2,105,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1108,1214,10231,19,136,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1109,1215,10232,19,137,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1110,1216,10233,19,138,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1111,1217,10234,19,139,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1112,1218,10235,19,140,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1113,1220,10237,19,141,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1114,1221,10238,19,142,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1115,1224,10239,19,143,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1116,1223,10240,19,144,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1117,1222,10241,19,145,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1118,1210,10114,13,136,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1119,1211,10115,15,166,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1120,1212,10116,16,190,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1121,1225,10242,14,130,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1122,1225,10243,14,132,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1123,1225,10244,14,134,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1124,1227,10246,2,106,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1125,1230,10249,15,168,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1126,1229,10248,13,138,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1127,1236,10255,17,128,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1128,1231,10250,16,192,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1129,1235,10254,15,170,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1130,1239,10258,10,70,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1131,1234,10253,11,40,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1132,1243,9554,6,114,0,0,0,1,1,-16843010,-16843010,670,0,""
1133,1240,9555,12,96,0,0,0,1,1,-16843010,-16843010,671,0,""
1134,1245,9556,17,130,0,0,0,1,1,-16843010,-16843010,672,0,""
1135,1241,9557,11,42,0,0,0,1,1,-16843010,-16843010,673,0,""
1136,1242,9558,16,194,0,0,0,1,1,-16843010,-16843010,674,0,""
1137,1244,9559,10,72,0,0,0,1,1,-16843010,-16843010,675,0,""
1138,1237,10256,1,91,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1139,1233,10252,13,140,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1140,1249,9539,18,27,0,0,0,1,1,-16843010,-16843010,684,0,""
1141,1246,9560,1,92,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1142,1247,9561,16,196,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1143,1248,9562,12,98,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1144,1238,10257,3,36,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1145,181,6756,16,198,0,0,0,1,1,-16843010,-16843010,136,0,""
1146,630,8899,8,100,0,0,0,1,1,-16843010,-16843010,474,0,""
1147,64,5293,14,136,0,0,0,1,1,-16843010,-16843010,39,0,""
1148,624,8910,9,58,0,0,0,1,1,-16843010,-16843010,470,0,""
1149,93,6123,15,172,0,0,0,1,1,-16843010,-16843010,68,0,""
1150,1142,10024,11,44,0,0,0,1,1,-16843010,-16843010,863,0,""
1151,338,7050,13,142,0,0,0,1,1,-16843010,-16843010,232,0,""
1152,172,6747,13,144,0,0,0,1,1,-16843010,-16843010,132,0,""
1153,834,9377,17,132,0,0,0,1,1,-16843010,-16843010,619,0,""
1154,675,8968,0,31,0,0,0,1,1,-16843010,-16843010,504,0,""
1155,1257,9570,7,58,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1156,1256,9569,12,100,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1157,1252,9565,15,174,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1158,1251,9563,6,116,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1159,50,5279,15,176,0,0,0,1,1,-16843010,-16843010,26,0,""
1160,46,5275,1,93,0,0,0,1,1,-16843010,-16843010,23,0,""
1161,193,6770,1,94,0,0,0,1,1,-16843010,-16843010,142,0,""
1162,645,8929,1,95,0,0,0,1,1,-16843010,-16843010,493,0,""
1163,405,7749,12,102,0,0,0,1,1,-16843010,-16843010,280,0,""
1164,836,9375,12,104,0,0,0,1,1,-16843010,-16843010,618,0,""
1165,388,7757,2,107,0,0,0,1,1,-16843010,-16843010,270,0,""
1166,421,8206,2,108,0,0,0,1,1,-16843010,-16843010,295,0,""
1167,572,8808,2,109,0,0,0,1,1,-16843010,-16843010,427,0,""
1168,329,7038,2,110,0,0,0,1,1,-16843010,-16843010,224,0,""
1169,358,7144,11,46,0,0,0,1,1,-16843010,-16843010,248,0,""
1170,807,9348,15,178,0,0,0,1,1,-16843010,-16843010,593,0,""
1171,1010,9741,15,180,0,0,0,1,1,-16843010,-16843010,771,0,""
1172,972,9693,15,182,0,0,0,1,1,-16843010,-16843010,734,0,""
1173,706,9127,14,138,0,0,0,1,1,-16843010,-16843010,527,0,""
1174,912,9535,13,146,0,0,0,1,1,-16843010,-16843010,681,0,""
1175,159,6733,16,200,0,0,0,1,1,-16843010,-16843010,121,0,""
1176,1232,10251,16,202,0,0,0,1,1,-16843010,-16843010,1128,0,""
1177,213,6788,7,60,0,0,0,1,1,-16843010,-16843010,151,0,""
1178,382,7393,7,62,0,0,0,1,1,-16843010,-16843010,266,0,""
1179,115,6143,9,60,0,0,0,1,1,-16843010,-16843010,85,0,""
1180,237,6864,9,62,0,0,0,1,1,-16843010,-16843010,171,0,""
1181,544,8420,4,19,0,0,0,1,1,-16843010,-16843010,400,0,""
1182,108,6136,4,20,0,0,0,1,1,-16843010,-16843010,80,0,""
1183,1176,10088,4,21,0,0,0,1,1,-16843010,-16843010,1069,0,""
1184,1118,9893,6,118,0,0,0,1,1,-16843010,-16843010,841,0,""
1185,515,8389,19,146,0,0,0,1,1,-16843010,-16843010,374,0,""
1186,670,8963,6,120,0,0,0,1,1,-16843010,-16843010,500,0,""
1187,702,8997,6,122,0,0,0,1,1,-16843010,-16843010,526,0,""
1188,597,8869,19,147,0,0,0,1,1,-16843010,-16843010,449,0,""
1189,459,8265,15,184,0,0,0,1,1,-16843010,-16843010,323,0,""
1190,1254,9567,14,140,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1191,1253,9566,1,96,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1192,1138,10020,1,97,0,0,0,1,1,-16843010,-16843010,860,0,""
1193,40,5269,2,111,0,0,0,1,1,-16843010,-16843010,19,0,""
1194,1170,10084,12,106,0,0,0,1,1,-16843010,-16843010,1066,0,""
1195,284,6945,12,108,0,0,0,1,1,-16843010,-16843010,202,0,""
1196,1001,9732,15,186,0,0,0,1,1,-16843010,-16843010,763,0,""
1197,1113,9888,15,188,0,0,0,1,1,-16843010,-16843010,847,0,""
1198,326,7034,14,142,0,0,0,1,1,-16843010,-16843010,222,0,""
1199,1178,10093,14,144,0,0,0,1,1,-16843010,-16843010,1072,0,""
1200,779,9307,14,146,0,0,0,1,1,-16843010,-16843010,572,0,""
1201,736,9157,13,148,0,0,0,1,1,-16843010,-16843010,551,0,""
1202,888,9526,13,150,0,0,0,1,1,-16843010,-16843010,664,0,""
1203,244,6878,16,204,0,0,0,1,1,-16843010,-16843010,175,0,""
1204,1191,10103,17,134,0,0,0,1,1,-16843010,-16843010,1084,0,""
1205,699,8994,17,136,0,0,0,1,1,-16843010,-16843010,524,0,""
1206,188,6765,3,38,0,0,0,1,1,-16843010,-16843010,140,0,""
1207,147,6665,4,22,0,0,0,1,1,-16843010,-16843010,113,0,""
1208,372,7246,6,124,0,0,0,1,1,-16843010,-16843010,257,0,""
1209,1073,9773,8,102,0,0,0,1,1,-16843010,-16843010,801,0,""
1210,264,6916,6,126,0,0,0,1,1,-16843010,-16843010,185,0,""
1211,804,9345,5,22,0,0,0,1,1,-16843010,-16843010,591,0,""
1212,490,8365,19,148,0,0,0,1,1,-16843010,-16843010,354,0,""
1213,950,9695,19,149,0,0,0,1,1,-16843010,-16843010,707,0,""
1214,400,7745,10,74,0,0,0,1,1,-16843010,-16843010,277,0,""
1215,1261,9574,2,112,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1216,1268,9581,16,206,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1217,818,9359,14,148,0,0,0,1,1,-16843010,-16843010,603,0,""
1218,111,6139,14,150,0,0,0,1,1,-16843010,-16843010,82,0,""
1219,886,9522,14,152,0,0,0,1,1,-16843010,-16843010,661,0,""
1220,281,6950,0,32,0,0,0,1,1,-16843010,-16843010,200,0,""
1221,318,7015,16,208,0,0,0,1,1,-16843010,-16843010,215,0,""
1222,496,8370,19,150,0,0,0,1,1,-16843010,-16843010,358,0,""
1223,403,7747,12,110,0,0,0,1,1,-16843010,-16843010,279,0,""
1224,655,8941,3,40,0,0,0,1,1,-16843010,-16843010,494,0,""
1225,575,8813,3,42,0,0,0,1,1,-16843010,-16843010,428,0,""
1226,668,8961,8,104,0,0,0,1,1,-16843010,-16843010,499,0,""
1227,664,8957,8,106,0,0,0,1,1,-16843010,-16843010,496,0,""
1228,848,9422,10,76,0,0,0,1,1,-16843010,-16843010,629,0,""
1229,315,7012,10,78,0,0,0,1,1,-16843010,-16843010,213,0,""
1230,468,8336,5,23,0,0,0,1,1,-16843010,-16843010,336,0,""
1231,120,6148,5,24,0,0,0,1,1,-16843010,-16843010,89,0,""
1232,370,7244,0,33,0,0,0,1,1,-16843010,-16843010,256,0,""
1233,692,8987,19,151,0,0,0,1,1,-16843010,-16843010,518,0,""
1234,526,8400,19,152,0,0,0,1,1,-16843010,-16843010,383,0,""
1235,1163,10077,18,28,0,0,0,1,1,-16843010,-16843010,1099,0,""
1236,939,9543,18,29,0,0,0,1,1,-16843010,-16843010,703,0,""
1237,185,6762,18,30,0,0,0,1,1,-16843010,-16843010,333,0,""
1238,686,8981,19,153,0,0,0,1,1,-16843010,-16843010,513,0,""
1239,790,9324,19,154,0,0,0,1,1,-16843010,-16843010,579,0,""
1240,1282,9588,12,112,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1241,1255,9568,13,152,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1242,1269,9582,17,138,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1243,1265,9578,15,190,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1244,1259,9572,12,114,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1245,226,6854,8,108,0,0,0,1,1,-16843010,-16843010,161,0,""
1246,1126,10008,8,110,0,0,0,1,1,-16843010,-16843010,854,0,""
1247,257,6892,7,64,0,0,0,1,1,-16843010,-16843010,173,0,""
1248,1262,9575,2,113,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1249,128,6156,9,64,0,0,0,1,1,-16843010,-16843010,95,0,""
1250,1279,9585,17,140,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1251,1276,10447,19,155,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1252,1276,10448,19,156,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1253,1276,10449,19,157,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1254,1264,9577,15,192,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1255,1281,9587,16,210,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1256,1283,9589,1,98,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1257,1277,9583,19,158,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1258,1278,9584,19,159,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1259,1260,9573,19,160,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1260,1270,10344,21,0,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1261,1271,10343,21,1,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1262,1272,10345,21,2,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1263,1273,10347,21,3,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1264,1274,10346,21,4,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1265,1275,10348,21,5,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1266,1258,9571,16,212,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1267,1263,9576,4,23,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1268,1266,9579,16,214,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1269,1280,9586,17,142,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1270,1267,9580,10,80,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1271,1284,9590,17,144,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1272,1285,9591,2,114,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1273,1287,9593,12,116,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1274,1286,9592,13,154,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1275,1294,9601,2,115,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1276,1289,9595,4,24,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1277,1295,9602,16,216,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1278,1291,9598,12,118,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1279,1292,9599,12,120,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1280,1293,9600,12,122,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1281,1296,9603,14,154,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1282,1288,9594,16,218,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1283,1290,9596,15,194,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1284,1298,10550,20,7,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1285,1299,10551,20,8,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1286,1302,10552,20,9,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1287,1305,10553,20,10,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1288,1301,10554,20,11,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1289,1300,10555,20,12,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1290,1303,10556,20,13,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1291,1304,10557,20,14,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1292,1306,10637,17,146,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1293,1307,10638,13,156,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1294,1308,10639,8,112,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1295,1309,10640,14,156,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1296,1310,10641,16,220,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1297,1311,10642,5,25,0,0,0,1,"",-16843010,-16843010,-16843010,-16843010,""
1298,1312,10643,10,82,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1299,1313,10644,2,116,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1300,1314,10645,10,84,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1301,1315,10646,19,161,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1302,1316,10647,19,162,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1303,1317,10648,19,163,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
1304,1318,10649,19,164,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
